s_adj,sectpart,sector10,bop_item,stk_flow,partner,unit,geotime,date,value
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2005-07-01,3815
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2005-10-01,3745
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2006-01-01,1544
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2006-04-01,2272
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2006-07-01,4966
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2006-10-01,872
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2007-01-01,5363
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2007-04-01,2659
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2007-07-01,2304
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2007-10-01,5330
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2008-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2008-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2008-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2008-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2009-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2009-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2009-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2009-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2010-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2010-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2010-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2010-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2011-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2011-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2011-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2011-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2012-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2012-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2012-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2012-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2013-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2013-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2013-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2013-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2014-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2014-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2014-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2014-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2015-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2015-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2015-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2015-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2016-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2016-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2016-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2016-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2017-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2017-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2017-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2017-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2018-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,FR,2018-04-01,631
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,1995-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,1995-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,1995-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,1995-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,1996-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,1996-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,1996-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,1996-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,1997-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,1997-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,1997-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,1997-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,1998-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,1998-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,1998-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,1998-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,1999-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,1999-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,1999-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,1999-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2000-01-01,2810
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2000-04-01,3047
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2000-07-01,6902
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2000-10-01,5159
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2001-01-01,4631
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2001-04-01,5914
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2001-07-01,10061
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2001-10-01,4305
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2002-01-01,6903
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2002-04-01,3489
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2002-07-01,6809
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2002-10-01,7785
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2003-01-01,8201
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2003-04-01,7360
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2003-07-01,13755
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2003-10-01,11495
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2004-01-01,9848
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2004-04-01,5296
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2004-07-01,14413
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2004-10-01,9749
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2005-01-01,10722
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2005-04-01,8472
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2005-07-01,16218
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2005-10-01,11016
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2006-01-01,15501
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2006-04-01,9407
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2006-07-01,15221
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2006-10-01,10870
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2007-01-01,14762
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2007-04-01,9688
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2007-07-01,15350
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2007-10-01,14152
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2008-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2008-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2008-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2008-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2009-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2009-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2009-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2009-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2010-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2010-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2010-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2010-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2011-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2011-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2011-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2011-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2012-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2012-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2012-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2012-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2013-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2013-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2013-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2013-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2014-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2014-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2014-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2014-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2015-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2015-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2015-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2015-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2016-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2016-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2016-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2016-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2017-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2017-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2017-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2017-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2018-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HR,2018-04-01,2872
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,1995-01-01,131730
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,1995-04-01,64098
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,1995-07-01,13005
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,1995-10-01,9261
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,1996-01-01,91649
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,1996-04-01,33655
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,1996-07-01,21524
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,1996-10-01,93132
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,1997-01-01,161368
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,1997-04-01,73424
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,1997-07-01,28561
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,1997-10-01,66957
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,1998-01-01,199941
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,1998-04-01,172175
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,1998-07-01,127181
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,1998-10-01,201222
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,1999-01-01,260050
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,1999-04-01,281302
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,1999-07-01,146541
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,1999-10-01,220864
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2000-01-01,284093
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2000-04-01,193021
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2000-07-01,208358
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2000-10-01,367910
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2001-01-01,285242
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2001-04-01,237531
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2001-07-01,43141
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2001-10-01,243374
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2002-01-01,244528
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2002-04-01,207765
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2002-07-01,173324
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2002-10-01,424207
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2003-01-01,359247
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2003-04-01,425333
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2003-07-01,343877
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2003-10-01,406502
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2004-01-01,339477
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2004-04-01,577388
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2004-07-01,462514
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2004-10-01,396744
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2005-01-01,352625
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2005-04-01,358568
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2005-07-01,378221
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2005-10-01,332474
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2006-01-01,455888
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2006-04-01,415691
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2006-07-01,354275
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2006-10-01,326345
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2007-01-01,407653
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2007-04-01,438612
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2007-07-01,334602
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2007-10-01,461899
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2008-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2008-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2008-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2008-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2009-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2009-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2009-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2009-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2010-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2010-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2010-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2010-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2011-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2011-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2011-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2011-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2012-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2012-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2012-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2012-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2013-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2013-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2013-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2013-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2014-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2014-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2014-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2014-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2015-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2015-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2015-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2015-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2016-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2016-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2016-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2016-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2017-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2017-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2017-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2017-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2018-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,HU,2018-04-01,311727
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,1995-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,1995-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,1995-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,1995-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,1996-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,1996-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,1996-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,1996-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,1997-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,1997-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,1997-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,1997-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,1998-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,1998-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,1998-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,1998-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,1999-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,1999-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,1999-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,1999-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2000-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2000-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2000-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2000-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2001-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2001-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2001-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2001-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2002-01-01,141
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2002-04-01,727
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2002-07-01,501
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2002-10-01,1291
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2003-01-01,546
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2003-04-01,501
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2003-07-01,278
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2003-10-01,929
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2004-01-01,234
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2004-04-01,162
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2004-07-01,50
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2004-10-01,321
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2005-01-01,1598
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2005-04-01,1185
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2005-07-01,2073
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2005-10-01,831
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2006-01-01,3698
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2006-04-01,2857
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2006-07-01,1663
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2006-10-01,1381
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2007-01-01,4105
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2007-04-01,3620
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2007-07-01,2686
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2007-10-01,2302
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2008-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2008-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2008-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2008-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2009-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2009-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2009-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2009-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2010-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2010-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2010-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2010-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2011-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2011-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2011-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2011-10-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2012-01-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2012-04-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2012-07-01,
NSA,S1,S1,CKA,BAL,WRL_REST,MIO_NAC,IE,2012-10-01,
