indic,s_adj,geotime,date,value
BS-ESI-I,SA,AT,2017-10-01,
BS-ESI-I,SA,AT,2017-11-01,
BS-ESI-I,SA,AT,2017-12-01,
BS-ESI-I,SA,AT,2018-01-01,
BS-ESI-I,SA,AT,2018-02-01,
BS-ESI-I,SA,AT,2018-03-01,
BS-ESI-I,SA,AT,2018-04-01,
BS-ESI-I,SA,AT,2018-05-01,
BS-ESI-I,SA,AT,2018-06-01,
BS-ESI-I,SA,AT,2018-07-01,
BS-ESI-I,SA,AT,2018-08-01,
BS-ESI-I,SA,AT,2018-09-01,
BS-ESI-I,SA,BE,2017-10-01,
BS-ESI-I,SA,BE,2017-11-01,
BS-ESI-I,SA,BE,2017-12-01,
BS-ESI-I,SA,BE,2018-01-01,
BS-ESI-I,SA,BE,2018-02-01,
BS-ESI-I,SA,BE,2018-03-01,
BS-ESI-I,SA,BE,2018-04-01,
BS-ESI-I,SA,BE,2018-05-01,
BS-ESI-I,SA,BE,2018-06-01,
BS-ESI-I,SA,BE,2018-07-01,
BS-ESI-I,SA,BE,2018-08-01,
BS-ESI-I,SA,BE,2018-09-01,
BS-ESI-I,SA,BG,2017-10-01,
BS-ESI-I,SA,BG,2017-11-01,
BS-ESI-I,SA,BG,2017-12-01,
BS-ESI-I,SA,BG,2018-01-01,
BS-ESI-I,SA,BG,2018-02-01,
BS-ESI-I,SA,BG,2018-03-01,
BS-ESI-I,SA,BG,2018-04-01,
BS-ESI-I,SA,BG,2018-05-01,
BS-ESI-I,SA,BG,2018-06-01,
BS-ESI-I,SA,BG,2018-07-01,
BS-ESI-I,SA,BG,2018-08-01,
BS-ESI-I,SA,BG,2018-09-01,
BS-ESI-I,SA,CY,2017-10-01,
BS-ESI-I,SA,CY,2017-11-01,
BS-ESI-I,SA,CY,2017-12-01,
BS-ESI-I,SA,CY,2018-01-01,
BS-ESI-I,SA,CY,2018-02-01,
BS-ESI-I,SA,CY,2018-03-01,
BS-ESI-I,SA,CY,2018-04-01,
BS-ESI-I,SA,CY,2018-05-01,
BS-ESI-I,SA,CY,2018-06-01,
BS-ESI-I,SA,CY,2018-07-01,
BS-ESI-I,SA,CY,2018-08-01,
BS-ESI-I,SA,CY,2018-09-01,
BS-ESI-I,SA,CZ,2017-10-01,
BS-ESI-I,SA,CZ,2017-11-01,
BS-ESI-I,SA,CZ,2017-12-01,
BS-ESI-I,SA,CZ,2018-01-01,
BS-ESI-I,SA,CZ,2018-02-01,
BS-ESI-I,SA,CZ,2018-03-01,
BS-ESI-I,SA,CZ,2018-04-01,
BS-ESI-I,SA,CZ,2018-05-01,
BS-ESI-I,SA,CZ,2018-06-01,
BS-ESI-I,SA,CZ,2018-07-01,
BS-ESI-I,SA,CZ,2018-08-01,
BS-ESI-I,SA,CZ,2018-09-01,
BS-ESI-I,SA,DE,2017-10-01,
BS-ESI-I,SA,DE,2017-11-01,
BS-ESI-I,SA,DE,2017-12-01,
BS-ESI-I,SA,DE,2018-01-01,
BS-ESI-I,SA,DE,2018-02-01,
BS-ESI-I,SA,DE,2018-03-01,
BS-ESI-I,SA,DE,2018-04-01,
BS-ESI-I,SA,DE,2018-05-01,
BS-ESI-I,SA,DE,2018-06-01,
BS-ESI-I,SA,DE,2018-07-01,
BS-ESI-I,SA,DE,2018-08-01,
BS-ESI-I,SA,DE,2018-09-01,
BS-ESI-I,SA,DK,2017-10-01,
BS-ESI-I,SA,DK,2017-11-01,
BS-ESI-I,SA,DK,2017-12-01,
BS-ESI-I,SA,DK,2018-01-01,
BS-ESI-I,SA,DK,2018-02-01,
BS-ESI-I,SA,DK,2018-03-01,
BS-ESI-I,SA,DK,2018-04-01,
BS-ESI-I,SA,DK,2018-05-01,
BS-ESI-I,SA,DK,2018-06-01,
BS-ESI-I,SA,DK,2018-07-01,
BS-ESI-I,SA,DK,2018-08-01,
BS-ESI-I,SA,DK,2018-09-01,
BS-ESI-I,SA,EA19,2017-10-01,
BS-ESI-I,SA,EA19,2017-11-01,
BS-ESI-I,SA,EA19,2017-12-01,
BS-ESI-I,SA,EA19,2018-01-01,
BS-ESI-I,SA,EA19,2018-02-01,
BS-ESI-I,SA,EA19,2018-03-01,
BS-ESI-I,SA,EA19,2018-04-01,
BS-ESI-I,SA,EA19,2018-05-01,
BS-ESI-I,SA,EA19,2018-06-01,
BS-ESI-I,SA,EA19,2018-07-01,
BS-ESI-I,SA,EA19,2018-08-01,
BS-ESI-I,SA,EA19,2018-09-01,
BS-ESI-I,SA,EE,2017-10-01,
BS-ESI-I,SA,EE,2017-11-01,
BS-ESI-I,SA,EE,2017-12-01,
BS-ESI-I,SA,EE,2018-01-01,
BS-ESI-I,SA,EE,2018-02-01,
BS-ESI-I,SA,EE,2018-03-01,
BS-ESI-I,SA,EE,2018-04-01,
BS-ESI-I,SA,EE,2018-05-01,
BS-ESI-I,SA,EE,2018-06-01,
BS-ESI-I,SA,EE,2018-07-01,
BS-ESI-I,SA,EE,2018-08-01,
BS-ESI-I,SA,EE,2018-09-01,
BS-ESI-I,SA,EL,2017-10-01,
BS-ESI-I,SA,EL,2017-11-01,
BS-ESI-I,SA,EL,2017-12-01,
BS-ESI-I,SA,EL,2018-01-01,
BS-ESI-I,SA,EL,2018-02-01,
BS-ESI-I,SA,EL,2018-03-01,
BS-ESI-I,SA,EL,2018-04-01,
BS-ESI-I,SA,EL,2018-05-01,
BS-ESI-I,SA,EL,2018-06-01,
BS-ESI-I,SA,EL,2018-07-01,
BS-ESI-I,SA,EL,2018-08-01,
BS-ESI-I,SA,EL,2018-09-01,
BS-ESI-I,SA,ES,2017-10-01,
BS-ESI-I,SA,ES,2017-11-01,
BS-ESI-I,SA,ES,2017-12-01,
BS-ESI-I,SA,ES,2018-01-01,
BS-ESI-I,SA,ES,2018-02-01,
BS-ESI-I,SA,ES,2018-03-01,
BS-ESI-I,SA,ES,2018-04-01,
BS-ESI-I,SA,ES,2018-05-01,
BS-ESI-I,SA,ES,2018-06-01,
BS-ESI-I,SA,ES,2018-07-01,
BS-ESI-I,SA,ES,2018-08-01,
BS-ESI-I,SA,ES,2018-09-01,
BS-ESI-I,SA,EU28,2017-10-01,
BS-ESI-I,SA,EU28,2017-11-01,
BS-ESI-I,SA,EU28,2017-12-01,
BS-ESI-I,SA,EU28,2018-01-01,
BS-ESI-I,SA,EU28,2018-02-01,
BS-ESI-I,SA,EU28,2018-03-01,
BS-ESI-I,SA,EU28,2018-04-01,
BS-ESI-I,SA,EU28,2018-05-01,
BS-ESI-I,SA,EU28,2018-06-01,
BS-ESI-I,SA,EU28,2018-07-01,
BS-ESI-I,SA,EU28,2018-08-01,
BS-ESI-I,SA,EU28,2018-09-01,
BS-ESI-I,SA,FI,2017-10-01,
BS-ESI-I,SA,FI,2017-11-01,
BS-ESI-I,SA,FI,2017-12-01,
BS-ESI-I,SA,FI,2018-01-01,
BS-ESI-I,SA,FI,2018-02-01,
BS-ESI-I,SA,FI,2018-03-01,
BS-ESI-I,SA,FI,2018-04-01,
BS-ESI-I,SA,FI,2018-05-01,
BS-ESI-I,SA,FI,2018-06-01,
BS-ESI-I,SA,FI,2018-07-01,
BS-ESI-I,SA,FI,2018-08-01,
BS-ESI-I,SA,FI,2018-09-01,
BS-ESI-I,SA,FR,2017-10-01,
BS-ESI-I,SA,FR,2017-11-01,
BS-ESI-I,SA,FR,2017-12-01,
BS-ESI-I,SA,FR,2018-01-01,
BS-ESI-I,SA,FR,2018-02-01,
BS-ESI-I,SA,FR,2018-03-01,
BS-ESI-I,SA,FR,2018-04-01,
BS-ESI-I,SA,FR,2018-05-01,
BS-ESI-I,SA,FR,2018-06-01,
BS-ESI-I,SA,FR,2018-07-01,
BS-ESI-I,SA,FR,2018-08-01,
BS-ESI-I,SA,FR,2018-09-01,
BS-ESI-I,SA,HR,2017-10-01,
BS-ESI-I,SA,HR,2017-11-01,
BS-ESI-I,SA,HR,2017-12-01,
BS-ESI-I,SA,HR,2018-01-01,
BS-ESI-I,SA,HR,2018-02-01,
BS-ESI-I,SA,HR,2018-03-01,
BS-ESI-I,SA,HR,2018-04-01,
BS-ESI-I,SA,HR,2018-05-01,
BS-ESI-I,SA,HR,2018-06-01,
BS-ESI-I,SA,HR,2018-07-01,
BS-ESI-I,SA,HR,2018-08-01,
BS-ESI-I,SA,HR,2018-09-01,
BS-ESI-I,SA,HU,2017-10-01,
BS-ESI-I,SA,HU,2017-11-01,
BS-ESI-I,SA,HU,2017-12-01,
BS-ESI-I,SA,HU,2018-01-01,
BS-ESI-I,SA,HU,2018-02-01,
BS-ESI-I,SA,HU,2018-03-01,
BS-ESI-I,SA,HU,2018-04-01,
BS-ESI-I,SA,HU,2018-05-01,
BS-ESI-I,SA,HU,2018-06-01,
BS-ESI-I,SA,HU,2018-07-01,
BS-ESI-I,SA,HU,2018-08-01,
BS-ESI-I,SA,HU,2018-09-01,
BS-ESI-I,SA,IT,2017-10-01,
BS-ESI-I,SA,IT,2017-11-01,
BS-ESI-I,SA,IT,2017-12-01,
BS-ESI-I,SA,IT,2018-01-01,
BS-ESI-I,SA,IT,2018-02-01,
BS-ESI-I,SA,IT,2018-03-01,
BS-ESI-I,SA,IT,2018-04-01,
BS-ESI-I,SA,IT,2018-05-01,
BS-ESI-I,SA,IT,2018-06-01,
BS-ESI-I,SA,IT,2018-07-01,
BS-ESI-I,SA,IT,2018-08-01,
BS-ESI-I,SA,IT,2018-09-01,
BS-ESI-I,SA,LT,2017-10-01,
BS-ESI-I,SA,LT,2017-11-01,
BS-ESI-I,SA,LT,2017-12-01,
BS-ESI-I,SA,LT,2018-01-01,
BS-ESI-I,SA,LT,2018-02-01,
BS-ESI-I,SA,LT,2018-03-01,
BS-ESI-I,SA,LT,2018-04-01,
BS-ESI-I,SA,LT,2018-05-01,
BS-ESI-I,SA,LT,2018-06-01,
BS-ESI-I,SA,LT,2018-07-01,
BS-ESI-I,SA,LT,2018-08-01,
BS-ESI-I,SA,LT,2018-09-01,
BS-ESI-I,SA,LU,2017-10-01,
BS-ESI-I,SA,LU,2017-11-01,
BS-ESI-I,SA,LU,2017-12-01,
BS-ESI-I,SA,LU,2018-01-01,
BS-ESI-I,SA,LU,2018-02-01,
BS-ESI-I,SA,LU,2018-03-01,
BS-ESI-I,SA,LU,2018-04-01,
BS-ESI-I,SA,LU,2018-05-01,
BS-ESI-I,SA,LU,2018-06-01,
BS-ESI-I,SA,LU,2018-07-01,
BS-ESI-I,SA,LU,2018-08-01,
BS-ESI-I,SA,LU,2018-09-01,
BS-ESI-I,SA,LV,2017-10-01,
BS-ESI-I,SA,LV,2017-11-01,
BS-ESI-I,SA,LV,2017-12-01,
BS-ESI-I,SA,LV,2018-01-01,
BS-ESI-I,SA,LV,2018-02-01,
BS-ESI-I,SA,LV,2018-03-01,
BS-ESI-I,SA,LV,2018-04-01,
BS-ESI-I,SA,LV,2018-05-01,
BS-ESI-I,SA,LV,2018-06-01,
BS-ESI-I,SA,LV,2018-07-01,
BS-ESI-I,SA,LV,2018-08-01,
BS-ESI-I,SA,LV,2018-09-01,
BS-ESI-I,SA,ME,2017-10-01,
BS-ESI-I,SA,ME,2017-11-01,
BS-ESI-I,SA,ME,2017-12-01,
BS-ESI-I,SA,ME,2018-01-01,
BS-ESI-I,SA,ME,2018-02-01,
BS-ESI-I,SA,ME,2018-03-01,
BS-ESI-I,SA,ME,2018-04-01,
BS-ESI-I,SA,ME,2018-05-01,
BS-ESI-I,SA,ME,2018-06-01,
BS-ESI-I,SA,ME,2018-07-01,
BS-ESI-I,SA,ME,2018-08-01,
BS-ESI-I,SA,ME,2018-09-01,
BS-ESI-I,SA,MK,2017-10-01,
BS-ESI-I,SA,MK,2017-11-01,
BS-ESI-I,SA,MK,2017-12-01,
BS-ESI-I,SA,MK,2018-01-01,
BS-ESI-I,SA,MK,2018-02-01,
BS-ESI-I,SA,MK,2018-03-01,
BS-ESI-I,SA,MK,2018-04-01,
BS-ESI-I,SA,MK,2018-05-01,
BS-ESI-I,SA,MK,2018-06-01,
BS-ESI-I,SA,MK,2018-07-01,
BS-ESI-I,SA,MK,2018-08-01,
BS-ESI-I,SA,MK,2018-09-01,
BS-ESI-I,SA,MT,2017-10-01,
BS-ESI-I,SA,MT,2017-11-01,
BS-ESI-I,SA,MT,2017-12-01,
BS-ESI-I,SA,MT,2018-01-01,
BS-ESI-I,SA,MT,2018-02-01,
BS-ESI-I,SA,MT,2018-03-01,
BS-ESI-I,SA,MT,2018-04-01,
BS-ESI-I,SA,MT,2018-05-01,
BS-ESI-I,SA,MT,2018-06-01,
BS-ESI-I,SA,MT,2018-07-01,
BS-ESI-I,SA,MT,2018-08-01,
BS-ESI-I,SA,MT,2018-09-01,
BS-ESI-I,SA,NL,2017-10-01,
BS-ESI-I,SA,NL,2017-11-01,
BS-ESI-I,SA,NL,2017-12-01,
BS-ESI-I,SA,NL,2018-01-01,
BS-ESI-I,SA,NL,2018-02-01,
BS-ESI-I,SA,NL,2018-03-01,
BS-ESI-I,SA,NL,2018-04-01,
BS-ESI-I,SA,NL,2018-05-01,
BS-ESI-I,SA,NL,2018-06-01,
BS-ESI-I,SA,NL,2018-07-01,
BS-ESI-I,SA,NL,2018-08-01,
BS-ESI-I,SA,NL,2018-09-01,
BS-ESI-I,SA,PL,2017-10-01,
BS-ESI-I,SA,PL,2017-11-01,
BS-ESI-I,SA,PL,2017-12-01,
BS-ESI-I,SA,PL,2018-01-01,
BS-ESI-I,SA,PL,2018-02-01,
BS-ESI-I,SA,PL,2018-03-01,
BS-ESI-I,SA,PL,2018-04-01,
BS-ESI-I,SA,PL,2018-05-01,
BS-ESI-I,SA,PL,2018-06-01,
BS-ESI-I,SA,PL,2018-07-01,
BS-ESI-I,SA,PL,2018-08-01,
BS-ESI-I,SA,PL,2018-09-01,
BS-ESI-I,SA,PT,2017-10-01,
BS-ESI-I,SA,PT,2017-11-01,
BS-ESI-I,SA,PT,2017-12-01,
BS-ESI-I,SA,PT,2018-01-01,
BS-ESI-I,SA,PT,2018-02-01,
BS-ESI-I,SA,PT,2018-03-01,
BS-ESI-I,SA,PT,2018-04-01,
BS-ESI-I,SA,PT,2018-05-01,
BS-ESI-I,SA,PT,2018-06-01,
BS-ESI-I,SA,PT,2018-07-01,
BS-ESI-I,SA,PT,2018-08-01,
BS-ESI-I,SA,PT,2018-09-01,
BS-ESI-I,SA,RO,2017-10-01,
BS-ESI-I,SA,RO,2017-11-01,
BS-ESI-I,SA,RO,2017-12-01,
BS-ESI-I,SA,RO,2018-01-01,
BS-ESI-I,SA,RO,2018-02-01,
BS-ESI-I,SA,RO,2018-03-01,
BS-ESI-I,SA,RO,2018-04-01,
BS-ESI-I,SA,RO,2018-05-01,
BS-ESI-I,SA,RO,2018-06-01,
BS-ESI-I,SA,RO,2018-07-01,
BS-ESI-I,SA,RO,2018-08-01,
BS-ESI-I,SA,RO,2018-09-01,
BS-ESI-I,SA,RS,2017-10-01,
BS-ESI-I,SA,RS,2017-11-01,
BS-ESI-I,SA,RS,2017-12-01,
BS-ESI-I,SA,RS,2018-01-01,
BS-ESI-I,SA,RS,2018-02-01,
BS-ESI-I,SA,RS,2018-03-01,
BS-ESI-I,SA,RS,2018-04-01,
BS-ESI-I,SA,RS,2018-05-01,
BS-ESI-I,SA,RS,2018-06-01,
BS-ESI-I,SA,RS,2018-07-01,
BS-ESI-I,SA,RS,2018-08-01,
BS-ESI-I,SA,RS,2018-09-01,
BS-ESI-I,SA,SE,2017-10-01,
BS-ESI-I,SA,SE,2017-11-01,
BS-ESI-I,SA,SE,2017-12-01,
BS-ESI-I,SA,SE,2018-01-01,
BS-ESI-I,SA,SE,2018-02-01,
BS-ESI-I,SA,SE,2018-03-01,
BS-ESI-I,SA,SE,2018-04-01,
BS-ESI-I,SA,SE,2018-05-01,
BS-ESI-I,SA,SE,2018-06-01,
BS-ESI-I,SA,SE,2018-07-01,
BS-ESI-I,SA,SE,2018-08-01,
BS-ESI-I,SA,SE,2018-09-01,
BS-ESI-I,SA,SI,2017-10-01,
BS-ESI-I,SA,SI,2017-11-01,
BS-ESI-I,SA,SI,2017-12-01,
BS-ESI-I,SA,SI,2018-01-01,
BS-ESI-I,SA,SI,2018-02-01,
BS-ESI-I,SA,SI,2018-03-01,
BS-ESI-I,SA,SI,2018-04-01,
BS-ESI-I,SA,SI,2018-05-01,
BS-ESI-I,SA,SI,2018-06-01,
BS-ESI-I,SA,SI,2018-07-01,
BS-ESI-I,SA,SI,2018-08-01,
BS-ESI-I,SA,SI,2018-09-01,
BS-ESI-I,SA,SK,2017-10-01,
BS-ESI-I,SA,SK,2017-11-01,
BS-ESI-I,SA,SK,2017-12-01,
BS-ESI-I,SA,SK,2018-01-01,
BS-ESI-I,SA,SK,2018-02-01,
BS-ESI-I,SA,SK,2018-03-01,
BS-ESI-I,SA,SK,2018-04-01,
BS-ESI-I,SA,SK,2018-05-01,
BS-ESI-I,SA,SK,2018-06-01,
BS-ESI-I,SA,SK,2018-07-01,
BS-ESI-I,SA,SK,2018-08-01,
BS-ESI-I,SA,SK,2018-09-01,
BS-ESI-I,SA,TR,2017-10-01,
BS-ESI-I,SA,TR,2017-11-01,
BS-ESI-I,SA,TR,2017-12-01,
BS-ESI-I,SA,TR,2018-01-01,
BS-ESI-I,SA,TR,2018-02-01,
BS-ESI-I,SA,TR,2018-03-01,
BS-ESI-I,SA,TR,2018-04-01,
BS-ESI-I,SA,TR,2018-05-01,
BS-ESI-I,SA,TR,2018-06-01,
BS-ESI-I,SA,TR,2018-07-01,
BS-ESI-I,SA,TR,2018-08-01,
BS-ESI-I,SA,TR,2018-09-01,
BS-ESI-I,SA,UK,2017-10-01,
BS-ESI-I,SA,UK,2017-11-01,
BS-ESI-I,SA,UK,2017-12-01,
BS-ESI-I,SA,UK,2018-01-01,
BS-ESI-I,SA,UK,2018-02-01,
BS-ESI-I,SA,UK,2018-03-01,
BS-ESI-I,SA,UK,2018-04-01,
BS-ESI-I,SA,UK,2018-05-01,
BS-ESI-I,SA,UK,2018-06-01,
BS-ESI-I,SA,UK,2018-07-01,
BS-ESI-I,SA,UK,2018-08-01,
BS-ESI-I,SA,UK,2018-09-01,
