indic_bt,nace_r2,unit,geotime,date,value
TOVT,G-N_STS_X_G47,I2015_SCA,AT,2015-07-01,100
TOVT,G-N_STS_X_G47,I2015_SCA,AT,2015-10-01,99
TOVT,G-N_STS_X_G47,I2015_SCA,AT,2016-01-01,99
TOVT,G-N_STS_X_G47,I2015_SCA,AT,2016-04-01,100
TOVT,G-N_STS_X_G47,I2015_SCA,AT,2016-07-01,101
TOVT,G-N_STS_X_G47,I2015_SCA,AT,2016-10-01,102
TOVT,G-N_STS_X_G47,I2015_SCA,AT,2017-01-01,105
TOVT,G-N_STS_X_G47,I2015_SCA,AT,2017-04-01,106
TOVT,G-N_STS_X_G47,I2015_SCA,AT,2017-07-01,107
TOVT,G-N_STS_X_G47,I2015_SCA,AT,2017-10-01,109
TOVT,G-N_STS_X_G47,I2015_SCA,AT,2018-01-01,109
TOVT,G-N_STS_X_G47,I2015_SCA,AT,2018-04-01,
TOVT,G-N_STS_X_G47,I2015_SCA,BE,2015-07-01,100
TOVT,G-N_STS_X_G47,I2015_SCA,BE,2015-10-01,100
TOVT,G-N_STS_X_G47,I2015_SCA,BE,2016-01-01,100
TOVT,G-N_STS_X_G47,I2015_SCA,BE,2016-04-01,100
TOVT,G-N_STS_X_G47,I2015_SCA,BE,2016-07-01,100
TOVT,G-N_STS_X_G47,I2015_SCA,BE,2016-10-01,102
TOVT,G-N_STS_X_G47,I2015_SCA,BE,2017-01-01,105
TOVT,G-N_STS_X_G47,I2015_SCA,BE,2017-04-01,107
TOVT,G-N_STS_X_G47,I2015_SCA,BE,2017-07-01,108
TOVT,G-N_STS_X_G47,I2015_SCA,BE,2017-10-01,110
TOVT,G-N_STS_X_G47,I2015_SCA,BE,2018-01-01,111
TOVT,G-N_STS_X_G47,I2015_SCA,BE,2018-04-01,112
TOVT,G-N_STS_X_G47,I2015_SCA,BG,2015-07-01,99
TOVT,G-N_STS_X_G47,I2015_SCA,BG,2015-10-01,102
TOVT,G-N_STS_X_G47,I2015_SCA,BG,2016-01-01,101
TOVT,G-N_STS_X_G47,I2015_SCA,BG,2016-04-01,102
TOVT,G-N_STS_X_G47,I2015_SCA,BG,2016-07-01,101
TOVT,G-N_STS_X_G47,I2015_SCA,BG,2016-10-01,106
TOVT,G-N_STS_X_G47,I2015_SCA,BG,2017-01-01,108
TOVT,G-N_STS_X_G47,I2015_SCA,BG,2017-04-01,104
TOVT,G-N_STS_X_G47,I2015_SCA,BG,2017-07-01,108
TOVT,G-N_STS_X_G47,I2015_SCA,BG,2017-10-01,110
TOVT,G-N_STS_X_G47,I2015_SCA,BG,2018-01-01,108
TOVT,G-N_STS_X_G47,I2015_SCA,BG,2018-04-01,111
TOVT,G-N_STS_X_G47,I2015_SCA,CY,2015-07-01,100
TOVT,G-N_STS_X_G47,I2015_SCA,CY,2015-10-01,101
TOVT,G-N_STS_X_G47,I2015_SCA,CY,2016-01-01,100
TOVT,G-N_STS_X_G47,I2015_SCA,CY,2016-04-01,104
TOVT,G-N_STS_X_G47,I2015_SCA,CY,2016-07-01,107
TOVT,G-N_STS_X_G47,I2015_SCA,CY,2016-10-01,108
TOVT,G-N_STS_X_G47,I2015_SCA,CY,2017-01-01,112
TOVT,G-N_STS_X_G47,I2015_SCA,CY,2017-04-01,113
TOVT,G-N_STS_X_G47,I2015_SCA,CY,2017-07-01,114
TOVT,G-N_STS_X_G47,I2015_SCA,CY,2017-10-01,115
TOVT,G-N_STS_X_G47,I2015_SCA,CY,2018-01-01,116
TOVT,G-N_STS_X_G47,I2015_SCA,CY,2018-04-01,120
TOVT,G-N_STS_X_G47,I2015_SCA,CZ,2015-07-01,99
TOVT,G-N_STS_X_G47,I2015_SCA,CZ,2015-10-01,99
TOVT,G-N_STS_X_G47,I2015_SCA,CZ,2016-01-01,98
TOVT,G-N_STS_X_G47,I2015_SCA,CZ,2016-04-01,98
TOVT,G-N_STS_X_G47,I2015_SCA,CZ,2016-07-01,100
TOVT,G-N_STS_X_G47,I2015_SCA,CZ,2016-10-01,101
TOVT,G-N_STS_X_G47,I2015_SCA,CZ,2017-01-01,104
TOVT,G-N_STS_X_G47,I2015_SCA,CZ,2017-04-01,105
TOVT,G-N_STS_X_G47,I2015_SCA,CZ,2017-07-01,105
TOVT,G-N_STS_X_G47,I2015_SCA,CZ,2017-10-01,107
TOVT,G-N_STS_X_G47,I2015_SCA,CZ,2018-01-01,108
TOVT,G-N_STS_X_G47,I2015_SCA,CZ,2018-04-01,109
TOVT,G-N_STS_X_G47,I2015_SCA,DE,2015-07-01,99
TOVT,G-N_STS_X_G47,I2015_SCA,DE,2015-10-01,100
TOVT,G-N_STS_X_G47,I2015_SCA,DE,2016-01-01,101
TOVT,G-N_STS_X_G47,I2015_SCA,DE,2016-04-01,100
TOVT,G-N_STS_X_G47,I2015_SCA,DE,2016-07-01,100
TOVT,G-N_STS_X_G47,I2015_SCA,DE,2016-10-01,103
TOVT,G-N_STS_X_G47,I2015_SCA,DE,2017-01-01,107
TOVT,G-N_STS_X_G47,I2015_SCA,DE,2017-04-01,107
TOVT,G-N_STS_X_G47,I2015_SCA,DE,2017-07-01,108
TOVT,G-N_STS_X_G47,I2015_SCA,DE,2017-10-01,110
TOVT,G-N_STS_X_G47,I2015_SCA,DE,2018-01-01,112
TOVT,G-N_STS_X_G47,I2015_SCA,DE,2018-04-01,112
TOVT,G-N_STS_X_G47,I2015_SCA,DK,2015-07-01,99
TOVT,G-N_STS_X_G47,I2015_SCA,DK,2015-10-01,99
TOVT,G-N_STS_X_G47,I2015_SCA,DK,2016-01-01,97
TOVT,G-N_STS_X_G47,I2015_SCA,DK,2016-04-01,100
TOVT,G-N_STS_X_G47,I2015_SCA,DK,2016-07-01,99
TOVT,G-N_STS_X_G47,I2015_SCA,DK,2016-10-01,103
TOVT,G-N_STS_X_G47,I2015_SCA,DK,2017-01-01,107
TOVT,G-N_STS_X_G47,I2015_SCA,DK,2017-04-01,105
