indic_bt,nace_r2,unit,geotime,date,value
PROD,MIG_ING,I2015_SCA,AT,2017-09-01,111
PROD,MIG_ING,I2015_SCA,AT,2017-10-01,111
PROD,MIG_ING,I2015_SCA,AT,2017-11-01,112
PROD,MIG_ING,I2015_SCA,AT,2017-12-01,113
PROD,MIG_ING,I2015_SCA,AT,2018-01-01,113
PROD,MIG_ING,I2015_SCA,AT,2018-02-01,114
PROD,MIG_ING,I2015_SCA,AT,2018-03-01,112
PROD,MIG_ING,I2015_SCA,AT,2018-04-01,114
PROD,MIG_ING,I2015_SCA,AT,2018-05-01,115
PROD,MIG_ING,I2015_SCA,AT,2018-06-01,115
PROD,MIG_ING,I2015_SCA,AT,2018-07-01,114
PROD,MIG_ING,I2015_SCA,AT,2018-08-01,
PROD,MIG_ING,I2015_SCA,BE,2017-09-01,103
PROD,MIG_ING,I2015_SCA,BE,2017-10-01,103
PROD,MIG_ING,I2015_SCA,BE,2017-11-01,105
PROD,MIG_ING,I2015_SCA,BE,2017-12-01,108
PROD,MIG_ING,I2015_SCA,BE,2018-01-01,106
PROD,MIG_ING,I2015_SCA,BE,2018-02-01,103
PROD,MIG_ING,I2015_SCA,BE,2018-03-01,103
PROD,MIG_ING,I2015_SCA,BE,2018-04-01,102
PROD,MIG_ING,I2015_SCA,BE,2018-05-01,105
PROD,MIG_ING,I2015_SCA,BE,2018-06-01,103
PROD,MIG_ING,I2015_SCA,BE,2018-07-01,102
PROD,MIG_ING,I2015_SCA,BE,2018-08-01,
PROD,MIG_ING,I2015_SCA,BG,2017-09-01,113
PROD,MIG_ING,I2015_SCA,BG,2017-10-01,112
PROD,MIG_ING,I2015_SCA,BG,2017-11-01,112
PROD,MIG_ING,I2015_SCA,BG,2017-12-01,114
PROD,MIG_ING,I2015_SCA,BG,2018-01-01,117
PROD,MIG_ING,I2015_SCA,BG,2018-02-01,110
PROD,MIG_ING,I2015_SCA,BG,2018-03-01,112
PROD,MIG_ING,I2015_SCA,BG,2018-04-01,111
PROD,MIG_ING,I2015_SCA,BG,2018-05-01,113
PROD,MIG_ING,I2015_SCA,BG,2018-06-01,115
PROD,MIG_ING,I2015_SCA,BG,2018-07-01,111
PROD,MIG_ING,I2015_SCA,BG,2018-08-01,112
PROD,MIG_ING,I2015_SCA,CY,2017-09-01,129
PROD,MIG_ING,I2015_SCA,CY,2017-10-01,134
PROD,MIG_ING,I2015_SCA,CY,2017-11-01,137
PROD,MIG_ING,I2015_SCA,CY,2017-12-01,137
PROD,MIG_ING,I2015_SCA,CY,2018-01-01,135
PROD,MIG_ING,I2015_SCA,CY,2018-02-01,134
PROD,MIG_ING,I2015_SCA,CY,2018-03-01,136
PROD,MIG_ING,I2015_SCA,CY,2018-04-01,138
PROD,MIG_ING,I2015_SCA,CY,2018-05-01,145
PROD,MIG_ING,I2015_SCA,CY,2018-06-01,146
PROD,MIG_ING,I2015_SCA,CY,2018-07-01,145
PROD,MIG_ING,I2015_SCA,CY,2018-08-01,
PROD,MIG_ING,I2015_SCA,CZ,2017-09-01,110
PROD,MIG_ING,I2015_SCA,CZ,2017-10-01,111
PROD,MIG_ING,I2015_SCA,CZ,2017-11-01,113
PROD,MIG_ING,I2015_SCA,CZ,2017-12-01,115
PROD,MIG_ING,I2015_SCA,CZ,2018-01-01,115
PROD,MIG_ING,I2015_SCA,CZ,2018-02-01,112
PROD,MIG_ING,I2015_SCA,CZ,2018-03-01,112
PROD,MIG_ING,I2015_SCA,CZ,2018-04-01,111
PROD,MIG_ING,I2015_SCA,CZ,2018-05-01,112
PROD,MIG_ING,I2015_SCA,CZ,2018-06-01,114
PROD,MIG_ING,I2015_SCA,CZ,2018-07-01,114
PROD,MIG_ING,I2015_SCA,CZ,2018-08-01,114
PROD,MIG_ING,I2015_SCA,DE,2017-09-01,106
PROD,MIG_ING,I2015_SCA,DE,2017-10-01,105
PROD,MIG_ING,I2015_SCA,DE,2017-11-01,107
PROD,MIG_ING,I2015_SCA,DE,2017-12-01,108
PROD,MIG_ING,I2015_SCA,DE,2018-01-01,106
PROD,MIG_ING,I2015_SCA,DE,2018-02-01,106
PROD,MIG_ING,I2015_SCA,DE,2018-03-01,106
PROD,MIG_ING,I2015_SCA,DE,2018-04-01,104
PROD,MIG_ING,I2015_SCA,DE,2018-05-01,108
PROD,MIG_ING,I2015_SCA,DE,2018-06-01,107
PROD,MIG_ING,I2015_SCA,DE,2018-07-01,105
PROD,MIG_ING,I2015_SCA,DE,2018-08-01,105
PROD,MIG_ING,I2015_SCA,DK,2017-09-01,100
PROD,MIG_ING,I2015_SCA,DK,2017-10-01,107
PROD,MIG_ING,I2015_SCA,DK,2017-11-01,108
PROD,MIG_ING,I2015_SCA,DK,2017-12-01,108
PROD,MIG_ING,I2015_SCA,DK,2018-01-01,110
PROD,MIG_ING,I2015_SCA,DK,2018-02-01,110
PROD,MIG_ING,I2015_SCA,DK,2018-03-01,103
PROD,MIG_ING,I2015_SCA,DK,2018-04-01,108
PROD,MIG_ING,I2015_SCA,DK,2018-05-01,110
PROD,MIG_ING,I2015_SCA,DK,2018-06-01,108
PROD,MIG_ING,I2015_SCA,DK,2018-07-01,111
PROD,MIG_ING,I2015_SCA,DK,2018-08-01,108
PROD,MIG_ING,I2015_SCA,EA19,2017-09-01,106
PROD,MIG_ING,I2015_SCA,EA19,2017-10-01,106
PROD,MIG_ING,I2015_SCA,EA19,2017-11-01,107
PROD,MIG_ING,I2015_SCA,EA19,2017-12-01,108
PROD,MIG_ING,I2015_SCA,EA19,2018-01-01,107
PROD,MIG_ING,I2015_SCA,EA19,2018-02-01,106
PROD,MIG_ING,I2015_SCA,EA19,2018-03-01,106
PROD,MIG_ING,I2015_SCA,EA19,2018-04-01,105
PROD,MIG_ING,I2015_SCA,EA19,2018-05-01,107
PROD,MIG_ING,I2015_SCA,EA19,2018-06-01,107
PROD,MIG_ING,I2015_SCA,EA19,2018-07-01,106
