unit,nace_r2,tax,geotime,date,value
MIO_EUR,TOTAL_HH_NRES,NRG,HR,2001-01-01,0
MIO_EUR,TOTAL_HH_NRES,NRG,HR,2002-01-01,757
MIO_EUR,TOTAL_HH_NRES,NRG,HR,2003-01-01,790
MIO_EUR,TOTAL_HH_NRES,NRG,HR,2004-01-01,801
MIO_EUR,TOTAL_HH_NRES,NRG,HR,2005-01-01,823
MIO_EUR,TOTAL_HH_NRES,NRG,HR,2006-01-01,866
MIO_EUR,TOTAL_HH_NRES,NRG,HR,2007-01-01,880
MIO_EUR,TOTAL_HH_NRES,NRG,HR,2008-01-01,882
MIO_EUR,TOTAL_HH_NRES,NRG,HR,2009-01-01,876
MIO_EUR,TOTAL_HH_NRES,NRG,HR,2010-01-01,985
MIO_EUR,TOTAL_HH_NRES,NRG,HR,2011-01-01,832
MIO_EUR,TOTAL_HH_NRES,NRG,HR,2012-01-01,779
MIO_EUR,TOTAL_HH_NRES,NRG,HR,2013-01-01,904
MIO_EUR,TOTAL_HH_NRES,NRG,HR,2014-01-01,1014
MIO_EUR,TOTAL_HH_NRES,NRG,HR,2015-01-01,1097
MIO_EUR,TOTAL_HH_NRES,NRG,HR,2016-01-01,1226
MIO_EUR,TOTAL_HH_NRES,NRG,HU,1995-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,HU,1996-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,HU,1997-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,HU,1998-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,HU,1999-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,HU,2000-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,HU,2001-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,HU,2002-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,HU,2003-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,HU,2004-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,HU,2005-01-01,1893
MIO_EUR,TOTAL_HH_NRES,NRG,HU,2006-01-01,1889
MIO_EUR,TOTAL_HH_NRES,NRG,HU,2007-01-01,2027
MIO_EUR,TOTAL_HH_NRES,NRG,HU,2008-01-01,2098
MIO_EUR,TOTAL_HH_NRES,NRG,HU,2009-01-01,1868
MIO_EUR,TOTAL_HH_NRES,NRG,HU,2010-01-01,2007
MIO_EUR,TOTAL_HH_NRES,NRG,HU,2011-01-01,1949
MIO_EUR,TOTAL_HH_NRES,NRG,HU,2012-01-01,1834
MIO_EUR,TOTAL_HH_NRES,NRG,HU,2013-01-01,1938
MIO_EUR,TOTAL_HH_NRES,NRG,HU,2014-01-01,1999
MIO_EUR,TOTAL_HH_NRES,NRG,HU,2015-01-01,2116
MIO_EUR,TOTAL_HH_NRES,NRG,HU,2016-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,IE,1995-01-01,887
MIO_EUR,TOTAL_HH_NRES,NRG,IE,1996-01-01,1001
MIO_EUR,TOTAL_HH_NRES,NRG,IE,1997-01-01,1197
MIO_EUR,TOTAL_HH_NRES,NRG,IE,1998-01-01,1307
MIO_EUR,TOTAL_HH_NRES,NRG,IE,1999-01-01,1434
MIO_EUR,TOTAL_HH_NRES,NRG,IE,2000-01-01,1491
MIO_EUR,TOTAL_HH_NRES,NRG,IE,2001-01-01,1435
MIO_EUR,TOTAL_HH_NRES,NRG,IE,2002-01-01,1674
MIO_EUR,TOTAL_HH_NRES,NRG,IE,2003-01-01,1762
MIO_EUR,TOTAL_HH_NRES,NRG,IE,2004-01-01,2084
MIO_EUR,TOTAL_HH_NRES,NRG,IE,2005-01-01,2212
MIO_EUR,TOTAL_HH_NRES,NRG,IE,2006-01-01,2232
MIO_EUR,TOTAL_HH_NRES,NRG,IE,2007-01-01,2250
MIO_EUR,TOTAL_HH_NRES,NRG,IE,2008-01-01,2249
MIO_EUR,TOTAL_HH_NRES,NRG,IE,2009-01-01,2265
MIO_EUR,TOTAL_HH_NRES,NRG,IE,2010-01-01,2508
MIO_EUR,TOTAL_HH_NRES,NRG,IE,2011-01-01,2693
MIO_EUR,TOTAL_HH_NRES,NRG,IE,2012-01-01,2620
MIO_EUR,TOTAL_HH_NRES,NRG,IE,2013-01-01,2704
MIO_EUR,TOTAL_HH_NRES,NRG,IE,2014-01-01,2800
MIO_EUR,TOTAL_HH_NRES,NRG,IE,2015-01-01,3000
MIO_EUR,TOTAL_HH_NRES,NRG,IE,2016-01-01,3075
MIO_EUR,TOTAL_HH_NRES,NRG,IT,1995-01-01,26964
MIO_EUR,TOTAL_HH_NRES,NRG,IT,1996-01-01,29871
MIO_EUR,TOTAL_HH_NRES,NRG,IT,1997-01-01,31347
MIO_EUR,TOTAL_HH_NRES,NRG,IT,1998-01-01,30916
MIO_EUR,TOTAL_HH_NRES,NRG,IT,1999-01-01,32520
MIO_EUR,TOTAL_HH_NRES,NRG,IT,2000-01-01,30489
MIO_EUR,TOTAL_HH_NRES,NRG,IT,2001-01-01,31600
MIO_EUR,TOTAL_HH_NRES,NRG,IT,2002-01-01,31561
MIO_EUR,TOTAL_HH_NRES,NRG,IT,2003-01-01,33217
MIO_EUR,TOTAL_HH_NRES,NRG,IT,2004-01-01,32662
MIO_EUR,TOTAL_HH_NRES,NRG,IT,2005-01-01,34392
MIO_EUR,TOTAL_HH_NRES,NRG,IT,2006-01-01,35174
MIO_EUR,TOTAL_HH_NRES,NRG,IT,2007-01-01,34043
MIO_EUR,TOTAL_HH_NRES,NRG,IT,2008-01-01,32272
MIO_EUR,TOTAL_HH_NRES,NRG,IT,2009-01-01,34632
MIO_EUR,TOTAL_HH_NRES,NRG,IT,2010-01-01,35387
MIO_EUR,TOTAL_HH_NRES,NRG,IT,2011-01-01,40031
MIO_EUR,TOTAL_HH_NRES,NRG,IT,2012-01-01,45781
MIO_EUR,TOTAL_HH_NRES,NRG,IT,2013-01-01,45070
MIO_EUR,TOTAL_HH_NRES,NRG,IT,2014-01-01,47859
MIO_EUR,TOTAL_HH_NRES,NRG,IT,2015-01-01,45574
MIO_EUR,TOTAL_HH_NRES,NRG,IT,2016-01-01,47565
MIO_EUR,TOTAL_HH_NRES,NRG,LI,1995-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,LI,1996-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,LI,1997-01-01,9
MIO_EUR,TOTAL_HH_NRES,NRG,LI,1998-01-01,11
MIO_EUR,TOTAL_HH_NRES,NRG,LI,1999-01-01,11
MIO_EUR,TOTAL_HH_NRES,NRG,LI,2000-01-01,13
MIO_EUR,TOTAL_HH_NRES,NRG,LI,2001-01-01,14
MIO_EUR,TOTAL_HH_NRES,NRG,LI,2002-01-01,13
MIO_EUR,TOTAL_HH_NRES,NRG,LI,2003-01-01,12
MIO_EUR,TOTAL_HH_NRES,NRG,LI,2004-01-01,12
MIO_EUR,TOTAL_HH_NRES,NRG,LI,2005-01-01,12
MIO_EUR,TOTAL_HH_NRES,NRG,LI,2006-01-01,12
MIO_EUR,TOTAL_HH_NRES,NRG,LI,2007-01-01,12
MIO_EUR,TOTAL_HH_NRES,NRG,LI,2008-01-01,13
MIO_EUR,TOTAL_HH_NRES,NRG,LI,2009-01-01,14
MIO_EUR,TOTAL_HH_NRES,NRG,LI,2010-01-01,16
MIO_EUR,TOTAL_HH_NRES,NRG,LI,2011-01-01,19
MIO_EUR,TOTAL_HH_NRES,NRG,LI,2012-01-01,17
MIO_EUR,TOTAL_HH_NRES,NRG,LI,2013-01-01,16
MIO_EUR,TOTAL_HH_NRES,NRG,LI,2014-01-01,19
MIO_EUR,TOTAL_HH_NRES,NRG,LI,2015-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,LI,2016-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,LT,1995-01-01,56
MIO_EUR,TOTAL_HH_NRES,NRG,LT,1996-01-01,73
MIO_EUR,TOTAL_HH_NRES,NRG,LT,1997-01-01,113
MIO_EUR,TOTAL_HH_NRES,NRG,LT,1998-01-01,173
MIO_EUR,TOTAL_HH_NRES,NRG,LT,1999-01-01,220
MIO_EUR,TOTAL_HH_NRES,NRG,LT,2000-01-01,216
MIO_EUR,TOTAL_HH_NRES,NRG,LT,2001-01-01,249
MIO_EUR,TOTAL_HH_NRES,NRG,LT,2002-01-01,303
MIO_EUR,TOTAL_HH_NRES,NRG,LT,2003-01-01,328
MIO_EUR,TOTAL_HH_NRES,NRG,LT,2004-01-01,332
MIO_EUR,TOTAL_HH_NRES,NRG,LT,2005-01-01,364
MIO_EUR,TOTAL_HH_NRES,NRG,LT,2006-01-01,393
MIO_EUR,TOTAL_HH_NRES,NRG,LT,2007-01-01,459
MIO_EUR,TOTAL_HH_NRES,NRG,LT,2008-01-01,498
MIO_EUR,TOTAL_HH_NRES,NRG,LT,2009-01-01,513
MIO_EUR,TOTAL_HH_NRES,NRG,LT,2010-01-01,492
MIO_EUR,TOTAL_HH_NRES,NRG,LT,2011-01-01,497
MIO_EUR,TOTAL_HH_NRES,NRG,LT,2012-01-01,515
MIO_EUR,TOTAL_HH_NRES,NRG,LT,2013-01-01,537
MIO_EUR,TOTAL_HH_NRES,NRG,LT,2014-01-01,580
MIO_EUR,TOTAL_HH_NRES,NRG,LT,2015-01-01,622
MIO_EUR,TOTAL_HH_NRES,NRG,LT,2016-01-01,677
MIO_EUR,TOTAL_HH_NRES,NRG,LU,1995-01-01,446
MIO_EUR,TOTAL_HH_NRES,NRG,LU,1996-01-01,451
MIO_EUR,TOTAL_HH_NRES,NRG,LU,1997-01-01,461
MIO_EUR,TOTAL_HH_NRES,NRG,LU,1998-01-01,483
MIO_EUR,TOTAL_HH_NRES,NRG,LU,1999-01-01,532
MIO_EUR,TOTAL_HH_NRES,NRG,LU,2000-01-01,584
MIO_EUR,TOTAL_HH_NRES,NRG,LU,2001-01-01,608
MIO_EUR,TOTAL_HH_NRES,NRG,LU,2002-01-01,635
MIO_EUR,TOTAL_HH_NRES,NRG,LU,2003-01-01,689
MIO_EUR,TOTAL_HH_NRES,NRG,LU,2004-01-01,808
MIO_EUR,TOTAL_HH_NRES,NRG,LU,2005-01-01,856
MIO_EUR,TOTAL_HH_NRES,NRG,LU,2006-01-01,851
MIO_EUR,TOTAL_HH_NRES,NRG,LU,2007-01-01,883
MIO_EUR,TOTAL_HH_NRES,NRG,LU,2008-01-01,914
MIO_EUR,TOTAL_HH_NRES,NRG,LU,2009-01-01,854
MIO_EUR,TOTAL_HH_NRES,NRG,LU,2010-01-01,883
MIO_EUR,TOTAL_HH_NRES,NRG,LU,2011-01-01,947
MIO_EUR,TOTAL_HH_NRES,NRG,LU,2012-01-01,964
MIO_EUR,TOTAL_HH_NRES,NRG,LU,2013-01-01,926
MIO_EUR,TOTAL_HH_NRES,NRG,LU,2014-01-01,900
MIO_EUR,TOTAL_HH_NRES,NRG,LU,2015-01-01,864
MIO_EUR,TOTAL_HH_NRES,NRG,LU,2016-01-01,847
MIO_EUR,TOTAL_HH_NRES,NRG,LV,1995-01-01,38
MIO_EUR,TOTAL_HH_NRES,NRG,LV,1996-01-01,68
MIO_EUR,TOTAL_HH_NRES,NRG,LV,1997-01-01,98
MIO_EUR,TOTAL_HH_NRES,NRG,LV,1998-01-01,159
MIO_EUR,TOTAL_HH_NRES,NRG,LV,1999-01-01,140
MIO_EUR,TOTAL_HH_NRES,NRG,LV,2000-01-01,156
MIO_EUR,TOTAL_HH_NRES,NRG,LV,2001-01-01,153
MIO_EUR,TOTAL_HH_NRES,NRG,LV,2002-01-01,174
MIO_EUR,TOTAL_HH_NRES,NRG,LV,2003-01-01,197
MIO_EUR,TOTAL_HH_NRES,NRG,LV,2004-01-01,238
MIO_EUR,TOTAL_HH_NRES,NRG,LV,2005-01-01,290
MIO_EUR,TOTAL_HH_NRES,NRG,LV,2006-01-01,319
MIO_EUR,TOTAL_HH_NRES,NRG,LV,2007-01-01,388
MIO_EUR,TOTAL_HH_NRES,NRG,LV,2008-01-01,440
MIO_EUR,TOTAL_HH_NRES,NRG,LV,2009-01-01,444
MIO_EUR,TOTAL_HH_NRES,NRG,LV,2010-01-01,453
MIO_EUR,TOTAL_HH_NRES,NRG,LV,2011-01-01,496
MIO_EUR,TOTAL_HH_NRES,NRG,LV,2012-01-01,551
MIO_EUR,TOTAL_HH_NRES,NRG,LV,2013-01-01,645
MIO_EUR,TOTAL_HH_NRES,NRG,LV,2014-01-01,728
MIO_EUR,TOTAL_HH_NRES,NRG,LV,2015-01-01,758
MIO_EUR,TOTAL_HH_NRES,NRG,LV,2016-01-01,774
MIO_EUR,TOTAL_HH_NRES,NRG,MK,1995-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,MK,1996-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,MK,1997-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,MK,1998-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,MK,1999-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,MK,2000-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,MK,2001-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,MK,2002-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,MK,2003-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,MK,2004-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,MK,2005-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,MK,2006-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,MK,2007-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,MK,2008-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,MK,2009-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,MK,2010-01-01,142
MIO_EUR,TOTAL_HH_NRES,NRG,MK,2011-01-01,147
MIO_EUR,TOTAL_HH_NRES,NRG,MK,2012-01-01,152
MIO_EUR,TOTAL_HH_NRES,NRG,MK,2013-01-01,125
MIO_EUR,TOTAL_HH_NRES,NRG,MK,2014-01-01,128
MIO_EUR,TOTAL_HH_NRES,NRG,MK,2015-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,MK,2016-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,MT,1995-01-01,23
MIO_EUR,TOTAL_HH_NRES,NRG,MT,1996-01-01,23
MIO_EUR,TOTAL_HH_NRES,NRG,MT,1997-01-01,40
MIO_EUR,TOTAL_HH_NRES,NRG,MT,1998-01-01,54
MIO_EUR,TOTAL_HH_NRES,NRG,MT,1999-01-01,58
MIO_EUR,TOTAL_HH_NRES,NRG,MT,2000-01-01,58
MIO_EUR,TOTAL_HH_NRES,NRG,MT,2001-01-01,65
MIO_EUR,TOTAL_HH_NRES,NRG,MT,2002-01-01,61
MIO_EUR,TOTAL_HH_NRES,NRG,MT,2003-01-01,56
MIO_EUR,TOTAL_HH_NRES,NRG,MT,2004-01-01,56
MIO_EUR,TOTAL_HH_NRES,NRG,MT,2005-01-01,62
MIO_EUR,TOTAL_HH_NRES,NRG,MT,2006-01-01,66
MIO_EUR,TOTAL_HH_NRES,NRG,MT,2007-01-01,97
MIO_EUR,TOTAL_HH_NRES,NRG,MT,2008-01-01,86
MIO_EUR,TOTAL_HH_NRES,NRG,MT,2009-01-01,86
MIO_EUR,TOTAL_HH_NRES,NRG,MT,2010-01-01,92
MIO_EUR,TOTAL_HH_NRES,NRG,MT,2011-01-01,107
MIO_EUR,TOTAL_HH_NRES,NRG,MT,2012-01-01,108
MIO_EUR,TOTAL_HH_NRES,NRG,MT,2013-01-01,107
MIO_EUR,TOTAL_HH_NRES,NRG,MT,2014-01-01,128
MIO_EUR,TOTAL_HH_NRES,NRG,MT,2015-01-01,138
MIO_EUR,TOTAL_HH_NRES,NRG,MT,2016-01-01,144
MIO_EUR,TOTAL_HH_NRES,NRG,NL,1995-01-01,5245
MIO_EUR,TOTAL_HH_NRES,NRG,NL,1996-01-01,5699
MIO_EUR,TOTAL_HH_NRES,NRG,NL,1997-01-01,6264
MIO_EUR,TOTAL_HH_NRES,NRG,NL,1998-01-01,6564
MIO_EUR,TOTAL_HH_NRES,NRG,NL,1999-01-01,7271
MIO_EUR,TOTAL_HH_NRES,NRG,NL,2000-01-01,7745
MIO_EUR,TOTAL_HH_NRES,NRG,NL,2001-01-01,8225
MIO_EUR,TOTAL_HH_NRES,NRG,NL,2002-01-01,8341
MIO_EUR,TOTAL_HH_NRES,NRG,NL,2003-01-01,8711
MIO_EUR,TOTAL_HH_NRES,NRG,NL,2004-01-01,9445
MIO_EUR,TOTAL_HH_NRES,NRG,NL,2005-01-01,10220
MIO_EUR,TOTAL_HH_NRES,NRG,NL,2006-01-01,10950
MIO_EUR,TOTAL_HH_NRES,NRG,NL,2007-01-01,10393
MIO_EUR,TOTAL_HH_NRES,NRG,NL,2008-01-01,11387
MIO_EUR,TOTAL_HH_NRES,NRG,NL,2009-01-01,11639
MIO_EUR,TOTAL_HH_NRES,NRG,NL,2010-01-01,12009
MIO_EUR,TOTAL_HH_NRES,NRG,NL,2011-01-01,12014
MIO_EUR,TOTAL_HH_NRES,NRG,NL,2012-01-01,11623
MIO_EUR,TOTAL_HH_NRES,NRG,NL,2013-01-01,12590
MIO_EUR,TOTAL_HH_NRES,NRG,NL,2014-01-01,12648
MIO_EUR,TOTAL_HH_NRES,NRG,NL,2015-01-01,12815
MIO_EUR,TOTAL_HH_NRES,NRG,NL,2016-01-01,13351
MIO_EUR,TOTAL_HH_NRES,NRG,NO,1995-01-01,2543
MIO_EUR,TOTAL_HH_NRES,NRG,NO,1996-01-01,2672
MIO_EUR,TOTAL_HH_NRES,NRG,NO,1997-01-01,3136
MIO_EUR,TOTAL_HH_NRES,NRG,NO,1998-01-01,2884
MIO_EUR,TOTAL_HH_NRES,NRG,NO,1999-01-01,3102
MIO_EUR,TOTAL_HH_NRES,NRG,NO,2000-01-01,3366
MIO_EUR,TOTAL_HH_NRES,NRG,NO,2001-01-01,3455
MIO_EUR,TOTAL_HH_NRES,NRG,NO,2002-01-01,3594
MIO_EUR,TOTAL_HH_NRES,NRG,NO,2003-01-01,3434
MIO_EUR,TOTAL_HH_NRES,NRG,NO,2004-01-01,3232
MIO_EUR,TOTAL_HH_NRES,NRG,NO,2005-01-01,3615
MIO_EUR,TOTAL_HH_NRES,NRG,NO,2006-01-01,3783
MIO_EUR,TOTAL_HH_NRES,NRG,NO,2007-01-01,3978
MIO_EUR,TOTAL_HH_NRES,NRG,NO,2008-01-01,4194
MIO_EUR,TOTAL_HH_NRES,NRG,NO,2009-01-01,3912
MIO_EUR,TOTAL_HH_NRES,NRG,NO,2010-01-01,4466
MIO_EUR,TOTAL_HH_NRES,NRG,NO,2011-01-01,4551
MIO_EUR,TOTAL_HH_NRES,NRG,NO,2012-01-01,4572
MIO_EUR,TOTAL_HH_NRES,NRG,NO,2013-01-01,4923
MIO_EUR,TOTAL_HH_NRES,NRG,NO,2014-01-01,4778
MIO_EUR,TOTAL_HH_NRES,NRG,NO,2015-01-01,4575
MIO_EUR,TOTAL_HH_NRES,NRG,NO,2016-01-01,4493
MIO_EUR,TOTAL_HH_NRES,NRG,PL,1995-01-01,1311
MIO_EUR,TOTAL_HH_NRES,NRG,PL,1996-01-01,1713
MIO_EUR,TOTAL_HH_NRES,NRG,PL,1997-01-01,1801
MIO_EUR,TOTAL_HH_NRES,NRG,PL,1998-01-01,2256
MIO_EUR,TOTAL_HH_NRES,NRG,PL,1999-01-01,2818
MIO_EUR,TOTAL_HH_NRES,NRG,PL,2000-01-01,3276
MIO_EUR,TOTAL_HH_NRES,NRG,PL,2001-01-01,3743
MIO_EUR,TOTAL_HH_NRES,NRG,PL,2002-01-01,4212
MIO_EUR,TOTAL_HH_NRES,NRG,PL,2003-01-01,4058
MIO_EUR,TOTAL_HH_NRES,NRG,PL,2004-01-01,4549
MIO_EUR,TOTAL_HH_NRES,NRG,PL,2005-01-01,5567
MIO_EUR,TOTAL_HH_NRES,NRG,PL,2006-01-01,6127
MIO_EUR,TOTAL_HH_NRES,NRG,PL,2007-01-01,7234
MIO_EUR,TOTAL_HH_NRES,NRG,PL,2008-01-01,7967
MIO_EUR,TOTAL_HH_NRES,NRG,PL,2009-01-01,6565
MIO_EUR,TOTAL_HH_NRES,NRG,PL,2010-01-01,8279
MIO_EUR,TOTAL_HH_NRES,NRG,PL,2011-01-01,8475
MIO_EUR,TOTAL_HH_NRES,NRG,PL,2012-01-01,8638
MIO_EUR,TOTAL_HH_NRES,NRG,PL,2013-01-01,8400
MIO_EUR,TOTAL_HH_NRES,NRG,PL,2014-01-01,9107
MIO_EUR,TOTAL_HH_NRES,NRG,PL,2015-01-01,9764
MIO_EUR,TOTAL_HH_NRES,NRG,PL,2016-01-01,9996
MIO_EUR,TOTAL_HH_NRES,NRG,PT,1995-01-01,2270
MIO_EUR,TOTAL_HH_NRES,NRG,PT,1996-01-01,2375
MIO_EUR,TOTAL_HH_NRES,NRG,PT,1997-01-01,2331
MIO_EUR,TOTAL_HH_NRES,NRG,PT,1998-01-01,2574
MIO_EUR,TOTAL_HH_NRES,NRG,PT,1999-01-01,2533
MIO_EUR,TOTAL_HH_NRES,NRG,PT,2000-01-01,1977
MIO_EUR,TOTAL_HH_NRES,NRG,PT,2001-01-01,2416
MIO_EUR,TOTAL_HH_NRES,NRG,PT,2002-01-01,2900
MIO_EUR,TOTAL_HH_NRES,NRG,PT,2003-01-01,3084
MIO_EUR,TOTAL_HH_NRES,NRG,PT,2004-01-01,3139
MIO_EUR,TOTAL_HH_NRES,NRG,PT,2005-01-01,3159
MIO_EUR,TOTAL_HH_NRES,NRG,PT,2006-01-01,3219
MIO_EUR,TOTAL_HH_NRES,NRG,PT,2007-01-01,3366
MIO_EUR,TOTAL_HH_NRES,NRG,PT,2008-01-01,3237
MIO_EUR,TOTAL_HH_NRES,NRG,PT,2009-01-01,3231
MIO_EUR,TOTAL_HH_NRES,NRG,PT,2010-01-01,3190
MIO_EUR,TOTAL_HH_NRES,NRG,PT,2011-01-01,3050
MIO_EUR,TOTAL_HH_NRES,NRG,PT,2012-01-01,2842
MIO_EUR,TOTAL_HH_NRES,NRG,PT,2013-01-01,2854
MIO_EUR,TOTAL_HH_NRES,NRG,PT,2014-01-01,2883
MIO_EUR,TOTAL_HH_NRES,NRG,PT,2015-01-01,3185
MIO_EUR,TOTAL_HH_NRES,NRG,PT,2016-01-01,3514
MIO_EUR,TOTAL_HH_NRES,NRG,RO,1995-01-01,403
MIO_EUR,TOTAL_HH_NRES,NRG,RO,1996-01-01,403
MIO_EUR,TOTAL_HH_NRES,NRG,RO,1997-01-01,727
MIO_EUR,TOTAL_HH_NRES,NRG,RO,1998-01-01,945
MIO_EUR,TOTAL_HH_NRES,NRG,RO,1999-01-01,1160
MIO_EUR,TOTAL_HH_NRES,NRG,RO,2000-01-01,1217
MIO_EUR,TOTAL_HH_NRES,NRG,RO,2001-01-01,871
MIO_EUR,TOTAL_HH_NRES,NRG,RO,2002-01-01,843
MIO_EUR,TOTAL_HH_NRES,NRG,RO,2003-01-01,1058
MIO_EUR,TOTAL_HH_NRES,NRG,RO,2004-01-01,1312
MIO_EUR,TOTAL_HH_NRES,NRG,RO,2005-01-01,1464
MIO_EUR,TOTAL_HH_NRES,NRG,RO,2006-01-01,1665
MIO_EUR,TOTAL_HH_NRES,NRG,RO,2007-01-01,2110
MIO_EUR,TOTAL_HH_NRES,NRG,RO,2008-01-01,1969
MIO_EUR,TOTAL_HH_NRES,NRG,RO,2009-01-01,1905
MIO_EUR,TOTAL_HH_NRES,NRG,RO,2010-01-01,2235
MIO_EUR,TOTAL_HH_NRES,NRG,RO,2011-01-01,2247
MIO_EUR,TOTAL_HH_NRES,NRG,RO,2012-01-01,2268
MIO_EUR,TOTAL_HH_NRES,NRG,RO,2013-01-01,2531
MIO_EUR,TOTAL_HH_NRES,NRG,RO,2014-01-01,3113
MIO_EUR,TOTAL_HH_NRES,NRG,RO,2015-01-01,3508
MIO_EUR,TOTAL_HH_NRES,NRG,RO,2016-01-01,3551
MIO_EUR,TOTAL_HH_NRES,NRG,RS,1995-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,RS,1996-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,RS,1997-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,RS,1998-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,RS,1999-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,RS,2000-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,RS,2001-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,RS,2002-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,RS,2003-01-01,
MIO_EUR,TOTAL_HH_NRES,NRG,RS,2004-01-01,0
MIO_EUR,TOTAL_HH_NRES,NRG,RS,2005-01-01,528
MIO_EUR,TOTAL_HH_NRES,NRG,RS,2006-01-01,620
MIO_EUR,TOTAL_HH_NRES,NRG,RS,2007-01-01,686
MIO_EUR,TOTAL_HH_NRES,NRG,RS,2008-01-01,725
MIO_EUR,TOTAL_HH_NRES,NRG,RS,2009-01-01,806
MIO_EUR,TOTAL_HH_NRES,NRG,RS,2010-01-01,787
MIO_EUR,TOTAL_HH_NRES,NRG,RS,2011-01-01,886
MIO_EUR,TOTAL_HH_NRES,NRG,RS,2012-01-01,810
MIO_EUR,TOTAL_HH_NRES,NRG,RS,2013-01-01,969
MIO_EUR,TOTAL_HH_NRES,NRG,RS,2014-01-01,1095
MIO_EUR,TOTAL_HH_NRES,NRG,RS,2015-01-01,1200
MIO_EUR,TOTAL_HH_NRES,NRG,RS,2016-01-01,1314
MIO_EUR,TOTAL_HH_NRES,NRG,SE,1995-01-01,4664
MIO_EUR,TOTAL_HH_NRES,NRG,SE,1996-01-01,5863
MIO_EUR,TOTAL_HH_NRES,NRG,SE,1997-01-01,5719
MIO_EUR,TOTAL_HH_NRES,NRG,SE,1998-01-01,5918
MIO_EUR,TOTAL_HH_NRES,NRG,SE,1999-01-01,5995
MIO_EUR,TOTAL_HH_NRES,NRG,SE,2000-01-01,6270
MIO_EUR,TOTAL_HH_NRES,NRG,SE,2001-01-01,6059
MIO_EUR,TOTAL_HH_NRES,NRG,SE,2002-01-01,6519
MIO_EUR,TOTAL_HH_NRES,NRG,SE,2003-01-01,6872
MIO_EUR,TOTAL_HH_NRES,NRG,SE,2004-01-01,7023
MIO_EUR,TOTAL_HH_NRES,NRG,SE,2005-01-01,7107
MIO_EUR,TOTAL_HH_NRES,NRG,SE,2006-01-01,7236
MIO_EUR,TOTAL_HH_NRES,NRG,SE,2007-01-01,7317
MIO_EUR,TOTAL_HH_NRES,NRG,SE,2008-01-01,7189
MIO_EUR,TOTAL_HH_NRES,NRG,SE,2009-01-01,6633
MIO_EUR,TOTAL_HH_NRES,NRG,SE,2010-01-01,7719
MIO_EUR,TOTAL_HH_NRES,NRG,SE,2011-01-01,7853
MIO_EUR,TOTAL_HH_NRES,NRG,SE,2012-01-01,8247
MIO_EUR,TOTAL_HH_NRES,NRG,SE,2013-01-01,8269
MIO_EUR,TOTAL_HH_NRES,NRG,SE,2014-01-01,7568
MIO_EUR,TOTAL_HH_NRES,NRG,SE,2015-01-01,7797
MIO_EUR,TOTAL_HH_NRES,NRG,SE,2016-01-01,8141
MIO_EUR,TOTAL_HH_NRES,NRG,SI,1995-01-01,497
MIO_EUR,TOTAL_HH_NRES,NRG,SI,1996-01-01,550
MIO_EUR,TOTAL_HH_NRES,NRG,SI,1997-01-01,586
MIO_EUR,TOTAL_HH_NRES,NRG,SI,1998-01-01,678
MIO_EUR,TOTAL_HH_NRES,NRG,SI,1999-01-01,604
