age,unit,indic_em,geo\time,date,value
Y20-64,PC_POP,EMP_LFS,IS,2016-01-01,6.7 
Y20-64,PC_POP,EMP_LFS,IS,2017-01-01,6.0 
Y20-64,PC_POP,EMP_LFS,IT,2000-01-01,30.6 
Y20-64,PC_POP,EMP_LFS,IT,2001-01-01,29.6 
Y20-64,PC_POP,EMP_LFS,IT,2002-01-01,29.1 
Y20-64,PC_POP,EMP_LFS,IT,2003-01-01,29.0 
Y20-64,PC_POP,EMP_LFS,IT,2004-01-01,26.4 b
Y20-64,PC_POP,EMP_LFS,IT,2005-01-01,26.3 
Y20-64,PC_POP,EMP_LFS,IT,2006-01-01,25.8 
Y20-64,PC_POP,EMP_LFS,IT,2007-01-01,25.8 
Y20-64,PC_POP,EMP_LFS,IT,2008-01-01,24.7 
Y20-64,PC_POP,EMP_LFS,IT,2009-01-01,24.0 
Y20-64,PC_POP,EMP_LFS,IT,2010-01-01,23.2 
Y20-64,PC_POP,EMP_LFS,IT,2011-01-01,22.6 
Y20-64,PC_POP,EMP_LFS,IT,2012-01-01,21.0 
Y20-64,PC_POP,EMP_LFS,IT,2013-01-01,19.8 
Y20-64,PC_POP,EMP_LFS,IT,2014-01-01,19.4 
Y20-64,PC_POP,EMP_LFS,IT,2015-01-01,20.0 
Y20-64,PC_POP,EMP_LFS,IT,2016-01-01,20.1 
Y20-64,PC_POP,EMP_LFS,IT,2017-01-01,19.8 
Y20-64,PC_POP,EMP_LFS,LT,2000-01-01,3.4 e
Y20-64,PC_POP,EMP_LFS,LT,2001-01-01,3.3 e
Y20-64,PC_POP,EMP_LFS,LT,2002-01-01,6.9 b
Y20-64,PC_POP,EMP_LFS,LT,2003-01-01,6.9 
Y20-64,PC_POP,EMP_LFS,LT,2004-01-01,8.4 
Y20-64,PC_POP,EMP_LFS,LT,2005-01-01,8.4 
Y20-64,PC_POP,EMP_LFS,LT,2006-01-01,6.9 
Y20-64,PC_POP,EMP_LFS,LT,2007-01-01,7.5 
Y20-64,PC_POP,EMP_LFS,LT,2008-01-01,6.9 
Y20-64,PC_POP,EMP_LFS,LT,2009-01-01,-0.4 
Y20-64,PC_POP,EMP_LFS,LT,2010-01-01,-1.5 
Y20-64,PC_POP,EMP_LFS,LT,2011-01-01,0.6 
Y20-64,PC_POP,EMP_LFS,LT,2012-01-01,1.2 
Y20-64,PC_POP,EMP_LFS,LT,2013-01-01,2.6 
Y20-64,PC_POP,EMP_LFS,LT,2014-01-01,2.5 
Y20-64,PC_POP,EMP_LFS,LT,2015-01-01,2.4 
Y20-64,PC_POP,EMP_LFS,LT,2016-01-01,1.9 
Y20-64,PC_POP,EMP_LFS,LT,2017-01-01,1.0 
Y20-64,PC_POP,EMP_LFS,LU,2000-01-01,27.4 e
Y20-64,PC_POP,EMP_LFS,LU,2001-01-01,26.3 e
Y20-64,PC_POP,EMP_LFS,LU,2002-01-01,25.3 e
Y20-64,PC_POP,EMP_LFS,LU,2003-01-01,24.0 b
Y20-64,PC_POP,EMP_LFS,LU,2004-01-01,22.7 
Y20-64,PC_POP,EMP_LFS,LU,2005-01-01,21.0 
Y20-64,PC_POP,EMP_LFS,LU,2006-01-01,19.5 
Y20-64,PC_POP,EMP_LFS,LU,2007-01-01,17.3 b
Y20-64,PC_POP,EMP_LFS,LU,2008-01-01,17.1 
Y20-64,PC_POP,EMP_LFS,LU,2009-01-01,17.5 b
Y20-64,PC_POP,EMP_LFS,LU,2010-01-01,17.2 
Y20-64,PC_POP,EMP_LFS,LU,2011-01-01,16.2 
Y20-64,PC_POP,EMP_LFS,LU,2012-01-01,14.4 
Y20-64,PC_POP,EMP_LFS,LU,2013-01-01,14.1 
Y20-64,PC_POP,EMP_LFS,LU,2014-01-01,12.9 
Y20-64,PC_POP,EMP_LFS,LU,2015-01-01,11.7 b
Y20-64,PC_POP,EMP_LFS,LU,2016-01-01,11.0 
Y20-64,PC_POP,EMP_LFS,LU,2017-01-01,7.9 
Y20-64,PC_POP,EMP_LFS,LV,2000-01-01,9.1 e
Y20-64,PC_POP,EMP_LFS,LV,2001-01-01,8.3 e
Y20-64,PC_POP,EMP_LFS,LV,2002-01-01,8.9 b
Y20-64,PC_POP,EMP_LFS,LV,2003-01-01,9.8 
Y20-64,PC_POP,EMP_LFS,LV,2004-01-01,9.4 
Y20-64,PC_POP,EMP_LFS,LV,2005-01-01,9.8 
Y20-64,PC_POP,EMP_LFS,LV,2006-01-01,10.0 
Y20-64,PC_POP,EMP_LFS,LV,2007-01-01,10.2 
Y20-64,PC_POP,EMP_LFS,LV,2008-01-01,7.4 
Y20-64,PC_POP,EMP_LFS,LV,2009-01-01,0.3 
Y20-64,PC_POP,EMP_LFS,LV,2010-01-01,-0.5 
Y20-64,PC_POP,EMP_LFS,LV,2011-01-01,2.2 
Y20-64,PC_POP,EMP_LFS,LV,2012-01-01,3.6 
Y20-64,PC_POP,EMP_LFS,LV,2013-01-01,4.2 
Y20-64,PC_POP,EMP_LFS,LV,2014-01-01,4.6 
Y20-64,PC_POP,EMP_LFS,LV,2015-01-01,4.1 
Y20-64,PC_POP,EMP_LFS,LV,2016-01-01,2.9 
Y20-64,PC_POP,EMP_LFS,LV,2017-01-01,4.3 
Y20-64,PC_POP,EMP_LFS,ME,2000-01-01,: 
Y20-64,PC_POP,EMP_LFS,ME,2001-01-01,: 
Y20-64,PC_POP,EMP_LFS,ME,2002-01-01,: 
Y20-64,PC_POP,EMP_LFS,ME,2003-01-01,: 
Y20-64,PC_POP,EMP_LFS,ME,2004-01-01,: 
Y20-64,PC_POP,EMP_LFS,ME,2005-01-01,: 
Y20-64,PC_POP,EMP_LFS,ME,2006-01-01,: 
Y20-64,PC_POP,EMP_LFS,ME,2007-01-01,: 
Y20-64,PC_POP,EMP_LFS,ME,2008-01-01,: 
Y20-64,PC_POP,EMP_LFS,ME,2009-01-01,: 
Y20-64,PC_POP,EMP_LFS,ME,2010-01-01,: 
Y20-64,PC_POP,EMP_LFS,ME,2011-01-01,12.6 
Y20-64,PC_POP,EMP_LFS,ME,2012-01-01,11.7 
Y20-64,PC_POP,EMP_LFS,ME,2013-01-01,10.6 
Y20-64,PC_POP,EMP_LFS,ME,2014-01-01,11.7 
Y20-64,PC_POP,EMP_LFS,ME,2015-01-01,10.3 
Y20-64,PC_POP,EMP_LFS,ME,2016-01-01,11.7 
Y20-64,PC_POP,EMP_LFS,ME,2017-01-01,13.8 
Y20-64,PC_POP,EMP_LFS,MK,2000-01-01,: 
Y20-64,PC_POP,EMP_LFS,MK,2001-01-01,: 
Y20-64,PC_POP,EMP_LFS,MK,2002-01-01,: 
Y20-64,PC_POP,EMP_LFS,MK,2003-01-01,: 
Y20-64,PC_POP,EMP_LFS,MK,2004-01-01,: 
Y20-64,PC_POP,EMP_LFS,MK,2005-01-01,: 
Y20-64,PC_POP,EMP_LFS,MK,2006-01-01,19.6 
Y20-64,PC_POP,EMP_LFS,MK,2007-01-01,18.2 
Y20-64,PC_POP,EMP_LFS,MK,2008-01-01,20.0 
Y20-64,PC_POP,EMP_LFS,MK,2009-01-01,21.3 
Y20-64,PC_POP,EMP_LFS,MK,2010-01-01,20.9 
Y20-64,PC_POP,EMP_LFS,MK,2011-01-01,19.0 
Y20-64,PC_POP,EMP_LFS,MK,2012-01-01,18.8 
Y20-64,PC_POP,EMP_LFS,MK,2013-01-01,19.0 
Y20-64,PC_POP,EMP_LFS,MK,2014-01-01,20.8 
Y20-64,PC_POP,EMP_LFS,MK,2015-01-01,19.4 
Y20-64,PC_POP,EMP_LFS,MK,2016-01-01,21.2 
Y20-64,PC_POP,EMP_LFS,MK,2017-01-01,21.9 
Y20-64,PC_POP,EMP_LFS,MT,2000-01-01,48.4 e
Y20-64,PC_POP,EMP_LFS,MT,2001-01-01,48.8 e
Y20-64,PC_POP,EMP_LFS,MT,2002-01-01,46.6 
Y20-64,PC_POP,EMP_LFS,MT,2003-01-01,45.7 
Y20-64,PC_POP,EMP_LFS,MT,2004-01-01,46.9 
Y20-64,PC_POP,EMP_LFS,MT,2005-01-01,44.9 b
Y20-64,PC_POP,EMP_LFS,MT,2006-01-01,43.9 
Y20-64,PC_POP,EMP_LFS,MT,2007-01-01,41.3 
Y20-64,PC_POP,EMP_LFS,MT,2008-01-01,39.1 
Y20-64,PC_POP,EMP_LFS,MT,2009-01-01,37.5 
Y20-64,PC_POP,EMP_LFS,MT,2010-01-01,36.6 
Y20-64,PC_POP,EMP_LFS,MT,2011-01-01,35.2 
Y20-64,PC_POP,EMP_LFS,MT,2012-01-01,31.4 
Y20-64,PC_POP,EMP_LFS,MT,2013-01-01,28.6 
Y20-64,PC_POP,EMP_LFS,MT,2014-01-01,26.8 
Y20-64,PC_POP,EMP_LFS,MT,2015-01-01,26.8 
Y20-64,PC_POP,EMP_LFS,MT,2016-01-01,25.5 
Y20-64,PC_POP,EMP_LFS,MT,2017-01-01,24.1 
Y20-64,PC_POP,EMP_LFS,NL,2000-01-01,20.2 
Y20-64,PC_POP,EMP_LFS,NL,2001-01-01,19.2 
Y20-64,PC_POP,EMP_LFS,NL,2002-01-01,17.8 
Y20-64,PC_POP,EMP_LFS,NL,2003-01-01,16.5 
Y20-64,PC_POP,EMP_LFS,NL,2004-01-01,15.8 
Y20-64,PC_POP,EMP_LFS,NL,2005-01-01,14.8 
Y20-64,PC_POP,EMP_LFS,NL,2006-01-01,14.5 
Y20-64,PC_POP,EMP_LFS,NL,2007-01-01,14.1 
Y20-64,PC_POP,EMP_LFS,NL,2008-01-01,13.3 
Y20-64,PC_POP,EMP_LFS,NL,2009-01-01,12.2 
Y20-64,PC_POP,EMP_LFS,NL,2010-01-01,12.0 b
Y20-64,PC_POP,EMP_LFS,NL,2011-01-01,12.0 b
Y20-64,PC_POP,EMP_LFS,NL,2012-01-01,11.3 
Y20-64,PC_POP,EMP_LFS,NL,2013-01-01,10.5 
Y20-64,PC_POP,EMP_LFS,NL,2014-01-01,11.4 
Y20-64,PC_POP,EMP_LFS,NL,2015-01-01,11.1 
Y20-64,PC_POP,EMP_LFS,NL,2016-01-01,11.0 
Y20-64,PC_POP,EMP_LFS,NL,2017-01-01,10.5 
Y20-64,PC_POP,EMP_LFS,NO,2000-01-01,8.4 
Y20-64,PC_POP,EMP_LFS,NO,2001-01-01,7.8 
Y20-64,PC_POP,EMP_LFS,NO,2002-01-01,7.3 
Y20-64,PC_POP,EMP_LFS,NO,2003-01-01,6.8 
Y20-64,PC_POP,EMP_LFS,NO,2004-01-01,6.7 
Y20-64,PC_POP,EMP_LFS,NO,2005-01-01,7.0 
Y20-64,PC_POP,EMP_LFS,NO,2006-01-01,7.5 b
Y20-64,PC_POP,EMP_LFS,NO,2007-01-01,6.8 
Y20-64,PC_POP,EMP_LFS,NO,2008-01-01,6.2 
Y20-64,PC_POP,EMP_LFS,NO,2009-01-01,5.2 
Y20-64,PC_POP,EMP_LFS,NO,2010-01-01,5.2 
Y20-64,PC_POP,EMP_LFS,NO,2011-01-01,5.0 
Y20-64,PC_POP,EMP_LFS,NO,2012-01-01,5.1 
Y20-64,PC_POP,EMP_LFS,NO,2013-01-01,5.0 
Y20-64,PC_POP,EMP_LFS,NO,2014-01-01,4.8 
Y20-64,PC_POP,EMP_LFS,NO,2015-01-01,4.6 
Y20-64,PC_POP,EMP_LFS,NO,2016-01-01,3.7 
Y20-64,PC_POP,EMP_LFS,NO,2017-01-01,4.0 
Y20-64,PC_POP,EMP_LFS,PL,2000-01-01,13.8 b
Y20-64,PC_POP,EMP_LFS,PL,2001-01-01,13.0 b
Y20-64,PC_POP,EMP_LFS,PL,2002-01-01,12.2 
Y20-64,PC_POP,EMP_LFS,PL,2003-01-01,11.9 b
Y20-64,PC_POP,EMP_LFS,PL,2004-01-01,12.3 b
Y20-64,PC_POP,EMP_LFS,PL,2005-01-01,13.4 
Y20-64,PC_POP,EMP_LFS,PL,2006-01-01,14.2 
Y20-64,PC_POP,EMP_LFS,PL,2007-01-01,14.7 
Y20-64,PC_POP,EMP_LFS,PL,2008-01-01,15.7 
Y20-64,PC_POP,EMP_LFS,PL,2009-01-01,15.0 
Y20-64,PC_POP,EMP_LFS,PL,2010-01-01,14.0 b
Y20-64,PC_POP,EMP_LFS,PL,2011-01-01,14.7 
Y20-64,PC_POP,EMP_LFS,PL,2012-01-01,14.5 
Y20-64,PC_POP,EMP_LFS,PL,2013-01-01,14.5 
Y20-64,PC_POP,EMP_LFS,PL,2014-01-01,14.2 
Y20-64,PC_POP,EMP_LFS,PL,2015-01-01,13.8 
Y20-64,PC_POP,EMP_LFS,PL,2016-01-01,14.2 
Y20-64,PC_POP,EMP_LFS,PL,2017-01-01,14.6 
Y20-64,PC_POP,EMP_LFS,PT,2000-01-01,17.2 
Y20-64,PC_POP,EMP_LFS,PT,2001-01-01,16.7 
Y20-64,PC_POP,EMP_LFS,PT,2002-01-01,16.2 
Y20-64,PC_POP,EMP_LFS,PT,2003-01-01,14.5 
Y20-64,PC_POP,EMP_LFS,PT,2004-01-01,13.4 
Y20-64,PC_POP,EMP_LFS,PT,2005-01-01,12.7 
Y20-64,PC_POP,EMP_LFS,PT,2006-01-01,12.9 
Y20-64,PC_POP,EMP_LFS,PT,2007-01-01,12.8 
Y20-64,PC_POP,EMP_LFS,PT,2008-01-01,12.3 
Y20-64,PC_POP,EMP_LFS,PT,2009-01-01,10.3 
Y20-64,PC_POP,EMP_LFS,PT,2010-01-01,9.8 
Y20-64,PC_POP,EMP_LFS,PT,2011-01-01,8.6 b
Y20-64,PC_POP,EMP_LFS,PT,2012-01-01,6.8 
Y20-64,PC_POP,EMP_LFS,PT,2013-01-01,6.4 
Y20-64,PC_POP,EMP_LFS,PT,2014-01-01,7.1 
Y20-64,PC_POP,EMP_LFS,PT,2015-01-01,6.7 
Y20-64,PC_POP,EMP_LFS,PT,2016-01-01,6.8 
Y20-64,PC_POP,EMP_LFS,PT,2017-01-01,7.5 
Y20-64,PC_POP,EMP_LFS,RO,2000-01-01,12.4 
Y20-64,PC_POP,EMP_LFS,RO,2001-01-01,12.3 
Y20-64,PC_POP,EMP_LFS,RO,2002-01-01,13.3 b
Y20-64,PC_POP,EMP_LFS,RO,2003-01-01,13.5 b
Y20-64,PC_POP,EMP_LFS,RO,2004-01-01,12.3 
Y20-64,PC_POP,EMP_LFS,RO,2005-01-01,13.5 
Y20-64,PC_POP,EMP_LFS,RO,2006-01-01,12.7 
Y20-64,PC_POP,EMP_LFS,RO,2007-01-01,13.1 
Y20-64,PC_POP,EMP_LFS,RO,2008-01-01,14.3 
Y20-64,PC_POP,EMP_LFS,RO,2009-01-01,14.4 
Y20-64,PC_POP,EMP_LFS,RO,2010-01-01,16.6 b
Y20-64,PC_POP,EMP_LFS,RO,2011-01-01,15.3 
Y20-64,PC_POP,EMP_LFS,RO,2012-01-01,16.1 
Y20-64,PC_POP,EMP_LFS,RO,2013-01-01,16.3 
Y20-64,PC_POP,EMP_LFS,RO,2014-01-01,16.7 
Y20-64,PC_POP,EMP_LFS,RO,2015-01-01,17.5 
Y20-64,PC_POP,EMP_LFS,RO,2016-01-01,17.6 
Y20-64,PC_POP,EMP_LFS,RO,2017-01-01,17.1 
Y20-64,PC_POP,EMP_LFS,SE,2000-01-01,4.4 e
Y20-64,PC_POP,EMP_LFS,SE,2001-01-01,4.5 b
Y20-64,PC_POP,EMP_LFS,SE,2002-01-01,3.7 
Y20-64,PC_POP,EMP_LFS,SE,2003-01-01,3.8 
Y20-64,PC_POP,EMP_LFS,SE,2004-01-01,4.1 
Y20-64,PC_POP,EMP_LFS,SE,2005-01-01,5.3 b
Y20-64,PC_POP,EMP_LFS,SE,2006-01-01,5.9 
Y20-64,PC_POP,EMP_LFS,SE,2007-01-01,6.0 
Y20-64,PC_POP,EMP_LFS,SE,2008-01-01,6.3 
Y20-64,PC_POP,EMP_LFS,SE,2009-01-01,5.2 
Y20-64,PC_POP,EMP_LFS,SE,2010-01-01,6.1 
Y20-64,PC_POP,EMP_LFS,SE,2011-01-01,5.6 
Y20-64,PC_POP,EMP_LFS,SE,2012-01-01,5.1 
Y20-64,PC_POP,EMP_LFS,SE,2013-01-01,5.0 
Y20-64,PC_POP,EMP_LFS,SE,2014-01-01,4.6 
Y20-64,PC_POP,EMP_LFS,SE,2015-01-01,4.2 
Y20-64,PC_POP,EMP_LFS,SE,2016-01-01,3.8 
Y20-64,PC_POP,EMP_LFS,SE,2017-01-01,4.0 
Y20-64,PC_POP,EMP_LFS,SI,2000-01-01,9.6 
Y20-64,PC_POP,EMP_LFS,SI,2001-01-01,10.5 
Y20-64,PC_POP,EMP_LFS,SI,2002-01-01,10.3 
Y20-64,PC_POP,EMP_LFS,SI,2003-01-01,10.4 
Y20-64,PC_POP,EMP_LFS,SI,2004-01-01,10.0 
Y20-64,PC_POP,EMP_LFS,SI,2005-01-01,9.6 
Y20-64,PC_POP,EMP_LFS,SI,2006-01-01,9.8 
Y20-64,PC_POP,EMP_LFS,SI,2007-01-01,10.4 
Y20-64,PC_POP,EMP_LFS,SI,2008-01-01,8.9 
Y20-64,PC_POP,EMP_LFS,SI,2009-01-01,7.7 
Y20-64,PC_POP,EMP_LFS,SI,2010-01-01,7.5 
Y20-64,PC_POP,EMP_LFS,SI,2011-01-01,7.0 
Y20-64,PC_POP,EMP_LFS,SI,2012-01-01,7.2 
Y20-64,PC_POP,EMP_LFS,SI,2013-01-01,8.2 
Y20-64,PC_POP,EMP_LFS,SI,2014-01-01,8.0 
Y20-64,PC_POP,EMP_LFS,SI,2015-01-01,8.6 
Y20-64,PC_POP,EMP_LFS,SI,2016-01-01,6.6 
Y20-64,PC_POP,EMP_LFS,SI,2017-01-01,7.2 
Y20-64,PC_POP,EMP_LFS,SK,2000-01-01,12.8 
Y20-64,PC_POP,EMP_LFS,SK,2001-01-01,12.2 
Y20-64,PC_POP,EMP_LFS,SK,2002-01-01,13.0 
Y20-64,PC_POP,EMP_LFS,SK,2003-01-01,13.0 b
Y20-64,PC_POP,EMP_LFS,SK,2004-01-01,14.2 
Y20-64,PC_POP,EMP_LFS,SK,2005-01-01,15.8 
Y20-64,PC_POP,EMP_LFS,SK,2006-01-01,17.1 
Y20-64,PC_POP,EMP_LFS,SK,2007-01-01,17.3 
Y20-64,PC_POP,EMP_LFS,SK,2008-01-01,17.1 
Y20-64,PC_POP,EMP_LFS,SK,2009-01-01,16.4 
Y20-64,PC_POP,EMP_LFS,SK,2010-01-01,14.5 
Y20-64,PC_POP,EMP_LFS,SK,2011-01-01,15.1 b
Y20-64,PC_POP,EMP_LFS,SK,2012-01-01,15.5 
Y20-64,PC_POP,EMP_LFS,SK,2013-01-01,14.4 
Y20-64,PC_POP,EMP_LFS,SK,2014-01-01,14.6 
Y20-64,PC_POP,EMP_LFS,SK,2015-01-01,14.7 
Y20-64,PC_POP,EMP_LFS,SK,2016-01-01,14.2 
Y20-64,PC_POP,EMP_LFS,SK,2017-01-01,12.8 
Y20-64,PC_POP,EMP_LFS,TR,2000-01-01,: 
Y20-64,PC_POP,EMP_LFS,TR,2001-01-01,: 
Y20-64,PC_POP,EMP_LFS,TR,2002-01-01,: 
Y20-64,PC_POP,EMP_LFS,TR,2003-01-01,: 
Y20-64,PC_POP,EMP_LFS,TR,2004-01-01,: 
Y20-64,PC_POP,EMP_LFS,TR,2005-01-01,: 
Y20-64,PC_POP,EMP_LFS,TR,2006-01-01,49.2 
Y20-64,PC_POP,EMP_LFS,TR,2007-01-01,48.8 
Y20-64,PC_POP,EMP_LFS,TR,2008-01-01,47.8 
Y20-64,PC_POP,EMP_LFS,TR,2009-01-01,44.6 
Y20-64,PC_POP,EMP_LFS,TR,2010-01-01,44.7 
Y20-64,PC_POP,EMP_LFS,TR,2011-01-01,45.4 
Y20-64,PC_POP,EMP_LFS,TR,2012-01-01,44.1 
Y20-64,PC_POP,EMP_LFS,TR,2013-01-01,43.5 
Y20-64,PC_POP,EMP_LFS,TR,2014-01-01,43.4 b
Y20-64,PC_POP,EMP_LFS,TR,2015-01-01,42.8 
Y20-64,PC_POP,EMP_LFS,TR,2016-01-01,42.3 
Y20-64,PC_POP,EMP_LFS,TR,2017-01-01,41.6 
Y20-64,PC_POP,EMP_LFS,UK,2000-01-01,14.6 
Y20-64,PC_POP,EMP_LFS,UK,2001-01-01,14.3 
Y20-64,PC_POP,EMP_LFS,UK,2002-01-01,14.1 
Y20-64,PC_POP,EMP_LFS,UK,2003-01-01,14.2 
Y20-64,PC_POP,EMP_LFS,UK,2004-01-01,14.1 b
Y20-64,PC_POP,EMP_LFS,UK,2005-01-01,13.5 
Y20-64,PC_POP,EMP_LFS,UK,2006-01-01,13.5 
Y20-64,PC_POP,EMP_LFS,UK,2007-01-01,13.8 b
Y20-64,PC_POP,EMP_LFS,UK,2008-01-01,13.1 b
Y20-64,PC_POP,EMP_LFS,UK,2009-01-01,11.5 
Y20-64,PC_POP,EMP_LFS,UK,2010-01-01,11.4 
Y20-64,PC_POP,EMP_LFS,UK,2011-01-01,11.5 
Y20-64,PC_POP,EMP_LFS,UK,2012-01-01,11.6 
Y20-64,PC_POP,EMP_LFS,UK,2013-01-01,11.1 
Y20-64,PC_POP,EMP_LFS,UK,2014-01-01,11.3 
Y20-64,PC_POP,EMP_LFS,UK,2015-01-01,11.2 
Y20-64,PC_POP,EMP_LFS,UK,2016-01-01,11.0 
Y20-64,PC_POP,EMP_LFS,UK,2017-01-01,10.3 
