unit,s_adj,asset10,geotime,date,value
CLV_PCH_PRE,SCA,N1131G,EE,2015-07-01,15
CLV_PCH_PRE,SCA,N1131G,EE,2015-10-01,18
CLV_PCH_PRE,SCA,N1131G,EE,2016-01-01,11
CLV_PCH_PRE,SCA,N1131G,EE,2016-04-01,19
CLV_PCH_PRE,SCA,N1131G,EE,2016-07-01,44
CLV_PCH_PRE,SCA,N1131G,EE,2016-10-01,2
CLV_PCH_PRE,SCA,N1131G,EE,2017-01-01,4
CLV_PCH_PRE,SCA,N1131G,EE,2017-04-01,8
CLV_PCH_PRE,SCA,N1131G,EE,2017-07-01,38
CLV_PCH_PRE,SCA,N1131G,EE,2017-10-01,51
CLV_PCH_PRE,SCA,N1131G,EE,2018-01-01,79
CLV_PCH_PRE,SCA,N1131G,EE,2018-04-01,11
CLV_PCH_PRE,SCA,N1131G,EL,2015-07-01,27
CLV_PCH_PRE,SCA,N1131G,EL,2015-10-01,23
CLV_PCH_PRE,SCA,N1131G,EL,2016-01-01,25
CLV_PCH_PRE,SCA,N1131G,EL,2016-04-01,60
CLV_PCH_PRE,SCA,N1131G,EL,2016-07-01,30
CLV_PCH_PRE,SCA,N1131G,EL,2016-10-01,16
CLV_PCH_PRE,SCA,N1131G,EL,2017-01-01,226
CLV_PCH_PRE,SCA,N1131G,EL,2017-04-01,38
CLV_PCH_PRE,SCA,N1131G,EL,2017-07-01,35
CLV_PCH_PRE,SCA,N1131G,EL,2017-10-01,69
CLV_PCH_PRE,SCA,N1131G,EL,2018-01-01,35
CLV_PCH_PRE,SCA,N1131G,EL,2018-04-01,28
CLV_PCH_PRE,SCA,N1131G,ES,2015-07-01,2
CLV_PCH_PRE,SCA,N1131G,ES,2015-10-01,8
CLV_PCH_PRE,SCA,N1131G,ES,2016-01-01,0
CLV_PCH_PRE,SCA,N1131G,ES,2016-04-01,1
CLV_PCH_PRE,SCA,N1131G,ES,2016-07-01,1
CLV_PCH_PRE,SCA,N1131G,ES,2016-10-01,3
CLV_PCH_PRE,SCA,N1131G,ES,2017-01-01,8
CLV_PCH_PRE,SCA,N1131G,ES,2017-04-01,6
CLV_PCH_PRE,SCA,N1131G,ES,2017-07-01,6
CLV_PCH_PRE,SCA,N1131G,ES,2017-10-01,1
CLV_PCH_PRE,SCA,N1131G,ES,2018-01-01,3
CLV_PCH_PRE,SCA,N1131G,ES,2018-04-01,13
CLV_PCH_PRE,SCA,N1131G,EU28,2015-07-01,0
CLV_PCH_PRE,SCA,N1131G,EU28,2015-10-01,9
CLV_PCH_PRE,SCA,N1131G,EU28,2016-01-01,1
CLV_PCH_PRE,SCA,N1131G,EU28,2016-04-01,4
CLV_PCH_PRE,SCA,N1131G,EU28,2016-07-01,2
CLV_PCH_PRE,SCA,N1131G,EU28,2016-10-01,2
CLV_PCH_PRE,SCA,N1131G,EU28,2017-01-01,4
CLV_PCH_PRE,SCA,N1131G,EU28,2017-04-01,2
CLV_PCH_PRE,SCA,N1131G,EU28,2017-07-01,1
CLV_PCH_PRE,SCA,N1131G,EU28,2017-10-01,1
CLV_PCH_PRE,SCA,N1131G,EU28,2018-01-01,2
CLV_PCH_PRE,SCA,N1131G,EU28,2018-04-01,3
CLV_PCH_PRE,SCA,N1131G,FI,2015-07-01,25
CLV_PCH_PRE,SCA,N1131G,FI,2015-10-01,16
CLV_PCH_PRE,SCA,N1131G,FI,2016-01-01,1
CLV_PCH_PRE,SCA,N1131G,FI,2016-04-01,10
CLV_PCH_PRE,SCA,N1131G,FI,2016-07-01,20
CLV_PCH_PRE,SCA,N1131G,FI,2016-10-01,8
CLV_PCH_PRE,SCA,N1131G,FI,2017-01-01,2
CLV_PCH_PRE,SCA,N1131G,FI,2017-04-01,14
CLV_PCH_PRE,SCA,N1131G,FI,2017-07-01,5
CLV_PCH_PRE,SCA,N1131G,FI,2017-10-01,15
CLV_PCH_PRE,SCA,N1131G,FI,2018-01-01,7
CLV_PCH_PRE,SCA,N1131G,FI,2018-04-01,4
CLV_PCH_PRE,SCA,N1131G,FR,2015-07-01,2
CLV_PCH_PRE,SCA,N1131G,FR,2015-10-01,2
CLV_PCH_PRE,SCA,N1131G,FR,2016-01-01,3
CLV_PCH_PRE,SCA,N1131G,FR,2016-04-01,0
CLV_PCH_PRE,SCA,N1131G,FR,2016-07-01,2
CLV_PCH_PRE,SCA,N1131G,FR,2016-10-01,2
CLV_PCH_PRE,SCA,N1131G,FR,2017-01-01,2
CLV_PCH_PRE,SCA,N1131G,FR,2017-04-01,0
CLV_PCH_PRE,SCA,N1131G,FR,2017-07-01,2
CLV_PCH_PRE,SCA,N1131G,FR,2017-10-01,2
CLV_PCH_PRE,SCA,N1131G,FR,2018-01-01,2
CLV_PCH_PRE,SCA,N1131G,FR,2018-04-01,1
CLV_PCH_PRE,SCA,N1131G,IE,2015-07-01,9
CLV_PCH_PRE,SCA,N1131G,IE,2015-10-01,22
CLV_PCH_PRE,SCA,N1131G,IE,2016-01-01,19
CLV_PCH_PRE,SCA,N1131G,IE,2016-04-01,3
CLV_PCH_PRE,SCA,N1131G,IE,2016-07-01,24
CLV_PCH_PRE,SCA,N1131G,IE,2016-10-01,5
CLV_PCH_PRE,SCA,N1131G,IE,2017-01-01,25
CLV_PCH_PRE,SCA,N1131G,IE,2017-04-01,19
CLV_PCH_PRE,SCA,N1131G,IE,2017-07-01,23
CLV_PCH_PRE,SCA,N1131G,IE,2017-10-01,35
CLV_PCH_PRE,SCA,N1131G,IE,2018-01-01,0
CLV_PCH_PRE,SCA,N1131G,IE,2018-04-01,12
CLV_PCH_PRE,SCA,N1131G,IT,2015-07-01,7
CLV_PCH_PRE,SCA,N1131G,IT,2015-10-01,0
CLV_PCH_PRE,SCA,N1131G,IT,2016-01-01,6
CLV_PCH_PRE,SCA,N1131G,IT,2016-04-01,4
CLV_PCH_PRE,SCA,N1131G,IT,2016-07-01,13
CLV_PCH_PRE,SCA,N1131G,IT,2016-10-01,12
CLV_PCH_PRE,SCA,N1131G,IT,2017-01-01,3
CLV_PCH_PRE,SCA,N1131G,IT,2017-04-01,14
CLV_PCH_PRE,SCA,N1131G,IT,2017-07-01,1
CLV_PCH_PRE,SCA,N1131G,IT,2017-10-01,7
CLV_PCH_PRE,SCA,N1131G,IT,2018-01-01,5
CLV_PCH_PRE,SCA,N1131G,IT,2018-04-01,8
CLV_PCH_PRE,SCA,N1131G,LT,2015-07-01,17
CLV_PCH_PRE,SCA,N1131G,LT,2015-10-01,12
CLV_PCH_PRE,SCA,N1131G,LT,2016-01-01,18
CLV_PCH_PRE,SCA,N1131G,LT,2016-04-01,39
CLV_PCH_PRE,SCA,N1131G,LT,2016-07-01,37
CLV_PCH_PRE,SCA,N1131G,LT,2016-10-01,3
CLV_PCH_PRE,SCA,N1131G,LT,2017-01-01,18
CLV_PCH_PRE,SCA,N1131G,LT,2017-04-01,9
CLV_PCH_PRE,SCA,N1131G,LT,2017-07-01,7
CLV_PCH_PRE,SCA,N1131G,LT,2017-10-01,7
CLV_PCH_PRE,SCA,N1131G,LT,2018-01-01,9
CLV_PCH_PRE,SCA,N1131G,LT,2018-04-01,24
CLV_PCH_PRE,SCA,N1131G,LU,2015-07-01,7
CLV_PCH_PRE,SCA,N1131G,LU,2015-10-01,29
CLV_PCH_PRE,SCA,N1131G,LU,2016-01-01,10
CLV_PCH_PRE,SCA,N1131G,LU,2016-04-01,16
CLV_PCH_PRE,SCA,N1131G,LU,2016-07-01,11
CLV_PCH_PRE,SCA,N1131G,LU,2016-10-01,21
CLV_PCH_PRE,SCA,N1131G,LU,2017-01-01,22
CLV_PCH_PRE,SCA,N1131G,LU,2017-04-01,2
CLV_PCH_PRE,SCA,N1131G,LU,2017-07-01,55
CLV_PCH_PRE,SCA,N1131G,LU,2017-10-01,22
CLV_PCH_PRE,SCA,N1131G,LU,2018-01-01,17
CLV_PCH_PRE,SCA,N1131G,LU,2018-04-01,14
CLV_PCH_PRE,SCA,N1131G,LV,2015-07-01,39
CLV_PCH_PRE,SCA,N1131G,LV,2015-10-01,28
CLV_PCH_PRE,SCA,N1131G,LV,2016-01-01,5
CLV_PCH_PRE,SCA,N1131G,LV,2016-04-01,3
CLV_PCH_PRE,SCA,N1131G,LV,2016-07-01,34
CLV_PCH_PRE,SCA,N1131G,LV,2016-10-01,5
CLV_PCH_PRE,SCA,N1131G,LV,2017-01-01,15
CLV_PCH_PRE,SCA,N1131G,LV,2017-04-01,6
CLV_PCH_PRE,SCA,N1131G,LV,2017-07-01,2
CLV_PCH_PRE,SCA,N1131G,LV,2017-10-01,19
CLV_PCH_PRE,SCA,N1131G,LV,2018-01-01,19
CLV_PCH_PRE,SCA,N1131G,LV,2018-04-01,1
CLV_PCH_PRE,SCA,N1131G,MT,2015-07-01,9
CLV_PCH_PRE,SCA,N1131G,MT,2015-10-01,63
CLV_PCH_PRE,SCA,N1131G,MT,2016-01-01,148
CLV_PCH_PRE,SCA,N1131G,MT,2016-04-01,73
CLV_PCH_PRE,SCA,N1131G,MT,2016-07-01,53
CLV_PCH_PRE,SCA,N1131G,MT,2016-10-01,0
CLV_PCH_PRE,SCA,N1131G,MT,2017-01-01,78
CLV_PCH_PRE,SCA,N1131G,MT,2017-04-01,6
CLV_PCH_PRE,SCA,N1131G,MT,2017-07-01,168
CLV_PCH_PRE,SCA,N1131G,MT,2017-10-01,32
CLV_PCH_PRE,SCA,N1131G,MT,2018-01-01,63
CLV_PCH_PRE,SCA,N1131G,MT,2018-04-01,87
CLV_PCH_PRE,SCA,N1131G,NL,2015-07-01,9
CLV_PCH_PRE,SCA,N1131G,NL,2015-10-01,74
CLV_PCH_PRE,SCA,N1131G,NL,2016-01-01,31
CLV_PCH_PRE,SCA,N1131G,NL,2016-04-01,16
CLV_PCH_PRE,SCA,N1131G,NL,2016-07-01,16
CLV_PCH_PRE,SCA,N1131G,NL,2016-10-01,1
CLV_PCH_PRE,SCA,N1131G,NL,2017-01-01,5
CLV_PCH_PRE,SCA,N1131G,NL,2017-04-01,3
CLV_PCH_PRE,SCA,N1131G,NL,2017-07-01,10
CLV_PCH_PRE,SCA,N1131G,NL,2017-10-01,20
CLV_PCH_PRE,SCA,N1131G,NL,2018-01-01,23
CLV_PCH_PRE,SCA,N1131G,NL,2018-04-01,12
CLV_PCH_PRE,SCA,N1131G,NO,2015-07-01,10
CLV_PCH_PRE,SCA,N1131G,NO,2015-10-01,10
CLV_PCH_PRE,SCA,N1131G,NO,2016-01-01,48
CLV_PCH_PRE,SCA,N1131G,NO,2016-04-01,34
CLV_PCH_PRE,SCA,N1131G,NO,2016-07-01,62
CLV_PCH_PRE,SCA,N1131G,NO,2016-10-01,27
CLV_PCH_PRE,SCA,N1131G,NO,2017-01-01,8
CLV_PCH_PRE,SCA,N1131G,NO,2017-04-01,28
CLV_PCH_PRE,SCA,N1131G,NO,2017-07-01,11
CLV_PCH_PRE,SCA,N1131G,NO,2017-10-01,3
CLV_PCH_PRE,SCA,N1131G,NO,2018-01-01,32
CLV_PCH_PRE,SCA,N1131G,NO,2018-04-01,43
CLV_PCH_PRE,SCA,N1131G,PT,2015-07-01,2
CLV_PCH_PRE,SCA,N1131G,PT,2015-10-01,5
CLV_PCH_PRE,SCA,N1131G,PT,2016-01-01,11
CLV_PCH_PRE,SCA,N1131G,PT,2016-04-01,2
CLV_PCH_PRE,SCA,N1131G,PT,2016-07-01,2
CLV_PCH_PRE,SCA,N1131G,PT,2016-10-01,12
CLV_PCH_PRE,SCA,N1131G,PT,2017-01-01,6
CLV_PCH_PRE,SCA,N1131G,PT,2017-04-01,14
CLV_PCH_PRE,SCA,N1131G,PT,2017-07-01,8
CLV_PCH_PRE,SCA,N1131G,PT,2017-10-01,1
CLV_PCH_PRE,SCA,N1131G,PT,2018-01-01,1
CLV_PCH_PRE,SCA,N1131G,PT,2018-04-01,2
CLV_PCH_PRE,SCA,N1131G,SE,2015-07-01,3
CLV_PCH_PRE,SCA,N1131G,SE,2015-10-01,8
CLV_PCH_PRE,SCA,N1131G,SE,2016-01-01,2
CLV_PCH_PRE,SCA,N1131G,SE,2016-04-01,4
CLV_PCH_PRE,SCA,N1131G,SE,2016-07-01,4
CLV_PCH_PRE,SCA,N1131G,SE,2016-10-01,10
CLV_PCH_PRE,SCA,N1131G,SE,2017-01-01,11
CLV_PCH_PRE,SCA,N1131G,SE,2017-04-01,6
CLV_PCH_PRE,SCA,N1131G,SE,2017-07-01,6
CLV_PCH_PRE,SCA,N1131G,SE,2017-10-01,1
CLV_PCH_PRE,SCA,N1131G,SE,2018-01-01,4
CLV_PCH_PRE,SCA,N1131G,SE,2018-04-01,8
CLV_PCH_PRE,SCA,N1131G,SI,2015-07-01,4
CLV_PCH_PRE,SCA,N1131G,SI,2015-10-01,4
CLV_PCH_PRE,SCA,N1131G,SI,2016-01-01,5
CLV_PCH_PRE,SCA,N1131G,SI,2016-04-01,1
CLV_PCH_PRE,SCA,N1131G,SI,2016-07-01,4
CLV_PCH_PRE,SCA,N1131G,SI,2016-10-01,0
CLV_PCH_PRE,SCA,N1131G,SI,2017-01-01,8
CLV_PCH_PRE,SCA,N1131G,SI,2017-04-01,1
CLV_PCH_PRE,SCA,N1131G,SI,2017-07-01,1
CLV_PCH_PRE,SCA,N1131G,SI,2017-10-01,3
CLV_PCH_PRE,SCA,N1131G,SI,2018-01-01,4
CLV_PCH_PRE,SCA,N1131G,SI,2018-04-01,1
CLV_PCH_PRE,SCA,N1131G,UK,2015-07-01,12
CLV_PCH_PRE,SCA,N1131G,UK,2015-10-01,8
CLV_PCH_PRE,SCA,N1131G,UK,2016-01-01,20
CLV_PCH_PRE,SCA,N1131G,UK,2016-04-01,0
CLV_PCH_PRE,SCA,N1131G,UK,2016-07-01,14
CLV_PCH_PRE,SCA,N1131G,UK,2016-10-01,13
CLV_PCH_PRE,SCA,N1131G,UK,2017-01-01,0
CLV_PCH_PRE,SCA,N1131G,UK,2017-04-01,1
CLV_PCH_PRE,SCA,N1131G,UK,2017-07-01,9
CLV_PCH_PRE,SCA,N1131G,UK,2017-10-01,10
CLV_PCH_PRE,SCA,N1131G,UK,2018-01-01,11
CLV_PCH_PRE,SCA,N1131G,UK,2018-04-01,12
CLV_PCH_PRE,SCA,N1132G,AT,2015-07-01,2
CLV_PCH_PRE,SCA,N1132G,AT,2015-10-01,0
CLV_PCH_PRE,SCA,N1132G,AT,2016-01-01,1
CLV_PCH_PRE,SCA,N1132G,AT,2016-04-01,3
CLV_PCH_PRE,SCA,N1132G,AT,2016-07-01,1
CLV_PCH_PRE,SCA,N1132G,AT,2016-10-01,2
CLV_PCH_PRE,SCA,N1132G,AT,2017-01-01,1
CLV_PCH_PRE,SCA,N1132G,AT,2017-04-01,1
CLV_PCH_PRE,SCA,N1132G,AT,2017-07-01,1
CLV_PCH_PRE,SCA,N1132G,AT,2017-10-01,2
CLV_PCH_PRE,SCA,N1132G,AT,2018-01-01,1
CLV_PCH_PRE,SCA,N1132G,AT,2018-04-01,3
CLV_PCH_PRE,SCA,N1132G,CY,2015-07-01,0
CLV_PCH_PRE,SCA,N1132G,CY,2015-10-01,6
CLV_PCH_PRE,SCA,N1132G,CY,2016-01-01,12
CLV_PCH_PRE,SCA,N1132G,CY,2016-04-01,7
CLV_PCH_PRE,SCA,N1132G,CY,2016-07-01,0
CLV_PCH_PRE,SCA,N1132G,CY,2016-10-01,7
CLV_PCH_PRE,SCA,N1132G,CY,2017-01-01,14
CLV_PCH_PRE,SCA,N1132G,CY,2017-04-01,8
CLV_PCH_PRE,SCA,N1132G,CY,2017-07-01,5
CLV_PCH_PRE,SCA,N1132G,CY,2017-10-01,2
CLV_PCH_PRE,SCA,N1132G,CY,2018-01-01,6
CLV_PCH_PRE,SCA,N1132G,CY,2018-04-01,0
CLV_PCH_PRE,SCA,N1132G,EE,2015-07-01,0
CLV_PCH_PRE,SCA,N1132G,EE,2015-10-01,8
CLV_PCH_PRE,SCA,N1132G,EE,2016-01-01,29
CLV_PCH_PRE,SCA,N1132G,EE,2016-04-01,1
CLV_PCH_PRE,SCA,N1132G,EE,2016-07-01,16
CLV_PCH_PRE,SCA,N1132G,EE,2016-10-01,0
CLV_PCH_PRE,SCA,N1132G,EE,2017-01-01,87
CLV_PCH_PRE,SCA,N1132G,EE,2017-04-01,1
CLV_PCH_PRE,SCA,N1132G,EE,2017-07-01,2
CLV_PCH_PRE,SCA,N1132G,EE,2017-10-01,27
CLV_PCH_PRE,SCA,N1132G,EE,2018-01-01,23
CLV_PCH_PRE,SCA,N1132G,EE,2018-04-01,3
CLV_PCH_PRE,SCA,N1132G,EL,2015-07-01,5
CLV_PCH_PRE,SCA,N1132G,EL,2015-10-01,14
CLV_PCH_PRE,SCA,N1132G,EL,2016-01-01,9
CLV_PCH_PRE,SCA,N1132G,EL,2016-04-01,4
CLV_PCH_PRE,SCA,N1132G,EL,2016-07-01,5
CLV_PCH_PRE,SCA,N1132G,EL,2016-10-01,8
CLV_PCH_PRE,SCA,N1132G,EL,2017-01-01,1
CLV_PCH_PRE,SCA,N1132G,EL,2017-04-01,2
CLV_PCH_PRE,SCA,N1132G,EL,2017-07-01,3
CLV_PCH_PRE,SCA,N1132G,EL,2017-10-01,4
CLV_PCH_PRE,SCA,N1132G,EL,2018-01-01,9
CLV_PCH_PRE,SCA,N1132G,EL,2018-04-01,2
CLV_PCH_PRE,SCA,N1132G,IE,2015-07-01,14
CLV_PCH_PRE,SCA,N1132G,IE,2015-10-01,19
CLV_PCH_PRE,SCA,N1132G,IE,2016-01-01,8
CLV_PCH_PRE,SCA,N1132G,IE,2016-04-01,11
CLV_PCH_PRE,SCA,N1132G,IE,2016-07-01,20
CLV_PCH_PRE,SCA,N1132G,IE,2016-10-01,3
CLV_PCH_PRE,SCA,N1132G,IE,2017-01-01,30
CLV_PCH_PRE,SCA,N1132G,IE,2017-04-01,64
CLV_PCH_PRE,SCA,N1132G,IE,2017-07-01,27
CLV_PCH_PRE,SCA,N1132G,IE,2017-10-01,46
CLV_PCH_PRE,SCA,N1132G,IE,2018-01-01,62
CLV_PCH_PRE,SCA,N1132G,IE,2018-04-01,0
CLV_PCH_PRE,SCA,N1132G,LT,2015-07-01,4
CLV_PCH_PRE,SCA,N1132G,LT,2015-10-01,0
CLV_PCH_PRE,SCA,N1132G,LT,2016-01-01,0
CLV_PCH_PRE,SCA,N1132G,LT,2016-04-01,1
CLV_PCH_PRE,SCA,N1132G,LT,2016-07-01,17
CLV_PCH_PRE,SCA,N1132G,LT,2016-10-01,3
CLV_PCH_PRE,SCA,N1132G,LT,2017-01-01,5
CLV_PCH_PRE,SCA,N1132G,LT,2017-04-01,8
CLV_PCH_PRE,SCA,N1132G,LT,2017-07-01,7
CLV_PCH_PRE,SCA,N1132G,LT,2017-10-01,18
CLV_PCH_PRE,SCA,N1132G,LT,2018-01-01,4
CLV_PCH_PRE,SCA,N1132G,LT,2018-04-01,4
CLV_PCH_PRE,SCA,N1132G,NL,2015-07-01,2
CLV_PCH_PRE,SCA,N1132G,NL,2015-10-01,9
CLV_PCH_PRE,SCA,N1132G,NL,2016-01-01,7
CLV_PCH_PRE,SCA,N1132G,NL,2016-04-01,8
CLV_PCH_PRE,SCA,N1132G,NL,2016-07-01,4
CLV_PCH_PRE,SCA,N1132G,NL,2016-10-01,9
CLV_PCH_PRE,SCA,N1132G,NL,2017-01-01,3
CLV_PCH_PRE,SCA,N1132G,NL,2017-04-01,4
CLV_PCH_PRE,SCA,N1132G,NL,2017-07-01,5
CLV_PCH_PRE,SCA,N1132G,NL,2017-10-01,0
CLV_PCH_PRE,SCA,N1132G,NL,2018-01-01,1
CLV_PCH_PRE,SCA,N1132G,NL,2018-04-01,1
CLV_PCH_PRE,SCA,N1132G,SE,2015-07-01,0
CLV_PCH_PRE,SCA,N1132G,SE,2015-10-01,4
CLV_PCH_PRE,SCA,N1132G,SE,2016-01-01,2
CLV_PCH_PRE,SCA,N1132G,SE,2016-04-01,0
CLV_PCH_PRE,SCA,N1132G,SE,2016-07-01,2
CLV_PCH_PRE,SCA,N1132G,SE,2016-10-01,1
CLV_PCH_PRE,SCA,N1132G,SE,2017-01-01,0
CLV_PCH_PRE,SCA,N1132G,SE,2017-04-01,6
CLV_PCH_PRE,SCA,N1132G,SE,2017-07-01,1
CLV_PCH_PRE,SCA,N1132G,SE,2017-10-01,3
CLV_PCH_PRE,SCA,N1132G,SE,2018-01-01,2
CLV_PCH_PRE,SCA,N1132G,SE,2018-04-01,1
CLV_PCH_PRE,SCA,N1132G,UK,2015-07-01,1
CLV_PCH_PRE,SCA,N1132G,UK,2015-10-01,2
CLV_PCH_PRE,SCA,N1132G,UK,2016-01-01,4
CLV_PCH_PRE,SCA,N1132G,UK,2016-04-01,6
CLV_PCH_PRE,SCA,N1132G,UK,2016-07-01,3
CLV_PCH_PRE,SCA,N1132G,UK,2016-10-01,0
CLV_PCH_PRE,SCA,N1132G,UK,2017-01-01,3
CLV_PCH_PRE,SCA,N1132G,UK,2017-04-01,1
CLV_PCH_PRE,SCA,N1132G,UK,2017-07-01,11
CLV_PCH_PRE,SCA,N1132G,UK,2017-10-01,2
CLV_PCH_PRE,SCA,N1132G,UK,2018-01-01,2
CLV_PCH_PRE,SCA,N1132G,UK,2018-04-01,1
CLV_PCH_PRE,SCA,N11G,AT,2015-07-01,1
CLV_PCH_PRE,SCA,N11G,AT,2015-10-01,0
CLV_PCH_PRE,SCA,N11G,AT,2016-01-01,2
CLV_PCH_PRE,SCA,N11G,AT,2016-04-01,0
CLV_PCH_PRE,SCA,N11G,AT,2016-07-01,0
CLV_PCH_PRE,SCA,N11G,AT,2016-10-01,1
CLV_PCH_PRE,SCA,N11G,AT,2017-01-01,1
CLV_PCH_PRE,SCA,N11G,AT,2017-04-01,0
CLV_PCH_PRE,SCA,N11G,AT,2017-07-01,0
CLV_PCH_PRE,SCA,N11G,AT,2017-10-01,1
CLV_PCH_PRE,SCA,N11G,AT,2018-01-01,0
CLV_PCH_PRE,SCA,N11G,AT,2018-04-01,2
CLV_PCH_PRE,SCA,N11G,BE,2015-07-01,2
CLV_PCH_PRE,SCA,N11G,BE,2015-10-01,1
CLV_PCH_PRE,SCA,N11G,BE,2016-01-01,1
CLV_PCH_PRE,SCA,N11G,BE,2016-04-01,0
CLV_PCH_PRE,SCA,N11G,BE,2016-07-01,7
CLV_PCH_PRE,SCA,N11G,BE,2016-10-01,5
CLV_PCH_PRE,SCA,N11G,BE,2017-01-01,0
CLV_PCH_PRE,SCA,N11G,BE,2017-04-01,1
CLV_PCH_PRE,SCA,N11G,BE,2017-07-01,0
CLV_PCH_PRE,SCA,N11G,BE,2017-10-01,0
CLV_PCH_PRE,SCA,N11G,BE,2018-01-01,0
CLV_PCH_PRE,SCA,N11G,BE,2018-04-01,0
CLV_PCH_PRE,SCA,N11G,BG,2015-07-01,3
CLV_PCH_PRE,SCA,N11G,BG,2015-10-01,0
CLV_PCH_PRE,SCA,N11G,BG,2016-01-01,5
CLV_PCH_PRE,SCA,N11G,BG,2016-04-01,2
CLV_PCH_PRE,SCA,N11G,BG,2016-07-01,0
CLV_PCH_PRE,SCA,N11G,BG,2016-10-01,0
CLV_PCH_PRE,SCA,N11G,BG,2017-01-01,1
CLV_PCH_PRE,SCA,N11G,BG,2017-04-01,4
CLV_PCH_PRE,SCA,N11G,BG,2017-07-01,1
CLV_PCH_PRE,SCA,N11G,BG,2017-10-01,3
CLV_PCH_PRE,SCA,N11G,BG,2018-01-01,4
CLV_PCH_PRE,SCA,N11G,BG,2018-04-01,1
CLV_PCH_PRE,SCA,N11G,CH,2015-07-01,0
CLV_PCH_PRE,SCA,N11G,CH,2015-10-01,0
CLV_PCH_PRE,SCA,N11G,CH,2016-01-01,2
CLV_PCH_PRE,SCA,N11G,CH,2016-04-01,1
CLV_PCH_PRE,SCA,N11G,CH,2016-07-01,0
CLV_PCH_PRE,SCA,N11G,CH,2016-10-01,0
CLV_PCH_PRE,SCA,N11G,CH,2017-01-01,2
CLV_PCH_PRE,SCA,N11G,CH,2017-04-01,0
CLV_PCH_PRE,SCA,N11G,CH,2017-07-01,0
CLV_PCH_PRE,SCA,N11G,CH,2017-10-01,0
CLV_PCH_PRE,SCA,N11G,CH,2018-01-01,1
CLV_PCH_PRE,SCA,N11G,CH,2018-04-01,0
CLV_PCH_PRE,SCA,N11G,CY,2015-07-01,9
CLV_PCH_PRE,SCA,N11G,CY,2015-10-01,51
CLV_PCH_PRE,SCA,N11G,CY,2016-01-01,61
CLV_PCH_PRE,SCA,N11G,CY,2016-04-01,328
CLV_PCH_PRE,SCA,N11G,CY,2016-07-01,52
CLV_PCH_PRE,SCA,N11G,CY,2016-10-01,73
CLV_PCH_PRE,SCA,N11G,CY,2017-01-01,3
CLV_PCH_PRE,SCA,N11G,CY,2017-04-01,30
CLV_PCH_PRE,SCA,N11G,CY,2017-07-01,1
CLV_PCH_PRE,SCA,N11G,CY,2017-10-01,136
CLV_PCH_PRE,SCA,N11G,CY,2018-01-01,76
CLV_PCH_PRE,SCA,N11G,CY,2018-04-01,167
CLV_PCH_PRE,SCA,N11G,CZ,2015-07-01,0
CLV_PCH_PRE,SCA,N11G,CZ,2015-10-01,0
CLV_PCH_PRE,SCA,N11G,CZ,2016-01-01,3
CLV_PCH_PRE,SCA,N11G,CZ,2016-04-01,3
CLV_PCH_PRE,SCA,N11G,CZ,2016-07-01,1
CLV_PCH_PRE,SCA,N11G,CZ,2016-10-01,0
CLV_PCH_PRE,SCA,N11G,CZ,2017-01-01,0
CLV_PCH_PRE,SCA,N11G,CZ,2017-04-01,4
CLV_PCH_PRE,SCA,N11G,CZ,2017-07-01,1
CLV_PCH_PRE,SCA,N11G,CZ,2017-10-01,0
CLV_PCH_PRE,SCA,N11G,CZ,2018-01-01,4
CLV_PCH_PRE,SCA,N11G,CZ,2018-04-01,1
CLV_PCH_PRE,SCA,N11G,DE,2015-07-01,0
CLV_PCH_PRE,SCA,N11G,DE,2015-10-01,2
CLV_PCH_PRE,SCA,N11G,DE,2016-01-01,1
CLV_PCH_PRE,SCA,N11G,DE,2016-04-01,1
CLV_PCH_PRE,SCA,N11G,DE,2016-07-01,0
CLV_PCH_PRE,SCA,N11G,DE,2016-10-01,0
CLV_PCH_PRE,SCA,N11G,DE,2017-01-01,2
CLV_PCH_PRE,SCA,N11G,DE,2017-04-01,1
CLV_PCH_PRE,SCA,N11G,DE,2017-07-01,0
CLV_PCH_PRE,SCA,N11G,DE,2017-10-01,0
CLV_PCH_PRE,SCA,N11G,DE,2018-01-01,1
CLV_PCH_PRE,SCA,N11G,DE,2018-04-01,0
CLV_PCH_PRE,SCA,N11G,DK,2015-07-01,0
CLV_PCH_PRE,SCA,N11G,DK,2015-10-01,1
CLV_PCH_PRE,SCA,N11G,DK,2016-01-01,1
CLV_PCH_PRE,SCA,N11G,DK,2016-04-01,2
CLV_PCH_PRE,SCA,N11G,DK,2016-07-01,0
CLV_PCH_PRE,SCA,N11G,DK,2016-10-01,1
CLV_PCH_PRE,SCA,N11G,DK,2017-01-01,1
CLV_PCH_PRE,SCA,N11G,DK,2017-04-01,3
CLV_PCH_PRE,SCA,N11G,DK,2017-07-01,1
CLV_PCH_PRE,SCA,N11G,DK,2017-10-01,1
CLV_PCH_PRE,SCA,N11G,DK,2018-01-01,2
CLV_PCH_PRE,SCA,N11G,DK,2018-04-01,8
CLV_PCH_PRE,SCA,N11G,EA,2015-07-01,4
CLV_PCH_PRE,SCA,N11G,EA,2015-10-01,2
CLV_PCH_PRE,SCA,N11G,EA,2016-01-01,0
CLV_PCH_PRE,SCA,N11G,EA,2016-04-01,1
CLV_PCH_PRE,SCA,N11G,EA,2016-07-01,0
CLV_PCH_PRE,SCA,N11G,EA,2016-10-01,1
