indic_en,unit,geo\time,date,value
119810,PC,IS,2004-01-01,0.0 
119810,PC,IS,2005-01-01,0.0
119810,PC,IS,2006-01-01,0.0
119810,PC,IS,2007-01-01,0.1
119810,PC,IS,2008-01-01,0.1
119810,PC,IS,2009-01-01,0.1
119810,PC,IS,2010-01-01,0.2
119810,PC,IS,2011-01-01,0.9
119810,PC,IS,2012-01-01,1.4
119810,PC,IS,2013-01-01,2.1
119810,PC,IS,2014-01-01,2.7
119810,PC,IS,2015-01-01,6.4
119810,PC,IS,2016-01-01,7.2
119810,PC,IT,2004-01-01,1.2 
119810,PC,IT,2005-01-01,1.0
119810,PC,IT,2006-01-01,1.0
119810,PC,IT,2007-01-01,1.0
119810,PC,IT,2008-01-01,2.6
119810,PC,IT,2009-01-01,3.9
119810,PC,IT,2010-01-01,4.8
119810,PC,IT,2011-01-01,5.0
119810,PC,IT,2012-01-01,6.0
119810,PC,IT,2013-01-01,5.4
119810,PC,IT,2014-01-01,5.0
119810,PC,IT,2015-01-01,6.4
119810,PC,IT,2016-01-01,7.2
119810,PC,LT,2004-01-01,0.4 
119810,PC,LT,2005-01-01,0.6
119810,PC,LT,2006-01-01,1.9
119810,PC,LT,2007-01-01,3.8
119810,PC,LT,2008-01-01,4.3
119810,PC,LT,2009-01-01,4.5
119810,PC,LT,2010-01-01,3.8
119810,PC,LT,2011-01-01,3.8
119810,PC,LT,2012-01-01,4.9
119810,PC,LT,2013-01-01,4.8
119810,PC,LT,2014-01-01,4.3
119810,PC,LT,2015-01-01,4.6
119810,PC,LT,2016-01-01,3.6
119810,PC,LU,2004-01-01,0.1 
119810,PC,LU,2005-01-01,0.1
119810,PC,LU,2006-01-01,0.2
119810,PC,LU,2007-01-01,2.2
119810,PC,LU,2008-01-01,2.2
119810,PC,LU,2009-01-01,2.2
119810,PC,LU,2010-01-01,2.1
119810,PC,LU,2011-01-01,2.3
119810,PC,LU,2012-01-01,2.8
119810,PC,LU,2013-01-01,4.0
119810,PC,LU,2014-01-01,5.4
119810,PC,LU,2015-01-01,6.5
119810,PC,LU,2016-01-01,5.9
119810,PC,LV,2004-01-01,2.1 
119810,PC,LV,2005-01-01,2.4
119810,PC,LV,2006-01-01,2.2
119810,PC,LV,2007-01-01,1.7
119810,PC,LV,2008-01-01,1.7
119810,PC,LV,2009-01-01,1.9
119810,PC,LV,2010-01-01,4.0
119810,PC,LV,2011-01-01,4.1
119810,PC,LV,2012-01-01,4.0
119810,PC,LV,2013-01-01,4.0
119810,PC,LV,2014-01-01,4.1
119810,PC,LV,2015-01-01,3.9
119810,PC,LV,2016-01-01,2.8
119810,PC,ME,2004-01-01,: 
119810,PC,ME,2005-01-01,0.4
119810,PC,ME,2006-01-01,0.5
119810,PC,ME,2007-01-01,1.0
119810,PC,ME,2008-01-01,0.9
119810,PC,ME,2009-01-01,0.7
119810,PC,ME,2010-01-01,0.8
119810,PC,ME,2011-01-01,0.6
119810,PC,ME,2012-01-01,0.7
119810,PC,ME,2013-01-01,1.1
119810,PC,ME,2014-01-01,1.1
119810,PC,ME,2015-01-01,1.2
119810,PC,ME,2016-01-01,1.1
119810,PC,MK,2004-01-01,0.2 
119810,PC,MK,2005-01-01,0.2
119810,PC,MK,2006-01-01,0.3
119810,PC,MK,2007-01-01,0.3
119810,PC,MK,2008-01-01,0.3
119810,PC,MK,2009-01-01,0.2
119810,PC,MK,2010-01-01,0.2
119810,PC,MK,2011-01-01,0.2
119810,PC,MK,2012-01-01,0.2
119810,PC,MK,2013-01-01,0.2
119810,PC,MK,2014-01-01,0.2
119810,PC,MK,2015-01-01,0.2
119810,PC,MK,2016-01-01,0.1
119810,PC,MT,2004-01-01,0.0 
119810,PC,MT,2005-01-01,0.0
119810,PC,MT,2006-01-01,0.0
119810,PC,MT,2007-01-01,0.0
119810,PC,MT,2008-01-01,0.0
119810,PC,MT,2009-01-01,0.0
119810,PC,MT,2010-01-01,0.0
119810,PC,MT,2011-01-01,2.0
119810,PC,MT,2012-01-01,3.2
119810,PC,MT,2013-01-01,3.4
119810,PC,MT,2014-01-01,4.6
119810,PC,MT,2015-01-01,4.7
119810,PC,MT,2016-01-01,5.4
119810,PC,NL,2004-01-01,0.5 
119810,PC,NL,2005-01-01,0.4
119810,PC,NL,2006-01-01,0.8
119810,PC,NL,2007-01-01,3.1
119810,PC,NL,2008-01-01,2.9
119810,PC,NL,2009-01-01,4.5
119810,PC,NL,2010-01-01,3.3
119810,PC,NL,2011-01-01,4.8
119810,PC,NL,2012-01-01,4.9
119810,PC,NL,2013-01-01,5.1
119810,PC,NL,2014-01-01,6.2
119810,PC,NL,2015-01-01,5.3
119810,PC,NL,2016-01-01,4.6
119810,PC,NO,2004-01-01,3.1 
119810,PC,NO,2005-01-01,3.1
119810,PC,NO,2006-01-01,3.3
119810,PC,NO,2007-01-01,3.7
119810,PC,NO,2008-01-01,5.3
119810,PC,NO,2009-01-01,5.6
119810,PC,NO,2010-01-01,5.3
119810,PC,NO,2011-01-01,2.7
119810,PC,NO,2012-01-01,3.0
119810,PC,NO,2013-01-01,3.3
119810,PC,NO,2014-01-01,6.6
119810,PC,NO,2015-01-01,8.8
119810,PC,NO,2016-01-01,17.0
119810,PC,PL,2004-01-01,1.4 
119810,PC,PL,2005-01-01,1.6
119810,PC,PL,2006-01-01,1.7
119810,PC,PL,2007-01-01,1.6
119810,PC,PL,2008-01-01,4.0
119810,PC,PL,2009-01-01,5.3
119810,PC,PL,2010-01-01,6.6
119810,PC,PL,2011-01-01,6.8
119810,PC,PL,2012-01-01,6.5
119810,PC,PL,2013-01-01,6.6
119810,PC,PL,2014-01-01,6.2
119810,PC,PL,2015-01-01,5.6
119810,PC,PL,2016-01-01,3.9
119810,PC,PT,2004-01-01,0.4 
119810,PC,PT,2005-01-01,0.5
119810,PC,PT,2006-01-01,1.6
119810,PC,PT,2007-01-01,2.4
119810,PC,PT,2008-01-01,2.5
119810,PC,PT,2009-01-01,3.9
119810,PC,PT,2010-01-01,5.5
119810,PC,PT,2011-01-01,0.7
119810,PC,PT,2012-01-01,0.8
119810,PC,PT,2013-01-01,0.9
119810,PC,PT,2014-01-01,3.7
119810,PC,PT,2015-01-01,7.4
119810,PC,PT,2016-01-01,7.5
119810,PC,RO,2004-01-01,1.6 
119810,PC,RO,2005-01-01,1.6
119810,PC,RO,2006-01-01,1.4
119810,PC,RO,2007-01-01,2.4
119810,PC,RO,2008-01-01,3.5
119810,PC,RO,2009-01-01,4.5
119810,PC,RO,2010-01-01,3.8
119810,PC,RO,2011-01-01,3.1
119810,PC,RO,2012-01-01,4.9
119810,PC,RO,2013-01-01,5.4
119810,PC,RO,2014-01-01,4.7
119810,PC,RO,2015-01-01,5.5
119810,PC,RO,2016-01-01,6.2
119810,PC,RS,2004-01-01,0.5 
119810,PC,RS,2005-01-01,0.4
119810,PC,RS,2006-01-01,0.4
119810,PC,RS,2007-01-01,0.7
119810,PC,RS,2008-01-01,0.7
119810,PC,RS,2009-01-01,1.5
119810,PC,RS,2010-01-01,0.7
119810,PC,RS,2011-01-01,1.9
119810,PC,RS,2012-01-01,2.0
119810,PC,RS,2013-01-01,1.7
119810,PC,RS,2014-01-01,1.2
119810,PC,RS,2015-01-01,1.2
119810,PC,RS,2016-01-01,1.2
119810,PC,SE,2004-01-01,6.3 
119810,PC,SE,2005-01-01,6.2
119810,PC,SE,2006-01-01,7.1
119810,PC,SE,2007-01-01,8.0
119810,PC,SE,2008-01-01,8.3
119810,PC,SE,2009-01-01,8.9
119810,PC,SE,2010-01-01,9.2
119810,PC,SE,2011-01-01,11.6
119810,PC,SE,2012-01-01,14.8
119810,PC,SE,2013-01-01,19.2
119810,PC,SE,2014-01-01,21.1
119810,PC,SE,2015-01-01,24.0
119810,PC,SE,2016-01-01,30.3
119810,PC,SI,2004-01-01,0.9 
119810,PC,SI,2005-01-01,0.8
119810,PC,SI,2006-01-01,1.1
119810,PC,SI,2007-01-01,1.5
119810,PC,SI,2008-01-01,1.8
119810,PC,SI,2009-01-01,2.3
119810,PC,SI,2010-01-01,3.1
119810,PC,SI,2011-01-01,2.5
119810,PC,SI,2012-01-01,3.3
119810,PC,SI,2013-01-01,3.8
119810,PC,SI,2014-01-01,2.9
119810,PC,SI,2015-01-01,2.2
119810,PC,SI,2016-01-01,1.6
119810,PC,SK,2004-01-01,1.5 
119810,PC,SK,2005-01-01,1.6
119810,PC,SK,2006-01-01,3.5
119810,PC,SK,2007-01-01,4.0
119810,PC,SK,2008-01-01,4.3
119810,PC,SK,2009-01-01,5.3
119810,PC,SK,2010-01-01,5.3
119810,PC,SK,2011-01-01,5.5
119810,PC,SK,2012-01-01,5.4
119810,PC,SK,2013-01-01,6.0
119810,PC,SK,2014-01-01,7.6
119810,PC,SK,2015-01-01,8.5
119810,PC,SK,2016-01-01,7.5
119810,PC,UK,2004-01-01,0.3 
119810,PC,UK,2005-01-01,0.5
119810,PC,UK,2006-01-01,0.7
119810,PC,UK,2007-01-01,1.1
119810,PC,UK,2008-01-01,2.3
119810,PC,UK,2009-01-01,2.9
119810,PC,UK,2010-01-01,3.3
119810,PC,UK,2011-01-01,3.2
119810,PC,UK,2012-01-01,4.0
119810,PC,UK,2013-01-01,4.7
119810,PC,UK,2014-01-01,5.3
119810,PC,UK,2015-01-01,4.4
119810,PC,UK,2016-01-01,4.9
119820,PC,AL,2004-01-01,63.0 
119820,PC,AL,2005-01-01,72.1
119820,PC,AL,2006-01-01,74.2
119820,PC,AL,2007-01-01,79.6
119820,PC,AL,2008-01-01,73.3
119820,PC,AL,2009-01-01,70.7
119820,PC,AL,2010-01-01,74.6
119820,PC,AL,2011-01-01,66.1
119820,PC,AL,2012-01-01,72.4
119820,PC,AL,2013-01-01,62.7
119820,PC,AL,2014-01-01,71.0
119820,PC,AL,2015-01-01,79.2
119820,PC,AL,2016-01-01,86.0
119820,PC,AT,2004-01-01,61.6 
119820,PC,AT,2005-01-01,61.9
119820,PC,AT,2006-01-01,62.0
119820,PC,AT,2007-01-01,64.0
119820,PC,AT,2008-01-01,65.1
119820,PC,AT,2009-01-01,67.8
119820,PC,AT,2010-01-01,65.7
119820,PC,AT,2011-01-01,66.0
119820,PC,AT,2012-01-01,66.5
119820,PC,AT,2013-01-01,68.0
119820,PC,AT,2014-01-01,70.1
119820,PC,AT,2015-01-01,70.3
119820,PC,AT,2016-01-01,72.6
119820,PC,BE,2004-01-01,1.7 
119820,PC,BE,2005-01-01,2.4
119820,PC,BE,2006-01-01,3.1
119820,PC,BE,2007-01-01,3.6
119820,PC,BE,2008-01-01,4.6
119820,PC,BE,2009-01-01,6.2
119820,PC,BE,2010-01-01,7.1
119820,PC,BE,2011-01-01,9.1
119820,PC,BE,2012-01-01,11.3
119820,PC,BE,2013-01-01,12.5
119820,PC,BE,2014-01-01,13.4
119820,PC,BE,2015-01-01,15.5
119820,PC,BE,2016-01-01,15.8
119820,PC,BG,2004-01-01,9.1 
119820,PC,BG,2005-01-01,9.3
119820,PC,BG,2006-01-01,9.3
119820,PC,BG,2007-01-01,9.4
119820,PC,BG,2008-01-01,10.0
119820,PC,BG,2009-01-01,11.3
119820,PC,BG,2010-01-01,12.7
119820,PC,BG,2011-01-01,12.9
119820,PC,BG,2012-01-01,16.1
119820,PC,BG,2013-01-01,18.9
119820,PC,BG,2014-01-01,18.9
119820,PC,BG,2015-01-01,19.1
119820,PC,BG,2016-01-01,19.2
119820,PC,CY,2004-01-01,0.0 
119820,PC,CY,2005-01-01,0.0
119820,PC,CY,2006-01-01,0.0
119820,PC,CY,2007-01-01,0.1
119820,PC,CY,2008-01-01,0.3
119820,PC,CY,2009-01-01,0.6
119820,PC,CY,2010-01-01,1.4
119820,PC,CY,2011-01-01,3.4
119820,PC,CY,2012-01-01,4.9
119820,PC,CY,2013-01-01,6.6
119820,PC,CY,2014-01-01,7.4
119820,PC,CY,2015-01-01,8.4
119820,PC,CY,2016-01-01,8.6
119820,PC,CZ,2004-01-01,3.6 
119820,PC,CZ,2005-01-01,3.7
119820,PC,CZ,2006-01-01,4.0
119820,PC,CZ,2007-01-01,4.6
119820,PC,CZ,2008-01-01,5.2
119820,PC,CZ,2009-01-01,6.4
119820,PC,CZ,2010-01-01,7.5
119820,PC,CZ,2011-01-01,10.6
119820,PC,CZ,2012-01-01,11.7
119820,PC,CZ,2013-01-01,12.8
119820,PC,CZ,2014-01-01,13.9
119820,PC,CZ,2015-01-01,14.1
119820,PC,CZ,2016-01-01,13.6
119820,PC,DE,2004-01-01,9.4 
119820,PC,DE,2005-01-01,10.5
119820,PC,DE,2006-01-01,11.8
119820,PC,DE,2007-01-01,13.6
119820,PC,DE,2008-01-01,15.0
119820,PC,DE,2009-01-01,17.3
119820,PC,DE,2010-01-01,18.2
119820,PC,DE,2011-01-01,20.9
119820,PC,DE,2012-01-01,23.6
119820,PC,DE,2013-01-01,25.3
119820,PC,DE,2014-01-01,28.1
119820,PC,DE,2015-01-01,30.8
119820,PC,DE,2016-01-01,32.2
119820,PC,DK,2004-01-01,23.8 
119820,PC,DK,2005-01-01,24.6
119820,PC,DK,2006-01-01,24.0
119820,PC,DK,2007-01-01,25.0
119820,PC,DK,2008-01-01,25.9
119820,PC,DK,2009-01-01,28.3
119820,PC,DK,2010-01-01,32.7
119820,PC,DK,2011-01-01,35.9
119820,PC,DK,2012-01-01,38.7
119820,PC,DK,2013-01-01,43.1
119820,PC,DK,2014-01-01,48.5
119820,PC,DK,2015-01-01,51.3
119820,PC,DK,2016-01-01,53.7
119820,PC,EE,2004-01-01,0.6 
119820,PC,EE,2005-01-01,1.1
119820,PC,EE,2006-01-01,1.5
119820,PC,EE,2007-01-01,1.5
119820,PC,EE,2008-01-01,2.1
119820,PC,EE,2009-01-01,6.1
119820,PC,EE,2010-01-01,10.4
119820,PC,EE,2011-01-01,12.3
119820,PC,EE,2012-01-01,15.8
119820,PC,EE,2013-01-01,13.0
119820,PC,EE,2014-01-01,14.1
119820,PC,EE,2015-01-01,15.1
119820,PC,EE,2016-01-01,15.5
119820,PC,EL,2004-01-01,7.8 
119820,PC,EL,2005-01-01,8.2
119820,PC,EL,2006-01-01,8.9
119820,PC,EL,2007-01-01,9.3
119820,PC,EL,2008-01-01,9.6
119820,PC,EL,2009-01-01,11.0
119820,PC,EL,2010-01-01,12.3
119820,PC,EL,2011-01-01,13.8
119820,PC,EL,2012-01-01,16.4
119820,PC,EL,2013-01-01,21.2
119820,PC,EL,2014-01-01,21.9
119820,PC,EL,2015-01-01,22.1
119820,PC,EL,2016-01-01,23.8
119820,PC,ES,2004-01-01,19.0 
119820,PC,ES,2005-01-01,19.1
119820,PC,ES,2006-01-01,20.0
119820,PC,ES,2007-01-01,21.7
119820,PC,ES,2008-01-01,23.7
119820,PC,ES,2009-01-01,27.8
119820,PC,ES,2010-01-01,29.8
119820,PC,ES,2011-01-01,31.6
119820,PC,ES,2012-01-01,33.5
119820,PC,ES,2013-01-01,36.7
119820,PC,ES,2014-01-01,37.8
119820,PC,ES,2015-01-01,37.0
119820,PC,ES,2016-01-01,36.6
119820,PC,EU28,2004-01-01,14.3 
119820,PC,EU28,2005-01-01,14.8
119820,PC,EU28,2006-01-01,15.4
119820,PC,EU28,2007-01-01,16.1
119820,PC,EU28,2008-01-01,17.0
119820,PC,EU28,2009-01-01,19.0
119820,PC,EU28,2010-01-01,19.7
119820,PC,EU28,2011-01-01,21.7
119820,PC,EU28,2012-01-01,23.5
119820,PC,EU28,2013-01-01,25.4
119820,PC,EU28,2014-01-01,27.4
119820,PC,EU28,2015-01-01,28.8
119820,PC,EU28,2016-01-01,29.6
119820,PC,FI,2004-01-01,26.7 
119820,PC,FI,2005-01-01,26.9
119820,PC,FI,2006-01-01,26.4
119820,PC,FI,2007-01-01,25.5
119820,PC,FI,2008-01-01,27.3
119820,PC,FI,2009-01-01,27.3
119820,PC,FI,2010-01-01,27.7
119820,PC,FI,2011-01-01,29.4
119820,PC,FI,2012-01-01,29.5
119820,PC,FI,2013-01-01,30.9
119820,PC,FI,2014-01-01,31.4
119820,PC,FI,2015-01-01,32.5
119820,PC,FI,2016-01-01,32.9
119820,PC,FR,2004-01-01,13.8 
119820,PC,FR,2005-01-01,13.7
119820,PC,FR,2006-01-01,14.1
119820,PC,FR,2007-01-01,14.3
119820,PC,FR,2008-01-01,14.4
119820,PC,FR,2009-01-01,15.1
119820,PC,FR,2010-01-01,14.8
119820,PC,FR,2011-01-01,16.2
119820,PC,FR,2012-01-01,16.4
119820,PC,FR,2013-01-01,16.8
119820,PC,FR,2014-01-01,18.3
119820,PC,FR,2015-01-01,18.7
119820,PC,FR,2016-01-01,19.2
119820,PC,HR,2004-01-01,35.5 
119820,PC,HR,2005-01-01,35.6
119820,PC,HR,2006-01-01,35.0
119820,PC,HR,2007-01-01,34.0
119820,PC,HR,2008-01-01,33.9
119820,PC,HR,2009-01-01,35.9
119820,PC,HR,2010-01-01,37.6
119820,PC,HR,2011-01-01,37.6
119820,PC,HR,2012-01-01,38.8
119820,PC,HR,2013-01-01,42.1
119820,PC,HR,2014-01-01,45.3
119820,PC,HR,2015-01-01,45.4
119820,PC,HR,2016-01-01,46.7
119820,PC,HU,2004-01-01,2.2 
119820,PC,HU,2005-01-01,4.4
119820,PC,HU,2006-01-01,3.5
119820,PC,HU,2007-01-01,4.2
119820,PC,HU,2008-01-01,5.3
119820,PC,HU,2009-01-01,7.0
119820,PC,HU,2010-01-01,7.1
119820,PC,HU,2011-01-01,6.4
119820,PC,HU,2012-01-01,6.1
119820,PC,HU,2013-01-01,6.6
119820,PC,HU,2014-01-01,7.3
119820,PC,HU,2015-01-01,7.3
119820,PC,HU,2016-01-01,7.2
119820,PC,IE,2004-01-01,6.0 
119820,PC,IE,2005-01-01,7.2
119820,PC,IE,2006-01-01,8.7
119820,PC,IE,2007-01-01,10.4
119820,PC,IE,2008-01-01,11.2
119820,PC,IE,2009-01-01,13.4
119820,PC,IE,2010-01-01,14.6
119820,PC,IE,2011-01-01,17.4
119820,PC,IE,2012-01-01,19.7
119820,PC,IE,2013-01-01,21.0
119820,PC,IE,2014-01-01,22.9
119820,PC,IE,2015-01-01,25.2
119820,PC,IE,2016-01-01,27.2
119820,PC,IS,2004-01-01,93.1 
119820,PC,IS,2005-01-01,94.9
119820,PC,IS,2006-01-01,93.5
119820,PC,IS,2007-01-01,113.7
119820,PC,IS,2008-01-01,90.8
119820,PC,IS,2009-01-01,92.9
119820,PC,IS,2010-01-01,92.4
119820,PC,IS,2011-01-01,93.9
119820,PC,IS,2012-01-01,95.4
119820,PC,IS,2013-01-01,96.7
119820,PC,IS,2014-01-01,97.1
119820,PC,IS,2015-01-01,93.1
119820,PC,IS,2016-01-01,95.3
119820,PC,IT,2004-01-01,16.1 
119820,PC,IT,2005-01-01,16.3
119820,PC,IT,2006-01-01,15.9
119820,PC,IT,2007-01-01,16.0
119820,PC,IT,2008-01-01,16.6
119820,PC,IT,2009-01-01,18.8
119820,PC,IT,2010-01-01,20.1
119820,PC,IT,2011-01-01,23.5
119820,PC,IT,2012-01-01,27.4
119820,PC,IT,2013-01-01,31.3
119820,PC,IT,2014-01-01,33.4
119820,PC,IT,2015-01-01,33.5
119820,PC,IT,2016-01-01,34.0
119820,PC,LT,2004-01-01,3.6 
119820,PC,LT,2005-01-01,3.8
119820,PC,LT,2006-01-01,4.0
119820,PC,LT,2007-01-01,4.7
119820,PC,LT,2008-01-01,4.9
119820,PC,LT,2009-01-01,5.9
119820,PC,LT,2010-01-01,7.4
119820,PC,LT,2011-01-01,9.0
119820,PC,LT,2012-01-01,10.9
119820,PC,LT,2013-01-01,13.1
119820,PC,LT,2014-01-01,13.7
119820,PC,LT,2015-01-01,15.5
119820,PC,LT,2016-01-01,16.8
119820,PC,LU,2004-01-01,2.8 
119820,PC,LU,2005-01-01,3.2
119820,PC,LU,2006-01-01,3.2
119820,PC,LU,2007-01-01,3.3
119820,PC,LU,2008-01-01,3.6
119820,PC,LU,2009-01-01,4.1
119820,PC,LU,2010-01-01,3.8
119820,PC,LU,2011-01-01,4.1
119820,PC,LU,2012-01-01,4.6
119820,PC,LU,2013-01-01,5.3
119820,PC,LU,2014-01-01,5.9
119820,PC,LU,2015-01-01,6.2
119820,PC,LU,2016-01-01,6.7
119820,PC,LV,2004-01-01,46.0 
119820,PC,LV,2005-01-01,43.0
119820,PC,LV,2006-01-01,40.4
119820,PC,LV,2007-01-01,38.6
119820,PC,LV,2008-01-01,38.7
119820,PC,LV,2009-01-01,41.9
119820,PC,LV,2010-01-01,42.1
119820,PC,LV,2011-01-01,44.7
119820,PC,LV,2012-01-01,44.9
119820,PC,LV,2013-01-01,48.8
119820,PC,LV,2014-01-01,51.1
119820,PC,LV,2015-01-01,52.2
119820,PC,LV,2016-01-01,51.3
119820,PC,ME,2004-01-01,: 
119820,PC,ME,2005-01-01,39.1
119820,PC,ME,2006-01-01,37.7
119820,PC,ME,2007-01-01,37.6
119820,PC,ME,2008-01-01,38.3
119820,PC,ME,2009-01-01,46.6
119820,PC,ME,2010-01-01,45.7
119820,PC,ME,2011-01-01,41.6
119820,PC,ME,2012-01-01,42.8
119820,PC,ME,2013-01-01,49.1
119820,PC,ME,2014-01-01,51.4
119820,PC,ME,2015-01-01,49.6
119820,PC,ME,2016-01-01,51.0
119820,PC,MK,2004-01-01,14.5 
119820,PC,MK,2005-01-01,14.0
119820,PC,MK,2006-01-01,14.0
119820,PC,MK,2007-01-01,13.7
119820,PC,MK,2008-01-01,13.9
119820,PC,MK,2009-01-01,15.5
119820,PC,MK,2010-01-01,15.8
119820,PC,MK,2011-01-01,14.8
119820,PC,MK,2012-01-01,16.7
119820,PC,MK,2013-01-01,18.2
119820,PC,MK,2014-01-01,19.3
119820,PC,MK,2015-01-01,21.7
119820,PC,MK,2016-01-01,24.1
119820,PC,MT,2004-01-01,0.0 
119820,PC,MT,2005-01-01,0.0
119820,PC,MT,2006-01-01,0.0
119820,PC,MT,2007-01-01,0.0
119820,PC,MT,2008-01-01,0.0
119820,PC,MT,2009-01-01,0.0
119820,PC,MT,2010-01-01,0.0
119820,PC,MT,2011-01-01,0.5
119820,PC,MT,2012-01-01,1.1
119820,PC,MT,2013-01-01,1.6
119820,PC,MT,2014-01-01,3.3
119820,PC,MT,2015-01-01,4.2
119820,PC,MT,2016-01-01,5.6
119820,PC,NL,2004-01-01,4.4 
119820,PC,NL,2005-01-01,6.3
119820,PC,NL,2006-01-01,6.5
119820,PC,NL,2007-01-01,6.0
119820,PC,NL,2008-01-01,7.5
119820,PC,NL,2009-01-01,9.1
119820,PC,NL,2010-01-01,9.6
119820,PC,NL,2011-01-01,9.8
119820,PC,NL,2012-01-01,10.4
119820,PC,NL,2013-01-01,10.0
119820,PC,NL,2014-01-01,10.0
119820,PC,NL,2015-01-01,11.1
119820,PC,NL,2016-01-01,12.5
119820,PC,NO,2004-01-01,97.3 
119820,PC,NO,2005-01-01,96.8
119820,PC,NO,2006-01-01,100.2
119820,PC,NO,2007-01-01,98.5
119820,PC,NO,2008-01-01,99.6
119820,PC,NO,2009-01-01,104.7
119820,PC,NO,2010-01-01,97.6
119820,PC,NO,2011-01-01,105.2
119820,PC,NO,2012-01-01,103.9
119820,PC,NO,2013-01-01,106.3
119820,PC,NO,2014-01-01,109.5
119820,PC,NO,2015-01-01,106.0
119820,PC,NO,2016-01-01,104.7
119820,PC,PL,2004-01-01,2.2 
119820,PC,PL,2005-01-01,2.7
119820,PC,PL,2006-01-01,3.0
119820,PC,PL,2007-01-01,3.5
119820,PC,PL,2008-01-01,4.4
119820,PC,PL,2009-01-01,5.8
119820,PC,PL,2010-01-01,6.6
119820,PC,PL,2011-01-01,8.2
119820,PC,PL,2012-01-01,10.7
119820,PC,PL,2013-01-01,10.7
119820,PC,PL,2014-01-01,12.4
119820,PC,PL,2015-01-01,13.4
119820,PC,PL,2016-01-01,13.4
119820,PC,PT,2004-01-01,27.5 
119820,PC,PT,2005-01-01,27.7
119820,PC,PT,2006-01-01,29.3
119820,PC,PT,2007-01-01,32.3
119820,PC,PT,2008-01-01,34.1
119820,PC,PT,2009-01-01,37.6
119820,PC,PT,2010-01-01,40.7
119820,PC,PT,2011-01-01,45.9
119820,PC,PT,2012-01-01,47.6
119820,PC,PT,2013-01-01,49.1
119820,PC,PT,2014-01-01,52.1
119820,PC,PT,2015-01-01,52.6
119820,PC,PT,2016-01-01,54.1
119820,PC,RO,2004-01-01,25.0 
119820,PC,RO,2005-01-01,26.9
119820,PC,RO,2006-01-01,28.1
119820,PC,RO,2007-01-01,28.1
119820,PC,RO,2008-01-01,28.1
119820,PC,RO,2009-01-01,30.9
119820,PC,RO,2010-01-01,30.4
119820,PC,RO,2011-01-01,31.1
119820,PC,RO,2012-01-01,33.6
119820,PC,RO,2013-01-01,37.5
119820,PC,RO,2014-01-01,41.7
119820,PC,RO,2015-01-01,43.2
119820,PC,RO,2016-01-01,42.7
119820,PC,RS,2004-01-01,18.7 
119820,PC,RS,2005-01-01,22.4
119820,PC,RS,2006-01-01,23.6
119820,PC,RS,2007-01-01,24.8
119820,PC,RS,2008-01-01,26.3
119820,PC,RS,2009-01-01,28.7
119820,PC,RS,2010-01-01,28.5
119820,PC,RS,2011-01-01,27.7
119820,PC,RS,2012-01-01,28.6
119820,PC,RS,2013-01-01,28.5
119820,PC,RS,2014-01-01,29.9
119820,PC,RS,2015-01-01,28.7
119820,PC,RS,2016-01-01,29.2
119820,PC,SE,2004-01-01,51.2 
119820,PC,SE,2005-01-01,50.9
119820,PC,SE,2006-01-01,51.8
119820,PC,SE,2007-01-01,53.2
119820,PC,SE,2008-01-01,53.6
119820,PC,SE,2009-01-01,58.3
119820,PC,SE,2010-01-01,56.0
119820,PC,SE,2011-01-01,59.9
119820,PC,SE,2012-01-01,60.0
119820,PC,SE,2013-01-01,61.8
119820,PC,SE,2014-01-01,63.2
119820,PC,SE,2015-01-01,65.8
119820,PC,SE,2016-01-01,64.9
119820,PC,SI,2004-01-01,29.3 
119820,PC,SI,2005-01-01,28.7
119820,PC,SI,2006-01-01,28.2
119820,PC,SI,2007-01-01,27.7
119820,PC,SI,2008-01-01,30.0
119820,PC,SI,2009-01-01,33.8
119820,PC,SI,2010-01-01,32.2
119820,PC,SI,2011-01-01,31.0
119820,PC,SI,2012-01-01,31.6
119820,PC,SI,2013-01-01,33.1
119820,PC,SI,2014-01-01,33.9
119820,PC,SI,2015-01-01,32.7
119820,PC,SI,2016-01-01,32.1
119820,PC,SK,2004-01-01,15.4 
119820,PC,SK,2005-01-01,15.7
119820,PC,SK,2006-01-01,16.6
119820,PC,SK,2007-01-01,16.5
119820,PC,SK,2008-01-01,17.0
119820,PC,SK,2009-01-01,17.8
119820,PC,SK,2010-01-01,17.8
119820,PC,SK,2011-01-01,19.3
119820,PC,SK,2012-01-01,20.1
119820,PC,SK,2013-01-01,20.8
119820,PC,SK,2014-01-01,22.9
119820,PC,SK,2015-01-01,22.7
119820,PC,SK,2016-01-01,22.5
119820,PC,UK,2004-01-01,3.5 
119820,PC,UK,2005-01-01,4.1
119820,PC,UK,2006-01-01,4.5
119820,PC,UK,2007-01-01,4.8
119820,PC,UK,2008-01-01,5.5
119820,PC,UK,2009-01-01,6.7
119820,PC,UK,2010-01-01,7.5
119820,PC,UK,2011-01-01,8.9
119820,PC,UK,2012-01-01,10.8
119820,PC,UK,2013-01-01,13.8
119820,PC,UK,2014-01-01,17.8
119820,PC,UK,2015-01-01,22.3
119820,PC,UK,2016-01-01,24.6
119830,PC,AL,2004-01-01,33.1 
119830,PC,AL,2005-01-01,37.8
119830,PC,AL,2006-01-01,31.0
119830,PC,AL,2007-01-01,33.1
119830,PC,AL,2008-01-01,37.1
119830,PC,AL,2009-01-01,34.7
