indic_bt,nace_r2,s_adj,unit,geotime,date,value
PRIN,MIG_ING,NSA,I2015_NSA,AT,2017-10-01,102.2
PRIN,MIG_ING,NSA,I2015_NSA,AT,2017-11-01,102.5
PRIN,MIG_ING,NSA,I2015_NSA,AT,2017-12-01,102.4
PRIN,MIG_ING,NSA,I2015_NSA,AT,2018-01-01,103.3
PRIN,MIG_ING,NSA,I2015_NSA,AT,2018-02-01,103.6
PRIN,MIG_ING,NSA,I2015_NSA,AT,2018-03-01,103.8
PRIN,MIG_ING,NSA,I2015_NSA,AT,2018-04-01,104.3
PRIN,MIG_ING,NSA,I2015_NSA,AT,2018-05-01,104.5
PRIN,MIG_ING,NSA,I2015_NSA,AT,2018-06-01,104.6
PRIN,MIG_ING,NSA,I2015_NSA,AT,2018-07-01,104.7
PRIN,MIG_ING,NSA,I2015_NSA,AT,2018-08-01,104.9
PRIN,MIG_ING,NSA,I2015_NSA,AT,2018-09-01,
PRIN,MIG_ING,NSA,I2015_NSA,BE,2017-10-01,105.3
PRIN,MIG_ING,NSA,I2015_NSA,BE,2017-11-01,105.3
PRIN,MIG_ING,NSA,I2015_NSA,BE,2017-12-01,105.9
PRIN,MIG_ING,NSA,I2015_NSA,BE,2018-01-01,106.8
PRIN,MIG_ING,NSA,I2015_NSA,BE,2018-02-01,107.4
PRIN,MIG_ING,NSA,I2015_NSA,BE,2018-03-01,107.2
PRIN,MIG_ING,NSA,I2015_NSA,BE,2018-04-01,107.3
PRIN,MIG_ING,NSA,I2015_NSA,BE,2018-05-01,107.8
PRIN,MIG_ING,NSA,I2015_NSA,BE,2018-06-01,109.3
PRIN,MIG_ING,NSA,I2015_NSA,BE,2018-07-01,109.1
PRIN,MIG_ING,NSA,I2015_NSA,BE,2018-08-01,109.2
PRIN,MIG_ING,NSA,I2015_NSA,BE,2018-09-01,
PRIN,MIG_ING,NSA,I2015_NSA,BG,2017-10-01,103.1
PRIN,MIG_ING,NSA,I2015_NSA,BG,2017-11-01,103.1
PRIN,MIG_ING,NSA,I2015_NSA,BG,2017-12-01,103.3
PRIN,MIG_ING,NSA,I2015_NSA,BG,2018-01-01,103.7
PRIN,MIG_ING,NSA,I2015_NSA,BG,2018-02-01,103.3
PRIN,MIG_ING,NSA,I2015_NSA,BG,2018-03-01,103.2
PRIN,MIG_ING,NSA,I2015_NSA,BG,2018-04-01,102.9
PRIN,MIG_ING,NSA,I2015_NSA,BG,2018-05-01,103.3
PRIN,MIG_ING,NSA,I2015_NSA,BG,2018-06-01,104.3
