unit,geotime,date,value
MIO_EUR,AT,2014-01-01,
MIO_EUR,AT,2015-01-01,117
MIO_EUR,AT,2016-01-01,199
MIO_EUR,BE,2014-01-01,
MIO_EUR,BE,2015-01-01,46
MIO_EUR,BE,2016-01-01,100
MIO_EUR,BG,2014-01-01,
MIO_EUR,BG,2015-01-01,0
MIO_EUR,BG,2016-01-01,
MIO_EUR,COMM,2014-01-01,
MIO_EUR,COMM,2015-01-01,1535
MIO_EUR,COMM,2016-01-01,2730
MIO_EUR,CY,2014-01-01,
MIO_EUR,CY,2015-01-01,
MIO_EUR,CY,2016-01-01,
MIO_EUR,CZ,2014-01-01,
MIO_EUR,CZ,2015-01-01,8
MIO_EUR,CZ,2016-01-01,7
MIO_EUR,DE,2014-01-01,
MIO_EUR,DE,2015-01-01,7406
MIO_EUR,DE,2016-01-01,8534
MIO_EUR,DK,2014-01-01,
MIO_EUR,DK,2015-01-01,143
MIO_EUR,DK,2016-01-01,172
MIO_EUR,EE,2014-01-01,
MIO_EUR,EE,2015-01-01,1
MIO_EUR,EE,2016-01-01,0
MIO_EUR,EIB,2014-01-01,
MIO_EUR,EIB,2015-01-01,2214
MIO_EUR,EIB,2016-01-01,1947
MIO_EUR,EL,2014-01-01,
MIO_EUR,EL,2015-01-01,0
MIO_EUR,EL,2016-01-01,0
MIO_EUR,ES,2014-01-01,
MIO_EUR,ES,2015-01-01,466
MIO_EUR,ES,2016-01-01,595
MIO_EUR,EU28,2014-01-01,
MIO_EUR,EU28,2015-01-01,13813
MIO_EUR,EU28,2016-01-01,15501
MIO_EUR,FI,2014-01-01,
MIO_EUR,FI,2015-01-01,115
MIO_EUR,FI,2016-01-01,43
MIO_EUR,FR,2014-01-01,
MIO_EUR,FR,2015-01-01,2792
MIO_EUR,FR,2016-01-01,3334
MIO_EUR,HR,2014-01-01,
MIO_EUR,HR,2015-01-01,
MIO_EUR,HR,2016-01-01,
MIO_EUR,HU,2014-01-01,
MIO_EUR,HU,2015-01-01,41
MIO_EUR,HU,2016-01-01,35
MIO_EUR,IE,2014-01-01,
MIO_EUR,IE,2015-01-01,36
MIO_EUR,IE,2016-01-01,52
MIO_EUR,IT,2014-01-01,
MIO_EUR,IT,2015-01-01,327
MIO_EUR,IT,2016-01-01,242
MIO_EUR,LT,2014-01-01,
MIO_EUR,LT,2015-01-01,0
MIO_EUR,LT,2016-01-01,0
MIO_EUR,LU,2014-01-01,
MIO_EUR,LU,2015-01-01,45
MIO_EUR,LU,2016-01-01,129
MIO_EUR,LV,2014-01-01,
MIO_EUR,LV,2015-01-01,0
MIO_EUR,LV,2016-01-01,0
MIO_EUR,MT,2014-01-01,
MIO_EUR,MT,2015-01-01,0
MIO_EUR,MT,2016-01-01,0
MIO_EUR,NL,2014-01-01,
MIO_EUR,NL,2015-01-01,425
MIO_EUR,NL,2016-01-01,471
MIO_EUR,PL,2014-01-01,
MIO_EUR,PL,2015-01-01,5
MIO_EUR,PL,2016-01-01,5
MIO_EUR,PT,2014-01-01,
MIO_EUR,PT,2015-01-01,6
MIO_EUR,PT,2016-01-01,2
MIO_EUR,RO,2014-01-01,
MIO_EUR,RO,2015-01-01,
MIO_EUR,RO,2016-01-01,0
MIO_EUR,SE,2014-01-01,
MIO_EUR,SE,2015-01-01,341
MIO_EUR,SE,2016-01-01,402
MIO_EUR,SI,2014-01-01,
MIO_EUR,SI,2015-01-01,2
MIO_EUR,SI,2016-01-01,2
MIO_EUR,SK,2014-01-01,
MIO_EUR,SK,2015-01-01,2
MIO_EUR,SK,2016-01-01,2
MIO_EUR,UK,2014-01-01,
MIO_EUR,UK,2015-01-01,1480
MIO_EUR,UK,2016-01-01,1163
