areaprot,geotime,date,value
TPA_KM2,EU28,2014-01-01,788488.0
TPA_KM2,EU28,2015-01-01,787606.0
TPA_KM2,EU28,2016-01-01,789081.0
TPA_KM2,EU28,2017-01-01,790213.0
TPA_KM2,FI,2003-01-01,42791.0
TPA_KM2,FI,2004-01-01,42791.0
TPA_KM2,FI,2005-01-01,42791.0
TPA_KM2,FI,2006-01-01,43092.0
TPA_KM2,FI,2007-01-01,43092.0
TPA_KM2,FI,2008-01-01,43092.0
TPA_KM2,FI,2009-01-01,43092.0
TPA_KM2,FI,2010-01-01,48758.0
TPA_KM2,FI,2011-01-01,48754.0
TPA_KM2,FI,2012-01-01,48761.0
TPA_KM2,FI,2013-01-01,48851.0
TPA_KM2,FI,2014-01-01,48847.0
TPA_KM2,FI,2015-01-01,48847.0
TPA_KM2,FI,2016-01-01,48847.0
TPA_KM2,FI,2017-01-01,48847.0
TPA_KM2,FR,2003-01-01,37179.0
TPA_KM2,FR,2004-01-01,37295.0
TPA_KM2,FR,2005-01-01,37915.0
TPA_KM2,FR,2006-01-01,43340.0
TPA_KM2,FR,2007-01-01,46564.0
TPA_KM2,FR,2008-01-01,46486.0
TPA_KM2,FR,2009-01-01,46709.0
TPA_KM2,FR,2010-01-01,68790.0
TPA_KM2,FR,2011-01-01,68955.0
TPA_KM2,FR,2012-01-01,68958.0
TPA_KM2,FR,2013-01-01,69127.0
TPA_KM2,FR,2014-01-01,69418.0
TPA_KM2,FR,2015-01-01,69974.0
TPA_KM2,FR,2016-01-01,70515.0
TPA_KM2,FR,2017-01-01,70625.0
TPA_KM2,HR,2003-01-01,
TPA_KM2,HR,2004-01-01,
TPA_KM2,HR,2005-01-01,
TPA_KM2,HR,2006-01-01,
TPA_KM2,HR,2007-01-01,
TPA_KM2,HR,2008-01-01,
TPA_KM2,HR,2009-01-01,
TPA_KM2,HR,2010-01-01,
TPA_KM2,HR,2011-01-01,
TPA_KM2,HR,2012-01-01,
TPA_KM2,HR,2013-01-01,20675.0
TPA_KM2,HR,2014-01-01,20673.0
TPA_KM2,HR,2015-01-01,20704.0
TPA_KM2,HR,2016-01-01,20704.0
TPA_KM2,HR,2017-01-01,20704.0
TPA_KM2,HU,2003-01-01,
TPA_KM2,HU,2004-01-01,
TPA_KM2,HU,2005-01-01,13929.0
TPA_KM2,HU,2006-01-01,13929.0
TPA_KM2,HU,2007-01-01,13929.0
TPA_KM2,HU,2008-01-01,13929.0
TPA_KM2,HU,2009-01-01,13973.0
TPA_KM2,HU,2010-01-01,19939.0
TPA_KM2,HU,2011-01-01,19949.0
TPA_KM2,HU,2012-01-01,19950.0
TPA_KM2,HU,2013-01-01,19950.0
TPA_KM2,HU,2014-01-01,19949.0
TPA_KM2,HU,2015-01-01,19949.0
TPA_KM2,HU,2016-01-01,19949.0
TPA_KM2,HU,2017-01-01,19949.0
TPA_KM2,IE,2003-01-01,7550.0
TPA_KM2,IE,2004-01-01,7175.0
TPA_KM2,IE,2005-01-01,7175.0
TPA_KM2,IE,2006-01-01,7175.0
TPA_KM2,IE,2007-01-01,7175.0
TPA_KM2,IE,2008-01-01,7543.0
TPA_KM2,IE,2009-01-01,7544.0
TPA_KM2,IE,2010-01-01,9122.0
TPA_KM2,IE,2011-01-01,9259.0
TPA_KM2,IE,2012-01-01,9259.0
TPA_KM2,IE,2013-01-01,9222.0
TPA_KM2,IE,2014-01-01,9227.0
TPA_KM2,IE,2015-01-01,9227.0
TPA_KM2,IE,2016-01-01,9226.0
TPA_KM2,IE,2017-01-01,9230.0
TPA_KM2,IT,2003-01-01,44173.0
TPA_KM2,IT,2004-01-01,41751.0
TPA_KM2,IT,2005-01-01,41750.0
TPA_KM2,IT,2006-01-01,42735.0
TPA_KM2,IT,2007-01-01,42816.0
TPA_KM2,IT,2008-01-01,42968.0
TPA_KM2,IT,2009-01-01,43055.0
TPA_KM2,IT,2010-01-01,57736.0
TPA_KM2,IT,2011-01-01,57756.0
TPA_KM2,IT,2012-01-01,57357.0
TPA_KM2,IT,2013-01-01,57137.0
TPA_KM2,IT,2014-01-01,57172.0
TPA_KM2,IT,2015-01-01,57172.0
TPA_KM2,IT,2016-01-01,57173.0
TPA_KM2,IT,2017-01-01,57265.0
TPA_KM2,LT,2003-01-01,
TPA_KM2,LT,2004-01-01,
TPA_KM2,LT,2005-01-01,6493.0
TPA_KM2,LT,2006-01-01,6493.0
TPA_KM2,LT,2007-01-01,6493.0
TPA_KM2,LT,2008-01-01,6493.0
TPA_KM2,LT,2009-01-01,8651.0
TPA_KM2,LT,2010-01-01,7879.0
TPA_KM2,LT,2011-01-01,7879.0
TPA_KM2,LT,2012-01-01,7883.0
TPA_KM2,LT,2013-01-01,7890.0
TPA_KM2,LT,2014-01-01,7933.0
TPA_KM2,LT,2015-01-01,7938.0
TPA_KM2,LT,2016-01-01,8086.0
TPA_KM2,LT,2017-01-01,8086.0
TPA_KM2,LU,2003-01-01,383.0
TPA_KM2,LU,2004-01-01,383.0
TPA_KM2,LU,2005-01-01,383.0
TPA_KM2,LU,2006-01-01,383.0
TPA_KM2,LU,2007-01-01,399.0
TPA_KM2,LU,2008-01-01,399.0
TPA_KM2,LU,2009-01-01,399.0
TPA_KM2,LU,2010-01-01,471.0
TPA_KM2,LU,2011-01-01,471.0
TPA_KM2,LU,2012-01-01,469.0
TPA_KM2,LU,2013-01-01,469.0
TPA_KM2,LU,2014-01-01,471.0
TPA_KM2,LU,2015-01-01,702.0
TPA_KM2,LU,2016-01-01,702.0
TPA_KM2,LU,2017-01-01,702.0
TPA_KM2,LV,2003-01-01,
TPA_KM2,LV,2004-01-01,
TPA_KM2,LV,2005-01-01,7095.0
TPA_KM2,LV,2006-01-01,7095.0
TPA_KM2,LV,2007-01-01,7101.0
TPA_KM2,LV,2008-01-01,7101.0
TPA_KM2,LV,2009-01-01,7294.0
TPA_KM2,LV,2010-01-01,7305.0
TPA_KM2,LV,2011-01-01,7447.0
TPA_KM2,LV,2012-01-01,7442.0
TPA_KM2,LV,2013-01-01,7449.0
TPA_KM2,LV,2014-01-01,7446.0
TPA_KM2,LV,2015-01-01,7446.0
TPA_KM2,LV,2016-01-01,7446.0
TPA_KM2,LV,2017-01-01,7447.0
TPA_KM2,MT,2003-01-01,
TPA_KM2,MT,2004-01-01,
TPA_KM2,MT,2005-01-01,39.0
TPA_KM2,MT,2006-01-01,40.0
TPA_KM2,MT,2007-01-01,40.0
TPA_KM2,MT,2008-01-01,40.0
TPA_KM2,MT,2009-01-01,42.0
TPA_KM2,MT,2010-01-01,41.0
TPA_KM2,MT,2011-01-01,42.0
TPA_KM2,MT,2012-01-01,42.0
TPA_KM2,MT,2013-01-01,41.0
TPA_KM2,MT,2014-01-01,41.0
TPA_KM2,MT,2015-01-01,41.0
TPA_KM2,MT,2016-01-01,41.0
TPA_KM2,MT,2017-01-01,41.0
TPA_KM2,NL,2003-01-01,3955.0
TPA_KM2,NL,2004-01-01,3955.0
TPA_KM2,NL,2005-01-01,3955.0
TPA_KM2,NL,2006-01-01,3485.0
TPA_KM2,NL,2007-01-01,3485.0
TPA_KM2,NL,2008-01-01,3485.0
TPA_KM2,NL,2009-01-01,3485.0
TPA_KM2,NL,2010-01-01,5725.0
TPA_KM2,NL,2011-01-01,5740.0
TPA_KM2,NL,2012-01-01,5739.0
TPA_KM2,NL,2013-01-01,5563.0
TPA_KM2,NL,2014-01-01,5517.0
TPA_KM2,NL,2015-01-01,5518.0
TPA_KM2,NL,2016-01-01,5520.0
TPA_KM2,NL,2017-01-01,5522.0
TPA_KM2,PL,2003-01-01,
TPA_KM2,PL,2004-01-01,
TPA_KM2,PL,2005-01-01,13124.0
TPA_KM2,PL,2006-01-01,13124.0
TPA_KM2,PL,2007-01-01,23256.0
TPA_KM2,PL,2008-01-01,25310.0
TPA_KM2,PL,2009-01-01,34403.0
TPA_KM2,PL,2010-01-01,60782.0
TPA_KM2,PL,2011-01-01,61043.0
TPA_KM2,PL,2012-01-01,61210.0
TPA_KM2,PL,2013-01-01,61059.0
TPA_KM2,PL,2014-01-01,61165.0
TPA_KM2,PL,2015-01-01,61165.0
TPA_KM2,PL,2016-01-01,61165.0
TPA_KM2,PL,2017-01-01,61165.0
TPA_KM2,PT,2003-01-01,16012.0
TPA_KM2,PT,2004-01-01,16012.0
TPA_KM2,PT,2005-01-01,16013.0
TPA_KM2,PT,2006-01-01,16013.0
TPA_KM2,PT,2007-01-01,16013.0
TPA_KM2,PT,2008-01-01,16013.0
TPA_KM2,PT,2009-01-01,16013.0
TPA_KM2,PT,2010-01-01,19202.0
TPA_KM2,PT,2011-01-01,19247.0
TPA_KM2,PT,2012-01-01,19217.0
TPA_KM2,PT,2013-01-01,19010.0
TPA_KM2,PT,2014-01-01,18995.0
TPA_KM2,PT,2015-01-01,19010.0
TPA_KM2,PT,2016-01-01,19010.0
TPA_KM2,PT,2017-01-01,19010.0
TPA_KM2,RO,2003-01-01,
TPA_KM2,RO,2004-01-01,
TPA_KM2,RO,2005-01-01,
TPA_KM2,RO,2006-01-01,
TPA_KM2,RO,2007-01-01,
TPA_KM2,RO,2008-01-01,31479.0
TPA_KM2,RO,2009-01-01,31480.0
TPA_KM2,RO,2010-01-01,42654.0
TPA_KM2,RO,2011-01-01,54010.0
TPA_KM2,RO,2012-01-01,53942.0
TPA_KM2,RO,2013-01-01,53788.0
TPA_KM2,RO,2014-01-01,53781.0
TPA_KM2,RO,2015-01-01,53781.0
TPA_KM2,RO,2016-01-01,54214.0
TPA_KM2,RO,2017-01-01,54214.0
TPA_KM2,SE,2003-01-01,57844.0
TPA_KM2,SE,2004-01-01,56523.0
TPA_KM2,SE,2005-01-01,56523.0
TPA_KM2,SE,2006-01-01,56708.0
TPA_KM2,SE,2007-01-01,56934.0
TPA_KM2,SE,2008-01-01,56943.0
TPA_KM2,SE,2009-01-01,56956.0
TPA_KM2,SE,2010-01-01,57124.0
TPA_KM2,SE,2011-01-01,57124.0
TPA_KM2,SE,2012-01-01,57509.0
TPA_KM2,SE,2013-01-01,57410.0
TPA_KM2,SE,2014-01-01,57407.0
TPA_KM2,SE,2015-01-01,55250.0
TPA_KM2,SE,2016-01-01,55280.0
TPA_KM2,SE,2017-01-01,55647.0
TPA_KM2,SI,2003-01-01,
TPA_KM2,SI,2004-01-01,
TPA_KM2,SI,2005-01-01,6359.0
TPA_KM2,SI,2006-01-01,6359.0
TPA_KM2,SI,2007-01-01,6359.0
TPA_KM2,SI,2008-01-01,6359.0
TPA_KM2,SI,2009-01-01,6360.0
TPA_KM2,SI,2010-01-01,7203.0
TPA_KM2,SI,2011-01-01,7200.0
TPA_KM2,SI,2012-01-01,7200.0
TPA_KM2,SI,2013-01-01,7673.0
TPA_KM2,SI,2014-01-01,7674.0
TPA_KM2,SI,2015-01-01,7674.0
TPA_KM2,SI,2016-01-01,7675.0
TPA_KM2,SI,2017-01-01,7675.0
TPA_KM2,SK,2003-01-01,
TPA_KM2,SK,2004-01-01,
TPA_KM2,SK,2005-01-01,5739.0
TPA_KM2,SK,2006-01-01,5739.0
TPA_KM2,SK,2007-01-01,5739.0
TPA_KM2,SK,2008-01-01,5739.0
TPA_KM2,SK,2009-01-01,5739.0
TPA_KM2,SK,2010-01-01,14141.0
TPA_KM2,SK,2011-01-01,14446.0
TPA_KM2,SK,2012-01-01,14448.0
TPA_KM2,SK,2013-01-01,14442.0
TPA_KM2,SK,2014-01-01,14442.0
TPA_KM2,SK,2015-01-01,14442.0
TPA_KM2,SK,2016-01-01,14442.0
TPA_KM2,SK,2017-01-01,14633.0
TPA_KM2,UK,2003-01-01,15982.0
TPA_KM2,UK,2004-01-01,15973.0
TPA_KM2,UK,2005-01-01,15991.0
TPA_KM2,UK,2006-01-01,15978.0
TPA_KM2,UK,2007-01-01,15978.0
TPA_KM2,UK,2008-01-01,16658.0
TPA_KM2,UK,2009-01-01,16657.0
TPA_KM2,UK,2010-01-01,17683.0
TPA_KM2,UK,2011-01-01,20934.0
TPA_KM2,UK,2012-01-01,20935.0
TPA_KM2,UK,2013-01-01,20884.0
TPA_KM2,UK,2014-01-01,20896.0
TPA_KM2,UK,2015-01-01,20901.0
TPA_KM2,UK,2016-01-01,20989.0
TPA_KM2,UK,2017-01-01,21001.0
