areaprot,geotime,date,value
TPA_KM2,AT,2003-01-01,8874.0
TPA_KM2,AT,2004-01-01,8884.0
TPA_KM2,AT,2005-01-01,8884.0
TPA_KM2,AT,2006-01-01,8885.0
TPA_KM2,AT,2007-01-01,8888.0
TPA_KM2,AT,2008-01-01,8978.0
TPA_KM2,AT,2009-01-01,8978.0
TPA_KM2,AT,2010-01-01,12324.0
TPA_KM2,AT,2011-01-01,12548.0
TPA_KM2,AT,2012-01-01,12546.0
TPA_KM2,AT,2013-01-01,12559.0
TPA_KM2,AT,2014-01-01,12616.0
TPA_KM2,AT,2015-01-01,12691.0
TPA_KM2,AT,2016-01-01,12691.0
TPA_KM2,AT,2017-01-01,12701.0
TPA_KM2,BE,2003-01-01,3015.0
TPA_KM2,BE,2004-01-01,3040.0
TPA_KM2,BE,2005-01-01,3040.0
TPA_KM2,BE,2006-01-01,3040.0
TPA_KM2,BE,2007-01-01,3041.0
TPA_KM2,BE,2008-01-01,3071.0
TPA_KM2,BE,2009-01-01,3071.0
TPA_KM2,BE,2010-01-01,3870.0
TPA_KM2,BE,2011-01-01,3891.0
TPA_KM2,BE,2012-01-01,3891.0
TPA_KM2,BE,2013-01-01,3883.0
TPA_KM2,BE,2014-01-01,3885.0
TPA_KM2,BE,2015-01-01,3887.0
TPA_KM2,BE,2016-01-01,3887.0
TPA_KM2,BE,2017-01-01,3892.0
TPA_KM2,BG,2003-01-01,
TPA_KM2,BG,2004-01-01,
TPA_KM2,BG,2005-01-01,
TPA_KM2,BG,2006-01-01,
TPA_KM2,BG,2007-01-01,
TPA_KM2,BG,2008-01-01,32838.0
TPA_KM2,BG,2009-01-01,32838.0
TPA_KM2,BG,2010-01-01,37634.0
TPA_KM2,BG,2011-01-01,38084.0
TPA_KM2,BG,2012-01-01,38084.0
TPA_KM2,BG,2013-01-01,38066.0
TPA_KM2,BG,2014-01-01,38222.0
TPA_KM2,BG,2015-01-01,38222.0
TPA_KM2,BG,2016-01-01,38222.0
TPA_KM2,BG,2017-01-01,38222.0
TPA_KM2,CY,2003-01-01,
TPA_KM2,CY,2004-01-01,
TPA_KM2,CY,2005-01-01,459.0
TPA_KM2,CY,2006-01-01,661.0
TPA_KM2,CY,2007-01-01,661.0
TPA_KM2,CY,2008-01-01,661.0
TPA_KM2,CY,2009-01-01,661.0
TPA_KM2,CY,2010-01-01,1627.0
TPA_KM2,CY,2011-01-01,1627.0
TPA_KM2,CY,2012-01-01,1627.0
TPA_KM2,CY,2013-01-01,1628.0
TPA_KM2,CY,2014-01-01,1629.0
TPA_KM2,CY,2015-01-01,1653.0
TPA_KM2,CY,2016-01-01,1653.0
TPA_KM2,CY,2017-01-01,1653.0
TPA_KM2,CZ,2003-01-01,
TPA_KM2,CZ,2004-01-01,
TPA_KM2,CZ,2005-01-01,7244.0
TPA_KM2,CZ,2006-01-01,7244.0
TPA_KM2,CZ,2007-01-01,7244.0
TPA_KM2,CZ,2008-01-01,7251.0
TPA_KM2,CZ,2009-01-01,7854.0
TPA_KM2,CZ,2010-01-01,11072.0
TPA_KM2,CZ,2011-01-01,11062.0
TPA_KM2,CZ,2012-01-01,11062.0
TPA_KM2,CZ,2013-01-01,11062.0
TPA_KM2,CZ,2014-01-01,11061.0
TPA_KM2,CZ,2015-01-01,11061.0
TPA_KM2,CZ,2016-01-01,11148.0
TPA_KM2,CZ,2017-01-01,11148.0
TPA_KM2,DE,2003-01-01,24956.0
TPA_KM2,DE,2004-01-01,24956.0
TPA_KM2,DE,2005-01-01,35090.0
TPA_KM2,DE,2006-01-01,35208.0
TPA_KM2,DE,2007-01-01,35208.0
TPA_KM2,DE,2008-01-01,35209.0
TPA_KM2,DE,2009-01-01,34574.0
TPA_KM2,DE,2010-01-01,55061.0
TPA_KM2,DE,2011-01-01,55082.0
TPA_KM2,DE,2012-01-01,55244.0
TPA_KM2,DE,2013-01-01,55142.0
TPA_KM2,DE,2014-01-01,55158.0
TPA_KM2,DE,2015-01-01,55170.0
TPA_KM2,DE,2016-01-01,55200.0
TPA_KM2,DE,2017-01-01,55200.0
TPA_KM2,DK,2003-01-01,3176.0
TPA_KM2,DK,2004-01-01,3177.0
TPA_KM2,DK,2005-01-01,3177.0
TPA_KM2,DK,2006-01-01,3177.0
TPA_KM2,DK,2007-01-01,3177.0
TPA_KM2,DK,2008-01-01,3177.0
TPA_KM2,DK,2009-01-01,3174.0
TPA_KM2,DK,2010-01-01,3849.0
TPA_KM2,DK,2011-01-01,3855.0
TPA_KM2,DK,2012-01-01,3632.0
TPA_KM2,DK,2013-01-01,3584.0
TPA_KM2,DK,2014-01-01,3594.0
TPA_KM2,DK,2015-01-01,3594.0
TPA_KM2,DK,2016-01-01,3594.0
TPA_KM2,DK,2017-01-01,3594.0
TPA_KM2,EE,2003-01-01,
TPA_KM2,EE,2004-01-01,
TPA_KM2,EE,2005-01-01,7172.0
TPA_KM2,EE,2006-01-01,7172.0
TPA_KM2,EE,2007-01-01,7474.0
TPA_KM2,EE,2008-01-01,7575.0
TPA_KM2,EE,2009-01-01,7569.0
TPA_KM2,EE,2010-01-01,8037.0
TPA_KM2,EE,2011-01-01,8059.0
TPA_KM2,EE,2012-01-01,8061.0
TPA_KM2,EE,2013-01-01,8076.0
TPA_KM2,EE,2014-01-01,8078.0
TPA_KM2,EE,2015-01-01,8083.0
TPA_KM2,EE,2016-01-01,8083.0
TPA_KM2,EE,2017-01-01,8106.0
TPA_KM2,EL,2003-01-01,21643.0
TPA_KM2,EL,2004-01-01,21643.0
TPA_KM2,EL,2005-01-01,21643.0
TPA_KM2,EL,2006-01-01,21643.0
TPA_KM2,EL,2007-01-01,21643.0
TPA_KM2,EL,2008-01-01,21634.0
TPA_KM2,EL,2009-01-01,21454.0
TPA_KM2,EL,2010-01-01,35804.0
TPA_KM2,EL,2011-01-01,36022.0
TPA_KM2,EL,2012-01-01,36010.0
TPA_KM2,EL,2013-01-01,35761.0
TPA_KM2,EL,2014-01-01,35747.0
TPA_KM2,EL,2015-01-01,35747.0
TPA_KM2,EL,2016-01-01,35747.0
TPA_KM2,EL,2017-01-01,35982.0
TPA_KM2,ES,2003-01-01,114120.0
TPA_KM2,ES,2004-01-01,113931.0
TPA_KM2,ES,2005-01-01,113909.0
TPA_KM2,ES,2006-01-01,113921.0
TPA_KM2,ES,2007-01-01,118165.0
TPA_KM2,ES,2008-01-01,118168.0
TPA_KM2,ES,2009-01-01,123508.0
TPA_KM2,ES,2010-01-01,137317.0
TPA_KM2,ES,2011-01-01,137510.0
TPA_KM2,ES,2012-01-01,137664.0
TPA_KM2,ES,2013-01-01,137365.0
TPA_KM2,ES,2014-01-01,137444.0
TPA_KM2,ES,2015-01-01,137757.0
TPA_KM2,ES,2016-01-01,137872.0
TPA_KM2,ES,2017-01-01,137952.0
TPA_KM2,EU27,2003-01-01,
TPA_KM2,EU27,2004-01-01,
TPA_KM2,EU27,2005-01-01,
TPA_KM2,EU27,2006-01-01,
TPA_KM2,EU27,2007-01-01,
TPA_KM2,EU27,2008-01-01,568599.0
TPA_KM2,EU27,2009-01-01,585533.0
TPA_KM2,EU27,2010-01-01,751150.0
TPA_KM2,EU27,2011-01-01,767996.0
TPA_KM2,EU27,2012-01-01,768142.0
TPA_KM2,EU27,2013-01-01,767091.0
TPA_KM2,EU27,2014-01-01,767815.0
TPA_KM2,EU27,2015-01-01,766902.0
TPA_KM2,EU27,2016-01-01,768377.0
TPA_KM2,EU27,2017-01-01,
TPA_KM2,EU28,2003-01-01,
TPA_KM2,EU28,2004-01-01,
TPA_KM2,EU28,2005-01-01,
TPA_KM2,EU28,2006-01-01,
TPA_KM2,EU28,2007-01-01,
TPA_KM2,EU28,2008-01-01,
TPA_KM2,EU28,2009-01-01,
TPA_KM2,EU28,2010-01-01,
TPA_KM2,EU28,2011-01-01,
TPA_KM2,EU28,2012-01-01,
TPA_KM2,EU28,2013-01-01,787766.0
