unit,sex,age,isced11,geotime,date,value
PC,T,Y15-74,ED0-2,AT,2005-01-01,11
PC,T,Y15-74,ED0-2,AT,2006-01-01,10
PC,T,Y15-74,ED0-2,AT,2007-01-01,9
PC,T,Y15-74,ED0-2,AT,2008-01-01,8
PC,T,Y15-74,ED0-2,AT,2009-01-01,10
PC,T,Y15-74,ED0-2,AT,2010-01-01,9
PC,T,Y15-74,ED0-2,AT,2011-01-01,9
PC,T,Y15-74,ED0-2,AT,2012-01-01,
PC,T,Y15-74,ED0-2,AT,2013-01-01,10
PC,T,Y15-74,ED0-2,AT,2014-01-01,11
PC,T,Y15-74,ED0-2,AT,2015-01-01,11
PC,T,Y15-74,ED0-2,AT,2016-01-01,12
PC,T,Y15-74,ED0-2,AT,2017-01-01,13
PC,T,Y15-74,ED0-2,BE,2005-01-01,13
PC,T,Y15-74,ED0-2,BE,2006-01-01,13
PC,T,Y15-74,ED0-2,BE,2007-01-01,12
PC,T,Y15-74,ED0-2,BE,2008-01-01,12
PC,T,Y15-74,ED0-2,BE,2009-01-01,13
PC,T,Y15-74,ED0-2,BE,2010-01-01,15
PC,T,Y15-74,ED0-2,BE,2011-01-01,13
PC,T,Y15-74,ED0-2,BE,2012-01-01,
PC,T,Y15-74,ED0-2,BE,2013-01-01,15
PC,T,Y15-74,ED0-2,BE,2014-01-01,16
PC,T,Y15-74,ED0-2,BE,2015-01-01,16
PC,T,Y15-74,ED0-2,BE,2016-01-01,15
PC,T,Y15-74,ED0-2,BE,2017-01-01,14
PC,T,Y15-74,ED0-2,BG,2005-01-01,19
PC,T,Y15-74,ED0-2,BG,2006-01-01,20
PC,T,Y15-74,ED0-2,BG,2007-01-01,17
PC,T,Y15-74,ED0-2,BG,2008-01-01,14
PC,T,Y15-74,ED0-2,BG,2009-01-01,15
PC,T,Y15-74,ED0-2,BG,2010-01-01,22
PC,T,Y15-74,ED0-2,BG,2011-01-01,26
PC,T,Y15-74,ED0-2,BG,2012-01-01,
PC,T,Y15-74,ED0-2,BG,2013-01-01,29
PC,T,Y15-74,ED0-2,BG,2014-01-01,28
PC,T,Y15-74,ED0-2,BG,2015-01-01,25
PC,T,Y15-74,ED0-2,BG,2016-01-01,22
PC,T,Y15-74,ED0-2,BG,2017-01-01,18
PC,T,Y15-74,ED0-2,CH,2005-01-01,7
PC,T,Y15-74,ED0-2,CH,2006-01-01,7
PC,T,Y15-74,ED0-2,CH,2007-01-01,7
PC,T,Y15-74,ED0-2,CH,2008-01-01,6
PC,T,Y15-74,ED0-2,CH,2009-01-01,7
PC,T,Y15-74,ED0-2,CH,2010-01-01,8
PC,T,Y15-74,ED0-2,CH,2011-01-01,8
PC,T,Y15-74,ED0-2,CH,2012-01-01,
PC,T,Y15-74,ED0-2,CH,2013-01-01,8
PC,T,Y15-74,ED0-2,CH,2014-01-01,8
PC,T,Y15-74,ED0-2,CH,2015-01-01,8
PC,T,Y15-74,ED0-2,CH,2016-01-01,9
PC,T,Y15-74,ED0-2,CH,2017-01-01,8
PC,T,Y15-74,ED0-2,CY,2005-01-01,6
