waste,hazard,nace_r2,unit,geotime,date,value
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,AT,2004-01-01,89.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,AT,2006-01-01,92.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,AT,2008-01-01,111.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,AT,2010-01-01,136.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,AT,2012-01-01,101.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,AT,2014-01-01,112.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,AT,2016-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BA,2004-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BA,2006-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BA,2008-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BA,2010-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BA,2012-01-01,245.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BA,2014-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BA,2016-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BE,2004-01-01,276.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BE,2006-01-01,222.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BE,2008-01-01,178.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BE,2010-01-01,357.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BE,2012-01-01,201.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BE,2014-01-01,178.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BE,2016-01-01,245.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BG,2004-01-01,61.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BG,2006-01-01,102.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BG,2008-01-01,107.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BG,2010-01-01,83.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BG,2012-01-01,19.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BG,2014-01-01,38.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,BG,2016-01-01,41.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,CY,2004-01-01,142.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,CY,2006-01-01,22.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,CY,2008-01-01,14.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,CY,2010-01-01,28.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,CY,2012-01-01,30.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,CY,2014-01-01,39.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,CY,2016-01-01,33.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,CZ,2004-01-01,96.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,CZ,2006-01-01,90.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,CZ,2008-01-01,105.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,CZ,2010-01-01,97.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,CZ,2012-01-01,87.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,CZ,2014-01-01,80.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,CZ,2016-01-01,81.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,DE,2004-01-01,125.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,DE,2006-01-01,150.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,DE,2008-01-01,164.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,DE,2010-01-01,158.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,DE,2012-01-01,178.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,DE,2014-01-01,173.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,DE,2016-01-01,176.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,DK,2004-01-01,56.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,DK,2006-01-01,65.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,DK,2008-01-01,69.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,DK,2010-01-01,81.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,DK,2012-01-01,87.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,DK,2014-01-01,110.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,DK,2016-01-01,96.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EE,2004-01-01,5373.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EE,2006-01-01,4909.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EE,2008-01-01,5623.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EE,2010-01-01,6704.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EE,2012-01-01,6908.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EE,2014-01-01,7899.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EE,2016-01-01,7345.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EL,2004-01-01,29.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EL,2006-01-01,24.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EL,2008-01-01,21.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EL,2010-01-01,25.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EL,2012-01-01,25.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EL,2014-01-01,18.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EL,2016-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,ES,2004-01-01,67.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,ES,2006-01-01,81.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,ES,2008-01-01,71.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,ES,2010-01-01,59.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,ES,2012-01-01,63.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,ES,2014-01-01,61.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,ES,2016-01-01,64.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EU28,2004-01-01,111.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EU28,2006-01-01,127.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EU28,2008-01-01,111.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EU28,2010-01-01,125.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EU28,2012-01-01,121.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EU28,2014-01-01,119.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,EU28,2016-01-01,124.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,FI,2004-01-01,165.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,FI,2006-01-01,211.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,FI,2008-01-01,145.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,FI,2010-01-01,171.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,FI,2012-01-01,125.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,FI,2014-01-01,140.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,FI,2016-01-01,149.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,FR,2004-01-01,104.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,FR,2006-01-01,101.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,FR,2008-01-01,100.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,FR,2010-01-01,115.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,FR,2012-01-01,114.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,FR,2014-01-01,108.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,FR,2016-01-01,111.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,HR,2004-01-01,25.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,HR,2006-01-01,160.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,HR,2008-01-01,8.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,HR,2010-01-01,17.0
