waste,hazard,nace_r2,unit,geotime,date,value
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,HR,2012-01-01,23.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,HR,2014-01-01,26.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,HR,2016-01-01,32.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,HU,2004-01-01,103.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,HU,2006-01-01,50.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,HU,2008-01-01,45.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,HU,2010-01-01,43.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,HU,2012-01-01,55.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,HU,2014-01-01,50.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,HU,2016-01-01,41.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IE,2004-01-01,57.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IE,2006-01-01,45.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IE,2008-01-01,40.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IE,2010-01-01,367.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IE,2012-01-01,99.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IE,2014-01-01,88.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IE,2016-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IS,2004-01-01,29.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IS,2006-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IS,2008-01-01,167.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IS,2010-01-01,25.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IS,2012-01-01,40.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IS,2014-01-01,82.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IS,2016-01-01,78.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IT,2004-01-01,97.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IT,2006-01-01,113.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IT,2008-01-01,101.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IT,2010-01-01,129.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IT,2012-01-01,134.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IT,2014-01-01,132.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,IT,2016-01-01,144.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LI,2004-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LI,2006-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LI,2008-01-01,185.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LI,2010-01-01,227.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LI,2012-01-01,96.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LI,2014-01-01,61.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LI,2016-01-01,85.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LT,2004-01-01,23.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LT,2006-01-01,23.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LT,2008-01-01,34.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LT,2010-01-01,32.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LT,2012-01-01,37.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LT,2014-01-01,46.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LT,2016-01-01,45.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LU,2004-01-01,201.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LU,2006-01-01,233.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LU,2008-01-01,222.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LU,2010-01-01,305.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LU,2012-01-01,252.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LU,2014-01-01,247.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LU,2016-01-01,369.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LV,2004-01-01,7.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LV,2006-01-01,28.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LV,2008-01-01,29.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LV,2010-01-01,29.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LV,2012-01-01,31.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LV,2014-01-01,44.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,LV,2016-01-01,32.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,ME,2004-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,ME,2006-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,ME,2008-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,ME,2010-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,ME,2012-01-01,5.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,ME,2014-01-01,34.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,ME,2016-01-01,8.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,MK,2004-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,MK,2006-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,MK,2008-01-01,3.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,MK,2010-01-01,4.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,MK,2012-01-01,6.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,MK,2014-01-01,2.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,MK,2016-01-01,24.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,MT,2004-01-01,101.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,MT,2006-01-01,117.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,MT,2008-01-01,126.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,MT,2010-01-01,59.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,MT,2012-01-01,88.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,MT,2014-01-01,70.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,MT,2016-01-01,294.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,NL,2004-01-01,113.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,NL,2006-01-01,126.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,NL,2008-01-01,132.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,NL,2010-01-01,136.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,NL,2012-01-01,133.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,NL,2014-01-01,128.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,NL,2016-01-01,133.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,NO,2004-01-01,115.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,NO,2006-01-01,223.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,NO,2008-01-01,266.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,NO,2010-01-01,322.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,NO,2012-01-01,250.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,NO,2014-01-01,241.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,NO,2016-01-01,282.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,PL,2004-01-01,38.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,PL,2006-01-01,57.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,PL,2008-01-01,30.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,PL,2010-01-01,28.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,PL,2012-01-01,36.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,PL,2014-01-01,32.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,PL,2016-01-01,37.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,PT,2004-01-01,70.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,PT,2006-01-01,438.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,PT,2008-01-01,46.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,PT,2010-01-01,58.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,PT,2012-01-01,49.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,PT,2014-01-01,41.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,PT,2016-01-01,76.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,RO,2004-01-01,34.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,RO,2006-01-01,23.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,RO,2008-01-01,22.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,RO,2010-01-01,29.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,RO,2012-01-01,26.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,RO,2014-01-01,20.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,RO,2016-01-01,20.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,RS,2004-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,RS,2006-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,RS,2008-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,RS,2010-01-01,13.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,RS,2012-01-01,10.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,RS,2014-01-01,7.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,RS,2016-01-01,16.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SE,2004-01-01,168.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SE,2006-01-01,191.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SE,2008-01-01,171.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SE,2010-01-01,189.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SE,2012-01-01,175.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SE,2014-01-01,184.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SE,2016-01-01,180.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SI,2004-01-01,37.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SI,2006-01-01,48.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SI,2008-01-01,60.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SI,2010-01-01,48.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SI,2012-01-01,59.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SI,2014-01-01,65.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SI,2016-01-01,53.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SK,2004-01-01,63.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SK,2006-01-01,62.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SK,2008-01-01,60.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SK,2010-01-01,56.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SK,2012-01-01,57.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SK,2014-01-01,52.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,SK,2016-01-01,65.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,TR,2004-01-01,14.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,TR,2006-01-01,0.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,TR,2008-01-01,14.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,TR,2010-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,TR,2012-01-01,11.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,TR,2014-01-01,13.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,TR,2016-01-01,70.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,UK,2004-01-01,125.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,UK,2006-01-01,130.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,UK,2008-01-01,93.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,UK,2010-01-01,93.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,UK,2012-01-01,82.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,UK,2014-01-01,74.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,UK,2016-01-01,79.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,XK,2004-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,XK,2006-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,XK,2008-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,XK,2010-01-01,
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,XK,2012-01-01,1.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,XK,2014-01-01,0.0
TOT_X_MIN,HAZ,TOTAL_HH,KG_HAB,XK,2016-01-01,0.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,AL,2004-01-01,
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,AL,2006-01-01,
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,AL,2008-01-01,
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,AL,2010-01-01,
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,AL,2012-01-01,
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,AL,2014-01-01,425.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,AL,2016-01-01,
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,AT,2004-01-01,2853.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,AT,2006-01-01,2752.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,AT,2008-01-01,2754.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,AT,2010-01-01,1903.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,AT,2012-01-01,1735.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,AT,2014-01-01,1838.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,AT,2016-01-01,1886.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BA,2004-01-01,
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BA,2006-01-01,
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BA,2008-01-01,
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BA,2010-01-01,
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BA,2012-01-01,1061.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BA,2014-01-01,
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BA,2016-01-01,
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BE,2004-01-01,3285.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BE,2006-01-01,3222.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BE,2008-01-01,2413.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BE,2010-01-01,3619.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BE,2012-01-01,3185.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BE,2014-01-01,3125.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BE,2016-01-01,3383.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BG,2004-01-01,2174.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BG,2006-01-01,1891.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BG,2008-01-01,2298.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BG,2010-01-01,2002.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BG,2012-01-01,2456.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BG,2014-01-01,2474.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,BG,2016-01-01,2527.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,CY,2004-01-01,2607.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,CY,2006-01-01,1185.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,CY,2008-01-01,1052.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,CY,2010-01-01,1042.0
TOT_X_MIN,HAZ_NHAZ,TOTAL_HH,KG_HAB,CY,2012-01-01,964.0
