wst_oper,unit,geotime,date,value
RCY,PC,IE,2003-01-01,23
RCY,PC,IE,2004-01-01,29
RCY,PC,IE,2005-01-01,31
RCY,PC,IE,2006-01-01,33
RCY,PC,IE,2007-01-01,34
RCY,PC,IE,2008-01-01,33
RCY,PC,IE,2009-01-01,33
RCY,PC,IE,2010-01-01,35
RCY,PC,IE,2011-01-01,36
RCY,PC,IE,2012-01-01,36
RCY,PC,IE,2013-01-01,36
RCY,PC,IE,2014-01-01,39
RCY,PC,IE,2015-01-01,
RCY,PC,IE,2016-01-01,
RCY,PC,IS,2000-01-01,15
RCY,PC,IS,2001-01-01,15
RCY,PC,IS,2002-01-01,16
RCY,PC,IS,2003-01-01,16
RCY,PC,IS,2004-01-01,
RCY,PC,IS,2005-01-01,
RCY,PC,IS,2006-01-01,
RCY,PC,IS,2007-01-01,
RCY,PC,IS,2008-01-01,19
RCY,PC,IS,2009-01-01,20
RCY,PC,IS,2010-01-01,20
RCY,PC,IS,2011-01-01,25
RCY,PC,IS,2012-01-01,28
RCY,PC,IS,2013-01-01,29
RCY,PC,IS,2014-01-01,29
RCY,PC,IS,2015-01-01,28
RCY,PC,IS,2016-01-01,33
RCY,PC,IT,2000-01-01,14
RCY,PC,IT,2001-01-01,17
RCY,PC,IT,2002-01-01,14
RCY,PC,IT,2003-01-01,16
RCY,PC,IT,2004-01-01,17
RCY,PC,IT,2005-01-01,18
RCY,PC,IT,2006-01-01,19
RCY,PC,IT,2007-01-01,25
RCY,PC,IT,2008-01-01,23
RCY,PC,IT,2009-01-01,29
RCY,PC,IT,2010-01-01,31
RCY,PC,IT,2011-01-01,35
RCY,PC,IT,2012-01-01,38
RCY,PC,IT,2013-01-01,39
RCY,PC,IT,2014-01-01,41
RCY,PC,IT,2015-01-01,43
RCY,PC,IT,2016-01-01,45
RCY,PC,LT,2000-01-01,0
RCY,PC,LT,2001-01-01,0
RCY,PC,LT,2002-01-01,0
RCY,PC,LT,2003-01-01,0
RCY,PC,LT,2004-01-01,1
RCY,PC,LT,2005-01-01,1
RCY,PC,LT,2006-01-01,1
RCY,PC,LT,2007-01-01,7
RCY,PC,LT,2008-01-01,8
RCY,PC,LT,2009-01-01,8
RCY,PC,LT,2010-01-01,4
RCY,PC,LT,2011-01-01,19
RCY,PC,LT,2012-01-01,23
RCY,PC,LT,2013-01-01,27
RCY,PC,LT,2014-01-01,30
RCY,PC,LT,2015-01-01,33
RCY,PC,LT,2016-01-01,48
RCY,PC,LU,2000-01-01,36
RCY,PC,LU,2001-01-01,37
RCY,PC,LU,2002-01-01,38
RCY,PC,LU,2003-01-01,42
RCY,PC,LU,2004-01-01,41
RCY,PC,LU,2005-01-01,43
RCY,PC,LU,2006-01-01,43
RCY,PC,LU,2007-01-01,45
RCY,PC,LU,2008-01-01,46
RCY,PC,LU,2009-01-01,46
RCY,PC,LU,2010-01-01,46
RCY,PC,LU,2011-01-01,46
RCY,PC,LU,2012-01-01,47
RCY,PC,LU,2013-01-01,46
RCY,PC,LU,2014-01-01,47
RCY,PC,LU,2015-01-01,47
RCY,PC,LU,2016-01-01,48
RCY,PC,LV,2000-01-01,0
RCY,PC,LV,2001-01-01,0
RCY,PC,LV,2002-01-01,0
RCY,PC,LV,2003-01-01,2
RCY,PC,LV,2004-01-01,4
RCY,PC,LV,2005-01-01,3
RCY,PC,LV,2006-01-01,4
RCY,PC,LV,2007-01-01,5
RCY,PC,LV,2008-01-01,6
RCY,PC,LV,2009-01-01,7
RCY,PC,LV,2010-01-01,9
RCY,PC,LV,2011-01-01,9
RCY,PC,LV,2012-01-01,14
RCY,PC,LV,2013-01-01,25
RCY,PC,LV,2014-01-01,27
RCY,PC,LV,2015-01-01,28
RCY,PC,LV,2016-01-01,25
RCY,PC,ME,2000-01-01,
RCY,PC,ME,2001-01-01,
RCY,PC,ME,2002-01-01,
RCY,PC,ME,2003-01-01,
RCY,PC,ME,2004-01-01,
RCY,PC,ME,2005-01-01,
RCY,PC,ME,2006-01-01,
RCY,PC,ME,2007-01-01,
RCY,PC,ME,2008-01-01,
RCY,PC,ME,2009-01-01,
RCY,PC,ME,2010-01-01,
RCY,PC,ME,2011-01-01,0
RCY,PC,ME,2012-01-01,2
RCY,PC,ME,2013-01-01,3
RCY,PC,ME,2014-01-01,5
RCY,PC,ME,2015-01-01,4
RCY,PC,ME,2016-01-01,
RCY,PC,MK,2000-01-01,
RCY,PC,MK,2001-01-01,
RCY,PC,MK,2002-01-01,
RCY,PC,MK,2003-01-01,
RCY,PC,MK,2004-01-01,
RCY,PC,MK,2005-01-01,
RCY,PC,MK,2006-01-01,
RCY,PC,MK,2007-01-01,
RCY,PC,MK,2008-01-01,0
RCY,PC,MK,2009-01-01,
RCY,PC,MK,2010-01-01,
RCY,PC,MK,2011-01-01,0
RCY,PC,MK,2012-01-01,
RCY,PC,MK,2013-01-01,
RCY,PC,MK,2014-01-01,
RCY,PC,MK,2015-01-01,
RCY,PC,MK,2016-01-01,
RCY,PC,MT,2000-01-01,10
RCY,PC,MT,2001-01-01,9
RCY,PC,MT,2002-01-01,5
RCY,PC,MT,2003-01-01,6
RCY,PC,MT,2004-01-01,6
RCY,PC,MT,2005-01-01,8
RCY,PC,MT,2006-01-01,13
RCY,PC,MT,2007-01-01,4
RCY,PC,MT,2008-01-01,3
RCY,PC,MT,2009-01-01,3
RCY,PC,MT,2010-01-01,5
RCY,PC,MT,2011-01-01,9
RCY,PC,MT,2012-01-01,9
RCY,PC,MT,2013-01-01,8
RCY,PC,MT,2014-01-01,7
RCY,PC,MT,2015-01-01,6
RCY,PC,MT,2016-01-01,7
RCY,PC,NL,2000-01-01,44
RCY,PC,NL,2001-01-01,43
RCY,PC,NL,2002-01-01,45
RCY,PC,NL,2003-01-01,45
RCY,PC,NL,2004-01-01,46
RCY,PC,NL,2005-01-01,46
RCY,PC,NL,2006-01-01,46
RCY,PC,NL,2007-01-01,48
RCY,PC,NL,2008-01-01,48
RCY,PC,NL,2009-01-01,49
RCY,PC,NL,2010-01-01,49
RCY,PC,NL,2011-01-01,49
RCY,PC,NL,2012-01-01,49
RCY,PC,NL,2013-01-01,49
RCY,PC,NL,2014-01-01,50
RCY,PC,NL,2015-01-01,51
RCY,PC,NL,2016-01-01,53
RCY,PC,NO,2000-01-01,30
RCY,PC,NO,2001-01-01,44
RCY,PC,NO,2002-01-01,45
RCY,PC,NO,2003-01-01,45
RCY,PC,NO,2004-01-01,36
RCY,PC,NO,2005-01-01,39
RCY,PC,NO,2006-01-01,40
RCY,PC,NO,2007-01-01,42
RCY,PC,NO,2008-01-01,43
RCY,PC,NO,2009-01-01,43
RCY,PC,NO,2010-01-01,42
RCY,PC,NO,2011-01-01,39
RCY,PC,NO,2012-01-01,39
RCY,PC,NO,2013-01-01,39
RCY,PC,NO,2014-01-01,42
RCY,PC,NO,2015-01-01,42
RCY,PC,NO,2016-01-01,38
RCY,PC,PL,2000-01-01,2
RCY,PC,PL,2001-01-01,4
RCY,PC,PL,2002-01-01,3
RCY,PC,PL,2003-01-01,2
RCY,PC,PL,2004-01-01,4
RCY,PC,PL,2005-01-01,5
RCY,PC,PL,2006-01-01,6
RCY,PC,PL,2007-01-01,7
RCY,PC,PL,2008-01-01,10
RCY,PC,PL,2009-01-01,13
RCY,PC,PL,2010-01-01,16
RCY,PC,PL,2011-01-01,11
RCY,PC,PL,2012-01-01,12
RCY,PC,PL,2013-01-01,15
RCY,PC,PL,2014-01-01,26
RCY,PC,PL,2015-01-01,32
RCY,PC,PL,2016-01-01,34
RCY,PC,PT,2000-01-01,10
RCY,PC,PT,2001-01-01,11
RCY,PC,PT,2002-01-01,7
RCY,PC,PT,2003-01-01,10
RCY,PC,PT,2004-01-01,13
RCY,PC,PT,2005-01-01,15
RCY,PC,PT,2006-01-01,15
RCY,PC,PT,2007-01-01,17
RCY,PC,PT,2008-01-01,17
RCY,PC,PT,2009-01-01,19
RCY,PC,PT,2010-01-01,18
RCY,PC,PT,2011-01-01,20
RCY,PC,PT,2012-01-01,26
RCY,PC,PT,2013-01-01,25
RCY,PC,PT,2014-01-01,30
RCY,PC,PT,2015-01-01,29
RCY,PC,PT,2016-01-01,30
RCY,PC,RO,2000-01-01,0
RCY,PC,RO,2001-01-01,1
RCY,PC,RO,2002-01-01,2
RCY,PC,RO,2003-01-01,0
RCY,PC,RO,2004-01-01,1
RCY,PC,RO,2005-01-01,1
RCY,PC,RO,2006-01-01,0
RCY,PC,RO,2007-01-01,0
RCY,PC,RO,2008-01-01,0
RCY,PC,RO,2009-01-01,1
RCY,PC,RO,2010-01-01,12
RCY,PC,RO,2011-01-01,11
RCY,PC,RO,2012-01-01,14
RCY,PC,RO,2013-01-01,13
RCY,PC,RO,2014-01-01,13
RCY,PC,RO,2015-01-01,13
RCY,PC,RO,2016-01-01,13
RCY,PC,RS,2000-01-01,
RCY,PC,RS,2001-01-01,
RCY,PC,RS,2002-01-01,
RCY,PC,RS,2003-01-01,
RCY,PC,RS,2004-01-01,
RCY,PC,RS,2005-01-01,
RCY,PC,RS,2006-01-01,0
RCY,PC,RS,2007-01-01,0
RCY,PC,RS,2008-01-01,0
RCY,PC,RS,2009-01-01,0
RCY,PC,RS,2010-01-01,0
RCY,PC,RS,2011-01-01,0
RCY,PC,RS,2012-01-01,0
RCY,PC,RS,2013-01-01,1
RCY,PC,RS,2014-01-01,0
RCY,PC,RS,2015-01-01,0
RCY,PC,RS,2016-01-01,0
RCY,PC,SE,2000-01-01,38
RCY,PC,SE,2001-01-01,39
RCY,PC,SE,2002-01-01,39
RCY,PC,SE,2003-01-01,41
RCY,PC,SE,2004-01-01,44
RCY,PC,SE,2005-01-01,44
RCY,PC,SE,2006-01-01,47
RCY,PC,SE,2007-01-01,46
RCY,PC,SE,2008-01-01,45
RCY,PC,SE,2009-01-01,49
RCY,PC,SE,2010-01-01,48
RCY,PC,SE,2011-01-01,47
RCY,PC,SE,2012-01-01,47
RCY,PC,SE,2013-01-01,48
RCY,PC,SE,2014-01-01,49
RCY,PC,SE,2015-01-01,48
RCY,PC,SE,2016-01-01,48
RCY,PC,SI,2000-01-01,6
RCY,PC,SI,2001-01-01,2
RCY,PC,SI,2002-01-01,9
RCY,PC,SI,2003-01-01,12
RCY,PC,SI,2004-01-01,20
RCY,PC,SI,2005-01-01,18
RCY,PC,SI,2006-01-01,15
RCY,PC,SI,2007-01-01,21
RCY,PC,SI,2008-01-01,18
RCY,PC,SI,2009-01-01,19
RCY,PC,SI,2010-01-01,22
RCY,PC,SI,2011-01-01,35
RCY,PC,SI,2012-01-01,41
RCY,PC,SI,2013-01-01,34
RCY,PC,SI,2014-01-01,36
RCY,PC,SI,2015-01-01,54
RCY,PC,SI,2016-01-01,57
RCY,PC,SK,2000-01-01,5
RCY,PC,SK,2001-01-01,5
RCY,PC,SK,2002-01-01,4
RCY,PC,SK,2003-01-01,5
RCY,PC,SK,2004-01-01,6
RCY,PC,SK,2005-01-01,2
RCY,PC,SK,2006-01-01,4
RCY,PC,SK,2007-01-01,6
RCY,PC,SK,2008-01-01,7
RCY,PC,SK,2009-01-01,8
RCY,PC,SK,2010-01-01,9
RCY,PC,SK,2011-01-01,10
RCY,PC,SK,2012-01-01,13
RCY,PC,SK,2013-01-01,10
RCY,PC,SK,2014-01-01,10
RCY,PC,SK,2015-01-01,14
RCY,PC,SK,2016-01-01,23
RCY,PC,TR,2000-01-01,
RCY,PC,TR,2001-01-01,
RCY,PC,TR,2002-01-01,
RCY,PC,TR,2003-01-01,
RCY,PC,TR,2004-01-01,
RCY,PC,TR,2005-01-01,
RCY,PC,TR,2006-01-01,
RCY,PC,TR,2007-01-01,
RCY,PC,TR,2008-01-01,
RCY,PC,TR,2009-01-01,
RCY,PC,TR,2010-01-01,
RCY,PC,TR,2011-01-01,
RCY,PC,TR,2012-01-01,
RCY,PC,TR,2013-01-01,
RCY,PC,TR,2014-01-01,
RCY,PC,TR,2015-01-01,
RCY,PC,TR,2016-01-01,9
RCY,PC,UK,2000-01-01,11
RCY,PC,UK,2001-01-01,12
RCY,PC,UK,2002-01-01,14
RCY,PC,UK,2003-01-01,18
RCY,PC,UK,2004-01-01,22
RCY,PC,UK,2005-01-01,26
RCY,PC,UK,2006-01-01,30
RCY,PC,UK,2007-01-01,33
RCY,PC,UK,2008-01-01,36
RCY,PC,UK,2009-01-01,38
RCY,PC,UK,2010-01-01,40
RCY,PC,UK,2011-01-01,42
RCY,PC,UK,2012-01-01,42
RCY,PC,UK,2013-01-01,43
RCY,PC,UK,2014-01-01,43
RCY,PC,UK,2015-01-01,43
RCY,PC,UK,2016-01-01,44
