wst_oper,unit,geotime,date,value
RCY,PC,AT,2000-01-01,63
RCY,PC,AT,2001-01-01,64
RCY,PC,AT,2002-01-01,62
RCY,PC,AT,2003-01-01,64
RCY,PC,AT,2004-01-01,57
RCY,PC,AT,2005-01-01,58
RCY,PC,AT,2006-01-01,59
RCY,PC,AT,2007-01-01,60
RCY,PC,AT,2008-01-01,63
RCY,PC,AT,2009-01-01,61
RCY,PC,AT,2010-01-01,59
RCY,PC,AT,2011-01-01,56
RCY,PC,AT,2012-01-01,57
RCY,PC,AT,2013-01-01,57
RCY,PC,AT,2014-01-01,56
RCY,PC,AT,2015-01-01,56
RCY,PC,AT,2016-01-01,57
RCY,PC,BA,2000-01-01,
RCY,PC,BA,2001-01-01,
RCY,PC,BA,2002-01-01,
RCY,PC,BA,2003-01-01,
RCY,PC,BA,2004-01-01,
RCY,PC,BA,2005-01-01,
RCY,PC,BA,2006-01-01,
RCY,PC,BA,2007-01-01,
RCY,PC,BA,2008-01-01,0
RCY,PC,BA,2009-01-01,0
RCY,PC,BA,2010-01-01,0
RCY,PC,BA,2011-01-01,0
RCY,PC,BA,2012-01-01,0
RCY,PC,BA,2013-01-01,0
RCY,PC,BA,2014-01-01,0
RCY,PC,BA,2015-01-01,0
RCY,PC,BA,2016-01-01,0
RCY,PC,BE,2000-01-01,48
RCY,PC,BE,2001-01-01,48
RCY,PC,BE,2002-01-01,49
RCY,PC,BE,2003-01-01,51
RCY,PC,BE,2004-01-01,51
RCY,PC,BE,2005-01-01,53
RCY,PC,BE,2006-01-01,54
RCY,PC,BE,2007-01-01,56
RCY,PC,BE,2008-01-01,52
RCY,PC,BE,2009-01-01,54
RCY,PC,BE,2010-01-01,54
RCY,PC,BE,2011-01-01,54
RCY,PC,BE,2012-01-01,53
RCY,PC,BE,2013-01-01,52
RCY,PC,BE,2014-01-01,53
RCY,PC,BE,2015-01-01,53
RCY,PC,BE,2016-01-01,53
RCY,PC,BG,2000-01-01,15
RCY,PC,BG,2001-01-01,16
RCY,PC,BG,2002-01-01,16
RCY,PC,BG,2003-01-01,16
RCY,PC,BG,2004-01-01,17
RCY,PC,BG,2005-01-01,18
RCY,PC,BG,2006-01-01,19
RCY,PC,BG,2007-01-01,20
RCY,PC,BG,2008-01-01,19
RCY,PC,BG,2009-01-01,19
RCY,PC,BG,2010-01-01,24
RCY,PC,BG,2011-01-01,26
RCY,PC,BG,2012-01-01,25
RCY,PC,BG,2013-01-01,28
RCY,PC,BG,2014-01-01,23
RCY,PC,BG,2015-01-01,29
RCY,PC,BG,2016-01-01,31
RCY,PC,CH,2000-01-01,45
RCY,PC,CH,2001-01-01,46
RCY,PC,CH,2002-01-01,46
RCY,PC,CH,2003-01-01,47
RCY,PC,CH,2004-01-01,48
RCY,PC,CH,2005-01-01,50
RCY,PC,CH,2006-01-01,50
RCY,PC,CH,2007-01-01,51
RCY,PC,CH,2008-01-01,49
RCY,PC,CH,2009-01-01,51
RCY,PC,CH,2010-01-01,50
RCY,PC,CH,2011-01-01,50
RCY,PC,CH,2012-01-01,50
RCY,PC,CH,2013-01-01,51
RCY,PC,CH,2014-01-01,53
RCY,PC,CH,2015-01-01,52
RCY,PC,CH,2016-01-01,52
RCY,PC,CY,2000-01-01,3
RCY,PC,CY,2001-01-01,3
RCY,PC,CY,2002-01-01,3
RCY,PC,CY,2003-01-01,3
RCY,PC,CY,2004-01-01,3
RCY,PC,CY,2005-01-01,3
RCY,PC,CY,2006-01-01,4
RCY,PC,CY,2007-01-01,5
RCY,PC,CY,2008-01-01,7
RCY,PC,CY,2009-01-01,8
RCY,PC,CY,2010-01-01,10
RCY,PC,CY,2011-01-01,12
RCY,PC,CY,2012-01-01,13
RCY,PC,CY,2013-01-01,14
RCY,PC,CY,2014-01-01,16
RCY,PC,CY,2015-01-01,17
RCY,PC,CY,2016-01-01,17
RCY,PC,CZ,2000-01-01,0
RCY,PC,CZ,2001-01-01,0
RCY,PC,CZ,2002-01-01,0
RCY,PC,CZ,2003-01-01,0
RCY,PC,CZ,2004-01-01,5
RCY,PC,CZ,2005-01-01,6
RCY,PC,CZ,2006-01-01,7
RCY,PC,CZ,2007-01-01,10
RCY,PC,CZ,2008-01-01,10
RCY,PC,CZ,2009-01-01,12
RCY,PC,CZ,2010-01-01,15
RCY,PC,CZ,2011-01-01,17
RCY,PC,CZ,2012-01-01,23
RCY,PC,CZ,2013-01-01,24
RCY,PC,CZ,2014-01-01,25
RCY,PC,CZ,2015-01-01,29
RCY,PC,CZ,2016-01-01,33
RCY,PC,DE,2000-01-01,52
RCY,PC,DE,2001-01-01,52
RCY,PC,DE,2002-01-01,56
RCY,PC,DE,2003-01-01,57
RCY,PC,DE,2004-01-01,56
RCY,PC,DE,2005-01-01,60
RCY,PC,DE,2006-01-01,62
RCY,PC,DE,2007-01-01,63
RCY,PC,DE,2008-01-01,63
RCY,PC,DE,2009-01-01,63
RCY,PC,DE,2010-01-01,62
RCY,PC,DE,2011-01-01,63
RCY,PC,DE,2012-01-01,65
RCY,PC,DE,2013-01-01,63
RCY,PC,DE,2014-01-01,65
RCY,PC,DE,2015-01-01,66
RCY,PC,DE,2016-01-01,66
RCY,PC,DK,2000-01-01,37
RCY,PC,DK,2001-01-01,36
RCY,PC,DK,2002-01-01,37
RCY,PC,DK,2003-01-01,40
RCY,PC,DK,2004-01-01,41
RCY,PC,DK,2005-01-01,41
RCY,PC,DK,2006-01-01,41
RCY,PC,DK,2007-01-01,44
RCY,PC,DK,2008-01-01,47
RCY,PC,DK,2009-01-01,48
RCY,PC,DK,2010-01-01,
RCY,PC,DK,2011-01-01,41
RCY,PC,DK,2012-01-01,42
RCY,PC,DK,2013-01-01,43
RCY,PC,DK,2014-01-01,45
RCY,PC,DK,2015-01-01,46
RCY,PC,DK,2016-01-01,47
RCY,PC,EE,2000-01-01,2
RCY,PC,EE,2001-01-01,5
RCY,PC,EE,2002-01-01,2
RCY,PC,EE,2003-01-01,15
RCY,PC,EE,2004-01-01,24
RCY,PC,EE,2005-01-01,22
RCY,PC,EE,2006-01-01,17
RCY,PC,EE,2007-01-01,23
RCY,PC,EE,2008-01-01,20
RCY,PC,EE,2009-01-01,21
RCY,PC,EE,2010-01-01,18
RCY,PC,EE,2011-01-01,23
RCY,PC,EE,2012-01-01,19
RCY,PC,EE,2013-01-01,17
RCY,PC,EE,2014-01-01,31
RCY,PC,EE,2015-01-01,28
RCY,PC,EE,2016-01-01,28
RCY,PC,EL,2000-01-01,8
RCY,PC,EL,2001-01-01,8
RCY,PC,EL,2002-01-01,8
RCY,PC,EL,2003-01-01,8
RCY,PC,EL,2004-01-01,10
RCY,PC,EL,2005-01-01,11
RCY,PC,EL,2006-01-01,12
RCY,PC,EL,2007-01-01,20
RCY,PC,EL,2008-01-01,17
RCY,PC,EL,2009-01-01,18
RCY,PC,EL,2010-01-01,17
RCY,PC,EL,2011-01-01,17
RCY,PC,EL,2012-01-01,17
RCY,PC,EL,2013-01-01,15
RCY,PC,EL,2014-01-01,15
RCY,PC,EL,2015-01-01,15
RCY,PC,EL,2016-01-01,17
RCY,PC,ES,2000-01-01,18
RCY,PC,ES,2001-01-01,21
RCY,PC,ES,2002-01-01,29
RCY,PC,ES,2003-01-01,28
RCY,PC,ES,2004-01-01,30
RCY,PC,ES,2005-01-01,31
RCY,PC,ES,2006-01-01,31
RCY,PC,ES,2007-01-01,30
RCY,PC,ES,2008-01-01,39
RCY,PC,ES,2009-01-01,33
RCY,PC,ES,2010-01-01,29
RCY,PC,ES,2011-01-01,26
RCY,PC,ES,2012-01-01,29
RCY,PC,ES,2013-01-01,32
RCY,PC,ES,2014-01-01,30
RCY,PC,ES,2015-01-01,30
RCY,PC,ES,2016-01-01,29
RCY,PC,EU27,2000-01-01,25
RCY,PC,EU27,2001-01-01,26
RCY,PC,EU27,2002-01-01,28
RCY,PC,EU27,2003-01-01,29
RCY,PC,EU27,2004-01-01,30
RCY,PC,EU27,2005-01-01,31
RCY,PC,EU27,2006-01-01,32
RCY,PC,EU27,2007-01-01,35
RCY,PC,EU27,2008-01-01,36
RCY,PC,EU27,2009-01-01,37
RCY,PC,EU27,2010-01-01,38
RCY,PC,EU27,2011-01-01,39
RCY,PC,EU27,2012-01-01,41
RCY,PC,EU27,2013-01-01,41
RCY,PC,EU27,2014-01-01,43
RCY,PC,EU27,2015-01-01,44
RCY,PC,EU27,2016-01-01,45
RCY,PC,EU28,2000-01-01,
RCY,PC,EU28,2001-01-01,
RCY,PC,EU28,2002-01-01,
RCY,PC,EU28,2003-01-01,
RCY,PC,EU28,2004-01-01,
RCY,PC,EU28,2005-01-01,
RCY,PC,EU28,2006-01-01,
RCY,PC,EU28,2007-01-01,35
RCY,PC,EU28,2008-01-01,36
RCY,PC,EU28,2009-01-01,37
RCY,PC,EU28,2010-01-01,38
RCY,PC,EU28,2011-01-01,39
RCY,PC,EU28,2012-01-01,41
RCY,PC,EU28,2013-01-01,41
RCY,PC,EU28,2014-01-01,43
RCY,PC,EU28,2015-01-01,44
RCY,PC,EU28,2016-01-01,45
RCY,PC,FI,2000-01-01,33
RCY,PC,FI,2001-01-01,33
RCY,PC,FI,2002-01-01,33
RCY,PC,FI,2003-01-01,33
RCY,PC,FI,2004-01-01,33
RCY,PC,FI,2005-01-01,33
RCY,PC,FI,2006-01-01,33
RCY,PC,FI,2007-01-01,35
RCY,PC,FI,2008-01-01,34
RCY,PC,FI,2009-01-01,35
RCY,PC,FI,2010-01-01,32
RCY,PC,FI,2011-01-01,34
RCY,PC,FI,2012-01-01,33
RCY,PC,FI,2013-01-01,32
RCY,PC,FI,2014-01-01,32
RCY,PC,FI,2015-01-01,40
RCY,PC,FI,2016-01-01,42
RCY,PC,FR,2000-01-01,24
RCY,PC,FR,2001-01-01,26
RCY,PC,FR,2002-01-01,27
RCY,PC,FR,2003-01-01,28
RCY,PC,FR,2004-01-01,29
RCY,PC,FR,2005-01-01,29
RCY,PC,FR,2006-01-01,30
RCY,PC,FR,2007-01-01,31
RCY,PC,FR,2008-01-01,33
RCY,PC,FR,2009-01-01,34
RCY,PC,FR,2010-01-01,36
RCY,PC,FR,2011-01-01,36
RCY,PC,FR,2012-01-01,37
RCY,PC,FR,2013-01-01,38
RCY,PC,FR,2014-01-01,39
RCY,PC,FR,2015-01-01,40
RCY,PC,FR,2016-01-01,41
RCY,PC,HR,2000-01-01,
RCY,PC,HR,2001-01-01,
RCY,PC,HR,2002-01-01,
RCY,PC,HR,2003-01-01,
RCY,PC,HR,2004-01-01,
RCY,PC,HR,2005-01-01,
RCY,PC,HR,2006-01-01,
RCY,PC,HR,2007-01-01,3
RCY,PC,HR,2008-01-01,2
RCY,PC,HR,2009-01-01,2
RCY,PC,HR,2010-01-01,4
RCY,PC,HR,2011-01-01,8
RCY,PC,HR,2012-01-01,14
RCY,PC,HR,2013-01-01,14
RCY,PC,HR,2014-01-01,16
RCY,PC,HR,2015-01-01,18
RCY,PC,HR,2016-01-01,21
RCY,PC,HU,2000-01-01,1
RCY,PC,HU,2001-01-01,1
RCY,PC,HU,2002-01-01,2
RCY,PC,HU,2003-01-01,3
RCY,PC,HU,2004-01-01,11
RCY,PC,HU,2005-01-01,9
RCY,PC,HU,2006-01-01,10
RCY,PC,HU,2007-01-01,12
RCY,PC,HU,2008-01-01,15
RCY,PC,HU,2009-01-01,15
RCY,PC,HU,2010-01-01,19
RCY,PC,HU,2011-01-01,22
RCY,PC,HU,2012-01-01,25
RCY,PC,HU,2013-01-01,26
RCY,PC,HU,2014-01-01,30
RCY,PC,HU,2015-01-01,32
RCY,PC,HU,2016-01-01,34
RCY,PC,IE,2000-01-01,11
RCY,PC,IE,2001-01-01,11
RCY,PC,IE,2002-01-01,18
