na_item,nace_r2,unit,geotime,date,value
B1G,O-Q,MIO_EUR_NSA,AL,2015-07-01,276
B1G,O-Q,MIO_EUR_NSA,AL,2015-10-01,311
B1G,O-Q,MIO_EUR_NSA,AL,2016-01-01,283
B1G,O-Q,MIO_EUR_NSA,AL,2016-04-01,287
B1G,O-Q,MIO_EUR_NSA,AL,2016-07-01,281
B1G,O-Q,MIO_EUR_NSA,AL,2016-10-01,324
B1G,O-Q,MIO_EUR_NSA,AL,2017-01-01,305
B1G,O-Q,MIO_EUR_NSA,AL,2017-04-01,327
B1G,O-Q,MIO_EUR_NSA,AL,2017-07-01,329
B1G,O-Q,MIO_EUR_NSA,AL,2017-10-01,365
B1G,O-Q,MIO_EUR_NSA,AL,2018-01-01,335
B1G,O-Q,MIO_EUR_NSA,AL,2018-04-01,349
B1G,O-Q,MIO_EUR_NSA,AT,2015-07-01,13419
B1G,O-Q,MIO_EUR_NSA,AT,2015-10-01,13682
B1G,O-Q,MIO_EUR_NSA,AT,2016-01-01,13925
B1G,O-Q,MIO_EUR_NSA,AT,2016-04-01,13896
B1G,O-Q,MIO_EUR_NSA,AT,2016-07-01,13854
B1G,O-Q,MIO_EUR_NSA,AT,2016-10-01,14104
B1G,O-Q,MIO_EUR_NSA,AT,2017-01-01,14343
B1G,O-Q,MIO_EUR_NSA,AT,2017-04-01,14344
B1G,O-Q,MIO_EUR_NSA,AT,2017-07-01,14294
B1G,O-Q,MIO_EUR_NSA,AT,2017-10-01,14529
B1G,O-Q,MIO_EUR_NSA,AT,2018-01-01,14943
B1G,O-Q,MIO_EUR_NSA,AT,2018-04-01,14879
B1G,O-Q,MIO_EUR_NSA,BE,2015-07-01,19063
B1G,O-Q,MIO_EUR_NSA,BE,2015-10-01,21709
B1G,O-Q,MIO_EUR_NSA,BE,2016-01-01,20023
B1G,O-Q,MIO_EUR_NSA,BE,2016-04-01,21658
B1G,O-Q,MIO_EUR_NSA,BE,2016-07-01,19766
B1G,O-Q,MIO_EUR_NSA,BE,2016-10-01,22493
B1G,O-Q,MIO_EUR_NSA,BE,2017-01-01,20685
B1G,O-Q,MIO_EUR_NSA,BE,2017-04-01,22393
B1G,O-Q,MIO_EUR_NSA,BE,2017-07-01,20374
B1G,O-Q,MIO_EUR_NSA,BE,2017-10-01,23217
B1G,O-Q,MIO_EUR_NSA,BE,2018-01-01,21272
B1G,O-Q,MIO_EUR_NSA,BE,2018-04-01,22993
B1G,O-Q,MIO_EUR_NSA,BG,2015-07-01,1297
B1G,O-Q,MIO_EUR_NSA,BG,2015-10-01,1630
B1G,O-Q,MIO_EUR_NSA,BG,2016-01-01,1274
B1G,O-Q,MIO_EUR_NSA,BG,2016-04-01,1248
B1G,O-Q,MIO_EUR_NSA,BG,2016-07-01,1291
B1G,O-Q,MIO_EUR_NSA,BG,2016-10-01,1727
B1G,O-Q,MIO_EUR_NSA,BG,2017-01-01,1483
B1G,O-Q,MIO_EUR_NSA,BG,2017-04-01,1514
B1G,O-Q,MIO_EUR_NSA,BG,2017-07-01,1382
B1G,O-Q,MIO_EUR_NSA,BG,2017-10-01,1736
B1G,O-Q,MIO_EUR_NSA,BG,2018-01-01,1636
B1G,O-Q,MIO_EUR_NSA,BG,2018-04-01,1599
B1G,O-Q,MIO_EUR_NSA,CH,2015-07-01,28251
B1G,O-Q,MIO_EUR_NSA,CH,2015-10-01,28133
B1G,O-Q,MIO_EUR_NSA,CH,2016-01-01,28041
B1G,O-Q,MIO_EUR_NSA,CH,2016-04-01,28115
B1G,O-Q,MIO_EUR_NSA,CH,2016-07-01,28481
B1G,O-Q,MIO_EUR_NSA,CH,2016-10-01,28952
B1G,O-Q,MIO_EUR_NSA,CH,2017-01-01,29261
B1G,O-Q,MIO_EUR_NSA,CH,2017-04-01,28900
B1G,O-Q,MIO_EUR_NSA,CH,2017-07-01,27937
B1G,O-Q,MIO_EUR_NSA,CH,2017-10-01,27489
B1G,O-Q,MIO_EUR_NSA,CH,2018-01-01,27453
B1G,O-Q,MIO_EUR_NSA,CH,2018-04-01,27351
B1G,O-Q,MIO_EUR_NSA,CY,2015-07-01,730
B1G,O-Q,MIO_EUR_NSA,CY,2015-10-01,817
B1G,O-Q,MIO_EUR_NSA,CY,2016-01-01,811
B1G,O-Q,MIO_EUR_NSA,CY,2016-04-01,812
B1G,O-Q,MIO_EUR_NSA,CY,2016-07-01,723
B1G,O-Q,MIO_EUR_NSA,CY,2016-10-01,833
B1G,O-Q,MIO_EUR_NSA,CY,2017-01-01,836
B1G,O-Q,MIO_EUR_NSA,CY,2017-04-01,841
B1G,O-Q,MIO_EUR_NSA,CY,2017-07-01,750
B1G,O-Q,MIO_EUR_NSA,CY,2017-10-01,860
B1G,O-Q,MIO_EUR_NSA,CY,2018-01-01,867
B1G,O-Q,MIO_EUR_NSA,CY,2018-04-01,868
B1G,O-Q,MIO_EUR_NSA,CZ,2015-07-01,5608
B1G,O-Q,MIO_EUR_NSA,CZ,2015-10-01,5826
B1G,O-Q,MIO_EUR_NSA,CZ,2016-01-01,5668
B1G,O-Q,MIO_EUR_NSA,CZ,2016-04-01,5755
B1G,O-Q,MIO_EUR_NSA,CZ,2016-07-01,5848
B1G,O-Q,MIO_EUR_NSA,CZ,2016-10-01,6164
B1G,O-Q,MIO_EUR_NSA,CZ,2017-01-01,6028
B1G,O-Q,MIO_EUR_NSA,CZ,2017-04-01,6218
B1G,O-Q,MIO_EUR_NSA,CZ,2017-07-01,6465
B1G,O-Q,MIO_EUR_NSA,CZ,2017-10-01,7062
B1G,O-Q,MIO_EUR_NSA,CZ,2018-01-01,7087
B1G,O-Q,MIO_EUR_NSA,CZ,2018-04-01,7070
B1G,O-Q,MIO_EUR_NSA,DE,2015-07-01,122378
B1G,O-Q,MIO_EUR_NSA,DE,2015-10-01,129928
B1G,O-Q,MIO_EUR_NSA,DE,2016-01-01,126700
B1G,O-Q,MIO_EUR_NSA,DE,2016-04-01,124079
B1G,O-Q,MIO_EUR_NSA,DE,2016-07-01,127176
B1G,O-Q,MIO_EUR_NSA,DE,2016-10-01,134362
B1G,O-Q,MIO_EUR_NSA,DE,2017-01-01,131423
B1G,O-Q,MIO_EUR_NSA,DE,2017-04-01,128159
B1G,O-Q,MIO_EUR_NSA,DE,2017-07-01,132356
B1G,O-Q,MIO_EUR_NSA,DE,2017-10-01,139359
B1G,O-Q,MIO_EUR_NSA,DE,2018-01-01,137417
B1G,O-Q,MIO_EUR_NSA,DE,2018-04-01,134096
B1G,O-Q,MIO_EUR_NSA,DK,2015-07-01,13271
B1G,O-Q,MIO_EUR_NSA,DK,2015-10-01,13270
B1G,O-Q,MIO_EUR_NSA,DK,2016-01-01,13359
B1G,O-Q,MIO_EUR_NSA,DK,2016-04-01,13548
B1G,O-Q,MIO_EUR_NSA,DK,2016-07-01,13355
B1G,O-Q,MIO_EUR_NSA,DK,2016-10-01,13335
B1G,O-Q,MIO_EUR_NSA,DK,2017-01-01,13493
B1G,O-Q,MIO_EUR_NSA,DK,2017-04-01,13613
B1G,O-Q,MIO_EUR_NSA,DK,2017-07-01,13674
B1G,O-Q,MIO_EUR_NSA,DK,2017-10-01,13916
B1G,O-Q,MIO_EUR_NSA,DK,2018-01-01,13828
B1G,O-Q,MIO_EUR_NSA,DK,2018-04-01,13881
B1G,O-Q,MIO_EUR_NSA,EA,2015-07-01,439030
B1G,O-Q,MIO_EUR_NSA,EA,2015-10-01,479458
B1G,O-Q,MIO_EUR_NSA,EA,2016-01-01,449459
B1G,O-Q,MIO_EUR_NSA,EA,2016-04-01,459746
B1G,O-Q,MIO_EUR_NSA,EA,2016-07-01,450760
B1G,O-Q,MIO_EUR_NSA,EA,2016-10-01,489874
B1G,O-Q,MIO_EUR_NSA,EA,2017-01-01,460418
B1G,O-Q,MIO_EUR_NSA,EA,2017-04-01,470586
B1G,O-Q,MIO_EUR_NSA,EA,2017-07-01,462932
B1G,O-Q,MIO_EUR_NSA,EA,2017-10-01,503192
B1G,O-Q,MIO_EUR_NSA,EA,2018-01-01,473812
B1G,O-Q,MIO_EUR_NSA,EA,2018-04-01,485920
B1G,O-Q,MIO_EUR_NSA,EA19,2015-07-01,439030
B1G,O-Q,MIO_EUR_NSA,EA19,2015-10-01,479458
B1G,O-Q,MIO_EUR_NSA,EA19,2016-01-01,449459
B1G,O-Q,MIO_EUR_NSA,EA19,2016-04-01,459746
B1G,O-Q,MIO_EUR_NSA,EA19,2016-07-01,450760
B1G,O-Q,MIO_EUR_NSA,EA19,2016-10-01,489874
B1G,O-Q,MIO_EUR_NSA,EA19,2017-01-01,460418
B1G,O-Q,MIO_EUR_NSA,EA19,2017-04-01,470586
B1G,O-Q,MIO_EUR_NSA,EA19,2017-07-01,462932
B1G,O-Q,MIO_EUR_NSA,EA19,2017-10-01,503192
B1G,O-Q,MIO_EUR_NSA,EA19,2018-01-01,473812
B1G,O-Q,MIO_EUR_NSA,EA19,2018-04-01,485920
B1G,O-Q,MIO_EUR_NSA,EE,2015-07-01,665
B1G,O-Q,MIO_EUR_NSA,EE,2015-10-01,772
B1G,O-Q,MIO_EUR_NSA,EE,2016-01-01,699
B1G,O-Q,MIO_EUR_NSA,EE,2016-04-01,752
B1G,O-Q,MIO_EUR_NSA,EE,2016-07-01,701
B1G,O-Q,MIO_EUR_NSA,EE,2016-10-01,827
B1G,O-Q,MIO_EUR_NSA,EE,2017-01-01,737
B1G,O-Q,MIO_EUR_NSA,EE,2017-04-01,799
B1G,O-Q,MIO_EUR_NSA,EE,2017-07-01,761
B1G,O-Q,MIO_EUR_NSA,EE,2017-10-01,911
B1G,O-Q,MIO_EUR_NSA,EE,2018-01-01,793
B1G,O-Q,MIO_EUR_NSA,EE,2018-04-01,865
B1G,O-Q,MIO_EUR_NSA,EL,2015-07-01,8008
B1G,O-Q,MIO_EUR_NSA,EL,2015-10-01,8337
B1G,O-Q,MIO_EUR_NSA,EL,2016-01-01,7790
B1G,O-Q,MIO_EUR_NSA,EL,2016-04-01,8000
B1G,O-Q,MIO_EUR_NSA,EL,2016-07-01,7994
B1G,O-Q,MIO_EUR_NSA,EL,2016-10-01,8234
B1G,O-Q,MIO_EUR_NSA,EL,2017-01-01,7828
B1G,O-Q,MIO_EUR_NSA,EL,2017-04-01,7932
B1G,O-Q,MIO_EUR_NSA,EL,2017-07-01,8129
B1G,O-Q,MIO_EUR_NSA,EL,2017-10-01,8369
B1G,O-Q,MIO_EUR_NSA,EL,2018-01-01,8149
B1G,O-Q,MIO_EUR_NSA,EL,2018-04-01,8283
B1G,O-Q,MIO_EUR_NSA,ES,2015-07-01,44053
B1G,O-Q,MIO_EUR_NSA,ES,2015-10-01,49643
B1G,O-Q,MIO_EUR_NSA,ES,2016-01-01,42988
B1G,O-Q,MIO_EUR_NSA,ES,2016-04-01,48231
B1G,O-Q,MIO_EUR_NSA,ES,2016-07-01,45614
B1G,O-Q,MIO_EUR_NSA,ES,2016-10-01,50244
B1G,O-Q,MIO_EUR_NSA,ES,2017-01-01,43518
B1G,O-Q,MIO_EUR_NSA,ES,2017-04-01,48758
B1G,O-Q,MIO_EUR_NSA,ES,2017-07-01,46598
B1G,O-Q,MIO_EUR_NSA,ES,2017-10-01,51538
B1G,O-Q,MIO_EUR_NSA,ES,2018-01-01,44542
B1G,O-Q,MIO_EUR_NSA,ES,2018-04-01,49827
B1G,O-Q,MIO_EUR_NSA,EU28,2015-07-01,610569
B1G,O-Q,MIO_EUR_NSA,EU28,2015-10-01,655036
B1G,O-Q,MIO_EUR_NSA,EU28,2016-01-01,619766
B1G,O-Q,MIO_EUR_NSA,EU28,2016-04-01,625050
B1G,O-Q,MIO_EUR_NSA,EU28,2016-07-01,610167
B1G,O-Q,MIO_EUR_NSA,EU28,2016-10-01,651765
B1G,O-Q,MIO_EUR_NSA,EU28,2017-01-01,623801
B1G,O-Q,MIO_EUR_NSA,EU28,2017-04-01,631259
B1G,O-Q,MIO_EUR_NSA,EU28,2017-07-01,622181
B1G,O-Q,MIO_EUR_NSA,EU28,2017-10-01,670031
B1G,O-Q,MIO_EUR_NSA,EU28,2018-01-01,640620
B1G,O-Q,MIO_EUR_NSA,EU28,2018-04-01,647829
B1G,O-Q,MIO_EUR_NSA,FI,2015-07-01,9850
B1G,O-Q,MIO_EUR_NSA,FI,2015-10-01,9892
B1G,O-Q,MIO_EUR_NSA,FI,2016-01-01,9829
B1G,O-Q,MIO_EUR_NSA,FI,2016-04-01,10069
