unit,vehicle,geo\time,date,value
PC,CAR,CZ,2009-01-01,76.2 e
PC,CAR,CZ,2010-01-01,73 e
PC,CAR,CZ,2011-01-01,74.4 
PC,CAR,CZ,2012-01-01,74 
PC,CAR,CZ,2013-01-01,73.6 
PC,CAR,CZ,2014-01-01,73.1 
PC,CAR,CZ,2015-01-01,74.1 
PC,CAR,CZ,2016-01-01,74 
PC,CAR,DE,1990-01-01,85.4 
PC,CAR,DE,1991-01-01,84.6 
PC,CAR,DE,1992-01-01,85 
PC,CAR,DE,1993-01-01,84.5 
PC,CAR,DE,1994-01-01,85.8 b
PC,CAR,DE,1995-01-01,85.4 
PC,CAR,DE,1996-01-01,85.4 
PC,CAR,DE,1997-01-01,85.3 
PC,CAR,DE,1998-01-01,85.5 
PC,CAR,DE,1999-01-01,85.7 
PC,CAR,DE,2000-01-01,85.2 
PC,CAR,DE,2001-01-01,85.5 
PC,CAR,DE,2002-01-01,86.2 
PC,CAR,DE,2003-01-01,86.1 
PC,CAR,DE,2004-01-01,85.8 
PC,CAR,DE,2005-01-01,85.8 
PC,CAR,DE,2006-01-01,85.6 
PC,CAR,DE,2007-01-01,85.7 
PC,CAR,DE,2008-01-01,85.6 
PC,CAR,DE,2009-01-01,86 
PC,CAR,DE,2010-01-01,86 
PC,CAR,DE,2011-01-01,85.7 
PC,CAR,DE,2012-01-01,85.5 
PC,CAR,DE,2013-01-01,85.8 
PC,CAR,DE,2014-01-01,85.8 
PC,CAR,DE,2015-01-01,85.7 
PC,CAR,DE,2016-01-01,85.7 
PC,CAR,DK,1990-01-01,82.4 
PC,CAR,DK,1991-01-01,82.9 
PC,CAR,DK,1992-01-01,82.8 
PC,CAR,DK,1993-01-01,80.5 
PC,CAR,DK,1994-01-01,80.2 
PC,CAR,DK,1995-01-01,79.9 
PC,CAR,DK,1996-01-01,79.6 
PC,CAR,DK,1997-01-01,79.6 
PC,CAR,DK,1998-01-01,79.6 
PC,CAR,DK,1999-01-01,80.1 
PC,CAR,DK,2000-01-01,79.6 
PC,CAR,DK,2001-01-01,79.2 
PC,CAR,DK,2002-01-01,79.1 
PC,CAR,DK,2003-01-01,79.1 
PC,CAR,DK,2004-01-01,79.3 
PC,CAR,DK,2005-01-01,79.1 
PC,CAR,DK,2006-01-01,79.1 
PC,CAR,DK,2007-01-01,79.6 
PC,CAR,DK,2008-01-01,79.8 
PC,CAR,DK,2009-01-01,80.1 
PC,CAR,DK,2010-01-01,79.7 
PC,CAR,DK,2011-01-01,80 
PC,CAR,DK,2012-01-01,80 
PC,CAR,DK,2013-01-01,79.9 
PC,CAR,DK,2014-01-01,80.6 
PC,CAR,DK,2015-01-01,80.9 
PC,CAR,DK,2016-01-01,81.6 
PC,CAR,EE,1990-01-01,: 
PC,CAR,EE,1991-01-01,: 
PC,CAR,EE,1992-01-01,: 
PC,CAR,EE,1993-01-01,: 
PC,CAR,EE,1994-01-01,: 
PC,CAR,EE,1995-01-01,: 
PC,CAR,EE,1996-01-01,: 
PC,CAR,EE,1997-01-01,: 
PC,CAR,EE,1998-01-01,73.2 e
PC,CAR,EE,1999-01-01,75 e
PC,CAR,EE,2000-01-01,69.8 e
PC,CAR,EE,2001-01-01,72 e
PC,CAR,EE,2002-01-01,73.8 e
PC,CAR,EE,2003-01-01,75.6 e
PC,CAR,EE,2004-01-01,74.6 
PC,CAR,EE,2005-01-01,77 
PC,CAR,EE,2006-01-01,76 
PC,CAR,EE,2007-01-01,77.2 e
PC,CAR,EE,2008-01-01,79.4 e
PC,CAR,EE,2009-01-01,81.6 e
PC,CAR,EE,2010-01-01,81.4 e
PC,CAR,EE,2011-01-01,81.8 e
PC,CAR,EE,2012-01-01,81.4 e
PC,CAR,EE,2013-01-01,81 e
PC,CAR,EE,2014-01-01,81.6 e
PC,CAR,EE,2015-01-01,78.2 e
PC,CAR,EE,2016-01-01,80.1 e
PC,CAR,EL,1990-01-01,64 e
PC,CAR,EL,1991-01-01,64.6 e
PC,CAR,EL,1992-01-01,64.3 e
PC,CAR,EL,1993-01-01,65.4 e
PC,CAR,EL,1994-01-01,66.7 e
PC,CAR,EL,1995-01-01,66.9 e
PC,CAR,EL,1996-01-01,67.9 e
PC,CAR,EL,1997-01-01,68.9 e
PC,CAR,EL,1998-01-01,70 e
PC,CAR,EL,1999-01-01,71.5 e
PC,CAR,EL,2000-01-01,72.8 e
PC,CAR,EL,2001-01-01,74.3 e
PC,CAR,EL,2002-01-01,75.1 e
PC,CAR,EL,2003-01-01,76.4 e
PC,CAR,EL,2004-01-01,77.5 e
PC,CAR,EL,2005-01-01,78.3 e
PC,CAR,EL,2006-01-01,79.2 e
PC,CAR,EL,2007-01-01,79.9 e
PC,CAR,EL,2008-01-01,80.8 e
PC,CAR,EL,2009-01-01,81.9 e
PC,CAR,EL,2010-01-01,81.6 e
PC,CAR,EL,2011-01-01,81.6 e
PC,CAR,EL,2012-01-01,81.6 e
PC,CAR,EL,2013-01-01,81.3 e
PC,CAR,EL,2014-01-01,81.4 e
PC,CAR,EL,2015-01-01,81.4 e
PC,CAR,EL,2016-01-01,81.9 e
PC,CAR,ES,1990-01-01,78.1 e
PC,CAR,ES,1991-01-01,80.4 e
PC,CAR,ES,1992-01-01,80.8 e
PC,CAR,ES,1993-01-01,81.4 e
PC,CAR,ES,1994-01-01,81.9 e
PC,CAR,ES,1995-01-01,82 e
PC,CAR,ES,1996-01-01,81.3 e
PC,CAR,ES,1997-01-01,81.5 e
PC,CAR,ES,1998-01-01,80.5 
PC,CAR,ES,1999-01-01,81.2 
PC,CAR,ES,2000-01-01,81 
PC,CAR,ES,2001-01-01,80.8 
PC,CAR,ES,2002-01-01,82.5 
PC,CAR,ES,2003-01-01,83.1 
PC,CAR,ES,2004-01-01,81.7 
PC,CAR,ES,2005-01-01,82 
PC,CAR,ES,2006-01-01,82.8 
PC,CAR,ES,2007-01-01,81 
PC,CAR,ES,2008-01-01,80.3 
PC,CAR,ES,2009-01-01,81.4 
PC,CAR,ES,2010-01-01,82.3 d
PC,CAR,ES,2011-01-01,80.9 d
PC,CAR,ES,2012-01-01,80.7 d
PC,CAR,ES,2013-01-01,80.7 d
PC,CAR,ES,2014-01-01,82.7 
PC,CAR,ES,2015-01-01,81.4 d
PC,CAR,ES,2016-01-01,81.6 
PC,CAR,EU27,1990-01-01,: 
PC,CAR,EU27,1991-01-01,: 
PC,CAR,EU27,1992-01-01,: 
PC,CAR,EU27,1993-01-01,: 
PC,CAR,EU27,1994-01-01,: 
PC,CAR,EU27,1995-01-01,: 
PC,CAR,EU27,1996-01-01,: 
PC,CAR,EU27,1997-01-01,: 
PC,CAR,EU27,1998-01-01,: 
PC,CAR,EU27,1999-01-01,: 
PC,CAR,EU27,2000-01-01,82.4 
PC,CAR,EU27,2001-01-01,82.7 
PC,CAR,EU27,2002-01-01,83.3 
PC,CAR,EU27,2003-01-01,83.5 
PC,CAR,EU27,2004-01-01,83.4 
PC,CAR,EU27,2005-01-01,83.3 
PC,CAR,EU27,2006-01-01,83.2 
PC,CAR,EU27,2007-01-01,83.1 
PC,CAR,EU27,2008-01-01,82.8 
PC,CAR,EU27,2009-01-01,83.6 
PC,CAR,EU27,2010-01-01,83.4 
PC,CAR,EU27,2011-01-01,83.2 
PC,CAR,EU27,2012-01-01,82.9 
PC,CAR,EU27,2013-01-01,82.4 
PC,CAR,EU27,2014-01-01,82.6 
PC,CAR,EU27,2015-01-01,82.7 
PC,CAR,EU27,2016-01-01,82.9 
PC,CAR,EU28,1990-01-01,: 
PC,CAR,EU28,1991-01-01,: 
PC,CAR,EU28,1992-01-01,: 
PC,CAR,EU28,1993-01-01,: 
PC,CAR,EU28,1994-01-01,: 
PC,CAR,EU28,1995-01-01,: 
PC,CAR,EU28,1996-01-01,: 
PC,CAR,EU28,1997-01-01,: 
PC,CAR,EU28,1998-01-01,: 
PC,CAR,EU28,1999-01-01,: 
PC,CAR,EU28,2000-01-01,82.4 
PC,CAR,EU28,2001-01-01,82.7 
PC,CAR,EU28,2002-01-01,83.3 
PC,CAR,EU28,2003-01-01,83.5 
PC,CAR,EU28,2004-01-01,83.4 
PC,CAR,EU28,2005-01-01,83.3 
PC,CAR,EU28,2006-01-01,83.2 
PC,CAR,EU28,2007-01-01,83.1 
PC,CAR,EU28,2008-01-01,82.8 
PC,CAR,EU28,2009-01-01,83.6 
PC,CAR,EU28,2010-01-01,83.4 
PC,CAR,EU28,2011-01-01,83.2 
PC,CAR,EU28,2012-01-01,82.9 
PC,CAR,EU28,2013-01-01,82.4 
PC,CAR,EU28,2014-01-01,82.6 
PC,CAR,EU28,2015-01-01,82.7 
PC,CAR,EU28,2016-01-01,82.9 
PC,CAR,FI,1990-01-01,81.2 
PC,CAR,FI,1991-01-01,81.7 
PC,CAR,FI,1992-01-01,82 
PC,CAR,FI,1993-01-01,81.9 
PC,CAR,FI,1994-01-01,81.8 
PC,CAR,FI,1995-01-01,81.7 
PC,CAR,FI,1996-01-01,81.7 
PC,CAR,FI,1997-01-01,82 
PC,CAR,FI,1998-01-01,82.7 
PC,CAR,FI,1999-01-01,83.3 
PC,CAR,FI,2000-01-01,83.4 
PC,CAR,FI,2001-01-01,83.8 
PC,CAR,FI,2002-01-01,84.1 
PC,CAR,FI,2003-01-01,84.4 
PC,CAR,FI,2004-01-01,84.8 
PC,CAR,FI,2005-01-01,84.9 
PC,CAR,FI,2006-01-01,84.9 
PC,CAR,FI,2007-01-01,84.9 
PC,CAR,FI,2008-01-01,84.5 
PC,CAR,FI,2009-01-01,84.9 
PC,CAR,FI,2010-01-01,84.9 
PC,CAR,FI,2011-01-01,85.1 
PC,CAR,FI,2012-01-01,84.9 
PC,CAR,FI,2013-01-01,84.9 
PC,CAR,FI,2014-01-01,85.2 
PC,CAR,FI,2015-01-01,85 
PC,CAR,FI,2016-01-01,82.5 
PC,CAR,FR,1990-01-01,84.8 
PC,CAR,FR,1991-01-01,85.1 
PC,CAR,FR,1992-01-01,85.6 
PC,CAR,FR,1993-01-01,86.2 
PC,CAR,FR,1994-01-01,86.5 
PC,CAR,FR,1995-01-01,86.8 
PC,CAR,FR,1996-01-01,86.4 
PC,CAR,FR,1997-01-01,86.4 
PC,CAR,FR,1998-01-01,86.4 
PC,CAR,FR,1999-01-01,86.6 
PC,CAR,FR,2000-01-01,86.1 
PC,CAR,FR,2001-01-01,86.6 
PC,CAR,FR,2002-01-01,86.4 
PC,CAR,FR,2003-01-01,86.6 
PC,CAR,FR,2004-01-01,86.2 
PC,CAR,FR,2005-01-01,85.8 
PC,CAR,FR,2006-01-01,85.3 
PC,CAR,FR,2007-01-01,84.9 
PC,CAR,FR,2008-01-01,84.2 
PC,CAR,FR,2009-01-01,85.4 
PC,CAR,FR,2010-01-01,85.5 
PC,CAR,FR,2011-01-01,85.3 
PC,CAR,FR,2012-01-01,85.1 
PC,CAR,FR,2013-01-01,81.4 
PC,CAR,FR,2014-01-01,81.6 
PC,CAR,FR,2015-01-01,81.6 
PC,CAR,FR,2016-01-01,81.5 
PC,CAR,HR,1990-01-01,: 
PC,CAR,HR,1991-01-01,: 
PC,CAR,HR,1992-01-01,: 
PC,CAR,HR,1993-01-01,: 
PC,CAR,HR,1994-01-01,: 
PC,CAR,HR,1995-01-01,70.7 e
PC,CAR,HR,1996-01-01,72.9 e
PC,CAR,HR,1997-01-01,74.6 e
PC,CAR,HR,1998-01-01,77.6 e
PC,CAR,HR,1999-01-01,80.9 e
PC,CAR,HR,2000-01-01,81.4 e
PC,CAR,HR,2001-01-01,81.7 e
PC,CAR,HR,2002-01-01,82.2 e
PC,CAR,HR,2003-01-01,82.2 e
PC,CAR,HR,2004-01-01,83.8 e
PC,CAR,HR,2005-01-01,83.8 e
PC,CAR,HR,2006-01-01,83.7 e
PC,CAR,HR,2007-01-01,82.9 e
PC,CAR,HR,2008-01-01,82.2 e
PC,CAR,HR,2009-01-01,83.6 e
PC,CAR,HR,2010-01-01,83.7 e
PC,CAR,HR,2011-01-01,84.6 
PC,CAR,HR,2012-01-01,85.8 
PC,CAR,HR,2013-01-01,85.5 
PC,CAR,HR,2014-01-01,85.1 
PC,CAR,HR,2015-01-01,85.9 
PC,CAR,HR,2016-01-01,85 
PC,CAR,HU,1990-01-01,60.5 
PC,CAR,HU,1991-01-01,63.2 
PC,CAR,HU,1992-01-01,63.9 
PC,CAR,HU,1993-01-01,64.5 
PC,CAR,HU,1994-01-01,64.3 
PC,CAR,HU,1995-01-01,64.4 
PC,CAR,HU,1996-01-01,94.7 
PC,CAR,HU,1997-01-01,64.6 
PC,CAR,HU,1998-01-01,63.9 
PC,CAR,HU,1999-01-01,62.8 
PC,CAR,HU,2000-01-01,61.9 
PC,CAR,HU,2001-01-01,61.7 
PC,CAR,HU,2002-01-01,61.1 
PC,CAR,HU,2003-01-01,62.1 
PC,CAR,HU,2004-01-01,63.2 
PC,CAR,HU,2005-01-01,64.2 
PC,CAR,HU,2006-01-01,65.6 b
PC,CAR,HU,2007-01-01,67.6 
PC,CAR,HU,2008-01-01,67.5 
PC,CAR,HU,2009-01-01,69.1 
PC,CAR,HU,2010-01-01,68.6 
PC,CAR,HU,2011-01-01,68.3 
PC,CAR,HU,2012-01-01,67.6 
PC,CAR,HU,2013-01-01,67.5 
PC,CAR,HU,2014-01-01,67.5 
PC,CAR,HU,2015-01-01,68.2 
PC,CAR,HU,2016-01-01,69 
PC,CAR,IE,1990-01-01,84.9 e
PC,CAR,IE,1991-01-01,84.3 e
PC,CAR,IE,1992-01-01,84.2 e
PC,CAR,IE,1993-01-01,83.8 e
PC,CAR,IE,1994-01-01,83 e
PC,CAR,IE,1995-01-01,83 e
PC,CAR,IE,1996-01-01,83.3 e
PC,CAR,IE,1997-01-01,83.3 e
PC,CAR,IE,1998-01-01,83.4 e
PC,CAR,IE,1999-01-01,83.4 e
PC,CAR,IE,2000-01-01,80.6 e
PC,CAR,IE,2001-01-01,80.6 e
PC,CAR,IE,2002-01-01,81 e
PC,CAR,IE,2003-01-01,81.4 e
PC,CAR,IE,2004-01-01,81.9 e
PC,CAR,IE,2005-01-01,82.1 e
PC,CAR,IE,2006-01-01,82.3 e
PC,CAR,IE,2007-01-01,82.3 e
PC,CAR,IE,2008-01-01,82.3 e
PC,CAR,IE,2009-01-01,82.1 e
PC,CAR,IE,2010-01-01,82.6 e
PC,CAR,IE,2011-01-01,76.8 
PC,CAR,IE,2012-01-01,82.8 e
PC,CAR,IE,2013-01-01,83.2 e
PC,CAR,IE,2014-01-01,79.8 e
PC,CAR,IE,2015-01-01,80.4 e
PC,CAR,IE,2016-01-01,79.9 e
PC,CAR,IS,1990-01-01,: 
PC,CAR,IS,1991-01-01,: 
PC,CAR,IS,1992-01-01,: 
PC,CAR,IS,1993-01-01,: 
PC,CAR,IS,1994-01-01,: 
PC,CAR,IS,1995-01-01,: 
PC,CAR,IS,1996-01-01,88.6 
PC,CAR,IS,1997-01-01,88.6 
PC,CAR,IS,1998-01-01,88.6 
PC,CAR,IS,1999-01-01,88.8 
PC,CAR,IS,2000-01-01,88.6 
PC,CAR,IS,2001-01-01,88.6 
PC,CAR,IS,2002-01-01,88.6 
PC,CAR,IS,2003-01-01,88.6 
PC,CAR,IS,2004-01-01,88.6 
PC,CAR,IS,2005-01-01,88.6 
PC,CAR,IS,2006-01-01,88.6 
PC,CAR,IS,2007-01-01,88.6 
PC,CAR,IS,2008-01-01,88.6 
PC,CAR,IS,2009-01-01,88.6 
PC,CAR,IS,2010-01-01,88.6 
PC,CAR,IS,2011-01-01,88.6 
PC,CAR,IS,2012-01-01,88.6 
PC,CAR,IS,2013-01-01,88.6 
PC,CAR,IS,2014-01-01,88.6 
PC,CAR,IS,2015-01-01,88.6 
PC,CAR,IS,2016-01-01,88.6 
PC,CAR,IT,1990-01-01,80.2 e
PC,CAR,IT,1991-01-01,80.6 e
PC,CAR,IT,1992-01-01,82.3 e
PC,CAR,IT,1993-01-01,82.9 e
PC,CAR,IT,1994-01-01,83 
PC,CAR,IT,1995-01-01,82.4 
PC,CAR,IT,1996-01-01,82.5 
PC,CAR,IT,1997-01-01,82.7 
PC,CAR,IT,1998-01-01,83.4 
PC,CAR,IT,1999-01-01,83 
PC,CAR,IT,2000-01-01,83.3 b
PC,CAR,IT,2001-01-01,83.2 
PC,CAR,IT,2002-01-01,83.3 
PC,CAR,IT,2003-01-01,83.4 
PC,CAR,IT,2004-01-01,83.4 
PC,CAR,IT,2005-01-01,81.8 
PC,CAR,IT,2006-01-01,81.5 
PC,CAR,IT,2007-01-01,81.6 
PC,CAR,IT,2008-01-01,81.7 
PC,CAR,IT,2009-01-01,82.8 
PC,CAR,IT,2010-01-01,81.7 e
PC,CAR,IT,2011-01-01,81.1 
PC,CAR,IT,2012-01-01,78.9 
PC,CAR,IT,2013-01-01,79.7 
PC,CAR,IT,2014-01-01,80.1 
PC,CAR,IT,2015-01-01,81.4 
PC,CAR,IT,2016-01-01,81.9 
PC,CAR,LT,1990-01-01,: 
PC,CAR,LT,1991-01-01,: 
PC,CAR,LT,1992-01-01,: 
PC,CAR,LT,1993-01-01,: 
PC,CAR,LT,1994-01-01,: 
PC,CAR,LT,1995-01-01,: 
PC,CAR,LT,1996-01-01,: 
PC,CAR,LT,1997-01-01,: 
PC,CAR,LT,1998-01-01,: 
PC,CAR,LT,1999-01-01,: 
PC,CAR,LT,2000-01-01,82.2 e
PC,CAR,LT,2001-01-01,82.6 e
PC,CAR,LT,2002-01-01,82 
PC,CAR,LT,2003-01-01,85 e
PC,CAR,LT,2004-01-01,86.6 e
PC,CAR,LT,2005-01-01,89.8 e
PC,CAR,LT,2006-01-01,90.9 
PC,CAR,LT,2007-01-01,91 
PC,CAR,LT,2008-01-01,91.2 
PC,CAR,LT,2009-01-01,92.3 
PC,CAR,LT,2010-01-01,91.7 
PC,CAR,LT,2011-01-01,90.8 d
PC,CAR,LT,2012-01-01,91.9 
PC,CAR,LT,2013-01-01,91.4 
PC,CAR,LT,2014-01-01,88.3 
PC,CAR,LT,2015-01-01,89.2 
PC,CAR,LT,2016-01-01,89.9 
PC,CAR,LU,1990-01-01,85.3 e
PC,CAR,LU,1991-01-01,85.4 e
PC,CAR,LU,1992-01-01,84.9 e
PC,CAR,LU,1993-01-01,85.2 e
PC,CAR,LU,1994-01-01,84.9 e
PC,CAR,LU,1995-01-01,85 e
PC,CAR,LU,1996-01-01,85.2 e
PC,CAR,LU,1997-01-01,85.1 e
PC,CAR,LU,1998-01-01,85.2 e
PC,CAR,LU,1999-01-01,84.9 e
PC,CAR,LU,2000-01-01,85.5 e
PC,CAR,LU,2001-01-01,85.2 e
PC,CAR,LU,2002-01-01,85.7 e
PC,CAR,LU,2003-01-01,85.7 e
PC,CAR,LU,2004-01-01,85.6 e
PC,CAR,LU,2005-01-01,85.5 e
PC,CAR,LU,2006-01-01,85.3 e
PC,CAR,LU,2007-01-01,84.9 e
PC,CAR,LU,2008-01-01,84.2 e
PC,CAR,LU,2009-01-01,84.3 e
PC,CAR,LU,2010-01-01,83.5 e
PC,CAR,LU,2011-01-01,83.1 e
PC,CAR,LU,2012-01-01,83 e
PC,CAR,LU,2013-01-01,82.8 e
PC,CAR,LU,2014-01-01,83.6 e
PC,CAR,LU,2015-01-01,82.9 e
PC,CAR,LU,2016-01-01,83.1 e
PC,CAR,LV,1990-01-01,: 
PC,CAR,LV,1991-01-01,: 
PC,CAR,LV,1992-01-01,: 
PC,CAR,LV,1993-01-01,: 
PC,CAR,LV,1994-01-01,: 
PC,CAR,LV,1995-01-01,67.3 e
PC,CAR,LV,1996-01-01,71.6 e
PC,CAR,LV,1997-01-01,72.8 e
PC,CAR,LV,1998-01-01,74 e
PC,CAR,LV,1999-01-01,73.9 e
PC,CAR,LV,2000-01-01,79 e
PC,CAR,LV,2001-01-01,79.5 e
PC,CAR,LV,2002-01-01,79.1 e
PC,CAR,LV,2003-01-01,78.2 e
PC,CAR,LV,2004-01-01,76.9 e
PC,CAR,LV,2005-01-01,76.2 e
PC,CAR,LV,2006-01-01,78.8 e
PC,CAR,LV,2007-01-01,79.4 e
PC,CAR,LV,2008-01-01,78.7 e
PC,CAR,LV,2009-01-01,80.2 
PC,CAR,LV,2010-01-01,78.2 
PC,CAR,LV,2011-01-01,76.2 
PC,CAR,LV,2012-01-01,76.9 
PC,CAR,LV,2013-01-01,77.3 
PC,CAR,LV,2014-01-01,79 
PC,CAR,LV,2015-01-01,80.7 
PC,CAR,LV,2016-01-01,81.5 
PC,CAR,MK,1990-01-01,: 
PC,CAR,MK,1991-01-01,: 
PC,CAR,MK,1992-01-01,: 
PC,CAR,MK,1993-01-01,: 
PC,CAR,MK,1994-01-01,: 
PC,CAR,MK,1995-01-01,: 
PC,CAR,MK,1996-01-01,: 
PC,CAR,MK,1997-01-01,: 
PC,CAR,MK,1998-01-01,81.6 e
PC,CAR,MK,1999-01-01,81.3 e
PC,CAR,MK,2000-01-01,84.5 e
PC,CAR,MK,2001-01-01,83 e
PC,CAR,MK,2002-01-01,81.3 e
PC,CAR,MK,2003-01-01,78.8 e
PC,CAR,MK,2004-01-01,78.5 e
PC,CAR,MK,2005-01-01,79.2 e
PC,CAR,MK,2006-01-01,80.4 e
PC,CAR,MK,2007-01-01,77.8 e
PC,CAR,MK,2008-01-01,75.2 e
PC,CAR,MK,2009-01-01,75.6 e
PC,CAR,MK,2010-01-01,74.6 e
PC,CAR,MK,2011-01-01,74.9 e
PC,CAR,MK,2012-01-01,77.3 e
PC,CAR,MK,2013-01-01,81.1 d
PC,CAR,MK,2014-01-01,84 
PC,CAR,MK,2015-01-01,83.1 d
PC,CAR,MK,2016-01-01,85.9 d
PC,CAR,MT,1990-01-01,: 
PC,CAR,MT,1991-01-01,: 
PC,CAR,MT,1992-01-01,: 
PC,CAR,MT,1993-01-01,: 
PC,CAR,MT,1994-01-01,: 
PC,CAR,MT,1995-01-01,80.6 e
PC,CAR,MT,1996-01-01,80.4 e
PC,CAR,MT,1997-01-01,79.8 e
PC,CAR,MT,1998-01-01,79.6 e
PC,CAR,MT,1999-01-01,79.6 e
PC,CAR,MT,2000-01-01,79.6 e
PC,CAR,MT,2001-01-01,79.3 e
PC,CAR,MT,2002-01-01,79.4 e
PC,CAR,MT,2003-01-01,79.5 e
PC,CAR,MT,2004-01-01,79.6 e
PC,CAR,MT,2005-01-01,80.3 e
PC,CAR,MT,2006-01-01,80.4 e
PC,CAR,MT,2007-01-01,80.6 e
PC,CAR,MT,2008-01-01,80.8 e
PC,CAR,MT,2009-01-01,81.9 e
PC,CAR,MT,2010-01-01,81.5 e
PC,CAR,MT,2011-01-01,82.4 e
PC,CAR,MT,2012-01-01,82.5 e
PC,CAR,MT,2013-01-01,83 e
PC,CAR,MT,2014-01-01,83.1 e
PC,CAR,MT,2015-01-01,82.3 e
PC,CAR,MT,2016-01-01,82.6 e
PC,CAR,NL,1990-01-01,: 
PC,CAR,NL,1991-01-01,: 
PC,CAR,NL,1992-01-01,: 
PC,CAR,NL,1993-01-01,: 
PC,CAR,NL,1994-01-01,: 
PC,CAR,NL,1995-01-01,: 
PC,CAR,NL,1996-01-01,: 
PC,CAR,NL,1997-01-01,: 
PC,CAR,NL,1998-01-01,: 
PC,CAR,NL,1999-01-01,: 
PC,CAR,NL,2000-01-01,87.6 
PC,CAR,NL,2001-01-01,87.5 
PC,CAR,NL,2002-01-01,87.9 
PC,CAR,NL,2003-01-01,88.4 
PC,CAR,NL,2004-01-01,88.7 
PC,CAR,NL,2005-01-01,88.2 
PC,CAR,NL,2006-01-01,87.7 
PC,CAR,NL,2007-01-01,87.5 
PC,CAR,NL,2008-01-01,87.1 
PC,CAR,NL,2009-01-01,87.3 e
PC,CAR,NL,2010-01-01,86.9 b
PC,CAR,NL,2011-01-01,86.5 
PC,CAR,NL,2012-01-01,86.6 
PC,CAR,NL,2013-01-01,86 
PC,CAR,NL,2014-01-01,85.5 
PC,CAR,NL,2015-01-01,86.1 
PC,CAR,NL,2016-01-01,86 
PC,CAR,NO,1990-01-01,: 
PC,CAR,NO,1991-01-01,: 
PC,CAR,NO,1992-01-01,: 
PC,CAR,NO,1993-01-01,: 
PC,CAR,NO,1994-01-01,: 
PC,CAR,NO,1995-01-01,88.1 
PC,CAR,NO,1996-01-01,87.7 
PC,CAR,NO,1997-01-01,87.6 
PC,CAR,NO,1998-01-01,87.8 
PC,CAR,NO,1999-01-01,87.7 
PC,CAR,NO,2000-01-01,88.3 
PC,CAR,NO,2001-01-01,88.5 
PC,CAR,NO,2002-01-01,89 
PC,CAR,NO,2003-01-01,88.9 
PC,CAR,NO,2004-01-01,88.8 
PC,CAR,NO,2005-01-01,88.5 
PC,CAR,NO,2006-01-01,88.6 
PC,CAR,NO,2007-01-01,88.7 
PC,CAR,NO,2008-01-01,88.5 
PC,CAR,NO,2009-01-01,88.6 
PC,CAR,NO,2010-01-01,88.3 d
PC,CAR,NO,2011-01-01,88.4 
PC,CAR,NO,2012-01-01,89.8 
PC,CAR,NO,2013-01-01,89.8 
PC,CAR,NO,2014-01-01,89.8 d
PC,CAR,NO,2015-01-01,89.4 
PC,CAR,NO,2016-01-01,89 
PC,CAR,PL,1990-01-01,41.3 b
PC,CAR,PL,1991-01-01,49.8 
PC,CAR,PL,1992-01-01,55.3 
PC,CAR,PL,1993-01-01,57.9 
PC,CAR,PL,1994-01-01,62.3 
PC,CAR,PL,1995-01-01,64.6 
PC,CAR,PL,1996-01-01,69.3 
PC,CAR,PL,1997-01-01,71.3 
PC,CAR,PL,1998-01-01,72.1 
PC,CAR,PL,1999-01-01,72.3 
PC,CAR,PL,2000-01-01,61 b
PC,CAR,PL,2001-01-01,62.9 
PC,CAR,PL,2002-01-01,65.1 
PC,CAR,PL,2003-01-01,66.5 
PC,CAR,PL,2004-01-01,67.9 
PC,CAR,PL,2005-01-01,69.4 
PC,CAR,PL,2006-01-01,70.1 
PC,CAR,PL,2007-01-01,70.7 
PC,CAR,PL,2008-01-01,71.9 
PC,CAR,PL,2009-01-01,74.7 
PC,CAR,PL,2010-01-01,76.1 
PC,CAR,PL,2011-01-01,77.4 
PC,CAR,PL,2012-01-01,76.8 
PC,CAR,PL,2013-01-01,78 
PC,CAR,PL,2014-01-01,78.2 
PC,CAR,PL,2015-01-01,78.5 
PC,CAR,PL,2016-01-01,78.5 d
PC,CAR,PT,1990-01-01,: 
PC,CAR,PT,1991-01-01,: 
PC,CAR,PT,1992-01-01,68.2 e
PC,CAR,PT,1993-01-01,72.2 e
PC,CAR,PT,1994-01-01,74.3 e
PC,CAR,PT,1995-01-01,76.5 e
PC,CAR,PT,1996-01-01,78.1 e
PC,CAR,PT,1997-01-01,80 e
PC,CAR,PT,1998-01-01,80 e
PC,CAR,PT,1999-01-01,81.1 e
PC,CAR,PT,2000-01-01,81.7 e
PC,CAR,PT,2001-01-01,82.8 e
PC,CAR,PT,2002-01-01,84.9 e
PC,CAR,PT,2003-01-01,85.1 e
PC,CAR,PT,2004-01-01,85.1 e
PC,CAR,PT,2005-01-01,89.3 e
PC,CAR,PT,2006-01-01,89.6 e
PC,CAR,PT,2007-01-01,89.4 e
PC,CAR,PT,2008-01-01,89.2 e
PC,CAR,PT,2009-01-01,89.4 e
PC,CAR,PT,2010-01-01,89.1 e
PC,CAR,PT,2011-01-01,89.2 e
PC,CAR,PT,2012-01-01,89.5 e
PC,CAR,PT,2013-01-01,89.4 e
PC,CAR,PT,2014-01-01,89.8 e
PC,CAR,PT,2015-01-01,89.6 e
PC,CAR,PT,2016-01-01,89.1 e
PC,CAR,RO,1990-01-01,: 
PC,CAR,RO,1991-01-01,: 
PC,CAR,RO,1992-01-01,: 
PC,CAR,RO,1993-01-01,: 
PC,CAR,RO,1994-01-01,: 
