unit,indic,geotime,date,value
PC,INV_GOV,PL,2014-01-01,4
PC,INV_GOV,PL,2015-01-01,4
PC,INV_GOV,PL,2016-01-01,3
PC,INV_GOV,PL,2017-01-01,
PC,INV_GOV,PT,2000-01-01,4
PC,INV_GOV,PT,2001-01-01,5
PC,INV_GOV,PT,2002-01-01,4
PC,INV_GOV,PT,2003-01-01,4
PC,INV_GOV,PT,2004-01-01,4
PC,INV_GOV,PT,2005-01-01,4
PC,INV_GOV,PT,2006-01-01,3
PC,INV_GOV,PT,2007-01-01,3
PC,INV_GOV,PT,2008-01-01,3
PC,INV_GOV,PT,2009-01-01,4
PC,INV_GOV,PT,2010-01-01,5
PC,INV_GOV,PT,2011-01-01,3
PC,INV_GOV,PT,2012-01-01,2
PC,INV_GOV,PT,2013-01-01,2
PC,INV_GOV,PT,2014-01-01,1
PC,INV_GOV,PT,2015-01-01,2
PC,INV_GOV,PT,2016-01-01,1
PC,INV_GOV,PT,2017-01-01,1
PC,INV_GOV,RO,2000-01-01,3
PC,INV_GOV,RO,2001-01-01,2
PC,INV_GOV,RO,2002-01-01,3
PC,INV_GOV,RO,2003-01-01,3
PC,INV_GOV,RO,2004-01-01,2
PC,INV_GOV,RO,2005-01-01,2
PC,INV_GOV,RO,2006-01-01,5
PC,INV_GOV,RO,2007-01-01,6
PC,INV_GOV,RO,2008-01-01,6
PC,INV_GOV,RO,2009-01-01,6
PC,INV_GOV,RO,2010-01-01,5
PC,INV_GOV,RO,2011-01-01,5
PC,INV_GOV,RO,2012-01-01,4
PC,INV_GOV,RO,2013-01-01,4
PC,INV_GOV,RO,2014-01-01,4
PC,INV_GOV,RO,2015-01-01,5
PC,INV_GOV,RO,2016-01-01,3
PC,INV_GOV,RO,2017-01-01,
PC,INV_GOV,SE,2000-01-01,3
PC,INV_GOV,SE,2001-01-01,4
PC,INV_GOV,SE,2002-01-01,4
PC,INV_GOV,SE,2003-01-01,4
PC,INV_GOV,SE,2004-01-01,4
PC,INV_GOV,SE,2005-01-01,4
PC,INV_GOV,SE,2006-01-01,4
PC,INV_GOV,SE,2007-01-01,4
PC,INV_GOV,SE,2008-01-01,4
PC,INV_GOV,SE,2009-01-01,4
PC,INV_GOV,SE,2010-01-01,4
PC,INV_GOV,SE,2011-01-01,4
PC,INV_GOV,SE,2012-01-01,4
PC,INV_GOV,SE,2013-01-01,4
PC,INV_GOV,SE,2014-01-01,4
PC,INV_GOV,SE,2015-01-01,4
PC,INV_GOV,SE,2016-01-01,4
PC,INV_GOV,SE,2017-01-01,4
PC,INV_GOV,SI,2000-01-01,3
PC,INV_GOV,SI,2001-01-01,3
PC,INV_GOV,SI,2002-01-01,3
PC,INV_GOV,SI,2003-01-01,3
PC,INV_GOV,SI,2004-01-01,3
PC,INV_GOV,SI,2005-01-01,3
PC,INV_GOV,SI,2006-01-01,4
PC,INV_GOV,SI,2007-01-01,4
PC,INV_GOV,SI,2008-01-01,4
PC,INV_GOV,SI,2009-01-01,5
PC,INV_GOV,SI,2010-01-01,4
PC,INV_GOV,SI,2011-01-01,4
PC,INV_GOV,SI,2012-01-01,4
PC,INV_GOV,SI,2013-01-01,4
PC,INV_GOV,SI,2014-01-01,5
PC,INV_GOV,SI,2015-01-01,4
PC,INV_GOV,SI,2016-01-01,3
PC,INV_GOV,SI,2017-01-01,
PC,INV_GOV,SK,2000-01-01,3
PC,INV_GOV,SK,2001-01-01,3
PC,INV_GOV,SK,2002-01-01,4
PC,INV_GOV,SK,2003-01-01,3
PC,INV_GOV,SK,2004-01-01,2
PC,INV_GOV,SK,2005-01-01,3
PC,INV_GOV,SK,2006-01-01,3
PC,INV_GOV,SK,2007-01-01,3
PC,INV_GOV,SK,2008-01-01,3
PC,INV_GOV,SK,2009-01-01,3
PC,INV_GOV,SK,2010-01-01,3
PC,INV_GOV,SK,2011-01-01,3
PC,INV_GOV,SK,2012-01-01,3
PC,INV_GOV,SK,2013-01-01,3
PC,INV_GOV,SK,2014-01-01,3
PC,INV_GOV,SK,2015-01-01,6
PC,INV_GOV,SK,2016-01-01,3
PC,INV_GOV,SK,2017-01-01,
PC,INV_GOV,TR,2000-01-01,
PC,INV_GOV,TR,2001-01-01,
PC,INV_GOV,TR,2002-01-01,
PC,INV_GOV,TR,2003-01-01,
PC,INV_GOV,TR,2004-01-01,
PC,INV_GOV,TR,2005-01-01,
PC,INV_GOV,TR,2006-01-01,
PC,INV_GOV,TR,2007-01-01,
PC,INV_GOV,TR,2008-01-01,
PC,INV_GOV,TR,2009-01-01,3
PC,INV_GOV,TR,2010-01-01,3
PC,INV_GOV,TR,2011-01-01,3
PC,INV_GOV,TR,2012-01-01,3
PC,INV_GOV,TR,2013-01-01,3
PC,INV_GOV,TR,2014-01-01,3
PC,INV_GOV,TR,2015-01-01,3
PC,INV_GOV,TR,2016-01-01,
PC,INV_GOV,TR,2017-01-01,
PC,INV_GOV,UK,2000-01-01,1
PC,INV_GOV,UK,2001-01-01,1
PC,INV_GOV,UK,2002-01-01,2
PC,INV_GOV,UK,2003-01-01,2
PC,INV_GOV,UK,2004-01-01,2
PC,INV_GOV,UK,2005-01-01,1
PC,INV_GOV,UK,2006-01-01,2
PC,INV_GOV,UK,2007-01-01,2
PC,INV_GOV,UK,2008-01-01,3
PC,INV_GOV,UK,2009-01-01,3
PC,INV_GOV,UK,2010-01-01,3
PC,INV_GOV,UK,2011-01-01,2
PC,INV_GOV,UK,2012-01-01,2
PC,INV_GOV,UK,2013-01-01,2
PC,INV_GOV,UK,2014-01-01,2
PC,INV_GOV,UK,2015-01-01,2
PC,INV_GOV,UK,2016-01-01,2
PC,INV_GOV,UK,2017-01-01,
PC,INV_HH,AT,2000-01-01,6
PC,INV_HH,AT,2001-01-01,6
PC,INV_HH,AT,2002-01-01,5
PC,INV_HH,AT,2003-01-01,5
PC,INV_HH,AT,2004-01-01,5
PC,INV_HH,AT,2005-01-01,5
PC,INV_HH,AT,2006-01-01,5
PC,INV_HH,AT,2007-01-01,5
PC,INV_HH,AT,2008-01-01,5
PC,INV_HH,AT,2009-01-01,5
PC,INV_HH,AT,2010-01-01,5
PC,INV_HH,AT,2011-01-01,5
PC,INV_HH,AT,2012-01-01,5
PC,INV_HH,AT,2013-01-01,5
PC,INV_HH,AT,2014-01-01,5
PC,INV_HH,AT,2015-01-01,5
PC,INV_HH,AT,2016-01-01,5
PC,INV_HH,AT,2017-01-01,
PC,INV_HH,BE,2000-01-01,5
PC,INV_HH,BE,2001-01-01,5
PC,INV_HH,BE,2002-01-01,5
PC,INV_HH,BE,2003-01-01,5
PC,INV_HH,BE,2004-01-01,5
PC,INV_HH,BE,2005-01-01,6
PC,INV_HH,BE,2006-01-01,6
PC,INV_HH,BE,2007-01-01,6
PC,INV_HH,BE,2008-01-01,6
PC,INV_HH,BE,2009-01-01,6
PC,INV_HH,BE,2010-01-01,6
PC,INV_HH,BE,2011-01-01,5
PC,INV_HH,BE,2012-01-01,5
PC,INV_HH,BE,2013-01-01,5
PC,INV_HH,BE,2014-01-01,5
PC,INV_HH,BE,2015-01-01,5
PC,INV_HH,BE,2016-01-01,5
PC,INV_HH,BE,2017-01-01,
PC,INV_HH,BG,2000-01-01,0
PC,INV_HH,BG,2001-01-01,0
PC,INV_HH,BG,2002-01-01,0
PC,INV_HH,BG,2003-01-01,0
PC,INV_HH,BG,2004-01-01,0
PC,INV_HH,BG,2005-01-01,1
PC,INV_HH,BG,2006-01-01,2
PC,INV_HH,BG,2007-01-01,1
PC,INV_HH,BG,2008-01-01,1
PC,INV_HH,BG,2009-01-01,3
PC,INV_HH,BG,2010-01-01,1
PC,INV_HH,BG,2011-01-01,1
PC,INV_HH,BG,2012-01-01,1
PC,INV_HH,BG,2013-01-01,1
PC,INV_HH,BG,2014-01-01,1
PC,INV_HH,BG,2015-01-01,0
PC,INV_HH,BG,2016-01-01,3
PC,INV_HH,BG,2017-01-01,
PC,INV_HH,CH,2000-01-01,5
PC,INV_HH,CH,2001-01-01,4
PC,INV_HH,CH,2002-01-01,4
PC,INV_HH,CH,2003-01-01,4
PC,INV_HH,CH,2004-01-01,5
PC,INV_HH,CH,2005-01-01,5
PC,INV_HH,CH,2006-01-01,4
PC,INV_HH,CH,2007-01-01,4
PC,INV_HH,CH,2008-01-01,4
PC,INV_HH,CH,2009-01-01,4
PC,INV_HH,CH,2010-01-01,4
PC,INV_HH,CH,2011-01-01,4
PC,INV_HH,CH,2012-01-01,3
PC,INV_HH,CH,2013-01-01,3
PC,INV_HH,CH,2014-01-01,3
PC,INV_HH,CH,2015-01-01,3
PC,INV_HH,CH,2016-01-01,3
PC,INV_HH,CH,2017-01-01,
PC,INV_HH,CY,2000-01-01,7
PC,INV_HH,CY,2001-01-01,7
PC,INV_HH,CY,2002-01-01,8
PC,INV_HH,CY,2003-01-01,9
PC,INV_HH,CY,2004-01-01,10
PC,INV_HH,CY,2005-01-01,11
PC,INV_HH,CY,2006-01-01,13
PC,INV_HH,CY,2007-01-01,13
PC,INV_HH,CY,2008-01-01,13
PC,INV_HH,CY,2009-01-01,11
PC,INV_HH,CY,2010-01-01,9
PC,INV_HH,CY,2011-01-01,7
PC,INV_HH,CY,2012-01-01,5
PC,INV_HH,CY,2013-01-01,4
PC,INV_HH,CY,2014-01-01,4
PC,INV_HH,CY,2015-01-01,5
PC,INV_HH,CY,2016-01-01,5
PC,INV_HH,CY,2017-01-01,
PC,INV_HH,CZ,2000-01-01,5
PC,INV_HH,CZ,2001-01-01,4
PC,INV_HH,CZ,2002-01-01,5
PC,INV_HH,CZ,2003-01-01,5
PC,INV_HH,CZ,2004-01-01,4
PC,INV_HH,CZ,2005-01-01,5
PC,INV_HH,CZ,2006-01-01,5
PC,INV_HH,CZ,2007-01-01,5
PC,INV_HH,CZ,2008-01-01,5
PC,INV_HH,CZ,2009-01-01,5
PC,INV_HH,CZ,2010-01-01,5
PC,INV_HH,CZ,2011-01-01,4
PC,INV_HH,CZ,2012-01-01,4
PC,INV_HH,CZ,2013-01-01,4
PC,INV_HH,CZ,2014-01-01,4
PC,INV_HH,CZ,2015-01-01,4
PC,INV_HH,CZ,2016-01-01,4
PC,INV_HH,CZ,2017-01-01,4
PC,INV_HH,DE,2000-01-01,7
PC,INV_HH,DE,2001-01-01,6
PC,INV_HH,DE,2002-01-01,6
PC,INV_HH,DE,2003-01-01,6
PC,INV_HH,DE,2004-01-01,5
PC,INV_HH,DE,2005-01-01,5
PC,INV_HH,DE,2006-01-01,5
PC,INV_HH,DE,2007-01-01,5
PC,INV_HH,DE,2008-01-01,5
PC,INV_HH,DE,2009-01-01,5
PC,INV_HH,DE,2010-01-01,5
PC,INV_HH,DE,2011-01-01,6
PC,INV_HH,DE,2012-01-01,6
PC,INV_HH,DE,2013-01-01,6
PC,INV_HH,DE,2014-01-01,6
PC,INV_HH,DE,2015-01-01,5
PC,INV_HH,DE,2016-01-01,6
PC,INV_HH,DE,2017-01-01,
PC,INV_HH,DK,2000-01-01,6
PC,INV_HH,DK,2001-01-01,5
PC,INV_HH,DK,2002-01-01,5
PC,INV_HH,DK,2003-01-01,5
PC,INV_HH,DK,2004-01-01,5
PC,INV_HH,DK,2005-01-01,6
PC,INV_HH,DK,2006-01-01,7
PC,INV_HH,DK,2007-01-01,7
PC,INV_HH,DK,2008-01-01,6
PC,INV_HH,DK,2009-01-01,4
PC,INV_HH,DK,2010-01-01,4
PC,INV_HH,DK,2011-01-01,4
PC,INV_HH,DK,2012-01-01,4
PC,INV_HH,DK,2013-01-01,3
PC,INV_HH,DK,2014-01-01,3
PC,INV_HH,DK,2015-01-01,4
PC,INV_HH,DK,2016-01-01,4
PC,INV_HH,DK,2017-01-01,4
PC,INV_HH,EA19,2000-01-01,
PC,INV_HH,EA19,2001-01-01,
PC,INV_HH,EA19,2002-01-01,6
PC,INV_HH,EA19,2003-01-01,6
PC,INV_HH,EA19,2004-01-01,6
PC,INV_HH,EA19,2005-01-01,7
PC,INV_HH,EA19,2006-01-01,7
PC,INV_HH,EA19,2007-01-01,7
PC,INV_HH,EA19,2008-01-01,6
PC,INV_HH,EA19,2009-01-01,6
PC,INV_HH,EA19,2010-01-01,6
PC,INV_HH,EA19,2011-01-01,5
PC,INV_HH,EA19,2012-01-01,5
PC,INV_HH,EA19,2013-01-01,5
PC,INV_HH,EA19,2014-01-01,5
PC,INV_HH,EA19,2015-01-01,5
PC,INV_HH,EA19,2016-01-01,5
PC,INV_HH,EA19,2017-01-01,5
PC,INV_HH,EE,2000-01-01,3
PC,INV_HH,EE,2001-01-01,3
PC,INV_HH,EE,2002-01-01,4
PC,INV_HH,EE,2003-01-01,4
PC,INV_HH,EE,2004-01-01,5
PC,INV_HH,EE,2005-01-01,6
PC,INV_HH,EE,2006-01-01,8
PC,INV_HH,EE,2007-01-01,8
PC,INV_HH,EE,2008-01-01,5
PC,INV_HH,EE,2009-01-01,3
PC,INV_HH,EE,2010-01-01,3
PC,INV_HH,EE,2011-01-01,3
PC,INV_HH,EE,2012-01-01,3
PC,INV_HH,EE,2013-01-01,4
PC,INV_HH,EE,2014-01-01,4
PC,INV_HH,EE,2015-01-01,4
PC,INV_HH,EE,2016-01-01,5
PC,INV_HH,EE,2017-01-01,
PC,INV_HH,EL,2000-01-01,12
PC,INV_HH,EL,2001-01-01,10
PC,INV_HH,EL,2002-01-01,10
PC,INV_HH,EL,2003-01-01,11
PC,INV_HH,EL,2004-01-01,12
PC,INV_HH,EL,2005-01-01,10
PC,INV_HH,EL,2006-01-01,11
PC,INV_HH,EL,2007-01-01,13
PC,INV_HH,EL,2008-01-01,10
PC,INV_HH,EL,2009-01-01,8
PC,INV_HH,EL,2010-01-01,7
PC,INV_HH,EL,2011-01-01,6
PC,INV_HH,EL,2012-01-01,5
PC,INV_HH,EL,2013-01-01,4
PC,INV_HH,EL,2014-01-01,2
PC,INV_HH,EL,2015-01-01,2
PC,INV_HH,EL,2016-01-01,2
PC,INV_HH,EL,2017-01-01,
PC,INV_HH,ES,2000-01-01,7
PC,INV_HH,ES,2001-01-01,7
PC,INV_HH,ES,2002-01-01,7
PC,INV_HH,ES,2003-01-01,8
PC,INV_HH,ES,2004-01-01,8
PC,INV_HH,ES,2005-01-01,9
PC,INV_HH,ES,2006-01-01,9
PC,INV_HH,ES,2007-01-01,9
PC,INV_HH,ES,2008-01-01,8
PC,INV_HH,ES,2009-01-01,6
PC,INV_HH,ES,2010-01-01,5
PC,INV_HH,ES,2011-01-01,4
PC,INV_HH,ES,2012-01-01,4
PC,INV_HH,ES,2013-01-01,3
PC,INV_HH,ES,2014-01-01,2
PC,INV_HH,ES,2015-01-01,2
PC,INV_HH,ES,2016-01-01,3
PC,INV_HH,ES,2017-01-01,
PC,INV_HH,EU28,2000-01-01,
PC,INV_HH,EU28,2001-01-01,
PC,INV_HH,EU28,2002-01-01,5
PC,INV_HH,EU28,2003-01-01,6
PC,INV_HH,EU28,2004-01-01,6
PC,INV_HH,EU28,2005-01-01,6
PC,INV_HH,EU28,2006-01-01,6
PC,INV_HH,EU28,2007-01-01,6
PC,INV_HH,EU28,2008-01-01,6
PC,INV_HH,EU28,2009-01-01,5
PC,INV_HH,EU28,2010-01-01,5
PC,INV_HH,EU28,2011-01-01,5
PC,INV_HH,EU28,2012-01-01,5
PC,INV_HH,EU28,2013-01-01,4
PC,INV_HH,EU28,2014-01-01,4
PC,INV_HH,EU28,2015-01-01,4
PC,INV_HH,EU28,2016-01-01,4
PC,INV_HH,EU28,2017-01-01,5
PC,INV_HH,FI,2000-01-01,6
PC,INV_HH,FI,2001-01-01,5
PC,INV_HH,FI,2002-01-01,5
PC,INV_HH,FI,2003-01-01,6
PC,INV_HH,FI,2004-01-01,6
PC,INV_HH,FI,2005-01-01,7
PC,INV_HH,FI,2006-01-01,7
PC,INV_HH,FI,2007-01-01,7
PC,INV_HH,FI,2008-01-01,6
PC,INV_HH,FI,2009-01-01,5
PC,INV_HH,FI,2010-01-01,6
PC,INV_HH,FI,2011-01-01,6
PC,INV_HH,FI,2012-01-01,6
PC,INV_HH,FI,2013-01-01,6
PC,INV_HH,FI,2014-01-01,5
PC,INV_HH,FI,2015-01-01,5
PC,INV_HH,FI,2016-01-01,6
PC,INV_HH,FI,2017-01-01,6
PC,INV_HH,FR,2000-01-01,5
PC,INV_HH,FR,2001-01-01,5
PC,INV_HH,FR,2002-01-01,5
PC,INV_HH,FR,2003-01-01,5
PC,INV_HH,FR,2004-01-01,6
PC,INV_HH,FR,2005-01-01,6
PC,INV_HH,FR,2006-01-01,6
PC,INV_HH,FR,2007-01-01,6
PC,INV_HH,FR,2008-01-01,6
PC,INV_HH,FR,2009-01-01,6
PC,INV_HH,FR,2010-01-01,6
PC,INV_HH,FR,2011-01-01,6
PC,INV_HH,FR,2012-01-01,6
PC,INV_HH,FR,2013-01-01,5
PC,INV_HH,FR,2014-01-01,5
PC,INV_HH,FR,2015-01-01,5
PC,INV_HH,FR,2016-01-01,5
PC,INV_HH,FR,2017-01-01,
PC,INV_HH,HR,2000-01-01,
PC,INV_HH,HR,2001-01-01,
PC,INV_HH,HR,2002-01-01,3
PC,INV_HH,HR,2003-01-01,3
PC,INV_HH,HR,2004-01-01,3
PC,INV_HH,HR,2005-01-01,4
PC,INV_HH,HR,2006-01-01,4
PC,INV_HH,HR,2007-01-01,4
PC,INV_HH,HR,2008-01-01,4
PC,INV_HH,HR,2009-01-01,3
PC,INV_HH,HR,2010-01-01,3
PC,INV_HH,HR,2011-01-01,3
PC,INV_HH,HR,2012-01-01,3
PC,INV_HH,HR,2013-01-01,
PC,INV_HH,HR,2014-01-01,
PC,INV_HH,HR,2015-01-01,
PC,INV_HH,HR,2016-01-01,
PC,INV_HH,HR,2017-01-01,
PC,INV_HH,HU,2000-01-01,5
PC,INV_HH,HU,2001-01-01,5
PC,INV_HH,HU,2002-01-01,6
PC,INV_HH,HU,2003-01-01,6
PC,INV_HH,HU,2004-01-01,6
PC,INV_HH,HU,2005-01-01,5
PC,INV_HH,HU,2006-01-01,4
PC,INV_HH,HU,2007-01-01,5
PC,INV_HH,HU,2008-01-01,5
PC,INV_HH,HU,2009-01-01,5
PC,INV_HH,HU,2010-01-01,4
PC,INV_HH,HU,2011-01-01,3
PC,INV_HH,HU,2012-01-01,2
PC,INV_HH,HU,2013-01-01,2
PC,INV_HH,HU,2014-01-01,2
PC,INV_HH,HU,2015-01-01,2
PC,INV_HH,HU,2016-01-01,
PC,INV_HH,HU,2017-01-01,
PC,INV_HH,IE,2000-01-01,8
PC,INV_HH,IE,2001-01-01,8
PC,INV_HH,IE,2002-01-01,8
PC,INV_HH,IE,2003-01-01,10
PC,INV_HH,IE,2004-01-01,11
PC,INV_HH,IE,2005-01-01,13
PC,INV_HH,IE,2006-01-01,14
PC,INV_HH,IE,2007-01-01,11
PC,INV_HH,IE,2008-01-01,9
PC,INV_HH,IE,2009-01-01,5
PC,INV_HH,IE,2010-01-01,3
PC,INV_HH,IE,2011-01-01,3
PC,INV_HH,IE,2012-01-01,2
PC,INV_HH,IE,2013-01-01,2
PC,INV_HH,IE,2014-01-01,3
PC,INV_HH,IE,2015-01-01,2
PC,INV_HH,IE,2016-01-01,2
PC,INV_HH,IE,2017-01-01,
PC,INV_HH,IS,2000-01-01,3
PC,INV_HH,IS,2001-01-01,4
PC,INV_HH,IS,2002-01-01,4
PC,INV_HH,IS,2003-01-01,4
PC,INV_HH,IS,2004-01-01,5
PC,INV_HH,IS,2005-01-01,5
PC,INV_HH,IS,2006-01-01,6
PC,INV_HH,IS,2007-01-01,6
PC,INV_HH,IS,2008-01-01,5
PC,INV_HH,IS,2009-01-01,2
PC,INV_HH,IS,2010-01-01,2
PC,INV_HH,IS,2011-01-01,2
PC,INV_HH,IS,2012-01-01,2
PC,INV_HH,IS,2013-01-01,2
PC,INV_HH,IS,2014-01-01,2
PC,INV_HH,IS,2015-01-01,
PC,INV_HH,IS,2016-01-01,
PC,INV_HH,IS,2017-01-01,
PC,INV_HH,IT,2000-01-01,6
PC,INV_HH,IT,2001-01-01,6
PC,INV_HH,IT,2002-01-01,7
PC,INV_HH,IT,2003-01-01,7
PC,INV_HH,IT,2004-01-01,7
PC,INV_HH,IT,2005-01-01,7
PC,INV_HH,IT,2006-01-01,7
PC,INV_HH,IT,2007-01-01,7
PC,INV_HH,IT,2008-01-01,7
PC,INV_HH,IT,2009-01-01,7
PC,INV_HH,IT,2010-01-01,7
PC,INV_HH,IT,2011-01-01,6
PC,INV_HH,IT,2012-01-01,6
PC,INV_HH,IT,2013-01-01,5
PC,INV_HH,IT,2014-01-01,5
PC,INV_HH,IT,2015-01-01,5
PC,INV_HH,IT,2016-01-01,5
PC,INV_HH,IT,2017-01-01,5
PC,INV_HH,LT,2000-01-01,3
PC,INV_HH,LT,2001-01-01,3
PC,INV_HH,LT,2002-01-01,3
PC,INV_HH,LT,2003-01-01,4
PC,INV_HH,LT,2004-01-01,4
PC,INV_HH,LT,2005-01-01,4
PC,INV_HH,LT,2006-01-01,3
PC,INV_HH,LT,2007-01-01,3
PC,INV_HH,LT,2008-01-01,3
PC,INV_HH,LT,2009-01-01,3
PC,INV_HH,LT,2010-01-01,3
PC,INV_HH,LT,2011-01-01,3
PC,INV_HH,LT,2012-01-01,3
PC,INV_HH,LT,2013-01-01,3
PC,INV_HH,LT,2014-01-01,3
PC,INV_HH,LT,2015-01-01,4
PC,INV_HH,LT,2016-01-01,4
PC,INV_HH,LT,2017-01-01,
PC,INV_HH,LU,2000-01-01,4
PC,INV_HH,LU,2001-01-01,3
PC,INV_HH,LU,2002-01-01,3
PC,INV_HH,LU,2003-01-01,4
PC,INV_HH,LU,2004-01-01,4
PC,INV_HH,LU,2005-01-01,3
PC,INV_HH,LU,2006-01-01,4
PC,INV_HH,LU,2007-01-01,5
PC,INV_HH,LU,2008-01-01,5
PC,INV_HH,LU,2009-01-01,5
PC,INV_HH,LU,2010-01-01,3
PC,INV_HH,LU,2011-01-01,4
PC,INV_HH,LU,2012-01-01,4
PC,INV_HH,LU,2013-01-01,4
PC,INV_HH,LU,2014-01-01,4
PC,INV_HH,LU,2015-01-01,3
PC,INV_HH,LU,2016-01-01,4
PC,INV_HH,LU,2017-01-01,
PC,INV_HH,LV,2000-01-01,2
PC,INV_HH,LV,2001-01-01,2
PC,INV_HH,LV,2002-01-01,2
PC,INV_HH,LV,2003-01-01,2
PC,INV_HH,LV,2004-01-01,4
PC,INV_HH,LV,2005-01-01,5
PC,INV_HH,LV,2006-01-01,6
PC,INV_HH,LV,2007-01-01,7
PC,INV_HH,LV,2008-01-01,6
PC,INV_HH,LV,2009-01-01,3
PC,INV_HH,LV,2010-01-01,2
PC,INV_HH,LV,2011-01-01,2
PC,INV_HH,LV,2012-01-01,3
PC,INV_HH,LV,2013-01-01,2
PC,INV_HH,LV,2014-01-01,3
PC,INV_HH,LV,2015-01-01,3
PC,INV_HH,LV,2016-01-01,2
PC,INV_HH,LV,2017-01-01,
PC,INV_HH,NL,2000-01-01,6
PC,INV_HH,NL,2001-01-01,6
PC,INV_HH,NL,2002-01-01,6
PC,INV_HH,NL,2003-01-01,6
PC,INV_HH,NL,2004-01-01,7
PC,INV_HH,NL,2005-01-01,7
PC,INV_HH,NL,2006-01-01,7
PC,INV_HH,NL,2007-01-01,7
PC,INV_HH,NL,2008-01-01,7
PC,INV_HH,NL,2009-01-01,6
PC,INV_HH,NL,2010-01-01,5
PC,INV_HH,NL,2011-01-01,5
PC,INV_HH,NL,2012-01-01,4
PC,INV_HH,NL,2013-01-01,4
PC,INV_HH,NL,2014-01-01,4
PC,INV_HH,NL,2015-01-01,5
PC,INV_HH,NL,2016-01-01,5
PC,INV_HH,NL,2017-01-01,5
PC,INV_HH,NO,2000-01-01,4
PC,INV_HH,NO,2001-01-01,4
PC,INV_HH,NO,2002-01-01,4
PC,INV_HH,NO,2003-01-01,4
PC,INV_HH,NO,2004-01-01,4
PC,INV_HH,NO,2005-01-01,5
PC,INV_HH,NO,2006-01-01,5
PC,INV_HH,NO,2007-01-01,5
PC,INV_HH,NO,2008-01-01,4
PC,INV_HH,NO,2009-01-01,4
PC,INV_HH,NO,2010-01-01,4
PC,INV_HH,NO,2011-01-01,4
PC,INV_HH,NO,2012-01-01,5
PC,INV_HH,NO,2013-01-01,5
PC,INV_HH,NO,2014-01-01,5
PC,INV_HH,NO,2015-01-01,5
PC,INV_HH,NO,2016-01-01,6
PC,INV_HH,NO,2017-01-01,6
PC,INV_HH,PL,2000-01-01,4
PC,INV_HH,PL,2001-01-01,4
PC,INV_HH,PL,2002-01-01,4
PC,INV_HH,PL,2003-01-01,5
PC,INV_HH,PL,2004-01-01,5
PC,INV_HH,PL,2005-01-01,5
PC,INV_HH,PL,2006-01-01,5
PC,INV_HH,PL,2007-01-01,5
PC,INV_HH,PL,2008-01-01,5
PC,INV_HH,PL,2009-01-01,5
PC,INV_HH,PL,2010-01-01,4
PC,INV_HH,PL,2011-01-01,4
PC,INV_HH,PL,2012-01-01,4
PC,INV_HH,PL,2013-01-01,4
PC,INV_HH,PL,2014-01-01,4
PC,INV_HH,PL,2015-01-01,4
PC,INV_HH,PL,2016-01-01,4
PC,INV_HH,PL,2017-01-01,
PC,INV_HH,PT,2000-01-01,9
PC,INV_HH,PT,2001-01-01,8
PC,INV_HH,PT,2002-01-01,8
PC,INV_HH,PT,2003-01-01,7
PC,INV_HH,PT,2004-01-01,6
PC,INV_HH,PT,2005-01-01,6
PC,INV_HH,PT,2006-01-01,6
PC,INV_HH,PT,2007-01-01,5
PC,INV_HH,PT,2008-01-01,5
PC,INV_HH,PT,2009-01-01,4
PC,INV_HH,PT,2010-01-01,4
PC,INV_HH,PT,2011-01-01,4
PC,INV_HH,PT,2012-01-01,3
PC,INV_HH,PT,2013-01-01,3
PC,INV_HH,PT,2014-01-01,3
PC,INV_HH,PT,2015-01-01,3
PC,INV_HH,PT,2016-01-01,3
PC,INV_HH,PT,2017-01-01,3
PC,INV_HH,RO,2000-01-01,1
PC,INV_HH,RO,2001-01-01,1
PC,INV_HH,RO,2002-01-01,0
PC,INV_HH,RO,2003-01-01,0
PC,INV_HH,RO,2004-01-01,0
PC,INV_HH,RO,2005-01-01,0
PC,INV_HH,RO,2006-01-01,0
PC,INV_HH,RO,2007-01-01,2
PC,INV_HH,RO,2008-01-01,1
PC,INV_HH,RO,2009-01-01,2
PC,INV_HH,RO,2010-01-01,5
PC,INV_HH,RO,2011-01-01,5
PC,INV_HH,RO,2012-01-01,5
PC,INV_HH,RO,2013-01-01,5
PC,INV_HH,RO,2014-01-01,5
PC,INV_HH,RO,2015-01-01,5
PC,INV_HH,RO,2016-01-01,5
PC,INV_HH,RO,2017-01-01,
PC,INV_HH,SE,2000-01-01,2
PC,INV_HH,SE,2001-01-01,2
PC,INV_HH,SE,2002-01-01,2
PC,INV_HH,SE,2003-01-01,2
PC,INV_HH,SE,2004-01-01,2
PC,INV_HH,SE,2005-01-01,2
PC,INV_HH,SE,2006-01-01,3
PC,INV_HH,SE,2007-01-01,3
PC,INV_HH,SE,2008-01-01,3
PC,INV_HH,SE,2009-01-01,2
PC,INV_HH,SE,2010-01-01,3
PC,INV_HH,SE,2011-01-01,2
PC,INV_HH,SE,2012-01-01,2
PC,INV_HH,SE,2013-01-01,2
PC,INV_HH,SE,2014-01-01,2
PC,INV_HH,SE,2015-01-01,2
PC,INV_HH,SE,2016-01-01,3
PC,INV_HH,SE,2017-01-01,3
PC,INV_HH,SI,2000-01-01,6
PC,INV_HH,SI,2001-01-01,5
PC,INV_HH,SI,2002-01-01,5
PC,INV_HH,SI,2003-01-01,5
PC,INV_HH,SI,2004-01-01,5
PC,INV_HH,SI,2005-01-01,5
PC,INV_HH,SI,2006-01-01,6
