unit,indic,geotime,date,value
PC,INV_BSN,CY,2011-01-01,7
PC,INV_BSN,CY,2012-01-01,6
PC,INV_BSN,CY,2013-01-01,6
PC,INV_BSN,CY,2014-01-01,4
PC,INV_BSN,CY,2015-01-01,5
PC,INV_BSN,CY,2016-01-01,9
PC,INV_BSN,CY,2017-01-01,
PC,INV_BSN,CZ,2000-01-01,20
PC,INV_BSN,CZ,2001-01-01,21
PC,INV_BSN,CZ,2002-01-01,19
PC,INV_BSN,CZ,2003-01-01,15
PC,INV_BSN,CZ,2004-01-01,18
PC,INV_BSN,CZ,2005-01-01,17
PC,INV_BSN,CZ,2006-01-01,17
PC,INV_BSN,CZ,2007-01-01,19
PC,INV_BSN,CZ,2008-01-01,18
PC,INV_BSN,CZ,2009-01-01,15
PC,INV_BSN,CZ,2010-01-01,15
PC,INV_BSN,CZ,2011-01-01,17
PC,INV_BSN,CZ,2012-01-01,17
PC,INV_BSN,CZ,2013-01-01,16
PC,INV_BSN,CZ,2014-01-01,16
PC,INV_BSN,CZ,2015-01-01,16
PC,INV_BSN,CZ,2016-01-01,16
PC,INV_BSN,CZ,2017-01-01,16
PC,INV_BSN,DE,2000-01-01,13
PC,INV_BSN,DE,2001-01-01,12
PC,INV_BSN,DE,2002-01-01,11
PC,INV_BSN,DE,2003-01-01,11
PC,INV_BSN,DE,2004-01-01,11
PC,INV_BSN,DE,2005-01-01,11
PC,INV_BSN,DE,2006-01-01,11
PC,INV_BSN,DE,2007-01-01,12
PC,INV_BSN,DE,2008-01-01,12
PC,INV_BSN,DE,2009-01-01,11
PC,INV_BSN,DE,2010-01-01,11
PC,INV_BSN,DE,2011-01-01,11
PC,INV_BSN,DE,2012-01-01,11
PC,INV_BSN,DE,2013-01-01,11
PC,INV_BSN,DE,2014-01-01,11
PC,INV_BSN,DE,2015-01-01,11
PC,INV_BSN,DE,2016-01-01,11
PC,INV_BSN,DE,2017-01-01,
PC,INV_BSN,DK,2000-01-01,12
PC,INV_BSN,DK,2001-01-01,12
PC,INV_BSN,DK,2002-01-01,12
PC,INV_BSN,DK,2003-01-01,12
PC,INV_BSN,DK,2004-01-01,11
PC,INV_BSN,DK,2005-01-01,11
PC,INV_BSN,DK,2006-01-01,12
PC,INV_BSN,DK,2007-01-01,12
PC,INV_BSN,DK,2008-01-01,13
PC,INV_BSN,DK,2009-01-01,12
PC,INV_BSN,DK,2010-01-01,10
PC,INV_BSN,DK,2011-01-01,10
PC,INV_BSN,DK,2012-01-01,10
PC,INV_BSN,DK,2013-01-01,11
PC,INV_BSN,DK,2014-01-01,11
PC,INV_BSN,DK,2015-01-01,11
PC,INV_BSN,DK,2016-01-01,12
PC,INV_BSN,DK,2017-01-01,12
PC,INV_BSN,EA19,2000-01-01,
PC,INV_BSN,EA19,2001-01-01,
PC,INV_BSN,EA19,2002-01-01,12
PC,INV_BSN,EA19,2003-01-01,11
PC,INV_BSN,EA19,2004-01-01,12
PC,INV_BSN,EA19,2005-01-01,12
PC,INV_BSN,EA19,2006-01-01,12
PC,INV_BSN,EA19,2007-01-01,13
PC,INV_BSN,EA19,2008-01-01,12
PC,INV_BSN,EA19,2009-01-01,11
PC,INV_BSN,EA19,2010-01-01,11
PC,INV_BSN,EA19,2011-01-01,11
PC,INV_BSN,EA19,2012-01-01,11
PC,INV_BSN,EA19,2013-01-01,11
PC,INV_BSN,EA19,2014-01-01,11
PC,INV_BSN,EA19,2015-01-01,12
PC,INV_BSN,EA19,2016-01-01,12
PC,INV_BSN,EA19,2017-01-01,12
PC,INV_BSN,EE,2000-01-01,19
PC,INV_BSN,EE,2001-01-01,18
PC,INV_BSN,EE,2002-01-01,20
PC,INV_BSN,EE,2003-01-01,22
PC,INV_BSN,EE,2004-01-01,22
PC,INV_BSN,EE,2005-01-01,21
PC,INV_BSN,EE,2006-01-01,22
PC,INV_BSN,EE,2007-01-01,22
PC,INV_BSN,EE,2008-01-01,19
PC,INV_BSN,EE,2009-01-01,12
PC,INV_BSN,EE,2010-01-01,12
PC,INV_BSN,EE,2011-01-01,17
PC,INV_BSN,EE,2012-01-01,18
PC,INV_BSN,EE,2013-01-01,17
PC,INV_BSN,EE,2014-01-01,14
PC,INV_BSN,EE,2015-01-01,13
PC,INV_BSN,EE,2016-01-01,12
PC,INV_BSN,EE,2017-01-01,
PC,INV_BSN,EL,2000-01-01,7
PC,INV_BSN,EL,2001-01-01,8
PC,INV_BSN,EL,2002-01-01,8
PC,INV_BSN,EL,2003-01-01,7
PC,INV_BSN,EL,2004-01-01,6
PC,INV_BSN,EL,2005-01-01,5
PC,INV_BSN,EL,2006-01-01,6
PC,INV_BSN,EL,2007-01-01,7
PC,INV_BSN,EL,2008-01-01,7
PC,INV_BSN,EL,2009-01-01,6
PC,INV_BSN,EL,2010-01-01,6
PC,INV_BSN,EL,2011-01-01,5
PC,INV_BSN,EL,2012-01-01,4
PC,INV_BSN,EL,2013-01-01,4
PC,INV_BSN,EL,2014-01-01,4
PC,INV_BSN,EL,2015-01-01,4
PC,INV_BSN,EL,2016-01-01,5
PC,INV_BSN,EL,2017-01-01,
PC,INV_BSN,ES,2000-01-01,15
PC,INV_BSN,ES,2001-01-01,15
PC,INV_BSN,ES,2002-01-01,14
PC,INV_BSN,ES,2003-01-01,15
PC,INV_BSN,ES,2004-01-01,15
PC,INV_BSN,ES,2005-01-01,16
PC,INV_BSN,ES,2006-01-01,17
PC,INV_BSN,ES,2007-01-01,17
PC,INV_BSN,ES,2008-01-01,16
PC,INV_BSN,ES,2009-01-01,12
PC,INV_BSN,ES,2010-01-01,12
PC,INV_BSN,ES,2011-01-01,12
PC,INV_BSN,ES,2012-01-01,13
PC,INV_BSN,ES,2013-01-01,13
PC,INV_BSN,ES,2014-01-01,14
PC,INV_BSN,ES,2015-01-01,14
PC,INV_BSN,ES,2016-01-01,15
PC,INV_BSN,ES,2017-01-01,
PC,INV_BSN,EU28,2000-01-01,
PC,INV_BSN,EU28,2001-01-01,
PC,INV_BSN,EU28,2002-01-01,12
PC,INV_BSN,EU28,2003-01-01,12
PC,INV_BSN,EU28,2004-01-01,12
PC,INV_BSN,EU28,2005-01-01,12
PC,INV_BSN,EU28,2006-01-01,12
PC,INV_BSN,EU28,2007-01-01,13
PC,INV_BSN,EU28,2008-01-01,13
PC,INV_BSN,EU28,2009-01-01,11
PC,INV_BSN,EU28,2010-01-01,11
PC,INV_BSN,EU28,2011-01-01,11
PC,INV_BSN,EU28,2012-01-01,11
PC,INV_BSN,EU28,2013-01-01,11
PC,INV_BSN,EU28,2014-01-01,11
PC,INV_BSN,EU28,2015-01-01,12
PC,INV_BSN,EU28,2016-01-01,12
PC,INV_BSN,EU28,2017-01-01,12
PC,INV_BSN,FI,2000-01-01,13
PC,INV_BSN,FI,2001-01-01,13
PC,INV_BSN,FI,2002-01-01,12
PC,INV_BSN,FI,2003-01-01,11
PC,INV_BSN,FI,2004-01-01,11
PC,INV_BSN,FI,2005-01-01,12
PC,INV_BSN,FI,2006-01-01,12
PC,INV_BSN,FI,2007-01-01,13
PC,INV_BSN,FI,2008-01-01,14
PC,INV_BSN,FI,2009-01-01,12
PC,INV_BSN,FI,2010-01-01,11
PC,INV_BSN,FI,2011-01-01,11
PC,INV_BSN,FI,2012-01-01,11
PC,INV_BSN,FI,2013-01-01,10
PC,INV_BSN,FI,2014-01-01,10
PC,INV_BSN,FI,2015-01-01,10
PC,INV_BSN,FI,2016-01-01,11
PC,INV_BSN,FI,2017-01-01,11
PC,INV_BSN,FR,2000-01-01,11
PC,INV_BSN,FR,2001-01-01,11
PC,INV_BSN,FR,2002-01-01,11
PC,INV_BSN,FR,2003-01-01,11
PC,INV_BSN,FR,2004-01-01,11
PC,INV_BSN,FR,2005-01-01,11
PC,INV_BSN,FR,2006-01-01,11
PC,INV_BSN,FR,2007-01-01,12
PC,INV_BSN,FR,2008-01-01,12
PC,INV_BSN,FR,2009-01-01,11
PC,INV_BSN,FR,2010-01-01,11
PC,INV_BSN,FR,2011-01-01,12
PC,INV_BSN,FR,2012-01-01,12
PC,INV_BSN,FR,2013-01-01,12
PC,INV_BSN,FR,2014-01-01,12
PC,INV_BSN,FR,2015-01-01,12
PC,INV_BSN,FR,2016-01-01,12
PC,INV_BSN,FR,2017-01-01,
PC,INV_BSN,HR,2000-01-01,
PC,INV_BSN,HR,2001-01-01,
PC,INV_BSN,HR,2002-01-01,13
PC,INV_BSN,HR,2003-01-01,15
PC,INV_BSN,HR,2004-01-01,15
PC,INV_BSN,HR,2005-01-01,15
PC,INV_BSN,HR,2006-01-01,16
PC,INV_BSN,HR,2007-01-01,16
PC,INV_BSN,HR,2008-01-01,17
PC,INV_BSN,HR,2009-01-01,15
PC,INV_BSN,HR,2010-01-01,14
PC,INV_BSN,HR,2011-01-01,13
PC,INV_BSN,HR,2012-01-01,12
PC,INV_BSN,HR,2013-01-01,
PC,INV_BSN,HR,2014-01-01,
PC,INV_BSN,HR,2015-01-01,
PC,INV_BSN,HR,2016-01-01,
PC,INV_BSN,HR,2017-01-01,
PC,INV_BSN,HU,2000-01-01,16
PC,INV_BSN,HU,2001-01-01,14
PC,INV_BSN,HU,2002-01-01,13
PC,INV_BSN,HU,2003-01-01,13
PC,INV_BSN,HU,2004-01-01,13
PC,INV_BSN,HU,2005-01-01,14
PC,INV_BSN,HU,2006-01-01,13
PC,INV_BSN,HU,2007-01-01,14
PC,INV_BSN,HU,2008-01-01,14
PC,INV_BSN,HU,2009-01-01,14
PC,INV_BSN,HU,2010-01-01,12
PC,INV_BSN,HU,2011-01-01,13
PC,INV_BSN,HU,2012-01-01,12
PC,INV_BSN,HU,2013-01-01,13
PC,INV_BSN,HU,2014-01-01,13
PC,INV_BSN,HU,2015-01-01,12
PC,INV_BSN,HU,2016-01-01,
PC,INV_BSN,HU,2017-01-01,
PC,INV_BSN,IE,2000-01-01,11
PC,INV_BSN,IE,2001-01-01,10
PC,INV_BSN,IE,2002-01-01,10
PC,INV_BSN,IE,2003-01-01,10
PC,INV_BSN,IE,2004-01-01,11
PC,INV_BSN,IE,2005-01-01,12
PC,INV_BSN,IE,2006-01-01,13
PC,INV_BSN,IE,2007-01-01,12
PC,INV_BSN,IE,2008-01-01,10
PC,INV_BSN,IE,2009-01-01,12
PC,INV_BSN,IE,2010-01-01,10
PC,INV_BSN,IE,2011-01-01,11
PC,INV_BSN,IE,2012-01-01,14
PC,INV_BSN,IE,2013-01-01,13
PC,INV_BSN,IE,2014-01-01,15
PC,INV_BSN,IE,2015-01-01,16
PC,INV_BSN,IE,2016-01-01,27
PC,INV_BSN,IE,2017-01-01,
PC,INV_BSN,IS,2000-01-01,15
PC,INV_BSN,IS,2001-01-01,13
PC,INV_BSN,IS,2002-01-01,10
PC,INV_BSN,IS,2003-01-01,12
PC,INV_BSN,IS,2004-01-01,14
PC,INV_BSN,IS,2005-01-01,20
PC,INV_BSN,IS,2006-01-01,25
PC,INV_BSN,IS,2007-01-01,17
PC,INV_BSN,IS,2008-01-01,15
PC,INV_BSN,IS,2009-01-01,8
PC,INV_BSN,IS,2010-01-01,8
PC,INV_BSN,IS,2011-01-01,10
PC,INV_BSN,IS,2012-01-01,10
PC,INV_BSN,IS,2013-01-01,10
PC,INV_BSN,IS,2014-01-01,11
PC,INV_BSN,IS,2015-01-01,
PC,INV_BSN,IS,2016-01-01,
PC,INV_BSN,IS,2017-01-01,
PC,INV_BSN,IT,2000-01-01,10
PC,INV_BSN,IT,2001-01-01,10
PC,INV_BSN,IT,2002-01-01,11
PC,INV_BSN,IT,2003-01-01,10
PC,INV_BSN,IT,2004-01-01,10
PC,INV_BSN,IT,2005-01-01,10
PC,INV_BSN,IT,2006-01-01,10
PC,INV_BSN,IT,2007-01-01,10
PC,INV_BSN,IT,2008-01-01,10
PC,INV_BSN,IT,2009-01-01,9
PC,INV_BSN,IT,2010-01-01,9
PC,INV_BSN,IT,2011-01-01,10
PC,INV_BSN,IT,2012-01-01,9
PC,INV_BSN,IT,2013-01-01,8
PC,INV_BSN,IT,2014-01-01,8
PC,INV_BSN,IT,2015-01-01,9
PC,INV_BSN,IT,2016-01-01,9
PC,INV_BSN,IT,2017-01-01,9
PC,INV_BSN,LT,2000-01-01,13
PC,INV_BSN,LT,2001-01-01,14
PC,INV_BSN,LT,2002-01-01,14
PC,INV_BSN,LT,2003-01-01,14
PC,INV_BSN,LT,2004-01-01,14
PC,INV_BSN,LT,2005-01-01,15
PC,INV_BSN,LT,2006-01-01,18
PC,INV_BSN,LT,2007-01-01,19
PC,INV_BSN,LT,2008-01-01,16
PC,INV_BSN,LT,2009-01-01,9
PC,INV_BSN,LT,2010-01-01,8
PC,INV_BSN,LT,2011-01-01,10
PC,INV_BSN,LT,2012-01-01,10
PC,INV_BSN,LT,2013-01-01,11
PC,INV_BSN,LT,2014-01-01,11
PC,INV_BSN,LT,2015-01-01,11
PC,INV_BSN,LT,2016-01-01,11
PC,INV_BSN,LT,2017-01-01,
PC,INV_BSN,LU,2000-01-01,12
PC,INV_BSN,LU,2001-01-01,13
PC,INV_BSN,LU,2002-01-01,12
PC,INV_BSN,LU,2003-01-01,10
PC,INV_BSN,LU,2004-01-01,10
PC,INV_BSN,LU,2005-01-01,10
PC,INV_BSN,LU,2006-01-01,9
PC,INV_BSN,LU,2007-01-01,9
PC,INV_BSN,LU,2008-01-01,10
PC,INV_BSN,LU,2009-01-01,9
PC,INV_BSN,LU,2010-01-01,9
PC,INV_BSN,LU,2011-01-01,10
PC,INV_BSN,LU,2012-01-01,12
PC,INV_BSN,LU,2013-01-01,11
PC,INV_BSN,LU,2014-01-01,11
PC,INV_BSN,LU,2015-01-01,9
PC,INV_BSN,LU,2016-01-01,9
PC,INV_BSN,LU,2017-01-01,
PC,INV_BSN,LV,2000-01-01,20
PC,INV_BSN,LV,2001-01-01,23
PC,INV_BSN,LV,2002-01-01,20
PC,INV_BSN,LV,2003-01-01,19
PC,INV_BSN,LV,2004-01-01,21
PC,INV_BSN,LV,2005-01-01,22
PC,INV_BSN,LV,2006-01-01,22
PC,INV_BSN,LV,2007-01-01,22
PC,INV_BSN,LV,2008-01-01,20
PC,INV_BSN,LV,2009-01-01,14
PC,INV_BSN,LV,2010-01-01,12
PC,INV_BSN,LV,2011-01-01,14
PC,INV_BSN,LV,2012-01-01,16
PC,INV_BSN,LV,2013-01-01,16
PC,INV_BSN,LV,2014-01-01,14
PC,INV_BSN,LV,2015-01-01,13
PC,INV_BSN,LV,2016-01-01,11
PC,INV_BSN,LV,2017-01-01,
PC,INV_BSN,NL,2000-01-01,12
PC,INV_BSN,NL,2001-01-01,11
PC,INV_BSN,NL,2002-01-01,10
PC,INV_BSN,NL,2003-01-01,9
PC,INV_BSN,NL,2004-01-01,9
PC,INV_BSN,NL,2005-01-01,9
PC,INV_BSN,NL,2006-01-01,9
PC,INV_BSN,NL,2007-01-01,10
PC,INV_BSN,NL,2008-01-01,10
PC,INV_BSN,NL,2009-01-01,10
PC,INV_BSN,NL,2010-01-01,10
PC,INV_BSN,NL,2011-01-01,11
PC,INV_BSN,NL,2012-01-01,10
PC,INV_BSN,NL,2013-01-01,10
PC,INV_BSN,NL,2014-01-01,10
PC,INV_BSN,NL,2015-01-01,10
PC,INV_BSN,NL,2016-01-01,10
PC,INV_BSN,NL,2017-01-01,10
PC,INV_BSN,NO,2000-01-01,12
PC,INV_BSN,NO,2001-01-01,11
PC,INV_BSN,NO,2002-01-01,11
PC,INV_BSN,NO,2003-01-01,10
PC,INV_BSN,NO,2004-01-01,10
PC,INV_BSN,NO,2005-01-01,11
PC,INV_BSN,NO,2006-01-01,12
PC,INV_BSN,NO,2007-01-01,14
PC,INV_BSN,NO,2008-01-01,14
PC,INV_BSN,NO,2009-01-01,14
PC,INV_BSN,NO,2010-01-01,12
PC,INV_BSN,NO,2011-01-01,12
PC,INV_BSN,NO,2012-01-01,13
PC,INV_BSN,NO,2013-01-01,13
PC,INV_BSN,NO,2014-01-01,13
PC,INV_BSN,NO,2015-01-01,13
PC,INV_BSN,NO,2016-01-01,12
PC,INV_BSN,NO,2017-01-01,11
PC,INV_BSN,PL,2000-01-01,16
PC,INV_BSN,PL,2001-01-01,12
PC,INV_BSN,PL,2002-01-01,10
PC,INV_BSN,PL,2003-01-01,10
PC,INV_BSN,PL,2004-01-01,10
PC,INV_BSN,PL,2005-01-01,10
PC,INV_BSN,PL,2006-01-01,11
PC,INV_BSN,PL,2007-01-01,12
PC,INV_BSN,PL,2008-01-01,12
PC,INV_BSN,PL,2009-01-01,11
PC,INV_BSN,PL,2010-01-01,9
PC,INV_BSN,PL,2011-01-01,10
PC,INV_BSN,PL,2012-01-01,10
PC,INV_BSN,PL,2013-01-01,10
PC,INV_BSN,PL,2014-01-01,10
PC,INV_BSN,PL,2015-01-01,11
PC,INV_BSN,PL,2016-01-01,10
PC,INV_BSN,PL,2017-01-01,
PC,INV_BSN,PT,2000-01-01,14
PC,INV_BSN,PT,2001-01-01,13
PC,INV_BSN,PT,2002-01-01,12
PC,INV_BSN,PT,2003-01-01,12
PC,INV_BSN,PT,2004-01-01,12
PC,INV_BSN,PT,2005-01-01,12
PC,INV_BSN,PT,2006-01-01,12
PC,INV_BSN,PT,2007-01-01,13
PC,INV_BSN,PT,2008-01-01,13
PC,INV_BSN,PT,2009-01-01,12
PC,INV_BSN,PT,2010-01-01,10
PC,INV_BSN,PT,2011-01-01,10
PC,INV_BSN,PT,2012-01-01,9
PC,INV_BSN,PT,2013-01-01,9
PC,INV_BSN,PT,2014-01-01,9
PC,INV_BSN,PT,2015-01-01,10
PC,INV_BSN,PT,2016-01-01,10
PC,INV_BSN,PT,2017-01-01,11
PC,INV_BSN,RO,2000-01-01,13
PC,INV_BSN,RO,2001-01-01,15
PC,INV_BSN,RO,2002-01-01,17
PC,INV_BSN,RO,2003-01-01,17
PC,INV_BSN,RO,2004-01-01,17
PC,INV_BSN,RO,2005-01-01,19
PC,INV_BSN,RO,2006-01-01,19
PC,INV_BSN,RO,2007-01-01,21
PC,INV_BSN,RO,2008-01-01,23
PC,INV_BSN,RO,2009-01-01,17
PC,INV_BSN,RO,2010-01-01,13
PC,INV_BSN,RO,2011-01-01,16
PC,INV_BSN,RO,2012-01-01,16
PC,INV_BSN,RO,2013-01-01,14
PC,INV_BSN,RO,2014-01-01,14
PC,INV_BSN,RO,2015-01-01,14
PC,INV_BSN,RO,2016-01-01,13
PC,INV_BSN,RO,2017-01-01,
PC,INV_BSN,SE,2000-01-01,16
PC,INV_BSN,SE,2001-01-01,16
PC,INV_BSN,SE,2002-01-01,14
PC,INV_BSN,SE,2003-01-01,14
PC,INV_BSN,SE,2004-01-01,14
PC,INV_BSN,SE,2005-01-01,15
PC,INV_BSN,SE,2006-01-01,15
PC,INV_BSN,SE,2007-01-01,16
PC,INV_BSN,SE,2008-01-01,17
PC,INV_BSN,SE,2009-01-01,15
PC,INV_BSN,SE,2010-01-01,14
PC,INV_BSN,SE,2011-01-01,15
PC,INV_BSN,SE,2012-01-01,15
PC,INV_BSN,SE,2013-01-01,15
PC,INV_BSN,SE,2014-01-01,16
PC,INV_BSN,SE,2015-01-01,16
PC,INV_BSN,SE,2016-01-01,16
PC,INV_BSN,SE,2017-01-01,17
PC,INV_BSN,SI,2000-01-01,17
PC,INV_BSN,SI,2001-01-01,16
PC,INV_BSN,SI,2002-01-01,15
PC,INV_BSN,SI,2003-01-01,16
PC,INV_BSN,SI,2004-01-01,16
PC,INV_BSN,SI,2005-01-01,17
PC,INV_BSN,SI,2006-01-01,17
PC,INV_BSN,SI,2007-01-01,17
PC,INV_BSN,SI,2008-01-01,18
PC,INV_BSN,SI,2009-01-01,14
