s_adj,nace_r2,unit,indic_bt,geotime,date,value
SCA,B-E36,I2015_SCA,EMPL,SI,2017-07-01,107
SCA,B-E36,I2015_SCA,EMPL,SI,2017-10-01,108
SCA,B-E36,I2015_SCA,EMPL,SI,2018-01-01,109
SCA,B-E36,I2015_SCA,EMPL,SI,2018-04-01,110
SCA,B-E36,I2015_SCA,EMPL,SK,2015-07-01,100
SCA,B-E36,I2015_SCA,EMPL,SK,2015-10-01,101
SCA,B-E36,I2015_SCA,EMPL,SK,2016-01-01,102
SCA,B-E36,I2015_SCA,EMPL,SK,2016-04-01,103
SCA,B-E36,I2015_SCA,EMPL,SK,2016-07-01,103
SCA,B-E36,I2015_SCA,EMPL,SK,2016-10-01,104
SCA,B-E36,I2015_SCA,EMPL,SK,2017-01-01,105
SCA,B-E36,I2015_SCA,EMPL,SK,2017-04-01,106
SCA,B-E36,I2015_SCA,EMPL,SK,2017-07-01,107
SCA,B-E36,I2015_SCA,EMPL,SK,2017-10-01,108
SCA,B-E36,I2015_SCA,EMPL,SK,2018-01-01,109
SCA,B-E36,I2015_SCA,EMPL,SK,2018-04-01,109
SCA,B-E36,I2015_SCA,EMPL,TR,2015-07-01,99
SCA,B-E36,I2015_SCA,EMPL,TR,2015-10-01,100
SCA,B-E36,I2015_SCA,EMPL,TR,2016-01-01,100
SCA,B-E36,I2015_SCA,EMPL,TR,2016-04-01,100
SCA,B-E36,I2015_SCA,EMPL,TR,2016-07-01,99
SCA,B-E36,I2015_SCA,EMPL,TR,2016-10-01,100
SCA,B-E36,I2015_SCA,EMPL,TR,2017-01-01,100
SCA,B-E36,I2015_SCA,EMPL,TR,2017-04-01,101
SCA,B-E36,I2015_SCA,EMPL,TR,2017-07-01,103
SCA,B-E36,I2015_SCA,EMPL,TR,2017-10-01,105
SCA,B-E36,I2015_SCA,EMPL,TR,2018-01-01,105
SCA,B-E36,I2015_SCA,EMPL,TR,2018-04-01,105
SCA,B-E36,I2015_SCA,EMPL,UK,2015-07-01,99
SCA,B-E36,I2015_SCA,EMPL,UK,2015-10-01,100
SCA,B-E36,I2015_SCA,EMPL,UK,2016-01-01,100
SCA,B-E36,I2015_SCA,EMPL,UK,2016-04-01,100
SCA,B-E36,I2015_SCA,EMPL,UK,2016-07-01,100
SCA,B-E36,I2015_SCA,EMPL,UK,2016-10-01,100
SCA,B-E36,I2015_SCA,EMPL,UK,2017-01-01,101
SCA,B-E36,I2015_SCA,EMPL,UK,2017-04-01,101
SCA,B-E36,I2015_SCA,EMPL,UK,2017-07-01,102
SCA,B-E36,I2015_SCA,EMPL,UK,2017-10-01,102
SCA,B-E36,I2015_SCA,EMPL,UK,2018-01-01,101
SCA,B-E36,I2015_SCA,EMPL,UK,2018-04-01,102
SCA,B-E36,I2015_SCA,HOWK,AT,2015-07-01,100
SCA,B-E36,I2015_SCA,HOWK,AT,2015-10-01,100
SCA,B-E36,I2015_SCA,HOWK,AT,2016-01-01,99
SCA,B-E36,I2015_SCA,HOWK,AT,2016-04-01,100
SCA,B-E36,I2015_SCA,HOWK,AT,2016-07-01,100
SCA,B-E36,I2015_SCA,HOWK,AT,2016-10-01,100
SCA,B-E36,I2015_SCA,HOWK,AT,2017-01-01,101
SCA,B-E36,I2015_SCA,HOWK,AT,2017-04-01,102
SCA,B-E36,I2015_SCA,HOWK,AT,2017-07-01,102
SCA,B-E36,I2015_SCA,HOWK,AT,2017-10-01,104
SCA,B-E36,I2015_SCA,HOWK,AT,2018-01-01,104
SCA,B-E36,I2015_SCA,HOWK,AT,2018-04-01,104
SCA,B-E36,I2015_SCA,HOWK,BE,2015-07-01,100
SCA,B-E36,I2015_SCA,HOWK,BE,2015-10-01,100
SCA,B-E36,I2015_SCA,HOWK,BE,2016-01-01,100
SCA,B-E36,I2015_SCA,HOWK,BE,2016-04-01,99
SCA,B-E36,I2015_SCA,HOWK,BE,2016-07-01,99
SCA,B-E36,I2015_SCA,HOWK,BE,2016-10-01,99
SCA,B-E36,I2015_SCA,HOWK,BE,2017-01-01,99
SCA,B-E36,I2015_SCA,HOWK,BE,2017-04-01,100
SCA,B-E36,I2015_SCA,HOWK,BE,2017-07-01,100
SCA,B-E36,I2015_SCA,HOWK,BE,2017-10-01,100
SCA,B-E36,I2015_SCA,HOWK,BE,2018-01-01,100
SCA,B-E36,I2015_SCA,HOWK,BE,2018-04-01,
SCA,B-E36,I2015_SCA,HOWK,BG,2015-07-01,99
SCA,B-E36,I2015_SCA,HOWK,BG,2015-10-01,100
SCA,B-E36,I2015_SCA,HOWK,BG,2016-01-01,102
SCA,B-E36,I2015_SCA,HOWK,BG,2016-04-01,100
SCA,B-E36,I2015_SCA,HOWK,BG,2016-07-01,100
SCA,B-E36,I2015_SCA,HOWK,BG,2016-10-01,100
SCA,B-E36,I2015_SCA,HOWK,BG,2017-01-01,96
SCA,B-E36,I2015_SCA,HOWK,BG,2017-04-01,96
SCA,B-E36,I2015_SCA,HOWK,BG,2017-07-01,95
SCA,B-E36,I2015_SCA,HOWK,BG,2017-10-01,95
SCA,B-E36,I2015_SCA,HOWK,BG,2018-01-01,97
SCA,B-E36,I2015_SCA,HOWK,BG,2018-04-01,96
SCA,B-E36,I2015_SCA,HOWK,CH,2015-07-01,102
SCA,B-E36,I2015_SCA,HOWK,CH,2015-10-01,100
SCA,B-E36,I2015_SCA,HOWK,CH,2016-01-01,100
SCA,B-E36,I2015_SCA,HOWK,CH,2016-04-01,99
SCA,B-E36,I2015_SCA,HOWK,CH,2016-07-01,94
SCA,B-E36,I2015_SCA,HOWK,CH,2016-10-01,95
SCA,B-E36,I2015_SCA,HOWK,CH,2017-01-01,97
SCA,B-E36,I2015_SCA,HOWK,CH,2017-04-01,95
SCA,B-E36,I2015_SCA,HOWK,CH,2017-07-01,95
SCA,B-E36,I2015_SCA,HOWK,CH,2017-10-01,95
SCA,B-E36,I2015_SCA,HOWK,CH,2018-01-01,96
SCA,B-E36,I2015_SCA,HOWK,CH,2018-04-01,95
SCA,B-E36,I2015_SCA,HOWK,CY,2015-07-01,100
SCA,B-E36,I2015_SCA,HOWK,CY,2015-10-01,101
SCA,B-E36,I2015_SCA,HOWK,CY,2016-01-01,103
SCA,B-E36,I2015_SCA,HOWK,CY,2016-04-01,104
SCA,B-E36,I2015_SCA,HOWK,CY,2016-07-01,105
SCA,B-E36,I2015_SCA,HOWK,CY,2016-10-01,106
SCA,B-E36,I2015_SCA,HOWK,CY,2017-01-01,106
SCA,B-E36,I2015_SCA,HOWK,CY,2017-04-01,108
SCA,B-E36,I2015_SCA,HOWK,CY,2017-07-01,109
SCA,B-E36,I2015_SCA,HOWK,CY,2017-10-01,111
SCA,B-E36,I2015_SCA,HOWK,CY,2018-01-01,112
SCA,B-E36,I2015_SCA,HOWK,CY,2018-04-01,114
SCA,B-E36,I2015_SCA,HOWK,CZ,2015-07-01,100
SCA,B-E36,I2015_SCA,HOWK,CZ,2015-10-01,100
SCA,B-E36,I2015_SCA,HOWK,CZ,2016-01-01,100
SCA,B-E36,I2015_SCA,HOWK,CZ,2016-04-01,101
SCA,B-E36,I2015_SCA,HOWK,CZ,2016-07-01,100
SCA,B-E36,I2015_SCA,HOWK,CZ,2016-10-01,100
SCA,B-E36,I2015_SCA,HOWK,CZ,2017-01-01,101
SCA,B-E36,I2015_SCA,HOWK,CZ,2017-04-01,101
SCA,B-E36,I2015_SCA,HOWK,CZ,2017-07-01,102
SCA,B-E36,I2015_SCA,HOWK,CZ,2017-10-01,102
SCA,B-E36,I2015_SCA,HOWK,CZ,2018-01-01,102
SCA,B-E36,I2015_SCA,HOWK,CZ,2018-04-01,101
SCA,B-E36,I2015_SCA,HOWK,DE,2015-07-01,100
SCA,B-E36,I2015_SCA,HOWK,DE,2015-10-01,100
SCA,B-E36,I2015_SCA,HOWK,DE,2016-01-01,100
SCA,B-E36,I2015_SCA,HOWK,DE,2016-04-01,100
SCA,B-E36,I2015_SCA,HOWK,DE,2016-07-01,100
SCA,B-E36,I2015_SCA,HOWK,DE,2016-10-01,100
SCA,B-E36,I2015_SCA,HOWK,DE,2017-01-01,101
SCA,B-E36,I2015_SCA,HOWK,DE,2017-04-01,101
SCA,B-E36,I2015_SCA,HOWK,DE,2017-07-01,102
SCA,B-E36,I2015_SCA,HOWK,DE,2017-10-01,100
SCA,B-E36,I2015_SCA,HOWK,DE,2018-01-01,102
SCA,B-E36,I2015_SCA,HOWK,DE,2018-04-01,103
SCA,B-E36,I2015_SCA,HOWK,DK,2015-07-01,99
SCA,B-E36,I2015_SCA,HOWK,DK,2015-10-01,100
SCA,B-E36,I2015_SCA,HOWK,DK,2016-01-01,100
SCA,B-E36,I2015_SCA,HOWK,DK,2016-04-01,102
SCA,B-E36,I2015_SCA,HOWK,DK,2016-07-01,99
SCA,B-E36,I2015_SCA,HOWK,DK,2016-10-01,102
SCA,B-E36,I2015_SCA,HOWK,DK,2017-01-01,103
SCA,B-E36,I2015_SCA,HOWK,DK,2017-04-01,102
SCA,B-E36,I2015_SCA,HOWK,DK,2017-07-01,103
SCA,B-E36,I2015_SCA,HOWK,DK,2017-10-01,104
SCA,B-E36,I2015_SCA,HOWK,DK,2018-01-01,104
SCA,B-E36,I2015_SCA,HOWK,DK,2018-04-01,103
SCA,B-E36,I2015_SCA,HOWK,EA19,2015-07-01,100
SCA,B-E36,I2015_SCA,HOWK,EA19,2015-10-01,100
SCA,B-E36,I2015_SCA,HOWK,EA19,2016-01-01,100
SCA,B-E36,I2015_SCA,HOWK,EA19,2016-04-01,101
SCA,B-E36,I2015_SCA,HOWK,EA19,2016-07-01,100
SCA,B-E36,I2015_SCA,HOWK,EA19,2016-10-01,100
SCA,B-E36,I2015_SCA,HOWK,EA19,2017-01-01,101
SCA,B-E36,I2015_SCA,HOWK,EA19,2017-04-01,102
SCA,B-E36,I2015_SCA,HOWK,EA19,2017-07-01,103
SCA,B-E36,I2015_SCA,HOWK,EA19,2017-10-01,102
SCA,B-E36,I2015_SCA,HOWK,EA19,2018-01-01,103
SCA,B-E36,I2015_SCA,HOWK,EA19,2018-04-01,103
SCA,B-E36,I2015_SCA,HOWK,EE,2015-07-01,101
SCA,B-E36,I2015_SCA,HOWK,EE,2015-10-01,99
SCA,B-E36,I2015_SCA,HOWK,EE,2016-01-01,99
SCA,B-E36,I2015_SCA,HOWK,EE,2016-04-01,97
SCA,B-E36,I2015_SCA,HOWK,EE,2016-07-01,96
SCA,B-E36,I2015_SCA,HOWK,EE,2016-10-01,96
SCA,B-E36,I2015_SCA,HOWK,EE,2017-01-01,98
SCA,B-E36,I2015_SCA,HOWK,EE,2017-04-01,100
SCA,B-E36,I2015_SCA,HOWK,EE,2017-07-01,100
SCA,B-E36,I2015_SCA,HOWK,EE,2017-10-01,101
SCA,B-E36,I2015_SCA,HOWK,EE,2018-01-01,100
SCA,B-E36,I2015_SCA,HOWK,EE,2018-04-01,100
SCA,B-E36,I2015_SCA,HOWK,EL,2015-07-01,97
SCA,B-E36,I2015_SCA,HOWK,EL,2015-10-01,102
SCA,B-E36,I2015_SCA,HOWK,EL,2016-01-01,103
SCA,B-E36,I2015_SCA,HOWK,EL,2016-04-01,104
SCA,B-E36,I2015_SCA,HOWK,EL,2016-07-01,104
SCA,B-E36,I2015_SCA,HOWK,EL,2016-10-01,105
SCA,B-E36,I2015_SCA,HOWK,EL,2017-01-01,107
SCA,B-E36,I2015_SCA,HOWK,EL,2017-04-01,109
SCA,B-E36,I2015_SCA,HOWK,EL,2017-07-01,111
SCA,B-E36,I2015_SCA,HOWK,EL,2017-10-01,111
SCA,B-E36,I2015_SCA,HOWK,EL,2018-01-01,111
SCA,B-E36,I2015_SCA,HOWK,EL,2018-04-01,111
SCA,B-E36,I2015_SCA,HOWK,ES,2015-07-01,100
SCA,B-E36,I2015_SCA,HOWK,ES,2015-10-01,100
SCA,B-E36,I2015_SCA,HOWK,ES,2016-01-01,102
SCA,B-E36,I2015_SCA,HOWK,ES,2016-04-01,103
SCA,B-E36,I2015_SCA,HOWK,ES,2016-07-01,103
SCA,B-E36,I2015_SCA,HOWK,ES,2016-10-01,105
SCA,B-E36,I2015_SCA,HOWK,ES,2017-01-01,106
SCA,B-E36,I2015_SCA,HOWK,ES,2017-04-01,107
SCA,B-E36,I2015_SCA,HOWK,ES,2017-07-01,109
SCA,B-E36,I2015_SCA,HOWK,ES,2017-10-01,109
SCA,B-E36,I2015_SCA,HOWK,ES,2018-01-01,110
SCA,B-E36,I2015_SCA,HOWK,ES,2018-04-01,110
SCA,B-E36,I2015_SCA,HOWK,EU28,2015-07-01,100
SCA,B-E36,I2015_SCA,HOWK,EU28,2015-10-01,100
SCA,B-E36,I2015_SCA,HOWK,EU28,2016-01-01,100
SCA,B-E36,I2015_SCA,HOWK,EU28,2016-04-01,101
SCA,B-E36,I2015_SCA,HOWK,EU28,2016-07-01,100
SCA,B-E36,I2015_SCA,HOWK,EU28,2016-10-01,101
SCA,B-E36,I2015_SCA,HOWK,EU28,2017-01-01,101
SCA,B-E36,I2015_SCA,HOWK,EU28,2017-04-01,102
SCA,B-E36,I2015_SCA,HOWK,EU28,2017-07-01,102
SCA,B-E36,I2015_SCA,HOWK,EU28,2017-10-01,102
SCA,B-E36,I2015_SCA,HOWK,EU28,2018-01-01,103
SCA,B-E36,I2015_SCA,HOWK,EU28,2018-04-01,103
SCA,B-E36,I2015_SCA,HOWK,FI,2015-07-01,103
SCA,B-E36,I2015_SCA,HOWK,FI,2015-10-01,98
SCA,B-E36,I2015_SCA,HOWK,FI,2016-01-01,100
SCA,B-E36,I2015_SCA,HOWK,FI,2016-04-01,103
SCA,B-E36,I2015_SCA,HOWK,FI,2016-07-01,98
SCA,B-E36,I2015_SCA,HOWK,FI,2016-10-01,102
SCA,B-E36,I2015_SCA,HOWK,FI,2017-01-01,100
SCA,B-E36,I2015_SCA,HOWK,FI,2017-04-01,101
SCA,B-E36,I2015_SCA,HOWK,FI,2017-07-01,104
SCA,B-E36,I2015_SCA,HOWK,FI,2017-10-01,101
SCA,B-E36,I2015_SCA,HOWK,FI,2018-01-01,102
SCA,B-E36,I2015_SCA,HOWK,FI,2018-04-01,100
SCA,B-E36,I2015_SCA,HOWK,FR,2015-07-01,100
SCA,B-E36,I2015_SCA,HOWK,FR,2015-10-01,99
SCA,B-E36,I2015_SCA,HOWK,FR,2016-01-01,99
SCA,B-E36,I2015_SCA,HOWK,FR,2016-04-01,99
SCA,B-E36,I2015_SCA,HOWK,FR,2016-07-01,99
SCA,B-E36,I2015_SCA,HOWK,FR,2016-10-01,98
SCA,B-E36,I2015_SCA,HOWK,FR,2017-01-01,98
SCA,B-E36,I2015_SCA,HOWK,FR,2017-04-01,98
SCA,B-E36,I2015_SCA,HOWK,FR,2017-07-01,98
SCA,B-E36,I2015_SCA,HOWK,FR,2017-10-01,98
SCA,B-E36,I2015_SCA,HOWK,FR,2018-01-01,98
SCA,B-E36,I2015_SCA,HOWK,FR,2018-04-01,98
SCA,B-E36,I2015_SCA,HOWK,HR,2015-07-01,101
SCA,B-E36,I2015_SCA,HOWK,HR,2015-10-01,100
SCA,B-E36,I2015_SCA,HOWK,HR,2016-01-01,92
SCA,B-E36,I2015_SCA,HOWK,HR,2016-04-01,101
SCA,B-E36,I2015_SCA,HOWK,HR,2016-07-01,99
SCA,B-E36,I2015_SCA,HOWK,HR,2016-10-01,98
SCA,B-E36,I2015_SCA,HOWK,HR,2017-01-01,96
SCA,B-E36,I2015_SCA,HOWK,HR,2017-04-01,96
SCA,B-E36,I2015_SCA,HOWK,HR,2017-07-01,97
SCA,B-E36,I2015_SCA,HOWK,HR,2017-10-01,97
SCA,B-E36,I2015_SCA,HOWK,HR,2018-01-01,94
SCA,B-E36,I2015_SCA,HOWK,HR,2018-04-01,92
SCA,B-E36,I2015_SCA,HOWK,HU,2015-07-01,100
SCA,B-E36,I2015_SCA,HOWK,HU,2015-10-01,101
SCA,B-E36,I2015_SCA,HOWK,HU,2016-01-01,102
SCA,B-E36,I2015_SCA,HOWK,HU,2016-04-01,103
SCA,B-E36,I2015_SCA,HOWK,HU,2016-07-01,103
SCA,B-E36,I2015_SCA,HOWK,HU,2016-10-01,104
SCA,B-E36,I2015_SCA,HOWK,HU,2017-01-01,105
SCA,B-E36,I2015_SCA,HOWK,HU,2017-04-01,105
SCA,B-E36,I2015_SCA,HOWK,HU,2017-07-01,106
SCA,B-E36,I2015_SCA,HOWK,HU,2017-10-01,107
SCA,B-E36,I2015_SCA,HOWK,HU,2018-01-01,108
SCA,B-E36,I2015_SCA,HOWK,HU,2018-04-01,107
SCA,B-E36,I2015_SCA,HOWK,IE,2015-07-01,99
SCA,B-E36,I2015_SCA,HOWK,IE,2015-10-01,102
SCA,B-E36,I2015_SCA,HOWK,IE,2016-01-01,100
SCA,B-E36,I2015_SCA,HOWK,IE,2016-04-01,103
SCA,B-E36,I2015_SCA,HOWK,IE,2016-07-01,105
SCA,B-E36,I2015_SCA,HOWK,IE,2016-10-01,103
SCA,B-E36,I2015_SCA,HOWK,IE,2017-01-01,105
SCA,B-E36,I2015_SCA,HOWK,IE,2017-04-01,105
SCA,B-E36,I2015_SCA,HOWK,IE,2017-07-01,106
SCA,B-E36,I2015_SCA,HOWK,IE,2017-10-01,106
SCA,B-E36,I2015_SCA,HOWK,IE,2018-01-01,105
SCA,B-E36,I2015_SCA,HOWK,IE,2018-04-01,104
SCA,B-E36,I2015_SCA,HOWK,IT,2015-07-01,100
SCA,B-E36,I2015_SCA,HOWK,IT,2015-10-01,100
SCA,B-E36,I2015_SCA,HOWK,IT,2016-01-01,102
SCA,B-E36,I2015_SCA,HOWK,IT,2016-04-01,102
SCA,B-E36,I2015_SCA,HOWK,IT,2016-07-01,101
SCA,B-E36,I2015_SCA,HOWK,IT,2016-10-01,101
SCA,B-E36,I2015_SCA,HOWK,IT,2017-01-01,103
SCA,B-E36,I2015_SCA,HOWK,IT,2017-04-01,104
SCA,B-E36,I2015_SCA,HOWK,IT,2017-07-01,104
SCA,B-E36,I2015_SCA,HOWK,IT,2017-10-01,106
SCA,B-E36,I2015_SCA,HOWK,IT,2018-01-01,104
SCA,B-E36,I2015_SCA,HOWK,IT,2018-04-01,105
SCA,B-E36,I2015_SCA,HOWK,LT,2015-07-01,99
SCA,B-E36,I2015_SCA,HOWK,LT,2015-10-01,100
SCA,B-E36,I2015_SCA,HOWK,LT,2016-01-01,100
SCA,B-E36,I2015_SCA,HOWK,LT,2016-04-01,100
SCA,B-E36,I2015_SCA,HOWK,LT,2016-07-01,100
SCA,B-E36,I2015_SCA,HOWK,LT,2016-10-01,100
SCA,B-E36,I2015_SCA,HOWK,LT,2017-01-01,100
SCA,B-E36,I2015_SCA,HOWK,LT,2017-04-01,101
SCA,B-E36,I2015_SCA,HOWK,LT,2017-07-01,100
SCA,B-E36,I2015_SCA,HOWK,LT,2017-10-01,101
SCA,B-E36,I2015_SCA,HOWK,LT,2018-01-01,100
SCA,B-E36,I2015_SCA,HOWK,LT,2018-04-01,101
SCA,B-E36,I2015_SCA,HOWK,LU,2015-07-01,101
SCA,B-E36,I2015_SCA,HOWK,LU,2015-10-01,99
SCA,B-E36,I2015_SCA,HOWK,LU,2016-01-01,100
SCA,B-E36,I2015_SCA,HOWK,LU,2016-04-01,101
SCA,B-E36,I2015_SCA,HOWK,LU,2016-07-01,100
SCA,B-E36,I2015_SCA,HOWK,LU,2016-10-01,100
SCA,B-E36,I2015_SCA,HOWK,LU,2017-01-01,100
SCA,B-E36,I2015_SCA,HOWK,LU,2017-04-01,100
SCA,B-E36,I2015_SCA,HOWK,LU,2017-07-01,101
SCA,B-E36,I2015_SCA,HOWK,LU,2017-10-01,102
SCA,B-E36,I2015_SCA,HOWK,LU,2018-01-01,102
SCA,B-E36,I2015_SCA,HOWK,LU,2018-04-01,102
SCA,B-E36,I2015_SCA,HOWK,LV,2015-07-01,100
SCA,B-E36,I2015_SCA,HOWK,LV,2015-10-01,98
SCA,B-E36,I2015_SCA,HOWK,LV,2016-01-01,98
SCA,B-E36,I2015_SCA,HOWK,LV,2016-04-01,99
SCA,B-E36,I2015_SCA,HOWK,LV,2016-07-01,98
SCA,B-E36,I2015_SCA,HOWK,LV,2016-10-01,97
SCA,B-E36,I2015_SCA,HOWK,LV,2017-01-01,99
SCA,B-E36,I2015_SCA,HOWK,LV,2017-04-01,99
SCA,B-E36,I2015_SCA,HOWK,LV,2017-07-01,99
SCA,B-E36,I2015_SCA,HOWK,LV,2017-10-01,97
SCA,B-E36,I2015_SCA,HOWK,LV,2018-01-01,98
SCA,B-E36,I2015_SCA,HOWK,LV,2018-04-01,98
SCA,B-E36,I2015_SCA,HOWK,MT,2015-07-01,99
SCA,B-E36,I2015_SCA,HOWK,MT,2015-10-01,100
SCA,B-E36,I2015_SCA,HOWK,MT,2016-01-01,100
SCA,B-E36,I2015_SCA,HOWK,MT,2016-04-01,98
SCA,B-E36,I2015_SCA,HOWK,MT,2016-07-01,98
SCA,B-E36,I2015_SCA,HOWK,MT,2016-10-01,97
SCA,B-E36,I2015_SCA,HOWK,MT,2017-01-01,98
SCA,B-E36,I2015_SCA,HOWK,MT,2017-04-01,99
SCA,B-E36,I2015_SCA,HOWK,MT,2017-07-01,101
SCA,B-E36,I2015_SCA,HOWK,MT,2017-10-01,101
SCA,B-E36,I2015_SCA,HOWK,MT,2018-01-01,102
SCA,B-E36,I2015_SCA,HOWK,MT,2018-04-01,102
SCA,B-E36,I2015_SCA,HOWK,NL,2015-07-01,100
SCA,B-E36,I2015_SCA,HOWK,NL,2015-10-01,100
SCA,B-E36,I2015_SCA,HOWK,NL,2016-01-01,100
SCA,B-E36,I2015_SCA,HOWK,NL,2016-04-01,101
SCA,B-E36,I2015_SCA,HOWK,NL,2016-07-01,101
SCA,B-E36,I2015_SCA,HOWK,NL,2016-10-01,101
SCA,B-E36,I2015_SCA,HOWK,NL,2017-01-01,101
SCA,B-E36,I2015_SCA,HOWK,NL,2017-04-01,101
SCA,B-E36,I2015_SCA,HOWK,NL,2017-07-01,102
SCA,B-E36,I2015_SCA,HOWK,NL,2017-10-01,103
SCA,B-E36,I2015_SCA,HOWK,NL,2018-01-01,103
SCA,B-E36,I2015_SCA,HOWK,NL,2018-04-01,
SCA,B-E36,I2015_SCA,HOWK,NO,2015-07-01,99
SCA,B-E36,I2015_SCA,HOWK,NO,2015-10-01,97
SCA,B-E36,I2015_SCA,HOWK,NO,2016-01-01,96
SCA,B-E36,I2015_SCA,HOWK,NO,2016-04-01,95
SCA,B-E36,I2015_SCA,HOWK,NO,2016-07-01,93
SCA,B-E36,I2015_SCA,HOWK,NO,2016-10-01,93
SCA,B-E36,I2015_SCA,HOWK,NO,2017-01-01,91
SCA,B-E36,I2015_SCA,HOWK,NO,2017-04-01,92
SCA,B-E36,I2015_SCA,HOWK,NO,2017-07-01,92
SCA,B-E36,I2015_SCA,HOWK,NO,2017-10-01,92
SCA,B-E36,I2015_SCA,HOWK,NO,2018-01-01,93
SCA,B-E36,I2015_SCA,HOWK,NO,2018-04-01,93
SCA,B-E36,I2015_SCA,HOWK,PL,2015-07-01,99
SCA,B-E36,I2015_SCA,HOWK,PL,2015-10-01,102
SCA,B-E36,I2015_SCA,HOWK,PL,2016-01-01,101
SCA,B-E36,I2015_SCA,HOWK,PL,2016-04-01,104
SCA,B-E36,I2015_SCA,HOWK,PL,2016-07-01,102
SCA,B-E36,I2015_SCA,HOWK,PL,2016-10-01,102
SCA,B-E36,I2015_SCA,HOWK,PL,2017-01-01,105
SCA,B-E36,I2015_SCA,HOWK,PL,2017-04-01,104
SCA,B-E36,I2015_SCA,HOWK,PL,2017-07-01,106
SCA,B-E36,I2015_SCA,HOWK,PL,2017-10-01,106
SCA,B-E36,I2015_SCA,HOWK,PL,2018-01-01,107
SCA,B-E36,I2015_SCA,HOWK,PL,2018-04-01,108
SCA,B-E36,I2015_SCA,HOWK,PT,2015-07-01,99
SCA,B-E36,I2015_SCA,HOWK,PT,2015-10-01,100
SCA,B-E36,I2015_SCA,HOWK,PT,2016-01-01,99
SCA,B-E36,I2015_SCA,HOWK,PT,2016-04-01,100
SCA,B-E36,I2015_SCA,HOWK,PT,2016-07-01,100
SCA,B-E36,I2015_SCA,HOWK,PT,2016-10-01,100
SCA,B-E36,I2015_SCA,HOWK,PT,2017-01-01,102
SCA,B-E36,I2015_SCA,HOWK,PT,2017-04-01,102
SCA,B-E36,I2015_SCA,HOWK,PT,2017-07-01,103
SCA,B-E36,I2015_SCA,HOWK,PT,2017-10-01,103
SCA,B-E36,I2015_SCA,HOWK,PT,2018-01-01,104
SCA,B-E36,I2015_SCA,HOWK,PT,2018-04-01,105
SCA,B-E36,I2015_SCA,HOWK,RO,2015-07-01,100
SCA,B-E36,I2015_SCA,HOWK,RO,2015-10-01,99
SCA,B-E36,I2015_SCA,HOWK,RO,2016-01-01,101
SCA,B-E36,I2015_SCA,HOWK,RO,2016-04-01,102
SCA,B-E36,I2015_SCA,HOWK,RO,2016-07-01,102
SCA,B-E36,I2015_SCA,HOWK,RO,2016-10-01,102
SCA,B-E36,I2015_SCA,HOWK,RO,2017-01-01,101
SCA,B-E36,I2015_SCA,HOWK,RO,2017-04-01,102
SCA,B-E36,I2015_SCA,HOWK,RO,2017-07-01,103
SCA,B-E36,I2015_SCA,HOWK,RO,2017-10-01,103
SCA,B-E36,I2015_SCA,HOWK,RO,2018-01-01,103
SCA,B-E36,I2015_SCA,HOWK,RO,2018-04-01,101
SCA,B-E36,I2015_SCA,HOWK,RS,2015-07-01,98
SCA,B-E36,I2015_SCA,HOWK,RS,2015-10-01,100
SCA,B-E36,I2015_SCA,HOWK,RS,2016-01-01,100
SCA,B-E36,I2015_SCA,HOWK,RS,2016-04-01,98
SCA,B-E36,I2015_SCA,HOWK,RS,2016-07-01,99
SCA,B-E36,I2015_SCA,HOWK,RS,2016-10-01,98
SCA,B-E36,I2015_SCA,HOWK,RS,2017-01-01,99
SCA,B-E36,I2015_SCA,HOWK,RS,2017-04-01,99
SCA,B-E36,I2015_SCA,HOWK,RS,2017-07-01,99
SCA,B-E36,I2015_SCA,HOWK,RS,2017-10-01,100
SCA,B-E36,I2015_SCA,HOWK,RS,2018-01-01,101
SCA,B-E36,I2015_SCA,HOWK,RS,2018-04-01,99
SCA,B-E36,I2015_SCA,HOWK,SE,2015-07-01,100
SCA,B-E36,I2015_SCA,HOWK,SE,2015-10-01,100
SCA,B-E36,I2015_SCA,HOWK,SE,2016-01-01,100
SCA,B-E36,I2015_SCA,HOWK,SE,2016-04-01,101
SCA,B-E36,I2015_SCA,HOWK,SE,2016-07-01,100
SCA,B-E36,I2015_SCA,HOWK,SE,2016-10-01,100
SCA,B-E36,I2015_SCA,HOWK,SE,2017-01-01,100
SCA,B-E36,I2015_SCA,HOWK,SE,2017-04-01,100
SCA,B-E36,I2015_SCA,HOWK,SE,2017-07-01,101
SCA,B-E36,I2015_SCA,HOWK,SE,2017-10-01,101
SCA,B-E36,I2015_SCA,HOWK,SE,2018-01-01,101
SCA,B-E36,I2015_SCA,HOWK,SE,2018-04-01,101
SCA,B-E36,I2015_SCA,HOWK,SI,2015-07-01,100
SCA,B-E36,I2015_SCA,HOWK,SI,2015-10-01,99
SCA,B-E36,I2015_SCA,HOWK,SI,2016-01-01,100
SCA,B-E36,I2015_SCA,HOWK,SI,2016-04-01,99
SCA,B-E36,I2015_SCA,HOWK,SI,2016-07-01,100
SCA,B-E36,I2015_SCA,HOWK,SI,2016-10-01,99
SCA,B-E36,I2015_SCA,HOWK,SI,2017-01-01,100
SCA,B-E36,I2015_SCA,HOWK,SI,2017-04-01,100
SCA,B-E36,I2015_SCA,HOWK,SI,2017-07-01,99
