s_adj,nace_r2,unit,indic_bt,geotime,date,value
SCA,B-E36,I2015_SCA,HOWK,SI,2017-10-01,99
SCA,B-E36,I2015_SCA,HOWK,SI,2018-01-01,100
SCA,B-E36,I2015_SCA,HOWK,SI,2018-04-01,100
SCA,B-E36,I2015_SCA,HOWK,SK,2015-07-01,100
SCA,B-E36,I2015_SCA,HOWK,SK,2015-10-01,100
SCA,B-E36,I2015_SCA,HOWK,SK,2016-01-01,102
SCA,B-E36,I2015_SCA,HOWK,SK,2016-04-01,104
SCA,B-E36,I2015_SCA,HOWK,SK,2016-07-01,102
SCA,B-E36,I2015_SCA,HOWK,SK,2016-10-01,103
SCA,B-E36,I2015_SCA,HOWK,SK,2017-01-01,104
SCA,B-E36,I2015_SCA,HOWK,SK,2017-04-01,104
SCA,B-E36,I2015_SCA,HOWK,SK,2017-07-01,105
SCA,B-E36,I2015_SCA,HOWK,SK,2017-10-01,106
SCA,B-E36,I2015_SCA,HOWK,SK,2018-01-01,106
SCA,B-E36,I2015_SCA,HOWK,SK,2018-04-01,106
SCA,B-E36,I2015_SCA,HOWK,TR,2015-07-01,99
SCA,B-E36,I2015_SCA,HOWK,TR,2015-10-01,99
SCA,B-E36,I2015_SCA,HOWK,TR,2016-01-01,99
SCA,B-E36,I2015_SCA,HOWK,TR,2016-04-01,98
SCA,B-E36,I2015_SCA,HOWK,TR,2016-07-01,97
SCA,B-E36,I2015_SCA,HOWK,TR,2016-10-01,99
SCA,B-E36,I2015_SCA,HOWK,TR,2017-01-01,99
SCA,B-E36,I2015_SCA,HOWK,TR,2017-04-01,100
SCA,B-E36,I2015_SCA,HOWK,TR,2017-07-01,102
SCA,B-E36,I2015_SCA,HOWK,TR,2017-10-01,103
SCA,B-E36,I2015_SCA,HOWK,TR,2018-01-01,103
SCA,B-E36,I2015_SCA,HOWK,TR,2018-04-01,102
SCA,B-E36,I2015_SCA,HOWK,UK,2015-07-01,99
SCA,B-E36,I2015_SCA,HOWK,UK,2015-10-01,100
SCA,B-E36,I2015_SCA,HOWK,UK,2016-01-01,100
SCA,B-E36,I2015_SCA,HOWK,UK,2016-04-01,99
SCA,B-E36,I2015_SCA,HOWK,UK,2016-07-01,98
SCA,B-E36,I2015_SCA,HOWK,UK,2016-10-01,99
SCA,B-E36,I2015_SCA,HOWK,UK,2017-01-01,98
SCA,B-E36,I2015_SCA,HOWK,UK,2017-04-01,99
SCA,B-E36,I2015_SCA,HOWK,UK,2017-07-01,99
SCA,B-E36,I2015_SCA,HOWK,UK,2017-10-01,99
SCA,B-E36,I2015_SCA,HOWK,UK,2018-01-01,99
SCA,B-E36,I2015_SCA,HOWK,UK,2018-04-01,100
SCA,B-E36,I2015_SCA,WAGE,AT,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,AT,2015-10-01,100
SCA,B-E36,I2015_SCA,WAGE,AT,2016-01-01,101
SCA,B-E36,I2015_SCA,WAGE,AT,2016-04-01,101
SCA,B-E36,I2015_SCA,WAGE,AT,2016-07-01,102
SCA,B-E36,I2015_SCA,WAGE,AT,2016-10-01,103
SCA,B-E36,I2015_SCA,WAGE,AT,2017-01-01,103
SCA,B-E36,I2015_SCA,WAGE,AT,2017-04-01,105
SCA,B-E36,I2015_SCA,WAGE,AT,2017-07-01,106
SCA,B-E36,I2015_SCA,WAGE,AT,2017-10-01,107
SCA,B-E36,I2015_SCA,WAGE,AT,2018-01-01,110
SCA,B-E36,I2015_SCA,WAGE,AT,2018-04-01,111
SCA,B-E36,I2015_SCA,WAGE,BE,2015-07-01,
SCA,B-E36,I2015_SCA,WAGE,BE,2015-10-01,
SCA,B-E36,I2015_SCA,WAGE,BE,2016-01-01,
SCA,B-E36,I2015_SCA,WAGE,BE,2016-04-01,
SCA,B-E36,I2015_SCA,WAGE,BE,2016-07-01,
SCA,B-E36,I2015_SCA,WAGE,BE,2016-10-01,
SCA,B-E36,I2015_SCA,WAGE,BE,2017-01-01,
SCA,B-E36,I2015_SCA,WAGE,BE,2017-04-01,
SCA,B-E36,I2015_SCA,WAGE,BE,2017-07-01,
SCA,B-E36,I2015_SCA,WAGE,BE,2017-10-01,
SCA,B-E36,I2015_SCA,WAGE,BE,2018-01-01,
SCA,B-E36,I2015_SCA,WAGE,BE,2018-04-01,
SCA,B-E36,I2015_SCA,WAGE,BG,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,BG,2015-10-01,104
SCA,B-E36,I2015_SCA,WAGE,BG,2016-01-01,105
SCA,B-E36,I2015_SCA,WAGE,BG,2016-04-01,107
SCA,B-E36,I2015_SCA,WAGE,BG,2016-07-01,108
SCA,B-E36,I2015_SCA,WAGE,BG,2016-10-01,112
SCA,B-E36,I2015_SCA,WAGE,BG,2017-01-01,111
SCA,B-E36,I2015_SCA,WAGE,BG,2017-04-01,114
SCA,B-E36,I2015_SCA,WAGE,BG,2017-07-01,115
SCA,B-E36,I2015_SCA,WAGE,BG,2017-10-01,120
SCA,B-E36,I2015_SCA,WAGE,BG,2018-01-01,123
SCA,B-E36,I2015_SCA,WAGE,BG,2018-04-01,125
SCA,B-E36,I2015_SCA,WAGE,CY,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,CY,2015-10-01,101
SCA,B-E36,I2015_SCA,WAGE,CY,2016-01-01,103
SCA,B-E36,I2015_SCA,WAGE,CY,2016-04-01,105
SCA,B-E36,I2015_SCA,WAGE,CY,2016-07-01,106
SCA,B-E36,I2015_SCA,WAGE,CY,2016-10-01,107
SCA,B-E36,I2015_SCA,WAGE,CY,2017-01-01,107
SCA,B-E36,I2015_SCA,WAGE,CY,2017-04-01,110
SCA,B-E36,I2015_SCA,WAGE,CY,2017-07-01,112
SCA,B-E36,I2015_SCA,WAGE,CY,2017-10-01,115
SCA,B-E36,I2015_SCA,WAGE,CY,2018-01-01,117
SCA,B-E36,I2015_SCA,WAGE,CY,2018-04-01,119
SCA,B-E36,I2015_SCA,WAGE,CZ,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,CZ,2015-10-01,102
SCA,B-E36,I2015_SCA,WAGE,CZ,2016-01-01,104
SCA,B-E36,I2015_SCA,WAGE,CZ,2016-04-01,105
SCA,B-E36,I2015_SCA,WAGE,CZ,2016-07-01,107
SCA,B-E36,I2015_SCA,WAGE,CZ,2016-10-01,108
SCA,B-E36,I2015_SCA,WAGE,CZ,2017-01-01,111
SCA,B-E36,I2015_SCA,WAGE,CZ,2017-04-01,115
SCA,B-E36,I2015_SCA,WAGE,CZ,2017-07-01,116
SCA,B-E36,I2015_SCA,WAGE,CZ,2017-10-01,119
SCA,B-E36,I2015_SCA,WAGE,CZ,2018-01-01,122
SCA,B-E36,I2015_SCA,WAGE,CZ,2018-04-01,126
SCA,B-E36,I2015_SCA,WAGE,DE,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,DE,2015-10-01,100
SCA,B-E36,I2015_SCA,WAGE,DE,2016-01-01,101
SCA,B-E36,I2015_SCA,WAGE,DE,2016-04-01,101
SCA,B-E36,I2015_SCA,WAGE,DE,2016-07-01,102
SCA,B-E36,I2015_SCA,WAGE,DE,2016-10-01,103
SCA,B-E36,I2015_SCA,WAGE,DE,2017-01-01,104
SCA,B-E36,I2015_SCA,WAGE,DE,2017-04-01,105
SCA,B-E36,I2015_SCA,WAGE,DE,2017-07-01,106
SCA,B-E36,I2015_SCA,WAGE,DE,2017-10-01,107
SCA,B-E36,I2015_SCA,WAGE,DE,2018-01-01,109
SCA,B-E36,I2015_SCA,WAGE,DE,2018-04-01,111
SCA,B-E36,I2015_SCA,WAGE,DK,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,DK,2015-10-01,101
SCA,B-E36,I2015_SCA,WAGE,DK,2016-01-01,103
SCA,B-E36,I2015_SCA,WAGE,DK,2016-04-01,104
SCA,B-E36,I2015_SCA,WAGE,DK,2016-07-01,104
SCA,B-E36,I2015_SCA,WAGE,DK,2016-10-01,105
SCA,B-E36,I2015_SCA,WAGE,DK,2017-01-01,105
SCA,B-E36,I2015_SCA,WAGE,DK,2017-04-01,109
SCA,B-E36,I2015_SCA,WAGE,DK,2017-07-01,108
SCA,B-E36,I2015_SCA,WAGE,DK,2017-10-01,109
SCA,B-E36,I2015_SCA,WAGE,DK,2018-01-01,109
SCA,B-E36,I2015_SCA,WAGE,DK,2018-04-01,113
SCA,B-E36,I2015_SCA,WAGE,EA19,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,EA19,2015-10-01,100
SCA,B-E36,I2015_SCA,WAGE,EA19,2016-01-01,101
SCA,B-E36,I2015_SCA,WAGE,EA19,2016-04-01,102
SCA,B-E36,I2015_SCA,WAGE,EA19,2016-07-01,102
SCA,B-E36,I2015_SCA,WAGE,EA19,2016-10-01,103
SCA,B-E36,I2015_SCA,WAGE,EA19,2017-01-01,104
SCA,B-E36,I2015_SCA,WAGE,EA19,2017-04-01,104
SCA,B-E36,I2015_SCA,WAGE,EA19,2017-07-01,105
SCA,B-E36,I2015_SCA,WAGE,EA19,2017-10-01,106
SCA,B-E36,I2015_SCA,WAGE,EA19,2018-01-01,108
SCA,B-E36,I2015_SCA,WAGE,EA19,2018-04-01,109
SCA,B-E36,I2015_SCA,WAGE,EE,2015-07-01,101
SCA,B-E36,I2015_SCA,WAGE,EE,2015-10-01,101
SCA,B-E36,I2015_SCA,WAGE,EE,2016-01-01,102
SCA,B-E36,I2015_SCA,WAGE,EE,2016-04-01,101
SCA,B-E36,I2015_SCA,WAGE,EE,2016-07-01,103
SCA,B-E36,I2015_SCA,WAGE,EE,2016-10-01,104
SCA,B-E36,I2015_SCA,WAGE,EE,2017-01-01,111
SCA,B-E36,I2015_SCA,WAGE,EE,2017-04-01,113
SCA,B-E36,I2015_SCA,WAGE,EE,2017-07-01,114
SCA,B-E36,I2015_SCA,WAGE,EE,2017-10-01,115
SCA,B-E36,I2015_SCA,WAGE,EE,2018-01-01,117
SCA,B-E36,I2015_SCA,WAGE,EE,2018-04-01,119
SCA,B-E36,I2015_SCA,WAGE,EL,2015-07-01,98
SCA,B-E36,I2015_SCA,WAGE,EL,2015-10-01,101
SCA,B-E36,I2015_SCA,WAGE,EL,2016-01-01,101
SCA,B-E36,I2015_SCA,WAGE,EL,2016-04-01,101
SCA,B-E36,I2015_SCA,WAGE,EL,2016-07-01,102
SCA,B-E36,I2015_SCA,WAGE,EL,2016-10-01,102
SCA,B-E36,I2015_SCA,WAGE,EL,2017-01-01,104
SCA,B-E36,I2015_SCA,WAGE,EL,2017-04-01,106
SCA,B-E36,I2015_SCA,WAGE,EL,2017-07-01,110
SCA,B-E36,I2015_SCA,WAGE,EL,2017-10-01,110
SCA,B-E36,I2015_SCA,WAGE,EL,2018-01-01,112
SCA,B-E36,I2015_SCA,WAGE,EL,2018-04-01,113
SCA,B-E36,I2015_SCA,WAGE,ES,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,ES,2015-10-01,101
SCA,B-E36,I2015_SCA,WAGE,ES,2016-01-01,102
SCA,B-E36,I2015_SCA,WAGE,ES,2016-04-01,103
SCA,B-E36,I2015_SCA,WAGE,ES,2016-07-01,104
SCA,B-E36,I2015_SCA,WAGE,ES,2016-10-01,105
SCA,B-E36,I2015_SCA,WAGE,ES,2017-01-01,107
SCA,B-E36,I2015_SCA,WAGE,ES,2017-04-01,108
SCA,B-E36,I2015_SCA,WAGE,ES,2017-07-01,109
SCA,B-E36,I2015_SCA,WAGE,ES,2017-10-01,110
SCA,B-E36,I2015_SCA,WAGE,ES,2018-01-01,111
SCA,B-E36,I2015_SCA,WAGE,ES,2018-04-01,112
SCA,B-E36,I2015_SCA,WAGE,EU28,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,EU28,2015-10-01,101
SCA,B-E36,I2015_SCA,WAGE,EU28,2016-01-01,101
SCA,B-E36,I2015_SCA,WAGE,EU28,2016-04-01,102
SCA,B-E36,I2015_SCA,WAGE,EU28,2016-07-01,102
SCA,B-E36,I2015_SCA,WAGE,EU28,2016-10-01,103
SCA,B-E36,I2015_SCA,WAGE,EU28,2017-01-01,104
SCA,B-E36,I2015_SCA,WAGE,EU28,2017-04-01,105
SCA,B-E36,I2015_SCA,WAGE,EU28,2017-07-01,106
SCA,B-E36,I2015_SCA,WAGE,EU28,2017-10-01,107
SCA,B-E36,I2015_SCA,WAGE,EU28,2018-01-01,109
SCA,B-E36,I2015_SCA,WAGE,EU28,2018-04-01,110
SCA,B-E36,I2015_SCA,WAGE,FI,2015-07-01,99
SCA,B-E36,I2015_SCA,WAGE,FI,2015-10-01,100
SCA,B-E36,I2015_SCA,WAGE,FI,2016-01-01,99
SCA,B-E36,I2015_SCA,WAGE,FI,2016-04-01,98
SCA,B-E36,I2015_SCA,WAGE,FI,2016-07-01,99
SCA,B-E36,I2015_SCA,WAGE,FI,2016-10-01,98
SCA,B-E36,I2015_SCA,WAGE,FI,2017-01-01,99
SCA,B-E36,I2015_SCA,WAGE,FI,2017-04-01,100
SCA,B-E36,I2015_SCA,WAGE,FI,2017-07-01,100
SCA,B-E36,I2015_SCA,WAGE,FI,2017-10-01,101
SCA,B-E36,I2015_SCA,WAGE,FI,2018-01-01,103
SCA,B-E36,I2015_SCA,WAGE,FI,2018-04-01,103
SCA,B-E36,I2015_SCA,WAGE,FR,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,FR,2015-10-01,100
SCA,B-E36,I2015_SCA,WAGE,FR,2016-01-01,100
SCA,B-E36,I2015_SCA,WAGE,FR,2016-04-01,100
SCA,B-E36,I2015_SCA,WAGE,FR,2016-07-01,100
SCA,B-E36,I2015_SCA,WAGE,FR,2016-10-01,101
SCA,B-E36,I2015_SCA,WAGE,FR,2017-01-01,101
SCA,B-E36,I2015_SCA,WAGE,FR,2017-04-01,102
SCA,B-E36,I2015_SCA,WAGE,FR,2017-07-01,102
SCA,B-E36,I2015_SCA,WAGE,FR,2017-10-01,102
SCA,B-E36,I2015_SCA,WAGE,FR,2018-01-01,104
SCA,B-E36,I2015_SCA,WAGE,FR,2018-04-01,104
SCA,B-E36,I2015_SCA,WAGE,HR,2015-07-01,99
SCA,B-E36,I2015_SCA,WAGE,HR,2015-10-01,100
SCA,B-E36,I2015_SCA,WAGE,HR,2016-01-01,103
SCA,B-E36,I2015_SCA,WAGE,HR,2016-04-01,101
SCA,B-E36,I2015_SCA,WAGE,HR,2016-07-01,101
SCA,B-E36,I2015_SCA,WAGE,HR,2016-10-01,101
SCA,B-E36,I2015_SCA,WAGE,HR,2017-01-01,101
SCA,B-E36,I2015_SCA,WAGE,HR,2017-04-01,102
SCA,B-E36,I2015_SCA,WAGE,HR,2017-07-01,104
SCA,B-E36,I2015_SCA,WAGE,HR,2017-10-01,104
SCA,B-E36,I2015_SCA,WAGE,HR,2018-01-01,105
SCA,B-E36,I2015_SCA,WAGE,HR,2018-04-01,110
SCA,B-E36,I2015_SCA,WAGE,HU,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,HU,2015-10-01,103
SCA,B-E36,I2015_SCA,WAGE,HU,2016-01-01,105
SCA,B-E36,I2015_SCA,WAGE,HU,2016-04-01,107
SCA,B-E36,I2015_SCA,WAGE,HU,2016-07-01,109
SCA,B-E36,I2015_SCA,WAGE,HU,2016-10-01,113
SCA,B-E36,I2015_SCA,WAGE,HU,2017-01-01,118
SCA,B-E36,I2015_SCA,WAGE,HU,2017-04-01,123
SCA,B-E36,I2015_SCA,WAGE,HU,2017-07-01,127
SCA,B-E36,I2015_SCA,WAGE,HU,2017-10-01,130
SCA,B-E36,I2015_SCA,WAGE,HU,2018-01-01,136
SCA,B-E36,I2015_SCA,WAGE,HU,2018-04-01,140
SCA,B-E36,I2015_SCA,WAGE,IE,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,IE,2015-10-01,101
SCA,B-E36,I2015_SCA,WAGE,IE,2016-01-01,101
SCA,B-E36,I2015_SCA,WAGE,IE,2016-04-01,104
SCA,B-E36,I2015_SCA,WAGE,IE,2016-07-01,106
SCA,B-E36,I2015_SCA,WAGE,IE,2016-10-01,105
SCA,B-E36,I2015_SCA,WAGE,IE,2017-01-01,108
SCA,B-E36,I2015_SCA,WAGE,IE,2017-04-01,108
SCA,B-E36,I2015_SCA,WAGE,IE,2017-07-01,110
SCA,B-E36,I2015_SCA,WAGE,IE,2017-10-01,110
SCA,B-E36,I2015_SCA,WAGE,IE,2018-01-01,111
SCA,B-E36,I2015_SCA,WAGE,IE,2018-04-01,110
SCA,B-E36,I2015_SCA,WAGE,IT,2015-07-01,99
SCA,B-E36,I2015_SCA,WAGE,IT,2015-10-01,101
SCA,B-E36,I2015_SCA,WAGE,IT,2016-01-01,101
SCA,B-E36,I2015_SCA,WAGE,IT,2016-04-01,102
SCA,B-E36,I2015_SCA,WAGE,IT,2016-07-01,101
SCA,B-E36,I2015_SCA,WAGE,IT,2016-10-01,103
SCA,B-E36,I2015_SCA,WAGE,IT,2017-01-01,104
SCA,B-E36,I2015_SCA,WAGE,IT,2017-04-01,104
SCA,B-E36,I2015_SCA,WAGE,IT,2017-07-01,104
SCA,B-E36,I2015_SCA,WAGE,IT,2017-10-01,105
SCA,B-E36,I2015_SCA,WAGE,IT,2018-01-01,106
SCA,B-E36,I2015_SCA,WAGE,IT,2018-04-01,
SCA,B-E36,I2015_SCA,WAGE,LT,2015-07-01,101
SCA,B-E36,I2015_SCA,WAGE,LT,2015-10-01,103
SCA,B-E36,I2015_SCA,WAGE,LT,2016-01-01,104
SCA,B-E36,I2015_SCA,WAGE,LT,2016-04-01,108
SCA,B-E36,I2015_SCA,WAGE,LT,2016-07-01,109
SCA,B-E36,I2015_SCA,WAGE,LT,2016-10-01,113
SCA,B-E36,I2015_SCA,WAGE,LT,2017-01-01,115
SCA,B-E36,I2015_SCA,WAGE,LT,2017-04-01,118
SCA,B-E36,I2015_SCA,WAGE,LT,2017-07-01,119
SCA,B-E36,I2015_SCA,WAGE,LT,2017-10-01,122
SCA,B-E36,I2015_SCA,WAGE,LT,2018-01-01,126
SCA,B-E36,I2015_SCA,WAGE,LT,2018-04-01,130
SCA,B-E36,I2015_SCA,WAGE,LU,2015-07-01,101
SCA,B-E36,I2015_SCA,WAGE,LU,2015-10-01,99
SCA,B-E36,I2015_SCA,WAGE,LU,2016-01-01,99
SCA,B-E36,I2015_SCA,WAGE,LU,2016-04-01,100
SCA,B-E36,I2015_SCA,WAGE,LU,2016-07-01,100
SCA,B-E36,I2015_SCA,WAGE,LU,2016-10-01,101
SCA,B-E36,I2015_SCA,WAGE,LU,2017-01-01,104
SCA,B-E36,I2015_SCA,WAGE,LU,2017-04-01,103
SCA,B-E36,I2015_SCA,WAGE,LU,2017-07-01,104
SCA,B-E36,I2015_SCA,WAGE,LU,2017-10-01,103
SCA,B-E36,I2015_SCA,WAGE,LU,2018-01-01,103
SCA,B-E36,I2015_SCA,WAGE,LU,2018-04-01,103
SCA,B-E36,I2015_SCA,WAGE,LV,2015-07-01,101
SCA,B-E36,I2015_SCA,WAGE,LV,2015-10-01,101
SCA,B-E36,I2015_SCA,WAGE,LV,2016-01-01,103
SCA,B-E36,I2015_SCA,WAGE,LV,2016-04-01,105
SCA,B-E36,I2015_SCA,WAGE,LV,2016-07-01,106
SCA,B-E36,I2015_SCA,WAGE,LV,2016-10-01,109
SCA,B-E36,I2015_SCA,WAGE,LV,2017-01-01,111
SCA,B-E36,I2015_SCA,WAGE,LV,2017-04-01,114
SCA,B-E36,I2015_SCA,WAGE,LV,2017-07-01,114
SCA,B-E36,I2015_SCA,WAGE,LV,2017-10-01,119
SCA,B-E36,I2015_SCA,WAGE,LV,2018-01-01,123
SCA,B-E36,I2015_SCA,WAGE,LV,2018-04-01,126
SCA,B-E36,I2015_SCA,WAGE,ME,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,ME,2015-10-01,100
SCA,B-E36,I2015_SCA,WAGE,ME,2016-01-01,102
SCA,B-E36,I2015_SCA,WAGE,ME,2016-04-01,101
SCA,B-E36,I2015_SCA,WAGE,ME,2016-07-01,103
SCA,B-E36,I2015_SCA,WAGE,ME,2016-10-01,100
SCA,B-E36,I2015_SCA,WAGE,ME,2017-01-01,98
SCA,B-E36,I2015_SCA,WAGE,ME,2017-04-01,99
SCA,B-E36,I2015_SCA,WAGE,ME,2017-07-01,99
SCA,B-E36,I2015_SCA,WAGE,ME,2017-10-01,103
SCA,B-E36,I2015_SCA,WAGE,ME,2018-01-01,102
SCA,B-E36,I2015_SCA,WAGE,ME,2018-04-01,103
SCA,B-E36,I2015_SCA,WAGE,MK,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,MK,2015-10-01,101
SCA,B-E36,I2015_SCA,WAGE,MK,2016-01-01,101
SCA,B-E36,I2015_SCA,WAGE,MK,2016-04-01,101
SCA,B-E36,I2015_SCA,WAGE,MK,2016-07-01,102
SCA,B-E36,I2015_SCA,WAGE,MK,2016-10-01,103
SCA,B-E36,I2015_SCA,WAGE,MK,2017-01-01,104
SCA,B-E36,I2015_SCA,WAGE,MK,2017-04-01,105
SCA,B-E36,I2015_SCA,WAGE,MK,2017-07-01,108
SCA,B-E36,I2015_SCA,WAGE,MK,2017-10-01,110
SCA,B-E36,I2015_SCA,WAGE,MK,2018-01-01,114
SCA,B-E36,I2015_SCA,WAGE,MK,2018-04-01,117
SCA,B-E36,I2015_SCA,WAGE,MT,2015-07-01,99
SCA,B-E36,I2015_SCA,WAGE,MT,2015-10-01,101
SCA,B-E36,I2015_SCA,WAGE,MT,2016-01-01,103
SCA,B-E36,I2015_SCA,WAGE,MT,2016-04-01,101
SCA,B-E36,I2015_SCA,WAGE,MT,2016-07-01,103
SCA,B-E36,I2015_SCA,WAGE,MT,2016-10-01,103
SCA,B-E36,I2015_SCA,WAGE,MT,2017-01-01,105
SCA,B-E36,I2015_SCA,WAGE,MT,2017-04-01,107
SCA,B-E36,I2015_SCA,WAGE,MT,2017-07-01,108
SCA,B-E36,I2015_SCA,WAGE,MT,2017-10-01,110
SCA,B-E36,I2015_SCA,WAGE,MT,2018-01-01,113
SCA,B-E36,I2015_SCA,WAGE,MT,2018-04-01,113
SCA,B-E36,I2015_SCA,WAGE,NL,2015-07-01,99
SCA,B-E36,I2015_SCA,WAGE,NL,2015-10-01,100
SCA,B-E36,I2015_SCA,WAGE,NL,2016-01-01,101
SCA,B-E36,I2015_SCA,WAGE,NL,2016-04-01,102
SCA,B-E36,I2015_SCA,WAGE,NL,2016-07-01,102
SCA,B-E36,I2015_SCA,WAGE,NL,2016-10-01,102
SCA,B-E36,I2015_SCA,WAGE,NL,2017-01-01,103
SCA,B-E36,I2015_SCA,WAGE,NL,2017-04-01,104
SCA,B-E36,I2015_SCA,WAGE,NL,2017-07-01,105
SCA,B-E36,I2015_SCA,WAGE,NL,2017-10-01,107
SCA,B-E36,I2015_SCA,WAGE,NL,2018-01-01,108
SCA,B-E36,I2015_SCA,WAGE,NL,2018-04-01,
SCA,B-E36,I2015_SCA,WAGE,NO,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,NO,2015-10-01,100
SCA,B-E36,I2015_SCA,WAGE,NO,2016-01-01,101
SCA,B-E36,I2015_SCA,WAGE,NO,2016-04-01,101
SCA,B-E36,I2015_SCA,WAGE,NO,2016-07-01,101
SCA,B-E36,I2015_SCA,WAGE,NO,2016-10-01,102
SCA,B-E36,I2015_SCA,WAGE,NO,2017-01-01,102
SCA,B-E36,I2015_SCA,WAGE,NO,2017-04-01,103
SCA,B-E36,I2015_SCA,WAGE,NO,2017-07-01,103
SCA,B-E36,I2015_SCA,WAGE,NO,2017-10-01,104
SCA,B-E36,I2015_SCA,WAGE,NO,2018-01-01,104
SCA,B-E36,I2015_SCA,WAGE,NO,2018-04-01,104
SCA,B-E36,I2015_SCA,WAGE,PL,2015-07-01,99
SCA,B-E36,I2015_SCA,WAGE,PL,2015-10-01,102
SCA,B-E36,I2015_SCA,WAGE,PL,2016-01-01,103
SCA,B-E36,I2015_SCA,WAGE,PL,2016-04-01,104
SCA,B-E36,I2015_SCA,WAGE,PL,2016-07-01,107
SCA,B-E36,I2015_SCA,WAGE,PL,2016-10-01,107
SCA,B-E36,I2015_SCA,WAGE,PL,2017-01-01,111
SCA,B-E36,I2015_SCA,WAGE,PL,2017-04-01,113
SCA,B-E36,I2015_SCA,WAGE,PL,2017-07-01,116
SCA,B-E36,I2015_SCA,WAGE,PL,2017-10-01,118
SCA,B-E36,I2015_SCA,WAGE,PL,2018-01-01,122
SCA,B-E36,I2015_SCA,WAGE,PL,2018-04-01,126
SCA,B-E36,I2015_SCA,WAGE,PT,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,PT,2015-10-01,101
SCA,B-E36,I2015_SCA,WAGE,PT,2016-01-01,101
SCA,B-E36,I2015_SCA,WAGE,PT,2016-04-01,102
SCA,B-E36,I2015_SCA,WAGE,PT,2016-07-01,103
SCA,B-E36,I2015_SCA,WAGE,PT,2016-10-01,104
SCA,B-E36,I2015_SCA,WAGE,PT,2017-01-01,106
SCA,B-E36,I2015_SCA,WAGE,PT,2017-04-01,107
SCA,B-E36,I2015_SCA,WAGE,PT,2017-07-01,109
SCA,B-E36,I2015_SCA,WAGE,PT,2017-10-01,111
SCA,B-E36,I2015_SCA,WAGE,PT,2018-01-01,111
SCA,B-E36,I2015_SCA,WAGE,PT,2018-04-01,114
SCA,B-E36,I2015_SCA,WAGE,RO,2015-07-01,101
SCA,B-E36,I2015_SCA,WAGE,RO,2015-10-01,104
SCA,B-E36,I2015_SCA,WAGE,RO,2016-01-01,104
SCA,B-E36,I2015_SCA,WAGE,RO,2016-04-01,108
SCA,B-E36,I2015_SCA,WAGE,RO,2016-07-01,112
SCA,B-E36,I2015_SCA,WAGE,RO,2016-10-01,116
SCA,B-E36,I2015_SCA,WAGE,RO,2017-01-01,117
SCA,B-E36,I2015_SCA,WAGE,RO,2017-04-01,122
SCA,B-E36,I2015_SCA,WAGE,RO,2017-07-01,127
SCA,B-E36,I2015_SCA,WAGE,RO,2017-10-01,134
SCA,B-E36,I2015_SCA,WAGE,RO,2018-01-01,154
SCA,B-E36,I2015_SCA,WAGE,RO,2018-04-01,160
SCA,B-E36,I2015_SCA,WAGE,RS,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,RS,2015-10-01,100
SCA,B-E36,I2015_SCA,WAGE,RS,2016-01-01,100
SCA,B-E36,I2015_SCA,WAGE,RS,2016-04-01,101
SCA,B-E36,I2015_SCA,WAGE,RS,2016-07-01,102
SCA,B-E36,I2015_SCA,WAGE,RS,2016-10-01,103
SCA,B-E36,I2015_SCA,WAGE,RS,2017-01-01,105
SCA,B-E36,I2015_SCA,WAGE,RS,2017-04-01,105
SCA,B-E36,I2015_SCA,WAGE,RS,2017-07-01,106
SCA,B-E36,I2015_SCA,WAGE,RS,2017-10-01,107
SCA,B-E36,I2015_SCA,WAGE,RS,2018-01-01,108
SCA,B-E36,I2015_SCA,WAGE,RS,2018-04-01,108
SCA,B-E36,I2015_SCA,WAGE,SE,2015-07-01,100
SCA,B-E36,I2015_SCA,WAGE,SE,2015-10-01,101
SCA,B-E36,I2015_SCA,WAGE,SE,2016-01-01,102
SCA,B-E36,I2015_SCA,WAGE,SE,2016-04-01,103
SCA,B-E36,I2015_SCA,WAGE,SE,2016-07-01,102
SCA,B-E36,I2015_SCA,WAGE,SE,2016-10-01,103
SCA,B-E36,I2015_SCA,WAGE,SE,2017-01-01,102
SCA,B-E36,I2015_SCA,WAGE,SE,2017-04-01,102
SCA,B-E36,I2015_SCA,WAGE,SE,2017-07-01,103
SCA,B-E36,I2015_SCA,WAGE,SE,2017-10-01,104
SCA,B-E36,I2015_SCA,WAGE,SE,2018-01-01,106
