s_adj,age,sex,unit,geotime,date,value
SA,Y25-74,F,THS_PER,DK,2018-02-01,
SA,Y25-74,F,THS_PER,DK,2018-03-01,
SA,Y25-74,F,THS_PER,DK,2018-04-01,
SA,Y25-74,F,THS_PER,DK,2018-05-01,
SA,Y25-74,F,THS_PER,DK,2018-06-01,
SA,Y25-74,F,THS_PER,DK,2018-07-01,56
SA,Y25-74,F,THS_PER,DK,2018-08-01,51
SA,Y25-74,F,THS_PER,DK,2018-09-01,
SA,Y25-74,F,THS_PER,EA,2017-10-01,
SA,Y25-74,F,THS_PER,EA,2017-11-01,
SA,Y25-74,F,THS_PER,EA,2017-12-01,
SA,Y25-74,F,THS_PER,EA,2018-01-01,
SA,Y25-74,F,THS_PER,EA,2018-02-01,
SA,Y25-74,F,THS_PER,EA,2018-03-01,
SA,Y25-74,F,THS_PER,EA,2018-04-01,
SA,Y25-74,F,THS_PER,EA,2018-05-01,
SA,Y25-74,F,THS_PER,EA,2018-06-01,
SA,Y25-74,F,THS_PER,EA,2018-07-01,5413
SA,Y25-74,F,THS_PER,EA,2018-08-01,5361
SA,Y25-74,F,THS_PER,EA,2018-09-01,
SA,Y25-74,F,THS_PER,EA18,2017-10-01,
SA,Y25-74,F,THS_PER,EA18,2017-11-01,
SA,Y25-74,F,THS_PER,EA18,2017-12-01,
SA,Y25-74,F,THS_PER,EA18,2018-01-01,
SA,Y25-74,F,THS_PER,EA18,2018-02-01,
SA,Y25-74,F,THS_PER,EA18,2018-03-01,
SA,Y25-74,F,THS_PER,EA18,2018-04-01,
SA,Y25-74,F,THS_PER,EA18,2018-05-01,
SA,Y25-74,F,THS_PER,EA18,2018-06-01,
SA,Y25-74,F,THS_PER,EA18,2018-07-01,5377
SA,Y25-74,F,THS_PER,EA18,2018-08-01,5326
SA,Y25-74,F,THS_PER,EA18,2018-09-01,
SA,Y25-74,F,THS_PER,EA19,2017-10-01,
SA,Y25-74,F,THS_PER,EA19,2017-11-01,
SA,Y25-74,F,THS_PER,EA19,2017-12-01,
SA,Y25-74,F,THS_PER,EA19,2018-01-01,
SA,Y25-74,F,THS_PER,EA19,2018-02-01,
SA,Y25-74,F,THS_PER,EA19,2018-03-01,
SA,Y25-74,F,THS_PER,EA19,2018-04-01,
SA,Y25-74,F,THS_PER,EA19,2018-05-01,
SA,Y25-74,F,THS_PER,EA19,2018-06-01,
SA,Y25-74,F,THS_PER,EA19,2018-07-01,5413
SA,Y25-74,F,THS_PER,EA19,2018-08-01,5361
SA,Y25-74,F,THS_PER,EA19,2018-09-01,
SA,Y25-74,F,THS_PER,EE,2017-10-01,
SA,Y25-74,F,THS_PER,EE,2017-11-01,
SA,Y25-74,F,THS_PER,EE,2017-12-01,
SA,Y25-74,F,THS_PER,EE,2018-01-01,
SA,Y25-74,F,THS_PER,EE,2018-02-01,
SA,Y25-74,F,THS_PER,EE,2018-03-01,
SA,Y25-74,F,THS_PER,EE,2018-04-01,
SA,Y25-74,F,THS_PER,EE,2018-05-01,
SA,Y25-74,F,THS_PER,EE,2018-06-01,
SA,Y25-74,F,THS_PER,EE,2018-07-01,15
SA,Y25-74,F,THS_PER,EE,2018-08-01,
SA,Y25-74,F,THS_PER,EE,2018-09-01,
SA,Y25-74,F,THS_PER,EL,2017-10-01,
SA,Y25-74,F,THS_PER,EL,2017-11-01,
SA,Y25-74,F,THS_PER,EL,2017-12-01,
SA,Y25-74,F,THS_PER,EL,2018-01-01,
SA,Y25-74,F,THS_PER,EL,2018-02-01,
SA,Y25-74,F,THS_PER,EL,2018-03-01,
SA,Y25-74,F,THS_PER,EL,2018-04-01,
SA,Y25-74,F,THS_PER,EL,2018-05-01,
SA,Y25-74,F,THS_PER,EL,2018-06-01,
SA,Y25-74,F,THS_PER,EL,2018-07-01,455
SA,Y25-74,F,THS_PER,EL,2018-08-01,
SA,Y25-74,F,THS_PER,EL,2018-09-01,
SA,Y25-74,F,THS_PER,ES,2017-10-01,
SA,Y25-74,F,THS_PER,ES,2017-11-01,
SA,Y25-74,F,THS_PER,ES,2017-12-01,
SA,Y25-74,F,THS_PER,ES,2018-01-01,
SA,Y25-74,F,THS_PER,ES,2018-02-01,
SA,Y25-74,F,THS_PER,ES,2018-03-01,
SA,Y25-74,F,THS_PER,ES,2018-04-01,
SA,Y25-74,F,THS_PER,ES,2018-05-01,
SA,Y25-74,F,THS_PER,ES,2018-06-01,
SA,Y25-74,F,THS_PER,ES,2018-07-01,1586
SA,Y25-74,F,THS_PER,ES,2018-08-01,1596
SA,Y25-74,F,THS_PER,ES,2018-09-01,
SA,Y25-74,F,THS_PER,EU27,2017-10-01,
SA,Y25-74,F,THS_PER,EU27,2017-11-01,
SA,Y25-74,F,THS_PER,EU27,2017-12-01,
SA,Y25-74,F,THS_PER,EU27,2018-01-01,
SA,Y25-74,F,THS_PER,EU27,2018-02-01,
SA,Y25-74,F,THS_PER,EU27,2018-03-01,
SA,Y25-74,F,THS_PER,EU27,2018-04-01,
SA,Y25-74,F,THS_PER,EU27,2018-05-01,
SA,Y25-74,F,THS_PER,EU27,2018-06-01,
SA,Y25-74,F,THS_PER,EU27,2018-07-01,6508
SA,Y25-74,F,THS_PER,EU27,2018-08-01,6450
SA,Y25-74,F,THS_PER,EU27,2018-09-01,
SA,Y25-74,F,THS_PER,EU28,2017-10-01,
SA,Y25-74,F,THS_PER,EU28,2017-11-01,
SA,Y25-74,F,THS_PER,EU28,2017-12-01,
SA,Y25-74,F,THS_PER,EU28,2018-01-01,
SA,Y25-74,F,THS_PER,EU28,2018-02-01,
SA,Y25-74,F,THS_PER,EU28,2018-03-01,
SA,Y25-74,F,THS_PER,EU28,2018-04-01,
SA,Y25-74,F,THS_PER,EU28,2018-05-01,
SA,Y25-74,F,THS_PER,EU28,2018-06-01,
SA,Y25-74,F,THS_PER,EU28,2018-07-01,6568
SA,Y25-74,F,THS_PER,EU28,2018-08-01,6509
SA,Y25-74,F,THS_PER,EU28,2018-09-01,
SA,Y25-74,F,THS_PER,FI,2017-10-01,
SA,Y25-74,F,THS_PER,FI,2017-11-01,
SA,Y25-74,F,THS_PER,FI,2017-12-01,
SA,Y25-74,F,THS_PER,FI,2018-01-01,
SA,Y25-74,F,THS_PER,FI,2018-02-01,
SA,Y25-74,F,THS_PER,FI,2018-03-01,
SA,Y25-74,F,THS_PER,FI,2018-04-01,
SA,Y25-74,F,THS_PER,FI,2018-05-01,
SA,Y25-74,F,THS_PER,FI,2018-06-01,
SA,Y25-74,F,THS_PER,FI,2018-07-01,70
SA,Y25-74,F,THS_PER,FI,2018-08-01,70
SA,Y25-74,F,THS_PER,FI,2018-09-01,70
SA,Y25-74,F,THS_PER,FR,2017-10-01,
SA,Y25-74,F,THS_PER,FR,2017-11-01,
SA,Y25-74,F,THS_PER,FR,2017-12-01,
SA,Y25-74,F,THS_PER,FR,2018-01-01,
SA,Y25-74,F,THS_PER,FR,2018-02-01,
SA,Y25-74,F,THS_PER,FR,2018-03-01,
SA,Y25-74,F,THS_PER,FR,2018-04-01,
SA,Y25-74,F,THS_PER,FR,2018-05-01,
SA,Y25-74,F,THS_PER,FR,2018-06-01,
SA,Y25-74,F,THS_PER,FR,2018-07-01,1068
SA,Y25-74,F,THS_PER,FR,2018-08-01,1071
SA,Y25-74,F,THS_PER,FR,2018-09-01,
SA,Y25-74,F,THS_PER,HR,2017-10-01,
SA,Y25-74,F,THS_PER,HR,2017-11-01,
SA,Y25-74,F,THS_PER,HR,2017-12-01,
SA,Y25-74,F,THS_PER,HR,2018-01-01,
SA,Y25-74,F,THS_PER,HR,2018-02-01,
SA,Y25-74,F,THS_PER,HR,2018-03-01,
SA,Y25-74,F,THS_PER,HR,2018-04-01,
SA,Y25-74,F,THS_PER,HR,2018-05-01,
SA,Y25-74,F,THS_PER,HR,2018-06-01,
SA,Y25-74,F,THS_PER,HR,2018-07-01,61
SA,Y25-74,F,THS_PER,HR,2018-08-01,59
SA,Y25-74,F,THS_PER,HR,2018-09-01,
SA,Y25-74,F,THS_PER,HU,2017-10-01,
SA,Y25-74,F,THS_PER,HU,2017-11-01,
SA,Y25-74,F,THS_PER,HU,2017-12-01,
SA,Y25-74,F,THS_PER,HU,2018-01-01,
SA,Y25-74,F,THS_PER,HU,2018-02-01,
SA,Y25-74,F,THS_PER,HU,2018-03-01,
SA,Y25-74,F,THS_PER,HU,2018-04-01,
SA,Y25-74,F,THS_PER,HU,2018-05-01,
SA,Y25-74,F,THS_PER,HU,2018-06-01,
SA,Y25-74,F,THS_PER,HU,2018-07-01,72
SA,Y25-74,F,THS_PER,HU,2018-08-01,
SA,Y25-74,F,THS_PER,HU,2018-09-01,
SA,Y25-74,F,THS_PER,IE,2017-10-01,
SA,Y25-74,F,THS_PER,IE,2017-11-01,
SA,Y25-74,F,THS_PER,IE,2017-12-01,
SA,Y25-74,F,THS_PER,IE,2018-01-01,
SA,Y25-74,F,THS_PER,IE,2018-02-01,
SA,Y25-74,F,THS_PER,IE,2018-03-01,
SA,Y25-74,F,THS_PER,IE,2018-04-01,
SA,Y25-74,F,THS_PER,IE,2018-05-01,
SA,Y25-74,F,THS_PER,IE,2018-06-01,
SA,Y25-74,F,THS_PER,IE,2018-07-01,45
SA,Y25-74,F,THS_PER,IE,2018-08-01,43
SA,Y25-74,F,THS_PER,IE,2018-09-01,41
SA,Y25-74,F,THS_PER,IS,2017-10-01,
SA,Y25-74,F,THS_PER,IS,2017-11-01,
SA,Y25-74,F,THS_PER,IS,2017-12-01,
SA,Y25-74,F,THS_PER,IS,2018-01-01,
SA,Y25-74,F,THS_PER,IS,2018-02-01,
SA,Y25-74,F,THS_PER,IS,2018-03-01,
SA,Y25-74,F,THS_PER,IS,2018-04-01,
SA,Y25-74,F,THS_PER,IS,2018-05-01,
SA,Y25-74,F,THS_PER,IS,2018-06-01,
SA,Y25-74,F,THS_PER,IS,2018-07-01,2
SA,Y25-74,F,THS_PER,IS,2018-08-01,2
SA,Y25-74,F,THS_PER,IS,2018-09-01,
SA,Y25-74,F,THS_PER,IT,2017-10-01,
SA,Y25-74,F,THS_PER,IT,2017-11-01,
SA,Y25-74,F,THS_PER,IT,2017-12-01,
SA,Y25-74,F,THS_PER,IT,2018-01-01,
SA,Y25-74,F,THS_PER,IT,2018-02-01,
SA,Y25-74,F,THS_PER,IT,2018-03-01,
SA,Y25-74,F,THS_PER,IT,2018-04-01,
SA,Y25-74,F,THS_PER,IT,2018-05-01,
SA,Y25-74,F,THS_PER,IT,2018-06-01,
SA,Y25-74,F,THS_PER,IT,2018-07-01,
SA,Y25-74,F,THS_PER,IT,2018-08-01,
SA,Y25-74,F,THS_PER,IT,2018-09-01,
SA,Y25-74,F,THS_PER,LT,2017-10-01,
SA,Y25-74,F,THS_PER,LT,2017-11-01,
SA,Y25-74,F,THS_PER,LT,2017-12-01,
SA,Y25-74,F,THS_PER,LT,2018-01-01,
SA,Y25-74,F,THS_PER,LT,2018-02-01,
SA,Y25-74,F,THS_PER,LT,2018-03-01,
SA,Y25-74,F,THS_PER,LT,2018-04-01,
SA,Y25-74,F,THS_PER,LT,2018-05-01,
SA,Y25-74,F,THS_PER,LT,2018-06-01,
SA,Y25-74,F,THS_PER,LT,2018-07-01,36
SA,Y25-74,F,THS_PER,LT,2018-08-01,35
SA,Y25-74,F,THS_PER,LT,2018-09-01,
SA,Y25-74,F,THS_PER,LU,2017-10-01,
SA,Y25-74,F,THS_PER,LU,2017-11-01,
SA,Y25-74,F,THS_PER,LU,2017-12-01,
SA,Y25-74,F,THS_PER,LU,2018-01-01,
SA,Y25-74,F,THS_PER,LU,2018-02-01,
SA,Y25-74,F,THS_PER,LU,2018-03-01,
SA,Y25-74,F,THS_PER,LU,2018-04-01,
SA,Y25-74,F,THS_PER,LU,2018-05-01,
SA,Y25-74,F,THS_PER,LU,2018-06-01,
SA,Y25-74,F,THS_PER,LU,2018-07-01,6
SA,Y25-74,F,THS_PER,LU,2018-08-01,6
SA,Y25-74,F,THS_PER,LU,2018-09-01,
SA,Y25-74,F,THS_PER,LV,2017-10-01,
SA,Y25-74,F,THS_PER,LV,2017-11-01,
SA,Y25-74,F,THS_PER,LV,2017-12-01,
SA,Y25-74,F,THS_PER,LV,2018-01-01,
SA,Y25-74,F,THS_PER,LV,2018-02-01,
SA,Y25-74,F,THS_PER,LV,2018-03-01,
SA,Y25-74,F,THS_PER,LV,2018-04-01,
SA,Y25-74,F,THS_PER,LV,2018-05-01,
SA,Y25-74,F,THS_PER,LV,2018-06-01,
SA,Y25-74,F,THS_PER,LV,2018-07-01,28
SA,Y25-74,F,THS_PER,LV,2018-08-01,28
SA,Y25-74,F,THS_PER,LV,2018-09-01,
SA,Y25-74,F,THS_PER,MT,2017-10-01,
SA,Y25-74,F,THS_PER,MT,2017-11-01,
SA,Y25-74,F,THS_PER,MT,2017-12-01,
SA,Y25-74,F,THS_PER,MT,2018-01-01,
SA,Y25-74,F,THS_PER,MT,2018-02-01,
SA,Y25-74,F,THS_PER,MT,2018-03-01,
SA,Y25-74,F,THS_PER,MT,2018-04-01,
SA,Y25-74,F,THS_PER,MT,2018-05-01,
SA,Y25-74,F,THS_PER,MT,2018-06-01,
SA,Y25-74,F,THS_PER,MT,2018-07-01,3
SA,Y25-74,F,THS_PER,MT,2018-08-01,3
SA,Y25-74,F,THS_PER,MT,2018-09-01,
SA,Y25-74,F,THS_PER,NL,2017-10-01,
SA,Y25-74,F,THS_PER,NL,2017-11-01,
SA,Y25-74,F,THS_PER,NL,2017-12-01,
SA,Y25-74,F,THS_PER,NL,2018-01-01,
SA,Y25-74,F,THS_PER,NL,2018-02-01,
SA,Y25-74,F,THS_PER,NL,2018-03-01,
SA,Y25-74,F,THS_PER,NL,2018-04-01,
SA,Y25-74,F,THS_PER,NL,2018-05-01,
SA,Y25-74,F,THS_PER,NL,2018-06-01,
SA,Y25-74,F,THS_PER,NL,2018-07-01,116
SA,Y25-74,F,THS_PER,NL,2018-08-01,114
SA,Y25-74,F,THS_PER,NL,2018-09-01,110
SA,Y25-74,F,THS_PER,NO,2017-10-01,
SA,Y25-74,F,THS_PER,NO,2017-11-01,
SA,Y25-74,F,THS_PER,NO,2017-12-01,
SA,Y25-74,F,THS_PER,NO,2018-01-01,
SA,Y25-74,F,THS_PER,NO,2018-02-01,
SA,Y25-74,F,THS_PER,NO,2018-03-01,
SA,Y25-74,F,THS_PER,NO,2018-04-01,
SA,Y25-74,F,THS_PER,NO,2018-05-01,
SA,Y25-74,F,THS_PER,NO,2018-06-01,
SA,Y25-74,F,THS_PER,NO,2018-07-01,32
SA,Y25-74,F,THS_PER,NO,2018-08-01,
SA,Y25-74,F,THS_PER,NO,2018-09-01,
SA,Y25-74,F,THS_PER,PL,2017-10-01,
SA,Y25-74,F,THS_PER,PL,2017-11-01,
SA,Y25-74,F,THS_PER,PL,2017-12-01,
SA,Y25-74,F,THS_PER,PL,2018-01-01,
SA,Y25-74,F,THS_PER,PL,2018-02-01,
SA,Y25-74,F,THS_PER,PL,2018-03-01,
SA,Y25-74,F,THS_PER,PL,2018-04-01,
SA,Y25-74,F,THS_PER,PL,2018-05-01,
SA,Y25-74,F,THS_PER,PL,2018-06-01,
SA,Y25-74,F,THS_PER,PL,2018-07-01,209
SA,Y25-74,F,THS_PER,PL,2018-08-01,202
SA,Y25-74,F,THS_PER,PL,2018-09-01,
SA,Y25-74,F,THS_PER,PT,2017-10-01,
SA,Y25-74,F,THS_PER,PT,2017-11-01,
SA,Y25-74,F,THS_PER,PT,2017-12-01,
SA,Y25-74,F,THS_PER,PT,2018-01-01,
SA,Y25-74,F,THS_PER,PT,2018-02-01,
SA,Y25-74,F,THS_PER,PT,2018-03-01,
SA,Y25-74,F,THS_PER,PT,2018-04-01,
SA,Y25-74,F,THS_PER,PT,2018-05-01,
SA,Y25-74,F,THS_PER,PT,2018-06-01,
SA,Y25-74,F,THS_PER,PT,2018-07-01,148
SA,Y25-74,F,THS_PER,PT,2018-08-01,149
SA,Y25-74,F,THS_PER,PT,2018-09-01,
SA,Y25-74,F,THS_PER,RO,2017-10-01,
SA,Y25-74,F,THS_PER,RO,2017-11-01,
SA,Y25-74,F,THS_PER,RO,2017-12-01,
SA,Y25-74,F,THS_PER,RO,2018-01-01,
SA,Y25-74,F,THS_PER,RO,2018-02-01,
SA,Y25-74,F,THS_PER,RO,2018-03-01,
SA,Y25-74,F,THS_PER,RO,2018-04-01,
SA,Y25-74,F,THS_PER,RO,2018-05-01,
SA,Y25-74,F,THS_PER,RO,2018-06-01,
SA,Y25-74,F,THS_PER,RO,2018-07-01,96
SA,Y25-74,F,THS_PER,RO,2018-08-01,97
SA,Y25-74,F,THS_PER,RO,2018-09-01,
SA,Y25-74,F,THS_PER,SE,2017-10-01,
SA,Y25-74,F,THS_PER,SE,2017-11-01,
SA,Y25-74,F,THS_PER,SE,2017-12-01,
SA,Y25-74,F,THS_PER,SE,2018-01-01,
SA,Y25-74,F,THS_PER,SE,2018-02-01,
SA,Y25-74,F,THS_PER,SE,2018-03-01,
SA,Y25-74,F,THS_PER,SE,2018-04-01,
SA,Y25-74,F,THS_PER,SE,2018-05-01,
SA,Y25-74,F,THS_PER,SE,2018-06-01,
SA,Y25-74,F,THS_PER,SE,2018-07-01,116
SA,Y25-74,F,THS_PER,SE,2018-08-01,118
SA,Y25-74,F,THS_PER,SE,2018-09-01,
SA,Y25-74,F,THS_PER,SI,2017-10-01,
SA,Y25-74,F,THS_PER,SI,2017-11-01,
SA,Y25-74,F,THS_PER,SI,2017-12-01,
SA,Y25-74,F,THS_PER,SI,2018-01-01,
SA,Y25-74,F,THS_PER,SI,2018-02-01,
SA,Y25-74,F,THS_PER,SI,2018-03-01,
SA,Y25-74,F,THS_PER,SI,2018-04-01,
SA,Y25-74,F,THS_PER,SI,2018-05-01,
SA,Y25-74,F,THS_PER,SI,2018-06-01,
SA,Y25-74,F,THS_PER,SI,2018-07-01,24
SA,Y25-74,F,THS_PER,SI,2018-08-01,23
SA,Y25-74,F,THS_PER,SI,2018-09-01,
SA,Y25-74,F,THS_PER,SK,2017-10-01,
SA,Y25-74,F,THS_PER,SK,2017-11-01,
SA,Y25-74,F,THS_PER,SK,2017-12-01,
SA,Y25-74,F,THS_PER,SK,2018-01-01,
SA,Y25-74,F,THS_PER,SK,2018-02-01,
SA,Y25-74,F,THS_PER,SK,2018-03-01,
SA,Y25-74,F,THS_PER,SK,2018-04-01,
SA,Y25-74,F,THS_PER,SK,2018-05-01,
SA,Y25-74,F,THS_PER,SK,2018-06-01,
SA,Y25-74,F,THS_PER,SK,2018-07-01,80
SA,Y25-74,F,THS_PER,SK,2018-08-01,80
SA,Y25-74,F,THS_PER,SK,2018-09-01,
SA,Y25-74,F,THS_PER,UK,2017-10-01,
SA,Y25-74,F,THS_PER,UK,2017-11-01,
SA,Y25-74,F,THS_PER,UK,2017-12-01,
SA,Y25-74,F,THS_PER,UK,2018-01-01,
SA,Y25-74,F,THS_PER,UK,2018-02-01,
SA,Y25-74,F,THS_PER,UK,2018-03-01,
SA,Y25-74,F,THS_PER,UK,2018-04-01,
SA,Y25-74,F,THS_PER,UK,2018-05-01,
SA,Y25-74,F,THS_PER,UK,2018-06-01,
SA,Y25-74,F,THS_PER,UK,2018-07-01,414
SA,Y25-74,F,THS_PER,UK,2018-08-01,
SA,Y25-74,F,THS_PER,UK,2018-09-01,
SA,Y25-74,F,THS_PER,US,2017-10-01,
SA,Y25-74,F,THS_PER,US,2017-11-01,
SA,Y25-74,F,THS_PER,US,2017-12-01,
SA,Y25-74,F,THS_PER,US,2018-01-01,
SA,Y25-74,F,THS_PER,US,2018-02-01,
SA,Y25-74,F,THS_PER,US,2018-03-01,
SA,Y25-74,F,THS_PER,US,2018-04-01,
SA,Y25-74,F,THS_PER,US,2018-05-01,
SA,Y25-74,F,THS_PER,US,2018-06-01,
SA,Y25-74,F,THS_PER,US,2018-07-01,2210
SA,Y25-74,F,THS_PER,US,2018-08-01,2166
SA,Y25-74,F,THS_PER,US,2018-09-01,
SA,Y25-74,M,THS_PER,AT,2017-10-01,
SA,Y25-74,M,THS_PER,AT,2017-11-01,
SA,Y25-74,M,THS_PER,AT,2017-12-01,
SA,Y25-74,M,THS_PER,AT,2018-01-01,
SA,Y25-74,M,THS_PER,AT,2018-02-01,
SA,Y25-74,M,THS_PER,AT,2018-03-01,
SA,Y25-74,M,THS_PER,AT,2018-04-01,
SA,Y25-74,M,THS_PER,AT,2018-05-01,
SA,Y25-74,M,THS_PER,AT,2018-06-01,
SA,Y25-74,M,THS_PER,AT,2018-07-01,94
SA,Y25-74,M,THS_PER,AT,2018-08-01,91
SA,Y25-74,M,THS_PER,AT,2018-09-01,
SA,Y25-74,M,THS_PER,BE,2017-10-01,
SA,Y25-74,M,THS_PER,BE,2017-11-01,
SA,Y25-74,M,THS_PER,BE,2017-12-01,
SA,Y25-74,M,THS_PER,BE,2018-01-01,
SA,Y25-74,M,THS_PER,BE,2018-02-01,
SA,Y25-74,M,THS_PER,BE,2018-03-01,
SA,Y25-74,M,THS_PER,BE,2018-04-01,
SA,Y25-74,M,THS_PER,BE,2018-05-01,
SA,Y25-74,M,THS_PER,BE,2018-06-01,
SA,Y25-74,M,THS_PER,BE,2018-07-01,139
SA,Y25-74,M,THS_PER,BE,2018-08-01,138
SA,Y25-74,M,THS_PER,BE,2018-09-01,
SA,Y25-74,M,THS_PER,BG,2017-10-01,
SA,Y25-74,M,THS_PER,BG,2017-11-01,
SA,Y25-74,M,THS_PER,BG,2017-12-01,
SA,Y25-74,M,THS_PER,BG,2018-01-01,
SA,Y25-74,M,THS_PER,BG,2018-02-01,
SA,Y25-74,M,THS_PER,BG,2018-03-01,
SA,Y25-74,M,THS_PER,BG,2018-04-01,
SA,Y25-74,M,THS_PER,BG,2018-05-01,
SA,Y25-74,M,THS_PER,BG,2018-06-01,
SA,Y25-74,M,THS_PER,BG,2018-07-01,89
SA,Y25-74,M,THS_PER,BG,2018-08-01,90
SA,Y25-74,M,THS_PER,BG,2018-09-01,
SA,Y25-74,M,THS_PER,CY,2017-10-01,
SA,Y25-74,M,THS_PER,CY,2017-11-01,
SA,Y25-74,M,THS_PER,CY,2017-12-01,
SA,Y25-74,M,THS_PER,CY,2018-01-01,
SA,Y25-74,M,THS_PER,CY,2018-02-01,
SA,Y25-74,M,THS_PER,CY,2018-03-01,
SA,Y25-74,M,THS_PER,CY,2018-04-01,
SA,Y25-74,M,THS_PER,CY,2018-05-01,
SA,Y25-74,M,THS_PER,CY,2018-06-01,
SA,Y25-74,M,THS_PER,CY,2018-07-01,12
SA,Y25-74,M,THS_PER,CY,2018-08-01,12
SA,Y25-74,M,THS_PER,CY,2018-09-01,
SA,Y25-74,M,THS_PER,CZ,2017-10-01,
SA,Y25-74,M,THS_PER,CZ,2017-11-01,
SA,Y25-74,M,THS_PER,CZ,2017-12-01,
SA,Y25-74,M,THS_PER,CZ,2018-01-01,
SA,Y25-74,M,THS_PER,CZ,2018-02-01,
SA,Y25-74,M,THS_PER,CZ,2018-03-01,
SA,Y25-74,M,THS_PER,CZ,2018-04-01,
SA,Y25-74,M,THS_PER,CZ,2018-05-01,
SA,Y25-74,M,THS_PER,CZ,2018-06-01,
SA,Y25-74,M,THS_PER,CZ,2018-07-01,48
SA,Y25-74,M,THS_PER,CZ,2018-08-01,47
SA,Y25-74,M,THS_PER,CZ,2018-09-01,
SA,Y25-74,M,THS_PER,DE,2017-10-01,
