indic_bt,nace_r2,s_adj,unit,geotime,date,value
PRIN,MIG_NDCOG,NSA,I2015_NSA,AT,2017-10-01,102
PRIN,MIG_NDCOG,NSA,I2015_NSA,AT,2017-11-01,102
PRIN,MIG_NDCOG,NSA,I2015_NSA,AT,2017-12-01,101
PRIN,MIG_NDCOG,NSA,I2015_NSA,AT,2018-01-01,101
PRIN,MIG_NDCOG,NSA,I2015_NSA,AT,2018-02-01,101
PRIN,MIG_NDCOG,NSA,I2015_NSA,AT,2018-03-01,101
PRIN,MIG_NDCOG,NSA,I2015_NSA,AT,2018-04-01,101
PRIN,MIG_NDCOG,NSA,I2015_NSA,AT,2018-05-01,101
PRIN,MIG_NDCOG,NSA,I2015_NSA,AT,2018-06-01,101
PRIN,MIG_NDCOG,NSA,I2015_NSA,AT,2018-07-01,102
PRIN,MIG_NDCOG,NSA,I2015_NSA,AT,2018-08-01,102
PRIN,MIG_NDCOG,NSA,I2015_NSA,AT,2018-09-01,
PRIN,MIG_NDCOG,NSA,I2015_NSA,BE,2017-10-01,106
PRIN,MIG_NDCOG,NSA,I2015_NSA,BE,2017-11-01,106
PRIN,MIG_NDCOG,NSA,I2015_NSA,BE,2017-12-01,107
PRIN,MIG_NDCOG,NSA,I2015_NSA,BE,2018-01-01,106
PRIN,MIG_NDCOG,NSA,I2015_NSA,BE,2018-02-01,106
PRIN,MIG_NDCOG,NSA,I2015_NSA,BE,2018-03-01,106
PRIN,MIG_NDCOG,NSA,I2015_NSA,BE,2018-04-01,106
PRIN,MIG_NDCOG,NSA,I2015_NSA,BE,2018-05-01,106
PRIN,MIG_NDCOG,NSA,I2015_NSA,BE,2018-06-01,106
PRIN,MIG_NDCOG,NSA,I2015_NSA,BE,2018-07-01,106
PRIN,MIG_NDCOG,NSA,I2015_NSA,BE,2018-08-01,106
PRIN,MIG_NDCOG,NSA,I2015_NSA,BE,2018-09-01,
PRIN,MIG_NDCOG,NSA,I2015_NSA,BG,2017-10-01,102
PRIN,MIG_NDCOG,NSA,I2015_NSA,BG,2017-11-01,102
PRIN,MIG_NDCOG,NSA,I2015_NSA,BG,2017-12-01,102
PRIN,MIG_NDCOG,NSA,I2015_NSA,BG,2018-01-01,101
PRIN,MIG_NDCOG,NSA,I2015_NSA,BG,2018-02-01,101
PRIN,MIG_NDCOG,NSA,I2015_NSA,BG,2018-03-01,101
PRIN,MIG_NDCOG,NSA,I2015_NSA,BG,2018-04-01,102
PRIN,MIG_NDCOG,NSA,I2015_NSA,BG,2018-05-01,102
PRIN,MIG_NDCOG,NSA,I2015_NSA,BG,2018-06-01,103
PRIN,MIG_NDCOG,NSA,I2015_NSA,BG,2018-07-01,103
PRIN,MIG_NDCOG,NSA,I2015_NSA,BG,2018-08-01,103
PRIN,MIG_NDCOG,NSA,I2015_NSA,BG,2018-09-01,
