na_item,s_adj,unit,geo\time,date,value
D1,CA,CP_MNAC,FI,2001-01-01,16257.0
D1,CA,CP_MNAC,FI,2001-04-01,16803.0
D1,CA,CP_MNAC,FI,2001-07-01,17255.0
D1,CA,CP_MNAC,FI,2001-10-01,16855.0
D1,CA,CP_MNAC,FI,2002-01-01,16613.0
D1,CA,CP_MNAC,FI,2002-04-01,17409.0
D1,CA,CP_MNAC,FI,2002-07-01,17867.0
D1,CA,CP_MNAC,FI,2002-10-01,17396.0
D1,CA,CP_MNAC,FI,2003-01-01,17012.0
D1,CA,CP_MNAC,FI,2003-04-01,17830.0
D1,CA,CP_MNAC,FI,2003-07-01,18325.0
D1,CA,CP_MNAC,FI,2003-10-01,17801.0
D1,CA,CP_MNAC,FI,2004-01-01,17743.0
D1,CA,CP_MNAC,FI,2004-04-01,18425.0
D1,CA,CP_MNAC,FI,2004-07-01,19088.0
D1,CA,CP_MNAC,FI,2004-10-01,18678.0
D1,CA,CP_MNAC,FI,2005-01-01,18557.0
D1,CA,CP_MNAC,FI,2005-04-01,19319.0
D1,CA,CP_MNAC,FI,2005-07-01,20324.0
D1,CA,CP_MNAC,FI,2005-10-01,19580.0
D1,CA,CP_MNAC,FI,2006-01-01,19640.0
D1,CA,CP_MNAC,FI,2006-04-01,20303.0
D1,CA,CP_MNAC,FI,2006-07-01,21145.0
D1,CA,CP_MNAC,FI,2006-10-01,20645.0
D1,CA,CP_MNAC,FI,2007-01-01,20811.0
D1,CA,CP_MNAC,FI,2007-04-01,21353.0
D1,CA,CP_MNAC,FI,2007-07-01,22085.0
D1,CA,CP_MNAC,FI,2007-10-01,22050.0
D1,CA,CP_MNAC,FI,2008-01-01,22362.0
D1,CA,CP_MNAC,FI,2008-04-01,22972.0
D1,CA,CP_MNAC,FI,2008-07-01,23488.0
D1,CA,CP_MNAC,FI,2008-10-01,23161.0
D1,CA,CP_MNAC,FI,2009-01-01,22398.0
D1,CA,CP_MNAC,FI,2009-04-01,22751.0
D1,CA,CP_MNAC,FI,2009-07-01,23130.0
D1,CA,CP_MNAC,FI,2009-10-01,22661.0
D1,CA,CP_MNAC,FI,2010-01-01,22116.0
D1,CA,CP_MNAC,FI,2010-04-01,23052.0
D1,CA,CP_MNAC,FI,2010-07-01,23748.0
D1,CA,CP_MNAC,FI,2010-10-01,23488.0
D1,CA,CP_MNAC,FI,2011-01-01,23276.0 
D1,CA,CP_MNAC,FI,2011-04-01,24315.0 
D1,CA,CP_MNAC,FI,2011-07-01,24984.0 
D1,CA,CP_MNAC,FI,2011-10-01,24253.0 
D1,CA,CP_MNAC,FI,2012-01-01,24629.0 
D1,CA,CP_MNAC,FI,2012-04-01,25433.0 
D1,CA,CP_MNAC,FI,2012-07-01,25429.0 
D1,CA,CP_MNAC,FI,2012-10-01,24797.0 
D1,CA,CP_MNAC,FI,2013-01-01,24680.0 
D1,CA,CP_MNAC,FI,2013-04-01,25763.0 
D1,CA,CP_MNAC,FI,2013-07-01,25770.0 
D1,CA,CP_MNAC,FI,2013-10-01,24956.0 
D1,CA,CP_MNAC,FI,2014-01-01,24700.0 
D1,CA,CP_MNAC,FI,2014-04-01,25779.0 
D1,CA,CP_MNAC,FI,2014-07-01,25777.0 
D1,CA,CP_MNAC,FI,2014-10-01,25157.0 
D1,CA,CP_MNAC,FI,2015-01-01,24942.0 
D1,CA,CP_MNAC,FI,2015-04-01,26067.0 
D1,CA,CP_MNAC,FI,2015-07-01,26061.0 
D1,CA,CP_MNAC,FI,2015-10-01,25448.0 
D1,CA,CP_MNAC,FI,2016-01-01,25343.0 
D1,CA,CP_MNAC,FI,2016-04-01,26394.0 
D1,CA,CP_MNAC,FI,2016-07-01,26683.0 
D1,CA,CP_MNAC,FI,2016-10-01,25767.0 
D1,CA,CP_MNAC,FI,2017-01-01,25474.0 
D1,CA,CP_MNAC,FI,2017-04-01,26582.0 
D1,CA,CP_MNAC,FI,2017-07-01,26668.0 
D1,CA,CP_MNAC,FI,2017-10-01,26147.0 
D1,CA,CP_MNAC,FI,2018-01-01,26410.0 
D1,CA,CP_MNAC,FI,2018-04-01,27738.0 
D1,CA,CP_MNAC,IT,1995-01-01,87146.3 
D1,CA,CP_MNAC,IT,1995-04-01,96188.7 
D1,CA,CP_MNAC,IT,1995-07-01,84841.9 
D1,CA,CP_MNAC,IT,1995-10-01,113443.4 
D1,CA,CP_MNAC,IT,1996-01-01,92757.0 
D1,CA,CP_MNAC,IT,1996-04-01,102277.3 
D1,CA,CP_MNAC,IT,1996-07-01,92070.1 
D1,CA,CP_MNAC,IT,1996-10-01,119606.1 
D1,CA,CP_MNAC,IT,1997-01-01,97749.9 
D1,CA,CP_MNAC,IT,1997-04-01,107176.0 
D1,CA,CP_MNAC,IT,1997-07-01,96564.2 
D1,CA,CP_MNAC,IT,1997-10-01,124495.6 
D1,CA,CP_MNAC,IT,1998-01-01,97082.3 
D1,CA,CP_MNAC,IT,1998-04-01,106985.1 
D1,CA,CP_MNAC,IT,1998-07-01,95354.4 
D1,CA,CP_MNAC,IT,1998-10-01,125002.3 
D1,CA,CP_MNAC,IT,1999-01-01,99189.4 
D1,CA,CP_MNAC,IT,1999-04-01,110918.9 
D1,CA,CP_MNAC,IT,1999-07-01,99605.1 
D1,CA,CP_MNAC,IT,1999-10-01,129792.8 
D1,CA,CP_MNAC,IT,2000-01-01,104450.9 
D1,CA,CP_MNAC,IT,2000-04-01,114941.5
D1,CA,CP_MNAC,IT,2000-07-01,103836.5
D1,CA,CP_MNAC,IT,2000-10-01,135234.5
D1,CA,CP_MNAC,IT,2001-01-01,110027.4
D1,CA,CP_MNAC,IT,2001-04-01,120307.9
D1,CA,CP_MNAC,IT,2001-07-01,109628.8
D1,CA,CP_MNAC,IT,2001-10-01,142886.5
D1,CA,CP_MNAC,IT,2002-01-01,116369.2
D1,CA,CP_MNAC,IT,2002-04-01,125880.4
D1,CA,CP_MNAC,IT,2002-07-01,114400.2
D1,CA,CP_MNAC,IT,2002-10-01,148630.7
D1,CA,CP_MNAC,IT,2003-01-01,120020.4
D1,CA,CP_MNAC,IT,2003-04-01,131029.7
D1,CA,CP_MNAC,IT,2003-07-01,121375.6
D1,CA,CP_MNAC,IT,2003-10-01,154269.9
D1,CA,CP_MNAC,IT,2004-01-01,125120.2
D1,CA,CP_MNAC,IT,2004-04-01,137306.5
D1,CA,CP_MNAC,IT,2004-07-01,122583.8
D1,CA,CP_MNAC,IT,2004-10-01,160113.0
D1,CA,CP_MNAC,IT,2005-01-01,129155.2
D1,CA,CP_MNAC,IT,2005-04-01,141367.4
D1,CA,CP_MNAC,IT,2005-07-01,126898.7
D1,CA,CP_MNAC,IT,2005-10-01,172011.6
D1,CA,CP_MNAC,IT,2006-01-01,135689.2
D1,CA,CP_MNAC,IT,2006-04-01,150589.9
D1,CA,CP_MNAC,IT,2006-07-01,134482.8
D1,CA,CP_MNAC,IT,2006-10-01,174586.4
D1,CA,CP_MNAC,IT,2007-01-01,141093.2
D1,CA,CP_MNAC,IT,2007-04-01,153890.4
D1,CA,CP_MNAC,IT,2007-07-01,139233.3
D1,CA,CP_MNAC,IT,2007-10-01,182913.3
D1,CA,CP_MNAC,IT,2008-01-01,147953.8
D1,CA,CP_MNAC,IT,2008-04-01,160934.3
D1,CA,CP_MNAC,IT,2008-07-01,145905.7
D1,CA,CP_MNAC,IT,2008-10-01,184436.6
D1,CA,CP_MNAC,IT,2009-01-01,147049.0
D1,CA,CP_MNAC,IT,2009-04-01,158596.8
D1,CA,CP_MNAC,IT,2009-07-01,144859.6
D1,CA,CP_MNAC,IT,2009-10-01,184003.1
D1,CA,CP_MNAC,IT,2010-01-01,148185.5
D1,CA,CP_MNAC,IT,2010-04-01,162048.3
D1,CA,CP_MNAC,IT,2010-07-01,145627.4
D1,CA,CP_MNAC,IT,2010-10-01,185961.6
D1,CA,CP_MNAC,IT,2011-01-01,150765.5 
D1,CA,CP_MNAC,IT,2011-04-01,165653.8 
D1,CA,CP_MNAC,IT,2011-07-01,148407.9 
D1,CA,CP_MNAC,IT,2011-10-01,186728.6 
D1,CA,CP_MNAC,IT,2012-01-01,150168.5 
D1,CA,CP_MNAC,IT,2012-04-01,163326.5 
D1,CA,CP_MNAC,IT,2012-07-01,146619.7 
D1,CA,CP_MNAC,IT,2012-10-01,182946.3 
D1,CA,CP_MNAC,IT,2013-01-01,148221.0 
D1,CA,CP_MNAC,IT,2013-04-01,160284.2 
D1,CA,CP_MNAC,IT,2013-07-01,145306.8 
D1,CA,CP_MNAC,IT,2013-10-01,183237.7 
D1,CA,CP_MNAC,IT,2014-01-01,148461.4 
D1,CA,CP_MNAC,IT,2014-04-01,160139.6 
D1,CA,CP_MNAC,IT,2014-07-01,146461.5 
D1,CA,CP_MNAC,IT,2014-10-01,184430.8 
D1,CA,CP_MNAC,IT,2015-01-01,150916.6 
D1,CA,CP_MNAC,IT,2015-04-01,163472.4 
D1,CA,CP_MNAC,IT,2015-07-01,149565.3 
D1,CA,CP_MNAC,IT,2015-10-01,188268.7 
D1,CA,CP_MNAC,IT,2016-01-01,155025.4 
D1,CA,CP_MNAC,IT,2016-04-01,168471.2 
D1,CA,CP_MNAC,IT,2016-07-01,152883.5 
D1,CA,CP_MNAC,IT,2016-10-01,192800.9 
D1,CA,CP_MNAC,IT,2017-01-01,158487.4 
D1,CA,CP_MNAC,IT,2017-04-01,171670.4 
D1,CA,CP_MNAC,IT,2017-07-01,157352.8 
D1,CA,CP_MNAC,IT,2017-10-01,197273.4 
D1,CA,CP_MNAC,IT,2018-01-01,160969.7 
D1,CA,CP_MNAC,IT,2018-04-01,178808.2 
D1,CA,CP_MNAC,LU,1995-01-01,1714.0 
D1,CA,CP_MNAC,LU,1995-04-01,1799.2 
D1,CA,CP_MNAC,LU,1995-07-01,1809.4 
D1,CA,CP_MNAC,LU,1995-10-01,2066.3 
D1,CA,CP_MNAC,LU,1996-01-01,1857.4 
D1,CA,CP_MNAC,LU,1996-04-01,1920.0 
D1,CA,CP_MNAC,LU,1996-07-01,1873.7 
D1,CA,CP_MNAC,LU,1996-10-01,2137.9 
D1,CA,CP_MNAC,LU,1997-01-01,1925.1 
D1,CA,CP_MNAC,LU,1997-04-01,1998.8 
D1,CA,CP_MNAC,LU,1997-07-01,1992.8 
D1,CA,CP_MNAC,LU,1997-10-01,2311.7 
D1,CA,CP_MNAC,LU,1998-01-01,2032.1 
D1,CA,CP_MNAC,LU,1998-04-01,2115.4 
D1,CA,CP_MNAC,LU,1998-07-01,2096.5 
D1,CA,CP_MNAC,LU,1998-10-01,2468.7 
D1,CA,CP_MNAC,LU,1999-01-01,2186.4 
D1,CA,CP_MNAC,LU,1999-04-01,2284.4 
D1,CA,CP_MNAC,LU,1999-07-01,2284.5 
D1,CA,CP_MNAC,LU,1999-10-01,2816.4 
D1,CA,CP_MNAC,LU,2000-01-01,2461.1 
D1,CA,CP_MNAC,LU,2000-04-01,2551.4
D1,CA,CP_MNAC,LU,2000-07-01,2598.4
D1,CA,CP_MNAC,LU,2000-10-01,3069.1
D1,CA,CP_MNAC,LU,2001-01-01,2719.2
D1,CA,CP_MNAC,LU,2001-04-01,2852.7
D1,CA,CP_MNAC,LU,2001-07-01,2825.7
D1,CA,CP_MNAC,LU,2001-10-01,3270.2
D1,CA,CP_MNAC,LU,2002-01-01,2944.2
D1,CA,CP_MNAC,LU,2002-04-01,3024.8
D1,CA,CP_MNAC,LU,2002-07-01,3022.1
D1,CA,CP_MNAC,LU,2002-10-01,3505.6
D1,CA,CP_MNAC,LU,2003-01-01,3020.9
D1,CA,CP_MNAC,LU,2003-04-01,3132.7
D1,CA,CP_MNAC,LU,2003-07-01,3102.1
D1,CA,CP_MNAC,LU,2003-10-01,3644.9
D1,CA,CP_MNAC,LU,2004-01-01,3204.3
D1,CA,CP_MNAC,LU,2004-04-01,3347.0
D1,CA,CP_MNAC,LU,2004-07-01,3263.3
D1,CA,CP_MNAC,LU,2004-10-01,3902.8
D1,CA,CP_MNAC,LU,2005-01-01,3403.4
D1,CA,CP_MNAC,LU,2005-04-01,3567.6
D1,CA,CP_MNAC,LU,2005-07-01,3494.3
D1,CA,CP_MNAC,LU,2005-10-01,4173.6
D1,CA,CP_MNAC,LU,2006-01-01,3700.8
D1,CA,CP_MNAC,LU,2006-04-01,3887.0
D1,CA,CP_MNAC,LU,2006-07-01,3786.3
D1,CA,CP_MNAC,LU,2006-10-01,4506.6
D1,CA,CP_MNAC,LU,2007-01-01,4069.6
D1,CA,CP_MNAC,LU,2007-04-01,4221.1
D1,CA,CP_MNAC,LU,2007-07-01,4124.1
D1,CA,CP_MNAC,LU,2007-10-01,4885.2
D1,CA,CP_MNAC,LU,2008-01-01,4369.2
D1,CA,CP_MNAC,LU,2008-04-01,4580.5
D1,CA,CP_MNAC,LU,2008-07-01,4502.6
D1,CA,CP_MNAC,LU,2008-10-01,5195.5
D1,CA,CP_MNAC,LU,2009-01-01,4521.3
D1,CA,CP_MNAC,LU,2009-04-01,4700.9
D1,CA,CP_MNAC,LU,2009-07-01,4615.6
D1,CA,CP_MNAC,LU,2009-10-01,5318.7
D1,CA,CP_MNAC,LU,2010-01-01,4620.4
D1,CA,CP_MNAC,LU,2010-04-01,4834.0
D1,CA,CP_MNAC,LU,2010-07-01,4795.6
D1,CA,CP_MNAC,LU,2010-10-01,5626.9
D1,CA,CP_MNAC,LU,2011-01-01,4914.6 
D1,CA,CP_MNAC,LU,2011-04-01,5069.2 
D1,CA,CP_MNAC,LU,2011-07-01,4977.2 
D1,CA,CP_MNAC,LU,2011-10-01,5894.8 
D1,CA,CP_MNAC,LU,2012-01-01,5144.0 
D1,CA,CP_MNAC,LU,2012-04-01,5287.1 
D1,CA,CP_MNAC,LU,2012-07-01,5139.3 
D1,CA,CP_MNAC,LU,2012-10-01,6183.7 
D1,CA,CP_MNAC,LU,2013-01-01,5317.1 
D1,CA,CP_MNAC,LU,2013-04-01,5502.4 
D1,CA,CP_MNAC,LU,2013-07-01,5386.8 
D1,CA,CP_MNAC,LU,2013-10-01,6454.0 
D1,CA,CP_MNAC,LU,2014-01-01,5716.2 
D1,CA,CP_MNAC,LU,2014-04-01,5870.8 
D1,CA,CP_MNAC,LU,2014-07-01,5751.0 
D1,CA,CP_MNAC,LU,2014-10-01,6707.1 
D1,CA,CP_MNAC,LU,2015-01-01,5926.5 
D1,CA,CP_MNAC,LU,2015-04-01,6136.4 
D1,CA,CP_MNAC,LU,2015-07-01,5980.4 
D1,CA,CP_MNAC,LU,2015-10-01,7022.8 
D1,CA,CP_MNAC,LU,2016-01-01,6204.4 
D1,CA,CP_MNAC,LU,2016-04-01,6316.5 
D1,CA,CP_MNAC,LU,2016-07-01,6192.4 
D1,CA,CP_MNAC,LU,2016-10-01,7348.9 
D1,CA,CP_MNAC,LU,2017-01-01,6585.1 
D1,CA,CP_MNAC,LU,2017-04-01,6843.0 
D1,CA,CP_MNAC,LU,2017-07-01,6640.7 
D1,CA,CP_MNAC,LU,2017-10-01,7803.1 
D1,CA,CP_MNAC,LU,2018-01-01,6865.9 
D1,CA,CP_MNAC,LU,2018-04-01,7198.3 
D1,CA,CP_MNAC,LV,1995-01-01,388.2 
D1,CA,CP_MNAC,LV,1995-04-01,419.1 
D1,CA,CP_MNAC,LV,1995-07-01,416.7 
D1,CA,CP_MNAC,LV,1995-10-01,440.1 
D1,CA,CP_MNAC,LV,1996-01-01,461.0 
D1,CA,CP_MNAC,LV,1996-04-01,515.1 
D1,CA,CP_MNAC,LV,1996-07-01,526.2 
D1,CA,CP_MNAC,LV,1996-10-01,576.6 
D1,CA,CP_MNAC,LV,1997-01-01,525.5 
D1,CA,CP_MNAC,LV,1997-04-01,572.9 
D1,CA,CP_MNAC,LV,1997-07-01,589.0 
D1,CA,CP_MNAC,LV,1997-10-01,623.0 
D1,CA,CP_MNAC,LV,1998-01-01,579.6 
D1,CA,CP_MNAC,LV,1998-04-01,631.8 
D1,CA,CP_MNAC,LV,1998-07-01,645.8 
D1,CA,CP_MNAC,LV,1998-10-01,652.6 
D1,CA,CP_MNAC,LV,1999-01-01,626.5 
D1,CA,CP_MNAC,LV,1999-04-01,672.1 
D1,CA,CP_MNAC,LV,1999-07-01,678.2 
D1,CA,CP_MNAC,LV,1999-10-01,700.8 
D1,CA,CP_MNAC,LV,2000-01-01,662.7 
D1,CA,CP_MNAC,LV,2000-04-01,707.1
D1,CA,CP_MNAC,LV,2000-07-01,713.4
D1,CA,CP_MNAC,LV,2000-10-01,747.8
D1,CA,CP_MNAC,LV,2001-01-01,700.5
D1,CA,CP_MNAC,LV,2001-04-01,736.7
D1,CA,CP_MNAC,LV,2001-07-01,765.1
D1,CA,CP_MNAC,LV,2001-10-01,789.8
D1,CA,CP_MNAC,LV,2002-01-01,745.1
D1,CA,CP_MNAC,LV,2002-04-01,798.0
D1,CA,CP_MNAC,LV,2002-07-01,804.3
D1,CA,CP_MNAC,LV,2002-10-01,858.1
D1,CA,CP_MNAC,LV,2003-01-01,831.1
D1,CA,CP_MNAC,LV,2003-04-01,914.9
D1,CA,CP_MNAC,LV,2003-07-01,930.4
D1,CA,CP_MNAC,LV,2003-10-01,984.9
D1,CA,CP_MNAC,LV,2004-01-01,964.6
D1,CA,CP_MNAC,LV,2004-04-01,1043.6
D1,CA,CP_MNAC,LV,2004-07-01,1065.2
D1,CA,CP_MNAC,LV,2004-10-01,1149.6
D1,CA,CP_MNAC,LV,2005-01-01,1228.0
D1,CA,CP_MNAC,LV,2005-04-01,1331.3
D1,CA,CP_MNAC,LV,2005-07-01,1391.7
D1,CA,CP_MNAC,LV,2005-10-01,1514.0
D1,CA,CP_MNAC,LV,2006-01-01,1531.8
D1,CA,CP_MNAC,LV,2006-04-01,1699.9
D1,CA,CP_MNAC,LV,2006-07-01,1803.2
D1,CA,CP_MNAC,LV,2006-10-01,2028.7
D1,CA,CP_MNAC,LV,2007-01-01,2186.5
D1,CA,CP_MNAC,LV,2007-04-01,2431.0
D1,CA,CP_MNAC,LV,2007-07-01,2562.7
D1,CA,CP_MNAC,LV,2007-10-01,2794.9
D1,CA,CP_MNAC,LV,2008-01-01,2780.9
D1,CA,CP_MNAC,LV,2008-04-01,2956.8
D1,CA,CP_MNAC,LV,2008-07-01,3008.3
D1,CA,CP_MNAC,LV,2008-10-01,2994.3
D1,CA,CP_MNAC,LV,2009-01-01,2441.1
D1,CA,CP_MNAC,LV,2009-04-01,2342.2
D1,CA,CP_MNAC,LV,2009-07-01,2084.7
D1,CA,CP_MNAC,LV,2009-10-01,1960.8
D1,CA,CP_MNAC,LV,2010-01-01,1786.4
D1,CA,CP_MNAC,LV,2010-04-01,1933.0
D1,CA,CP_MNAC,LV,2010-07-01,1928.6
D1,CA,CP_MNAC,LV,2010-10-01,2046.1
D1,CA,CP_MNAC,LV,2011-01-01,1812.0 
D1,CA,CP_MNAC,LV,2011-04-01,2047.8 
D1,CA,CP_MNAC,LV,2011-07-01,2014.9 
D1,CA,CP_MNAC,LV,2011-10-01,2139.0 
D1,CA,CP_MNAC,LV,2012-01-01,1989.3 
D1,CA,CP_MNAC,LV,2012-04-01,2206.1 
D1,CA,CP_MNAC,LV,2012-07-01,2208.0 
D1,CA,CP_MNAC,LV,2012-10-01,2343.3 
D1,CA,CP_MNAC,LV,2013-01-01,2140.0 
D1,CA,CP_MNAC,LV,2013-04-01,2386.2 
D1,CA,CP_MNAC,LV,2013-07-01,2384.0 
D1,CA,CP_MNAC,LV,2013-10-01,2505.9 
D1,CA,CP_MNAC,LV,2014-01-01,2362.8 
D1,CA,CP_MNAC,LV,2014-04-01,2559.8 
D1,CA,CP_MNAC,LV,2014-07-01,2531.4 
D1,CA,CP_MNAC,LV,2014-10-01,2639.1 
D1,CA,CP_MNAC,LV,2015-01-01,2515.3 
D1,CA,CP_MNAC,LV,2015-04-01,2751.0 
D1,CA,CP_MNAC,LV,2015-07-01,2752.2 
D1,CA,CP_MNAC,LV,2015-10-01,2889.7 
D1,CA,CP_MNAC,LV,2016-01-01,2679.1 
D1,CA,CP_MNAC,LV,2016-04-01,2958.1 
D1,CA,CP_MNAC,LV,2016-07-01,2910.3 
D1,CA,CP_MNAC,LV,2016-10-01,3078.0 
D1,CA,CP_MNAC,LV,2017-01-01,2884.6 
D1,CA,CP_MNAC,LV,2017-04-01,3216.9 
D1,CA,CP_MNAC,LV,2017-07-01,3136.5 
D1,CA,CP_MNAC,LV,2017-10-01,3346.3 
D1,CA,CP_MNAC,LV,2018-01-01,3201.3 
D1,CA,CP_MNAC,LV,2018-04-01,3546.7 
