waste,stk_flow,wst_oper,unit,geotime,date,value
W150103,DOM,RCY,PC,RO,2015-01-01,
W150103,DOM,RCY,PC,RO,2016-01-01,
W150103,DOM,RCY,PC,SE,2000-01-01,
W150103,DOM,RCY,PC,SE,2001-01-01,
W150103,DOM,RCY,PC,SE,2002-01-01,
W150103,DOM,RCY,PC,SE,2003-01-01,16
W150103,DOM,RCY,PC,SE,2004-01-01,6
W150103,DOM,RCY,PC,SE,2005-01-01,2
W150103,DOM,RCY,PC,SE,2006-01-01,16
W150103,DOM,RCY,PC,SE,2007-01-01,16
W150103,DOM,RCY,PC,SE,2008-01-01,16
W150103,DOM,RCY,PC,SE,2009-01-01,18
W150103,DOM,RCY,PC,SE,2010-01-01,167
W150103,DOM,RCY,PC,SE,2011-01-01,136
W150103,DOM,RCY,PC,SE,2012-01-01,
W150103,DOM,RCY,PC,SE,2013-01-01,59
W150103,DOM,RCY,PC,SE,2014-01-01,22
W150103,DOM,RCY,PC,SE,2015-01-01,
W150103,DOM,RCY,PC,SE,2016-01-01,30
W150103,DOM,RCY,PC,SI,2000-01-01,
W150103,DOM,RCY,PC,SI,2001-01-01,
W150103,DOM,RCY,PC,SI,2002-01-01,
W150103,DOM,RCY,PC,SI,2003-01-01,
W150103,DOM,RCY,PC,SI,2004-01-01,4
W150103,DOM,RCY,PC,SI,2005-01-01,20
W150103,DOM,RCY,PC,SI,2006-01-01,5
W150103,DOM,RCY,PC,SI,2007-01-01,21
W150103,DOM,RCY,PC,SI,2008-01-01,7
W150103,DOM,RCY,PC,SI,2009-01-01,11
W150103,DOM,RCY,PC,SI,2010-01-01,15
W150103,DOM,RCY,PC,SI,2011-01-01,15
W150103,DOM,RCY,PC,SI,2012-01-01,
W150103,DOM,RCY,PC,SI,2013-01-01,15
W150103,DOM,RCY,PC,SI,2014-01-01,25
W150103,DOM,RCY,PC,SI,2015-01-01,
W150103,DOM,RCY,PC,SI,2016-01-01,23
W150103,DOM,RCY,PC,SK,2000-01-01,
W150103,DOM,RCY,PC,SK,2001-01-01,
W150103,DOM,RCY,PC,SK,2002-01-01,
W150103,DOM,RCY,PC,SK,2003-01-01,60
W150103,DOM,RCY,PC,SK,2004-01-01,30
W150103,DOM,RCY,PC,SK,2005-01-01,32
W150103,DOM,RCY,PC,SK,2006-01-01,2
W150103,DOM,RCY,PC,SK,2007-01-01,4
W150103,DOM,RCY,PC,SK,2008-01-01,16
W150103,DOM,RCY,PC,SK,2009-01-01,8
W150103,DOM,RCY,PC,SK,2010-01-01,8
W150103,DOM,RCY,PC,SK,2011-01-01,26
W150103,DOM,RCY,PC,SK,2012-01-01,
W150103,DOM,RCY,PC,SK,2013-01-01,36
W150103,DOM,RCY,PC,SK,2014-01-01,37
W150103,DOM,RCY,PC,SK,2015-01-01,
W150103,DOM,RCY,PC,SK,2016-01-01,55
W150103,DOM,RCY,PC,UK,2000-01-01,44
W150103,DOM,RCY,PC,UK,2001-01-01,85
W150103,DOM,RCY,PC,UK,2002-01-01,54
W150103,DOM,RCY,PC,UK,2003-01-01,53
W150103,DOM,RCY,PC,UK,2004-01-01,56
W150103,DOM,RCY,PC,UK,2005-01-01,54
W150103,DOM,RCY,PC,UK,2006-01-01,72
W150103,DOM,RCY,PC,UK,2007-01-01,76
W150103,DOM,RCY,PC,UK,2008-01-01,76
W150103,DOM,RCY,PC,UK,2009-01-01,76
W150103,DOM,RCY,PC,UK,2010-01-01,75
W150103,DOM,RCY,PC,UK,2011-01-01,58
W150103,DOM,RCY,PC,UK,2012-01-01,
W150103,DOM,RCY,PC,UK,2013-01-01,42
W150103,DOM,RCY,PC,UK,2014-01-01,31
W150103,DOM,RCY,PC,UK,2015-01-01,
W150103,DOM,RCY,PC,UK,2016-01-01,31
