stk_flow,sitc06,partner,unit,geo\time,date,value
EXP,SITC2_4,WRL_REST,PCH_M12_NSA,EU28,2018-08-01,5.6
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EA19,2017-09-01,-2.5
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EA19,2017-10-01,5.1
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EA19,2017-11-01,1.8
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EA19,2017-12-01,-0.1
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EA19,2018-01-01,-0.7
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EA19,2018-02-01,0.0
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EA19,2018-03-01,-2.5
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EA19,2018-04-01,-0.9
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EA19,2018-05-01,3.4
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EA19,2018-06-01,2.6
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EA19,2018-07-01,1.3
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EA19,2018-08-01,-2.3
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EU28,2017-09-01,5.7
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EU28,2017-10-01,-0.8
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EU28,2017-11-01,2.7
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EU28,2017-12-01,-1.2
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EU28,2018-01-01,-2.1
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EU28,2018-02-01,1.8
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EU28,2018-03-01,-5.7
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EU28,2018-04-01,2.6
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EU28,2018-05-01,0.5
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EU28,2018-06-01,5.8
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EU28,2018-07-01,-0.5
EXP,SITC2_4,WRL_REST,PCH_M1_SA,EU28,2018-08-01,-2.4
EXP,SITC2_4,WRL_REST,TVAL_SA,EA19,2017-09-01,4337.1
EXP,SITC2_4,WRL_REST,TVAL_SA,EA19,2017-10-01,4556.1
EXP,SITC2_4,WRL_REST,TVAL_SA,EA19,2017-11-01,4637.1
EXP,SITC2_4,WRL_REST,TVAL_SA,EA19,2017-12-01,4633.1
EXP,SITC2_4,WRL_REST,TVAL_SA,EA19,2018-01-01,4600.9
EXP,SITC2_4,WRL_REST,TVAL_SA,EA19,2018-02-01,4601.8
EXP,SITC2_4,WRL_REST,TVAL_SA,EA19,2018-03-01,4485.0
EXP,SITC2_4,WRL_REST,TVAL_SA,EA19,2018-04-01,4444.2
EXP,SITC2_4,WRL_REST,TVAL_SA,EA19,2018-05-01,4596.4
EXP,SITC2_4,WRL_REST,TVAL_SA,EA19,2018-06-01,4714.1
EXP,SITC2_4,WRL_REST,TVAL_SA,EA19,2018-07-01,4777.1
EXP,SITC2_4,WRL_REST,TVAL_SA,EA19,2018-08-01,4666.6
EXP,SITC2_4,WRL_REST,TVAL_SA,EU28,2017-09-01,4251.5
EXP,SITC2_4,WRL_REST,TVAL_SA,EU28,2017-10-01,4216.5
EXP,SITC2_4,WRL_REST,TVAL_SA,EU28,2017-11-01,4329.1
EXP,SITC2_4,WRL_REST,TVAL_SA,EU28,2017-12-01,4276.7
EXP,SITC2_4,WRL_REST,TVAL_SA,EU28,2018-01-01,4185.1
EXP,SITC2_4,WRL_REST,TVAL_SA,EU28,2018-02-01,4259.2
EXP,SITC2_4,WRL_REST,TVAL_SA,EU28,2018-03-01,4015.1
EXP,SITC2_4,WRL_REST,TVAL_SA,EU28,2018-04-01,4121.1
EXP,SITC2_4,WRL_REST,TVAL_SA,EU28,2018-05-01,4141.4
EXP,SITC2_4,WRL_REST,TVAL_SA,EU28,2018-06-01,4383.0
EXP,SITC2_4,WRL_REST,TVAL_SA,EU28,2018-07-01,4360.6
EXP,SITC2_4,WRL_REST,TVAL_SA,EU28,2018-08-01,4257.9
