indic_bt,nace_r2,unit,geo\time,date,value
PROD,MIG_CAG,I2015_SCA,AT,2017-09-01,108.4 
PROD,MIG_CAG,I2015_SCA,AT,2017-10-01,109.8 
PROD,MIG_CAG,I2015_SCA,AT,2017-11-01,111.4 
PROD,MIG_CAG,I2015_SCA,AT,2017-12-01,112.2 
PROD,MIG_CAG,I2015_SCA,AT,2018-01-01,112.0 
PROD,MIG_CAG,I2015_SCA,AT,2018-02-01,113.5 
PROD,MIG_CAG,I2015_SCA,AT,2018-03-01,112.4 
PROD,MIG_CAG,I2015_SCA,AT,2018-04-01,109.5 
PROD,MIG_CAG,I2015_SCA,AT,2018-05-01,118.9 
PROD,MIG_CAG,I2015_SCA,AT,2018-06-01,115.3 
PROD,MIG_CAG,I2015_SCA,AT,2018-07-01,114.2 p
PROD,MIG_CAG,I2015_SCA,AT,2018-08-01,: 
PROD,MIG_CAG,I2015_SCA,BE,2017-09-01,101.5 
PROD,MIG_CAG,I2015_SCA,BE,2017-10-01,104.0 
PROD,MIG_CAG,I2015_SCA,BE,2017-11-01,106.8 
PROD,MIG_CAG,I2015_SCA,BE,2017-12-01,111.9 
PROD,MIG_CAG,I2015_SCA,BE,2018-01-01,101.2 
PROD,MIG_CAG,I2015_SCA,BE,2018-02-01,101.4 
PROD,MIG_CAG,I2015_SCA,BE,2018-03-01,103.7 
PROD,MIG_CAG,I2015_SCA,BE,2018-04-01,106.5 
PROD,MIG_CAG,I2015_SCA,BE,2018-05-01,104.3 
PROD,MIG_CAG,I2015_SCA,BE,2018-06-01,108.2 
PROD,MIG_CAG,I2015_SCA,BE,2018-07-01,108.0 
PROD,MIG_CAG,I2015_SCA,BE,2018-08-01,: 
PROD,MIG_CAG,I2015_SCA,BG,2017-09-01,121.4 
PROD,MIG_CAG,I2015_SCA,BG,2017-10-01,126.4 
PROD,MIG_CAG,I2015_SCA,BG,2017-11-01,125.8 
PROD,MIG_CAG,I2015_SCA,BG,2017-12-01,127.2 
PROD,MIG_CAG,I2015_SCA,BG,2018-01-01,126.2 
PROD,MIG_CAG,I2015_SCA,BG,2018-02-01,126.1 
