coicop,unit,geotime,date,value
CP02,I15,AT,2017-10-01,105
CP02,I15,AT,2017-11-01,105
CP02,I15,AT,2017-12-01,105
CP02,I15,AT,2018-01-01,107
CP02,I15,AT,2018-02-01,107
CP02,I15,AT,2018-03-01,108
CP02,I15,AT,2018-04-01,108
CP02,I15,AT,2018-05-01,108
CP02,I15,AT,2018-06-01,109
CP02,I15,AT,2018-07-01,109
CP02,I15,AT,2018-08-01,109
CP02,I15,AT,2018-09-01,109
CP02,I15,BE,2017-10-01,110
CP02,I15,BE,2017-11-01,111
CP02,I15,BE,2017-12-01,110
CP02,I15,BE,2018-01-01,111
CP02,I15,BE,2018-02-01,113
CP02,I15,BE,2018-03-01,114
CP02,I15,BE,2018-04-01,115
CP02,I15,BE,2018-05-01,116
CP02,I15,BE,2018-06-01,116
CP02,I15,BE,2018-07-01,116
CP02,I15,BE,2018-08-01,116
CP02,I15,BE,2018-09-01,116
CP02,I15,BG,2017-10-01,103
CP02,I15,BG,2017-11-01,103
CP02,I15,BG,2017-12-01,103
CP02,I15,BG,2018-01-01,104
CP02,I15,BG,2018-02-01,105
CP02,I15,BG,2018-03-01,105
CP02,I15,BG,2018-04-01,105
CP02,I15,BG,2018-05-01,105
CP02,I15,BG,2018-06-01,105
CP02,I15,BG,2018-07-01,106
CP02,I15,BG,2018-08-01,106
CP02,I15,BG,2018-09-01,106
CP02,I15,CH,2017-10-01,100
CP02,I15,CH,2017-11-01,100
CP02,I15,CH,2017-12-01,100
CP02,I15,CH,2018-01-01,100
CP02,I15,CH,2018-02-01,101
CP02,I15,CH,2018-03-01,100
CP02,I15,CH,2018-04-01,101
CP02,I15,CH,2018-05-01,101
CP02,I15,CH,2018-06-01,101
CP02,I15,CH,2018-07-01,101
CP02,I15,CH,2018-08-01,101
CP02,I15,CH,2018-09-01,101
CP02,I15,CY,2017-10-01,98
CP02,I15,CY,2017-11-01,97
CP02,I15,CY,2017-12-01,96
CP02,I15,CY,2018-01-01,97
CP02,I15,CY,2018-02-01,96
CP02,I15,CY,2018-03-01,97
CP02,I15,CY,2018-04-01,97
CP02,I15,CY,2018-05-01,97
CP02,I15,CY,2018-06-01,97
CP02,I15,CY,2018-07-01,97
CP02,I15,CY,2018-08-01,96
CP02,I15,CY,2018-09-01,96
CP02,I15,CZ,2017-10-01,106
CP02,I15,CZ,2017-11-01,106
CP02,I15,CZ,2017-12-01,106
CP02,I15,CZ,2018-01-01,109
CP02,I15,CZ,2018-02-01,107
CP02,I15,CZ,2018-03-01,108
CP02,I15,CZ,2018-04-01,109
CP02,I15,CZ,2018-05-01,109
CP02,I15,CZ,2018-06-01,109
CP02,I15,CZ,2018-07-01,109
CP02,I15,CZ,2018-08-01,109
CP02,I15,CZ,2018-09-01,109
CP02,I15,DE,2017-10-01,106
CP02,I15,DE,2017-11-01,105
CP02,I15,DE,2017-12-01,106
CP02,I15,DE,2018-01-01,106
CP02,I15,DE,2018-02-01,106
CP02,I15,DE,2018-03-01,106
CP02,I15,DE,2018-04-01,108
CP02,I15,DE,2018-05-01,108
CP02,I15,DE,2018-06-01,108
CP02,I15,DE,2018-07-01,109
CP02,I15,DE,2018-08-01,109
CP02,I15,DE,2018-09-01,109
CP02,I15,DK,2017-10-01,101
CP02,I15,DK,2017-11-01,100
CP02,I15,DK,2017-12-01,100
CP02,I15,DK,2018-01-01,101
CP02,I15,DK,2018-02-01,102
CP02,I15,DK,2018-03-01,101
CP02,I15,DK,2018-04-01,102
CP02,I15,DK,2018-05-01,101
CP02,I15,DK,2018-06-01,102
CP02,I15,DK,2018-07-01,102
CP02,I15,DK,2018-08-01,102
CP02,I15,DK,2018-09-01,102
CP02,I15,EA,2017-10-01,104
CP02,I15,EA,2017-11-01,104
CP02,I15,EA,2017-12-01,104
CP02,I15,EA,2018-01-01,105
CP02,I15,EA,2018-02-01,105
CP02,I15,EA,2018-03-01,107
CP02,I15,EA,2018-04-01,108
CP02,I15,EA,2018-05-01,108
CP02,I15,EA,2018-06-01,108
CP02,I15,EA,2018-07-01,108
CP02,I15,EA,2018-08-01,108
CP02,I15,EA,2018-09-01,108
CP02,I15,EA18,2017-10-01,104
CP02,I15,EA18,2017-11-01,104
CP02,I15,EA18,2017-12-01,104
CP02,I15,EA18,2018-01-01,105
CP02,I15,EA18,2018-02-01,105
CP02,I15,EA18,2018-03-01,107
