currency,bop_item,sector10,sectpart,s_adj,stk_flow,partner,geotime,date,value
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MK,2017-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MK,2017-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MK,2018-01-01,148
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MK,2018-04-01,20
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MT,2015-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MT,2015-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MT,2016-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MT,2016-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MT,2016-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MT,2016-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MT,2017-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MT,2017-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MT,2017-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MT,2017-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MT,2018-01-01,390
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MT,2018-04-01,385
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NL,2015-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NL,2015-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NL,2016-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NL,2016-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NL,2016-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NL,2016-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NL,2017-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NL,2017-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NL,2017-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NL,2017-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NL,2018-01-01,19972
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NL,2018-04-01,16603
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NO,2015-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NO,2015-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NO,2016-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NO,2016-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NO,2016-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NO,2016-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NO,2017-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NO,2017-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NO,2017-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NO,2017-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NO,2018-01-01,7718
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,NO,2018-04-01,8473
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PL,2015-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PL,2015-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PL,2016-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PL,2016-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PL,2016-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PL,2016-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PL,2017-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PL,2017-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PL,2017-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PL,2017-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PL,2018-01-01,1934
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PL,2018-04-01,2135
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PT,2015-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PT,2015-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PT,2016-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PT,2016-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PT,2016-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PT,2016-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PT,2017-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PT,2017-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PT,2017-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PT,2017-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PT,2018-01-01,78
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,PT,2018-04-01,1601
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RO,2015-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RO,2015-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RO,2016-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RO,2016-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RO,2016-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RO,2016-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RO,2017-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RO,2017-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RO,2017-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RO,2017-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RO,2018-01-01,859
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RO,2018-04-01,2167
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RS,2015-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RS,2015-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RS,2016-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RS,2016-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RS,2016-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RS,2016-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RS,2017-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RS,2017-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RS,2017-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RS,2017-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RS,2018-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,RS,2018-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SE,2015-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SE,2015-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SE,2016-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SE,2016-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SE,2016-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SE,2016-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SE,2017-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SE,2017-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SE,2017-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SE,2017-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SE,2018-01-01,1757
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SE,2018-04-01,951
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SI,2015-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SI,2015-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SI,2016-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SI,2016-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SI,2016-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SI,2016-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SI,2017-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SI,2017-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SI,2017-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SI,2017-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SI,2018-01-01,638
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SI,2018-04-01,963
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SK,2015-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SK,2015-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SK,2016-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SK,2016-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SK,2016-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SK,2016-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SK,2017-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SK,2017-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SK,2017-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SK,2017-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SK,2018-01-01,66
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,SK,2018-04-01,123
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,TR,2015-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,TR,2015-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,TR,2016-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,TR,2016-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,TR,2016-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,TR,2016-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,TR,2017-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,TR,2017-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,TR,2017-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,TR,2017-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,TR,2018-01-01,13297
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,TR,2018-04-01,12573
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,UK,2015-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,UK,2015-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,UK,2016-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,UK,2016-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,UK,2016-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,UK,2016-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,UK,2017-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,UK,2017-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,UK,2017-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,UK,2017-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,UK,2018-01-01,20683
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,UK,2018-04-01,21376
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,XK,2015-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,XK,2015-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,XK,2016-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,XK,2016-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,XK,2016-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,XK,2016-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,XK,2017-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,XK,2017-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,XK,2017-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,XK,2017-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,XK,2018-01-01,155
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,XK,2018-04-01,262
