currency,bop_item,sector10,sectpart,s_adj,stk_flow,partner,geotime,date,value
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,LV,2018-01-01,226
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,LV,2018-04-01,146
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,ME,2015-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,ME,2015-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,ME,2016-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,ME,2016-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,ME,2016-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,ME,2016-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,ME,2017-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,ME,2017-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,ME,2017-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,ME,2017-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,ME,2018-01-01,304
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,ME,2018-04-01,308
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MK,2015-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MK,2015-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MK,2016-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MK,2016-04-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MK,2016-07-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MK,2016-10-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MK,2017-01-01,
MIO_EUR,CKA,S1,S1,NSA,BAL,WRL_REST,MK,2017-04-01,
