age,sex,reason,unit,quantile,geotime,date,value
Y_GE16,F,TOOEFW,PC,TOTAL,SE,2014-01-01,1.5
Y_GE16,F,TOOEFW,PC,TOTAL,SE,2015-01-01,1.4
Y_GE16,F,TOOEFW,PC,TOTAL,SE,2016-01-01,1.8
Y_GE16,F,TOOEFW,PC,TOTAL,SE,2017-01-01,1.8
Y_GE16,F,TOOEFW,PC,TOTAL,SI,2008-01-01,0.1
Y_GE16,F,TOOEFW,PC,TOTAL,SI,2009-01-01,0.2
Y_GE16,F,TOOEFW,PC,TOTAL,SI,2010-01-01,0.1
Y_GE16,F,TOOEFW,PC,TOTAL,SI,2011-01-01,0.1
Y_GE16,F,TOOEFW,PC,TOTAL,SI,2012-01-01,0.1
Y_GE16,F,TOOEFW,PC,TOTAL,SI,2013-01-01,0.0
Y_GE16,F,TOOEFW,PC,TOTAL,SI,2014-01-01,0.1
Y_GE16,F,TOOEFW,PC,TOTAL,SI,2015-01-01,0.2
Y_GE16,F,TOOEFW,PC,TOTAL,SI,2016-01-01,0.4
Y_GE16,F,TOOEFW,PC,TOTAL,SI,2017-01-01,4.1
Y_GE16,F,TOOEFW,PC,TOTAL,SK,2008-01-01,1.6
Y_GE16,F,TOOEFW,PC,TOTAL,SK,2009-01-01,1.9
Y_GE16,F,TOOEFW,PC,TOTAL,SK,2010-01-01,1.9
Y_GE16,F,TOOEFW,PC,TOTAL,SK,2011-01-01,2.7
Y_GE16,F,TOOEFW,PC,TOTAL,SK,2012-01-01,2.5
Y_GE16,F,TOOEFW,PC,TOTAL,SK,2013-01-01,2.0
Y_GE16,F,TOOEFW,PC,TOTAL,SK,2014-01-01,2.2
Y_GE16,F,TOOEFW,PC,TOTAL,SK,2015-01-01,2.3
Y_GE16,F,TOOEFW,PC,TOTAL,SK,2016-01-01,2.5
Y_GE16,F,TOOEFW,PC,TOTAL,SK,2017-01-01,2.5
Y_GE16,F,TOOEFW,PC,TOTAL,TR,2008-01-01,14.2
Y_GE16,F,TOOEFW,PC,TOTAL,TR,2009-01-01,16.0
Y_GE16,F,TOOEFW,PC,TOTAL,TR,2010-01-01,17.9
Y_GE16,F,TOOEFW,PC,TOTAL,TR,2011-01-01,13.5
Y_GE16,F,TOOEFW,PC,TOTAL,TR,2012-01-01,11.4
Y_GE16,F,TOOEFW,PC,TOTAL,TR,2013-01-01,11.7
Y_GE16,F,TOOEFW,PC,TOTAL,TR,2014-01-01,9.9
Y_GE16,F,TOOEFW,PC,TOTAL,TR,2015-01-01,7.4
Y_GE16,F,TOOEFW,PC,TOTAL,TR,2016-01-01,
Y_GE16,F,TOOEFW,PC,TOTAL,TR,2017-01-01,
Y_GE16,F,TOOEFW,PC,TOTAL,UK,2008-01-01,1.1
Y_GE16,F,TOOEFW,PC,TOTAL,UK,2009-01-01,1.4
Y_GE16,F,TOOEFW,PC,TOTAL,UK,2010-01-01,1.0
Y_GE16,F,TOOEFW,PC,TOTAL,UK,2011-01-01,1.4
Y_GE16,F,TOOEFW,PC,TOTAL,UK,2012-01-01,1.4
Y_GE16,F,TOOEFW,PC,TOTAL,UK,2013-01-01,1.9
Y_GE16,F,TOOEFW,PC,TOTAL,UK,2014-01-01,2.2
Y_GE16,F,TOOEFW,PC,TOTAL,UK,2015-01-01,3.1
Y_GE16,F,TOOEFW,PC,TOTAL,UK,2016-01-01,1.2
Y_GE16,F,TOOEFW,PC,TOTAL,UK,2017-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,AT,2008-01-01,0.7
Y_GE16,M,TOOEFW,PC,TOTAL,AT,2009-01-01,0.4
Y_GE16,M,TOOEFW,PC,TOTAL,AT,2010-01-01,0.6
Y_GE16,M,TOOEFW,PC,TOTAL,AT,2011-01-01,0.5
Y_GE16,M,TOOEFW,PC,TOTAL,AT,2012-01-01,0.3
Y_GE16,M,TOOEFW,PC,TOTAL,AT,2013-01-01,0.3
Y_GE16,M,TOOEFW,PC,TOTAL,AT,2014-01-01,0.2
Y_GE16,M,TOOEFW,PC,TOTAL,AT,2015-01-01,0.1
Y_GE16,M,TOOEFW,PC,TOTAL,AT,2016-01-01,0.2
Y_GE16,M,TOOEFW,PC,TOTAL,AT,2017-01-01,0.1
Y_GE16,M,TOOEFW,PC,TOTAL,BE,2008-01-01,0.5
Y_GE16,M,TOOEFW,PC,TOTAL,BE,2009-01-01,0.6
Y_GE16,M,TOOEFW,PC,TOTAL,BE,2010-01-01,0.3
Y_GE16,M,TOOEFW,PC,TOTAL,BE,2011-01-01,1.2
Y_GE16,M,TOOEFW,PC,TOTAL,BE,2012-01-01,1.6
Y_GE16,M,TOOEFW,PC,TOTAL,BE,2013-01-01,1.4
Y_GE16,M,TOOEFW,PC,TOTAL,BE,2014-01-01,2.3
Y_GE16,M,TOOEFW,PC,TOTAL,BE,2015-01-01,2.0
Y_GE16,M,TOOEFW,PC,TOTAL,BE,2016-01-01,2.2
Y_GE16,M,TOOEFW,PC,TOTAL,BE,2017-01-01,1.6
Y_GE16,M,TOOEFW,PC,TOTAL,BG,2008-01-01,13.5
Y_GE16,M,TOOEFW,PC,TOTAL,BG,2009-01-01,8.7
Y_GE16,M,TOOEFW,PC,TOTAL,BG,2010-01-01,9.6
Y_GE16,M,TOOEFW,PC,TOTAL,BG,2011-01-01,9.1
Y_GE16,M,TOOEFW,PC,TOTAL,BG,2012-01-01,7.8
Y_GE16,M,TOOEFW,PC,TOTAL,BG,2013-01-01,8.5
Y_GE16,M,TOOEFW,PC,TOTAL,BG,2014-01-01,5.1
Y_GE16,M,TOOEFW,PC,TOTAL,BG,2015-01-01,4.4
Y_GE16,M,TOOEFW,PC,TOTAL,BG,2016-01-01,2.5
Y_GE16,M,TOOEFW,PC,TOTAL,BG,2017-01-01,1.8
Y_GE16,M,TOOEFW,PC,TOTAL,CH,2008-01-01,0.9
Y_GE16,M,TOOEFW,PC,TOTAL,CH,2009-01-01,0.8
Y_GE16,M,TOOEFW,PC,TOTAL,CH,2010-01-01,0.7
Y_GE16,M,TOOEFW,PC,TOTAL,CH,2011-01-01,0.7
Y_GE16,M,TOOEFW,PC,TOTAL,CH,2012-01-01,0.6
Y_GE16,M,TOOEFW,PC,TOTAL,CH,2013-01-01,1.0
Y_GE16,M,TOOEFW,PC,TOTAL,CH,2014-01-01,1.2
Y_GE16,M,TOOEFW,PC,TOTAL,CH,2015-01-01,0.3
Y_GE16,M,TOOEFW,PC,TOTAL,CH,2016-01-01,0.6
Y_GE16,M,TOOEFW,PC,TOTAL,CH,2017-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,CY,2008-01-01,2.1
Y_GE16,M,TOOEFW,PC,TOTAL,CY,2009-01-01,2.8
Y_GE16,M,TOOEFW,PC,TOTAL,CY,2010-01-01,3.2
Y_GE16,M,TOOEFW,PC,TOTAL,CY,2011-01-01,3.8
Y_GE16,M,TOOEFW,PC,TOTAL,CY,2012-01-01,2.6
Y_GE16,M,TOOEFW,PC,TOTAL,CY,2013-01-01,3.8
Y_GE16,M,TOOEFW,PC,TOTAL,CY,2014-01-01,4.2
Y_GE16,M,TOOEFW,PC,TOTAL,CY,2015-01-01,1.3
Y_GE16,M,TOOEFW,PC,TOTAL,CY,2016-01-01,0.5
Y_GE16,M,TOOEFW,PC,TOTAL,CY,2017-01-01,1.1
Y_GE16,M,TOOEFW,PC,TOTAL,CZ,2008-01-01,0.7
Y_GE16,M,TOOEFW,PC,TOTAL,CZ,2009-01-01,0.5
Y_GE16,M,TOOEFW,PC,TOTAL,CZ,2010-01-01,0.9
Y_GE16,M,TOOEFW,PC,TOTAL,CZ,2011-01-01,0.9
Y_GE16,M,TOOEFW,PC,TOTAL,CZ,2012-01-01,0.8
Y_GE16,M,TOOEFW,PC,TOTAL,CZ,2013-01-01,0.8
Y_GE16,M,TOOEFW,PC,TOTAL,CZ,2014-01-01,0.8
Y_GE16,M,TOOEFW,PC,TOTAL,CZ,2015-01-01,0.7
Y_GE16,M,TOOEFW,PC,TOTAL,CZ,2016-01-01,0.7
Y_GE16,M,TOOEFW,PC,TOTAL,CZ,2017-01-01,0.4
Y_GE16,M,TOOEFW,PC,TOTAL,DE,2008-01-01,2.2
Y_GE16,M,TOOEFW,PC,TOTAL,DE,2009-01-01,1.9
Y_GE16,M,TOOEFW,PC,TOTAL,DE,2010-01-01,1.6
Y_GE16,M,TOOEFW,PC,TOTAL,DE,2011-01-01,1.6
Y_GE16,M,TOOEFW,PC,TOTAL,DE,2012-01-01,1.5
Y_GE16,M,TOOEFW,PC,TOTAL,DE,2013-01-01,1.4
Y_GE16,M,TOOEFW,PC,TOTAL,DE,2014-01-01,1.4
Y_GE16,M,TOOEFW,PC,TOTAL,DE,2015-01-01,0.5
Y_GE16,M,TOOEFW,PC,TOTAL,DE,2016-01-01,0.3
Y_GE16,M,TOOEFW,PC,TOTAL,DE,2017-01-01,0.2
Y_GE16,M,TOOEFW,PC,TOTAL,DK,2008-01-01,0.5
Y_GE16,M,TOOEFW,PC,TOTAL,DK,2009-01-01,1.1
Y_GE16,M,TOOEFW,PC,TOTAL,DK,2010-01-01,0.7
Y_GE16,M,TOOEFW,PC,TOTAL,DK,2011-01-01,0.9
Y_GE16,M,TOOEFW,PC,TOTAL,DK,2012-01-01,1.0
Y_GE16,M,TOOEFW,PC,TOTAL,DK,2013-01-01,1.3
Y_GE16,M,TOOEFW,PC,TOTAL,DK,2014-01-01,1.8
Y_GE16,M,TOOEFW,PC,TOTAL,DK,2015-01-01,1.2
Y_GE16,M,TOOEFW,PC,TOTAL,DK,2016-01-01,1.4
Y_GE16,M,TOOEFW,PC,TOTAL,DK,2017-01-01,1.1
Y_GE16,M,TOOEFW,PC,TOTAL,EA18,2008-01-01,2.0
Y_GE16,M,TOOEFW,PC,TOTAL,EA18,2009-01-01,2.1
Y_GE16,M,TOOEFW,PC,TOTAL,EA18,2010-01-01,2.0
Y_GE16,M,TOOEFW,PC,TOTAL,EA18,2011-01-01,2.2
Y_GE16,M,TOOEFW,PC,TOTAL,EA18,2012-01-01,2.3
Y_GE16,M,TOOEFW,PC,TOTAL,EA18,2013-01-01,2.6
Y_GE16,M,TOOEFW,PC,TOTAL,EA18,2014-01-01,2.7
Y_GE16,M,TOOEFW,PC,TOTAL,EA18,2015-01-01,2.3
Y_GE16,M,TOOEFW,PC,TOTAL,EA18,2016-01-01,2.0
Y_GE16,M,TOOEFW,PC,TOTAL,EA18,2017-01-01,1.1
Y_GE16,M,TOOEFW,PC,TOTAL,EA19,2008-01-01,2.0
Y_GE16,M,TOOEFW,PC,TOTAL,EA19,2009-01-01,2.1
Y_GE16,M,TOOEFW,PC,TOTAL,EA19,2010-01-01,2.0
Y_GE16,M,TOOEFW,PC,TOTAL,EA19,2011-01-01,2.2
Y_GE16,M,TOOEFW,PC,TOTAL,EA19,2012-01-01,2.3
Y_GE16,M,TOOEFW,PC,TOTAL,EA19,2013-01-01,2.6
Y_GE16,M,TOOEFW,PC,TOTAL,EA19,2014-01-01,2.7
Y_GE16,M,TOOEFW,PC,TOTAL,EA19,2015-01-01,2.3
Y_GE16,M,TOOEFW,PC,TOTAL,EA19,2016-01-01,2.0
Y_GE16,M,TOOEFW,PC,TOTAL,EA19,2017-01-01,1.1
Y_GE16,M,TOOEFW,PC,TOTAL,EE,2008-01-01,5.5
Y_GE16,M,TOOEFW,PC,TOTAL,EE,2009-01-01,3.8
Y_GE16,M,TOOEFW,PC,TOTAL,EE,2010-01-01,4.4
Y_GE16,M,TOOEFW,PC,TOTAL,EE,2011-01-01,5.9
Y_GE16,M,TOOEFW,PC,TOTAL,EE,2012-01-01,6.9
Y_GE16,M,TOOEFW,PC,TOTAL,EE,2013-01-01,6.6
Y_GE16,M,TOOEFW,PC,TOTAL,EE,2014-01-01,8.7
Y_GE16,M,TOOEFW,PC,TOTAL,EE,2015-01-01,10.5
Y_GE16,M,TOOEFW,PC,TOTAL,EE,2016-01-01,12.5
Y_GE16,M,TOOEFW,PC,TOTAL,EE,2017-01-01,9.3
Y_GE16,M,TOOEFW,PC,TOTAL,EL,2008-01-01,4.5
Y_GE16,M,TOOEFW,PC,TOTAL,EL,2009-01-01,4.2
Y_GE16,M,TOOEFW,PC,TOTAL,EL,2010-01-01,4.2
Y_GE16,M,TOOEFW,PC,TOTAL,EL,2011-01-01,6.3
Y_GE16,M,TOOEFW,PC,TOTAL,EL,2012-01-01,6.9
Y_GE16,M,TOOEFW,PC,TOTAL,EL,2013-01-01,8.0
Y_GE16,M,TOOEFW,PC,TOTAL,EL,2014-01-01,9.6
Y_GE16,M,TOOEFW,PC,TOTAL,EL,2015-01-01,11.2
Y_GE16,M,TOOEFW,PC,TOTAL,EL,2016-01-01,11.6
Y_GE16,M,TOOEFW,PC,TOTAL,EL,2017-01-01,8.7
Y_GE16,M,TOOEFW,PC,TOTAL,ES,2008-01-01,0.3
Y_GE16,M,TOOEFW,PC,TOTAL,ES,2009-01-01,0.3
Y_GE16,M,TOOEFW,PC,TOTAL,ES,2010-01-01,0.2
Y_GE16,M,TOOEFW,PC,TOTAL,ES,2011-01-01,0.5
Y_GE16,M,TOOEFW,PC,TOTAL,ES,2012-01-01,0.6
Y_GE16,M,TOOEFW,PC,TOTAL,ES,2013-01-01,0.7
Y_GE16,M,TOOEFW,PC,TOTAL,ES,2014-01-01,0.6
Y_GE16,M,TOOEFW,PC,TOTAL,ES,2015-01-01,0.5
Y_GE16,M,TOOEFW,PC,TOTAL,ES,2016-01-01,0.5
Y_GE16,M,TOOEFW,PC,TOTAL,ES,2017-01-01,0.1
Y_GE16,M,TOOEFW,PC,TOTAL,EU,2008-01-01,2.6
Y_GE16,M,TOOEFW,PC,TOTAL,EU,2009-01-01,2.5
Y_GE16,M,TOOEFW,PC,TOTAL,EU,2010-01-01,2.6
Y_GE16,M,TOOEFW,PC,TOTAL,EU,2011-01-01,2.9
Y_GE16,M,TOOEFW,PC,TOTAL,EU,2012-01-01,2.8
Y_GE16,M,TOOEFW,PC,TOTAL,EU,2013-01-01,3.0
Y_GE16,M,TOOEFW,PC,TOTAL,EU,2014-01-01,3.1
Y_GE16,M,TOOEFW,PC,TOTAL,EU,2015-01-01,2.7
Y_GE16,M,TOOEFW,PC,TOTAL,EU,2016-01-01,2.1
Y_GE16,M,TOOEFW,PC,TOTAL,EU,2017-01-01,1.4
Y_GE16,M,TOOEFW,PC,TOTAL,EU27,2008-01-01,2.6
Y_GE16,M,TOOEFW,PC,TOTAL,EU27,2009-01-01,2.5
Y_GE16,M,TOOEFW,PC,TOTAL,EU27,2010-01-01,2.5
Y_GE16,M,TOOEFW,PC,TOTAL,EU27,2011-01-01,2.8
Y_GE16,M,TOOEFW,PC,TOTAL,EU27,2012-01-01,2.8
Y_GE16,M,TOOEFW,PC,TOTAL,EU27,2013-01-01,3.0
Y_GE16,M,TOOEFW,PC,TOTAL,EU27,2014-01-01,3.1
Y_GE16,M,TOOEFW,PC,TOTAL,EU27,2015-01-01,2.8
Y_GE16,M,TOOEFW,PC,TOTAL,EU27,2016-01-01,2.1
Y_GE16,M,TOOEFW,PC,TOTAL,EU27,2017-01-01,1.4
Y_GE16,M,TOOEFW,PC,TOTAL,EU28,2008-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,EU28,2009-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,EU28,2010-01-01,2.6
Y_GE16,M,TOOEFW,PC,TOTAL,EU28,2011-01-01,2.9
Y_GE16,M,TOOEFW,PC,TOTAL,EU28,2012-01-01,2.8
Y_GE16,M,TOOEFW,PC,TOTAL,EU28,2013-01-01,3.0
Y_GE16,M,TOOEFW,PC,TOTAL,EU28,2014-01-01,3.1
Y_GE16,M,TOOEFW,PC,TOTAL,EU28,2015-01-01,2.7
Y_GE16,M,TOOEFW,PC,TOTAL,EU28,2016-01-01,2.1
Y_GE16,M,TOOEFW,PC,TOTAL,EU28,2017-01-01,1.4
Y_GE16,M,TOOEFW,PC,TOTAL,FI,2008-01-01,0.6
Y_GE16,M,TOOEFW,PC,TOTAL,FI,2009-01-01,2.9
Y_GE16,M,TOOEFW,PC,TOTAL,FI,2010-01-01,3.0
Y_GE16,M,TOOEFW,PC,TOTAL,FI,2011-01-01,3.0
Y_GE16,M,TOOEFW,PC,TOTAL,FI,2012-01-01,3.6
Y_GE16,M,TOOEFW,PC,TOTAL,FI,2013-01-01,3.1
Y_GE16,M,TOOEFW,PC,TOTAL,FI,2014-01-01,2.5
Y_GE16,M,TOOEFW,PC,TOTAL,FI,2015-01-01,3.6
Y_GE16,M,TOOEFW,PC,TOTAL,FI,2016-01-01,3.2
Y_GE16,M,TOOEFW,PC,TOTAL,FI,2017-01-01,2.5
Y_GE16,M,TOOEFW,PC,TOTAL,FR,2008-01-01,1.4
Y_GE16,M,TOOEFW,PC,TOTAL,FR,2009-01-01,1.5
Y_GE16,M,TOOEFW,PC,TOTAL,FR,2010-01-01,1.6
Y_GE16,M,TOOEFW,PC,TOTAL,FR,2011-01-01,1.8
Y_GE16,M,TOOEFW,PC,TOTAL,FR,2012-01-01,1.6
Y_GE16,M,TOOEFW,PC,TOTAL,FR,2013-01-01,1.9
Y_GE16,M,TOOEFW,PC,TOTAL,FR,2014-01-01,2.1
Y_GE16,M,TOOEFW,PC,TOTAL,FR,2015-01-01,0.9
Y_GE16,M,TOOEFW,PC,TOTAL,FR,2016-01-01,1.1
Y_GE16,M,TOOEFW,PC,TOTAL,FR,2017-01-01,0.9
Y_GE16,M,TOOEFW,PC,TOTAL,HR,2008-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,HR,2009-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,HR,2010-01-01,5.8
Y_GE16,M,TOOEFW,PC,TOTAL,HR,2011-01-01,4.8
Y_GE16,M,TOOEFW,PC,TOTAL,HR,2012-01-01,2.9
Y_GE16,M,TOOEFW,PC,TOTAL,HR,2013-01-01,2.7
Y_GE16,M,TOOEFW,PC,TOTAL,HR,2014-01-01,2.5
Y_GE16,M,TOOEFW,PC,TOTAL,HR,2015-01-01,1.6
Y_GE16,M,TOOEFW,PC,TOTAL,HR,2016-01-01,1.4
Y_GE16,M,TOOEFW,PC,TOTAL,HR,2017-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,HU,2008-01-01,2.8
Y_GE16,M,TOOEFW,PC,TOTAL,HU,2009-01-01,1.8
Y_GE16,M,TOOEFW,PC,TOTAL,HU,2010-01-01,1.4
Y_GE16,M,TOOEFW,PC,TOTAL,HU,2011-01-01,2.5
Y_GE16,M,TOOEFW,PC,TOTAL,HU,2012-01-01,2.4
Y_GE16,M,TOOEFW,PC,TOTAL,HU,2013-01-01,2.3
Y_GE16,M,TOOEFW,PC,TOTAL,HU,2014-01-01,2.1
Y_GE16,M,TOOEFW,PC,TOTAL,HU,2015-01-01,2.4
Y_GE16,M,TOOEFW,PC,TOTAL,HU,2016-01-01,1.1
Y_GE16,M,TOOEFW,PC,TOTAL,HU,2017-01-01,0.8
Y_GE16,M,TOOEFW,PC,TOTAL,IE,2008-01-01,1.4
Y_GE16,M,TOOEFW,PC,TOTAL,IE,2009-01-01,1.7
Y_GE16,M,TOOEFW,PC,TOTAL,IE,2010-01-01,1.8
Y_GE16,M,TOOEFW,PC,TOTAL,IE,2011-01-01,1.9
Y_GE16,M,TOOEFW,PC,TOTAL,IE,2012-01-01,3.1
Y_GE16,M,TOOEFW,PC,TOTAL,IE,2013-01-01,2.7
Y_GE16,M,TOOEFW,PC,TOTAL,IE,2014-01-01,3.2
Y_GE16,M,TOOEFW,PC,TOTAL,IE,2015-01-01,2.3
Y_GE16,M,TOOEFW,PC,TOTAL,IE,2016-01-01,2.4
Y_GE16,M,TOOEFW,PC,TOTAL,IE,2017-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,IS,2008-01-01,1.5
Y_GE16,M,TOOEFW,PC,TOTAL,IS,2009-01-01,2.0
Y_GE16,M,TOOEFW,PC,TOTAL,IS,2010-01-01,2.4
Y_GE16,M,TOOEFW,PC,TOTAL,IS,2011-01-01,3.3
Y_GE16,M,TOOEFW,PC,TOTAL,IS,2012-01-01,3.6
Y_GE16,M,TOOEFW,PC,TOTAL,IS,2013-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,IS,2014-01-01,3.5
Y_GE16,M,TOOEFW,PC,TOTAL,IS,2015-01-01,3.1
Y_GE16,M,TOOEFW,PC,TOTAL,IS,2016-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,IS,2017-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,IT,2008-01-01,4.2
Y_GE16,M,TOOEFW,PC,TOTAL,IT,2009-01-01,4.5
Y_GE16,M,TOOEFW,PC,TOTAL,IT,2010-01-01,4.3
Y_GE16,M,TOOEFW,PC,TOTAL,IT,2011-01-01,4.9
Y_GE16,M,TOOEFW,PC,TOTAL,IT,2012-01-01,4.9
Y_GE16,M,TOOEFW,PC,TOTAL,IT,2013-01-01,6.3
Y_GE16,M,TOOEFW,PC,TOTAL,IT,2014-01-01,6.4
Y_GE16,M,TOOEFW,PC,TOTAL,IT,2015-01-01,6.5
Y_GE16,M,TOOEFW,PC,TOTAL,IT,2016-01-01,4.9
Y_GE16,M,TOOEFW,PC,TOTAL,IT,2017-01-01,1.5
Y_GE16,M,TOOEFW,PC,TOTAL,LT,2008-01-01,4.4
Y_GE16,M,TOOEFW,PC,TOTAL,LT,2009-01-01,2.2
Y_GE16,M,TOOEFW,PC,TOTAL,LT,2010-01-01,2.1
Y_GE16,M,TOOEFW,PC,TOTAL,LT,2011-01-01,1.7
Y_GE16,M,TOOEFW,PC,TOTAL,LT,2012-01-01,1.7
Y_GE16,M,TOOEFW,PC,TOTAL,LT,2013-01-01,2.0
Y_GE16,M,TOOEFW,PC,TOTAL,LT,2014-01-01,2.4
Y_GE16,M,TOOEFW,PC,TOTAL,LT,2015-01-01,2.2
Y_GE16,M,TOOEFW,PC,TOTAL,LT,2016-01-01,2.1
Y_GE16,M,TOOEFW,PC,TOTAL,LT,2017-01-01,1.3
Y_GE16,M,TOOEFW,PC,TOTAL,LU,2008-01-01,0.4
Y_GE16,M,TOOEFW,PC,TOTAL,LU,2009-01-01,0.5
Y_GE16,M,TOOEFW,PC,TOTAL,LU,2010-01-01,0.7
Y_GE16,M,TOOEFW,PC,TOTAL,LU,2011-01-01,0.5
Y_GE16,M,TOOEFW,PC,TOTAL,LU,2012-01-01,0.7
Y_GE16,M,TOOEFW,PC,TOTAL,LU,2013-01-01,0.8
Y_GE16,M,TOOEFW,PC,TOTAL,LU,2014-01-01,0.7
Y_GE16,M,TOOEFW,PC,TOTAL,LU,2015-01-01,0.7
Y_GE16,M,TOOEFW,PC,TOTAL,LU,2016-01-01,0.4
Y_GE16,M,TOOEFW,PC,TOTAL,LU,2017-01-01,0.1
Y_GE16,M,TOOEFW,PC,TOTAL,LV,2008-01-01,7.7
Y_GE16,M,TOOEFW,PC,TOTAL,LV,2009-01-01,8.3
Y_GE16,M,TOOEFW,PC,TOTAL,LV,2010-01-01,12.4
Y_GE16,M,TOOEFW,PC,TOTAL,LV,2011-01-01,13.9
Y_GE16,M,TOOEFW,PC,TOTAL,LV,2012-01-01,10.9
Y_GE16,M,TOOEFW,PC,TOTAL,LV,2013-01-01,11.7
Y_GE16,M,TOOEFW,PC,TOTAL,LV,2014-01-01,10.8
Y_GE16,M,TOOEFW,PC,TOTAL,LV,2015-01-01,7.2
Y_GE16,M,TOOEFW,PC,TOTAL,LV,2016-01-01,7.1
Y_GE16,M,TOOEFW,PC,TOTAL,LV,2017-01-01,5.3
Y_GE16,M,TOOEFW,PC,TOTAL,ME,2008-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,ME,2009-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,ME,2010-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,ME,2011-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,ME,2012-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,ME,2013-01-01,10.2
Y_GE16,M,TOOEFW,PC,TOTAL,ME,2014-01-01,6.9
Y_GE16,M,TOOEFW,PC,TOTAL,ME,2015-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,ME,2016-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,ME,2017-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,MK,2008-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,MK,2009-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,MK,2010-01-01,10.0
Y_GE16,M,TOOEFW,PC,TOTAL,MK,2011-01-01,7.1
Y_GE16,M,TOOEFW,PC,TOTAL,MK,2012-01-01,6.9
Y_GE16,M,TOOEFW,PC,TOTAL,MK,2013-01-01,5.6
Y_GE16,M,TOOEFW,PC,TOTAL,MK,2014-01-01,4.5
Y_GE16,M,TOOEFW,PC,TOTAL,MK,2015-01-01,2.5
Y_GE16,M,TOOEFW,PC,TOTAL,MK,2016-01-01,2.6
Y_GE16,M,TOOEFW,PC,TOTAL,MK,2017-01-01,
Y_GE16,M,TOOEFW,PC,TOTAL,MT,2008-01-01,0.5
Y_GE16,M,TOOEFW,PC,TOTAL,MT,2009-01-01,1.3
Y_GE16,M,TOOEFW,PC,TOTAL,MT,2010-01-01,1.2
Y_GE16,M,TOOEFW,PC,TOTAL,MT,2011-01-01,0.9
Y_GE16,M,TOOEFW,PC,TOTAL,MT,2012-01-01,1.0
Y_GE16,M,TOOEFW,PC,TOTAL,MT,2013-01-01,0.7
Y_GE16,M,TOOEFW,PC,TOTAL,MT,2014-01-01,0.8
Y_GE16,M,TOOEFW,PC,TOTAL,MT,2015-01-01,0.7
Y_GE16,M,TOOEFW,PC,TOTAL,MT,2016-01-01,0.8
Y_GE16,M,TOOEFW,PC,TOTAL,MT,2017-01-01,0.1
Y_GE16,M,TOOEFW,PC,TOTAL,NL,2008-01-01,0.2
Y_GE16,M,TOOEFW,PC,TOTAL,NL,2009-01-01,0.4
Y_GE16,M,TOOEFW,PC,TOTAL,NL,2010-01-01,0.3
Y_GE16,M,TOOEFW,PC,TOTAL,NL,2011-01-01,0.4
Y_GE16,M,TOOEFW,PC,TOTAL,NL,2012-01-01,0.3
Y_GE16,M,TOOEFW,PC,TOTAL,NL,2013-01-01,0.3
Y_GE16,M,TOOEFW,PC,TOTAL,NL,2014-01-01,0.4
Y_GE16,M,TOOEFW,PC,TOTAL,NL,2015-01-01,0.1
Y_GE16,M,TOOEFW,PC,TOTAL,NL,2016-01-01,0.2
Y_GE16,M,TOOEFW,PC,TOTAL,NL,2017-01-01,0.1
Y_GE16,M,TOOEFW,PC,TOTAL,NO,2008-01-01,1.3
Y_GE16,M,TOOEFW,PC,TOTAL,NO,2009-01-01,1.2
Y_GE16,M,TOOEFW,PC,TOTAL,NO,2010-01-01,1.4
Y_GE16,M,TOOEFW,PC,TOTAL,NO,2011-01-01,1.8
Y_GE16,M,TOOEFW,PC,TOTAL,NO,2012-01-01,1.1
Y_GE16,M,TOOEFW,PC,TOTAL,NO,2013-01-01,1.1
Y_GE16,M,TOOEFW,PC,TOTAL,NO,2014-01-01,0.7
Y_GE16,M,TOOEFW,PC,TOTAL,NO,2015-01-01,1.0
Y_GE16,M,TOOEFW,PC,TOTAL,NO,2016-01-01,0.9
Y_GE16,M,TOOEFW,PC,TOTAL,NO,2017-01-01,1.3
Y_GE16,M,TOOEFW,PC,TOTAL,PL,2008-01-01,4.9
Y_GE16,M,TOOEFW,PC,TOTAL,PL,2009-01-01,5.9
Y_GE16,M,TOOEFW,PC,TOTAL,PL,2010-01-01,6.8
Y_GE16,M,TOOEFW,PC,TOTAL,PL,2011-01-01,6.5
