na_item,unit,geotime,date,value
NULC_PER,I10,AT,1995-01-01,87.3
NULC_PER,I10,AT,1996-01-01,86.8
NULC_PER,I10,AT,1997-01-01,86.4
NULC_PER,I10,AT,1998-01-01,86.5
NULC_PER,I10,AT,1999-01-01,86.4
NULC_PER,I10,AT,2000-01-01,86.3
NULC_PER,I10,AT,2001-01-01,87.1
NULC_PER,I10,AT,2002-01-01,87.4
NULC_PER,I10,AT,2003-01-01,88.7
NULC_PER,I10,AT,2004-01-01,88.6
NULC_PER,I10,AT,2005-01-01,89.5
NULC_PER,I10,AT,2006-01-01,90.8
NULC_PER,I10,AT,2007-01-01,91.7
NULC_PER,I10,AT,2008-01-01,95.2
NULC_PER,I10,AT,2009-01-01,100.0
NULC_PER,I10,AT,2010-01-01,100.0
NULC_PER,I10,AT,2011-01-01,100.7
NULC_PER,I10,AT,2012-01-01,103.8
NULC_PER,I10,AT,2013-01-01,106.4
NULC_PER,I10,AT,2014-01-01,108.7
NULC_PER,I10,AT,2015-01-01,110.2
NULC_PER,I10,AT,2016-01-01,112.0
NULC_PER,I10,AT,2017-01-01,112.7
NULC_PER,I10,BE,1995-01-01,80.4
NULC_PER,I10,BE,1996-01-01,80.9
NULC_PER,I10,BE,1997-01-01,80.9
NULC_PER,I10,BE,1998-01-01,81.9
NULC_PER,I10,BE,1999-01-01,82.9
NULC_PER,I10,BE,2000-01-01,83.2
NULC_PER,I10,BE,2001-01-01,86.7
NULC_PER,I10,BE,2002-01-01,88.4
NULC_PER,I10,BE,2003-01-01,89.3
NULC_PER,I10,BE,2004-01-01,88.6
NULC_PER,I10,BE,2005-01-01,89.6
NULC_PER,I10,BE,2006-01-01,91.6
NULC_PER,I10,BE,2007-01-01,93.2
NULC_PER,I10,BE,2008-01-01,97.6
NULC_PER,I10,BE,2009-01-01,100.7
NULC_PER,I10,BE,2010-01-01,100.0
NULC_PER,I10,BE,2011-01-01,102.7
NULC_PER,I10,BE,2012-01-01,106.1
NULC_PER,I10,BE,2013-01-01,108.3
NULC_PER,I10,BE,2014-01-01,108.4
NULC_PER,I10,BE,2015-01-01,107.5
NULC_PER,I10,BE,2016-01-01,107.9
NULC_PER,I10,BE,2017-01-01,109.6
NULC_PER,I10,BG,1995-01-01,1.9
NULC_PER,I10,BG,1996-01-01,3.0
NULC_PER,I10,BG,1997-01-01,34.1
NULC_PER,I10,BG,1998-01-01,51.1
NULC_PER,I10,BG,1999-01-01,57.0
NULC_PER,I10,BG,2000-01-01,58.3
NULC_PER,I10,BG,2001-01-01,63.2
NULC_PER,I10,BG,2002-01-01,63.4
NULC_PER,I10,BG,2003-01-01,64.6
NULC_PER,I10,BG,2004-01-01,66.2
NULC_PER,I10,BG,2005-01-01,69.3
NULC_PER,I10,BG,2006-01-01,71.3
NULC_PER,I10,BG,2007-01-01,77.2
NULC_PER,I10,BG,2008-01-01,87.0
NULC_PER,I10,BG,2009-01-01,95.9
NULC_PER,I10,BG,2010-01-01,100.0
NULC_PER,I10,BG,2011-01-01,102.5
NULC_PER,I10,BG,2012-01-01,107.6
NULC_PER,I10,BG,2013-01-01,116.0
NULC_PER,I10,BG,2014-01-01,120.7
NULC_PER,I10,BG,2015-01-01,123.7
NULC_PER,I10,BG,2016-01-01,126.5
NULC_PER,I10,BG,2017-01-01,137.1
NULC_PER,I10,CY,1995-01-01,65.8
NULC_PER,I10,CY,1996-01-01,68.4
NULC_PER,I10,CY,1997-01-01,70.8
NULC_PER,I10,CY,1998-01-01,69.7
NULC_PER,I10,CY,1999-01-01,70.6
NULC_PER,I10,CY,2000-01-01,71.8
NULC_PER,I10,CY,2001-01-01,73.2
NULC_PER,I10,CY,2002-01-01,75.6
NULC_PER,I10,CY,2003-01-01,82.3
NULC_PER,I10,CY,2004-01-01,83.2
NULC_PER,I10,CY,2005-01-01,87.7
NULC_PER,I10,CY,2006-01-01,88.9
NULC_PER,I10,CY,2007-01-01,90.0
NULC_PER,I10,CY,2008-01-01,92.8
NULC_PER,I10,CY,2009-01-01,100.2
NULC_PER,I10,CY,2010-01-01,100.0
NULC_PER,I10,CY,2011-01-01,101.7
NULC_PER,I10,CY,2012-01-01,103.1
NULC_PER,I10,CY,2013-01-01,97.4
NULC_PER,I10,CY,2014-01-01,93.5
NULC_PER,I10,CY,2015-01-01,91.9
NULC_PER,I10,CY,2016-01-01,90.7
NULC_PER,I10,CY,2017-01-01,91.0
NULC_PER,I10,CZ,1995-01-01,55.4
NULC_PER,I10,CZ,1996-01-01,62.6
