unit,age,sex,lmp_type,geotime,date,value
RT,TOTAL,F,TOT2_7,EE,2009-01-01,2
RT,TOTAL,F,TOT2_7,EE,2010-01-01,4
RT,TOTAL,F,TOT2_7,EE,2011-01-01,5
RT,TOTAL,F,TOT2_7,EE,2012-01-01,7
RT,TOTAL,F,TOT2_7,EE,2013-01-01,6
RT,TOTAL,F,TOT2_7,EE,2014-01-01,5
RT,TOTAL,F,TOT2_7,EE,2015-01-01,6
RT,TOTAL,F,TOT2_7,EE,2016-01-01,
RT,TOTAL,F,TOT2_7,EL,2005-01-01,
RT,TOTAL,F,TOT2_7,EL,2006-01-01,7
RT,TOTAL,F,TOT2_7,EL,2007-01-01,7
RT,TOTAL,F,TOT2_7,EL,2008-01-01,8
RT,TOTAL,F,TOT2_7,EL,2009-01-01,
RT,TOTAL,F,TOT2_7,EL,2010-01-01,
RT,TOTAL,F,TOT2_7,EL,2011-01-01,
RT,TOTAL,F,TOT2_7,EL,2012-01-01,2
RT,TOTAL,F,TOT2_7,EL,2013-01-01,4
RT,TOTAL,F,TOT2_7,EL,2014-01-01,8
RT,TOTAL,F,TOT2_7,EL,2015-01-01,6
RT,TOTAL,F,TOT2_7,EL,2016-01-01,2
RT,TOTAL,F,TOT2_7,ES,2005-01-01,
RT,TOTAL,F,TOT2_7,ES,2006-01-01,63
RT,TOTAL,F,TOT2_7,ES,2007-01-01,
RT,TOTAL,F,TOT2_7,ES,2008-01-01,
RT,TOTAL,F,TOT2_7,ES,2009-01-01,
RT,TOTAL,F,TOT2_7,ES,2010-01-01,
RT,TOTAL,F,TOT2_7,ES,2011-01-01,
RT,TOTAL,F,TOT2_7,ES,2012-01-01,
RT,TOTAL,F,TOT2_7,ES,2013-01-01,
RT,TOTAL,F,TOT2_7,ES,2014-01-01,
RT,TOTAL,F,TOT2_7,ES,2015-01-01,
RT,TOTAL,F,TOT2_7,ES,2016-01-01,
RT,TOTAL,F,TOT2_7,EU28,2005-01-01,
RT,TOTAL,F,TOT2_7,EU28,2006-01-01,
RT,TOTAL,F,TOT2_7,EU28,2007-01-01,25
RT,TOTAL,F,TOT2_7,EU28,2008-01-01,25
RT,TOTAL,F,TOT2_7,EU28,2009-01-01,22
RT,TOTAL,F,TOT2_7,EU28,2010-01-01,
RT,TOTAL,F,TOT2_7,EU28,2011-01-01,
RT,TOTAL,F,TOT2_7,EU28,2012-01-01,16
RT,TOTAL,F,TOT2_7,EU28,2013-01-01,
RT,TOTAL,F,TOT2_7,EU28,2014-01-01,
RT,TOTAL,F,TOT2_7,EU28,2015-01-01,
RT,TOTAL,F,TOT2_7,EU28,2016-01-01,
RT,TOTAL,F,TOT2_7,FI,2005-01-01,25
RT,TOTAL,F,TOT2_7,FI,2006-01-01,27
RT,TOTAL,F,TOT2_7,FI,2007-01-01,29
RT,TOTAL,F,TOT2_7,FI,2008-01-01,32
RT,TOTAL,F,TOT2_7,FI,2009-01-01,28
RT,TOTAL,F,TOT2_7,FI,2010-01-01,30
RT,TOTAL,F,TOT2_7,FI,2011-01-01,34
RT,TOTAL,F,TOT2_7,FI,2012-01-01,33
RT,TOTAL,F,TOT2_7,FI,2013-01-01,32
RT,TOTAL,F,TOT2_7,FI,2014-01-01,32
RT,TOTAL,F,TOT2_7,FI,2015-01-01,29
RT,TOTAL,F,TOT2_7,FI,2016-01-01,29
RT,TOTAL,F,TOT2_7,FR,2005-01-01,32
RT,TOTAL,F,TOT2_7,FR,2006-01-01,33
RT,TOTAL,F,TOT2_7,FR,2007-01-01,37
RT,TOTAL,F,TOT2_7,FR,2008-01-01,39
RT,TOTAL,F,TOT2_7,FR,2009-01-01,31
RT,TOTAL,F,TOT2_7,FR,2010-01-01,34
RT,TOTAL,F,TOT2_7,FR,2011-01-01,31
RT,TOTAL,F,TOT2_7,FR,2012-01-01,30
RT,TOTAL,F,TOT2_7,FR,2013-01-01,30
RT,TOTAL,F,TOT2_7,FR,2014-01-01,31
RT,TOTAL,F,TOT2_7,FR,2015-01-01,33
RT,TOTAL,F,TOT2_7,FR,2016-01-01,35
RT,TOTAL,F,TOT2_7,HR,2005-01-01,
RT,TOTAL,F,TOT2_7,HR,2006-01-01,
RT,TOTAL,F,TOT2_7,HR,2007-01-01,
RT,TOTAL,F,TOT2_7,HR,2008-01-01,
RT,TOTAL,F,TOT2_7,HR,2009-01-01,
RT,TOTAL,F,TOT2_7,HR,2010-01-01,
RT,TOTAL,F,TOT2_7,HR,2011-01-01,
RT,TOTAL,F,TOT2_7,HR,2012-01-01,3
RT,TOTAL,F,TOT2_7,HR,2013-01-01,5
RT,TOTAL,F,TOT2_7,HR,2014-01-01,5
RT,TOTAL,F,TOT2_7,HR,2015-01-01,7
RT,TOTAL,F,TOT2_7,HR,2016-01-01,8
RT,TOTAL,F,TOT2_7,HU,2005-01-01,
RT,TOTAL,F,TOT2_7,HU,2006-01-01,
RT,TOTAL,F,TOT2_7,HU,2007-01-01,
RT,TOTAL,F,TOT2_7,HU,2008-01-01,
RT,TOTAL,F,TOT2_7,HU,2009-01-01,11
RT,TOTAL,F,TOT2_7,HU,2010-01-01,19
RT,TOTAL,F,TOT2_7,HU,2011-01-01,12
RT,TOTAL,F,TOT2_7,HU,2012-01-01,40
RT,TOTAL,F,TOT2_7,HU,2013-01-01,33
RT,TOTAL,F,TOT2_7,HU,2014-01-01,32
RT,TOTAL,F,TOT2_7,HU,2015-01-01,37
RT,TOTAL,F,TOT2_7,HU,2016-01-01,50
RT,TOTAL,F,TOT2_7,IE,2005-01-01,38
RT,TOTAL,F,TOT2_7,IE,2006-01-01,34
RT,TOTAL,F,TOT2_7,IE,2007-01-01,36
RT,TOTAL,F,TOT2_7,IE,2008-01-01,35
RT,TOTAL,F,TOT2_7,IE,2009-01-01,29
RT,TOTAL,F,TOT2_7,IE,2010-01-01,21
RT,TOTAL,F,TOT2_7,IE,2011-01-01,20
RT,TOTAL,F,TOT2_7,IE,2012-01-01,18
RT,TOTAL,F,TOT2_7,IE,2013-01-01,18
RT,TOTAL,F,TOT2_7,IE,2014-01-01,20
RT,TOTAL,F,TOT2_7,IE,2015-01-01,23
RT,TOTAL,F,TOT2_7,IE,2016-01-01,23
RT,TOTAL,F,TOT2_7,IT,2005-01-01,16
RT,TOTAL,F,TOT2_7,IT,2006-01-01,17
RT,TOTAL,F,TOT2_7,IT,2007-01-01,17
RT,TOTAL,F,TOT2_7,IT,2008-01-01,17
RT,TOTAL,F,TOT2_7,IT,2009-01-01,17
RT,TOTAL,F,TOT2_7,IT,2010-01-01,16
RT,TOTAL,F,TOT2_7,IT,2011-01-01,16
RT,TOTAL,F,TOT2_7,IT,2012-01-01,13
RT,TOTAL,F,TOT2_7,IT,2013-01-01,11
RT,TOTAL,F,TOT2_7,IT,2014-01-01,10
RT,TOTAL,F,TOT2_7,IT,2015-01-01,
RT,TOTAL,F,TOT2_7,IT,2016-01-01,
RT,TOTAL,F,TOT2_7,LT,2005-01-01,
RT,TOTAL,F,TOT2_7,LT,2006-01-01,12
RT,TOTAL,F,TOT2_7,LT,2007-01-01,16
RT,TOTAL,F,TOT2_7,LT,2008-01-01,7
RT,TOTAL,F,TOT2_7,LT,2009-01-01,5
RT,TOTAL,F,TOT2_7,LT,2010-01-01,5
RT,TOTAL,F,TOT2_7,LT,2011-01-01,
RT,TOTAL,F,TOT2_7,LT,2012-01-01,
RT,TOTAL,F,TOT2_7,LT,2013-01-01,
RT,TOTAL,F,TOT2_7,LT,2014-01-01,
RT,TOTAL,F,TOT2_7,LT,2015-01-01,
RT,TOTAL,F,TOT2_7,LT,2016-01-01,
RT,TOTAL,F,TOT2_7,LU,2005-01-01,54
RT,TOTAL,F,TOT2_7,LU,2006-01-01,45
RT,TOTAL,F,TOT2_7,LU,2007-01-01,81
RT,TOTAL,F,TOT2_7,LU,2008-01-01,60
RT,TOTAL,F,TOT2_7,LU,2009-01-01,30
RT,TOTAL,F,TOT2_7,LU,2010-01-01,40
RT,TOTAL,F,TOT2_7,LU,2011-01-01,30
RT,TOTAL,F,TOT2_7,LU,2012-01-01,34
RT,TOTAL,F,TOT2_7,LU,2013-01-01,35
RT,TOTAL,F,TOT2_7,LU,2014-01-01,41
RT,TOTAL,F,TOT2_7,LU,2015-01-01,28
RT,TOTAL,F,TOT2_7,LU,2016-01-01,37
RT,TOTAL,F,TOT2_7,LV,2005-01-01,4
RT,TOTAL,F,TOT2_7,LV,2006-01-01,4
RT,TOTAL,F,TOT2_7,LV,2007-01-01,3
RT,TOTAL,F,TOT2_7,LV,2008-01-01,3
RT,TOTAL,F,TOT2_7,LV,2009-01-01,4
RT,TOTAL,F,TOT2_7,LV,2010-01-01,10
RT,TOTAL,F,TOT2_7,LV,2011-01-01,12
RT,TOTAL,F,TOT2_7,LV,2012-01-01,7
RT,TOTAL,F,TOT2_7,LV,2013-01-01,8
RT,TOTAL,F,TOT2_7,LV,2014-01-01,8
RT,TOTAL,F,TOT2_7,LV,2015-01-01,4
RT,TOTAL,F,TOT2_7,LV,2016-01-01,6
RT,TOTAL,F,TOT2_7,MT,2005-01-01,
RT,TOTAL,F,TOT2_7,MT,2006-01-01,2
RT,TOTAL,F,TOT2_7,MT,2007-01-01,1
RT,TOTAL,F,TOT2_7,MT,2008-01-01,1
RT,TOTAL,F,TOT2_7,MT,2009-01-01,1
RT,TOTAL,F,TOT2_7,MT,2010-01-01,5
RT,TOTAL,F,TOT2_7,MT,2011-01-01,21
RT,TOTAL,F,TOT2_7,MT,2012-01-01,9
RT,TOTAL,F,TOT2_7,MT,2013-01-01,5
RT,TOTAL,F,TOT2_7,MT,2014-01-01,9
RT,TOTAL,F,TOT2_7,MT,2015-01-01,9
RT,TOTAL,F,TOT2_7,MT,2016-01-01,6
RT,TOTAL,F,TOT2_7,NL,2005-01-01,
RT,TOTAL,F,TOT2_7,NL,2006-01-01,
RT,TOTAL,F,TOT2_7,NL,2007-01-01,19
RT,TOTAL,F,TOT2_7,NL,2008-01-01,21
RT,TOTAL,F,TOT2_7,NL,2009-01-01,20
RT,TOTAL,F,TOT2_7,NL,2010-01-01,15
RT,TOTAL,F,TOT2_7,NL,2011-01-01,12
RT,TOTAL,F,TOT2_7,NL,2012-01-01,11
RT,TOTAL,F,TOT2_7,NL,2013-01-01,9
RT,TOTAL,F,TOT2_7,NL,2014-01-01,8
RT,TOTAL,F,TOT2_7,NL,2015-01-01,
RT,TOTAL,F,TOT2_7,NL,2016-01-01,
RT,TOTAL,F,TOT2_7,NO,2005-01-01,25
RT,TOTAL,F,TOT2_7,NO,2006-01-01,28
RT,TOTAL,F,TOT2_7,NO,2007-01-01,33
RT,TOTAL,F,TOT2_7,NO,2008-01-01,30
RT,TOTAL,F,TOT2_7,NO,2009-01-01,28
RT,TOTAL,F,TOT2_7,NO,2010-01-01,28
RT,TOTAL,F,TOT2_7,NO,2011-01-01,29
RT,TOTAL,F,TOT2_7,NO,2012-01-01,25
RT,TOTAL,F,TOT2_7,NO,2013-01-01,22
RT,TOTAL,F,TOT2_7,NO,2014-01-01,23
RT,TOTAL,F,TOT2_7,NO,2015-01-01,19
RT,TOTAL,F,TOT2_7,NO,2016-01-01,19
RT,TOTAL,F,TOT2_7,PL,2005-01-01,8
RT,TOTAL,F,TOT2_7,PL,2006-01-01,10
RT,TOTAL,F,TOT2_7,PL,2007-01-01,12
RT,TOTAL,F,TOT2_7,PL,2008-01-01,22
RT,TOTAL,F,TOT2_7,PL,2009-01-01,21
RT,TOTAL,F,TOT2_7,PL,2010-01-01,17
RT,TOTAL,F,TOT2_7,PL,2011-01-01,13
RT,TOTAL,F,TOT2_7,PL,2012-01-01,13
RT,TOTAL,F,TOT2_7,PL,2013-01-01,12
RT,TOTAL,F,TOT2_7,PL,2014-01-01,14
RT,TOTAL,F,TOT2_7,PL,2015-01-01,19
RT,TOTAL,F,TOT2_7,PL,2016-01-01,22
RT,TOTAL,F,TOT2_7,PT,2005-01-01,31
RT,TOTAL,F,TOT2_7,PT,2006-01-01,28
RT,TOTAL,F,TOT2_7,PT,2007-01-01,27
RT,TOTAL,F,TOT2_7,PT,2008-01-01,30
RT,TOTAL,F,TOT2_7,PT,2009-01-01,34
RT,TOTAL,F,TOT2_7,PT,2010-01-01,30
RT,TOTAL,F,TOT2_7,PT,2011-01-01,20
RT,TOTAL,F,TOT2_7,PT,2012-01-01,16
RT,TOTAL,F,TOT2_7,PT,2013-01-01,16
RT,TOTAL,F,TOT2_7,PT,2014-01-01,24
RT,TOTAL,F,TOT2_7,PT,2015-01-01,28
RT,TOTAL,F,TOT2_7,PT,2016-01-01,23
RT,TOTAL,F,TOT2_7,RO,2005-01-01,5
RT,TOTAL,F,TOT2_7,RO,2006-01-01,5
RT,TOTAL,F,TOT2_7,RO,2007-01-01,5
RT,TOTAL,F,TOT2_7,RO,2008-01-01,6
RT,TOTAL,F,TOT2_7,RO,2009-01-01,3
RT,TOTAL,F,TOT2_7,RO,2010-01-01,3
RT,TOTAL,F,TOT2_7,RO,2011-01-01,3
RT,TOTAL,F,TOT2_7,RO,2012-01-01,4
RT,TOTAL,F,TOT2_7,RO,2013-01-01,3
RT,TOTAL,F,TOT2_7,RO,2014-01-01,3
RT,TOTAL,F,TOT2_7,RO,2015-01-01,3
RT,TOTAL,F,TOT2_7,RO,2016-01-01,5
RT,TOTAL,F,TOT2_7,SE,2005-01-01,28
RT,TOTAL,F,TOT2_7,SE,2006-01-01,30
RT,TOTAL,F,TOT2_7,SE,2007-01-01,25
RT,TOTAL,F,TOT2_7,SE,2008-01-01,23
RT,TOTAL,F,TOT2_7,SE,2009-01-01,21
RT,TOTAL,F,TOT2_7,SE,2010-01-01,27
RT,TOTAL,F,TOT2_7,SE,2011-01-01,31
RT,TOTAL,F,TOT2_7,SE,2012-01-01,34
RT,TOTAL,F,TOT2_7,SE,2013-01-01,35
RT,TOTAL,F,TOT2_7,SE,2014-01-01,35
RT,TOTAL,F,TOT2_7,SE,2015-01-01,36
RT,TOTAL,F,TOT2_7,SE,2016-01-01,35
RT,TOTAL,F,TOT2_7,SI,2005-01-01,9
RT,TOTAL,F,TOT2_7,SI,2006-01-01,16
RT,TOTAL,F,TOT2_7,SI,2007-01-01,11
RT,TOTAL,F,TOT2_7,SI,2008-01-01,8
RT,TOTAL,F,TOT2_7,SI,2009-01-01,30
RT,TOTAL,F,TOT2_7,SI,2010-01-01,19
RT,TOTAL,F,TOT2_7,SI,2011-01-01,14
RT,TOTAL,F,TOT2_7,SI,2012-01-01,8
RT,TOTAL,F,TOT2_7,SI,2013-01-01,10
RT,TOTAL,F,TOT2_7,SI,2014-01-01,10
RT,TOTAL,F,TOT2_7,SI,2015-01-01,7
RT,TOTAL,F,TOT2_7,SI,2016-01-01,6
RT,TOTAL,F,TOT2_7,SK,2005-01-01,24
RT,TOTAL,F,TOT2_7,SK,2006-01-01,27
RT,TOTAL,F,TOT2_7,SK,2007-01-01,21
RT,TOTAL,F,TOT2_7,SK,2008-01-01,23
RT,TOTAL,F,TOT2_7,SK,2009-01-01,15
RT,TOTAL,F,TOT2_7,SK,2010-01-01,20
RT,TOTAL,F,TOT2_7,SK,2011-01-01,15
RT,TOTAL,F,TOT2_7,SK,2012-01-01,16
RT,TOTAL,F,TOT2_7,SK,2013-01-01,14
RT,TOTAL,F,TOT2_7,SK,2014-01-01,15
RT,TOTAL,F,TOT2_7,SK,2015-01-01,13
RT,TOTAL,F,TOT2_7,SK,2016-01-01,19
RT,TOTAL,M,TOT2_7,AT,2005-01-01,19
RT,TOTAL,M,TOT2_7,AT,2006-01-01,25
RT,TOTAL,M,TOT2_7,AT,2007-01-01,27
RT,TOTAL,M,TOT2_7,AT,2008-01-01,31
RT,TOTAL,M,TOT2_7,AT,2009-01-01,33
RT,TOTAL,M,TOT2_7,AT,2010-01-01,28
RT,TOTAL,M,TOT2_7,AT,2011-01-01,25
RT,TOTAL,M,TOT2_7,AT,2012-01-01,24
RT,TOTAL,M,TOT2_7,AT,2013-01-01,24
RT,TOTAL,M,TOT2_7,AT,2014-01-01,23
RT,TOTAL,M,TOT2_7,AT,2015-01-01,21
RT,TOTAL,M,TOT2_7,AT,2016-01-01,21
RT,TOTAL,M,TOT2_7,BE,2005-01-01,31
RT,TOTAL,M,TOT2_7,BE,2006-01-01,38
RT,TOTAL,M,TOT2_7,BE,2007-01-01,45
RT,TOTAL,M,TOT2_7,BE,2008-01-01,54
RT,TOTAL,M,TOT2_7,BE,2009-01-01,48
RT,TOTAL,M,TOT2_7,BE,2010-01-01,50
RT,TOTAL,M,TOT2_7,BE,2011-01-01,51
RT,TOTAL,M,TOT2_7,BE,2012-01-01,50
RT,TOTAL,M,TOT2_7,BE,2013-01-01,42
RT,TOTAL,M,TOT2_7,BE,2014-01-01,45
RT,TOTAL,M,TOT2_7,BE,2015-01-01,49
RT,TOTAL,M,TOT2_7,BE,2016-01-01,69
RT,TOTAL,M,TOT2_7,BG,2005-01-01,9
RT,TOTAL,M,TOT2_7,BG,2006-01-01,15
RT,TOTAL,M,TOT2_7,BG,2007-01-01,13
RT,TOTAL,M,TOT2_7,BG,2008-01-01,18
RT,TOTAL,M,TOT2_7,BG,2009-01-01,9
RT,TOTAL,M,TOT2_7,BG,2010-01-01,3
RT,TOTAL,M,TOT2_7,BG,2011-01-01,2
RT,TOTAL,M,TOT2_7,BG,2012-01-01,3
RT,TOTAL,M,TOT2_7,BG,2013-01-01,6
RT,TOTAL,M,TOT2_7,BG,2014-01-01,2
RT,TOTAL,M,TOT2_7,BG,2015-01-01,2
RT,TOTAL,M,TOT2_7,BG,2016-01-01,4
RT,TOTAL,M,TOT2_7,CY,2005-01-01,
RT,TOTAL,M,TOT2_7,CY,2006-01-01,4
RT,TOTAL,M,TOT2_7,CY,2007-01-01,8
RT,TOTAL,M,TOT2_7,CY,2008-01-01,7
RT,TOTAL,M,TOT2_7,CY,2009-01-01,6
RT,TOTAL,M,TOT2_7,CY,2010-01-01,13
RT,TOTAL,M,TOT2_7,CY,2011-01-01,11
RT,TOTAL,M,TOT2_7,CY,2012-01-01,6
RT,TOTAL,M,TOT2_7,CY,2013-01-01,4
RT,TOTAL,M,TOT2_7,CY,2014-01-01,7
RT,TOTAL,M,TOT2_7,CY,2015-01-01,8
RT,TOTAL,M,TOT2_7,CY,2016-01-01,7
RT,TOTAL,M,TOT2_7,DE,2005-01-01,26
RT,TOTAL,M,TOT2_7,DE,2006-01-01,30
RT,TOTAL,M,TOT2_7,DE,2007-01-01,33
RT,TOTAL,M,TOT2_7,DE,2008-01-01,34
RT,TOTAL,M,TOT2_7,DE,2009-01-01,37
RT,TOTAL,M,TOT2_7,DE,2010-01-01,42
RT,TOTAL,M,TOT2_7,DE,2011-01-01,41
RT,TOTAL,M,TOT2_7,DE,2012-01-01,38
RT,TOTAL,M,TOT2_7,DE,2013-01-01,35
RT,TOTAL,M,TOT2_7,DE,2014-01-01,35
RT,TOTAL,M,TOT2_7,DE,2015-01-01,34
RT,TOTAL,M,TOT2_7,DE,2016-01-01,22
RT,TOTAL,M,TOT2_7,DK,2005-01-01,45
RT,TOTAL,M,TOT2_7,DK,2006-01-01,55
RT,TOTAL,M,TOT2_7,DK,2007-01-01,48
RT,TOTAL,M,TOT2_7,DK,2008-01-01,57
RT,TOTAL,M,TOT2_7,DK,2009-01-01,41
RT,TOTAL,M,TOT2_7,DK,2010-01-01,42
RT,TOTAL,M,TOT2_7,DK,2011-01-01,41
RT,TOTAL,M,TOT2_7,DK,2012-01-01,38
RT,TOTAL,M,TOT2_7,DK,2013-01-01,38
RT,TOTAL,M,TOT2_7,DK,2014-01-01,38
RT,TOTAL,M,TOT2_7,DK,2015-01-01,46
RT,TOTAL,M,TOT2_7,DK,2016-01-01,38
RT,TOTAL,M,TOT2_7,EE,2005-01-01,1
RT,TOTAL,M,TOT2_7,EE,2006-01-01,1
RT,TOTAL,M,TOT2_7,EE,2007-01-01,1
RT,TOTAL,M,TOT2_7,EE,2008-01-01,1
RT,TOTAL,M,TOT2_7,EE,2009-01-01,1
RT,TOTAL,M,TOT2_7,EE,2010-01-01,3
RT,TOTAL,M,TOT2_7,EE,2011-01-01,3
RT,TOTAL,M,TOT2_7,EE,2012-01-01,3
RT,TOTAL,M,TOT2_7,EE,2013-01-01,3
RT,TOTAL,M,TOT2_7,EE,2014-01-01,2
RT,TOTAL,M,TOT2_7,EE,2015-01-01,3
RT,TOTAL,M,TOT2_7,EE,2016-01-01,
RT,TOTAL,M,TOT2_7,EL,2005-01-01,
RT,TOTAL,M,TOT2_7,EL,2006-01-01,6
RT,TOTAL,M,TOT2_7,EL,2007-01-01,7
RT,TOTAL,M,TOT2_7,EL,2008-01-01,8
RT,TOTAL,M,TOT2_7,EL,2009-01-01,
RT,TOTAL,M,TOT2_7,EL,2010-01-01,
RT,TOTAL,M,TOT2_7,EL,2011-01-01,
RT,TOTAL,M,TOT2_7,EL,2012-01-01,2
RT,TOTAL,M,TOT2_7,EL,2013-01-01,4
RT,TOTAL,M,TOT2_7,EL,2014-01-01,7
RT,TOTAL,M,TOT2_7,EL,2015-01-01,5
RT,TOTAL,M,TOT2_7,EL,2016-01-01,2
RT,TOTAL,M,TOT2_7,ES,2005-01-01,
RT,TOTAL,M,TOT2_7,ES,2006-01-01,136
RT,TOTAL,M,TOT2_7,ES,2007-01-01,
RT,TOTAL,M,TOT2_7,ES,2008-01-01,
RT,TOTAL,M,TOT2_7,ES,2009-01-01,
RT,TOTAL,M,TOT2_7,ES,2010-01-01,
RT,TOTAL,M,TOT2_7,ES,2011-01-01,
RT,TOTAL,M,TOT2_7,ES,2012-01-01,
RT,TOTAL,M,TOT2_7,ES,2013-01-01,
RT,TOTAL,M,TOT2_7,ES,2014-01-01,
RT,TOTAL,M,TOT2_7,ES,2015-01-01,
RT,TOTAL,M,TOT2_7,ES,2016-01-01,
RT,TOTAL,M,TOT2_7,EU28,2005-01-01,
RT,TOTAL,M,TOT2_7,EU28,2006-01-01,
RT,TOTAL,M,TOT2_7,EU28,2007-01-01,35
RT,TOTAL,M,TOT2_7,EU28,2008-01-01,32
RT,TOTAL,M,TOT2_7,EU28,2009-01-01,26
RT,TOTAL,M,TOT2_7,EU28,2010-01-01,
RT,TOTAL,M,TOT2_7,EU28,2011-01-01,
RT,TOTAL,M,TOT2_7,EU28,2012-01-01,20
RT,TOTAL,M,TOT2_7,EU28,2013-01-01,
RT,TOTAL,M,TOT2_7,EU28,2014-01-01,
RT,TOTAL,M,TOT2_7,EU28,2015-01-01,
RT,TOTAL,M,TOT2_7,EU28,2016-01-01,
RT,TOTAL,M,TOT2_7,FI,2005-01-01,20
RT,TOTAL,M,TOT2_7,FI,2006-01-01,21
RT,TOTAL,M,TOT2_7,FI,2007-01-01,23
RT,TOTAL,M,TOT2_7,FI,2008-01-01,26
RT,TOTAL,M,TOT2_7,FI,2009-01-01,20
RT,TOTAL,M,TOT2_7,FI,2010-01-01,24
RT,TOTAL,M,TOT2_7,FI,2011-01-01,26
RT,TOTAL,M,TOT2_7,FI,2012-01-01,26
RT,TOTAL,M,TOT2_7,FI,2013-01-01,25
RT,TOTAL,M,TOT2_7,FI,2014-01-01,25
RT,TOTAL,M,TOT2_7,FI,2015-01-01,24
RT,TOTAL,M,TOT2_7,FI,2016-01-01,25
RT,TOTAL,M,TOT2_7,FR,2005-01-01,48
RT,TOTAL,M,TOT2_7,FR,2006-01-01,49
RT,TOTAL,M,TOT2_7,FR,2007-01-01,56
RT,TOTAL,M,TOT2_7,FR,2008-01-01,58
RT,TOTAL,M,TOT2_7,FR,2009-01-01,42
RT,TOTAL,M,TOT2_7,FR,2010-01-01,46
RT,TOTAL,M,TOT2_7,FR,2011-01-01,43
RT,TOTAL,M,TOT2_7,FR,2012-01-01,38
RT,TOTAL,M,TOT2_7,FR,2013-01-01,38
RT,TOTAL,M,TOT2_7,FR,2014-01-01,37
RT,TOTAL,M,TOT2_7,FR,2015-01-01,36
RT,TOTAL,M,TOT2_7,FR,2016-01-01,38
RT,TOTAL,M,TOT2_7,HR,2005-01-01,
RT,TOTAL,M,TOT2_7,HR,2006-01-01,
RT,TOTAL,M,TOT2_7,HR,2007-01-01,
RT,TOTAL,M,TOT2_7,HR,2008-01-01,
RT,TOTAL,M,TOT2_7,HR,2009-01-01,
RT,TOTAL,M,TOT2_7,HR,2010-01-01,
RT,TOTAL,M,TOT2_7,HR,2011-01-01,
RT,TOTAL,M,TOT2_7,HR,2012-01-01,2
RT,TOTAL,M,TOT2_7,HR,2013-01-01,4
RT,TOTAL,M,TOT2_7,HR,2014-01-01,3
RT,TOTAL,M,TOT2_7,HR,2015-01-01,5
RT,TOTAL,M,TOT2_7,HR,2016-01-01,5
RT,TOTAL,M,TOT2_7,HU,2005-01-01,
RT,TOTAL,M,TOT2_7,HU,2006-01-01,
RT,TOTAL,M,TOT2_7,HU,2007-01-01,
RT,TOTAL,M,TOT2_7,HU,2008-01-01,
RT,TOTAL,M,TOT2_7,HU,2009-01-01,10
RT,TOTAL,M,TOT2_7,HU,2010-01-01,19
RT,TOTAL,M,TOT2_7,HU,2011-01-01,14
RT,TOTAL,M,TOT2_7,HU,2012-01-01,35
RT,TOTAL,M,TOT2_7,HU,2013-01-01,40
RT,TOTAL,M,TOT2_7,HU,2014-01-01,38
RT,TOTAL,M,TOT2_7,HU,2015-01-01,44
RT,TOTAL,M,TOT2_7,HU,2016-01-01,52
RT,TOTAL,M,TOT2_7,IE,2005-01-01,30
RT,TOTAL,M,TOT2_7,IE,2006-01-01,28
RT,TOTAL,M,TOT2_7,IE,2007-01-01,29
RT,TOTAL,M,TOT2_7,IE,2008-01-01,23
RT,TOTAL,M,TOT2_7,IE,2009-01-01,17
RT,TOTAL,M,TOT2_7,IE,2010-01-01,15
RT,TOTAL,M,TOT2_7,IE,2011-01-01,16
RT,TOTAL,M,TOT2_7,IE,2012-01-01,18
RT,TOTAL,M,TOT2_7,IE,2013-01-01,21
RT,TOTAL,M,TOT2_7,IE,2014-01-01,24
RT,TOTAL,M,TOT2_7,IE,2015-01-01,26
RT,TOTAL,M,TOT2_7,IE,2016-01-01,28
RT,TOTAL,M,TOT2_7,IT,2005-01-01,34
RT,TOTAL,M,TOT2_7,IT,2006-01-01,35
RT,TOTAL,M,TOT2_7,IT,2007-01-01,35
RT,TOTAL,M,TOT2_7,IT,2008-01-01,33
RT,TOTAL,M,TOT2_7,IT,2009-01-01,29
RT,TOTAL,M,TOT2_7,IT,2010-01-01,26
RT,TOTAL,M,TOT2_7,IT,2011-01-01,25
RT,TOTAL,M,TOT2_7,IT,2012-01-01,21
RT,TOTAL,M,TOT2_7,IT,2013-01-01,17
RT,TOTAL,M,TOT2_7,IT,2014-01-01,15
RT,TOTAL,M,TOT2_7,IT,2015-01-01,
RT,TOTAL,M,TOT2_7,IT,2016-01-01,
RT,TOTAL,M,TOT2_7,LT,2005-01-01,
RT,TOTAL,M,TOT2_7,LT,2006-01-01,9
RT,TOTAL,M,TOT2_7,LT,2007-01-01,11
RT,TOTAL,M,TOT2_7,LT,2008-01-01,5
RT,TOTAL,M,TOT2_7,LT,2009-01-01,4
RT,TOTAL,M,TOT2_7,LT,2010-01-01,4
RT,TOTAL,M,TOT2_7,LT,2011-01-01,
RT,TOTAL,M,TOT2_7,LT,2012-01-01,
RT,TOTAL,M,TOT2_7,LT,2013-01-01,
RT,TOTAL,M,TOT2_7,LT,2014-01-01,
RT,TOTAL,M,TOT2_7,LT,2015-01-01,
RT,TOTAL,M,TOT2_7,LT,2016-01-01,
RT,TOTAL,M,TOT2_7,LU,2005-01-01,129
RT,TOTAL,M,TOT2_7,LU,2006-01-01,132
RT,TOTAL,M,TOT2_7,LU,2007-01-01,162
RT,TOTAL,M,TOT2_7,LU,2008-01-01,122
