airpol,geotime,date,value
PM2_5,CY,1993-01-01,
PM2_5,CY,1994-01-01,
PM2_5,CY,1995-01-01,
PM2_5,CY,1996-01-01,
PM2_5,CY,1997-01-01,
PM2_5,CY,1998-01-01,
PM2_5,CY,1999-01-01,
PM2_5,CY,2000-01-01,
PM2_5,CY,2001-01-01,
PM2_5,CY,2002-01-01,
PM2_5,CY,2003-01-01,
PM2_5,CY,2004-01-01,
PM2_5,CY,2005-01-01,
PM2_5,CY,2006-01-01,
PM2_5,CY,2007-01-01,
PM2_5,CY,2008-01-01,
PM2_5,CY,2009-01-01,21
PM2_5,CY,2010-01-01,22
PM2_5,CY,2011-01-01,23
PM2_5,CY,2012-01-01,24
PM2_5,CY,2013-01-01,17
PM2_5,CY,2014-01-01,17
PM2_5,CY,2015-01-01,17
PM2_5,CY,2016-01-01,
PM2_5,CZ,1992-01-01,
PM2_5,CZ,1993-01-01,
PM2_5,CZ,1994-01-01,
PM2_5,CZ,1995-01-01,
PM2_5,CZ,1996-01-01,
PM2_5,CZ,1997-01-01,
PM2_5,CZ,1998-01-01,
PM2_5,CZ,1999-01-01,
PM2_5,CZ,2000-01-01,
PM2_5,CZ,2001-01-01,
PM2_5,CZ,2002-01-01,
PM2_5,CZ,2003-01-01,
PM2_5,CZ,2004-01-01,23
PM2_5,CZ,2005-01-01,26
PM2_5,CZ,2006-01-01,25
PM2_5,CZ,2007-01-01,18
PM2_5,CZ,2008-01-01,19
PM2_5,CZ,2009-01-01,20
PM2_5,CZ,2010-01-01,22
PM2_5,CZ,2011-01-01,21
PM2_5,CZ,2012-01-01,19
PM2_5,CZ,2013-01-01,20
PM2_5,CZ,2014-01-01,19
PM2_5,CZ,2015-01-01,17
PM2_5,CZ,2016-01-01,
PM2_5,DE,1992-01-01,
PM2_5,DE,1993-01-01,
PM2_5,DE,1994-01-01,
PM2_5,DE,1995-01-01,
PM2_5,DE,1996-01-01,
PM2_5,DE,1997-01-01,
PM2_5,DE,1998-01-01,
PM2_5,DE,1999-01-01,
PM2_5,DE,2000-01-01,
PM2_5,DE,2001-01-01,
PM2_5,DE,2002-01-01,
PM2_5,DE,2003-01-01,17
PM2_5,DE,2004-01-01,13
PM2_5,DE,2005-01-01,15
PM2_5,DE,2006-01-01,17
PM2_5,DE,2007-01-01,15
PM2_5,DE,2008-01-01,16
PM2_5,DE,2009-01-01,16
PM2_5,DE,2010-01-01,17
PM2_5,DE,2011-01-01,17
PM2_5,DE,2012-01-01,14
PM2_5,DE,2013-01-01,14
PM2_5,DE,2014-01-01,14
PM2_5,DE,2015-01-01,13
PM2_5,DE,2016-01-01,
PM2_5,DK,1992-01-01,
PM2_5,DK,1993-01-01,
PM2_5,DK,1994-01-01,
PM2_5,DK,1995-01-01,
PM2_5,DK,1996-01-01,
PM2_5,DK,1997-01-01,
PM2_5,DK,1998-01-01,
PM2_5,DK,1999-01-01,
PM2_5,DK,2000-01-01,
PM2_5,DK,2001-01-01,
PM2_5,DK,2002-01-01,
PM2_5,DK,2003-01-01,
PM2_5,DK,2004-01-01,9
PM2_5,DK,2005-01-01,10
PM2_5,DK,2006-01-01,11
PM2_5,DK,2007-01-01,10
PM2_5,DK,2008-01-01,10
PM2_5,DK,2009-01-01,10
PM2_5,DK,2010-01-01,11
PM2_5,DK,2011-01-01,16
PM2_5,DK,2012-01-01,11
PM2_5,DK,2013-01-01,10
PM2_5,DK,2014-01-01,12
PM2_5,DK,2015-01-01,11
PM2_5,DK,2016-01-01,
PM2_5,EE,1992-01-01,
PM2_5,EE,1993-01-01,
PM2_5,EE,1994-01-01,
PM2_5,EE,1995-01-01,
PM2_5,EE,1996-01-01,
PM2_5,EE,1997-01-01,
PM2_5,EE,1998-01-01,
PM2_5,EE,1999-01-01,
PM2_5,EE,2000-01-01,
PM2_5,EE,2001-01-01,
PM2_5,EE,2002-01-01,
PM2_5,EE,2003-01-01,
PM2_5,EE,2004-01-01,
PM2_5,EE,2005-01-01,
PM2_5,EE,2006-01-01,
PM2_5,EE,2007-01-01,10
PM2_5,EE,2008-01-01,5
PM2_5,EE,2009-01-01,6
PM2_5,EE,2010-01-01,7
PM2_5,EE,2011-01-01,6
PM2_5,EE,2012-01-01,7
PM2_5,EE,2013-01-01,8
PM2_5,EE,2014-01-01,8
PM2_5,EE,2015-01-01,6
PM2_5,EE,2016-01-01,
PM2_5,EL,1992-01-01,
PM2_5,EL,1993-01-01,
PM2_5,EL,1994-01-01,
PM2_5,EL,1995-01-01,
PM2_5,EL,1996-01-01,
PM2_5,EL,1997-01-01,
PM2_5,EL,1998-01-01,
PM2_5,EL,1999-01-01,
PM2_5,EL,2000-01-01,
PM2_5,EL,2001-01-01,
PM2_5,EL,2002-01-01,
PM2_5,EL,2003-01-01,
PM2_5,EL,2004-01-01,
PM2_5,EL,2005-01-01,28
PM2_5,EL,2006-01-01,
PM2_5,EL,2007-01-01,26
PM2_5,EL,2008-01-01,24
PM2_5,EL,2009-01-01,20
PM2_5,EL,2010-01-01,
PM2_5,EL,2011-01-01,17
PM2_5,EL,2012-01-01,18
PM2_5,EL,2013-01-01,10
PM2_5,EL,2014-01-01,
PM2_5,EL,2015-01-01,16
PM2_5,EL,2016-01-01,
PM2_5,ES,1992-01-01,
PM2_5,ES,1993-01-01,
PM2_5,ES,1994-01-01,
PM2_5,ES,1995-01-01,
PM2_5,ES,1996-01-01,
PM2_5,ES,1997-01-01,
PM2_5,ES,1998-01-01,
PM2_5,ES,1999-01-01,
PM2_5,ES,2000-01-01,
PM2_5,ES,2001-01-01,
PM2_5,ES,2002-01-01,
PM2_5,ES,2003-01-01,
PM2_5,ES,2004-01-01,14
PM2_5,ES,2005-01-01,14
PM2_5,ES,2006-01-01,21
PM2_5,ES,2007-01-01,15
PM2_5,ES,2008-01-01,13
PM2_5,ES,2009-01-01,15
PM2_5,ES,2010-01-01,13
PM2_5,ES,2011-01-01,13
PM2_5,ES,2012-01-01,13
PM2_5,ES,2013-01-01,11
PM2_5,ES,2014-01-01,11
PM2_5,ES,2015-01-01,13
PM2_5,ES,2016-01-01,
PM2_5,EU28,1992-01-01,
PM2_5,EU28,1993-01-01,
PM2_5,EU28,1994-01-01,
PM2_5,EU28,1995-01-01,
PM2_5,EU28,1996-01-01,
PM2_5,EU28,1997-01-01,
PM2_5,EU28,1998-01-01,
PM2_5,EU28,1999-01-01,14
PM2_5,EU28,2000-01-01,14
PM2_5,EU28,2001-01-01,14
PM2_5,EU28,2002-01-01,14
PM2_5,EU28,2003-01-01,14
PM2_5,EU28,2004-01-01,16
PM2_5,EU28,2005-01-01,15
PM2_5,EU28,2006-01-01,18
PM2_5,EU28,2007-01-01,16
PM2_5,EU28,2008-01-01,17
PM2_5,EU28,2009-01-01,17
PM2_5,EU28,2010-01-01,18
PM2_5,EU28,2011-01-01,18
PM2_5,EU28,2012-01-01,16
PM2_5,EU28,2013-01-01,15
PM2_5,EU28,2014-01-01,15
PM2_5,EU28,2015-01-01,14
PM2_5,EU28,2016-01-01,
PM2_5,FI,1992-01-01,
PM2_5,FI,1993-01-01,
PM2_5,FI,1994-01-01,
PM2_5,FI,1995-01-01,
PM2_5,FI,1996-01-01,
PM2_5,FI,1997-01-01,
PM2_5,FI,1998-01-01,
PM2_5,FI,1999-01-01,
PM2_5,FI,2000-01-01,
PM2_5,FI,2001-01-01,8
PM2_5,FI,2002-01-01,8
PM2_5,FI,2003-01-01,8
PM2_5,FI,2004-01-01,7
PM2_5,FI,2005-01-01,8
PM2_5,FI,2006-01-01,9
PM2_5,FI,2007-01-01,8
PM2_5,FI,2008-01-01,8
PM2_5,FI,2009-01-01,7
PM2_5,FI,2010-01-01,8
PM2_5,FI,2011-01-01,7
PM2_5,FI,2012-01-01,7
PM2_5,FI,2013-01-01,6
PM2_5,FI,2014-01-01,8
PM2_5,FI,2015-01-01,6
PM2_5,FI,2016-01-01,
PM2_5,FR,1992-01-01,
PM2_5,FR,1993-01-01,
PM2_5,FR,1994-01-01,
PM2_5,FR,1995-01-01,
PM2_5,FR,1996-01-01,
PM2_5,FR,1997-01-01,
PM2_5,FR,1998-01-01,
PM2_5,FR,1999-01-01,
PM2_5,FR,2000-01-01,
PM2_5,FR,2001-01-01,20
PM2_5,FR,2002-01-01,15
PM2_5,FR,2003-01-01,15
PM2_5,FR,2004-01-01,13
PM2_5,FR,2005-01-01,13
PM2_5,FR,2006-01-01,13
PM2_5,FR,2007-01-01,12
PM2_5,FR,2008-01-01,15
PM2_5,FR,2009-01-01,18
PM2_5,FR,2010-01-01,18
PM2_5,FR,2011-01-01,17
PM2_5,FR,2012-01-01,16
PM2_5,FR,2013-01-01,15
PM2_5,FR,2014-01-01,12
PM2_5,FR,2015-01-01,13
PM2_5,FR,2016-01-01,
PM2_5,HR,1992-01-01,
PM2_5,HR,1993-01-01,
PM2_5,HR,1994-01-01,
PM2_5,HR,1995-01-01,
PM2_5,HR,1996-01-01,
PM2_5,HR,1997-01-01,
PM2_5,HR,1998-01-01,
PM2_5,HR,1999-01-01,
PM2_5,HR,2000-01-01,
PM2_5,HR,2001-01-01,
PM2_5,HR,2002-01-01,
PM2_5,HR,2003-01-01,
PM2_5,HR,2004-01-01,
PM2_5,HR,2005-01-01,
PM2_5,HR,2006-01-01,
PM2_5,HR,2007-01-01,
PM2_5,HR,2008-01-01,
PM2_5,HR,2009-01-01,
PM2_5,HR,2010-01-01,
PM2_5,HR,2011-01-01,
PM2_5,HR,2012-01-01,
PM2_5,HR,2013-01-01,21
PM2_5,HR,2014-01-01,19
PM2_5,HR,2015-01-01,18
PM2_5,HR,2016-01-01,
PM2_5,HU,1992-01-01,
PM2_5,HU,1993-01-01,
PM2_5,HU,1994-01-01,
PM2_5,HU,1995-01-01,
PM2_5,HU,1996-01-01,
PM2_5,HU,1997-01-01,
PM2_5,HU,1998-01-01,
PM2_5,HU,1999-01-01,
PM2_5,HU,2000-01-01,
PM2_5,HU,2001-01-01,
PM2_5,HU,2002-01-01,
PM2_5,HU,2003-01-01,
PM2_5,HU,2004-01-01,
PM2_5,HU,2005-01-01,
PM2_5,HU,2006-01-01,
PM2_5,HU,2007-01-01,
PM2_5,HU,2008-01-01,
PM2_5,HU,2009-01-01,16
PM2_5,HU,2010-01-01,22
PM2_5,HU,2011-01-01,26
PM2_5,HU,2012-01-01,23
PM2_5,HU,2013-01-01,17
PM2_5,HU,2014-01-01,20
PM2_5,HU,2015-01-01,
PM2_5,HU,2016-01-01,
PM2_5,IE,1992-01-01,
PM2_5,IE,1993-01-01,
PM2_5,IE,1994-01-01,
PM2_5,IE,1995-01-01,
PM2_5,IE,1996-01-01,
PM2_5,IE,1997-01-01,
PM2_5,IE,1998-01-01,
PM2_5,IE,1999-01-01,
PM2_5,IE,2000-01-01,
PM2_5,IE,2001-01-01,
PM2_5,IE,2002-01-01,
PM2_5,IE,2003-01-01,
PM2_5,IE,2004-01-01,
PM2_5,IE,2005-01-01,
PM2_5,IE,2006-01-01,
PM2_5,IE,2007-01-01,
PM2_5,IE,2008-01-01,
PM2_5,IE,2009-01-01,9
PM2_5,IE,2010-01-01,10
PM2_5,IE,2011-01-01,8
PM2_5,IE,2012-01-01,
PM2_5,IE,2013-01-01,10
PM2_5,IE,2014-01-01,7
PM2_5,IE,2015-01-01,7
PM2_5,IE,2016-01-01,
PM2_5,IS,1992-01-01,
PM2_5,IS,1993-01-01,
PM2_5,IS,1994-01-01,
PM2_5,IS,1995-01-01,
PM2_5,IS,1996-01-01,
PM2_5,IS,1997-01-01,
PM2_5,IS,1998-01-01,
PM2_5,IS,1999-01-01,
PM2_5,IS,2000-01-01,
PM2_5,IS,2001-01-01,
PM2_5,IS,2002-01-01,
PM2_5,IS,2003-01-01,7
PM2_5,IS,2004-01-01,9
PM2_5,IS,2005-01-01,7
PM2_5,IS,2006-01-01,
PM2_5,IS,2007-01-01,
PM2_5,IS,2008-01-01,
PM2_5,IS,2009-01-01,6
PM2_5,IS,2010-01-01,7
PM2_5,IS,2011-01-01,4
PM2_5,IS,2012-01-01,4
PM2_5,IS,2013-01-01,7
PM2_5,IS,2014-01-01,
PM2_5,IS,2015-01-01,
PM2_5,IS,2016-01-01,
PM2_5,IT,1992-01-01,
PM2_5,IT,1993-01-01,
PM2_5,IT,1994-01-01,
PM2_5,IT,1995-01-01,
PM2_5,IT,1996-01-01,
PM2_5,IT,1997-01-01,
PM2_5,IT,1998-01-01,
PM2_5,IT,1999-01-01,
PM2_5,IT,2000-01-01,
PM2_5,IT,2001-01-01,
PM2_5,IT,2002-01-01,
PM2_5,IT,2003-01-01,
PM2_5,IT,2004-01-01,51
PM2_5,IT,2005-01-01,
PM2_5,IT,2006-01-01,30
PM2_5,IT,2007-01-01,28
PM2_5,IT,2008-01-01,25
PM2_5,IT,2009-01-01,25
PM2_5,IT,2010-01-01,23
PM2_5,IT,2011-01-01,26
PM2_5,IT,2012-01-01,23
PM2_5,IT,2013-01-01,20
PM2_5,IT,2014-01-01,17
PM2_5,IT,2015-01-01,21
PM2_5,IT,2016-01-01,
PM2_5,LU,1992-01-01,
PM2_5,LU,1993-01-01,
PM2_5,LU,1994-01-01,
PM2_5,LU,1995-01-01,
PM2_5,LU,1996-01-01,
PM2_5,LU,1997-01-01,
PM2_5,LU,1998-01-01,
PM2_5,LU,1999-01-01,
PM2_5,LU,2000-01-01,
PM2_5,LU,2001-01-01,
PM2_5,LU,2002-01-01,
PM2_5,LU,2003-01-01,
PM2_5,LU,2004-01-01,
PM2_5,LU,2005-01-01,
PM2_5,LU,2006-01-01,
PM2_5,LU,2007-01-01,
PM2_5,LU,2008-01-01,
PM2_5,LU,2009-01-01,18
PM2_5,LU,2010-01-01,16
PM2_5,LU,2011-01-01,13
PM2_5,LU,2012-01-01,12
PM2_5,LU,2013-01-01,16
PM2_5,LU,2014-01-01,11
PM2_5,LU,2015-01-01,11
PM2_5,LU,2016-01-01,
PM2_5,LV,1992-01-01,
PM2_5,LV,1993-01-01,
PM2_5,LV,1994-01-01,
PM2_5,LV,1995-01-01,
PM2_5,LV,1996-01-01,
PM2_5,LV,1997-01-01,
PM2_5,LV,1998-01-01,
PM2_5,LV,1999-01-01,
PM2_5,LV,2000-01-01,
PM2_5,LV,2001-01-01,
PM2_5,LV,2002-01-01,
PM2_5,LV,2003-01-01,
PM2_5,LV,2004-01-01,
PM2_5,LV,2005-01-01,
PM2_5,LV,2006-01-01,
PM2_5,LV,2007-01-01,
PM2_5,LV,2008-01-01,19
PM2_5,LV,2009-01-01,15
PM2_5,LV,2010-01-01,
PM2_5,LV,2011-01-01,
PM2_5,LV,2012-01-01,17
PM2_5,LV,2013-01-01,16
PM2_5,LV,2014-01-01,18
PM2_5,LV,2015-01-01,15
PM2_5,LV,2016-01-01,
PM2_5,NL,1992-01-01,
PM2_5,NL,1993-01-01,
PM2_5,NL,1994-01-01,
PM2_5,NL,1995-01-01,
PM2_5,NL,1996-01-01,
PM2_5,NL,1997-01-01,
PM2_5,NL,1998-01-01,
PM2_5,NL,1999-01-01,
PM2_5,NL,2000-01-01,
PM2_5,NL,2001-01-01,
PM2_5,NL,2002-01-01,
PM2_5,NL,2003-01-01,
PM2_5,NL,2004-01-01,
PM2_5,NL,2005-01-01,
PM2_5,NL,2006-01-01,
PM2_5,NL,2007-01-01,
PM2_5,NL,2008-01-01,16
PM2_5,NL,2009-01-01,16
PM2_5,NL,2010-01-01,17
PM2_5,NL,2011-01-01,16
PM2_5,NL,2012-01-01,13
PM2_5,NL,2013-01-01,14
PM2_5,NL,2014-01-01,13
PM2_5,NL,2015-01-01,12
PM2_5,NL,2016-01-01,
PM2_5,NO,1992-01-01,
PM2_5,NO,1993-01-01,
PM2_5,NO,1994-01-01,
PM2_5,NO,1995-01-01,
PM2_5,NO,1996-01-01,
PM2_5,NO,1997-01-01,
PM2_5,NO,1998-01-01,
PM2_5,NO,1999-01-01,
PM2_5,NO,2000-01-01,
PM2_5,NO,2001-01-01,
PM2_5,NO,2002-01-01,
PM2_5,NO,2003-01-01,
PM2_5,NO,2004-01-01,9
PM2_5,NO,2005-01-01,9
PM2_5,NO,2006-01-01,10
PM2_5,NO,2007-01-01,
PM2_5,NO,2008-01-01,8
PM2_5,NO,2009-01-01,8
PM2_5,NO,2010-01-01,11
PM2_5,NO,2011-01-01,10
PM2_5,NO,2012-01-01,9
PM2_5,NO,2013-01-01,9
PM2_5,NO,2014-01-01,8
PM2_5,NO,2015-01-01,7
PM2_5,NO,2016-01-01,10
PM2_5,PL,1992-01-01,
PM2_5,PL,1993-01-01,
PM2_5,PL,1994-01-01,
PM2_5,PL,1995-01-01,
PM2_5,PL,1996-01-01,
PM2_5,PL,1997-01-01,
PM2_5,PL,1998-01-01,
PM2_5,PL,1999-01-01,
PM2_5,PL,2000-01-01,
PM2_5,PL,2001-01-01,
PM2_5,PL,2002-01-01,
PM2_5,PL,2003-01-01,
PM2_5,PL,2004-01-01,18
PM2_5,PL,2005-01-01,23
PM2_5,PL,2006-01-01,24
PM2_5,PL,2007-01-01,17
PM2_5,PL,2008-01-01,28
PM2_5,PL,2009-01-01,28
PM2_5,PL,2010-01-01,30
PM2_5,PL,2011-01-01,27
PM2_5,PL,2012-01-01,26
PM2_5,PL,2013-01-01,25
PM2_5,PL,2014-01-01,26
PM2_5,PL,2015-01-01,23
PM2_5,PL,2016-01-01,
PM2_5,PT,1992-01-01,
PM2_5,PT,1993-01-01,
PM2_5,PT,1994-01-01,
PM2_5,PT,1995-01-01,
PM2_5,PT,1996-01-01,
PM2_5,PT,1997-01-01,
PM2_5,PT,1998-01-01,
PM2_5,PT,1999-01-01,
PM2_5,PT,2000-01-01,
PM2_5,PT,2001-01-01,
PM2_5,PT,2002-01-01,
PM2_5,PT,2003-01-01,
PM2_5,PT,2004-01-01,15
PM2_5,PT,2005-01-01,15
PM2_5,PT,2006-01-01,13
PM2_5,PT,2007-01-01,14
PM2_5,PT,2008-01-01,10
PM2_5,PT,2009-01-01,10
PM2_5,PT,2010-01-01,8
PM2_5,PT,2011-01-01,10
PM2_5,PT,2012-01-01,9
PM2_5,PT,2013-01-01,8
PM2_5,PT,2014-01-01,9
PM2_5,PT,2015-01-01,12
PM2_5,PT,2016-01-01,
PM2_5,RO,1992-01-01,
PM2_5,RO,1993-01-01,
PM2_5,RO,1994-01-01,
PM2_5,RO,1995-01-01,
PM2_5,RO,1996-01-01,
PM2_5,RO,1997-01-01,
PM2_5,RO,1998-01-01,
PM2_5,RO,1999-01-01,
PM2_5,RO,2000-01-01,
PM2_5,RO,2001-01-01,
PM2_5,RO,2002-01-01,
PM2_5,RO,2003-01-01,
PM2_5,RO,2004-01-01,
PM2_5,RO,2005-01-01,
PM2_5,RO,2006-01-01,
PM2_5,RO,2007-01-01,
PM2_5,RO,2008-01-01,
PM2_5,RO,2009-01-01,19
PM2_5,RO,2010-01-01,19
PM2_5,RO,2011-01-01,19
PM2_5,RO,2012-01-01,19
PM2_5,RO,2013-01-01,15
PM2_5,RO,2014-01-01,15
PM2_5,RO,2015-01-01,17
PM2_5,RO,2016-01-01,
PM2_5,SE,1992-01-01,
PM2_5,SE,1993-01-01,
PM2_5,SE,1994-01-01,
PM2_5,SE,1995-01-01,
PM2_5,SE,1996-01-01,
PM2_5,SE,1997-01-01,
PM2_5,SE,1998-01-01,
PM2_5,SE,1999-01-01,
PM2_5,SE,2000-01-01,
PM2_5,SE,2001-01-01,
PM2_5,SE,2002-01-01,
PM2_5,SE,2003-01-01,
PM2_5,SE,2004-01-01,10
PM2_5,SE,2005-01-01,11
PM2_5,SE,2006-01-01,11
PM2_5,SE,2007-01-01,9
PM2_5,SE,2008-01-01,9
PM2_5,SE,2009-01-01,7
PM2_5,SE,2010-01-01,7
PM2_5,SE,2011-01-01,7
PM2_5,SE,2012-01-01,6
PM2_5,SE,2013-01-01,5
PM2_5,SE,2014-01-01,7
PM2_5,SE,2015-01-01,5
PM2_5,SE,2016-01-01,
PM2_5,SI,1992-01-01,
PM2_5,SI,1993-01-01,
PM2_5,SI,1994-01-01,
PM2_5,SI,1995-01-01,
PM2_5,SI,1996-01-01,
PM2_5,SI,1997-01-01,
PM2_5,SI,1998-01-01,
PM2_5,SI,1999-01-01,
PM2_5,SI,2000-01-01,
PM2_5,SI,2001-01-01,
PM2_5,SI,2002-01-01,
PM2_5,SI,2003-01-01,
PM2_5,SI,2004-01-01,
PM2_5,SI,2005-01-01,
PM2_5,SI,2006-01-01,
PM2_5,SI,2007-01-01,
PM2_5,SI,2008-01-01,23
PM2_5,SI,2009-01-01,18
PM2_5,SI,2010-01-01,21
PM2_5,SI,2011-01-01,24
PM2_5,SI,2012-01-01,20
PM2_5,SI,2013-01-01,20
PM2_5,SI,2014-01-01,17
PM2_5,SI,2015-01-01,21
PM2_5,SI,2016-01-01,
PM2_5,SK,1992-01-01,
PM2_5,SK,1993-01-01,
PM2_5,SK,1994-01-01,
PM2_5,SK,1995-01-01,
PM2_5,SK,1996-01-01,
PM2_5,SK,1997-01-01,
PM2_5,SK,1998-01-01,
PM2_5,SK,1999-01-01,
PM2_5,SK,2000-01-01,
PM2_5,SK,2001-01-01,
PM2_5,SK,2002-01-01,
PM2_5,SK,2003-01-01,22
PM2_5,SK,2004-01-01,
PM2_5,SK,2005-01-01,
PM2_5,SK,2006-01-01,33
PM2_5,SK,2007-01-01,26
PM2_5,SK,2008-01-01,25
PM2_5,SK,2009-01-01,27
PM2_5,SK,2010-01-01,22
PM2_5,SK,2011-01-01,26
PM2_5,SK,2012-01-01,22
PM2_5,SK,2013-01-01,17
PM2_5,SK,2014-01-01,19
PM2_5,SK,2015-01-01,19
PM2_5,SK,2016-01-01,
PM2_5,UK,1992-01-01,
PM2_5,UK,1993-01-01,
PM2_5,UK,1994-01-01,
PM2_5,UK,1995-01-01,
PM2_5,UK,1996-01-01,
PM2_5,UK,1997-01-01,
PM2_5,UK,1998-01-01,
PM2_5,UK,1999-01-01,14
PM2_5,UK,2000-01-01,14
PM2_5,UK,2001-01-01,13
PM2_5,UK,2002-01-01,13
PM2_5,UK,2003-01-01,14
PM2_5,UK,2004-01-01,12
PM2_5,UK,2005-01-01,12
PM2_5,UK,2006-01-01,14
PM2_5,UK,2007-01-01,14
PM2_5,UK,2008-01-01,12
PM2_5,UK,2009-01-01,13
PM2_5,UK,2010-01-01,13
PM2_5,UK,2011-01-01,14
PM2_5,UK,2012-01-01,13
PM2_5,UK,2013-01-01,12
PM2_5,UK,2014-01-01,12
PM2_5,UK,2015-01-01,9
PM2_5,UK,2016-01-01,
