age,sex,workint,indic_il,hhtyp,geotime,date,value
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,HU,2015-01-01,72.4
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,HU,2016-01-01,63.1 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,HU,2017-01-01,40.8 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IE,2006-01-01,68.2 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IE,2007-01-01,62.3 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IE,2008-01-01,47.5 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IE,2009-01-01,50.0 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IE,2010-01-01,46.3 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IE,2011-01-01,47.5 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IE,2012-01-01,55.2 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IE,2013-01-01,49.9
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IE,2014-01-01,57.9 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IE,2015-01-01,56.9
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IE,2016-01-01,66.1 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IE,2017-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IS,2006-01-01,40.9 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IS,2007-01-01,21.1 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IS,2008-01-01,34.7 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IS,2009-01-01,33.7 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IS,2010-01-01,34.6 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IS,2011-01-01,34.9 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IS,2012-01-01,21.1 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IS,2013-01-01,44.2
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IS,2014-01-01,30.2 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IS,2015-01-01,41.6
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IS,2016-01-01,27.2 p
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IS,2017-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IT,2006-01-01,67.9 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IT,2007-01-01,71.2 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IT,2008-01-01,69.7 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IT,2009-01-01,65.3 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IT,2010-01-01,73.7 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IT,2011-01-01,72.5 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IT,2012-01-01,72.3 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IT,2013-01-01,70.6
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IT,2014-01-01,73.0 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IT,2015-01-01,73.3
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IT,2016-01-01,71.3 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,IT,2017-01-01,70.8 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LT,2006-01-01,84.3 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LT,2007-01-01,90.6 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LT,2008-01-01,74.2 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LT,2009-01-01,74.7 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LT,2010-01-01,72.9 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LT,2011-01-01,70.9 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LT,2012-01-01,70.5 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LT,2013-01-01,70.0
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LT,2014-01-01,83.3 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LT,2015-01-01,89.8
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LT,2016-01-01,80.8 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LT,2017-01-01,86.0 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LU,2006-01-01,64.1 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LU,2007-01-01,61.0 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LU,2008-01-01,64.9 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LU,2009-01-01,59.9 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LU,2010-01-01,62.8 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LU,2011-01-01,54.4 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LU,2012-01-01,57.9 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LU,2013-01-01,66.4
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LU,2014-01-01,81.8 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LU,2015-01-01,65.7
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LU,2016-01-01,61.2 b
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LU,2017-01-01,63.3 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LV,2006-01-01,88.4 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LV,2007-01-01,73.4 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LV,2008-01-01,82.8 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LV,2009-01-01,88.1 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LV,2010-01-01,78.2 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LV,2011-01-01,73.4 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LV,2012-01-01,76.4 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LV,2013-01-01,67.8
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LV,2014-01-01,75.9 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LV,2015-01-01,80.5
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LV,2016-01-01,80.6 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,LV,2017-01-01,87.4 
Y_LT60,T,WI0-02,LI_R_MD60,HH_DCH,MK,2006-01-01,
