indic_em,age,unit,sex,geotime,date,value
EMP_LFS,Y20-64,PC_POP,F,BE,1997-01-01,51.4
EMP_LFS,Y20-64,PC_POP,F,BE,1998-01-01,52.7
EMP_LFS,Y20-64,PC_POP,F,BE,1999-01-01,54.7
EMP_LFS,Y20-64,PC_POP,F,BE,2000-01-01,56.0
EMP_LFS,Y20-64,PC_POP,F,BE,2001-01-01,55.3
EMP_LFS,Y20-64,PC_POP,F,BE,2002-01-01,55.8
EMP_LFS,Y20-64,PC_POP,F,BE,2003-01-01,56.2
EMP_LFS,Y20-64,PC_POP,F,BE,2004-01-01,57.2
EMP_LFS,Y20-64,PC_POP,F,BE,2005-01-01,58.6
EMP_LFS,Y20-64,PC_POP,F,BE,2006-01-01,58.8
EMP_LFS,Y20-64,PC_POP,F,BE,2007-01-01,60.3
EMP_LFS,Y20-64,PC_POP,F,BE,2008-01-01,61.3
EMP_LFS,Y20-64,PC_POP,F,BE,2009-01-01,61.0
EMP_LFS,Y20-64,PC_POP,F,BE,2010-01-01,61.6
EMP_LFS,Y20-64,PC_POP,F,BE,2011-01-01,61.5
EMP_LFS,Y20-64,PC_POP,F,BE,2012-01-01,61.7
EMP_LFS,Y20-64,PC_POP,F,BE,2013-01-01,62.1
EMP_LFS,Y20-64,PC_POP,F,BE,2014-01-01,62.9
EMP_LFS,Y20-64,PC_POP,F,BE,2015-01-01,63.0
EMP_LFS,Y20-64,PC_POP,F,BE,2016-01-01,63.0
EMP_LFS,Y20-64,PC_POP,F,BE,2017-01-01,63.6
EMP_LFS,Y20-64,PC_POP,F,BG,1993-01-01,
EMP_LFS,Y20-64,PC_POP,F,BG,1994-01-01,
EMP_LFS,Y20-64,PC_POP,F,BG,1995-01-01,
EMP_LFS,Y20-64,PC_POP,F,BG,1996-01-01,
EMP_LFS,Y20-64,PC_POP,F,BG,1997-01-01,
EMP_LFS,Y20-64,PC_POP,F,BG,1998-01-01,
EMP_LFS,Y20-64,PC_POP,F,BG,1999-01-01,
EMP_LFS,Y20-64,PC_POP,F,BG,2000-01-01,50.7
EMP_LFS,Y20-64,PC_POP,F,BG,2001-01-01,51.5
EMP_LFS,Y20-64,PC_POP,F,BG,2002-01-01,52.3
EMP_LFS,Y20-64,PC_POP,F,BG,2003-01-01,54.0
EMP_LFS,Y20-64,PC_POP,F,BG,2004-01-01,56.0
EMP_LFS,Y20-64,PC_POP,F,BG,2005-01-01,57.1
EMP_LFS,Y20-64,PC_POP,F,BG,2006-01-01,60.4
EMP_LFS,Y20-64,PC_POP,F,BG,2007-01-01,63.5
EMP_LFS,Y20-64,PC_POP,F,BG,2008-01-01,65.4
EMP_LFS,Y20-64,PC_POP,F,BG,2009-01-01,64.0
EMP_LFS,Y20-64,PC_POP,F,BG,2010-01-01,60.8
EMP_LFS,Y20-64,PC_POP,F,BG,2011-01-01,59.8
EMP_LFS,Y20-64,PC_POP,F,BG,2012-01-01,60.2
EMP_LFS,Y20-64,PC_POP,F,BG,2013-01-01,60.7
EMP_LFS,Y20-64,PC_POP,F,BG,2014-01-01,62.0
EMP_LFS,Y20-64,PC_POP,F,BG,2015-01-01,63.8
EMP_LFS,Y20-64,PC_POP,F,BG,2016-01-01,64.0
EMP_LFS,Y20-64,PC_POP,F,BG,2017-01-01,67.3
EMP_LFS,Y20-64,PC_POP,F,CH,1993-01-01,
EMP_LFS,Y20-64,PC_POP,F,CH,1994-01-01,
EMP_LFS,Y20-64,PC_POP,F,CH,1995-01-01,
EMP_LFS,Y20-64,PC_POP,F,CH,1996-01-01,
EMP_LFS,Y20-64,PC_POP,F,CH,1997-01-01,
EMP_LFS,Y20-64,PC_POP,F,CH,1998-01-01,
EMP_LFS,Y20-64,PC_POP,F,CH,1999-01-01,
EMP_LFS,Y20-64,PC_POP,F,CH,2000-01-01,
EMP_LFS,Y20-64,PC_POP,F,CH,2001-01-01,
EMP_LFS,Y20-64,PC_POP,F,CH,2002-01-01,
EMP_LFS,Y20-64,PC_POP,F,CH,2003-01-01,
EMP_LFS,Y20-64,PC_POP,F,CH,2004-01-01,
EMP_LFS,Y20-64,PC_POP,F,CH,2005-01-01,
EMP_LFS,Y20-64,PC_POP,F,CH,2006-01-01,
EMP_LFS,Y20-64,PC_POP,F,CH,2007-01-01,
EMP_LFS,Y20-64,PC_POP,F,CH,2008-01-01,
EMP_LFS,Y20-64,PC_POP,F,CH,2009-01-01,
EMP_LFS,Y20-64,PC_POP,F,CH,2010-01-01,73.2
EMP_LFS,Y20-64,PC_POP,F,CH,2011-01-01,74.6
EMP_LFS,Y20-64,PC_POP,F,CH,2012-01-01,75.3
EMP_LFS,Y20-64,PC_POP,F,CH,2013-01-01,75.3
EMP_LFS,Y20-64,PC_POP,F,CH,2014-01-01,76.2
EMP_LFS,Y20-64,PC_POP,F,CH,2015-01-01,76.8
EMP_LFS,Y20-64,PC_POP,F,CH,2016-01-01,77.5
EMP_LFS,Y20-64,PC_POP,F,CH,2017-01-01,77.4
EMP_LFS,Y20-64,PC_POP,F,CY,1993-01-01,
EMP_LFS,Y20-64,PC_POP,F,CY,1994-01-01,
EMP_LFS,Y20-64,PC_POP,F,CY,1995-01-01,
EMP_LFS,Y20-64,PC_POP,F,CY,1996-01-01,
EMP_LFS,Y20-64,PC_POP,F,CY,1997-01-01,56.5
EMP_LFS,Y20-64,PC_POP,F,CY,1998-01-01,56.4
EMP_LFS,Y20-64,PC_POP,F,CY,1999-01-01,56.9
EMP_LFS,Y20-64,PC_POP,F,CY,2000-01-01,59.1
EMP_LFS,Y20-64,PC_POP,F,CY,2001-01-01,62.4
EMP_LFS,Y20-64,PC_POP,F,CY,2002-01-01,64.6
EMP_LFS,Y20-64,PC_POP,F,CY,2003-01-01,65.4
EMP_LFS,Y20-64,PC_POP,F,CY,2004-01-01,64.6
EMP_LFS,Y20-64,PC_POP,F,CY,2005-01-01,63.8
EMP_LFS,Y20-64,PC_POP,F,CY,2006-01-01,65.9
EMP_LFS,Y20-64,PC_POP,F,CY,2007-01-01,67.7
EMP_LFS,Y20-64,PC_POP,F,CY,2008-01-01,68.2
EMP_LFS,Y20-64,PC_POP,F,CY,2009-01-01,68.3
EMP_LFS,Y20-64,PC_POP,F,CY,2010-01-01,68.8
EMP_LFS,Y20-64,PC_POP,F,CY,2011-01-01,67.7
EMP_LFS,Y20-64,PC_POP,F,CY,2012-01-01,64.8
EMP_LFS,Y20-64,PC_POP,F,CY,2013-01-01,62.2
EMP_LFS,Y20-64,PC_POP,F,CY,2014-01-01,63.9
EMP_LFS,Y20-64,PC_POP,F,CY,2015-01-01,64.0
EMP_LFS,Y20-64,PC_POP,F,CY,2016-01-01,64.1
EMP_LFS,Y20-64,PC_POP,F,CY,2017-01-01,66.2
EMP_LFS,Y20-64,PC_POP,F,CZ,1993-01-01,
EMP_LFS,Y20-64,PC_POP,F,CZ,1994-01-01,
EMP_LFS,Y20-64,PC_POP,F,CZ,1995-01-01,
EMP_LFS,Y20-64,PC_POP,F,CZ,1996-01-01,
EMP_LFS,Y20-64,PC_POP,F,CZ,1997-01-01,
EMP_LFS,Y20-64,PC_POP,F,CZ,1998-01-01,63.9
EMP_LFS,Y20-64,PC_POP,F,CZ,1999-01-01,62.3
EMP_LFS,Y20-64,PC_POP,F,CZ,2000-01-01,61.9
EMP_LFS,Y20-64,PC_POP,F,CZ,2001-01-01,62.2
EMP_LFS,Y20-64,PC_POP,F,CZ,2002-01-01,62.3
EMP_LFS,Y20-64,PC_POP,F,CZ,2003-01-01,61.4
EMP_LFS,Y20-64,PC_POP,F,CZ,2004-01-01,61.1
EMP_LFS,Y20-64,PC_POP,F,CZ,2005-01-01,61.3
EMP_LFS,Y20-64,PC_POP,F,CZ,2006-01-01,61.8
EMP_LFS,Y20-64,PC_POP,F,CZ,2007-01-01,62.4
EMP_LFS,Y20-64,PC_POP,F,CZ,2008-01-01,62.5
EMP_LFS,Y20-64,PC_POP,F,CZ,2009-01-01,61.4
EMP_LFS,Y20-64,PC_POP,F,CZ,2010-01-01,60.9
EMP_LFS,Y20-64,PC_POP,F,CZ,2011-01-01,61.7
EMP_LFS,Y20-64,PC_POP,F,CZ,2012-01-01,62.5
EMP_LFS,Y20-64,PC_POP,F,CZ,2013-01-01,63.8
EMP_LFS,Y20-64,PC_POP,F,CZ,2014-01-01,64.7
EMP_LFS,Y20-64,PC_POP,F,CZ,2015-01-01,66.4
EMP_LFS,Y20-64,PC_POP,F,CZ,2016-01-01,68.6
EMP_LFS,Y20-64,PC_POP,F,CZ,2017-01-01,70.5
EMP_LFS,Y20-64,PC_POP,F,DE,1993-01-01,56.9
EMP_LFS,Y20-64,PC_POP,F,DE,1994-01-01,57.2
EMP_LFS,Y20-64,PC_POP,F,DE,1995-01-01,57.6
EMP_LFS,Y20-64,PC_POP,F,DE,1996-01-01,57.8
EMP_LFS,Y20-64,PC_POP,F,DE,1997-01-01,57.9
EMP_LFS,Y20-64,PC_POP,F,DE,1998-01-01,58.6
EMP_LFS,Y20-64,PC_POP,F,DE,1999-01-01,59.9
EMP_LFS,Y20-64,PC_POP,F,DE,2000-01-01,60.8
EMP_LFS,Y20-64,PC_POP,F,DE,2001-01-01,61.5
EMP_LFS,Y20-64,PC_POP,F,DE,2002-01-01,61.8
EMP_LFS,Y20-64,PC_POP,F,DE,2003-01-01,61.9
EMP_LFS,Y20-64,PC_POP,F,DE,2004-01-01,62.0
EMP_LFS,Y20-64,PC_POP,F,DE,2005-01-01,63.1
EMP_LFS,Y20-64,PC_POP,F,DE,2006-01-01,65.0
EMP_LFS,Y20-64,PC_POP,F,DE,2007-01-01,66.7
EMP_LFS,Y20-64,PC_POP,F,DE,2008-01-01,67.8
EMP_LFS,Y20-64,PC_POP,F,DE,2009-01-01,68.7
EMP_LFS,Y20-64,PC_POP,F,DE,2010-01-01,69.7
EMP_LFS,Y20-64,PC_POP,F,DE,2011-01-01,71.3
EMP_LFS,Y20-64,PC_POP,F,DE,2012-01-01,71.6
EMP_LFS,Y20-64,PC_POP,F,DE,2013-01-01,72.5
EMP_LFS,Y20-64,PC_POP,F,DE,2014-01-01,73.1
EMP_LFS,Y20-64,PC_POP,F,DE,2015-01-01,73.6
EMP_LFS,Y20-64,PC_POP,F,DE,2016-01-01,74.5
EMP_LFS,Y20-64,PC_POP,F,DE,2017-01-01,75.2
EMP_LFS,Y20-64,PC_POP,F,DK,1993-01-01,69.6
EMP_LFS,Y20-64,PC_POP,F,DK,1994-01-01,68.3
EMP_LFS,Y20-64,PC_POP,F,DK,1995-01-01,67.9
EMP_LFS,Y20-64,PC_POP,F,DK,1996-01-01,68.5
EMP_LFS,Y20-64,PC_POP,F,DK,1997-01-01,70.1
EMP_LFS,Y20-64,PC_POP,F,DK,1998-01-01,71.2
EMP_LFS,Y20-64,PC_POP,F,DK,1999-01-01,72.3
EMP_LFS,Y20-64,PC_POP,F,DK,2000-01-01,72.9
EMP_LFS,Y20-64,PC_POP,F,DK,2001-01-01,73.7
EMP_LFS,Y20-64,PC_POP,F,DK,2002-01-01,73.1
EMP_LFS,Y20-64,PC_POP,F,DK,2003-01-01,72.4
EMP_LFS,Y20-64,PC_POP,F,DK,2004-01-01,73.0
EMP_LFS,Y20-64,PC_POP,F,DK,2005-01-01,73.7
EMP_LFS,Y20-64,PC_POP,F,DK,2006-01-01,74.8
EMP_LFS,Y20-64,PC_POP,F,DK,2007-01-01,74.7
EMP_LFS,Y20-64,PC_POP,F,DK,2008-01-01,75.5
EMP_LFS,Y20-64,PC_POP,F,DK,2009-01-01,74.5
EMP_LFS,Y20-64,PC_POP,F,DK,2010-01-01,73.0
EMP_LFS,Y20-64,PC_POP,F,DK,2011-01-01,72.4
EMP_LFS,Y20-64,PC_POP,F,DK,2012-01-01,72.2
EMP_LFS,Y20-64,PC_POP,F,DK,2013-01-01,72.4
EMP_LFS,Y20-64,PC_POP,F,DK,2014-01-01,72.2
EMP_LFS,Y20-64,PC_POP,F,DK,2015-01-01,72.6
EMP_LFS,Y20-64,PC_POP,F,DK,2016-01-01,74.0
EMP_LFS,Y20-64,PC_POP,F,DK,2017-01-01,73.7
EMP_LFS,Y20-64,PC_POP,F,EA18,1993-01-01,
EMP_LFS,Y20-64,PC_POP,F,EA18,1994-01-01,
EMP_LFS,Y20-64,PC_POP,F,EA18,1995-01-01,
EMP_LFS,Y20-64,PC_POP,F,EA18,1996-01-01,
EMP_LFS,Y20-64,PC_POP,F,EA18,1997-01-01,51.4
EMP_LFS,Y20-64,PC_POP,F,EA18,1998-01-01,52.3
EMP_LFS,Y20-64,PC_POP,F,EA18,1999-01-01,53.6
EMP_LFS,Y20-64,PC_POP,F,EA18,2000-01-01,54.8
EMP_LFS,Y20-64,PC_POP,F,EA18,2001-01-01,55.9
EMP_LFS,Y20-64,PC_POP,F,EA18,2002-01-01,56.8
EMP_LFS,Y20-64,PC_POP,F,EA18,2003-01-01,57.5
EMP_LFS,Y20-64,PC_POP,F,EA18,2004-01-01,58.3
EMP_LFS,Y20-64,PC_POP,F,EA18,2005-01-01,59.2
EMP_LFS,Y20-64,PC_POP,F,EA18,2006-01-01,60.5
EMP_LFS,Y20-64,PC_POP,F,EA18,2007-01-01,61.6
EMP_LFS,Y20-64,PC_POP,F,EA18,2008-01-01,62.4
EMP_LFS,Y20-64,PC_POP,F,EA18,2009-01-01,61.9
EMP_LFS,Y20-64,PC_POP,F,EA18,2010-01-01,61.8
EMP_LFS,Y20-64,PC_POP,F,EA18,2011-01-01,62.0
EMP_LFS,Y20-64,PC_POP,F,EA18,2012-01-01,62.0
EMP_LFS,Y20-64,PC_POP,F,EA18,2013-01-01,62.0
EMP_LFS,Y20-64,PC_POP,F,EA18,2014-01-01,62.6
EMP_LFS,Y20-64,PC_POP,F,EA18,2015-01-01,63.3
EMP_LFS,Y20-64,PC_POP,F,EA18,2016-01-01,64.3
EMP_LFS,Y20-64,PC_POP,F,EA18,2017-01-01,65.3
EMP_LFS,Y20-64,PC_POP,F,EA19,1993-01-01,
EMP_LFS,Y20-64,PC_POP,F,EA19,1994-01-01,
EMP_LFS,Y20-64,PC_POP,F,EA19,1995-01-01,
EMP_LFS,Y20-64,PC_POP,F,EA19,1996-01-01,
EMP_LFS,Y20-64,PC_POP,F,EA19,1997-01-01,51.5
EMP_LFS,Y20-64,PC_POP,F,EA19,1998-01-01,52.4
EMP_LFS,Y20-64,PC_POP,F,EA19,1999-01-01,53.7
EMP_LFS,Y20-64,PC_POP,F,EA19,2000-01-01,54.9
EMP_LFS,Y20-64,PC_POP,F,EA19,2001-01-01,55.9
EMP_LFS,Y20-64,PC_POP,F,EA19,2002-01-01,56.9
EMP_LFS,Y20-64,PC_POP,F,EA19,2003-01-01,57.6
EMP_LFS,Y20-64,PC_POP,F,EA19,2004-01-01,58.4
EMP_LFS,Y20-64,PC_POP,F,EA19,2005-01-01,59.3
EMP_LFS,Y20-64,PC_POP,F,EA19,2006-01-01,60.5
EMP_LFS,Y20-64,PC_POP,F,EA19,2007-01-01,61.7
EMP_LFS,Y20-64,PC_POP,F,EA19,2008-01-01,62.4
EMP_LFS,Y20-64,PC_POP,F,EA19,2009-01-01,61.9
EMP_LFS,Y20-64,PC_POP,F,EA19,2010-01-01,61.8
EMP_LFS,Y20-64,PC_POP,F,EA19,2011-01-01,62.0
EMP_LFS,Y20-64,PC_POP,F,EA19,2012-01-01,62.0
EMP_LFS,Y20-64,PC_POP,F,EA19,2013-01-01,62.0
EMP_LFS,Y20-64,PC_POP,F,EA19,2014-01-01,62.7
EMP_LFS,Y20-64,PC_POP,F,EA19,2015-01-01,63.4
EMP_LFS,Y20-64,PC_POP,F,EA19,2016-01-01,64.4
EMP_LFS,Y20-64,PC_POP,F,EA19,2017-01-01,65.4
EMP_LFS,Y20-64,PC_POP,F,EE,1993-01-01,
EMP_LFS,Y20-64,PC_POP,F,EE,1994-01-01,
EMP_LFS,Y20-64,PC_POP,F,EE,1995-01-01,
EMP_LFS,Y20-64,PC_POP,F,EE,1996-01-01,
EMP_LFS,Y20-64,PC_POP,F,EE,1997-01-01,65.7
EMP_LFS,Y20-64,PC_POP,F,EE,1998-01-01,66.1
EMP_LFS,Y20-64,PC_POP,F,EE,1999-01-01,63.9
EMP_LFS,Y20-64,PC_POP,F,EE,2000-01-01,62.8
EMP_LFS,Y20-64,PC_POP,F,EE,2001-01-01,63.5
EMP_LFS,Y20-64,PC_POP,F,EE,2002-01-01,64.3
EMP_LFS,Y20-64,PC_POP,F,EE,2003-01-01,66.0
EMP_LFS,Y20-64,PC_POP,F,EE,2004-01-01,67.3
EMP_LFS,Y20-64,PC_POP,F,EE,2005-01-01,69.7
EMP_LFS,Y20-64,PC_POP,F,EE,2006-01-01,72.5
EMP_LFS,Y20-64,PC_POP,F,EE,2007-01-01,72.6
EMP_LFS,Y20-64,PC_POP,F,EE,2008-01-01,72.9
EMP_LFS,Y20-64,PC_POP,F,EE,2009-01-01,69.0
EMP_LFS,Y20-64,PC_POP,F,EE,2010-01-01,65.9
EMP_LFS,Y20-64,PC_POP,F,EE,2011-01-01,67.8
EMP_LFS,Y20-64,PC_POP,F,EE,2012-01-01,69.4
EMP_LFS,Y20-64,PC_POP,F,EE,2013-01-01,70.1
EMP_LFS,Y20-64,PC_POP,F,EE,2014-01-01,70.6
EMP_LFS,Y20-64,PC_POP,F,EE,2015-01-01,72.6
EMP_LFS,Y20-64,PC_POP,F,EE,2016-01-01,72.6
EMP_LFS,Y20-64,PC_POP,F,EE,2017-01-01,75.1
EMP_LFS,Y20-64,PC_POP,F,EL,1993-01-01,39.8
EMP_LFS,Y20-64,PC_POP,F,EL,1994-01-01,40.6
EMP_LFS,Y20-64,PC_POP,F,EL,1995-01-01,41.5
EMP_LFS,Y20-64,PC_POP,F,EL,1996-01-01,42.1
EMP_LFS,Y20-64,PC_POP,F,EL,1997-01-01,42.9
EMP_LFS,Y20-64,PC_POP,F,EL,1998-01-01,44.1
EMP_LFS,Y20-64,PC_POP,F,EL,1999-01-01,44.8
EMP_LFS,Y20-64,PC_POP,F,EL,2000-01-01,45.5
EMP_LFS,Y20-64,PC_POP,F,EL,2001-01-01,45.2
EMP_LFS,Y20-64,PC_POP,F,EL,2002-01-01,46.8
EMP_LFS,Y20-64,PC_POP,F,EL,2003-01-01,48.1
EMP_LFS,Y20-64,PC_POP,F,EL,2004-01-01,49.0
EMP_LFS,Y20-64,PC_POP,F,EL,2005-01-01,49.7
EMP_LFS,Y20-64,PC_POP,F,EL,2006-01-01,51.3
EMP_LFS,Y20-64,PC_POP,F,EL,2007-01-01,51.7
EMP_LFS,Y20-64,PC_POP,F,EL,2008-01-01,52.6
EMP_LFS,Y20-64,PC_POP,F,EL,2009-01-01,52.9
EMP_LFS,Y20-64,PC_POP,F,EL,2010-01-01,51.8
EMP_LFS,Y20-64,PC_POP,F,EL,2011-01-01,48.7
EMP_LFS,Y20-64,PC_POP,F,EL,2012-01-01,45.2
EMP_LFS,Y20-64,PC_POP,F,EL,2013-01-01,43.3
EMP_LFS,Y20-64,PC_POP,F,EL,2014-01-01,44.3
EMP_LFS,Y20-64,PC_POP,F,EL,2015-01-01,46.0
EMP_LFS,Y20-64,PC_POP,F,EL,2016-01-01,46.8
EMP_LFS,Y20-64,PC_POP,F,EL,2017-01-01,48.0
EMP_LFS,Y20-64,PC_POP,F,ES,1993-01-01,33.8
EMP_LFS,Y20-64,PC_POP,F,ES,1994-01-01,33.9
EMP_LFS,Y20-64,PC_POP,F,ES,1995-01-01,34.9
EMP_LFS,Y20-64,PC_POP,F,ES,1996-01-01,36.3
EMP_LFS,Y20-64,PC_POP,F,ES,1997-01-01,37.9
EMP_LFS,Y20-64,PC_POP,F,ES,1998-01-01,39.1
EMP_LFS,Y20-64,PC_POP,F,ES,1999-01-01,41.6
EMP_LFS,Y20-64,PC_POP,F,ES,2000-01-01,44.5
EMP_LFS,Y20-64,PC_POP,F,ES,2001-01-01,46.3
EMP_LFS,Y20-64,PC_POP,F,ES,2002-01-01,48.3
EMP_LFS,Y20-64,PC_POP,F,ES,2003-01-01,50.2
EMP_LFS,Y20-64,PC_POP,F,ES,2004-01-01,52.1
EMP_LFS,Y20-64,PC_POP,F,ES,2005-01-01,55.1
EMP_LFS,Y20-64,PC_POP,F,ES,2006-01-01,57.1
EMP_LFS,Y20-64,PC_POP,F,ES,2007-01-01,58.6
EMP_LFS,Y20-64,PC_POP,F,ES,2008-01-01,58.9
EMP_LFS,Y20-64,PC_POP,F,ES,2009-01-01,56.8
EMP_LFS,Y20-64,PC_POP,F,ES,2010-01-01,56.3
EMP_LFS,Y20-64,PC_POP,F,ES,2011-01-01,56.1
EMP_LFS,Y20-64,PC_POP,F,ES,2012-01-01,54.6
EMP_LFS,Y20-64,PC_POP,F,ES,2013-01-01,53.8
EMP_LFS,Y20-64,PC_POP,F,ES,2014-01-01,54.8
EMP_LFS,Y20-64,PC_POP,F,ES,2015-01-01,56.4
EMP_LFS,Y20-64,PC_POP,F,ES,2016-01-01,58.1
EMP_LFS,Y20-64,PC_POP,F,ES,2017-01-01,59.6
EMP_LFS,Y20-64,PC_POP,F,EU27,1993-01-01,
EMP_LFS,Y20-64,PC_POP,F,EU27,1994-01-01,
EMP_LFS,Y20-64,PC_POP,F,EU27,1995-01-01,
EMP_LFS,Y20-64,PC_POP,F,EU27,1996-01-01,
EMP_LFS,Y20-64,PC_POP,F,EU27,1997-01-01,
EMP_LFS,Y20-64,PC_POP,F,EU27,1998-01-01,
EMP_LFS,Y20-64,PC_POP,F,EU27,1999-01-01,
EMP_LFS,Y20-64,PC_POP,F,EU27,2000-01-01,57.3
EMP_LFS,Y20-64,PC_POP,F,EU27,2001-01-01,57.9
EMP_LFS,Y20-64,PC_POP,F,EU27,2002-01-01,58.2
EMP_LFS,Y20-64,PC_POP,F,EU27,2003-01-01,58.7
EMP_LFS,Y20-64,PC_POP,F,EU27,2004-01-01,59.3
EMP_LFS,Y20-64,PC_POP,F,EU27,2005-01-01,60.1
EMP_LFS,Y20-64,PC_POP,F,EU27,2006-01-01,61.2
EMP_LFS,Y20-64,PC_POP,F,EU27,2007-01-01,62.1
EMP_LFS,Y20-64,PC_POP,F,EU27,2008-01-01,62.9
EMP_LFS,Y20-64,PC_POP,F,EU27,2009-01-01,62.3
EMP_LFS,Y20-64,PC_POP,F,EU27,2010-01-01,62.2
EMP_LFS,Y20-64,PC_POP,F,EU27,2011-01-01,62.3
EMP_LFS,Y20-64,PC_POP,F,EU27,2012-01-01,62.5
EMP_LFS,Y20-64,PC_POP,F,EU27,2013-01-01,62.7
EMP_LFS,Y20-64,PC_POP,F,EU27,2014-01-01,63.5
EMP_LFS,Y20-64,PC_POP,F,EU27,2015-01-01,64.4
EMP_LFS,Y20-64,PC_POP,F,EU27,2016-01-01,65.4
EMP_LFS,Y20-64,PC_POP,F,EU27,2017-01-01,66.5
EMP_LFS,Y20-64,PC_POP,F,EU28,1993-01-01,
EMP_LFS,Y20-64,PC_POP,F,EU28,1994-01-01,
EMP_LFS,Y20-64,PC_POP,F,EU28,1995-01-01,
EMP_LFS,Y20-64,PC_POP,F,EU28,1996-01-01,
EMP_LFS,Y20-64,PC_POP,F,EU28,1997-01-01,
EMP_LFS,Y20-64,PC_POP,F,EU28,1998-01-01,
EMP_LFS,Y20-64,PC_POP,F,EU28,1999-01-01,
EMP_LFS,Y20-64,PC_POP,F,EU28,2000-01-01,
EMP_LFS,Y20-64,PC_POP,F,EU28,2001-01-01,57.9
EMP_LFS,Y20-64,PC_POP,F,EU28,2002-01-01,58.2
EMP_LFS,Y20-64,PC_POP,F,EU28,2003-01-01,58.7
EMP_LFS,Y20-64,PC_POP,F,EU28,2004-01-01,59.3
EMP_LFS,Y20-64,PC_POP,F,EU28,2005-01-01,60.0
EMP_LFS,Y20-64,PC_POP,F,EU28,2006-01-01,61.1
EMP_LFS,Y20-64,PC_POP,F,EU28,2007-01-01,62.1
EMP_LFS,Y20-64,PC_POP,F,EU28,2008-01-01,62.8
EMP_LFS,Y20-64,PC_POP,F,EU28,2009-01-01,62.3
EMP_LFS,Y20-64,PC_POP,F,EU28,2010-01-01,62.1
EMP_LFS,Y20-64,PC_POP,F,EU28,2011-01-01,62.2
EMP_LFS,Y20-64,PC_POP,F,EU28,2012-01-01,62.4
EMP_LFS,Y20-64,PC_POP,F,EU28,2013-01-01,62.6
EMP_LFS,Y20-64,PC_POP,F,EU28,2014-01-01,63.5
EMP_LFS,Y20-64,PC_POP,F,EU28,2015-01-01,64.3
EMP_LFS,Y20-64,PC_POP,F,EU28,2016-01-01,65.3
EMP_LFS,Y20-64,PC_POP,F,EU28,2017-01-01,66.5
EMP_LFS,Y20-64,PC_POP,F,FI,1993-01-01,
EMP_LFS,Y20-64,PC_POP,F,FI,1994-01-01,
EMP_LFS,Y20-64,PC_POP,F,FI,1995-01-01,
EMP_LFS,Y20-64,PC_POP,F,FI,1996-01-01,62.4
EMP_LFS,Y20-64,PC_POP,F,FI,1997-01-01,63.6
EMP_LFS,Y20-64,PC_POP,F,FI,1998-01-01,65.3
EMP_LFS,Y20-64,PC_POP,F,FI,1999-01-01,67.6
EMP_LFS,Y20-64,PC_POP,F,FI,2000-01-01,68.2
EMP_LFS,Y20-64,PC_POP,F,FI,2001-01-01,69.5
EMP_LFS,Y20-64,PC_POP,F,FI,2002-01-01,70.4
EMP_LFS,Y20-64,PC_POP,F,FI,2003-01-01,70.0
EMP_LFS,Y20-64,PC_POP,F,FI,2004-01-01,69.7
EMP_LFS,Y20-64,PC_POP,F,FI,2005-01-01,70.8
EMP_LFS,Y20-64,PC_POP,F,FI,2006-01-01,71.5
