sex,age,typtrai,wstatus,unit,geotime,date,value
M,Y15-29,NO_FED_NFE,NEMP,PC,BG,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,BG,2013-01-01,23
M,Y15-29,NO_FED_NFE,NEMP,PC,BG,2014-01-01,21
M,Y15-29,NO_FED_NFE,NEMP,PC,BG,2015-01-01,19
M,Y15-29,NO_FED_NFE,NEMP,PC,BG,2016-01-01,19
M,Y15-29,NO_FED_NFE,NEMP,PC,BG,2017-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,CH,2000-01-01,4
M,Y15-29,NO_FED_NFE,NEMP,PC,CH,2001-01-01,4
M,Y15-29,NO_FED_NFE,NEMP,PC,CH,2002-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,CH,2003-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,CH,2004-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,CH,2005-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,CH,2006-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,CH,2007-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,CH,2008-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,CH,2009-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,CH,2010-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,CH,2011-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,CH,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,CH,2013-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,CH,2014-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,CH,2015-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,CH,2016-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,CH,2017-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,CY,2000-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,CY,2001-01-01,4
M,Y15-29,NO_FED_NFE,NEMP,PC,CY,2002-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,CY,2003-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,CY,2004-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,CY,2005-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,CY,2006-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,CY,2007-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,CY,2008-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,CY,2009-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,CY,2010-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,CY,2011-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,CY,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,CY,2013-01-01,20
M,Y15-29,NO_FED_NFE,NEMP,PC,CY,2014-01-01,20
M,Y15-29,NO_FED_NFE,NEMP,PC,CY,2015-01-01,17
M,Y15-29,NO_FED_NFE,NEMP,PC,CY,2016-01-01,16
M,Y15-29,NO_FED_NFE,NEMP,PC,CY,2017-01-01,15
M,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2000-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2001-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2002-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2003-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2004-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2005-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2006-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2007-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2008-01-01,4
M,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2009-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2010-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2011-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2013-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2014-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2015-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2016-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2017-01-01,4
M,Y15-29,NO_FED_NFE,NEMP,PC,DE,2000-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,DE,2001-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,DE,2002-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,DE,2003-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,DE,2004-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,DE,2005-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,DE,2006-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,DE,2007-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,DE,2008-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,DE,2009-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,DE,2010-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,DE,2011-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,DE,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,DE,2013-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,DE,2014-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,DE,2015-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,DE,2016-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,DE,2017-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,DK,2000-01-01,4
M,Y15-29,NO_FED_NFE,NEMP,PC,DK,2001-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,DK,2002-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,DK,2003-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,DK,2004-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,DK,2005-01-01,4
M,Y15-29,NO_FED_NFE,NEMP,PC,DK,2006-01-01,3
M,Y15-29,NO_FED_NFE,NEMP,PC,DK,2007-01-01,4
M,Y15-29,NO_FED_NFE,NEMP,PC,DK,2008-01-01,4
M,Y15-29,NO_FED_NFE,NEMP,PC,DK,2009-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,DK,2010-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,DK,2011-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,DK,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,DK,2013-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,DK,2014-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,DK,2015-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,DK,2016-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,DK,2017-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,EA18,2000-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,EA18,2001-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,EA18,2002-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,EA18,2003-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,EA18,2004-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,EA18,2005-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,EA18,2006-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,EA18,2007-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,EA18,2008-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,EA18,2009-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,EA18,2010-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,EA18,2011-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,EA18,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,EA18,2013-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,EA18,2014-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,EA18,2015-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,EA18,2016-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,EA18,2017-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,EA19,2000-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,EA19,2001-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,EA19,2002-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,EA19,2003-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,EA19,2004-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,EA19,2005-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,EA19,2006-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,EA19,2007-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,EA19,2008-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,EA19,2009-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,EA19,2010-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,EA19,2011-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,EA19,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,EA19,2013-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,EA19,2014-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,EA19,2015-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,EA19,2016-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,EA19,2017-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,EE,2000-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,EE,2001-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,EE,2002-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,EE,2003-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,EE,2004-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,EE,2005-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,EE,2006-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,EE,2007-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,EE,2008-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,EE,2009-01-01,16
M,Y15-29,NO_FED_NFE,NEMP,PC,EE,2010-01-01,16
M,Y15-29,NO_FED_NFE,NEMP,PC,EE,2011-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,EE,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,EE,2013-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,EE,2014-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,EE,2015-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,EE,2016-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,EE,2017-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,EL,2000-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,EL,2001-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,EL,2002-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,EL,2003-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,EL,2004-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,EL,2005-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,EL,2006-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,EL,2007-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,EL,2008-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,EL,2009-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,EL,2010-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,EL,2011-01-01,19
M,Y15-29,NO_FED_NFE,NEMP,PC,EL,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,EL,2013-01-01,26
M,Y15-29,NO_FED_NFE,NEMP,PC,EL,2014-01-01,24
M,Y15-29,NO_FED_NFE,NEMP,PC,EL,2015-01-01,22
M,Y15-29,NO_FED_NFE,NEMP,PC,EL,2016-01-01,19
M,Y15-29,NO_FED_NFE,NEMP,PC,EL,2017-01-01,18
M,Y15-29,NO_FED_NFE,NEMP,PC,ES,2000-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,ES,2001-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,ES,2002-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,ES,2003-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,ES,2004-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,ES,2005-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,ES,2006-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,ES,2007-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,ES,2008-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,ES,2009-01-01,20
M,Y15-29,NO_FED_NFE,NEMP,PC,ES,2010-01-01,20
M,Y15-29,NO_FED_NFE,NEMP,PC,ES,2011-01-01,20
M,Y15-29,NO_FED_NFE,NEMP,PC,ES,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,ES,2013-01-01,22
M,Y15-29,NO_FED_NFE,NEMP,PC,ES,2014-01-01,20
M,Y15-29,NO_FED_NFE,NEMP,PC,ES,2015-01-01,19
M,Y15-29,NO_FED_NFE,NEMP,PC,ES,2016-01-01,17
M,Y15-29,NO_FED_NFE,NEMP,PC,ES,2017-01-01,15
M,Y15-29,NO_FED_NFE,NEMP,PC,EU27,2000-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,EU27,2001-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,EU27,2002-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,EU27,2003-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,EU27,2004-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,EU27,2005-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,EU27,2006-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,EU27,2007-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,EU27,2008-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,EU27,2009-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,EU27,2010-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,EU27,2011-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,EU27,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,EU27,2013-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,EU27,2014-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,EU27,2015-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,EU27,2016-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,EU27,2017-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,EU28,2000-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,EU28,2001-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,EU28,2002-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,EU28,2003-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,EU28,2004-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,EU28,2005-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,EU28,2006-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,EU28,2007-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,EU28,2008-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,EU28,2009-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,EU28,2010-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,EU28,2011-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,EU28,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,EU28,2013-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,EU28,2014-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,EU28,2015-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,EU28,2016-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,EU28,2017-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,FI,2000-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,FI,2001-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,FI,2002-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,FI,2003-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,FI,2004-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,FI,2005-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,FI,2006-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,FI,2007-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,FI,2008-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,FI,2009-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,FI,2010-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,FI,2011-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,FI,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,FI,2013-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,FI,2014-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,FI,2015-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,FI,2016-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,FI,2017-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,FR,2000-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,FR,2001-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,FR,2002-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,FR,2003-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,FR,2004-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,FR,2005-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,FR,2006-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,FR,2007-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,FR,2008-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,FR,2009-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,FR,2010-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,FR,2011-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,FR,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,FR,2013-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,FR,2014-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,FR,2015-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,FR,2016-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,FR,2017-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,HR,2000-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,HR,2001-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,HR,2002-01-01,19
M,Y15-29,NO_FED_NFE,NEMP,PC,HR,2003-01-01,18
M,Y15-29,NO_FED_NFE,NEMP,PC,HR,2004-01-01,16
M,Y15-29,NO_FED_NFE,NEMP,PC,HR,2005-01-01,16
M,Y15-29,NO_FED_NFE,NEMP,PC,HR,2006-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,HR,2007-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,HR,2008-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,HR,2009-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,HR,2010-01-01,18
M,Y15-29,NO_FED_NFE,NEMP,PC,HR,2011-01-01,19
M,Y15-29,NO_FED_NFE,NEMP,PC,HR,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,HR,2013-01-01,22
M,Y15-29,NO_FED_NFE,NEMP,PC,HR,2014-01-01,22
M,Y15-29,NO_FED_NFE,NEMP,PC,HR,2015-01-01,20
M,Y15-29,NO_FED_NFE,NEMP,PC,HR,2016-01-01,19
M,Y15-29,NO_FED_NFE,NEMP,PC,HR,2017-01-01,16
M,Y15-29,NO_FED_NFE,NEMP,PC,HU,2000-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,HU,2001-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,HU,2002-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,HU,2003-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,HU,2004-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,HU,2005-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,HU,2006-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,HU,2007-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,HU,2008-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,HU,2009-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,HU,2010-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,HU,2011-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,HU,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,HU,2013-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,HU,2014-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,HU,2015-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,HU,2016-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,HU,2017-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,IE,2000-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,IE,2001-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,IE,2002-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,IE,2003-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,IE,2004-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,IE,2005-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,IE,2006-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,IE,2007-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,IE,2008-01-01,15
M,Y15-29,NO_FED_NFE,NEMP,PC,IE,2009-01-01,22
M,Y15-29,NO_FED_NFE,NEMP,PC,IE,2010-01-01,23
M,Y15-29,NO_FED_NFE,NEMP,PC,IE,2011-01-01,23
M,Y15-29,NO_FED_NFE,NEMP,PC,IE,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,IE,2013-01-01,19
M,Y15-29,NO_FED_NFE,NEMP,PC,IE,2014-01-01,17
M,Y15-29,NO_FED_NFE,NEMP,PC,IE,2015-01-01,16
M,Y15-29,NO_FED_NFE,NEMP,PC,IE,2016-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,IE,2017-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,IS,2000-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,IS,2001-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,IS,2002-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,IS,2003-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,IS,2004-01-01,4
M,Y15-29,NO_FED_NFE,NEMP,PC,IS,2005-01-01,4
M,Y15-29,NO_FED_NFE,NEMP,PC,IS,2006-01-01,3
M,Y15-29,NO_FED_NFE,NEMP,PC,IS,2007-01-01,3
M,Y15-29,NO_FED_NFE,NEMP,PC,IS,2008-01-01,3
M,Y15-29,NO_FED_NFE,NEMP,PC,IS,2009-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,IS,2010-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,IS,2011-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,IS,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,IS,2013-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,IS,2014-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,IS,2015-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,IS,2016-01-01,4
M,Y15-29,NO_FED_NFE,NEMP,PC,IS,2017-01-01,3
M,Y15-29,NO_FED_NFE,NEMP,PC,IT,2000-01-01,16
M,Y15-29,NO_FED_NFE,NEMP,PC,IT,2001-01-01,15
M,Y15-29,NO_FED_NFE,NEMP,PC,IT,2002-01-01,15
M,Y15-29,NO_FED_NFE,NEMP,PC,IT,2003-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,IT,2004-01-01,15
M,Y15-29,NO_FED_NFE,NEMP,PC,IT,2005-01-01,15
M,Y15-29,NO_FED_NFE,NEMP,PC,IT,2006-01-01,15
M,Y15-29,NO_FED_NFE,NEMP,PC,IT,2007-01-01,15
M,Y15-29,NO_FED_NFE,NEMP,PC,IT,2008-01-01,15
M,Y15-29,NO_FED_NFE,NEMP,PC,IT,2009-01-01,17
M,Y15-29,NO_FED_NFE,NEMP,PC,IT,2010-01-01,19
M,Y15-29,NO_FED_NFE,NEMP,PC,IT,2011-01-01,20
M,Y15-29,NO_FED_NFE,NEMP,PC,IT,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,IT,2013-01-01,24
M,Y15-29,NO_FED_NFE,NEMP,PC,IT,2014-01-01,24
M,Y15-29,NO_FED_NFE,NEMP,PC,IT,2015-01-01,24
M,Y15-29,NO_FED_NFE,NEMP,PC,IT,2016-01-01,22
M,Y15-29,NO_FED_NFE,NEMP,PC,IT,2017-01-01,22
M,Y15-29,NO_FED_NFE,NEMP,PC,LT,2000-01-01,20
M,Y15-29,NO_FED_NFE,NEMP,PC,LT,2001-01-01,19
M,Y15-29,NO_FED_NFE,NEMP,PC,LT,2002-01-01,15
M,Y15-29,NO_FED_NFE,NEMP,PC,LT,2003-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,LT,2004-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,LT,2005-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,LT,2006-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,LT,2007-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,LT,2008-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,LT,2009-01-01,16
M,Y15-29,NO_FED_NFE,NEMP,PC,LT,2010-01-01,19
M,Y15-29,NO_FED_NFE,NEMP,PC,LT,2011-01-01,15
M,Y15-29,NO_FED_NFE,NEMP,PC,LT,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,LT,2013-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,LT,2014-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,LT,2015-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,LT,2016-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,LT,2017-01-01,9
