sex,age,typtrai,wstatus,unit,geotime,date,value
F,Y15-29,NO_FED_NFE,NEMP,PC,IS,2003-01-01,6
F,Y15-29,NO_FED_NFE,NEMP,PC,IS,2004-01-01,7
F,Y15-29,NO_FED_NFE,NEMP,PC,IS,2005-01-01,6
F,Y15-29,NO_FED_NFE,NEMP,PC,IS,2006-01-01,6
F,Y15-29,NO_FED_NFE,NEMP,PC,IS,2007-01-01,6
F,Y15-29,NO_FED_NFE,NEMP,PC,IS,2008-01-01,6
F,Y15-29,NO_FED_NFE,NEMP,PC,IS,2009-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,IS,2010-01-01,11
F,Y15-29,NO_FED_NFE,NEMP,PC,IS,2011-01-01,7
F,Y15-29,NO_FED_NFE,NEMP,PC,IS,2012-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,IS,2013-01-01,5
F,Y15-29,NO_FED_NFE,NEMP,PC,IS,2014-01-01,6
F,Y15-29,NO_FED_NFE,NEMP,PC,IS,2015-01-01,4
F,Y15-29,NO_FED_NFE,NEMP,PC,IS,2016-01-01,5
F,Y15-29,NO_FED_NFE,NEMP,PC,IS,2017-01-01,4
F,Y15-29,NO_FED_NFE,NEMP,PC,IT,2000-01-01,27
F,Y15-29,NO_FED_NFE,NEMP,PC,IT,2001-01-01,25
F,Y15-29,NO_FED_NFE,NEMP,PC,IT,2002-01-01,24
F,Y15-29,NO_FED_NFE,NEMP,PC,IT,2003-01-01,24
F,Y15-29,NO_FED_NFE,NEMP,PC,IT,2004-01-01,24
F,Y15-29,NO_FED_NFE,NEMP,PC,IT,2005-01-01,24
F,Y15-29,NO_FED_NFE,NEMP,PC,IT,2006-01-01,23
F,Y15-29,NO_FED_NFE,NEMP,PC,IT,2007-01-01,22
F,Y15-29,NO_FED_NFE,NEMP,PC,IT,2008-01-01,23
F,Y15-29,NO_FED_NFE,NEMP,PC,IT,2009-01-01,23
F,Y15-29,NO_FED_NFE,NEMP,PC,IT,2010-01-01,24
F,Y15-29,NO_FED_NFE,NEMP,PC,IT,2011-01-01,25
F,Y15-29,NO_FED_NFE,NEMP,PC,IT,2012-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,IT,2013-01-01,27
F,Y15-29,NO_FED_NFE,NEMP,PC,IT,2014-01-01,27
F,Y15-29,NO_FED_NFE,NEMP,PC,IT,2015-01-01,27
F,Y15-29,NO_FED_NFE,NEMP,PC,IT,2016-01-01,26
F,Y15-29,NO_FED_NFE,NEMP,PC,IT,2017-01-01,26
F,Y15-29,NO_FED_NFE,NEMP,PC,LT,2000-01-01,17
F,Y15-29,NO_FED_NFE,NEMP,PC,LT,2001-01-01,18
F,Y15-29,NO_FED_NFE,NEMP,PC,LT,2002-01-01,15
F,Y15-29,NO_FED_NFE,NEMP,PC,LT,2003-01-01,13
F,Y15-29,NO_FED_NFE,NEMP,PC,LT,2004-01-01,14
F,Y15-29,NO_FED_NFE,NEMP,PC,LT,2005-01-01,12
F,Y15-29,NO_FED_NFE,NEMP,PC,LT,2006-01-01,11
F,Y15-29,NO_FED_NFE,NEMP,PC,LT,2007-01-01,11
F,Y15-29,NO_FED_NFE,NEMP,PC,LT,2008-01-01,12
F,Y15-29,NO_FED_NFE,NEMP,PC,LT,2009-01-01,13
F,Y15-29,NO_FED_NFE,NEMP,PC,LT,2010-01-01,14
F,Y15-29,NO_FED_NFE,NEMP,PC,LT,2011-01-01,13
F,Y15-29,NO_FED_NFE,NEMP,PC,LT,2012-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,LT,2013-01-01,14
F,Y15-29,NO_FED_NFE,NEMP,PC,LT,2014-01-01,14
F,Y15-29,NO_FED_NFE,NEMP,PC,LT,2015-01-01,13
F,Y15-29,NO_FED_NFE,NEMP,PC,LT,2016-01-01,10
F,Y15-29,NO_FED_NFE,NEMP,PC,LT,2017-01-01,10
F,Y15-29,NO_FED_NFE,NEMP,PC,LU,2000-01-01,13
F,Y15-29,NO_FED_NFE,NEMP,PC,LU,2001-01-01,11
F,Y15-29,NO_FED_NFE,NEMP,PC,LU,2002-01-01,11
F,Y15-29,NO_FED_NFE,NEMP,PC,LU,2003-01-01,10
F,Y15-29,NO_FED_NFE,NEMP,PC,LU,2004-01-01,10
F,Y15-29,NO_FED_NFE,NEMP,PC,LU,2005-01-01,9
F,Y15-29,NO_FED_NFE,NEMP,PC,LU,2006-01-01,10
F,Y15-29,NO_FED_NFE,NEMP,PC,LU,2007-01-01,9
F,Y15-29,NO_FED_NFE,NEMP,PC,LU,2008-01-01,11
F,Y15-29,NO_FED_NFE,NEMP,PC,LU,2009-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,LU,2010-01-01,7
F,Y15-29,NO_FED_NFE,NEMP,PC,LU,2011-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,LU,2012-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,LU,2013-01-01,7
F,Y15-29,NO_FED_NFE,NEMP,PC,LU,2014-01-01,5
F,Y15-29,NO_FED_NFE,NEMP,PC,LU,2015-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,LU,2016-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,LU,2017-01-01,6
F,Y15-29,NO_FED_NFE,NEMP,PC,LV,2000-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,LV,2001-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,LV,2002-01-01,21
F,Y15-29,NO_FED_NFE,NEMP,PC,LV,2003-01-01,20
F,Y15-29,NO_FED_NFE,NEMP,PC,LV,2004-01-01,19
F,Y15-29,NO_FED_NFE,NEMP,PC,LV,2005-01-01,18
F,Y15-29,NO_FED_NFE,NEMP,PC,LV,2006-01-01,18
F,Y15-29,NO_FED_NFE,NEMP,PC,LV,2007-01-01,17
F,Y15-29,NO_FED_NFE,NEMP,PC,LV,2008-01-01,16
F,Y15-29,NO_FED_NFE,NEMP,PC,LV,2009-01-01,20
F,Y15-29,NO_FED_NFE,NEMP,PC,LV,2010-01-01,21
F,Y15-29,NO_FED_NFE,NEMP,PC,LV,2011-01-01,20
F,Y15-29,NO_FED_NFE,NEMP,PC,LV,2012-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,LV,2013-01-01,17
F,Y15-29,NO_FED_NFE,NEMP,PC,LV,2014-01-01,17
F,Y15-29,NO_FED_NFE,NEMP,PC,LV,2015-01-01,15
F,Y15-29,NO_FED_NFE,NEMP,PC,LV,2016-01-01,13
F,Y15-29,NO_FED_NFE,NEMP,PC,LV,2017-01-01,13
F,Y15-29,NO_FED_NFE,NEMP,PC,ME,2000-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,ME,2001-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,ME,2002-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,ME,2003-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,ME,2004-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,ME,2005-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,ME,2006-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,ME,2007-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,ME,2008-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,ME,2009-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,ME,2010-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,ME,2011-01-01,25
F,Y15-29,NO_FED_NFE,NEMP,PC,ME,2012-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,ME,2013-01-01,23
F,Y15-29,NO_FED_NFE,NEMP,PC,ME,2014-01-01,22
F,Y15-29,NO_FED_NFE,NEMP,PC,ME,2015-01-01,24
F,Y15-29,NO_FED_NFE,NEMP,PC,ME,2016-01-01,23
F,Y15-29,NO_FED_NFE,NEMP,PC,ME,2017-01-01,22
F,Y15-29,NO_FED_NFE,NEMP,PC,MK,2000-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,MK,2001-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,MK,2002-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,MK,2003-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,MK,2004-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,MK,2005-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,MK,2006-01-01,49
F,Y15-29,NO_FED_NFE,NEMP,PC,MK,2007-01-01,41
F,Y15-29,NO_FED_NFE,NEMP,PC,MK,2008-01-01,40
F,Y15-29,NO_FED_NFE,NEMP,PC,MK,2009-01-01,37
F,Y15-29,NO_FED_NFE,NEMP,PC,MK,2010-01-01,35
F,Y15-29,NO_FED_NFE,NEMP,PC,MK,2011-01-01,34
F,Y15-29,NO_FED_NFE,NEMP,PC,MK,2012-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,MK,2013-01-01,34
F,Y15-29,NO_FED_NFE,NEMP,PC,MK,2014-01-01,36
F,Y15-29,NO_FED_NFE,NEMP,PC,MK,2015-01-01,35
F,Y15-29,NO_FED_NFE,NEMP,PC,MK,2016-01-01,34
F,Y15-29,NO_FED_NFE,NEMP,PC,MK,2017-01-01,35
F,Y15-29,NO_FED_NFE,NEMP,PC,MT,2000-01-01,33
F,Y15-29,NO_FED_NFE,NEMP,PC,MT,2001-01-01,26
F,Y15-29,NO_FED_NFE,NEMP,PC,MT,2002-01-01,23
F,Y15-29,NO_FED_NFE,NEMP,PC,MT,2003-01-01,26
F,Y15-29,NO_FED_NFE,NEMP,PC,MT,2004-01-01,21
F,Y15-29,NO_FED_NFE,NEMP,PC,MT,2005-01-01,20
F,Y15-29,NO_FED_NFE,NEMP,PC,MT,2006-01-01,18
F,Y15-29,NO_FED_NFE,NEMP,PC,MT,2007-01-01,16
F,Y15-29,NO_FED_NFE,NEMP,PC,MT,2008-01-01,15
F,Y15-29,NO_FED_NFE,NEMP,PC,MT,2009-01-01,16
F,Y15-29,NO_FED_NFE,NEMP,PC,MT,2010-01-01,16
F,Y15-29,NO_FED_NFE,NEMP,PC,MT,2011-01-01,14
F,Y15-29,NO_FED_NFE,NEMP,PC,MT,2012-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,MT,2013-01-01,12
F,Y15-29,NO_FED_NFE,NEMP,PC,MT,2014-01-01,14
F,Y15-29,NO_FED_NFE,NEMP,PC,MT,2015-01-01,15
F,Y15-29,NO_FED_NFE,NEMP,PC,MT,2016-01-01,12
F,Y15-29,NO_FED_NFE,NEMP,PC,MT,2017-01-01,9
F,Y15-29,NO_FED_NFE,NEMP,PC,NL,2000-01-01,9
F,Y15-29,NO_FED_NFE,NEMP,PC,NL,2001-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,NL,2002-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,NL,2003-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,NL,2004-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,NL,2005-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,NL,2006-01-01,6
F,Y15-29,NO_FED_NFE,NEMP,PC,NL,2007-01-01,6
F,Y15-29,NO_FED_NFE,NEMP,PC,NL,2008-01-01,6
F,Y15-29,NO_FED_NFE,NEMP,PC,NL,2009-01-01,6
F,Y15-29,NO_FED_NFE,NEMP,PC,NL,2010-01-01,6
F,Y15-29,NO_FED_NFE,NEMP,PC,NL,2011-01-01,6
F,Y15-29,NO_FED_NFE,NEMP,PC,NL,2012-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,NL,2013-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,NL,2014-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,NL,2015-01-01,7
F,Y15-29,NO_FED_NFE,NEMP,PC,NL,2016-01-01,6
F,Y15-29,NO_FED_NFE,NEMP,PC,NL,2017-01-01,6
F,Y15-29,NO_FED_NFE,NEMP,PC,NO,2000-01-01,26
F,Y15-29,NO_FED_NFE,NEMP,PC,NO,2001-01-01,25
F,Y15-29,NO_FED_NFE,NEMP,PC,NO,2002-01-01,25
F,Y15-29,NO_FED_NFE,NEMP,PC,NO,2003-01-01,11
F,Y15-29,NO_FED_NFE,NEMP,PC,NO,2004-01-01,10
F,Y15-29,NO_FED_NFE,NEMP,PC,NO,2005-01-01,10
F,Y15-29,NO_FED_NFE,NEMP,PC,NO,2006-01-01,7
F,Y15-29,NO_FED_NFE,NEMP,PC,NO,2007-01-01,6
F,Y15-29,NO_FED_NFE,NEMP,PC,NO,2008-01-01,5
F,Y15-29,NO_FED_NFE,NEMP,PC,NO,2009-01-01,6
F,Y15-29,NO_FED_NFE,NEMP,PC,NO,2010-01-01,6
F,Y15-29,NO_FED_NFE,NEMP,PC,NO,2011-01-01,7
F,Y15-29,NO_FED_NFE,NEMP,PC,NO,2012-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,NO,2013-01-01,7
F,Y15-29,NO_FED_NFE,NEMP,PC,NO,2014-01-01,7
F,Y15-29,NO_FED_NFE,NEMP,PC,NO,2015-01-01,7
F,Y15-29,NO_FED_NFE,NEMP,PC,NO,2016-01-01,7
F,Y15-29,NO_FED_NFE,NEMP,PC,NO,2017-01-01,7
F,Y15-29,NO_FED_NFE,NEMP,PC,PL,2000-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,PL,2001-01-01,24
F,Y15-29,NO_FED_NFE,NEMP,PC,PL,2002-01-01,24
F,Y15-29,NO_FED_NFE,NEMP,PC,PL,2003-01-01,23
F,Y15-29,NO_FED_NFE,NEMP,PC,PL,2004-01-01,22
F,Y15-29,NO_FED_NFE,NEMP,PC,PL,2005-01-01,21
F,Y15-29,NO_FED_NFE,NEMP,PC,PL,2006-01-01,19
F,Y15-29,NO_FED_NFE,NEMP,PC,PL,2007-01-01,18
F,Y15-29,NO_FED_NFE,NEMP,PC,PL,2008-01-01,16
F,Y15-29,NO_FED_NFE,NEMP,PC,PL,2009-01-01,17
F,Y15-29,NO_FED_NFE,NEMP,PC,PL,2010-01-01,17
F,Y15-29,NO_FED_NFE,NEMP,PC,PL,2011-01-01,18
F,Y15-29,NO_FED_NFE,NEMP,PC,PL,2012-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,PL,2013-01-01,19
F,Y15-29,NO_FED_NFE,NEMP,PC,PL,2014-01-01,18
F,Y15-29,NO_FED_NFE,NEMP,PC,PL,2015-01-01,16
F,Y15-29,NO_FED_NFE,NEMP,PC,PL,2016-01-01,17
F,Y15-29,NO_FED_NFE,NEMP,PC,PL,2017-01-01,17
F,Y15-29,NO_FED_NFE,NEMP,PC,PT,2000-01-01,13
F,Y15-29,NO_FED_NFE,NEMP,PC,PT,2001-01-01,13
F,Y15-29,NO_FED_NFE,NEMP,PC,PT,2002-01-01,14
F,Y15-29,NO_FED_NFE,NEMP,PC,PT,2003-01-01,14
F,Y15-29,NO_FED_NFE,NEMP,PC,PT,2004-01-01,13
F,Y15-29,NO_FED_NFE,NEMP,PC,PT,2005-01-01,14
F,Y15-29,NO_FED_NFE,NEMP,PC,PT,2006-01-01,14
F,Y15-29,NO_FED_NFE,NEMP,PC,PT,2007-01-01,15
F,Y15-29,NO_FED_NFE,NEMP,PC,PT,2008-01-01,14
F,Y15-29,NO_FED_NFE,NEMP,PC,PT,2009-01-01,14
F,Y15-29,NO_FED_NFE,NEMP,PC,PT,2010-01-01,15
F,Y15-29,NO_FED_NFE,NEMP,PC,PT,2011-01-01,14
F,Y15-29,NO_FED_NFE,NEMP,PC,PT,2012-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,PT,2013-01-01,16
F,Y15-29,NO_FED_NFE,NEMP,PC,PT,2014-01-01,15
F,Y15-29,NO_FED_NFE,NEMP,PC,PT,2015-01-01,14
F,Y15-29,NO_FED_NFE,NEMP,PC,PT,2016-01-01,13
F,Y15-29,NO_FED_NFE,NEMP,PC,PT,2017-01-01,10
F,Y15-29,NO_FED_NFE,NEMP,PC,RO,2000-01-01,23
F,Y15-29,NO_FED_NFE,NEMP,PC,RO,2001-01-01,22
F,Y15-29,NO_FED_NFE,NEMP,PC,RO,2002-01-01,26
F,Y15-29,NO_FED_NFE,NEMP,PC,RO,2003-01-01,25
F,Y15-29,NO_FED_NFE,NEMP,PC,RO,2004-01-01,24
F,Y15-29,NO_FED_NFE,NEMP,PC,RO,2005-01-01,22
F,Y15-29,NO_FED_NFE,NEMP,PC,RO,2006-01-01,20
F,Y15-29,NO_FED_NFE,NEMP,PC,RO,2007-01-01,18
F,Y15-29,NO_FED_NFE,NEMP,PC,RO,2008-01-01,17
F,Y15-29,NO_FED_NFE,NEMP,PC,RO,2009-01-01,20
F,Y15-29,NO_FED_NFE,NEMP,PC,RO,2010-01-01,23
F,Y15-29,NO_FED_NFE,NEMP,PC,RO,2011-01-01,22
F,Y15-29,NO_FED_NFE,NEMP,PC,RO,2012-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,RO,2013-01-01,23
F,Y15-29,NO_FED_NFE,NEMP,PC,RO,2014-01-01,23
F,Y15-29,NO_FED_NFE,NEMP,PC,RO,2015-01-01,26
F,Y15-29,NO_FED_NFE,NEMP,PC,RO,2016-01-01,25
F,Y15-29,NO_FED_NFE,NEMP,PC,RO,2017-01-01,22
F,Y15-29,NO_FED_NFE,NEMP,PC,SE,2000-01-01,7
F,Y15-29,NO_FED_NFE,NEMP,PC,SE,2001-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,SE,2002-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,SE,2003-01-01,7
F,Y15-29,NO_FED_NFE,NEMP,PC,SE,2004-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,SE,2005-01-01,10
F,Y15-29,NO_FED_NFE,NEMP,PC,SE,2006-01-01,10
F,Y15-29,NO_FED_NFE,NEMP,PC,SE,2007-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,SE,2008-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,SE,2009-01-01,10
F,Y15-29,NO_FED_NFE,NEMP,PC,SE,2010-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,SE,2011-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,SE,2012-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,SE,2013-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,SE,2014-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,SE,2015-01-01,7
F,Y15-29,NO_FED_NFE,NEMP,PC,SE,2016-01-01,7
F,Y15-29,NO_FED_NFE,NEMP,PC,SE,2017-01-01,7
F,Y15-29,NO_FED_NFE,NEMP,PC,SI,2000-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,SI,2001-01-01,10
F,Y15-29,NO_FED_NFE,NEMP,PC,SI,2002-01-01,10
F,Y15-29,NO_FED_NFE,NEMP,PC,SI,2003-01-01,9
F,Y15-29,NO_FED_NFE,NEMP,PC,SI,2004-01-01,9
F,Y15-29,NO_FED_NFE,NEMP,PC,SI,2005-01-01,10
F,Y15-29,NO_FED_NFE,NEMP,PC,SI,2006-01-01,11
F,Y15-29,NO_FED_NFE,NEMP,PC,SI,2007-01-01,9
F,Y15-29,NO_FED_NFE,NEMP,PC,SI,2008-01-01,8
F,Y15-29,NO_FED_NFE,NEMP,PC,SI,2009-01-01,10
F,Y15-29,NO_FED_NFE,NEMP,PC,SI,2010-01-01,9
F,Y15-29,NO_FED_NFE,NEMP,PC,SI,2011-01-01,9
F,Y15-29,NO_FED_NFE,NEMP,PC,SI,2012-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,SI,2013-01-01,14
F,Y15-29,NO_FED_NFE,NEMP,PC,SI,2014-01-01,14
F,Y15-29,NO_FED_NFE,NEMP,PC,SI,2015-01-01,13
F,Y15-29,NO_FED_NFE,NEMP,PC,SI,2016-01-01,11
F,Y15-29,NO_FED_NFE,NEMP,PC,SI,2017-01-01,10
F,Y15-29,NO_FED_NFE,NEMP,PC,SK,2000-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,SK,2001-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,SK,2002-01-01,31
F,Y15-29,NO_FED_NFE,NEMP,PC,SK,2003-01-01,24
F,Y15-29,NO_FED_NFE,NEMP,PC,SK,2004-01-01,25
F,Y15-29,NO_FED_NFE,NEMP,PC,SK,2005-01-01,25
F,Y15-29,NO_FED_NFE,NEMP,PC,SK,2006-01-01,23
F,Y15-29,NO_FED_NFE,NEMP,PC,SK,2007-01-01,22
F,Y15-29,NO_FED_NFE,NEMP,PC,SK,2008-01-01,20
F,Y15-29,NO_FED_NFE,NEMP,PC,SK,2009-01-01,21
F,Y15-29,NO_FED_NFE,NEMP,PC,SK,2010-01-01,21
F,Y15-29,NO_FED_NFE,NEMP,PC,SK,2011-01-01,21
F,Y15-29,NO_FED_NFE,NEMP,PC,SK,2012-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,SK,2013-01-01,21
F,Y15-29,NO_FED_NFE,NEMP,PC,SK,2014-01-01,21
F,Y15-29,NO_FED_NFE,NEMP,PC,SK,2015-01-01,21
F,Y15-29,NO_FED_NFE,NEMP,PC,SK,2016-01-01,20
F,Y15-29,NO_FED_NFE,NEMP,PC,SK,2017-01-01,21
F,Y15-29,NO_FED_NFE,NEMP,PC,TR,2000-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,TR,2001-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,TR,2002-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,TR,2003-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,TR,2004-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,TR,2005-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,TR,2006-01-01,59
F,Y15-29,NO_FED_NFE,NEMP,PC,TR,2007-01-01,59
F,Y15-29,NO_FED_NFE,NEMP,PC,TR,2008-01-01,57
F,Y15-29,NO_FED_NFE,NEMP,PC,TR,2009-01-01,54
F,Y15-29,NO_FED_NFE,NEMP,PC,TR,2010-01-01,51
F,Y15-29,NO_FED_NFE,NEMP,PC,TR,2011-01-01,48
F,Y15-29,NO_FED_NFE,NEMP,PC,TR,2012-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,TR,2013-01-01,43
F,Y15-29,NO_FED_NFE,NEMP,PC,TR,2014-01-01,42
F,Y15-29,NO_FED_NFE,NEMP,PC,TR,2015-01-01,41
F,Y15-29,NO_FED_NFE,NEMP,PC,TR,2016-01-01,40
F,Y15-29,NO_FED_NFE,NEMP,PC,TR,2017-01-01,40
F,Y15-29,NO_FED_NFE,NEMP,PC,UK,2000-01-01,16
F,Y15-29,NO_FED_NFE,NEMP,PC,UK,2001-01-01,16
F,Y15-29,NO_FED_NFE,NEMP,PC,UK,2002-01-01,16
F,Y15-29,NO_FED_NFE,NEMP,PC,UK,2003-01-01,12
F,Y15-29,NO_FED_NFE,NEMP,PC,UK,2004-01-01,10
F,Y15-29,NO_FED_NFE,NEMP,PC,UK,2005-01-01,11
F,Y15-29,NO_FED_NFE,NEMP,PC,UK,2006-01-01,10
F,Y15-29,NO_FED_NFE,NEMP,PC,UK,2007-01-01,16
F,Y15-29,NO_FED_NFE,NEMP,PC,UK,2008-01-01,16
F,Y15-29,NO_FED_NFE,NEMP,PC,UK,2009-01-01,16
F,Y15-29,NO_FED_NFE,NEMP,PC,UK,2010-01-01,17
F,Y15-29,NO_FED_NFE,NEMP,PC,UK,2011-01-01,18
F,Y15-29,NO_FED_NFE,NEMP,PC,UK,2012-01-01,
F,Y15-29,NO_FED_NFE,NEMP,PC,UK,2013-01-01,17
F,Y15-29,NO_FED_NFE,NEMP,PC,UK,2014-01-01,16
F,Y15-29,NO_FED_NFE,NEMP,PC,UK,2015-01-01,15
F,Y15-29,NO_FED_NFE,NEMP,PC,UK,2016-01-01,14
F,Y15-29,NO_FED_NFE,NEMP,PC,UK,2017-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,AT,2000-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,AT,2001-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,AT,2002-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,AT,2003-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,AT,2004-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,AT,2005-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,AT,2006-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,AT,2007-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,AT,2008-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,AT,2009-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,AT,2010-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,AT,2011-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,AT,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,AT,2013-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,AT,2014-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,AT,2015-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,AT,2016-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,AT,2017-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,BE,2000-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,BE,2001-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,BE,2002-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,BE,2003-01-01,16
M,Y15-29,NO_FED_NFE,NEMP,PC,BE,2004-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,BE,2005-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,BE,2006-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,BE,2007-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,BE,2008-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,BE,2009-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,BE,2010-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,BE,2011-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,BE,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,BE,2013-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,BE,2014-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,BE,2015-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,BE,2016-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,BE,2017-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,BG,2000-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,BG,2001-01-01,31
M,Y15-29,NO_FED_NFE,NEMP,PC,BG,2002-01-01,29
M,Y15-29,NO_FED_NFE,NEMP,PC,BG,2003-01-01,28
M,Y15-29,NO_FED_NFE,NEMP,PC,BG,2004-01-01,26
M,Y15-29,NO_FED_NFE,NEMP,PC,BG,2005-01-01,23
M,Y15-29,NO_FED_NFE,NEMP,PC,BG,2006-01-01,20
M,Y15-29,NO_FED_NFE,NEMP,PC,BG,2007-01-01,17
M,Y15-29,NO_FED_NFE,NEMP,PC,BG,2008-01-01,15
M,Y15-29,NO_FED_NFE,NEMP,PC,BG,2009-01-01,17
M,Y15-29,NO_FED_NFE,NEMP,PC,BG,2010-01-01,21
M,Y15-29,NO_FED_NFE,NEMP,PC,BG,2011-01-01,23
