sex,age,unit,isced11,geo\time,date,value
T,Y30-34,PC,ED5-8,SE,2008-01-01,42.0 
T,Y30-34,PC,ED5-8,SE,2009-01-01,43.9 
T,Y30-34,PC,ED5-8,SE,2010-01-01,45.3 
T,Y30-34,PC,ED5-8,SE,2011-01-01,46.8 
T,Y30-34,PC,ED5-8,SE,2012-01-01,47.9
T,Y30-34,PC,ED5-8,SE,2013-01-01,48.3 
T,Y30-34,PC,ED5-8,SE,2014-01-01,49.9 b
T,Y30-34,PC,ED5-8,SE,2015-01-01,50.2 
T,Y30-34,PC,ED5-8,SE,2016-01-01,51.0 
T,Y30-34,PC,ED5-8,SE,2017-01-01,51.3 
T,Y30-34,PC,ED5-8,SI,2005-01-01,24.6 
T,Y30-34,PC,ED5-8,SI,2006-01-01,28.1 
T,Y30-34,PC,ED5-8,SI,2007-01-01,31.0 
T,Y30-34,PC,ED5-8,SI,2008-01-01,30.9 
T,Y30-34,PC,ED5-8,SI,2009-01-01,31.6 
T,Y30-34,PC,ED5-8,SI,2010-01-01,34.8 
T,Y30-34,PC,ED5-8,SI,2011-01-01,37.9 
T,Y30-34,PC,ED5-8,SI,2012-01-01,39.2
T,Y30-34,PC,ED5-8,SI,2013-01-01,40.1 
T,Y30-34,PC,ED5-8,SI,2014-01-01,41.0 b
T,Y30-34,PC,ED5-8,SI,2015-01-01,43.4 
T,Y30-34,PC,ED5-8,SI,2016-01-01,44.2 
T,Y30-34,PC,ED5-8,SI,2017-01-01,46.4 
T,Y30-34,PC,ED5-8,SK,2005-01-01,14.3 
T,Y30-34,PC,ED5-8,SK,2006-01-01,14.4 
T,Y30-34,PC,ED5-8,SK,2007-01-01,14.8 
T,Y30-34,PC,ED5-8,SK,2008-01-01,15.8 
T,Y30-34,PC,ED5-8,SK,2009-01-01,17.6 
T,Y30-34,PC,ED5-8,SK,2010-01-01,22.1 
T,Y30-34,PC,ED5-8,SK,2011-01-01,23.2 b
T,Y30-34,PC,ED5-8,SK,2012-01-01,23.7
T,Y30-34,PC,ED5-8,SK,2013-01-01,26.9 
T,Y30-34,PC,ED5-8,SK,2014-01-01,26.9 b
T,Y30-34,PC,ED5-8,SK,2015-01-01,28.4 
T,Y30-34,PC,ED5-8,SK,2016-01-01,31.5 
T,Y30-34,PC,ED5-8,SK,2017-01-01,34.3 
T,Y30-34,PC,ED5-8,TR,2005-01-01,: 
T,Y30-34,PC,ED5-8,TR,2006-01-01,11.9 
T,Y30-34,PC,ED5-8,TR,2007-01-01,12.3 
T,Y30-34,PC,ED5-8,TR,2008-01-01,13.0 
T,Y30-34,PC,ED5-8,TR,2009-01-01,14.7 
T,Y30-34,PC,ED5-8,TR,2010-01-01,15.5 
T,Y30-34,PC,ED5-8,TR,2011-01-01,16.3 
T,Y30-34,PC,ED5-8,TR,2012-01-01,18.0
T,Y30-34,PC,ED5-8,TR,2013-01-01,19.5 
T,Y30-34,PC,ED5-8,TR,2014-01-01,21.5 b
T,Y30-34,PC,ED5-8,TR,2015-01-01,23.6 
T,Y30-34,PC,ED5-8,TR,2016-01-01,26.5 
T,Y30-34,PC,ED5-8,TR,2017-01-01,27.3 
T,Y30-34,PC,ED5-8,UK,2005-01-01,34.5 
T,Y30-34,PC,ED5-8,UK,2006-01-01,36.4 
T,Y30-34,PC,ED5-8,UK,2007-01-01,38.3 b
T,Y30-34,PC,ED5-8,UK,2008-01-01,39.5 b
T,Y30-34,PC,ED5-8,UK,2009-01-01,41.4 
T,Y30-34,PC,ED5-8,UK,2010-01-01,43.1 b
T,Y30-34,PC,ED5-8,UK,2011-01-01,45.5 b
T,Y30-34,PC,ED5-8,UK,2012-01-01,46.9
T,Y30-34,PC,ED5-8,UK,2013-01-01,47.4 
T,Y30-34,PC,ED5-8,UK,2014-01-01,47.7 b
T,Y30-34,PC,ED5-8,UK,2015-01-01,47.9 
T,Y30-34,PC,ED5-8,UK,2016-01-01,48.2 
T,Y30-34,PC,ED5-8,UK,2017-01-01,48.3 
