s_adj,age,sex,unit,geotime,date,value
SA,TOTAL,F,THS_PER,CY,2018-05-01,
SA,TOTAL,F,THS_PER,CY,2018-06-01,
SA,TOTAL,F,THS_PER,CY,2018-07-01,17
SA,TOTAL,F,THS_PER,CY,2018-08-01,17
SA,TOTAL,F,THS_PER,CY,2018-09-01,
SA,TOTAL,F,THS_PER,CZ,2017-10-01,
SA,TOTAL,F,THS_PER,CZ,2017-11-01,
SA,TOTAL,F,THS_PER,CZ,2017-12-01,
SA,TOTAL,F,THS_PER,CZ,2018-01-01,
SA,TOTAL,F,THS_PER,CZ,2018-02-01,
SA,TOTAL,F,THS_PER,CZ,2018-03-01,
SA,TOTAL,F,THS_PER,CZ,2018-04-01,
SA,TOTAL,F,THS_PER,CZ,2018-05-01,
SA,TOTAL,F,THS_PER,CZ,2018-06-01,
SA,TOTAL,F,THS_PER,CZ,2018-07-01,70
SA,TOTAL,F,THS_PER,CZ,2018-08-01,76
SA,TOTAL,F,THS_PER,CZ,2018-09-01,
SA,TOTAL,F,THS_PER,DE,2017-10-01,
SA,TOTAL,F,THS_PER,DE,2017-11-01,
SA,TOTAL,F,THS_PER,DE,2017-12-01,
SA,TOTAL,F,THS_PER,DE,2018-01-01,
SA,TOTAL,F,THS_PER,DE,2018-02-01,
SA,TOTAL,F,THS_PER,DE,2018-03-01,
SA,TOTAL,F,THS_PER,DE,2018-04-01,
SA,TOTAL,F,THS_PER,DE,2018-05-01,
SA,TOTAL,F,THS_PER,DE,2018-06-01,
SA,TOTAL,F,THS_PER,DE,2018-07-01,583
SA,TOTAL,F,THS_PER,DE,2018-08-01,577
SA,TOTAL,F,THS_PER,DE,2018-09-01,
SA,TOTAL,F,THS_PER,DK,2017-10-01,
SA,TOTAL,F,THS_PER,DK,2017-11-01,
SA,TOTAL,F,THS_PER,DK,2017-12-01,
SA,TOTAL,F,THS_PER,DK,2018-01-01,
SA,TOTAL,F,THS_PER,DK,2018-02-01,
SA,TOTAL,F,THS_PER,DK,2018-03-01,
SA,TOTAL,F,THS_PER,DK,2018-04-01,
SA,TOTAL,F,THS_PER,DK,2018-05-01,
SA,TOTAL,F,THS_PER,DK,2018-06-01,
SA,TOTAL,F,THS_PER,DK,2018-07-01,74
SA,TOTAL,F,THS_PER,DK,2018-08-01,71
SA,TOTAL,F,THS_PER,DK,2018-09-01,
SA,TOTAL,F,THS_PER,EA,2017-10-01,
SA,TOTAL,F,THS_PER,EA,2017-11-01,
SA,TOTAL,F,THS_PER,EA,2017-12-01,
SA,TOTAL,F,THS_PER,EA,2018-01-01,
SA,TOTAL,F,THS_PER,EA,2018-02-01,
SA,TOTAL,F,THS_PER,EA,2018-03-01,
SA,TOTAL,F,THS_PER,EA,2018-04-01,
SA,TOTAL,F,THS_PER,EA,2018-05-01,
SA,TOTAL,F,THS_PER,EA,2018-06-01,
SA,TOTAL,F,THS_PER,EA,2018-07-01,6446
SA,TOTAL,F,THS_PER,EA,2018-08-01,6393
SA,TOTAL,F,THS_PER,EA,2018-09-01,
SA,TOTAL,F,THS_PER,EA18,2017-10-01,
SA,TOTAL,F,THS_PER,EA18,2017-11-01,
SA,TOTAL,F,THS_PER,EA18,2017-12-01,
SA,TOTAL,F,THS_PER,EA18,2018-01-01,
SA,TOTAL,F,THS_PER,EA18,2018-02-01,
SA,TOTAL,F,THS_PER,EA18,2018-03-01,
SA,TOTAL,F,THS_PER,EA18,2018-04-01,
SA,TOTAL,F,THS_PER,EA18,2018-05-01,
SA,TOTAL,F,THS_PER,EA18,2018-06-01,
SA,TOTAL,F,THS_PER,EA18,2018-07-01,6405
SA,TOTAL,F,THS_PER,EA18,2018-08-01,6353
SA,TOTAL,F,THS_PER,EA18,2018-09-01,
SA,TOTAL,F,THS_PER,EA19,2017-10-01,
SA,TOTAL,F,THS_PER,EA19,2017-11-01,
SA,TOTAL,F,THS_PER,EA19,2017-12-01,
SA,TOTAL,F,THS_PER,EA19,2018-01-01,
SA,TOTAL,F,THS_PER,EA19,2018-02-01,
SA,TOTAL,F,THS_PER,EA19,2018-03-01,
SA,TOTAL,F,THS_PER,EA19,2018-04-01,
SA,TOTAL,F,THS_PER,EA19,2018-05-01,
SA,TOTAL,F,THS_PER,EA19,2018-06-01,
SA,TOTAL,F,THS_PER,EA19,2018-07-01,6446
SA,TOTAL,F,THS_PER,EA19,2018-08-01,6393
SA,TOTAL,F,THS_PER,EA19,2018-09-01,
SA,TOTAL,F,THS_PER,EE,2017-10-01,
SA,TOTAL,F,THS_PER,EE,2017-11-01,
SA,TOTAL,F,THS_PER,EE,2017-12-01,
SA,TOTAL,F,THS_PER,EE,2018-01-01,
SA,TOTAL,F,THS_PER,EE,2018-02-01,
SA,TOTAL,F,THS_PER,EE,2018-03-01,
SA,TOTAL,F,THS_PER,EE,2018-04-01,
SA,TOTAL,F,THS_PER,EE,2018-05-01,
SA,TOTAL,F,THS_PER,EE,2018-06-01,
SA,TOTAL,F,THS_PER,EE,2018-07-01,18
SA,TOTAL,F,THS_PER,EE,2018-08-01,
SA,TOTAL,F,THS_PER,EE,2018-09-01,
SA,TOTAL,F,THS_PER,EL,2017-10-01,
SA,TOTAL,F,THS_PER,EL,2017-11-01,
SA,TOTAL,F,THS_PER,EL,2017-12-01,
SA,TOTAL,F,THS_PER,EL,2018-01-01,
SA,TOTAL,F,THS_PER,EL,2018-02-01,
SA,TOTAL,F,THS_PER,EL,2018-03-01,
SA,TOTAL,F,THS_PER,EL,2018-04-01,
SA,TOTAL,F,THS_PER,EL,2018-05-01,
SA,TOTAL,F,THS_PER,EL,2018-06-01,
SA,TOTAL,F,THS_PER,EL,2018-07-01,502
SA,TOTAL,F,THS_PER,EL,2018-08-01,
SA,TOTAL,F,THS_PER,EL,2018-09-01,
SA,TOTAL,F,THS_PER,ES,2017-10-01,
SA,TOTAL,F,THS_PER,ES,2017-11-01,
SA,TOTAL,F,THS_PER,ES,2017-12-01,
SA,TOTAL,F,THS_PER,ES,2018-01-01,
SA,TOTAL,F,THS_PER,ES,2018-02-01,
SA,TOTAL,F,THS_PER,ES,2018-03-01,
SA,TOTAL,F,THS_PER,ES,2018-04-01,
SA,TOTAL,F,THS_PER,ES,2018-05-01,
SA,TOTAL,F,THS_PER,ES,2018-06-01,
SA,TOTAL,F,THS_PER,ES,2018-07-01,1815
SA,TOTAL,F,THS_PER,ES,2018-08-01,1824
SA,TOTAL,F,THS_PER,ES,2018-09-01,
SA,TOTAL,F,THS_PER,EU27,2017-10-01,
SA,TOTAL,F,THS_PER,EU27,2017-11-01,
SA,TOTAL,F,THS_PER,EU27,2017-12-01,
SA,TOTAL,F,THS_PER,EU27,2018-01-01,
SA,TOTAL,F,THS_PER,EU27,2018-02-01,
SA,TOTAL,F,THS_PER,EU27,2018-03-01,
SA,TOTAL,F,THS_PER,EU27,2018-04-01,
SA,TOTAL,F,THS_PER,EU27,2018-05-01,
SA,TOTAL,F,THS_PER,EU27,2018-06-01,
SA,TOTAL,F,THS_PER,EU27,2018-07-01,7938
SA,TOTAL,F,THS_PER,EU27,2018-08-01,7871
SA,TOTAL,F,THS_PER,EU27,2018-09-01,
SA,TOTAL,F,THS_PER,EU28,2017-10-01,
SA,TOTAL,F,THS_PER,EU28,2017-11-01,
SA,TOTAL,F,THS_PER,EU28,2017-12-01,
SA,TOTAL,F,THS_PER,EU28,2018-01-01,
SA,TOTAL,F,THS_PER,EU28,2018-02-01,
SA,TOTAL,F,THS_PER,EU28,2018-03-01,
SA,TOTAL,F,THS_PER,EU28,2018-04-01,
SA,TOTAL,F,THS_PER,EU28,2018-05-01,
SA,TOTAL,F,THS_PER,EU28,2018-06-01,
SA,TOTAL,F,THS_PER,EU28,2018-07-01,8014
SA,TOTAL,F,THS_PER,EU28,2018-08-01,7946
SA,TOTAL,F,THS_PER,EU28,2018-09-01,
SA,TOTAL,F,THS_PER,FI,2017-10-01,
SA,TOTAL,F,THS_PER,FI,2017-11-01,
SA,TOTAL,F,THS_PER,FI,2017-12-01,
SA,TOTAL,F,THS_PER,FI,2018-01-01,
SA,TOTAL,F,THS_PER,FI,2018-02-01,
SA,TOTAL,F,THS_PER,FI,2018-03-01,
SA,TOTAL,F,THS_PER,FI,2018-04-01,
SA,TOTAL,F,THS_PER,FI,2018-05-01,
SA,TOTAL,F,THS_PER,FI,2018-06-01,
SA,TOTAL,F,THS_PER,FI,2018-07-01,99
SA,TOTAL,F,THS_PER,FI,2018-08-01,99
SA,TOTAL,F,THS_PER,FI,2018-09-01,99
SA,TOTAL,F,THS_PER,FR,2017-10-01,
SA,TOTAL,F,THS_PER,FR,2017-11-01,
SA,TOTAL,F,THS_PER,FR,2017-12-01,
SA,TOTAL,F,THS_PER,FR,2018-01-01,
SA,TOTAL,F,THS_PER,FR,2018-02-01,
SA,TOTAL,F,THS_PER,FR,2018-03-01,
SA,TOTAL,F,THS_PER,FR,2018-04-01,
SA,TOTAL,F,THS_PER,FR,2018-05-01,
SA,TOTAL,F,THS_PER,FR,2018-06-01,
SA,TOTAL,F,THS_PER,FR,2018-07-01,1305
SA,TOTAL,F,THS_PER,FR,2018-08-01,1307
SA,TOTAL,F,THS_PER,FR,2018-09-01,
SA,TOTAL,F,THS_PER,HR,2017-10-01,
SA,TOTAL,F,THS_PER,HR,2017-11-01,
SA,TOTAL,F,THS_PER,HR,2017-12-01,
SA,TOTAL,F,THS_PER,HR,2018-01-01,
SA,TOTAL,F,THS_PER,HR,2018-02-01,
SA,TOTAL,F,THS_PER,HR,2018-03-01,
SA,TOTAL,F,THS_PER,HR,2018-04-01,
SA,TOTAL,F,THS_PER,HR,2018-05-01,
SA,TOTAL,F,THS_PER,HR,2018-06-01,
SA,TOTAL,F,THS_PER,HR,2018-07-01,77
SA,TOTAL,F,THS_PER,HR,2018-08-01,75
SA,TOTAL,F,THS_PER,HR,2018-09-01,
SA,TOTAL,F,THS_PER,HU,2017-10-01,
SA,TOTAL,F,THS_PER,HU,2017-11-01,
SA,TOTAL,F,THS_PER,HU,2017-12-01,
SA,TOTAL,F,THS_PER,HU,2018-01-01,
SA,TOTAL,F,THS_PER,HU,2018-02-01,
SA,TOTAL,F,THS_PER,HU,2018-03-01,
SA,TOTAL,F,THS_PER,HU,2018-04-01,
SA,TOTAL,F,THS_PER,HU,2018-05-01,
SA,TOTAL,F,THS_PER,HU,2018-06-01,
SA,TOTAL,F,THS_PER,HU,2018-07-01,85
SA,TOTAL,F,THS_PER,HU,2018-08-01,
SA,TOTAL,F,THS_PER,HU,2018-09-01,
SA,TOTAL,F,THS_PER,IE,2017-10-01,
SA,TOTAL,F,THS_PER,IE,2017-11-01,
SA,TOTAL,F,THS_PER,IE,2017-12-01,
SA,TOTAL,F,THS_PER,IE,2018-01-01,
SA,TOTAL,F,THS_PER,IE,2018-02-01,
SA,TOTAL,F,THS_PER,IE,2018-03-01,
SA,TOTAL,F,THS_PER,IE,2018-04-01,
SA,TOTAL,F,THS_PER,IE,2018-05-01,
SA,TOTAL,F,THS_PER,IE,2018-06-01,
SA,TOTAL,F,THS_PER,IE,2018-07-01,63
SA,TOTAL,F,THS_PER,IE,2018-08-01,59
SA,TOTAL,F,THS_PER,IE,2018-09-01,56
SA,TOTAL,F,THS_PER,IS,2017-10-01,
SA,TOTAL,F,THS_PER,IS,2017-11-01,
SA,TOTAL,F,THS_PER,IS,2017-12-01,
SA,TOTAL,F,THS_PER,IS,2018-01-01,
SA,TOTAL,F,THS_PER,IS,2018-02-01,
SA,TOTAL,F,THS_PER,IS,2018-03-01,
SA,TOTAL,F,THS_PER,IS,2018-04-01,
SA,TOTAL,F,THS_PER,IS,2018-05-01,
SA,TOTAL,F,THS_PER,IS,2018-06-01,
SA,TOTAL,F,THS_PER,IS,2018-07-01,3
SA,TOTAL,F,THS_PER,IS,2018-08-01,3
SA,TOTAL,F,THS_PER,IS,2018-09-01,
SA,TOTAL,F,THS_PER,IT,2017-10-01,
SA,TOTAL,F,THS_PER,IT,2017-11-01,
SA,TOTAL,F,THS_PER,IT,2017-12-01,
SA,TOTAL,F,THS_PER,IT,2018-01-01,
SA,TOTAL,F,THS_PER,IT,2018-02-01,
SA,TOTAL,F,THS_PER,IT,2018-03-01,
SA,TOTAL,F,THS_PER,IT,2018-04-01,
SA,TOTAL,F,THS_PER,IT,2018-05-01,
SA,TOTAL,F,THS_PER,IT,2018-06-01,
SA,TOTAL,F,THS_PER,IT,2018-07-01,1241
SA,TOTAL,F,THS_PER,IT,2018-08-01,1185
SA,TOTAL,F,THS_PER,IT,2018-09-01,
SA,TOTAL,F,THS_PER,JP,2017-10-01,
SA,TOTAL,F,THS_PER,JP,2017-11-01,
SA,TOTAL,F,THS_PER,JP,2017-12-01,
SA,TOTAL,F,THS_PER,JP,2018-01-01,
SA,TOTAL,F,THS_PER,JP,2018-02-01,
SA,TOTAL,F,THS_PER,JP,2018-03-01,
SA,TOTAL,F,THS_PER,JP,2018-04-01,
SA,TOTAL,F,THS_PER,JP,2018-05-01,
SA,TOTAL,F,THS_PER,JP,2018-06-01,
SA,TOTAL,F,THS_PER,JP,2018-07-01,690
SA,TOTAL,F,THS_PER,JP,2018-08-01,700
SA,TOTAL,F,THS_PER,JP,2018-09-01,
SA,TOTAL,F,THS_PER,LT,2017-10-01,
SA,TOTAL,F,THS_PER,LT,2017-11-01,
SA,TOTAL,F,THS_PER,LT,2017-12-01,
SA,TOTAL,F,THS_PER,LT,2018-01-01,
SA,TOTAL,F,THS_PER,LT,2018-02-01,
SA,TOTAL,F,THS_PER,LT,2018-03-01,
SA,TOTAL,F,THS_PER,LT,2018-04-01,
SA,TOTAL,F,THS_PER,LT,2018-05-01,
SA,TOTAL,F,THS_PER,LT,2018-06-01,
SA,TOTAL,F,THS_PER,LT,2018-07-01,41
SA,TOTAL,F,THS_PER,LT,2018-08-01,40
SA,TOTAL,F,THS_PER,LT,2018-09-01,
SA,TOTAL,F,THS_PER,LU,2017-10-01,
SA,TOTAL,F,THS_PER,LU,2017-11-01,
SA,TOTAL,F,THS_PER,LU,2017-12-01,
SA,TOTAL,F,THS_PER,LU,2018-01-01,
SA,TOTAL,F,THS_PER,LU,2018-02-01,
SA,TOTAL,F,THS_PER,LU,2018-03-01,
SA,TOTAL,F,THS_PER,LU,2018-04-01,
SA,TOTAL,F,THS_PER,LU,2018-05-01,
SA,TOTAL,F,THS_PER,LU,2018-06-01,
SA,TOTAL,F,THS_PER,LU,2018-07-01,8
SA,TOTAL,F,THS_PER,LU,2018-08-01,8
SA,TOTAL,F,THS_PER,LU,2018-09-01,
SA,TOTAL,F,THS_PER,LV,2017-10-01,
SA,TOTAL,F,THS_PER,LV,2017-11-01,
SA,TOTAL,F,THS_PER,LV,2017-12-01,
SA,TOTAL,F,THS_PER,LV,2018-01-01,
SA,TOTAL,F,THS_PER,LV,2018-02-01,
SA,TOTAL,F,THS_PER,LV,2018-03-01,
SA,TOTAL,F,THS_PER,LV,2018-04-01,
SA,TOTAL,F,THS_PER,LV,2018-05-01,
SA,TOTAL,F,THS_PER,LV,2018-06-01,
SA,TOTAL,F,THS_PER,LV,2018-07-01,31
SA,TOTAL,F,THS_PER,LV,2018-08-01,31
SA,TOTAL,F,THS_PER,LV,2018-09-01,
SA,TOTAL,F,THS_PER,MT,2017-10-01,
SA,TOTAL,F,THS_PER,MT,2017-11-01,
SA,TOTAL,F,THS_PER,MT,2017-12-01,
SA,TOTAL,F,THS_PER,MT,2018-01-01,
SA,TOTAL,F,THS_PER,MT,2018-02-01,
SA,TOTAL,F,THS_PER,MT,2018-03-01,
SA,TOTAL,F,THS_PER,MT,2018-04-01,
SA,TOTAL,F,THS_PER,MT,2018-05-01,
SA,TOTAL,F,THS_PER,MT,2018-06-01,
SA,TOTAL,F,THS_PER,MT,2018-07-01,4
SA,TOTAL,F,THS_PER,MT,2018-08-01,4
SA,TOTAL,F,THS_PER,MT,2018-09-01,
SA,TOTAL,F,THS_PER,NL,2017-10-01,
SA,TOTAL,F,THS_PER,NL,2017-11-01,
SA,TOTAL,F,THS_PER,NL,2017-12-01,
SA,TOTAL,F,THS_PER,NL,2018-01-01,
SA,TOTAL,F,THS_PER,NL,2018-02-01,
SA,TOTAL,F,THS_PER,NL,2018-03-01,
SA,TOTAL,F,THS_PER,NL,2018-04-01,
SA,TOTAL,F,THS_PER,NL,2018-05-01,
SA,TOTAL,F,THS_PER,NL,2018-06-01,
SA,TOTAL,F,THS_PER,NL,2018-07-01,165
SA,TOTAL,F,THS_PER,NL,2018-08-01,167
SA,TOTAL,F,THS_PER,NL,2018-09-01,162
SA,TOTAL,F,THS_PER,NO,2017-10-01,
SA,TOTAL,F,THS_PER,NO,2017-11-01,
SA,TOTAL,F,THS_PER,NO,2017-12-01,
SA,TOTAL,F,THS_PER,NO,2018-01-01,
SA,TOTAL,F,THS_PER,NO,2018-02-01,
SA,TOTAL,F,THS_PER,NO,2018-03-01,
SA,TOTAL,F,THS_PER,NO,2018-04-01,
SA,TOTAL,F,THS_PER,NO,2018-05-01,
SA,TOTAL,F,THS_PER,NO,2018-06-01,
SA,TOTAL,F,THS_PER,NO,2018-07-01,47
SA,TOTAL,F,THS_PER,NO,2018-08-01,
SA,TOTAL,F,THS_PER,NO,2018-09-01,
SA,TOTAL,F,THS_PER,PL,2017-10-01,
SA,TOTAL,F,THS_PER,PL,2017-11-01,
SA,TOTAL,F,THS_PER,PL,2017-12-01,
SA,TOTAL,F,THS_PER,PL,2018-01-01,
SA,TOTAL,F,THS_PER,PL,2018-02-01,
SA,TOTAL,F,THS_PER,PL,2018-03-01,
SA,TOTAL,F,THS_PER,PL,2018-04-01,
SA,TOTAL,F,THS_PER,PL,2018-05-01,
SA,TOTAL,F,THS_PER,PL,2018-06-01,
SA,TOTAL,F,THS_PER,PL,2018-07-01,261
SA,TOTAL,F,THS_PER,PL,2018-08-01,248
SA,TOTAL,F,THS_PER,PL,2018-09-01,
SA,TOTAL,F,THS_PER,PT,2017-10-01,
SA,TOTAL,F,THS_PER,PT,2017-11-01,
SA,TOTAL,F,THS_PER,PT,2017-12-01,
SA,TOTAL,F,THS_PER,PT,2018-01-01,
SA,TOTAL,F,THS_PER,PT,2018-02-01,
SA,TOTAL,F,THS_PER,PT,2018-03-01,
SA,TOTAL,F,THS_PER,PT,2018-04-01,
SA,TOTAL,F,THS_PER,PT,2018-05-01,
SA,TOTAL,F,THS_PER,PT,2018-06-01,
SA,TOTAL,F,THS_PER,PT,2018-07-01,185
SA,TOTAL,F,THS_PER,PT,2018-08-01,185
SA,TOTAL,F,THS_PER,PT,2018-09-01,
SA,TOTAL,F,THS_PER,RO,2017-10-01,
SA,TOTAL,F,THS_PER,RO,2017-11-01,
SA,TOTAL,F,THS_PER,RO,2017-12-01,
SA,TOTAL,F,THS_PER,RO,2018-01-01,
SA,TOTAL,F,THS_PER,RO,2018-02-01,
SA,TOTAL,F,THS_PER,RO,2018-03-01,
SA,TOTAL,F,THS_PER,RO,2018-04-01,
SA,TOTAL,F,THS_PER,RO,2018-05-01,
SA,TOTAL,F,THS_PER,RO,2018-06-01,
SA,TOTAL,F,THS_PER,RO,2018-07-01,134
SA,TOTAL,F,THS_PER,RO,2018-08-01,133
SA,TOTAL,F,THS_PER,RO,2018-09-01,
SA,TOTAL,F,THS_PER,SE,2017-10-01,
SA,TOTAL,F,THS_PER,SE,2017-11-01,
SA,TOTAL,F,THS_PER,SE,2017-12-01,
SA,TOTAL,F,THS_PER,SE,2018-01-01,
SA,TOTAL,F,THS_PER,SE,2018-02-01,
SA,TOTAL,F,THS_PER,SE,2018-03-01,
SA,TOTAL,F,THS_PER,SE,2018-04-01,
SA,TOTAL,F,THS_PER,SE,2018-05-01,
SA,TOTAL,F,THS_PER,SE,2018-06-01,
SA,TOTAL,F,THS_PER,SE,2018-07-01,170
SA,TOTAL,F,THS_PER,SE,2018-08-01,170
SA,TOTAL,F,THS_PER,SE,2018-09-01,
SA,TOTAL,F,THS_PER,SI,2017-10-01,
SA,TOTAL,F,THS_PER,SI,2017-11-01,
SA,TOTAL,F,THS_PER,SI,2017-12-01,
SA,TOTAL,F,THS_PER,SI,2018-01-01,
SA,TOTAL,F,THS_PER,SI,2018-02-01,
SA,TOTAL,F,THS_PER,SI,2018-03-01,
SA,TOTAL,F,THS_PER,SI,2018-04-01,
SA,TOTAL,F,THS_PER,SI,2018-05-01,
SA,TOTAL,F,THS_PER,SI,2018-06-01,
SA,TOTAL,F,THS_PER,SI,2018-07-01,26
SA,TOTAL,F,THS_PER,SI,2018-08-01,26
SA,TOTAL,F,THS_PER,SI,2018-09-01,
SA,TOTAL,F,THS_PER,SK,2017-10-01,
SA,TOTAL,F,THS_PER,SK,2017-11-01,
SA,TOTAL,F,THS_PER,SK,2017-12-01,
SA,TOTAL,F,THS_PER,SK,2018-01-01,
SA,TOTAL,F,THS_PER,SK,2018-02-01,
SA,TOTAL,F,THS_PER,SK,2018-03-01,
SA,TOTAL,F,THS_PER,SK,2018-04-01,
SA,TOTAL,F,THS_PER,SK,2018-05-01,
SA,TOTAL,F,THS_PER,SK,2018-06-01,
SA,TOTAL,F,THS_PER,SK,2018-07-01,92
SA,TOTAL,F,THS_PER,SK,2018-08-01,92
SA,TOTAL,F,THS_PER,SK,2018-09-01,
SA,TOTAL,F,THS_PER,UK,2017-10-01,
SA,TOTAL,F,THS_PER,UK,2017-11-01,
SA,TOTAL,F,THS_PER,UK,2017-12-01,
SA,TOTAL,F,THS_PER,UK,2018-01-01,
SA,TOTAL,F,THS_PER,UK,2018-02-01,
SA,TOTAL,F,THS_PER,UK,2018-03-01,
SA,TOTAL,F,THS_PER,UK,2018-04-01,
SA,TOTAL,F,THS_PER,UK,2018-05-01,
SA,TOTAL,F,THS_PER,UK,2018-06-01,
SA,TOTAL,F,THS_PER,UK,2018-07-01,619
SA,TOTAL,F,THS_PER,UK,2018-08-01,
SA,TOTAL,F,THS_PER,UK,2018-09-01,
SA,TOTAL,F,THS_PER,US,2017-10-01,
SA,TOTAL,F,THS_PER,US,2017-11-01,
SA,TOTAL,F,THS_PER,US,2017-12-01,
SA,TOTAL,F,THS_PER,US,2018-01-01,
SA,TOTAL,F,THS_PER,US,2018-02-01,
SA,TOTAL,F,THS_PER,US,2018-03-01,
SA,TOTAL,F,THS_PER,US,2018-04-01,
SA,TOTAL,F,THS_PER,US,2018-05-01,
SA,TOTAL,F,THS_PER,US,2018-06-01,
SA,TOTAL,F,THS_PER,US,2018-07-01,3010
SA,TOTAL,F,THS_PER,US,2018-08-01,2908
SA,TOTAL,F,THS_PER,US,2018-09-01,
SA,TOTAL,M,THS_PER,AT,2017-10-01,
SA,TOTAL,M,THS_PER,AT,2017-11-01,
SA,TOTAL,M,THS_PER,AT,2017-12-01,
SA,TOTAL,M,THS_PER,AT,2018-01-01,
SA,TOTAL,M,THS_PER,AT,2018-02-01,
SA,TOTAL,M,THS_PER,AT,2018-03-01,
SA,TOTAL,M,THS_PER,AT,2018-04-01,
SA,TOTAL,M,THS_PER,AT,2018-05-01,
SA,TOTAL,M,THS_PER,AT,2018-06-01,
SA,TOTAL,M,THS_PER,AT,2018-07-01,119
SA,TOTAL,M,THS_PER,AT,2018-08-01,112
SA,TOTAL,M,THS_PER,AT,2018-09-01,
SA,TOTAL,M,THS_PER,BE,2017-10-01,
SA,TOTAL,M,THS_PER,BE,2017-11-01,
SA,TOTAL,M,THS_PER,BE,2017-12-01,
SA,TOTAL,M,THS_PER,BE,2018-01-01,
SA,TOTAL,M,THS_PER,BE,2018-02-01,
SA,TOTAL,M,THS_PER,BE,2018-03-01,
SA,TOTAL,M,THS_PER,BE,2018-04-01,
SA,TOTAL,M,THS_PER,BE,2018-05-01,
SA,TOTAL,M,THS_PER,BE,2018-06-01,
SA,TOTAL,M,THS_PER,BE,2018-07-01,182
SA,TOTAL,M,THS_PER,BE,2018-08-01,179
SA,TOTAL,M,THS_PER,BE,2018-09-01,
SA,TOTAL,M,THS_PER,BG,2017-10-01,
SA,TOTAL,M,THS_PER,BG,2017-11-01,
SA,TOTAL,M,THS_PER,BG,2017-12-01,
SA,TOTAL,M,THS_PER,BG,2018-01-01,
SA,TOTAL,M,THS_PER,BG,2018-02-01,
SA,TOTAL,M,THS_PER,BG,2018-03-01,
SA,TOTAL,M,THS_PER,BG,2018-04-01,
SA,TOTAL,M,THS_PER,BG,2018-05-01,
SA,TOTAL,M,THS_PER,BG,2018-06-01,
SA,TOTAL,M,THS_PER,BG,2018-07-01,103
SA,TOTAL,M,THS_PER,BG,2018-08-01,103
SA,TOTAL,M,THS_PER,BG,2018-09-01,
SA,TOTAL,M,THS_PER,CY,2017-10-01,
SA,TOTAL,M,THS_PER,CY,2017-11-01,
SA,TOTAL,M,THS_PER,CY,2017-12-01,
SA,TOTAL,M,THS_PER,CY,2018-01-01,
SA,TOTAL,M,THS_PER,CY,2018-02-01,
SA,TOTAL,M,THS_PER,CY,2018-03-01,
SA,TOTAL,M,THS_PER,CY,2018-04-01,
SA,TOTAL,M,THS_PER,CY,2018-05-01,
SA,TOTAL,M,THS_PER,CY,2018-06-01,
SA,TOTAL,M,THS_PER,CY,2018-07-01,16
SA,TOTAL,M,THS_PER,CY,2018-08-01,16
SA,TOTAL,M,THS_PER,CY,2018-09-01,
SA,TOTAL,M,THS_PER,CZ,2017-10-01,
