aquaenv,geotime,date,value
SEA_EXC_NR,FI,2012-01-01,58
SEA_EXC_NR,FI,2013-01-01,
SEA_EXC_NR,FI,2014-01-01,
SEA_EXC_NR,FI,2015-01-01,
SEA_EXC_NR,FI,2016-01-01,
SEA_EXC_NR,FI,2017-01-01,
SEA_EXC_NR,FR,2011-01-01,1321
SEA_EXC_NR,FR,2012-01-01,1384
SEA_EXC_NR,FR,2013-01-01,
SEA_EXC_NR,FR,2014-01-01,
SEA_EXC_NR,FR,2015-01-01,
SEA_EXC_NR,FR,2016-01-01,
SEA_EXC_NR,FR,2017-01-01,
SEA_EXC_NR,HR,2011-01-01,886
SEA_EXC_NR,HR,2012-01-01,876
SEA_EXC_NR,HR,2013-01-01,
SEA_EXC_NR,HR,2014-01-01,
SEA_EXC_NR,HR,2015-01-01,
SEA_EXC_NR,HR,2016-01-01,
SEA_EXC_NR,HR,2017-01-01,
SEA_EXC_NR,IE,2011-01-01,106
SEA_EXC_NR,IE,2012-01-01,84
SEA_EXC_NR,IE,2013-01-01,
SEA_EXC_NR,IE,2014-01-01,
SEA_EXC_NR,IE,2015-01-01,
SEA_EXC_NR,IE,2016-01-01,
SEA_EXC_NR,IE,2017-01-01,
SEA_EXC_NR,IT,2011-01-01,4069
SEA_EXC_NR,IT,2012-01-01,4213
SEA_EXC_NR,IT,2013-01-01,
SEA_EXC_NR,IT,2014-01-01,
SEA_EXC_NR,IT,2015-01-01,
SEA_EXC_NR,IT,2016-01-01,
SEA_EXC_NR,IT,2017-01-01,
SEA_EXC_NR,LT,2011-01-01,13
SEA_EXC_NR,LT,2012-01-01,13
SEA_EXC_NR,LT,2013-01-01,
SEA_EXC_NR,LT,2014-01-01,
SEA_EXC_NR,LT,2015-01-01,
SEA_EXC_NR,LT,2016-01-01,
SEA_EXC_NR,LT,2017-01-01,
SEA_EXC_NR,LV,2011-01-01,14
SEA_EXC_NR,LV,2012-01-01,12
SEA_EXC_NR,LV,2013-01-01,
SEA_EXC_NR,LV,2014-01-01,
SEA_EXC_NR,LV,2015-01-01,
SEA_EXC_NR,LV,2016-01-01,
SEA_EXC_NR,LV,2017-01-01,
SEA_EXC_NR,MT,2011-01-01,85
SEA_EXC_NR,MT,2012-01-01,84
SEA_EXC_NR,MT,2013-01-01,
SEA_EXC_NR,MT,2014-01-01,
SEA_EXC_NR,MT,2015-01-01,
SEA_EXC_NR,MT,2016-01-01,
SEA_EXC_NR,MT,2017-01-01,
SEA_EXC_NR,NL,2011-01-01,59
SEA_EXC_NR,NL,2012-01-01,71
SEA_EXC_NR,NL,2013-01-01,
SEA_EXC_NR,NL,2014-01-01,
SEA_EXC_NR,NL,2015-01-01,
SEA_EXC_NR,NL,2016-01-01,
SEA_EXC_NR,NL,2017-01-01,
SEA_EXC_NR,PL,2011-01-01,72
SEA_EXC_NR,PL,2012-01-01,65
SEA_EXC_NR,PL,2013-01-01,
SEA_EXC_NR,PL,2014-01-01,
SEA_EXC_NR,PL,2015-01-01,
SEA_EXC_NR,PL,2016-01-01,
SEA_EXC_NR,PL,2017-01-01,
SEA_EXC_NR,PT,2011-01-01,380
SEA_EXC_NR,PT,2012-01-01,401
SEA_EXC_NR,PT,2013-01-01,
SEA_EXC_NR,PT,2014-01-01,
SEA_EXC_NR,PT,2015-01-01,
SEA_EXC_NR,PT,2016-01-01,
SEA_EXC_NR,PT,2017-01-01,
SEA_EXC_NR,RO,2011-01-01,43
SEA_EXC_NR,RO,2012-01-01,4
SEA_EXC_NR,RO,2013-01-01,
SEA_EXC_NR,RO,2014-01-01,
SEA_EXC_NR,RO,2015-01-01,
SEA_EXC_NR,RO,2016-01-01,
SEA_EXC_NR,RO,2017-01-01,
SEA_EXC_NR,SE,2011-01-01,137
SEA_EXC_NR,SE,2012-01-01,153
SEA_EXC_NR,SE,2013-01-01,
SEA_EXC_NR,SE,2014-01-01,
SEA_EXC_NR,SE,2015-01-01,
SEA_EXC_NR,SE,2016-01-01,
SEA_EXC_NR,SE,2017-01-01,
SEA_EXC_NR,SI,2011-01-01,20
SEA_EXC_NR,SI,2012-01-01,21
SEA_EXC_NR,SI,2013-01-01,
SEA_EXC_NR,SI,2014-01-01,
SEA_EXC_NR,SI,2015-01-01,
SEA_EXC_NR,SI,2016-01-01,
SEA_EXC_NR,SI,2017-01-01,
SEA_EXC_NR,UK,2011-01-01,504
SEA_EXC_NR,UK,2012-01-01,363
SEA_EXC_NR,UK,2013-01-01,
SEA_EXC_NR,UK,2014-01-01,
SEA_EXC_NR,UK,2015-01-01,
SEA_EXC_NR,UK,2016-01-01,
SEA_EXC_NR,UK,2017-01-01,
SEA_EXC_PC,AL,2011-01-01,
SEA_EXC_PC,AL,2012-01-01,
SEA_EXC_PC,AL,2013-01-01,
SEA_EXC_PC,AL,2014-01-01,
SEA_EXC_PC,AL,2015-01-01,
SEA_EXC_PC,AL,2016-01-01,
SEA_EXC_PC,AL,2017-01-01,
SEA_EXC_PC,BE,2011-01-01,40
SEA_EXC_PC,BE,2012-01-01,52
SEA_EXC_PC,BE,2013-01-01,
SEA_EXC_PC,BE,2014-01-01,
SEA_EXC_PC,BE,2015-01-01,
SEA_EXC_PC,BE,2016-01-01,
SEA_EXC_PC,BE,2017-01-01,
SEA_EXC_PC,BG,2011-01-01,50
SEA_EXC_PC,BG,2012-01-01,61
SEA_EXC_PC,BG,2013-01-01,
SEA_EXC_PC,BG,2014-01-01,
SEA_EXC_PC,BG,2015-01-01,
SEA_EXC_PC,BG,2016-01-01,
SEA_EXC_PC,BG,2017-01-01,
SEA_EXC_PC,CY,2011-01-01,99
SEA_EXC_PC,CY,2012-01-01,100
SEA_EXC_PC,CY,2013-01-01,
SEA_EXC_PC,CY,2014-01-01,
SEA_EXC_PC,CY,2015-01-01,
SEA_EXC_PC,CY,2016-01-01,
SEA_EXC_PC,CY,2017-01-01,
SEA_EXC_PC,DE,2011-01-01,75
SEA_EXC_PC,DE,2012-01-01,79
SEA_EXC_PC,DE,2013-01-01,
SEA_EXC_PC,DE,2014-01-01,
SEA_EXC_PC,DE,2015-01-01,
SEA_EXC_PC,DE,2016-01-01,
SEA_EXC_PC,DE,2017-01-01,
SEA_EXC_PC,DK,2011-01-01,64
SEA_EXC_PC,DK,2012-01-01,71
SEA_EXC_PC,DK,2013-01-01,
SEA_EXC_PC,DK,2014-01-01,
SEA_EXC_PC,DK,2015-01-01,
SEA_EXC_PC,DK,2016-01-01,
SEA_EXC_PC,DK,2017-01-01,
SEA_EXC_PC,EE,2011-01-01,48
SEA_EXC_PC,EE,2012-01-01,40
SEA_EXC_PC,EE,2013-01-01,
SEA_EXC_PC,EE,2014-01-01,
SEA_EXC_PC,EE,2015-01-01,
SEA_EXC_PC,EE,2016-01-01,
SEA_EXC_PC,EE,2017-01-01,
SEA_EXC_PC,EL,2011-01-01,94
SEA_EXC_PC,EL,2012-01-01,93
SEA_EXC_PC,EL,2013-01-01,
SEA_EXC_PC,EL,2014-01-01,
SEA_EXC_PC,EL,2015-01-01,
SEA_EXC_PC,EL,2016-01-01,
SEA_EXC_PC,EL,2017-01-01,
SEA_EXC_PC,ES,2011-01-01,84
SEA_EXC_PC,ES,2012-01-01,86
SEA_EXC_PC,ES,2013-01-01,
SEA_EXC_PC,ES,2014-01-01,
SEA_EXC_PC,ES,2015-01-01,
SEA_EXC_PC,ES,2016-01-01,
SEA_EXC_PC,ES,2017-01-01,
SEA_EXC_PC,EU28,2011-01-01,81
SEA_EXC_PC,EU28,2012-01-01,82
SEA_EXC_PC,EU28,2013-01-01,
SEA_EXC_PC,EU28,2014-01-01,
SEA_EXC_PC,EU28,2015-01-01,
SEA_EXC_PC,EU28,2016-01-01,
SEA_EXC_PC,EU28,2017-01-01,
SEA_EXC_PC,FI,2011-01-01,70
SEA_EXC_PC,FI,2012-01-01,69
SEA_EXC_PC,FI,2013-01-01,
SEA_EXC_PC,FI,2014-01-01,
SEA_EXC_PC,FI,2015-01-01,
SEA_EXC_PC,FI,2016-01-01,
SEA_EXC_PC,FI,2017-01-01,
SEA_EXC_PC,FR,2011-01-01,65
SEA_EXC_PC,FR,2012-01-01,68
SEA_EXC_PC,FR,2013-01-01,
SEA_EXC_PC,FR,2014-01-01,
SEA_EXC_PC,FR,2015-01-01,
SEA_EXC_PC,FR,2016-01-01,
SEA_EXC_PC,FR,2017-01-01,
SEA_EXC_PC,HR,2011-01-01,97
SEA_EXC_PC,HR,2012-01-01,96
SEA_EXC_PC,HR,2013-01-01,
SEA_EXC_PC,HR,2014-01-01,
SEA_EXC_PC,HR,2015-01-01,
SEA_EXC_PC,HR,2016-01-01,
SEA_EXC_PC,HR,2017-01-01,
SEA_EXC_PC,IE,2011-01-01,84
SEA_EXC_PC,IE,2012-01-01,66
SEA_EXC_PC,IE,2013-01-01,
SEA_EXC_PC,IE,2014-01-01,
SEA_EXC_PC,IE,2015-01-01,
SEA_EXC_PC,IE,2016-01-01,
SEA_EXC_PC,IE,2017-01-01,
SEA_EXC_PC,IT,2011-01-01,83
SEA_EXC_PC,IT,2012-01-01,86
SEA_EXC_PC,IT,2013-01-01,
SEA_EXC_PC,IT,2014-01-01,
SEA_EXC_PC,IT,2015-01-01,
SEA_EXC_PC,IT,2016-01-01,
SEA_EXC_PC,IT,2017-01-01,
SEA_EXC_PC,LT,2011-01-01,81
SEA_EXC_PC,LT,2012-01-01,81
SEA_EXC_PC,LT,2013-01-01,
SEA_EXC_PC,LT,2014-01-01,
SEA_EXC_PC,LT,2015-01-01,
SEA_EXC_PC,LT,2016-01-01,
SEA_EXC_PC,LT,2017-01-01,
SEA_EXC_PC,LV,2011-01-01,43
SEA_EXC_PC,LV,2012-01-01,37
SEA_EXC_PC,LV,2013-01-01,
SEA_EXC_PC,LV,2014-01-01,
SEA_EXC_PC,LV,2015-01-01,
SEA_EXC_PC,LV,2016-01-01,
SEA_EXC_PC,LV,2017-01-01,
SEA_EXC_PC,MT,2011-01-01,97
SEA_EXC_PC,MT,2012-01-01,96
SEA_EXC_PC,MT,2013-01-01,
SEA_EXC_PC,MT,2014-01-01,
SEA_EXC_PC,MT,2015-01-01,
SEA_EXC_PC,MT,2016-01-01,
SEA_EXC_PC,MT,2017-01-01,
SEA_EXC_PC,NL,2011-01-01,67
SEA_EXC_PC,NL,2012-01-01,78
SEA_EXC_PC,NL,2013-01-01,
SEA_EXC_PC,NL,2014-01-01,
SEA_EXC_PC,NL,2015-01-01,
SEA_EXC_PC,NL,2016-01-01,
SEA_EXC_PC,NL,2017-01-01,
SEA_EXC_PC,PL,2011-01-01,80
SEA_EXC_PC,PL,2012-01-01,73
SEA_EXC_PC,PL,2013-01-01,
SEA_EXC_PC,PL,2014-01-01,
SEA_EXC_PC,PL,2015-01-01,
SEA_EXC_PC,PL,2016-01-01,
SEA_EXC_PC,PL,2017-01-01,
SEA_EXC_PC,PT,2011-01-01,88
SEA_EXC_PC,PT,2012-01-01,91
SEA_EXC_PC,PT,2013-01-01,
SEA_EXC_PC,PT,2014-01-01,
SEA_EXC_PC,PT,2015-01-01,
SEA_EXC_PC,PT,2016-01-01,
SEA_EXC_PC,PT,2017-01-01,
SEA_EXC_PC,RO,2011-01-01,87
SEA_EXC_PC,RO,2012-01-01,8
SEA_EXC_PC,RO,2013-01-01,
SEA_EXC_PC,RO,2014-01-01,
SEA_EXC_PC,RO,2015-01-01,
SEA_EXC_PC,RO,2016-01-01,
SEA_EXC_PC,RO,2017-01-01,
SEA_EXC_PC,SE,2011-01-01,55
SEA_EXC_PC,SE,2012-01-01,61
SEA_EXC_PC,SE,2013-01-01,
SEA_EXC_PC,SE,2014-01-01,
SEA_EXC_PC,SE,2015-01-01,
SEA_EXC_PC,SE,2016-01-01,
SEA_EXC_PC,SE,2017-01-01,
SEA_EXC_PC,SI,2011-01-01,95
SEA_EXC_PC,SI,2012-01-01,100
SEA_EXC_PC,SI,2013-01-01,
SEA_EXC_PC,SI,2014-01-01,
SEA_EXC_PC,SI,2015-01-01,
SEA_EXC_PC,SI,2016-01-01,
SEA_EXC_PC,SI,2017-01-01,
SEA_EXC_PC,UK,2011-01-01,83
SEA_EXC_PC,UK,2012-01-01,58
SEA_EXC_PC,UK,2013-01-01,
SEA_EXC_PC,UK,2014-01-01,
SEA_EXC_PC,UK,2015-01-01,
SEA_EXC_PC,UK,2016-01-01,
SEA_EXC_PC,UK,2017-01-01,
SEA_NR,AL,2011-01-01,0
SEA_NR,AL,2012-01-01,0
SEA_NR,AL,2013-01-01,
SEA_NR,AL,2014-01-01,
SEA_NR,AL,2015-01-01,
SEA_NR,AL,2016-01-01,
SEA_NR,AL,2017-01-01,
SEA_NR,BE,2011-01-01,42
SEA_NR,BE,2012-01-01,42
SEA_NR,BE,2013-01-01,
SEA_NR,BE,2014-01-01,
SEA_NR,BE,2015-01-01,
SEA_NR,BE,2016-01-01,
SEA_NR,BE,2017-01-01,
SEA_NR,BG,2011-01-01,89
SEA_NR,BG,2012-01-01,89
SEA_NR,BG,2013-01-01,
SEA_NR,BG,2014-01-01,
SEA_NR,BG,2015-01-01,
SEA_NR,BG,2016-01-01,
SEA_NR,BG,2017-01-01,
SEA_NR,CY,2011-01-01,112
SEA_NR,CY,2012-01-01,112
SEA_NR,CY,2013-01-01,
SEA_NR,CY,2014-01-01,
SEA_NR,CY,2015-01-01,
SEA_NR,CY,2016-01-01,
SEA_NR,CY,2017-01-01,
SEA_NR,DE,2011-01-01,372
SEA_NR,DE,2012-01-01,366
SEA_NR,DE,2013-01-01,
SEA_NR,DE,2014-01-01,
SEA_NR,DE,2015-01-01,
SEA_NR,DE,2016-01-01,
SEA_NR,DE,2017-01-01,
SEA_NR,DK,2011-01-01,1012
SEA_NR,DK,2012-01-01,973
SEA_NR,DK,2013-01-01,
SEA_NR,DK,2014-01-01,
SEA_NR,DK,2015-01-01,
SEA_NR,DK,2016-01-01,
SEA_NR,DK,2017-01-01,
SEA_NR,EE,2011-01-01,27
SEA_NR,EE,2012-01-01,27
SEA_NR,EE,2013-01-01,
SEA_NR,EE,2014-01-01,
SEA_NR,EE,2015-01-01,
SEA_NR,EE,2016-01-01,
SEA_NR,EE,2017-01-01,
SEA_NR,EL,2011-01-01,2149
SEA_NR,EL,2012-01-01,2149
SEA_NR,EL,2013-01-01,
SEA_NR,EL,2014-01-01,
SEA_NR,EL,2015-01-01,
SEA_NR,EL,2016-01-01,
SEA_NR,EL,2017-01-01,
SEA_NR,ES,2011-01-01,1927
SEA_NR,ES,2012-01-01,1926
SEA_NR,ES,2013-01-01,
SEA_NR,ES,2014-01-01,
SEA_NR,ES,2015-01-01,
SEA_NR,ES,2016-01-01,
SEA_NR,ES,2017-01-01,
SEA_NR,EU28,2011-01-01,15444
SEA_NR,EU28,2012-01-01,15406
SEA_NR,EU28,2013-01-01,
SEA_NR,EU28,2014-01-01,
SEA_NR,EU28,2015-01-01,
SEA_NR,EU28,2016-01-01,
SEA_NR,EU28,2017-01-01,
SEA_NR,FI,2011-01-01,85
SEA_NR,FI,2012-01-01,83
SEA_NR,FI,2013-01-01,
SEA_NR,FI,2014-01-01,
SEA_NR,FI,2015-01-01,
SEA_NR,FI,2016-01-01,
SEA_NR,FI,2017-01-01,
SEA_NR,FR,2011-01-01,2029
SEA_NR,FR,2012-01-01,2034
SEA_NR,FR,2013-01-01,
SEA_NR,FR,2014-01-01,
SEA_NR,FR,2015-01-01,
SEA_NR,FR,2016-01-01,
SEA_NR,FR,2017-01-01,
SEA_NR,HR,2011-01-01,906
SEA_NR,HR,2012-01-01,912
SEA_NR,HR,2013-01-01,
SEA_NR,HR,2014-01-01,
SEA_NR,HR,2015-01-01,
SEA_NR,HR,2016-01-01,
SEA_NR,HR,2017-01-01,
SEA_NR,IE,2011-01-01,126
SEA_NR,IE,2012-01-01,127
SEA_NR,IE,2013-01-01,
SEA_NR,IE,2014-01-01,
SEA_NR,IE,2015-01-01,
SEA_NR,IE,2016-01-01,
SEA_NR,IE,2017-01-01,
SEA_NR,IT,2011-01-01,4902
SEA_NR,IT,2012-01-01,4880
SEA_NR,IT,2013-01-01,
SEA_NR,IT,2014-01-01,
SEA_NR,IT,2015-01-01,
SEA_NR,IT,2016-01-01,
SEA_NR,IT,2017-01-01,
SEA_NR,LT,2011-01-01,16
SEA_NR,LT,2012-01-01,16
SEA_NR,LT,2013-01-01,
SEA_NR,LT,2014-01-01,
SEA_NR,LT,2015-01-01,
SEA_NR,LT,2016-01-01,
SEA_NR,LT,2017-01-01,
SEA_NR,LV,2011-01-01,32
SEA_NR,LV,2012-01-01,32
SEA_NR,LV,2013-01-01,
SEA_NR,LV,2014-01-01,
SEA_NR,LV,2015-01-01,
SEA_NR,LV,2016-01-01,
SEA_NR,LV,2017-01-01,
SEA_NR,MT,2011-01-01,87
SEA_NR,MT,2012-01-01,87
SEA_NR,MT,2013-01-01,
SEA_NR,MT,2014-01-01,
SEA_NR,MT,2015-01-01,
SEA_NR,MT,2016-01-01,
SEA_NR,MT,2017-01-01,
SEA_NR,NL,2011-01-01,87
SEA_NR,NL,2012-01-01,91
SEA_NR,NL,2013-01-01,
SEA_NR,NL,2014-01-01,
SEA_NR,NL,2015-01-01,
SEA_NR,NL,2016-01-01,
SEA_NR,NL,2017-01-01,
SEA_NR,PL,2011-01-01,89
SEA_NR,PL,2012-01-01,88
SEA_NR,PL,2013-01-01,
SEA_NR,PL,2014-01-01,
SEA_NR,PL,2015-01-01,
SEA_NR,PL,2016-01-01,
SEA_NR,PL,2017-01-01,
SEA_NR,PT,2011-01-01,431
SEA_NR,PT,2012-01-01,437
SEA_NR,PT,2013-01-01,
SEA_NR,PT,2014-01-01,
SEA_NR,PT,2015-01-01,
SEA_NR,PT,2016-01-01,
SEA_NR,PT,2017-01-01,
SEA_NR,RO,2011-01-01,49
SEA_NR,RO,2012-01-01,49
SEA_NR,RO,2013-01-01,
SEA_NR,RO,2014-01-01,
SEA_NR,RO,2015-01-01,
SEA_NR,RO,2016-01-01,
SEA_NR,RO,2017-01-01,
SEA_NR,SE,2011-01-01,249
SEA_NR,SE,2012-01-01,248
SEA_NR,SE,2013-01-01,
SEA_NR,SE,2014-01-01,
SEA_NR,SE,2015-01-01,
SEA_NR,SE,2016-01-01,
SEA_NR,SE,2017-01-01,
SEA_NR,SI,2011-01-01,21
SEA_NR,SI,2012-01-01,21
SEA_NR,SI,2013-01-01,
SEA_NR,SI,2014-01-01,
SEA_NR,SI,2015-01-01,
SEA_NR,SI,2016-01-01,
SEA_NR,SI,2017-01-01,
SEA_NR,UK,2011-01-01,605
SEA_NR,UK,2012-01-01,617
SEA_NR,UK,2013-01-01,
SEA_NR,UK,2014-01-01,
SEA_NR,UK,2015-01-01,
SEA_NR,UK,2016-01-01,
SEA_NR,UK,2017-01-01,
