unit,direct,na_item,sector,geotime,date,value
CP_MNAC,PAID,B8N,S1,BG,2003-01-01,911.0
CP_MNAC,PAID,B8N,S1,BG,2004-01-01,1338.0
CP_MNAC,PAID,B8N,S1,BG,2005-01-01,1008.0
CP_MNAC,PAID,B8N,S1,BG,2006-01-01,512.0
CP_MNAC,PAID,B8N,S1,BG,2007-01-01,-2374.0
CP_MNAC,PAID,B8N,S1,BG,2008-01-01,1829.0
CP_MNAC,PAID,B8N,S1,BG,2009-01-01,4558.0
CP_MNAC,PAID,B8N,S1,BG,2010-01-01,4979.0
CP_MNAC,PAID,B8N,S1,BG,2011-01-01,6248.0
CP_MNAC,PAID,B8N,S1,BG,2012-01-01,6459.0
CP_MNAC,PAID,B8N,S1,BG,2013-01-01,7983.0
CP_MNAC,PAID,B8N,S1,BG,2014-01-01,5736.0
CP_MNAC,PAID,B8N,S1,BG,2015-01-01,6568.0
CP_MNAC,PAID,B8N,S1,BG,2016-01-01,9569.0
CP_MNAC,PAID,B8N,S1,BG,2017-01-01,
CP_MNAC,PAID,B8N,S1,CY,1995-01-01,879.0
CP_MNAC,PAID,B8N,S1,CY,1996-01-01,751.0
CP_MNAC,PAID,B8N,S1,CY,1997-01-01,387.0
CP_MNAC,PAID,B8N,S1,CY,1998-01-01,1081.0
CP_MNAC,PAID,B8N,S1,CY,1999-01-01,373.0
CP_MNAC,PAID,B8N,S1,CY,2000-01-01,246.0
CP_MNAC,PAID,B8N,S1,CY,2001-01-01,451.0
CP_MNAC,PAID,B8N,S1,CY,2002-01-01,580.0
CP_MNAC,PAID,B8N,S1,CY,2003-01-01,593.0
CP_MNAC,PAID,B8N,S1,CY,2004-01-01,-450.0
CP_MNAC,PAID,B8N,S1,CY,2005-01-01,-596.0
CP_MNAC,PAID,B8N,S1,CY,2006-01-01,-883.0
CP_MNAC,PAID,B8N,S1,CY,2007-01-01,-2546.0
CP_MNAC,PAID,B8N,S1,CY,2008-01-01,434.0
CP_MNAC,PAID,B8N,S1,CY,2009-01-01,698.0
CP_MNAC,PAID,B8N,S1,CY,2010-01-01,125.0
CP_MNAC,PAID,B8N,S1,CY,2011-01-01,538.0
CP_MNAC,PAID,B8N,S1,CY,2012-01-01,-404.0
CP_MNAC,PAID,B8N,S1,CY,2013-01-01,-843.0
CP_MNAC,PAID,B8N,S1,CY,2014-01-01,-968.0
CP_MNAC,PAID,B8N,S1,CY,2015-01-01,-122.0
CP_MNAC,PAID,B8N,S1,CY,2016-01-01,-151.0
CP_MNAC,PAID,B8N,S1,CY,2017-01-01,
CP_MNAC,PAID,B8N,S1,CZ,1995-01-01,147573.0
CP_MNAC,PAID,B8N,S1,CZ,1996-01-01,164823.0
CP_MNAC,PAID,B8N,S1,CZ,1997-01-01,97779.0
CP_MNAC,PAID,B8N,S1,CZ,1998-01-01,142935.0
CP_MNAC,PAID,B8N,S1,CZ,1999-01-01,100025.0
CP_MNAC,PAID,B8N,S1,CZ,2000-01-01,117576.0
CP_MNAC,PAID,B8N,S1,CZ,2001-01-01,133105.0
CP_MNAC,PAID,B8N,S1,CZ,2002-01-01,94536.0
CP_MNAC,PAID,B8N,S1,CZ,2003-01-01,82906.0
CP_MNAC,PAID,B8N,S1,CZ,2004-01-01,136981.0
CP_MNAC,PAID,B8N,S1,CZ,2005-01-01,195514.0
CP_MNAC,PAID,B8N,S1,CZ,2006-01-01,216981.0
CP_MNAC,PAID,B8N,S1,CZ,2007-01-01,287861.0
CP_MNAC,PAID,B8N,S1,CZ,2008-01-01,239441.0
CP_MNAC,PAID,B8N,S1,CZ,2009-01-01,48459.0
CP_MNAC,PAID,B8N,S1,CZ,2010-01-01,24608.0
CP_MNAC,PAID,B8N,S1,CZ,2011-01-01,36793.0
CP_MNAC,PAID,B8N,S1,CZ,2012-01-01,92621.0
CP_MNAC,PAID,B8N,S1,CZ,2013-01-01,60270.0
CP_MNAC,PAID,B8N,S1,CZ,2014-01-01,124905.0
CP_MNAC,PAID,B8N,S1,CZ,2015-01-01,245203.0
CP_MNAC,PAID,B8N,S1,CZ,2016-01-01,245708.0
CP_MNAC,PAID,B8N,S1,CZ,2017-01-01,291612.0
CP_MNAC,PAID,B8N,S1,DE,1995-01-01,120264.0
CP_MNAC,PAID,B8N,S1,DE,1996-01-01,109991.0
CP_MNAC,PAID,B8N,S1,DE,1997-01-01,114811.0
CP_MNAC,PAID,B8N,S1,DE,1998-01-01,125391.0
CP_MNAC,PAID,B8N,S1,DE,1999-01-01,116408.0
CP_MNAC,PAID,B8N,S1,DE,2000-01-01,115389.0
CP_MNAC,PAID,B8N,S1,DE,2001-01-01,113374.0
CP_MNAC,PAID,B8N,S1,DE,2002-01-01,107702.0
CP_MNAC,PAID,B8N,S1,DE,2003-01-01,90107.0
CP_MNAC,PAID,B8N,S1,DE,2004-01-01,150076.0
CP_MNAC,PAID,B8N,S1,DE,2005-01-01,146369.0
CP_MNAC,PAID,B8N,S1,DE,2006-01-01,208515.0
CP_MNAC,PAID,B8N,S1,DE,2007-01-01,270298.0
CP_MNAC,PAID,B8N,S1,DE,2008-01-01,236671.0
CP_MNAC,PAID,B8N,S1,DE,2009-01-01,138268.0
CP_MNAC,PAID,B8N,S1,DE,2010-01-01,194791.0
CP_MNAC,PAID,B8N,S1,DE,2011-01-01,261472.0
CP_MNAC,PAID,B8N,S1,DE,2012-01-01,237239.0
CP_MNAC,PAID,B8N,S1,DE,2013-01-01,234941.0
CP_MNAC,PAID,B8N,S1,DE,2014-01-01,280182.0
CP_MNAC,PAID,B8N,S1,DE,2015-01-01,321686.0
CP_MNAC,PAID,B8N,S1,DE,2016-01-01,343544.0
CP_MNAC,PAID,B8N,S1,DE,2017-01-01,354295.0
CP_MNAC,PAID,B8N,S1,DK,1995-01-01,51347.0
CP_MNAC,PAID,B8N,S1,DK,1996-01-01,55472.0
CP_MNAC,PAID,B8N,S1,DK,1997-01-01,71492.0
CP_MNAC,PAID,B8N,S1,DK,1998-01-01,64223.0
CP_MNAC,PAID,B8N,S1,DK,1999-01-01,80970.0
CP_MNAC,PAID,B8N,S1,DK,2000-01-01,103375.0
CP_MNAC,PAID,B8N,S1,DK,2001-01-01,114654.0
CP_MNAC,PAID,B8N,S1,DK,2002-01-01,103594.0
CP_MNAC,PAID,B8N,S1,DK,2003-01-01,101278.0
CP_MNAC,PAID,B8N,S1,DK,2004-01-01,114037.0
CP_MNAC,PAID,B8N,S1,DK,2005-01-01,150684.0
CP_MNAC,PAID,B8N,S1,DK,2006-01-01,185318.0
CP_MNAC,PAID,B8N,S1,DK,2007-01-01,167237.0
CP_MNAC,PAID,B8N,S1,DK,2008-01-01,157358.0
CP_MNAC,PAID,B8N,S1,DK,2009-01-01,75008.0
CP_MNAC,PAID,B8N,S1,DK,2010-01-01,125507.0
CP_MNAC,PAID,B8N,S1,DK,2011-01-01,150754.0
CP_MNAC,PAID,B8N,S1,DK,2012-01-01,155453.0
CP_MNAC,PAID,B8N,S1,DK,2013-01-01,195857.0
CP_MNAC,PAID,B8N,S1,DK,2014-01-01,240648.0
CP_MNAC,PAID,B8N,S1,DK,2015-01-01,246737.0
CP_MNAC,PAID,B8N,S1,DK,2016-01-01,241522.0
CP_MNAC,PAID,B8N,S1,DK,2017-01-01,278039.0
CP_MNAC,PAID,B8N,S1,EE,1995-01-01,200.0
CP_MNAC,PAID,B8N,S1,EE,1996-01-01,299.0
CP_MNAC,PAID,B8N,S1,EE,1997-01-01,366.0
CP_MNAC,PAID,B8N,S1,EE,1998-01-01,496.0
CP_MNAC,PAID,B8N,S1,EE,1999-01-01,471.0
CP_MNAC,PAID,B8N,S1,EE,2000-01-01,718.0
CP_MNAC,PAID,B8N,S1,EE,2001-01-01,797.0
CP_MNAC,PAID,B8N,S1,EE,2002-01-01,759.0
CP_MNAC,PAID,B8N,S1,EE,2003-01-01,890.0
CP_MNAC,PAID,B8N,S1,EE,2004-01-01,980.0
CP_MNAC,PAID,B8N,S1,EE,2005-01-01,1426.0
CP_MNAC,PAID,B8N,S1,EE,2006-01-01,1535.0
CP_MNAC,PAID,B8N,S1,EE,2007-01-01,1815.0
CP_MNAC,PAID,B8N,S1,EE,2008-01-01,1392.0
CP_MNAC,PAID,B8N,S1,EE,2009-01-01,888.0
CP_MNAC,PAID,B8N,S1,EE,2010-01-01,996.0
CP_MNAC,PAID,B8N,S1,EE,2011-01-01,1961.0
CP_MNAC,PAID,B8N,S1,EE,2012-01-01,2162.0
CP_MNAC,PAID,B8N,S1,EE,2013-01-01,2220.0
CP_MNAC,PAID,B8N,S1,EE,2014-01-01,2391.0
CP_MNAC,PAID,B8N,S1,EE,2015-01-01,2200.0
CP_MNAC,PAID,B8N,S1,EE,2016-01-01,2138.0
CP_MNAC,PAID,B8N,S1,EE,2017-01-01,3130.0
CP_MNAC,PAID,B8N,S1,EL,1995-01-01,5015.0
CP_MNAC,PAID,B8N,S1,EL,1996-01-01,4620.0
CP_MNAC,PAID,B8N,S1,EL,1997-01-01,6282.0
CP_MNAC,PAID,B8N,S1,EL,1998-01-01,5969.0
CP_MNAC,PAID,B8N,S1,EL,1999-01-01,4884.0
CP_MNAC,PAID,B8N,S1,EL,2000-01-01,3303.0
CP_MNAC,PAID,B8N,S1,EL,2001-01-01,2685.0
CP_MNAC,PAID,B8N,S1,EL,2002-01-01,1884.0
CP_MNAC,PAID,B8N,S1,EL,2003-01-01,3480.0
CP_MNAC,PAID,B8N,S1,EL,2004-01-01,4723.0
CP_MNAC,PAID,B8N,S1,EL,2005-01-01,-3470.0
CP_MNAC,PAID,B8N,S1,EL,2006-01-01,-981.0
CP_MNAC,PAID,B8N,S1,EL,2007-01-01,-6691.0
CP_MNAC,PAID,B8N,S1,EL,2008-01-01,-15403.0
CP_MNAC,PAID,B8N,S1,EL,2009-01-01,-23843.0
CP_MNAC,PAID,B8N,S1,EL,2010-01-01,-25009.0
CP_MNAC,PAID,B8N,S1,EL,2011-01-01,-26971.0
CP_MNAC,PAID,B8N,S1,EL,2012-01-01,-20642.0
CP_MNAC,PAID,B8N,S1,EL,2013-01-01,-17994.0
CP_MNAC,PAID,B8N,S1,EL,2014-01-01,-14461.0
CP_MNAC,PAID,B8N,S1,EL,2015-01-01,-13459.0
CP_MNAC,PAID,B8N,S1,EL,2016-01-01,-12789.0
CP_MNAC,PAID,B8N,S1,EL,2017-01-01,
CP_MNAC,PAID,B8N,S1,ES,1995-01-01,
CP_MNAC,PAID,B8N,S1,ES,1996-01-01,
CP_MNAC,PAID,B8N,S1,ES,1997-01-01,
CP_MNAC,PAID,B8N,S1,ES,1998-01-01,
CP_MNAC,PAID,B8N,S1,ES,1999-01-01,54388.0
CP_MNAC,PAID,B8N,S1,ES,2000-01-01,57121.0
CP_MNAC,PAID,B8N,S1,ES,2001-01-01,61452.0
CP_MNAC,PAID,B8N,S1,ES,2002-01-01,69385.0
CP_MNAC,PAID,B8N,S1,ES,2003-01-01,79023.0
CP_MNAC,PAID,B8N,S1,ES,2004-01-01,74337.0
CP_MNAC,PAID,B8N,S1,ES,2005-01-01,71473.0
CP_MNAC,PAID,B8N,S1,ES,2006-01-01,73595.0
CP_MNAC,PAID,B8N,S1,ES,2007-01-01,70842.0
CP_MNAC,PAID,B8N,S1,ES,2008-01-01,53234.0
CP_MNAC,PAID,B8N,S1,ES,2009-01-01,41598.0
CP_MNAC,PAID,B8N,S1,ES,2010-01-01,30545.0
CP_MNAC,PAID,B8N,S1,ES,2011-01-01,13410.0
CP_MNAC,PAID,B8N,S1,ES,2012-01-01,16860.0
CP_MNAC,PAID,B8N,S1,ES,2013-01-01,23959.0
CP_MNAC,PAID,B8N,S1,ES,2014-01-01,27313.0
CP_MNAC,PAID,B8N,S1,ES,2015-01-01,43100.0
CP_MNAC,PAID,B8N,S1,ES,2016-01-01,57689.0
CP_MNAC,PAID,B8N,S1,ES,2017-01-01,65737.0
CP_MNAC,PAID,B8N,S1,FI,1995-01-01,5389.0
CP_MNAC,PAID,B8N,S1,FI,1996-01-01,5082.0
CP_MNAC,PAID,B8N,S1,FI,1997-01-01,9625.0
CP_MNAC,PAID,B8N,S1,FI,1998-01-01,12560.0
CP_MNAC,PAID,B8N,S1,FI,1999-01-01,15059.0
CP_MNAC,PAID,B8N,S1,FI,2000-01-01,18705.0
CP_MNAC,PAID,B8N,S1,FI,2001-01-01,20562.0
CP_MNAC,PAID,B8N,S1,FI,2002-01-01,19380.0
CP_MNAC,PAID,B8N,S1,FI,2003-01-01,15214.0
CP_MNAC,PAID,B8N,S1,FI,2004-01-01,18301.0
CP_MNAC,PAID,B8N,S1,FI,2005-01-01,17005.0
CP_MNAC,PAID,B8N,S1,FI,2006-01-01,18617.0
CP_MNAC,PAID,B8N,S1,FI,2007-01-01,22834.0
CP_MNAC,PAID,B8N,S1,FI,2008-01-01,19085.0
CP_MNAC,PAID,B8N,S1,FI,2009-01-01,6630.0
CP_MNAC,PAID,B8N,S1,FI,2010-01-01,7831.0
CP_MNAC,PAID,B8N,S1,FI,2011-01-01,6819.0
CP_MNAC,PAID,B8N,S1,FI,2012-01-01,2853.0
CP_MNAC,PAID,B8N,S1,FI,2013-01-01,684.0
CP_MNAC,PAID,B8N,S1,FI,2014-01-01,907.0
CP_MNAC,PAID,B8N,S1,FI,2015-01-01,2110.0
CP_MNAC,PAID,B8N,S1,FI,2016-01-01,5734.0
CP_MNAC,PAID,B8N,S1,FI,2017-01-01,10188.0
CP_MNAC,PAID,B8N,S1,FR,1995-01-01,69378.0
CP_MNAC,PAID,B8N,S1,FR,1996-01-01,68946.0
CP_MNAC,PAID,B8N,S1,FR,1997-01-01,90029.0
CP_MNAC,PAID,B8N,S1,FR,1998-01-01,112191.0
CP_MNAC,PAID,B8N,S1,FR,1999-01-01,127756.0
CP_MNAC,PAID,B8N,S1,FR,2000-01-01,126614.0
CP_MNAC,PAID,B8N,S1,FR,2001-01-01,130702.0
CP_MNAC,PAID,B8N,S1,FR,2002-01-01,114013.0
CP_MNAC,PAID,B8N,S1,FR,2003-01-01,107366.0
CP_MNAC,PAID,B8N,S1,FR,2004-01-01,116692.0
CP_MNAC,PAID,B8N,S1,FR,2005-01-01,113382.0
CP_MNAC,PAID,B8N,S1,FR,2006-01-01,125864.0
CP_MNAC,PAID,B8N,S1,FR,2007-01-01,137769.0
CP_MNAC,PAID,B8N,S1,FR,2008-01-01,125284.0
CP_MNAC,PAID,B8N,S1,FR,2009-01-01,59744.0
CP_MNAC,PAID,B8N,S1,FR,2010-01-01,67676.0
CP_MNAC,PAID,B8N,S1,FR,2011-01-01,86530.0
CP_MNAC,PAID,B8N,S1,FR,2012-01-01,71891.0
CP_MNAC,PAID,B8N,S1,FR,2013-01-01,69569.0
CP_MNAC,PAID,B8N,S1,FR,2014-01-01,74211.0
CP_MNAC,PAID,B8N,S1,FR,2015-01-01,97555.0
CP_MNAC,PAID,B8N,S1,FR,2016-01-01,87834.0
CP_MNAC,PAID,B8N,S1,FR,2017-01-01,110205.0
CP_MNAC,PAID,B8N,S1,HR,1995-01-01,
CP_MNAC,PAID,B8N,S1,HR,1996-01-01,
CP_MNAC,PAID,B8N,S1,HR,1997-01-01,
CP_MNAC,PAID,B8N,S1,HR,1998-01-01,
CP_MNAC,PAID,B8N,S1,HR,1999-01-01,
CP_MNAC,PAID,B8N,S1,HR,2000-01-01,
CP_MNAC,PAID,B8N,S1,HR,2001-01-01,
CP_MNAC,PAID,B8N,S1,HR,2002-01-01,9045.0
CP_MNAC,PAID,B8N,S1,HR,2003-01-01,11417.0
CP_MNAC,PAID,B8N,S1,HR,2004-01-01,16227.0
CP_MNAC,PAID,B8N,S1,HR,2005-01-01,21791.0
CP_MNAC,PAID,B8N,S1,HR,2006-01-01,25119.0
CP_MNAC,PAID,B8N,S1,HR,2007-01-01,25458.0
CP_MNAC,PAID,B8N,S1,HR,2008-01-01,27536.0
CP_MNAC,PAID,B8N,S1,HR,2009-01-01,13294.0
CP_MNAC,PAID,B8N,S1,HR,2010-01-01,13544.0
CP_MNAC,PAID,B8N,S1,HR,2011-01-01,14177.0
CP_MNAC,PAID,B8N,S1,HR,2012-01-01,14515.0
CP_MNAC,PAID,B8N,S1,HR,2013-01-01,
CP_MNAC,PAID,B8N,S1,HR,2014-01-01,
CP_MNAC,PAID,B8N,S1,HR,2015-01-01,
CP_MNAC,PAID,B8N,S1,HR,2016-01-01,
CP_MNAC,PAID,B8N,S1,HR,2017-01-01,
CP_MNAC,PAID,B8N,S1,HU,1995-01-01,60787.0
CP_MNAC,PAID,B8N,S1,HU,1996-01-01,124316.0
CP_MNAC,PAID,B8N,S1,HU,1997-01-01,287729.0
CP_MNAC,PAID,B8N,S1,HU,1998-01-01,381955.0
CP_MNAC,PAID,B8N,S1,HU,1999-01-01,60629.0
CP_MNAC,PAID,B8N,S1,HU,2000-01-01,199771.0
CP_MNAC,PAID,B8N,S1,HU,2001-01-01,424833.0
CP_MNAC,PAID,B8N,S1,HU,2002-01-01,397842.0
CP_MNAC,PAID,B8N,S1,HU,2003-01-01,45632.0
CP_MNAC,PAID,B8N,S1,HU,2004-01-01,359653.0
CP_MNAC,PAID,B8N,S1,HU,2005-01-01,265473.0
CP_MNAC,PAID,B8N,S1,HU,2006-01-01,582337.0
CP_MNAC,PAID,B8N,S1,HU,2007-01-01,262225.0
CP_MNAC,PAID,B8N,S1,HU,2008-01-01,492269.0
CP_MNAC,PAID,B8N,S1,HU,2009-01-01,469502.0
CP_MNAC,PAID,B8N,S1,HU,2010-01-01,797667.0
CP_MNAC,PAID,B8N,S1,HU,2011-01-01,988880.0
CP_MNAC,PAID,B8N,S1,HU,2012-01-01,835740.0
CP_MNAC,PAID,B8N,S1,HU,2013-01-01,2136759.0
CP_MNAC,PAID,B8N,S1,HU,2014-01-01,2546960.0
CP_MNAC,PAID,B8N,S1,HU,2015-01-01,2930716.0
CP_MNAC,PAID,B8N,S1,HU,2016-01-01,3327153.0
CP_MNAC,PAID,B8N,S1,HU,2017-01-01,3647267.0
CP_MNAC,PAID,B8N,S1,IE,1995-01-01,5183.0
CP_MNAC,PAID,B8N,S1,IE,1996-01-01,6067.0
CP_MNAC,PAID,B8N,S1,IE,1997-01-01,8662.0
CP_MNAC,PAID,B8N,S1,IE,1998-01-01,11082.0
CP_MNAC,PAID,B8N,S1,IE,1999-01-01,11996.0
CP_MNAC,PAID,B8N,S1,IE,2000-01-01,14562.0
CP_MNAC,PAID,B8N,S1,IE,2001-01-01,14483.0
CP_MNAC,PAID,B8N,S1,IE,2002-01-01,14891.0
CP_MNAC,PAID,B8N,S1,IE,2003-01-01,18164.0
CP_MNAC,PAID,B8N,S1,IE,2004-01-01,20069.0
CP_MNAC,PAID,B8N,S1,IE,2005-01-01,21072.0
CP_MNAC,PAID,B8N,S1,IE,2006-01-01,22053.0
CP_MNAC,PAID,B8N,S1,IE,2007-01-01,18112.0
CP_MNAC,PAID,B8N,S1,IE,2008-01-01,7455.0
CP_MNAC,PAID,B8N,S1,IE,2009-01-01,-308.0
CP_MNAC,PAID,B8N,S1,IE,2010-01-01,2519.0
CP_MNAC,PAID,B8N,S1,IE,2011-01-01,2368.0
CP_MNAC,PAID,B8N,S1,IE,2012-01-01,4601.0
CP_MNAC,PAID,B8N,S1,IE,2013-01-01,11839.0
CP_MNAC,PAID,B8N,S1,IE,2014-01-01,18850.0
CP_MNAC,PAID,B8N,S1,IE,2015-01-01,27440.0
CP_MNAC,PAID,B8N,S1,IE,2016-01-01,36254.0
CP_MNAC,PAID,B8N,S1,IE,2017-01-01,
CP_MNAC,PAID,B8N,S1,IT,1995-01-01,70241.0
CP_MNAC,PAID,B8N,S1,IT,1996-01-01,77829.0
CP_MNAC,PAID,B8N,S1,IT,1997-01-01,80436.0
CP_MNAC,PAID,B8N,S1,IT,1998-01-01,74929.0
CP_MNAC,PAID,B8N,S1,IT,1999-01-01,72208.0
CP_MNAC,PAID,B8N,S1,IT,2000-01-01,70841.0
CP_MNAC,PAID,B8N,S1,IT,2001-01-01,78419.0
CP_MNAC,PAID,B8N,S1,IT,2002-01-01,77906.0
CP_MNAC,PAID,B8N,S1,IT,2003-01-01,71069.0
CP_MNAC,PAID,B8N,S1,IT,2004-01-01,78331.0
CP_MNAC,PAID,B8N,S1,IT,2005-01-01,69349.0
CP_MNAC,PAID,B8N,S1,IT,2006-01-01,73788.0
CP_MNAC,PAID,B8N,S1,IT,2007-01-01,81368.0
CP_MNAC,PAID,B8N,S1,IT,2008-01-01,44378.0
CP_MNAC,PAID,B8N,S1,IT,2009-01-01,4829.0
CP_MNAC,PAID,B8N,S1,IT,2010-01-01,-5381.0
CP_MNAC,PAID,B8N,S1,IT,2011-01-01,-3932.0
CP_MNAC,PAID,B8N,S1,IT,2012-01-01,-12604.0
CP_MNAC,PAID,B8N,S1,IT,2013-01-01,-7867.0
CP_MNAC,PAID,B8N,S1,IT,2014-01-01,10630.0
CP_MNAC,PAID,B8N,S1,IT,2015-01-01,11247.0
CP_MNAC,PAID,B8N,S1,IT,2016-01-01,38609.0
CP_MNAC,PAID,B8N,S1,IT,2017-01-01,46429.0
CP_MNAC,PAID,B8N,S1,LT,1995-01-01,-579.0
CP_MNAC,PAID,B8N,S1,LT,1996-01-01,-531.0
CP_MNAC,PAID,B8N,S1,LT,1997-01-01,-102.0
CP_MNAC,PAID,B8N,S1,LT,1998-01-01,-244.0
CP_MNAC,PAID,B8N,S1,LT,1999-01-01,-574.0
CP_MNAC,PAID,B8N,S1,LT,2000-01-01,-251.0
CP_MNAC,PAID,B8N,S1,LT,2001-01-01,-1.0
CP_MNAC,PAID,B8N,S1,LT,2002-01-01,277.0
CP_MNAC,PAID,B8N,S1,LT,2003-01-01,314.0
CP_MNAC,PAID,B8N,S1,LT,2004-01-01,449.0
CP_MNAC,PAID,B8N,S1,LT,2005-01-01,981.0
CP_MNAC,PAID,B8N,S1,LT,2006-01-01,1069.0
CP_MNAC,PAID,B8N,S1,LT,2007-01-01,1606.0
CP_MNAC,PAID,B8N,S1,LT,2008-01-01,874.0
CP_MNAC,PAID,B8N,S1,LT,2009-01-01,-77.0
CP_MNAC,PAID,B8N,S1,LT,2010-01-01,925.0
CP_MNAC,PAID,B8N,S1,LT,2011-01-01,1431.0
CP_MNAC,PAID,B8N,S1,LT,2012-01-01,1724.0
CP_MNAC,PAID,B8N,S1,LT,2013-01-01,2645.0
CP_MNAC,PAID,B8N,S1,LT,2014-01-01,3576.0
CP_MNAC,PAID,B8N,S1,LT,2015-01-01,1952.0
CP_MNAC,PAID,B8N,S1,LT,2016-01-01,1473.0
CP_MNAC,PAID,B8N,S1,LT,2017-01-01,2643.0
CP_MNAC,PAID,B8N,S1,LU,1995-01-01,3040.0
CP_MNAC,PAID,B8N,S1,LU,1996-01-01,2973.0
CP_MNAC,PAID,B8N,S1,LU,1997-01-01,3048.0
CP_MNAC,PAID,B8N,S1,LU,1998-01-01,3532.0
CP_MNAC,PAID,B8N,S1,LU,1999-01-01,3522.0
CP_MNAC,PAID,B8N,S1,LU,2000-01-01,3910.0
CP_MNAC,PAID,B8N,S1,LU,2001-01-01,4041.0
CP_MNAC,PAID,B8N,S1,LU,2002-01-01,3510.0
CP_MNAC,PAID,B8N,S1,LU,2003-01-01,2738.0
CP_MNAC,PAID,B8N,S1,LU,2004-01-01,4084.0
CP_MNAC,PAID,B8N,S1,LU,2005-01-01,5296.0
CP_MNAC,PAID,B8N,S1,LU,2006-01-01,2694.0
CP_MNAC,PAID,B8N,S1,LU,2007-01-01,6372.0
CP_MNAC,PAID,B8N,S1,LU,2008-01-01,5572.0
CP_MNAC,PAID,B8N,S1,LU,2009-01-01,498.0
CP_MNAC,PAID,B8N,S1,LU,2010-01-01,4325.0
CP_MNAC,PAID,B8N,S1,LU,2011-01-01,3799.0
CP_MNAC,PAID,B8N,S1,LU,2012-01-01,2994.0
CP_MNAC,PAID,B8N,S1,LU,2013-01-01,2775.0
CP_MNAC,PAID,B8N,S1,LU,2014-01-01,3205.0
CP_MNAC,PAID,B8N,S1,LU,2015-01-01,4527.0
