age,isced11,unit,sex,geotime,date,value
Y30-34,ED5-8,PC,F,SK,1996-01-01,
Y30-34,ED5-8,PC,F,SK,1997-01-01,
Y30-34,ED5-8,PC,F,SK,1998-01-01,9.8
Y30-34,ED5-8,PC,F,SK,1999-01-01,10.1
Y30-34,ED5-8,PC,F,SK,2000-01-01,10.1
Y30-34,ED5-8,PC,F,SK,2001-01-01,10.7
Y30-34,ED5-8,PC,F,SK,2002-01-01,11.2
Y30-34,ED5-8,PC,F,SK,2003-01-01,11.4
Y30-34,ED5-8,PC,F,SK,2004-01-01,13.2
Y30-34,ED5-8,PC,F,SK,2005-01-01,14.6
Y30-34,ED5-8,PC,F,SK,2006-01-01,15.3
Y30-34,ED5-8,PC,F,SK,2007-01-01,16.1
Y30-34,ED5-8,PC,F,SK,2008-01-01,17.6
Y30-34,ED5-8,PC,F,SK,2009-01-01,19.8
Y30-34,ED5-8,PC,F,SK,2010-01-01,26.2
Y30-34,ED5-8,PC,F,SK,2011-01-01,27.3
Y30-34,ED5-8,PC,F,SK,2012-01-01,28.2
Y30-34,ED5-8,PC,F,SK,2013-01-01,31.8
Y30-34,ED5-8,PC,F,SK,2014-01-01,31.5
Y30-34,ED5-8,PC,F,SK,2015-01-01,34.4
Y30-34,ED5-8,PC,F,SK,2016-01-01,39.4
Y30-34,ED5-8,PC,F,SK,2017-01-01,42.4
Y30-34,ED5-8,PC,F,TR,1992-01-01,
Y30-34,ED5-8,PC,F,TR,1993-01-01,
Y30-34,ED5-8,PC,F,TR,1994-01-01,
Y30-34,ED5-8,PC,F,TR,1995-01-01,
Y30-34,ED5-8,PC,F,TR,1996-01-01,
Y30-34,ED5-8,PC,F,TR,1997-01-01,
Y30-34,ED5-8,PC,F,TR,1998-01-01,
Y30-34,ED5-8,PC,F,TR,1999-01-01,
Y30-34,ED5-8,PC,F,TR,2000-01-01,
Y30-34,ED5-8,PC,F,TR,2001-01-01,
Y30-34,ED5-8,PC,F,TR,2002-01-01,
Y30-34,ED5-8,PC,F,TR,2003-01-01,
Y30-34,ED5-8,PC,F,TR,2004-01-01,
Y30-34,ED5-8,PC,F,TR,2005-01-01,
Y30-34,ED5-8,PC,F,TR,2006-01-01,9.5
Y30-34,ED5-8,PC,F,TR,2007-01-01,10.3
Y30-34,ED5-8,PC,F,TR,2008-01-01,11.2
Y30-34,ED5-8,PC,F,TR,2009-01-01,12.9
Y30-34,ED5-8,PC,F,TR,2010-01-01,13.6
Y30-34,ED5-8,PC,F,TR,2011-01-01,14.3
Y30-34,ED5-8,PC,F,TR,2012-01-01,16.2
Y30-34,ED5-8,PC,F,TR,2013-01-01,17.9
Y30-34,ED5-8,PC,F,TR,2014-01-01,19.6
Y30-34,ED5-8,PC,F,TR,2015-01-01,22.1
Y30-34,ED5-8,PC,F,TR,2016-01-01,24.7
Y30-34,ED5-8,PC,F,TR,2017-01-01,26.0
Y30-34,ED5-8,PC,F,UK,1992-01-01,20.4
Y30-34,ED5-8,PC,F,UK,1993-01-01,21.1
Y30-34,ED5-8,PC,F,UK,1994-01-01,21.4
Y30-34,ED5-8,PC,F,UK,1995-01-01,22.4
Y30-34,ED5-8,PC,F,UK,1996-01-01,23.3
Y30-34,ED5-8,PC,F,UK,1997-01-01,24.0
Y30-34,ED5-8,PC,F,UK,1998-01-01,
Y30-34,ED5-8,PC,F,UK,1999-01-01,26.4
Y30-34,ED5-8,PC,F,UK,2000-01-01,27.4
Y30-34,ED5-8,PC,F,UK,2001-01-01,28.4
Y30-34,ED5-8,PC,F,UK,2002-01-01,30.7
Y30-34,ED5-8,PC,F,UK,2003-01-01,30.8
Y30-34,ED5-8,PC,F,UK,2004-01-01,33.3
Y30-34,ED5-8,PC,F,UK,2005-01-01,34.9
Y30-34,ED5-8,PC,F,UK,2006-01-01,36.9
Y30-34,ED5-8,PC,F,UK,2007-01-01,39.9
Y30-34,ED5-8,PC,F,UK,2008-01-01,40.9
Y30-34,ED5-8,PC,F,UK,2009-01-01,42.3
Y30-34,ED5-8,PC,F,UK,2010-01-01,45.1
Y30-34,ED5-8,PC,F,UK,2011-01-01,48.3
Y30-34,ED5-8,PC,F,UK,2012-01-01,50.0
Y30-34,ED5-8,PC,F,UK,2013-01-01,50.4
Y30-34,ED5-8,PC,F,UK,2014-01-01,51.1
Y30-34,ED5-8,PC,F,UK,2015-01-01,51.1
Y30-34,ED5-8,PC,F,UK,2016-01-01,50.3
Y30-34,ED5-8,PC,F,UK,2017-01-01,50.8
Y30-34,ED5-8,PC,M,AT,1992-01-01,
Y30-34,ED5-8,PC,M,AT,1993-01-01,
Y30-34,ED5-8,PC,M,AT,1994-01-01,
Y30-34,ED5-8,PC,M,AT,1995-01-01,9.8
Y30-34,ED5-8,PC,M,AT,1996-01-01,10.2
Y30-34,ED5-8,PC,M,AT,1997-01-01,11.2
Y30-34,ED5-8,PC,M,AT,1998-01-01,9.8
Y30-34,ED5-8,PC,M,AT,1999-01-01,17.2
Y30-34,ED5-8,PC,M,AT,2000-01-01,
Y30-34,ED5-8,PC,M,AT,2001-01-01,
Y30-34,ED5-8,PC,M,AT,2002-01-01,
Y30-34,ED5-8,PC,M,AT,2003-01-01,
Y30-34,ED5-8,PC,M,AT,2004-01-01,22.0
Y30-34,ED5-8,PC,M,AT,2005-01-01,20.9
Y30-34,ED5-8,PC,M,AT,2006-01-01,21.8
Y30-34,ED5-8,PC,M,AT,2007-01-01,21.6
Y30-34,ED5-8,PC,M,AT,2008-01-01,21.8
Y30-34,ED5-8,PC,M,AT,2009-01-01,22.9
Y30-34,ED5-8,PC,M,AT,2010-01-01,22.3
Y30-34,ED5-8,PC,M,AT,2011-01-01,22.8
Y30-34,ED5-8,PC,M,AT,2012-01-01,25.6
Y30-34,ED5-8,PC,M,AT,2013-01-01,26.4
Y30-34,ED5-8,PC,M,AT,2014-01-01,38.3
Y30-34,ED5-8,PC,M,AT,2015-01-01,37.5
Y30-34,ED5-8,PC,M,AT,2016-01-01,38.3
Y30-34,ED5-8,PC,M,AT,2017-01-01,37.7
Y30-34,ED5-8,PC,M,BE,1992-01-01,25.2
Y30-34,ED5-8,PC,M,BE,1993-01-01,26.1
Y30-34,ED5-8,PC,M,BE,1994-01-01,25.4
Y30-34,ED5-8,PC,M,BE,1995-01-01,28.2
Y30-34,ED5-8,PC,M,BE,1996-01-01,28.8
Y30-34,ED5-8,PC,M,BE,1997-01-01,29.1
Y30-34,ED5-8,PC,M,BE,1998-01-01,28.6
Y30-34,ED5-8,PC,M,BE,1999-01-01,28.3
Y30-34,ED5-8,PC,M,BE,2000-01-01,33.3
Y30-34,ED5-8,PC,M,BE,2001-01-01,32.6
Y30-34,ED5-8,PC,M,BE,2002-01-01,31.5
Y30-34,ED5-8,PC,M,BE,2003-01-01,34.2
Y30-34,ED5-8,PC,M,BE,2004-01-01,35.8
Y30-34,ED5-8,PC,M,BE,2005-01-01,34.9
Y30-34,ED5-8,PC,M,BE,2006-01-01,36.6
Y30-34,ED5-8,PC,M,BE,2007-01-01,36.6
Y30-34,ED5-8,PC,M,BE,2008-01-01,37.4
Y30-34,ED5-8,PC,M,BE,2009-01-01,36.4
Y30-34,ED5-8,PC,M,BE,2010-01-01,39.0
Y30-34,ED5-8,PC,M,BE,2011-01-01,37.1
Y30-34,ED5-8,PC,M,BE,2012-01-01,37.1
Y30-34,ED5-8,PC,M,BE,2013-01-01,36.2
Y30-34,ED5-8,PC,M,BE,2014-01-01,37.4
Y30-34,ED5-8,PC,M,BE,2015-01-01,36.7
Y30-34,ED5-8,PC,M,BE,2016-01-01,40.4
Y30-34,ED5-8,PC,M,BE,2017-01-01,40.8
Y30-34,ED5-8,PC,M,BG,1992-01-01,
Y30-34,ED5-8,PC,M,BG,1993-01-01,
Y30-34,ED5-8,PC,M,BG,1994-01-01,
Y30-34,ED5-8,PC,M,BG,1995-01-01,
Y30-34,ED5-8,PC,M,BG,1996-01-01,
Y30-34,ED5-8,PC,M,BG,1997-01-01,
Y30-34,ED5-8,PC,M,BG,1998-01-01,
Y30-34,ED5-8,PC,M,BG,1999-01-01,
Y30-34,ED5-8,PC,M,BG,2000-01-01,16.0
Y30-34,ED5-8,PC,M,BG,2001-01-01,18.8
Y30-34,ED5-8,PC,M,BG,2002-01-01,17.7
Y30-34,ED5-8,PC,M,BG,2003-01-01,17.9
Y30-34,ED5-8,PC,M,BG,2004-01-01,18.7
Y30-34,ED5-8,PC,M,BG,2005-01-01,18.3
Y30-34,ED5-8,PC,M,BG,2006-01-01,17.8
Y30-34,ED5-8,PC,M,BG,2007-01-01,18.7
Y30-34,ED5-8,PC,M,BG,2008-01-01,19.7
Y30-34,ED5-8,PC,M,BG,2009-01-01,20.4
Y30-34,ED5-8,PC,M,BG,2010-01-01,20.5
Y30-34,ED5-8,PC,M,BG,2011-01-01,20.9
Y30-34,ED5-8,PC,M,BG,2012-01-01,20.5
Y30-34,ED5-8,PC,M,BG,2013-01-01,21.8
Y30-34,ED5-8,PC,M,BG,2014-01-01,23.4
Y30-34,ED5-8,PC,M,BG,2015-01-01,24.8
Y30-34,ED5-8,PC,M,BG,2016-01-01,27.2
Y30-34,ED5-8,PC,M,BG,2017-01-01,25.5
Y30-34,ED5-8,PC,M,CH,1992-01-01,
Y30-34,ED5-8,PC,M,CH,1993-01-01,
Y30-34,ED5-8,PC,M,CH,1994-01-01,
Y30-34,ED5-8,PC,M,CH,1995-01-01,
Y30-34,ED5-8,PC,M,CH,1996-01-01,35.7
Y30-34,ED5-8,PC,M,CH,1997-01-01,37.8
Y30-34,ED5-8,PC,M,CH,1998-01-01,36.3
Y30-34,ED5-8,PC,M,CH,1999-01-01,37.6
Y30-34,ED5-8,PC,M,CH,2000-01-01,37.5
Y30-34,ED5-8,PC,M,CH,2001-01-01,38.4
Y30-34,ED5-8,PC,M,CH,2002-01-01,39.3
Y30-34,ED5-8,PC,M,CH,2003-01-01,41.4
Y30-34,ED5-8,PC,M,CH,2004-01-01,42.4
Y30-34,ED5-8,PC,M,CH,2005-01-01,41.8
Y30-34,ED5-8,PC,M,CH,2006-01-01,42.8
Y30-34,ED5-8,PC,M,CH,2007-01-01,43.3
Y30-34,ED5-8,PC,M,CH,2008-01-01,48.0
Y30-34,ED5-8,PC,M,CH,2009-01-01,48.8
Y30-34,ED5-8,PC,M,CH,2010-01-01,44.9
Y30-34,ED5-8,PC,M,CH,2011-01-01,44.0
Y30-34,ED5-8,PC,M,CH,2012-01-01,45.3
Y30-34,ED5-8,PC,M,CH,2013-01-01,47.4
Y30-34,ED5-8,PC,M,CH,2014-01-01,48.4
Y30-34,ED5-8,PC,M,CH,2015-01-01,48.6
Y30-34,ED5-8,PC,M,CH,2016-01-01,52.3
Y30-34,ED5-8,PC,M,CH,2017-01-01,54.0
Y30-34,ED5-8,PC,M,CY,1992-01-01,
Y30-34,ED5-8,PC,M,CY,1993-01-01,
Y30-34,ED5-8,PC,M,CY,1994-01-01,
Y30-34,ED5-8,PC,M,CY,1995-01-01,
Y30-34,ED5-8,PC,M,CY,1996-01-01,
Y30-34,ED5-8,PC,M,CY,1997-01-01,
Y30-34,ED5-8,PC,M,CY,1998-01-01,
Y30-34,ED5-8,PC,M,CY,1999-01-01,33.2
Y30-34,ED5-8,PC,M,CY,2000-01-01,30.8
Y30-34,ED5-8,PC,M,CY,2001-01-01,33.1
Y30-34,ED5-8,PC,M,CY,2002-01-01,35.9
Y30-34,ED5-8,PC,M,CY,2003-01-01,42.5
Y30-34,ED5-8,PC,M,CY,2004-01-01,43.5
Y30-34,ED5-8,PC,M,CY,2005-01-01,38.9
Y30-34,ED5-8,PC,M,CY,2006-01-01,45.4
Y30-34,ED5-8,PC,M,CY,2007-01-01,44.4
Y30-34,ED5-8,PC,M,CY,2008-01-01,41.3
Y30-34,ED5-8,PC,M,CY,2009-01-01,40.2
Y30-34,ED5-8,PC,M,CY,2010-01-01,41.3
Y30-34,ED5-8,PC,M,CY,2011-01-01,39.7
Y30-34,ED5-8,PC,M,CY,2012-01-01,43.6
Y30-34,ED5-8,PC,M,CY,2013-01-01,41.6
Y30-34,ED5-8,PC,M,CY,2014-01-01,46.0
Y30-34,ED5-8,PC,M,CY,2015-01-01,46.7
Y30-34,ED5-8,PC,M,CY,2016-01-01,43.9
Y30-34,ED5-8,PC,M,CY,2017-01-01,47.3
Y30-34,ED5-8,PC,M,CZ,1992-01-01,
Y30-34,ED5-8,PC,M,CZ,1993-01-01,
Y30-34,ED5-8,PC,M,CZ,1994-01-01,
Y30-34,ED5-8,PC,M,CZ,1995-01-01,
Y30-34,ED5-8,PC,M,CZ,1996-01-01,
Y30-34,ED5-8,PC,M,CZ,1997-01-01,
Y30-34,ED5-8,PC,M,CZ,1998-01-01,12.7
Y30-34,ED5-8,PC,M,CZ,1999-01-01,14.2
Y30-34,ED5-8,PC,M,CZ,2000-01-01,14.4
Y30-34,ED5-8,PC,M,CZ,2001-01-01,14.0
Y30-34,ED5-8,PC,M,CZ,2002-01-01,13.7
Y30-34,ED5-8,PC,M,CZ,2003-01-01,14.3
Y30-34,ED5-8,PC,M,CZ,2004-01-01,13.2
Y30-34,ED5-8,PC,M,CZ,2005-01-01,13.1
Y30-34,ED5-8,PC,M,CZ,2006-01-01,13.7
Y30-34,ED5-8,PC,M,CZ,2007-01-01,13.0
Y30-34,ED5-8,PC,M,CZ,2008-01-01,14.8
Y30-34,ED5-8,PC,M,CZ,2009-01-01,16.4
Y30-34,ED5-8,PC,M,CZ,2010-01-01,18.6
Y30-34,ED5-8,PC,M,CZ,2011-01-01,21.5
Y30-34,ED5-8,PC,M,CZ,2012-01-01,22.4
Y30-34,ED5-8,PC,M,CZ,2013-01-01,24.0
Y30-34,ED5-8,PC,M,CZ,2014-01-01,24.2
Y30-34,ED5-8,PC,M,CZ,2015-01-01,24.7
Y30-34,ED5-8,PC,M,CZ,2016-01-01,27.2
Y30-34,ED5-8,PC,M,CZ,2017-01-01,27.7
Y30-34,ED5-8,PC,M,DE,1992-01-01,27.2
Y30-34,ED5-8,PC,M,DE,1993-01-01,27.5
Y30-34,ED5-8,PC,M,DE,1994-01-01,26.4
Y30-34,ED5-8,PC,M,DE,1995-01-01,27.7
Y30-34,ED5-8,PC,M,DE,1996-01-01,27.3
Y30-34,ED5-8,PC,M,DE,1997-01-01,28.4
Y30-34,ED5-8,PC,M,DE,1998-01-01,
Y30-34,ED5-8,PC,M,DE,1999-01-01,28.0
Y30-34,ED5-8,PC,M,DE,2000-01-01,28.8
Y30-34,ED5-8,PC,M,DE,2001-01-01,29.0
Y30-34,ED5-8,PC,M,DE,2002-01-01,26.8
Y30-34,ED5-8,PC,M,DE,2003-01-01,27.5
Y30-34,ED5-8,PC,M,DE,2004-01-01,29.1
Y30-34,ED5-8,PC,M,DE,2005-01-01,28.0
Y30-34,ED5-8,PC,M,DE,2006-01-01,27.2
Y30-34,ED5-8,PC,M,DE,2007-01-01,27.3
Y30-34,ED5-8,PC,M,DE,2008-01-01,28.3
Y30-34,ED5-8,PC,M,DE,2009-01-01,29.6
Y30-34,ED5-8,PC,M,DE,2010-01-01,29.9
Y30-34,ED5-8,PC,M,DE,2011-01-01,29.9
Y30-34,ED5-8,PC,M,DE,2012-01-01,31.0
Y30-34,ED5-8,PC,M,DE,2013-01-01,32.2
Y30-34,ED5-8,PC,M,DE,2014-01-01,32.0
Y30-34,ED5-8,PC,M,DE,2015-01-01,32.2
Y30-34,ED5-8,PC,M,DE,2016-01-01,33.4
Y30-34,ED5-8,PC,M,DE,2017-01-01,33.8
Y30-34,ED5-8,PC,M,DK,1992-01-01,21.3
Y30-34,ED5-8,PC,M,DK,1993-01-01,23.3
Y30-34,ED5-8,PC,M,DK,1994-01-01,30.3
Y30-34,ED5-8,PC,M,DK,1995-01-01,30.0
Y30-34,ED5-8,PC,M,DK,1996-01-01,28.7
Y30-34,ED5-8,PC,M,DK,1997-01-01,27.8
Y30-34,ED5-8,PC,M,DK,1998-01-01,27.4
Y30-34,ED5-8,PC,M,DK,1999-01-01,32.1
Y30-34,ED5-8,PC,M,DK,2000-01-01,30.5
Y30-34,ED5-8,PC,M,DK,2001-01-01,28.0
Y30-34,ED5-8,PC,M,DK,2002-01-01,28.7
Y30-34,ED5-8,PC,M,DK,2003-01-01,35.3
Y30-34,ED5-8,PC,M,DK,2004-01-01,38.7
Y30-34,ED5-8,PC,M,DK,2005-01-01,39.0
Y30-34,ED5-8,PC,M,DK,2006-01-01,38.7
Y30-34,ED5-8,PC,M,DK,2007-01-01,34.8
Y30-34,ED5-8,PC,M,DK,2008-01-01,36.8
Y30-34,ED5-8,PC,M,DK,2009-01-01,35.0
Y30-34,ED5-8,PC,M,DK,2010-01-01,36.7
Y30-34,ED5-8,PC,M,DK,2011-01-01,34.7
Y30-34,ED5-8,PC,M,DK,2012-01-01,33.7
Y30-34,ED5-8,PC,M,DK,2013-01-01,35.2
Y30-34,ED5-8,PC,M,DK,2014-01-01,39.4
Y30-34,ED5-8,PC,M,DK,2015-01-01,39.6
Y30-34,ED5-8,PC,M,DK,2016-01-01,41.0
Y30-34,ED5-8,PC,M,DK,2017-01-01,41.1
Y30-34,ED5-8,PC,M,EA18,1992-01-01,
Y30-34,ED5-8,PC,M,EA18,1993-01-01,
Y30-34,ED5-8,PC,M,EA18,1994-01-01,
Y30-34,ED5-8,PC,M,EA18,1995-01-01,
Y30-34,ED5-8,PC,M,EA18,1996-01-01,
Y30-34,ED5-8,PC,M,EA18,1997-01-01,
Y30-34,ED5-8,PC,M,EA18,1998-01-01,
Y30-34,ED5-8,PC,M,EA18,1999-01-01,
Y30-34,ED5-8,PC,M,EA18,2000-01-01,23.1
Y30-34,ED5-8,PC,M,EA18,2001-01-01,23.9
Y30-34,ED5-8,PC,M,EA18,2002-01-01,23.9
Y30-34,ED5-8,PC,M,EA18,2003-01-01,25.2
Y30-34,ED5-8,PC,M,EA18,2004-01-01,26.4
Y30-34,ED5-8,PC,M,EA18,2005-01-01,27.3
Y30-34,ED5-8,PC,M,EA18,2006-01-01,27.2
Y30-34,ED5-8,PC,M,EA18,2007-01-01,28.2
Y30-34,ED5-8,PC,M,EA18,2008-01-01,28.7
Y30-34,ED5-8,PC,M,EA18,2009-01-01,29.2
Y30-34,ED5-8,PC,M,EA18,2010-01-01,30.1
Y30-34,ED5-8,PC,M,EA18,2011-01-01,30.4
Y30-34,ED5-8,PC,M,EA18,2012-01-01,31.0
Y30-34,ED5-8,PC,M,EA18,2013-01-01,32.0
Y30-34,ED5-8,PC,M,EA18,2014-01-01,32.5
Y30-34,ED5-8,PC,M,EA18,2015-01-01,32.8
Y30-34,ED5-8,PC,M,EA18,2016-01-01,32.9
Y30-34,ED5-8,PC,M,EA18,2017-01-01,33.5
Y30-34,ED5-8,PC,M,EA19,1992-01-01,
Y30-34,ED5-8,PC,M,EA19,1993-01-01,
Y30-34,ED5-8,PC,M,EA19,1994-01-01,
Y30-34,ED5-8,PC,M,EA19,1995-01-01,
Y30-34,ED5-8,PC,M,EA19,1996-01-01,
Y30-34,ED5-8,PC,M,EA19,1997-01-01,
Y30-34,ED5-8,PC,M,EA19,1998-01-01,
Y30-34,ED5-8,PC,M,EA19,1999-01-01,
Y30-34,ED5-8,PC,M,EA19,2000-01-01,23.2
Y30-34,ED5-8,PC,M,EA19,2001-01-01,23.8
Y30-34,ED5-8,PC,M,EA19,2002-01-01,23.9
Y30-34,ED5-8,PC,M,EA19,2003-01-01,25.2
Y30-34,ED5-8,PC,M,EA19,2004-01-01,26.4
Y30-34,ED5-8,PC,M,EA19,2005-01-01,27.3
Y30-34,ED5-8,PC,M,EA19,2006-01-01,27.3
Y30-34,ED5-8,PC,M,EA19,2007-01-01,28.3
Y30-34,ED5-8,PC,M,EA19,2008-01-01,28.7
Y30-34,ED5-8,PC,M,EA19,2009-01-01,29.3
Y30-34,ED5-8,PC,M,EA19,2010-01-01,30.2
Y30-34,ED5-8,PC,M,EA19,2011-01-01,30.5
Y30-34,ED5-8,PC,M,EA19,2012-01-01,31.1
Y30-34,ED5-8,PC,M,EA19,2013-01-01,32.1
Y30-34,ED5-8,PC,M,EA19,2014-01-01,32.6
Y30-34,ED5-8,PC,M,EA19,2015-01-01,32.9
Y30-34,ED5-8,PC,M,EA19,2016-01-01,33.0
Y30-34,ED5-8,PC,M,EA19,2017-01-01,33.6
Y30-34,ED5-8,PC,M,EE,1992-01-01,
Y30-34,ED5-8,PC,M,EE,1993-01-01,
Y30-34,ED5-8,PC,M,EE,1994-01-01,
Y30-34,ED5-8,PC,M,EE,1995-01-01,
Y30-34,ED5-8,PC,M,EE,1996-01-01,
Y30-34,ED5-8,PC,M,EE,1997-01-01,
Y30-34,ED5-8,PC,M,EE,1998-01-01,21.2
Y30-34,ED5-8,PC,M,EE,1999-01-01,21.5
Y30-34,ED5-8,PC,M,EE,2000-01-01,21.2
Y30-34,ED5-8,PC,M,EE,2001-01-01,21.1
Y30-34,ED5-8,PC,M,EE,2002-01-01,22.7
Y30-34,ED5-8,PC,M,EE,2003-01-01,22.2
Y30-34,ED5-8,PC,M,EE,2004-01-01,21.3
Y30-34,ED5-8,PC,M,EE,2005-01-01,26.5
Y30-34,ED5-8,PC,M,EE,2006-01-01,26.7
Y30-34,ED5-8,PC,M,EE,2007-01-01,24.4
Y30-34,ED5-8,PC,M,EE,2008-01-01,29.0
Y30-34,ED5-8,PC,M,EE,2009-01-01,29.6
Y30-34,ED5-8,PC,M,EE,2010-01-01,32.2
Y30-34,ED5-8,PC,M,EE,2011-01-01,30.6
Y30-34,ED5-8,PC,M,EE,2012-01-01,28.3
Y30-34,ED5-8,PC,M,EE,2013-01-01,31.8
Y30-34,ED5-8,PC,M,EE,2014-01-01,32.8
Y30-34,ED5-8,PC,M,EE,2015-01-01,34.5
Y30-34,ED5-8,PC,M,EE,2016-01-01,38.8
Y30-34,ED5-8,PC,M,EE,2017-01-01,41.6
Y30-34,ED5-8,PC,M,EL,1992-01-01,21.0
Y30-34,ED5-8,PC,M,EL,1993-01-01,20.3
Y30-34,ED5-8,PC,M,EL,1994-01-01,21.2
Y30-34,ED5-8,PC,M,EL,1995-01-01,21.5
Y30-34,ED5-8,PC,M,EL,1996-01-01,22.8
Y30-34,ED5-8,PC,M,EL,1997-01-01,22.5
Y30-34,ED5-8,PC,M,EL,1998-01-01,25.0
Y30-34,ED5-8,PC,M,EL,1999-01-01,23.6
Y30-34,ED5-8,PC,M,EL,2000-01-01,23.9
Y30-34,ED5-8,PC,M,EL,2001-01-01,23.6
Y30-34,ED5-8,PC,M,EL,2002-01-01,22.2
Y30-34,ED5-8,PC,M,EL,2003-01-01,21.9
Y30-34,ED5-8,PC,M,EL,2004-01-01,23.6
Y30-34,ED5-8,PC,M,EL,2005-01-01,23.6
Y30-34,ED5-8,PC,M,EL,2006-01-01,25.5
Y30-34,ED5-8,PC,M,EL,2007-01-01,25.4
Y30-34,ED5-8,PC,M,EL,2008-01-01,23.7
Y30-34,ED5-8,PC,M,EL,2009-01-01,24.3
Y30-34,ED5-8,PC,M,EL,2010-01-01,26.2
Y30-34,ED5-8,PC,M,EL,2011-01-01,26.8
Y30-34,ED5-8,PC,M,EL,2012-01-01,28.1
Y30-34,ED5-8,PC,M,EL,2013-01-01,30.8
Y30-34,ED5-8,PC,M,EL,2014-01-01,32.9
Y30-34,ED5-8,PC,M,EL,2015-01-01,35.3
Y30-34,ED5-8,PC,M,EL,2016-01-01,36.2
Y30-34,ED5-8,PC,M,EL,2017-01-01,37.0
Y30-34,ED5-8,PC,M,ES,1992-01-01,19.1
Y30-34,ED5-8,PC,M,ES,1993-01-01,19.6
Y30-34,ED5-8,PC,M,ES,1994-01-01,20.8
Y30-34,ED5-8,PC,M,ES,1995-01-01,22.1
Y30-34,ED5-8,PC,M,ES,1996-01-01,23.5
Y30-34,ED5-8,PC,M,ES,1997-01-01,24.2
Y30-34,ED5-8,PC,M,ES,1998-01-01,26.4
Y30-34,ED5-8,PC,M,ES,1999-01-01,28.0
Y30-34,ED5-8,PC,M,ES,2000-01-01,27.9
Y30-34,ED5-8,PC,M,ES,2001-01-01,29.4
Y30-34,ED5-8,PC,M,ES,2002-01-01,31.7
Y30-34,ED5-8,PC,M,ES,2003-01-01,32.6
Y30-34,ED5-8,PC,M,ES,2004-01-01,33.4
Y30-34,ED5-8,PC,M,ES,2005-01-01,35.4
Y30-34,ED5-8,PC,M,ES,2006-01-01,34.4
Y30-34,ED5-8,PC,M,ES,2007-01-01,35.8
Y30-34,ED5-8,PC,M,ES,2008-01-01,36.5
Y30-34,ED5-8,PC,M,ES,2009-01-01,35.3
Y30-34,ED5-8,PC,M,ES,2010-01-01,36.7
Y30-34,ED5-8,PC,M,ES,2011-01-01,37.2
Y30-34,ED5-8,PC,M,ES,2012-01-01,36.0
Y30-34,ED5-8,PC,M,ES,2013-01-01,37.1
Y30-34,ED5-8,PC,M,ES,2014-01-01,36.8
Y30-34,ED5-8,PC,M,ES,2015-01-01,34.8
Y30-34,ED5-8,PC,M,ES,2016-01-01,33.5
Y30-34,ED5-8,PC,M,ES,2017-01-01,34.8
Y30-34,ED5-8,PC,M,EU27,1992-01-01,
Y30-34,ED5-8,PC,M,EU27,1993-01-01,
Y30-34,ED5-8,PC,M,EU27,1994-01-01,
Y30-34,ED5-8,PC,M,EU27,1995-01-01,
Y30-34,ED5-8,PC,M,EU27,1996-01-01,
Y30-34,ED5-8,PC,M,EU27,1997-01-01,
Y30-34,ED5-8,PC,M,EU27,1998-01-01,
Y30-34,ED5-8,PC,M,EU27,1999-01-01,
Y30-34,ED5-8,PC,M,EU27,2000-01-01,22.2
Y30-34,ED5-8,PC,M,EU27,2001-01-01,22.4
Y30-34,ED5-8,PC,M,EU27,2002-01-01,22.7
Y30-34,ED5-8,PC,M,EU27,2003-01-01,24.0
Y30-34,ED5-8,PC,M,EU27,2004-01-01,25.4
Y30-34,ED5-8,PC,M,EU27,2005-01-01,26.2
Y30-34,ED5-8,PC,M,EU27,2006-01-01,26.4
Y30-34,ED5-8,PC,M,EU27,2007-01-01,27.4
Y30-34,ED5-8,PC,M,EU27,2008-01-01,28.1
Y30-34,ED5-8,PC,M,EU27,2009-01-01,29.1
Y30-34,ED5-8,PC,M,EU27,2010-01-01,30.3
Y30-34,ED5-8,PC,M,EU27,2011-01-01,31.1
Y30-34,ED5-8,PC,M,EU27,2012-01-01,31.9
Y30-34,ED5-8,PC,M,EU27,2013-01-01,33.0
Y30-34,ED5-8,PC,M,EU27,2014-01-01,33.6
Y30-34,ED5-8,PC,M,EU27,2015-01-01,34.1
Y30-34,ED5-8,PC,M,EU27,2016-01-01,34.5
Y30-34,ED5-8,PC,M,EU27,2017-01-01,35.0
Y30-34,ED5-8,PC,M,EU28,1992-01-01,
Y30-34,ED5-8,PC,M,EU28,1993-01-01,
Y30-34,ED5-8,PC,M,EU28,1994-01-01,
Y30-34,ED5-8,PC,M,EU28,1995-01-01,
Y30-34,ED5-8,PC,M,EU28,1996-01-01,
Y30-34,ED5-8,PC,M,EU28,1997-01-01,
Y30-34,ED5-8,PC,M,EU28,1998-01-01,
Y30-34,ED5-8,PC,M,EU28,1999-01-01,
Y30-34,ED5-8,PC,M,EU28,2000-01-01,
Y30-34,ED5-8,PC,M,EU28,2001-01-01,
Y30-34,ED5-8,PC,M,EU28,2002-01-01,22.6
Y30-34,ED5-8,PC,M,EU28,2003-01-01,24.0
Y30-34,ED5-8,PC,M,EU28,2004-01-01,25.3
Y30-34,ED5-8,PC,M,EU28,2005-01-01,26.1
Y30-34,ED5-8,PC,M,EU28,2006-01-01,26.3
Y30-34,ED5-8,PC,M,EU28,2007-01-01,27.2
Y30-34,ED5-8,PC,M,EU28,2008-01-01,28.0
