indic_bt,nace_r2,unit,geotime,date,value
TOVT,C,I2015_SCA,AT,2017-09-01,107
TOVT,C,I2015_SCA,AT,2017-10-01,109
TOVT,C,I2015_SCA,AT,2017-11-01,111
TOVT,C,I2015_SCA,AT,2017-12-01,112
TOVT,C,I2015_SCA,AT,2018-01-01,111
TOVT,C,I2015_SCA,AT,2018-02-01,112
TOVT,C,I2015_SCA,AT,2018-03-01,111
TOVT,C,I2015_SCA,AT,2018-04-01,112
TOVT,C,I2015_SCA,AT,2018-05-01,114
TOVT,C,I2015_SCA,AT,2018-06-01,113
TOVT,C,I2015_SCA,AT,2018-07-01,113
TOVT,C,I2015_SCA,AT,2018-08-01,
TOVT,C,I2015_SCA,BE,2017-09-01,105
TOVT,C,I2015_SCA,BE,2017-10-01,107
TOVT,C,I2015_SCA,BE,2017-11-01,108
TOVT,C,I2015_SCA,BE,2017-12-01,108
TOVT,C,I2015_SCA,BE,2018-01-01,112
TOVT,C,I2015_SCA,BE,2018-02-01,108
TOVT,C,I2015_SCA,BE,2018-03-01,110
TOVT,C,I2015_SCA,BE,2018-04-01,105
TOVT,C,I2015_SCA,BE,2018-05-01,113
TOVT,C,I2015_SCA,BE,2018-06-01,112
TOVT,C,I2015_SCA,BE,2018-07-01,112
TOVT,C,I2015_SCA,BE,2018-08-01,
TOVT,C,I2015_SCA,BG,2017-09-01,116
TOVT,C,I2015_SCA,BG,2017-10-01,113
TOVT,C,I2015_SCA,BG,2017-11-01,118
TOVT,C,I2015_SCA,BG,2017-12-01,120
TOVT,C,I2015_SCA,BG,2018-01-01,119
TOVT,C,I2015_SCA,BG,2018-02-01,115
TOVT,C,I2015_SCA,BG,2018-03-01,119
TOVT,C,I2015_SCA,BG,2018-04-01,114
TOVT,C,I2015_SCA,BG,2018-05-01,117
TOVT,C,I2015_SCA,BG,2018-06-01,122
TOVT,C,I2015_SCA,BG,2018-07-01,120
TOVT,C,I2015_SCA,BG,2018-08-01,119
TOVT,C,I2015_SCA,CY,2017-09-01,114
TOVT,C,I2015_SCA,CY,2017-10-01,119
TOVT,C,I2015_SCA,CY,2017-11-01,122
TOVT,C,I2015_SCA,CY,2017-12-01,124
TOVT,C,I2015_SCA,CY,2018-01-01,125
TOVT,C,I2015_SCA,CY,2018-02-01,123
TOVT,C,I2015_SCA,CY,2018-03-01,127
TOVT,C,I2015_SCA,CY,2018-04-01,124
TOVT,C,I2015_SCA,CY,2018-05-01,125
TOVT,C,I2015_SCA,CY,2018-06-01,131
TOVT,C,I2015_SCA,CY,2018-07-01,126
TOVT,C,I2015_SCA,CY,2018-08-01,
TOVT,C,I2015_SCA,CZ,2017-09-01,108
TOVT,C,I2015_SCA,CZ,2017-10-01,109
TOVT,C,I2015_SCA,CZ,2017-11-01,108
TOVT,C,I2015_SCA,CZ,2017-12-01,111
TOVT,C,I2015_SCA,CZ,2018-01-01,112
TOVT,C,I2015_SCA,CZ,2018-02-01,110
