indic_bt,nace_r2,unit,geotime,date,value
TOVV,G47,I2015_SCA,AL,2017-10-01,114
TOVV,G47,I2015_SCA,AL,2017-11-01,110
TOVV,G47,I2015_SCA,AL,2017-12-01,106
TOVV,G47,I2015_SCA,AL,2018-01-01,105
TOVV,G47,I2015_SCA,AL,2018-02-01,108
TOVV,G47,I2015_SCA,AL,2018-03-01,107
TOVV,G47,I2015_SCA,AL,2018-04-01,108
TOVV,G47,I2015_SCA,AL,2018-05-01,108
TOVV,G47,I2015_SCA,AL,2018-06-01,109
TOVV,G47,I2015_SCA,AL,2018-07-01,
TOVV,G47,I2015_SCA,AL,2018-08-01,
TOVV,G47,I2015_SCA,AL,2018-09-01,
TOVV,G47,I2015_SCA,AT,2017-10-01,101
TOVV,G47,I2015_SCA,AT,2017-11-01,103
TOVV,G47,I2015_SCA,AT,2017-12-01,100
TOVV,G47,I2015_SCA,AT,2018-01-01,102
TOVV,G47,I2015_SCA,AT,2018-02-01,101
TOVV,G47,I2015_SCA,AT,2018-03-01,103
TOVV,G47,I2015_SCA,AT,2018-04-01,103
TOVV,G47,I2015_SCA,AT,2018-05-01,102
TOVV,G47,I2015_SCA,AT,2018-06-01,102
TOVV,G47,I2015_SCA,AT,2018-07-01,101
TOVV,G47,I2015_SCA,AT,2018-08-01,102
TOVV,G47,I2015_SCA,AT,2018-09-01,
TOVV,G47,I2015_SCA,BE,2017-10-01,98
TOVV,G47,I2015_SCA,BE,2017-11-01,101
TOVV,G47,I2015_SCA,BE,2017-12-01,100
TOVV,G47,I2015_SCA,BE,2018-01-01,97
TOVV,G47,I2015_SCA,BE,2018-02-01,98
TOVV,G47,I2015_SCA,BE,2018-03-01,99
TOVV,G47,I2015_SCA,BE,2018-04-01,97
TOVV,G47,I2015_SCA,BE,2018-05-01,100
TOVV,G47,I2015_SCA,BE,2018-06-01,100
TOVV,G47,I2015_SCA,BE,2018-07-01,98
TOVV,G47,I2015_SCA,BE,2018-08-01,98
TOVV,G47,I2015_SCA,BE,2018-09-01,
TOVV,G47,I2015_SCA,BG,2017-10-01,111
TOVV,G47,I2015_SCA,BG,2017-11-01,111
TOVV,G47,I2015_SCA,BG,2017-12-01,112
TOVV,G47,I2015_SCA,BG,2018-01-01,112
TOVV,G47,I2015_SCA,BG,2018-02-01,111
