currency,bop_item,sector10,sectpart,partner,stk_flow,geotime,date,value
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,1995-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,1996-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,1997-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,1998-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,1999-01-01,93593
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2000-01-01,123959
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2001-01-01,127605
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2002-01-01,145403
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2003-01-01,163923
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2004-01-01,194213
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2005-01-01,240933
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2006-01-01,268001
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2007-01-01,275524
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2008-01-01,231676
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2009-01-01,250217
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2010-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2011-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2012-01-01,253337
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2013-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2014-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2015-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2016-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2017-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,1995-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,1996-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,1997-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,1998-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,1999-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2000-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2001-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2002-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2003-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2004-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2005-01-01,470157
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2006-01-01,490857
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2007-01-01,568810
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2008-01-01,528512
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2009-01-01,533968
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2010-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2011-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2012-01-01,512242
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2013-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2014-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2015-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2016-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2017-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,1995-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,1996-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,1997-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,1998-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,1999-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2000-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2001-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2002-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2003-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2004-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2005-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2006-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2007-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2008-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2009-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2010-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2011-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2012-01-01,8690
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2013-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2014-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2015-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2016-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2017-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,CY,1995-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,CY,1996-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,CY,1997-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,CY,1998-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,CY,1999-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,CY,2000-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,CY,2001-01-01,
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,CY,2002-01-01,
