stk_flow,sitc06,partner,unit,geotime,date,value
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2017-09-01,4.1
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2017-10-01,12.9
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2017-11-01,10.7
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2017-12-01,2.6
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2018-01-01,11.0
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2018-02-01,4.3
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2018-03-01,-1.6
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2018-04-01,9.4
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2018-05-01,1.0
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2018-06-01,4.9
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2018-07-01,8.7
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EA19,2018-08-01,4.5
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2017-09-01,3.0
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2017-10-01,11.0
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2017-11-01,10.3
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2017-12-01,0.2
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2018-01-01,10.2
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2018-02-01,2.3
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2018-03-01,-2.0
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2018-04-01,8.9
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2018-05-01,-1.9
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2018-06-01,3.7
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2018-07-01,7.5
EXP,SITC6_8,WRL_REST,PCH_M12_NSA,EU28,2018-08-01,4.6
