stk_flow,sitc06,partner,unit,geo\time,date,value
EXP,TOTAL,WRL_REST,TVAL_SA,EA19,2017-12-01,191974.8
EXP,TOTAL,WRL_REST,TVAL_SA,EA19,2018-01-01,190297.5
EXP,TOTAL,WRL_REST,TVAL_SA,EA19,2018-02-01,184021.9
EXP,TOTAL,WRL_REST,TVAL_SA,EA19,2018-03-01,186431.9
EXP,TOTAL,WRL_REST,TVAL_SA,EA19,2018-04-01,187273.7
EXP,TOTAL,WRL_REST,TVAL_SA,EA19,2018-05-01,187931.7
EXP,TOTAL,WRL_REST,TVAL_SA,EA19,2018-06-01,191204.7
EXP,TOTAL,WRL_REST,TVAL_SA,EA19,2018-07-01,189164.7
EXP,TOTAL,WRL_REST,TVAL_SA,EA19,2018-08-01,193096.0
EXP,TOTAL,WRL_REST,TVAL_SA,EU28,2017-09-01,156965.7
EXP,TOTAL,WRL_REST,TVAL_SA,EU28,2017-10-01,153885.1
EXP,TOTAL,WRL_REST,TVAL_SA,EU28,2017-11-01,160306.5
EXP,TOTAL,WRL_REST,TVAL_SA,EU28,2017-12-01,164146.2
EXP,TOTAL,WRL_REST,TVAL_SA,EU28,2018-01-01,162673.0
EXP,TOTAL,WRL_REST,TVAL_SA,EU28,2018-02-01,156133.0
EXP,TOTAL,WRL_REST,TVAL_SA,EU28,2018-03-01,161294.8
EXP,TOTAL,WRL_REST,TVAL_SA,EU28,2018-04-01,158753.9
EXP,TOTAL,WRL_REST,TVAL_SA,EU28,2018-05-01,159099.9
EXP,TOTAL,WRL_REST,TVAL_SA,EU28,2018-06-01,165511.9
EXP,TOTAL,WRL_REST,TVAL_SA,EU28,2018-07-01,163842.8
EXP,TOTAL,WRL_REST,TVAL_SA,EU28,2018-08-01,167043.9
