age,sex,workint,indic_il,hhtyp,geotime,date,value
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,NL,2010-01-01,36
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,NL,2011-01-01,42
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,NL,2012-01-01,40
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,NL,2013-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,NL,2014-01-01,48
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,NL,2015-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,NL,2016-01-01,56
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,NL,2017-01-01,57
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,NO,2006-01-01,39
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,NO,2007-01-01,43
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,NO,2008-01-01,42
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,NO,2009-01-01,48
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,NO,2010-01-01,45
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,NO,2011-01-01,41
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,NO,2012-01-01,41
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,NO,2013-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,NO,2014-01-01,49
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,NO,2015-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,NO,2016-01-01,52
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,NO,2017-01-01,50
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PL,2006-01-01,52
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PL,2007-01-01,48
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PL,2008-01-01,49
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PL,2009-01-01,54
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PL,2010-01-01,56
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PL,2011-01-01,56
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PL,2012-01-01,59
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PL,2013-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PL,2014-01-01,55
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PL,2015-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PL,2016-01-01,64
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PL,2017-01-01,62
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PT,2006-01-01,53
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PT,2007-01-01,52
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PT,2008-01-01,53
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PT,2009-01-01,56
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PT,2010-01-01,57
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PT,2011-01-01,54
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PT,2012-01-01,54
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PT,2013-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PT,2014-01-01,59
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PT,2015-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PT,2016-01-01,55
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,PT,2017-01-01,58
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RO,2006-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RO,2007-01-01,58
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RO,2008-01-01,48
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RO,2009-01-01,44
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RO,2010-01-01,39
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RO,2011-01-01,46
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RO,2012-01-01,48
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RO,2013-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RO,2014-01-01,55
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RO,2015-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RO,2016-01-01,65
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RO,2017-01-01,59
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RS,2006-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RS,2007-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RS,2008-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RS,2009-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RS,2010-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RS,2011-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RS,2012-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RS,2013-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RS,2014-01-01,61
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RS,2015-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RS,2016-01-01,66
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,RS,2017-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SE,2006-01-01,39
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SE,2007-01-01,44
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SE,2008-01-01,52
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SE,2009-01-01,57
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SE,2010-01-01,64
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SE,2011-01-01,62
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SE,2012-01-01,67
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SE,2013-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SE,2014-01-01,66
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SE,2015-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SE,2016-01-01,71
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SE,2017-01-01,77
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SI,2006-01-01,51
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SI,2007-01-01,49
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SI,2008-01-01,55
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SI,2009-01-01,49
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SI,2010-01-01,56
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SI,2011-01-01,58
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SI,2012-01-01,54
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SI,2013-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SI,2014-01-01,61
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SI,2015-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SI,2016-01-01,63
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SI,2017-01-01,64
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SK,2006-01-01,51
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SK,2007-01-01,55
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SK,2008-01-01,53
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SK,2009-01-01,59
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SK,2010-01-01,61
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SK,2011-01-01,65
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SK,2012-01-01,69
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SK,2013-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SK,2014-01-01,79
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SK,2015-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SK,2016-01-01,75
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,SK,2017-01-01,79
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,TR,2006-01-01,49
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,TR,2007-01-01,42
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,TR,2008-01-01,41
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,TR,2009-01-01,40
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,TR,2010-01-01,39
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,TR,2011-01-01,42
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,TR,2012-01-01,42
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,TR,2013-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,TR,2014-01-01,40
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,TR,2015-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,TR,2016-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,TR,2017-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,UK,2006-01-01,65
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,UK,2007-01-01,65
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,UK,2008-01-01,63
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,UK,2009-01-01,61
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,UK,2010-01-01,57
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,UK,2011-01-01,47
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,UK,2012-01-01,46
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,UK,2013-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,UK,2014-01-01,49
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,UK,2015-01-01,
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,UK,2016-01-01,50
Y_LT60,T,WI0-02,LI_R_MD60,TOTAL,UK,2017-01-01,
