currency,s_adj,sector10,sectpart,stk_flow,partner,bop_item,geotime,date,value
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SE,2018-05-01,1733
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SE,2018-06-01,2279
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SE,2018-07-01,7738
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SE,2018-08-01,6273
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SI,2017-09-01,123
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SI,2017-10-01,149
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SI,2017-11-01,72
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SI,2017-12-01,275
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SI,2018-01-01,218
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SI,2018-02-01,127
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SI,2018-03-01,467
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SI,2018-04-01,124
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SI,2018-05-01,295
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SI,2018-06-01,382
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SI,2018-07-01,138
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SI,2018-08-01,345
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SK,2017-09-01,536
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SK,2017-10-01,8
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SK,2017-11-01,279
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SK,2017-12-01,116
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SK,2018-01-01,135
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SK,2018-02-01,154
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SK,2018-03-01,656
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SK,2018-04-01,193
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SK,2018-05-01,845
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SK,2018-06-01,223
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SK,2018-07-01,414
MIO_EUR,NSA,S1,S1,NET,WRL_REST,EO,SK,2018-08-01,459
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,AT,2017-09-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,AT,2017-10-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,AT,2017-11-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,AT,2017-12-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,AT,2018-01-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,AT,2018-02-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,AT,2018-03-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,AT,2018-04-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,AT,2018-05-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,AT,2018-06-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,AT,2018-07-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,AT,2018-08-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BE,2017-09-01,2983
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BE,2017-10-01,354
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BE,2017-11-01,2325
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BE,2017-12-01,360
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BE,2018-01-01,869
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BE,2018-02-01,641
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BE,2018-03-01,594
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BE,2018-04-01,281
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BE,2018-05-01,1399
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BE,2018-06-01,1244
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BE,2018-07-01,183
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BE,2018-08-01,4142
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BG,2017-09-01,347
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BG,2017-10-01,168
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BG,2017-11-01,300
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BG,2017-12-01,475
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BG,2018-01-01,152
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BG,2018-02-01,451
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BG,2018-03-01,110
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BG,2018-04-01,17
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BG,2018-05-01,346
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BG,2018-06-01,85
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BG,2018-07-01,818
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,BG,2018-08-01,671
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CY,2017-09-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CY,2017-10-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CY,2017-11-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CY,2017-12-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CY,2018-01-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CY,2018-02-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CY,2018-03-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CY,2018-04-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CY,2018-05-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CY,2018-06-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CY,2018-07-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CY,2018-08-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CZ,2017-09-01,131
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CZ,2017-10-01,335
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CZ,2017-11-01,1122
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CZ,2017-12-01,479
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CZ,2018-01-01,1063
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CZ,2018-02-01,1553
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CZ,2018-03-01,821
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CZ,2018-04-01,733
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CZ,2018-05-01,672
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CZ,2018-06-01,1910
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CZ,2018-07-01,853
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,CZ,2018-08-01,319
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DE,2017-09-01,32438
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DE,2017-10-01,15799
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DE,2017-11-01,29624
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DE,2017-12-01,40188
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DE,2018-01-01,27562
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DE,2018-02-01,19584
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DE,2018-03-01,22202
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DE,2018-04-01,32237
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DE,2018-05-01,17352
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DE,2018-06-01,20863
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DE,2018-07-01,7562
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DE,2018-08-01,14480
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DK,2017-09-01,5774
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DK,2017-10-01,266
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DK,2017-11-01,4658
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DK,2017-12-01,1216
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DK,2018-01-01,3665
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DK,2018-02-01,113
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DK,2018-03-01,2882
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DK,2018-04-01,3428
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DK,2018-05-01,1160
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DK,2018-06-01,1274
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DK,2018-07-01,1233
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,DK,2018-08-01,2783
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EA19,2017-09-01,78205
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EA19,2017-10-01,29065
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EA19,2017-11-01,2026
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EA19,2017-12-01,92238
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EA19,2018-01-01,1146
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EA19,2018-02-01,22200
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EA19,2018-03-01,104332
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EA19,2018-04-01,8407
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EA19,2018-05-01,29783
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EA19,2018-06-01,62467
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EA19,2018-07-01,6134
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EA19,2018-08-01,27392
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EE,2017-09-01,31
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EE,2017-10-01,82
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EE,2017-11-01,150
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EE,2017-12-01,185
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EE,2018-01-01,9
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EE,2018-02-01,105
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EE,2018-03-01,110
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EE,2018-04-01,29
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EE,2018-05-01,50
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EE,2018-06-01,14
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EE,2018-07-01,83
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EE,2018-08-01,10
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EL,2017-09-01,1402
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EL,2017-10-01,415
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EL,2017-11-01,677
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EL,2017-12-01,707
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EL,2018-01-01,234
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EL,2018-02-01,1305
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EL,2018-03-01,747
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EL,2018-04-01,941
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EL,2018-05-01,135
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EL,2018-06-01,38
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EL,2018-07-01,1135
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,EL,2018-08-01,1235
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,ES,2017-09-01,613
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,ES,2017-10-01,5965
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,ES,2017-11-01,451
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,ES,2017-12-01,10780
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,ES,2018-01-01,3257
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,ES,2018-02-01,924
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,ES,2018-03-01,1782
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,ES,2018-04-01,2680
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,ES,2018-05-01,1872
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,ES,2018-06-01,5165
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,ES,2018-07-01,4907
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,ES,2018-08-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FI,2017-09-01,5757
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FI,2017-10-01,5534
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FI,2017-11-01,5823
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FI,2017-12-01,5704
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FI,2018-01-01,178
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FI,2018-02-01,1677
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FI,2018-03-01,1610
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FI,2018-04-01,1671
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FI,2018-05-01,4202
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FI,2018-06-01,2161
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FI,2018-07-01,382
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FI,2018-08-01,3473
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FR,2017-09-01,15905
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FR,2017-10-01,21912
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FR,2017-11-01,13071
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FR,2017-12-01,25138
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FR,2018-01-01,26058
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FR,2018-02-01,6838
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FR,2018-03-01,17702
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FR,2018-04-01,13816
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FR,2018-05-01,5485
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FR,2018-06-01,15423
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FR,2018-07-01,2051
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,FR,2018-08-01,5691
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HR,2017-09-01,1032
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HR,2017-10-01,422
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HR,2017-11-01,98
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HR,2017-12-01,122
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HR,2018-01-01,266
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HR,2018-02-01,352
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HR,2018-03-01,1118
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HR,2018-04-01,55
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HR,2018-05-01,112
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HR,2018-06-01,807
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HR,2018-07-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HR,2018-08-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HU,2017-09-01,252
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HU,2017-10-01,152
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HU,2017-11-01,309
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HU,2017-12-01,75
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HU,2018-01-01,258
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HU,2018-02-01,55
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HU,2018-03-01,882
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HU,2018-04-01,397
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HU,2018-05-01,375
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HU,2018-06-01,325
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HU,2018-07-01,114
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,HU,2018-08-01,402
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IE,2017-09-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IE,2017-10-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IE,2017-11-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IE,2017-12-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IE,2018-01-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IE,2018-02-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IE,2018-03-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IE,2018-04-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IE,2018-05-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IE,2018-06-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IE,2018-07-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IE,2018-08-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IT,2017-09-01,5862
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IT,2017-10-01,7218
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IT,2017-11-01,11938
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IT,2017-12-01,1393
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IT,2018-01-01,2127
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IT,2018-02-01,4637
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IT,2018-03-01,1343
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IT,2018-04-01,2430
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IT,2018-05-01,1081
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IT,2018-06-01,8791
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IT,2018-07-01,10157
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,IT,2018-08-01,6268
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LT,2017-09-01,277
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LT,2017-10-01,577
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LT,2017-11-01,46
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LT,2017-12-01,501
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LT,2018-01-01,240
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LT,2018-02-01,98
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LT,2018-03-01,31
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LT,2018-04-01,117
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LT,2018-05-01,33
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LT,2018-06-01,317
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LT,2018-07-01,288
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LT,2018-08-01,5
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LU,2017-09-01,635
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LU,2017-10-01,512
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LU,2017-11-01,774
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LU,2017-12-01,1121
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LU,2018-01-01,1308
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LU,2018-02-01,1113
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LU,2018-03-01,53
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LU,2018-04-01,444
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LU,2018-05-01,1096
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LU,2018-06-01,598
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LU,2018-07-01,551
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LU,2018-08-01,666
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LV,2017-09-01,128
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LV,2017-10-01,21
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LV,2017-11-01,45
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LV,2017-12-01,118
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LV,2018-01-01,260
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LV,2018-02-01,149
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LV,2018-03-01,70
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LV,2018-04-01,384
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LV,2018-05-01,84
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LV,2018-06-01,165
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LV,2018-07-01,148
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,LV,2018-08-01,59
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MK,2017-09-01,60
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MK,2017-10-01,10
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MK,2017-11-01,39
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MK,2017-12-01,36
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MK,2018-01-01,43
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MK,2018-02-01,5
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MK,2018-03-01,113
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MK,2018-04-01,1
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MK,2018-05-01,48
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MK,2018-06-01,13
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MK,2018-07-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MK,2018-08-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MT,2017-09-01,157
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MT,2017-10-01,241
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MT,2017-11-01,67
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MT,2017-12-01,31
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MT,2018-01-01,38
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MT,2018-02-01,39
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MT,2018-03-01,176
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MT,2018-04-01,169
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MT,2018-05-01,1
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MT,2018-06-01,396
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MT,2018-07-01,49
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,MT,2018-08-01,43
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,NL,2017-09-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,NL,2017-10-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,NL,2017-11-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,NL,2017-12-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,NL,2018-01-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,NL,2018-02-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,NL,2018-03-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,NL,2018-04-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,NL,2018-05-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,NL,2018-06-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,NL,2018-07-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,NL,2018-08-01,
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,PL,2017-09-01,424
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,PL,2017-10-01,125
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,PL,2017-11-01,597
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,PL,2017-12-01,269
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,PL,2018-01-01,2319
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,PL,2018-02-01,1058
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,PL,2018-03-01,969
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,PL,2018-04-01,1494
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,PL,2018-05-01,33
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,PL,2018-06-01,135
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,PL,2018-07-01,537
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,PL,2018-08-01,369
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,PT,2017-09-01,127
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,PT,2017-10-01,1039
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,PT,2017-11-01,349
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,PT,2017-12-01,203
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,PT,2018-01-01,837
MIO_EUR,NSA,S1,S1,NET,WRL_REST,FA,PT,2018-02-01,29
