indic_bt,nace_r2,unit,geotime,date,value
PROD,MIG_DCOG,I2015_SCA,AT,2017-09-01,106
PROD,MIG_DCOG,I2015_SCA,AT,2017-10-01,107
PROD,MIG_DCOG,I2015_SCA,AT,2017-11-01,108
PROD,MIG_DCOG,I2015_SCA,AT,2017-12-01,109
PROD,MIG_DCOG,I2015_SCA,AT,2018-01-01,104
PROD,MIG_DCOG,I2015_SCA,AT,2018-02-01,108
PROD,MIG_DCOG,I2015_SCA,AT,2018-03-01,104
PROD,MIG_DCOG,I2015_SCA,AT,2018-04-01,109
PROD,MIG_DCOG,I2015_SCA,AT,2018-05-01,111
PROD,MIG_DCOG,I2015_SCA,AT,2018-06-01,112
PROD,MIG_DCOG,I2015_SCA,AT,2018-07-01,114
PROD,MIG_DCOG,I2015_SCA,AT,2018-08-01,
PROD,MIG_DCOG,I2015_SCA,BE,2017-09-01,99
PROD,MIG_DCOG,I2015_SCA,BE,2017-10-01,99
PROD,MIG_DCOG,I2015_SCA,BE,2017-11-01,99
PROD,MIG_DCOG,I2015_SCA,BE,2017-12-01,103
PROD,MIG_DCOG,I2015_SCA,BE,2018-01-01,101
PROD,MIG_DCOG,I2015_SCA,BE,2018-02-01,93
PROD,MIG_DCOG,I2015_SCA,BE,2018-03-01,95
PROD,MIG_DCOG,I2015_SCA,BE,2018-04-01,89
PROD,MIG_DCOG,I2015_SCA,BE,2018-05-01,102
PROD,MIG_DCOG,I2015_SCA,BE,2018-06-01,96
PROD,MIG_DCOG,I2015_SCA,BE,2018-07-01,96
PROD,MIG_DCOG,I2015_SCA,BE,2018-08-01,
PROD,MIG_DCOG,I2015_SCA,BG,2017-09-01,104
PROD,MIG_DCOG,I2015_SCA,BG,2017-10-01,101
PROD,MIG_DCOG,I2015_SCA,BG,2017-11-01,101
PROD,MIG_DCOG,I2015_SCA,BG,2017-12-01,112
PROD,MIG_DCOG,I2015_SCA,BG,2018-01-01,108
PROD,MIG_DCOG,I2015_SCA,BG,2018-02-01,110
PROD,MIG_DCOG,I2015_SCA,BG,2018-03-01,111
PROD,MIG_DCOG,I2015_SCA,BG,2018-04-01,111
PROD,MIG_DCOG,I2015_SCA,BG,2018-05-01,115
PROD,MIG_DCOG,I2015_SCA,BG,2018-06-01,115
PROD,MIG_DCOG,I2015_SCA,BG,2018-07-01,109
PROD,MIG_DCOG,I2015_SCA,BG,2018-08-01,112
PROD,MIG_DCOG,I2015_SCA,CY,2017-09-01,131
PROD,MIG_DCOG,I2015_SCA,CY,2017-10-01,126
PROD,MIG_DCOG,I2015_SCA,CY,2017-11-01,130
PROD,MIG_DCOG,I2015_SCA,CY,2017-12-01,130
PROD,MIG_DCOG,I2015_SCA,CY,2018-01-01,136
PROD,MIG_DCOG,I2015_SCA,CY,2018-02-01,138
PROD,MIG_DCOG,I2015_SCA,CY,2018-03-01,143
PROD,MIG_DCOG,I2015_SCA,CY,2018-04-01,137
PROD,MIG_DCOG,I2015_SCA,CY,2018-05-01,151
