stk_flow,sitc06,partner,unit,geotime,date,value
IMP,SITC5,WRL_REST,PCH_M1_SA,EA19,2018-02-01,1.1
IMP,SITC5,WRL_REST,PCH_M1_SA,EA19,2018-03-01,0.3
IMP,SITC5,WRL_REST,PCH_M1_SA,EA19,2018-04-01,0.9
IMP,SITC5,WRL_REST,PCH_M1_SA,EA19,2018-05-01,3.7
IMP,SITC5,WRL_REST,PCH_M1_SA,EA19,2018-06-01,-1.0
IMP,SITC5,WRL_REST,PCH_M1_SA,EA19,2018-07-01,2.5
IMP,SITC5,WRL_REST,PCH_M1_SA,EA19,2018-08-01,-1.1
IMP,SITC5,WRL_REST,PCH_M1_SA,EU28,2017-09-01,-5.9
IMP,SITC5,WRL_REST,PCH_M1_SA,EU28,2017-10-01,0.4
IMP,SITC5,WRL_REST,PCH_M1_SA,EU28,2017-11-01,0.6
IMP,SITC5,WRL_REST,PCH_M1_SA,EU28,2017-12-01,3.5
IMP,SITC5,WRL_REST,PCH_M1_SA,EU28,2018-01-01,-2.1
IMP,SITC5,WRL_REST,PCH_M1_SA,EU28,2018-02-01,-0.3
IMP,SITC5,WRL_REST,PCH_M1_SA,EU28,2018-03-01,0.2
IMP,SITC5,WRL_REST,PCH_M1_SA,EU28,2018-04-01,2.0
IMP,SITC5,WRL_REST,PCH_M1_SA,EU28,2018-05-01,3.6
IMP,SITC5,WRL_REST,PCH_M1_SA,EU28,2018-06-01,-1.1
IMP,SITC5,WRL_REST,PCH_M1_SA,EU28,2018-07-01,2.8
IMP,SITC5,WRL_REST,PCH_M1_SA,EU28,2018-08-01,0.9
IMP,SITC5,WRL_REST,TVAL_SA,EA19,2017-09-01,18757.0
IMP,SITC5,WRL_REST,TVAL_SA,EA19,2017-10-01,19065.3
IMP,SITC5,WRL_REST,TVAL_SA,EA19,2017-11-01,19006.1
IMP,SITC5,WRL_REST,TVAL_SA,EA19,2017-12-01,19612.5
IMP,SITC5,WRL_REST,TVAL_SA,EA19,2018-01-01,18793.5
IMP,SITC5,WRL_REST,TVAL_SA,EA19,2018-02-01,19003.5
IMP,SITC5,WRL_REST,TVAL_SA,EA19,2018-03-01,19059.7
IMP,SITC5,WRL_REST,TVAL_SA,EA19,2018-04-01,19222.4
IMP,SITC5,WRL_REST,TVAL_SA,EA19,2018-05-01,19926.3
IMP,SITC5,WRL_REST,TVAL_SA,EA19,2018-06-01,19730.6
IMP,SITC5,WRL_REST,TVAL_SA,EA19,2018-07-01,20232.5
IMP,SITC5,WRL_REST,TVAL_SA,EA19,2018-08-01,20004.5
IMP,SITC5,WRL_REST,TVAL_SA,EU28,2017-09-01,15788.6
IMP,SITC5,WRL_REST,TVAL_SA,EU28,2017-10-01,15852.7
IMP,SITC5,WRL_REST,TVAL_SA,EU28,2017-11-01,15944.9
IMP,SITC5,WRL_REST,TVAL_SA,EU28,2017-12-01,16499.0
IMP,SITC5,WRL_REST,TVAL_SA,EU28,2018-01-01,16153.3
IMP,SITC5,WRL_REST,TVAL_SA,EU28,2018-02-01,16102.9
IMP,SITC5,WRL_REST,TVAL_SA,EU28,2018-03-01,16129.7
IMP,SITC5,WRL_REST,TVAL_SA,EU28,2018-04-01,16458.9
IMP,SITC5,WRL_REST,TVAL_SA,EU28,2018-05-01,17051.2
IMP,SITC5,WRL_REST,TVAL_SA,EU28,2018-06-01,16870.2
IMP,SITC5,WRL_REST,TVAL_SA,EU28,2018-07-01,17339.4
IMP,SITC5,WRL_REST,TVAL_SA,EU28,2018-08-01,17500.2
