currency,bop_item,sector10,sectpart,stk_flow,partner,geotime,date,value
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,1995-10-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,1996-01-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,1996-04-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,1996-07-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,1996-10-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,1997-01-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,1997-04-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,1997-07-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,1997-10-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,1998-01-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,1998-04-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,1998-07-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,1998-10-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,1999-01-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,1999-04-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,1999-07-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,1999-10-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2000-01-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2000-04-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2000-07-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2000-10-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2001-01-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2001-04-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2001-07-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2001-10-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2002-01-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2002-04-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2002-07-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2002-10-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2003-01-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2003-04-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2003-07-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2003-10-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2004-01-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2004-04-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2004-07-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2004-10-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2005-01-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2005-04-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2005-07-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2005-10-01,0
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2006-01-01,8351
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2006-04-01,6935
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2006-07-01,4564
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2006-10-01,3521
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2007-01-01,4162
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2007-04-01,5519
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2007-07-01,5555
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2007-10-01,6774
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2008-01-01,6569
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2008-04-01,6846
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2008-07-01,8521
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2008-10-01,14520
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2009-01-01,16033
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2009-04-01,13173
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2009-07-01,11947
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2009-10-01,11345
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2010-01-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2010-04-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2010-07-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2010-10-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2011-01-01,9917
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2011-04-01,7514
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2011-07-01,12985
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2011-10-01,12320
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2012-01-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2012-04-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2012-07-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2012-10-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2013-01-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2013-04-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2013-07-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2013-10-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2014-01-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2014-04-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2014-07-01,8601
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2014-10-01,9406
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2015-01-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2015-04-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2015-07-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2015-10-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2016-01-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2016-04-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2016-07-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2016-10-01,6847
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2017-01-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2017-04-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2017-07-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2017-10-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2018-01-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,AT,2018-04-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,1995-10-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,1996-01-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,1996-04-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,1996-07-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,1996-10-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,1997-01-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,1997-04-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,1997-07-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,1997-10-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,1998-01-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,1998-04-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,1998-07-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,1998-10-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,1999-01-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,1999-04-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,1999-07-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,1999-10-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2000-01-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2000-04-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2000-07-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2000-10-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2001-01-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2001-04-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2001-07-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2001-10-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2002-01-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2002-04-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2002-07-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2002-10-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2003-01-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2003-04-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2003-07-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2003-10-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2004-01-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2004-04-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2004-07-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2004-10-01,
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2005-01-01,1131
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2005-04-01,2017
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2005-07-01,2957
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2005-10-01,3081
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2006-01-01,5841
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2006-04-01,2200
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2006-07-01,5243
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2006-10-01,8019
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2007-01-01,21628
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2007-04-01,32990
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2007-07-01,20819
MIO_NAC,FA__F__F7,S1,S1,A_LE,WRL_REST,BE,2007-10-01,14767
