na_item,s_adj,unit,geotime,date,value
P51G,SCA,MIO_EUR_SCA,AT,2015-07-01,
P51G,SCA,MIO_EUR_SCA,AT,2015-10-01,
P51G,SCA,MIO_EUR_SCA,AT,2016-01-01,20409
P51G,SCA,MIO_EUR_SCA,AT,2016-04-01,20640
P51G,SCA,MIO_EUR_SCA,AT,2016-07-01,20590
P51G,SCA,MIO_EUR_SCA,AT,2016-10-01,21059
P51G,SCA,MIO_EUR_SCA,AT,2017-01-01,21459
P51G,SCA,MIO_EUR_SCA,AT,2017-04-01,21745
P51G,SCA,MIO_EUR_SCA,AT,2017-07-01,21859
P51G,SCA,MIO_EUR_SCA,AT,2017-10-01,22224
P51G,SCA,MIO_EUR_SCA,AT,2018-01-01,22466
P51G,SCA,MIO_EUR_SCA,AT,2018-04-01,23063
P51G,SCA,MIO_EUR_SCA,BE,2015-07-01,
P51G,SCA,MIO_EUR_SCA,BE,2015-10-01,
P51G,SCA,MIO_EUR_SCA,BE,2016-01-01,23913
P51G,SCA,MIO_EUR_SCA,BE,2016-04-01,24187
P51G,SCA,MIO_EUR_SCA,BE,2016-07-01,26199
P51G,SCA,MIO_EUR_SCA,BE,2016-10-01,24816
P51G,SCA,MIO_EUR_SCA,BE,2017-01-01,25170
P51G,SCA,MIO_EUR_SCA,BE,2017-04-01,25492
P51G,SCA,MIO_EUR_SCA,BE,2017-07-01,25421
P51G,SCA,MIO_EUR_SCA,BE,2017-10-01,25686
P51G,SCA,MIO_EUR_SCA,BE,2018-01-01,25984
P51G,SCA,MIO_EUR_SCA,BE,2018-04-01,26364
P51G,SCA,MIO_EUR_SCA,BG,2015-07-01,
P51G,SCA,MIO_EUR_SCA,BG,2015-10-01,
P51G,SCA,MIO_EUR_SCA,BG,2016-01-01,2202
P51G,SCA,MIO_EUR_SCA,BG,2016-04-01,2257
P51G,SCA,MIO_EUR_SCA,BG,2016-07-01,2258
P51G,SCA,MIO_EUR_SCA,BG,2016-10-01,2207
P51G,SCA,MIO_EUR_SCA,BG,2017-01-01,2280
P51G,SCA,MIO_EUR_SCA,BG,2017-04-01,2428
P51G,SCA,MIO_EUR_SCA,BG,2017-07-01,2303
P51G,SCA,MIO_EUR_SCA,BG,2017-10-01,2501
P51G,SCA,MIO_EUR_SCA,BG,2018-01-01,2672
P51G,SCA,MIO_EUR_SCA,BG,2018-04-01,2640
P51G,SCA,MIO_EUR_SCA,CH,2015-07-01,
P51G,SCA,MIO_EUR_SCA,CH,2015-10-01,
P51G,SCA,MIO_EUR_SCA,CH,2016-01-01,36198
P51G,SCA,MIO_EUR_SCA,CH,2016-04-01,36549
P51G,SCA,MIO_EUR_SCA,CH,2016-07-01,36659
P51G,SCA,MIO_EUR_SCA,CH,2016-10-01,36934
P51G,SCA,MIO_EUR_SCA,CH,2017-01-01,38037
P51G,SCA,MIO_EUR_SCA,CH,2017-04-01,37582
P51G,SCA,MIO_EUR_SCA,CH,2017-07-01,36457
P51G,SCA,MIO_EUR_SCA,CH,2017-10-01,35949
P51G,SCA,MIO_EUR_SCA,CH,2018-01-01,36452
P51G,SCA,MIO_EUR_SCA,CH,2018-04-01,36270
P51G,SCA,MIO_EUR_SCA,CY,2015-07-01,
P51G,SCA,MIO_EUR_SCA,CY,2015-10-01,
P51G,SCA,MIO_EUR_SCA,CY,2016-01-01,303
P51G,SCA,MIO_EUR_SCA,CY,2016-04-01,1291
P51G,SCA,MIO_EUR_SCA,CY,2016-07-01,612
P51G,SCA,MIO_EUR_SCA,CY,2016-10-01,1055
P51G,SCA,MIO_EUR_SCA,CY,2017-01-01,1010
P51G,SCA,MIO_EUR_SCA,CY,2017-04-01,696
P51G,SCA,MIO_EUR_SCA,CY,2017-07-01,701
P51G,SCA,MIO_EUR_SCA,CY,2017-10-01,1686
P51G,SCA,MIO_EUR_SCA,CY,2018-01-01,396
P51G,SCA,MIO_EUR_SCA,CY,2018-04-01,1059
P51G,SCA,MIO_EUR_SCA,CZ,2015-07-01,
P51G,SCA,MIO_EUR_SCA,CZ,2015-10-01,
P51G,SCA,MIO_EUR_SCA,CZ,2016-01-01,10999
P51G,SCA,MIO_EUR_SCA,CZ,2016-04-01,10743
P51G,SCA,MIO_EUR_SCA,CZ,2016-07-01,11125
P51G,SCA,MIO_EUR_SCA,CZ,2016-10-01,11069
P51G,SCA,MIO_EUR_SCA,CZ,2017-01-01,11057
P51G,SCA,MIO_EUR_SCA,CZ,2017-04-01,11841
P51G,SCA,MIO_EUR_SCA,CZ,2017-07-01,12304
P51G,SCA,MIO_EUR_SCA,CZ,2017-10-01,12324
P51G,SCA,MIO_EUR_SCA,CZ,2018-01-01,12853
P51G,SCA,MIO_EUR_SCA,CZ,2018-04-01,13232
P51G,SCA,MIO_EUR_SCA,DE,2015-07-01,
P51G,SCA,MIO_EUR_SCA,DE,2015-10-01,
P51G,SCA,MIO_EUR_SCA,DE,2016-01-01,157696
P51G,SCA,MIO_EUR_SCA,DE,2016-04-01,156408
P51G,SCA,MIO_EUR_SCA,DE,2016-07-01,158143
P51G,SCA,MIO_EUR_SCA,DE,2016-10-01,159192
P51G,SCA,MIO_EUR_SCA,DE,2017-01-01,163253
P51G,SCA,MIO_EUR_SCA,DE,2017-04-01,166342
P51G,SCA,MIO_EUR_SCA,DE,2017-07-01,167946
P51G,SCA,MIO_EUR_SCA,DE,2017-10-01,169868
P51G,SCA,MIO_EUR_SCA,DE,2018-01-01,173386
P51G,SCA,MIO_EUR_SCA,DE,2018-04-01,175436
P51G,SCA,MIO_EUR_SCA,DK,2015-07-01,
P51G,SCA,MIO_EUR_SCA,DK,2015-10-01,
P51G,SCA,MIO_EUR_SCA,DK,2016-01-01,13729
P51G,SCA,MIO_EUR_SCA,DK,2016-04-01,14077
P51G,SCA,MIO_EUR_SCA,DK,2016-07-01,14297
P51G,SCA,MIO_EUR_SCA,DK,2016-10-01,14534
P51G,SCA,MIO_EUR_SCA,DK,2017-01-01,14487
P51G,SCA,MIO_EUR_SCA,DK,2017-04-01,14706
P51G,SCA,MIO_EUR_SCA,DK,2017-07-01,14937
P51G,SCA,MIO_EUR_SCA,DK,2017-10-01,15181
P51G,SCA,MIO_EUR_SCA,DK,2018-01-01,15469
P51G,SCA,MIO_EUR_SCA,DK,2018-04-01,16835
P51G,SCA,MIO_EUR_SCA,EA,2015-07-01,
P51G,SCA,MIO_EUR_SCA,EA,2015-10-01,
P51G,SCA,MIO_EUR_SCA,EA,2016-01-01,540331
P51G,SCA,MIO_EUR_SCA,EA,2016-04-01,547749
P51G,SCA,MIO_EUR_SCA,EA,2016-07-01,554187
P51G,SCA,MIO_EUR_SCA,EA,2016-10-01,565091
P51G,SCA,MIO_EUR_SCA,EA,2017-01-01,562960
P51G,SCA,MIO_EUR_SCA,EA,2017-04-01,576258
P51G,SCA,MIO_EUR_SCA,EA,2017-07-01,577114
P51G,SCA,MIO_EUR_SCA,EA,2017-10-01,589243
P51G,SCA,MIO_EUR_SCA,EA,2018-01-01,592360
P51G,SCA,MIO_EUR_SCA,EA,2018-04-01,603444
P51G,SCA,MIO_EUR_SCA,EA19,2015-07-01,
P51G,SCA,MIO_EUR_SCA,EA19,2015-10-01,
P51G,SCA,MIO_EUR_SCA,EA19,2016-01-01,540331
P51G,SCA,MIO_EUR_SCA,EA19,2016-04-01,547749
P51G,SCA,MIO_EUR_SCA,EA19,2016-07-01,554187
P51G,SCA,MIO_EUR_SCA,EA19,2016-10-01,565091
P51G,SCA,MIO_EUR_SCA,EA19,2017-01-01,562960
P51G,SCA,MIO_EUR_SCA,EA19,2017-04-01,576258
P51G,SCA,MIO_EUR_SCA,EA19,2017-07-01,577114
P51G,SCA,MIO_EUR_SCA,EA19,2017-10-01,589243
P51G,SCA,MIO_EUR_SCA,EA19,2018-01-01,592360
P51G,SCA,MIO_EUR_SCA,EA19,2018-04-01,603444
P51G,SCA,MIO_EUR_SCA,EE,2015-07-01,
P51G,SCA,MIO_EUR_SCA,EE,2015-10-01,
P51G,SCA,MIO_EUR_SCA,EE,2016-01-01,1237
P51G,SCA,MIO_EUR_SCA,EE,2016-04-01,1248
P51G,SCA,MIO_EUR_SCA,EE,2016-07-01,1273
