coicop,unit,geo\time,date,value
CP11,I15,AT,2017-10-01,106.02 
CP11,I15,AT,2017-11-01,106.71 
CP11,I15,AT,2017-12-01,109.00 
CP11,I15,AT,2018-01-01,108.90 
CP11,I15,AT,2018-02-01,109.89 
CP11,I15,AT,2018-03-01,109.57 
CP11,I15,AT,2018-04-01,109.27 
CP11,I15,AT,2018-05-01,108.76 
CP11,I15,AT,2018-06-01,108.81 
CP11,I15,AT,2018-07-01,109.70 
CP11,I15,AT,2018-08-01,110.08 
CP11,I15,AT,2018-09-01,109.32 
CP11,I15,BE,2017-10-01,106.83 
CP11,I15,BE,2017-11-01,105.38 
CP11,I15,BE,2017-12-01,107.17 
CP11,I15,BE,2018-01-01,106.39 
CP11,I15,BE,2018-02-01,107.61 
CP11,I15,BE,2018-03-01,106.76 
CP11,I15,BE,2018-04-01,107.78 
CP11,I15,BE,2018-05-01,107.90 
CP11,I15,BE,2018-06-01,107.64 
CP11,I15,BE,2018-07-01,111.41 
CP11,I15,BE,2018-08-01,111.18 
CP11,I15,BE,2018-09-01,107.81 
CP11,I15,BG,2017-10-01,102.41 
CP11,I15,BG,2017-11-01,102.39 
CP11,I15,BG,2017-12-01,105.32 
CP11,I15,BG,2018-01-01,106.51 
CP11,I15,BG,2018-02-01,106.79 
CP11,I15,BG,2018-03-01,106.68 
CP11,I15,BG,2018-04-01,106.62 
CP11,I15,BG,2018-05-01,106.38 
CP11,I15,BG,2018-06-01,110.80 
CP11,I15,BG,2018-07-01,118.62 
CP11,I15,BG,2018-08-01,119.89 
CP11,I15,BG,2018-09-01,112.30 
CP11,I15,CH,2017-10-01,99.42 
CP11,I15,CH,2017-11-01,98.85 
CP11,I15,CH,2017-12-01,99.49 
CP11,I15,CH,2018-01-01,100.64 
CP11,I15,CH,2018-02-01,100.69 
CP11,I15,CH,2018-03-01,101.49 
CP11,I15,CH,2018-04-01,100.01 
CP11,I15,CH,2018-05-01,100.43 
CP11,I15,CH,2018-06-01,100.55 
CP11,I15,CH,2018-07-01,100.73 
CP11,I15,CH,2018-08-01,100.64 
CP11,I15,CH,2018-09-01,100.35 
CP11,I15,CY,2017-10-01,104.61 
CP11,I15,CY,2017-11-01,98.02 
CP11,I15,CY,2017-12-01,98.10 
CP11,I15,CY,2018-01-01,97.30 
CP11,I15,CY,2018-02-01,97.48 
CP11,I15,CY,2018-03-01,99.10 
CP11,I15,CY,2018-04-01,100.68 
CP11,I15,CY,2018-05-01,105.45 
CP11,I15,CY,2018-06-01,108.37 
CP11,I15,CY,2018-07-01,111.09 
CP11,I15,CY,2018-08-01,112.09 
CP11,I15,CY,2018-09-01,110.14 
CP11,I15,CZ,2017-10-01,108.0 
CP11,I15,CZ,2017-11-01,107.7 
CP11,I15,CZ,2017-12-01,108.0 
CP11,I15,CZ,2018-01-01,108.2 
CP11,I15,CZ,2018-02-01,108.3 
CP11,I15,CZ,2018-03-01,108.9 
CP11,I15,CZ,2018-04-01,109.7 
CP11,I15,CZ,2018-05-01,110.4 
CP11,I15,CZ,2018-06-01,110.6 
CP11,I15,CZ,2018-07-01,111.2 
CP11,I15,CZ,2018-08-01,111.2 
CP11,I15,CZ,2018-09-01,111.6 
CP11,I15,DE,2017-10-01,104.7 
CP11,I15,DE,2017-11-01,104.5 
CP11,I15,DE,2017-12-01,104.8 
CP11,I15,DE,2018-01-01,105.0 
CP11,I15,DE,2018-02-01,105.3 
CP11,I15,DE,2018-03-01,105.6 
CP11,I15,DE,2018-04-01,105.8 
CP11,I15,DE,2018-05-01,106.1 
CP11,I15,DE,2018-06-01,106.6 
CP11,I15,DE,2018-07-01,106.6 
CP11,I15,DE,2018-08-01,106.7 
CP11,I15,DE,2018-09-01,107.1 
CP11,I15,DK,2017-10-01,104.7 
CP11,I15,DK,2017-11-01,103.6 
CP11,I15,DK,2017-12-01,103.6 
CP11,I15,DK,2018-01-01,103.4 
