worktime,age,unit,geotime,date,value
PT,Y20-64,PC_EMP,SI,2013-01-01,6.3
PT,Y20-64,PC_EMP,SI,2014-01-01,6.9
PT,Y20-64,PC_EMP,SI,2015-01-01,6.6
PT,Y20-64,PC_EMP,SI,2016-01-01,7.2
PT,Y20-64,PC_EMP,SI,2017-01-01,7.7
PT,Y20-64,PC_EMP,SK,2005-01-01,2.7
PT,Y20-64,PC_EMP,SK,2006-01-01,3.3
PT,Y20-64,PC_EMP,SK,2007-01-01,3.2
PT,Y20-64,PC_EMP,SK,2008-01-01,2.7
PT,Y20-64,PC_EMP,SK,2009-01-01,2.0
PT,Y20-64,PC_EMP,SK,2010-01-01,2.6
PT,Y20-64,PC_EMP,SK,2011-01-01,3.0
PT,Y20-64,PC_EMP,SK,2012-01-01,2.6
PT,Y20-64,PC_EMP,SK,2013-01-01,2.8
PT,Y20-64,PC_EMP,SK,2014-01-01,3.0
PT,Y20-64,PC_EMP,SK,2015-01-01,4.1
PT,Y20-64,PC_EMP,SK,2016-01-01,3.8
PT,Y20-64,PC_EMP,SK,2017-01-01,4.1
PT,Y20-64,PC_EMP,TR,2005-01-01,
PT,Y20-64,PC_EMP,TR,2006-01-01,13.4
PT,Y20-64,PC_EMP,TR,2007-01-01,14.7
PT,Y20-64,PC_EMP,TR,2008-01-01,15.0
PT,Y20-64,PC_EMP,TR,2009-01-01,17.4
PT,Y20-64,PC_EMP,TR,2010-01-01,17.3
PT,Y20-64,PC_EMP,TR,2011-01-01,18.1
PT,Y20-64,PC_EMP,TR,2012-01-01,17.7
PT,Y20-64,PC_EMP,TR,2013-01-01,17.8
PT,Y20-64,PC_EMP,TR,2014-01-01,15.6
PT,Y20-64,PC_EMP,TR,2015-01-01,14.0
PT,Y20-64,PC_EMP,TR,2016-01-01,12.6
PT,Y20-64,PC_EMP,TR,2017-01-01,12.7
PT,Y20-64,PC_EMP,UK,2005-01-01,33.2
PT,Y20-64,PC_EMP,UK,2006-01-01,33.0
PT,Y20-64,PC_EMP,UK,2007-01-01,32.4
PT,Y20-64,PC_EMP,UK,2008-01-01,31.5
PT,Y20-64,PC_EMP,UK,2009-01-01,31.5
PT,Y20-64,PC_EMP,UK,2010-01-01,31.5
PT,Y20-64,PC_EMP,UK,2011-01-01,31.2
PT,Y20-64,PC_EMP,UK,2012-01-01,30.9
PT,Y20-64,PC_EMP,UK,2013-01-01,30.1
PT,Y20-64,PC_EMP,UK,2014-01-01,30.2
PT,Y20-64,PC_EMP,UK,2015-01-01,29.9
PT,Y20-64,PC_EMP,UK,2016-01-01,29.7
PT,Y20-64,PC_EMP,UK,2017-01-01,29.5
