stk_flow,sitc06,partner,unit,geo\time,date,value
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2017-09-01,2.2
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2017-10-01,8.0
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2017-11-01,6.6
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2017-12-01,-0.4
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2018-01-01,4.1
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2018-02-01,2.7
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2018-03-01,-3.5
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2018-04-01,3.2
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2018-05-01,-2.0
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2018-06-01,0.6
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2018-07-01,5.5
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EA19,2018-08-01,0.6
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2017-09-01,1.2
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2017-10-01,6.9
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2017-11-01,5.7
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2017-12-01,-3.1
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2018-01-01,2.7
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2018-02-01,-1.2
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2018-03-01,-6.4
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2018-04-01,2.9
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2018-05-01,-3.8
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2018-06-01,0.8
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2018-07-01,3.5
EXP,SITC0_1,WRL_REST,PCH_M12_NSA,EU28,2018-08-01,-0.7
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2017-09-01,-1.3
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2017-10-01,-0.6
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2017-11-01,1.4
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2017-12-01,0.4
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2018-01-01,-1.8
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2018-02-01,0.2
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2018-03-01,-0.5
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2018-04-01,-0.6
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2018-05-01,2.0
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2018-06-01,0.0
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2018-07-01,0.7
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EA19,2018-08-01,0.8
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2017-09-01,-2.7
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2017-10-01,-0.4
