stk_flow,sitc06,partner,unit,geo\time,date,value
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2017-11-01,1.8
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2017-12-01,-1.0
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2018-01-01,-1.2
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2018-02-01,-1.4
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2018-03-01,0.8
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2018-04-01,0.2
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2018-05-01,1.0
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2018-06-01,0.7
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2018-07-01,1.1
EXP,SITC0_1,WRL_REST,PCH_M1_SA,EU28,2018-08-01,0.4
EXP,SITC0_1,WRL_REST,TVAL_SA,EA19,2017-09-01,13801.0
EXP,SITC0_1,WRL_REST,TVAL_SA,EA19,2017-10-01,13715.3
EXP,SITC0_1,WRL_REST,TVAL_SA,EA19,2017-11-01,13901.9
EXP,SITC0_1,WRL_REST,TVAL_SA,EA19,2017-12-01,13960.4
EXP,SITC0_1,WRL_REST,TVAL_SA,EA19,2018-01-01,13705.1
EXP,SITC0_1,WRL_REST,TVAL_SA,EA19,2018-02-01,13737.1
EXP,SITC0_1,WRL_REST,TVAL_SA,EA19,2018-03-01,13674.3
EXP,SITC0_1,WRL_REST,TVAL_SA,EA19,2018-04-01,13592.1
EXP,SITC0_1,WRL_REST,TVAL_SA,EA19,2018-05-01,13865.0
EXP,SITC0_1,WRL_REST,TVAL_SA,EA19,2018-06-01,13871.5
EXP,SITC0_1,WRL_REST,TVAL_SA,EA19,2018-07-01,13963.8
EXP,SITC0_1,WRL_REST,TVAL_SA,EA19,2018-08-01,14069.0
EXP,SITC0_1,WRL_REST,TVAL_SA,EU28,2017-09-01,10140.3
EXP,SITC0_1,WRL_REST,TVAL_SA,EU28,2017-10-01,10096.5
EXP,SITC0_1,WRL_REST,TVAL_SA,EU28,2017-11-01,10281.0
EXP,SITC0_1,WRL_REST,TVAL_SA,EU28,2017-12-01,10175.5
EXP,SITC0_1,WRL_REST,TVAL_SA,EU28,2018-01-01,10049.5
EXP,SITC0_1,WRL_REST,TVAL_SA,EU28,2018-02-01,9906.4
EXP,SITC0_1,WRL_REST,TVAL_SA,EU28,2018-03-01,9983.7
EXP,SITC0_1,WRL_REST,TVAL_SA,EU28,2018-04-01,10004.5
EXP,SITC0_1,WRL_REST,TVAL_SA,EU28,2018-05-01,10108.0
EXP,SITC0_1,WRL_REST,TVAL_SA,EU28,2018-06-01,10177.2
EXP,SITC0_1,WRL_REST,TVAL_SA,EU28,2018-07-01,10290.5
EXP,SITC0_1,WRL_REST,TVAL_SA,EU28,2018-08-01,10335.4
