coicop,unit,geo\time,date,value
CP12,I15,AT,2017-10-01,103.36 
CP12,I15,AT,2017-11-01,103.28 
CP12,I15,AT,2017-12-01,103.31 
CP12,I15,AT,2018-01-01,104.13 
CP12,I15,AT,2018-02-01,104.40 
CP12,I15,AT,2018-03-01,104.66 
CP12,I15,AT,2018-04-01,104.85 
CP12,I15,AT,2018-05-01,104.57 
CP12,I15,AT,2018-06-01,104.93 
CP12,I15,AT,2018-07-01,105.12 
CP12,I15,AT,2018-08-01,105.41 
CP12,I15,AT,2018-09-01,105.55 
CP12,I15,BE,2017-10-01,103.61 
CP12,I15,BE,2017-11-01,103.68 
CP12,I15,BE,2017-12-01,104.01 
CP12,I15,BE,2018-01-01,104.35 
CP12,I15,BE,2018-02-01,104.60 
CP12,I15,BE,2018-03-01,104.65 
CP12,I15,BE,2018-04-01,104.77 
CP12,I15,BE,2018-05-01,104.74 
CP12,I15,BE,2018-06-01,104.75 
CP12,I15,BE,2018-07-01,105.15 
CP12,I15,BE,2018-08-01,105.08 
CP12,I15,BE,2018-09-01,105.17 
CP12,I15,BG,2017-10-01,101.33 
CP12,I15,BG,2017-11-01,101.31 
CP12,I15,BG,2017-12-01,101.47 
CP12,I15,BG,2018-01-01,101.40 
CP12,I15,BG,2018-02-01,102.43 
CP12,I15,BG,2018-03-01,102.67 
CP12,I15,BG,2018-04-01,102.96 
CP12,I15,BG,2018-05-01,103.61 
CP12,I15,BG,2018-06-01,103.97 
CP12,I15,BG,2018-07-01,104.22 
CP12,I15,BG,2018-08-01,106.78 
CP12,I15,BG,2018-09-01,106.93 
CP12,I15,CH,2017-10-01,100.62 
CP12,I15,CH,2017-11-01,100.46 
CP12,I15,CH,2017-12-01,100.51 
CP12,I15,CH,2018-01-01,100.55 
CP12,I15,CH,2018-02-01,100.48 
CP12,I15,CH,2018-03-01,100.69 
CP12,I15,CH,2018-04-01,100.75 
CP12,I15,CH,2018-05-01,100.75 
CP12,I15,CH,2018-06-01,100.71 
CP12,I15,CH,2018-07-01,100.63 
CP12,I15,CH,2018-08-01,100.71 
CP12,I15,CH,2018-09-01,100.77 
CP12,I15,CY,2017-10-01,99.15 
CP12,I15,CY,2017-11-01,100.12 
CP12,I15,CY,2017-12-01,99.63 
CP12,I15,CY,2018-01-01,98.93 
CP12,I15,CY,2018-02-01,98.99 
CP12,I15,CY,2018-03-01,99.36 
CP12,I15,CY,2018-04-01,99.01 
CP12,I15,CY,2018-05-01,99.16 
CP12,I15,CY,2018-06-01,99.24 
CP12,I15,CY,2018-07-01,98.05 
CP12,I15,CY,2018-08-01,98.37 
CP12,I15,CY,2018-09-01,100.24 
CP12,I15,CZ,2017-10-01,102.9 
CP12,I15,CZ,2017-11-01,102.9 
CP12,I15,CZ,2017-12-01,102.6 
CP12,I15,CZ,2018-01-01,103.3 
CP12,I15,CZ,2018-02-01,104.0 
CP12,I15,CZ,2018-03-01,104.4 
CP12,I15,CZ,2018-04-01,104.8 
CP12,I15,CZ,2018-05-01,105.1 
CP12,I15,CZ,2018-06-01,105.4 
CP12,I15,CZ,2018-07-01,105.9 
CP12,I15,CZ,2018-08-01,106.2 
CP12,I15,CZ,2018-09-01,106.2 
CP12,I15,DE,2017-10-01,101.7 
CP12,I15,DE,2017-11-01,101.6 
CP12,I15,DE,2017-12-01,101.6 
CP12,I15,DE,2018-01-01,102.1 
CP12,I15,DE,2018-02-01,102.4 
CP12,I15,DE,2018-03-01,102.8 
CP12,I15,DE,2018-04-01,102.9 
CP12,I15,DE,2018-05-01,102.9 
CP12,I15,DE,2018-06-01,102.9 
CP12,I15,DE,2018-07-01,103.0 
CP12,I15,DE,2018-08-01,103.0 
CP12,I15,DE,2018-09-01,103.3 
CP12,I15,DK,2017-10-01,103.6 
CP12,I15,DK,2017-11-01,103.7 
CP12,I15,DK,2017-12-01,103.6 
CP12,I15,DK,2018-01-01,103.6 
CP12,I15,DK,2018-02-01,103.9 
CP12,I15,DK,2018-03-01,103.9 
CP12,I15,DK,2018-04-01,104.7 
CP12,I15,DK,2018-05-01,104.5 
CP12,I15,DK,2018-06-01,104.3 
CP12,I15,DK,2018-07-01,104.1 
CP12,I15,DK,2018-08-01,103.9 
CP12,I15,DK,2018-09-01,104.2 
CP12,I15,EA,2017-10-01,101.78 
CP12,I15,EA,2017-11-01,101.84 
CP12,I15,EA,2017-12-01,101.97 
CP12,I15,EA,2018-01-01,102.25 
CP12,I15,EA,2018-02-01,102.45 
CP12,I15,EA,2018-03-01,102.87 
CP12,I15,EA,2018-04-01,103.09 
CP12,I15,EA,2018-05-01,103.20 
CP12,I15,EA,2018-06-01,103.18 
CP12,I15,EA,2018-07-01,103.04 
CP12,I15,EA,2018-08-01,103.14 
CP12,I15,EA,2018-09-01,103.31 
CP12,I15,EA18,2017-10-01,101.75 
CP12,I15,EA18,2017-11-01,101.81 
CP12,I15,EA18,2017-12-01,101.94 
CP12,I15,EA18,2018-01-01,102.22 
CP12,I15,EA18,2018-02-01,102.41 
CP12,I15,EA18,2018-03-01,102.84 
CP12,I15,EA18,2018-04-01,103.06 
CP12,I15,EA18,2018-05-01,103.17 
CP12,I15,EA18,2018-06-01,103.14 
CP12,I15,EA18,2018-07-01,103.00 
CP12,I15,EA18,2018-08-01,103.11 
CP12,I15,EA18,2018-09-01,103.27 
CP12,I15,EA19,2017-10-01,101.78 
CP12,I15,EA19,2017-11-01,101.84 
CP12,I15,EA19,2017-12-01,101.97 
CP12,I15,EA19,2018-01-01,102.25 
CP12,I15,EA19,2018-02-01,102.45 
CP12,I15,EA19,2018-03-01,102.87 
CP12,I15,EA19,2018-04-01,103.09 
CP12,I15,EA19,2018-05-01,103.20 
CP12,I15,EA19,2018-06-01,103.18 
CP12,I15,EA19,2018-07-01,103.04 
CP12,I15,EA19,2018-08-01,103.14 
CP12,I15,EA19,2018-09-01,103.31 
CP12,I15,EE,2017-10-01,105.07 
CP12,I15,EE,2017-11-01,106.52 
CP12,I15,EE,2017-12-01,106.78 
CP12,I15,EE,2018-01-01,106.44 
CP12,I15,EE,2018-02-01,107.01 
CP12,I15,EE,2018-03-01,106.85 
CP12,I15,EE,2018-04-01,108.74 
CP12,I15,EE,2018-05-01,109.15 
CP12,I15,EE,2018-06-01,109.40 
CP12,I15,EE,2018-07-01,108.57 
CP12,I15,EE,2018-08-01,109.85 
CP12,I15,EE,2018-09-01,109.05 
CP12,I15,EL,2017-10-01,96.67 
CP12,I15,EL,2017-11-01,96.91 
CP12,I15,EL,2017-12-01,96.52 
CP12,I15,EL,2018-01-01,96.70 
CP12,I15,EL,2018-02-01,96.36 
CP12,I15,EL,2018-03-01,96.46 
CP12,I15,EL,2018-04-01,96.70 
CP12,I15,EL,2018-05-01,97.04 
CP12,I15,EL,2018-06-01,96.81 
CP12,I15,EL,2018-07-01,96.46 
CP12,I15,EL,2018-08-01,96.18 
CP12,I15,EL,2018-09-01,96.05 
CP12,I15,ES,2017-10-01,101.96 
CP12,I15,ES,2017-11-01,101.99 
CP12,I15,ES,2017-12-01,102.22 
CP12,I15,ES,2018-01-01,102.20 
CP12,I15,ES,2018-02-01,102.56 
CP12,I15,ES,2018-03-01,102.63 
CP12,I15,ES,2018-04-01,102.80 
CP12,I15,ES,2018-05-01,102.92 
CP12,I15,ES,2018-06-01,103.06 
CP12,I15,ES,2018-07-01,102.85 
CP12,I15,ES,2018-08-01,103.08 
CP12,I15,ES,2018-09-01,103.05 
CP12,I15,EU,2017-10-01,102.34 
CP12,I15,EU,2017-11-01,102.38 
CP12,I15,EU,2017-12-01,102.46 
CP12,I15,EU,2018-01-01,102.70 
CP12,I15,EU,2018-02-01,102.74 
CP12,I15,EU,2018-03-01,103.01 
CP12,I15,EU,2018-04-01,103.19 
CP12,I15,EU,2018-05-01,103.28 
CP12,I15,EU,2018-06-01,103.27 
CP12,I15,EU,2018-07-01,103.04 
CP12,I15,EU,2018-08-01,103.18 r
CP12,I15,EU,2018-09-01,103.35 
CP12,I15,EU28,2017-10-01,102.34 
CP12,I15,EU28,2017-11-01,102.38 
CP12,I15,EU28,2017-12-01,102.46 
CP12,I15,EU28,2018-01-01,102.70 
CP12,I15,EU28,2018-02-01,102.74 
CP12,I15,EU28,2018-03-01,103.01 
CP12,I15,EU28,2018-04-01,103.19 
CP12,I15,EU28,2018-05-01,103.28 
CP12,I15,EU28,2018-06-01,103.27 
CP12,I15,EU28,2018-07-01,103.04 
CP12,I15,EU28,2018-08-01,103.18 r
CP12,I15,EU28,2018-09-01,103.35 
CP12,I15,FI,2017-10-01,101.13 
CP12,I15,FI,2017-11-01,101.20 
CP12,I15,FI,2017-12-01,101.18 
