na_item,unit,geotime,date,value
B1GQ,EUR_M3_CLV10,ES,1990-01-01,
B1GQ,EUR_M3_CLV10,ES,1991-01-01,
B1GQ,EUR_M3_CLV10,ES,1992-01-01,
B1GQ,EUR_M3_CLV10,ES,1993-01-01,
B1GQ,EUR_M3_CLV10,ES,1994-01-01,
B1GQ,EUR_M3_CLV10,ES,1995-01-01,21
B1GQ,EUR_M3_CLV10,ES,1996-01-01,
B1GQ,EUR_M3_CLV10,ES,1997-01-01,21
B1GQ,EUR_M3_CLV10,ES,1998-01-01,21
B1GQ,EUR_M3_CLV10,ES,1999-01-01,21
B1GQ,EUR_M3_CLV10,ES,2000-01-01,23
B1GQ,EUR_M3_CLV10,ES,2001-01-01,25
B1GQ,EUR_M3_CLV10,ES,2002-01-01,25
B1GQ,EUR_M3_CLV10,ES,2003-01-01,26
B1GQ,EUR_M3_CLV10,ES,2004-01-01,27
B1GQ,EUR_M3_CLV10,ES,2005-01-01,27
B1GQ,EUR_M3_CLV10,ES,2006-01-01,29
B1GQ,EUR_M3_CLV10,ES,2007-01-01,31
B1GQ,EUR_M3_CLV10,ES,2008-01-01,31
B1GQ,EUR_M3_CLV10,ES,2009-01-01,29
B1GQ,EUR_M3_CLV10,ES,2010-01-01,30
B1GQ,EUR_M3_CLV10,ES,2011-01-01,29
B1GQ,EUR_M3_CLV10,ES,2012-01-01,27
B1GQ,EUR_M3_CLV10,ES,2013-01-01,
B1GQ,EUR_M3_CLV10,ES,2014-01-01,31
B1GQ,EUR_M3_CLV10,ES,2015-01-01,
B1GQ,EUR_M3_CLV10,FI,1990-01-01,54
B1GQ,EUR_M3_CLV10,FI,1991-01-01,44
B1GQ,EUR_M3_CLV10,FI,1992-01-01,52
B1GQ,EUR_M3_CLV10,FI,1993-01-01,48
B1GQ,EUR_M3_CLV10,FI,1994-01-01,47
B1GQ,EUR_M3_CLV10,FI,1995-01-01,48
B1GQ,EUR_M3_CLV10,FI,1996-01-01,
B1GQ,EUR_M3_CLV10,FI,1997-01-01,
B1GQ,EUR_M3_CLV10,FI,1998-01-01,
B1GQ,EUR_M3_CLV10,FI,1999-01-01,64
B1GQ,EUR_M3_CLV10,FI,2000-01-01,
B1GQ,EUR_M3_CLV10,FI,2001-01-01,
B1GQ,EUR_M3_CLV10,FI,2002-01-01,
B1GQ,EUR_M3_CLV10,FI,2003-01-01,
B1GQ,EUR_M3_CLV10,FI,2004-01-01,
B1GQ,EUR_M3_CLV10,FI,2005-01-01,
B1GQ,EUR_M3_CLV10,FI,2006-01-01,28
B1GQ,EUR_M3_CLV10,FI,2007-01-01,
B1GQ,EUR_M3_CLV10,FI,2008-01-01,
B1GQ,EUR_M3_CLV10,FI,2009-01-01,
B1GQ,EUR_M3_CLV10,FI,2010-01-01,
B1GQ,EUR_M3_CLV10,FI,2011-01-01,
B1GQ,EUR_M3_CLV10,FI,2012-01-01,
B1GQ,EUR_M3_CLV10,FI,2013-01-01,
B1GQ,EUR_M3_CLV10,FI,2014-01-01,
B1GQ,EUR_M3_CLV10,FI,2015-01-01,
B1GQ,EUR_M3_CLV10,FR,1990-01-01,
B1GQ,EUR_M3_CLV10,FR,1991-01-01,36
B1GQ,EUR_M3_CLV10,FR,1992-01-01,37
B1GQ,EUR_M3_CLV10,FR,1993-01-01,37
B1GQ,EUR_M3_CLV10,FR,1994-01-01,36
B1GQ,EUR_M3_CLV10,FR,1995-01-01,
B1GQ,EUR_M3_CLV10,FR,1996-01-01,
B1GQ,EUR_M3_CLV10,FR,1997-01-01,
B1GQ,EUR_M3_CLV10,FR,1998-01-01,
B1GQ,EUR_M3_CLV10,FR,1999-01-01,
B1GQ,EUR_M3_CLV10,FR,2000-01-01,53
B1GQ,EUR_M3_CLV10,FR,2001-01-01,53
B1GQ,EUR_M3_CLV10,FR,2002-01-01,56
B1GQ,EUR_M3_CLV10,FR,2003-01-01,51
B1GQ,EUR_M3_CLV10,FR,2004-01-01,55
B1GQ,EUR_M3_CLV10,FR,2005-01-01,56
B1GQ,EUR_M3_CLV10,FR,2006-01-01,60
B1GQ,EUR_M3_CLV10,FR,2007-01-01,64
B1GQ,EUR_M3_CLV10,FR,2008-01-01,69
B1GQ,EUR_M3_CLV10,FR,2009-01-01,66
B1GQ,EUR_M3_CLV10,FR,2010-01-01,70
B1GQ,EUR_M3_CLV10,FR,2011-01-01,72
B1GQ,EUR_M3_CLV10,FR,2012-01-01,68
B1GQ,EUR_M3_CLV10,FR,2013-01-01,
B1GQ,EUR_M3_CLV10,FR,2014-01-01,
B1GQ,EUR_M3_CLV10,FR,2015-01-01,
B1GQ,EUR_M3_CLV10,HR,1990-01-01,
B1GQ,EUR_M3_CLV10,HR,1991-01-01,
B1GQ,EUR_M3_CLV10,HR,1992-01-01,
B1GQ,EUR_M3_CLV10,HR,1993-01-01,
B1GQ,EUR_M3_CLV10,HR,1994-01-01,
B1GQ,EUR_M3_CLV10,HR,1995-01-01,
B1GQ,EUR_M3_CLV10,HR,1996-01-01,
B1GQ,EUR_M3_CLV10,HR,1997-01-01,
B1GQ,EUR_M3_CLV10,HR,1998-01-01,
B1GQ,EUR_M3_CLV10,HR,1999-01-01,
B1GQ,EUR_M3_CLV10,HR,2000-01-01,
B1GQ,EUR_M3_CLV10,HR,2001-01-01,
B1GQ,EUR_M3_CLV10,HR,2002-01-01,
B1GQ,EUR_M3_CLV10,HR,2003-01-01,
B1GQ,EUR_M3_CLV10,HR,2004-01-01,
B1GQ,EUR_M3_CLV10,HR,2005-01-01,
B1GQ,EUR_M3_CLV10,HR,2006-01-01,
B1GQ,EUR_M3_CLV10,HR,2007-01-01,
B1GQ,EUR_M3_CLV10,HR,2008-01-01,74
B1GQ,EUR_M3_CLV10,HR,2009-01-01,66
B1GQ,EUR_M3_CLV10,HR,2010-01-01,66
B1GQ,EUR_M3_CLV10,HR,2011-01-01,67
B1GQ,EUR_M3_CLV10,HR,2012-01-01,66
B1GQ,EUR_M3_CLV10,HR,2013-01-01,65
B1GQ,EUR_M3_CLV10,HR,2014-01-01,66
B1GQ,EUR_M3_CLV10,HR,2015-01-01,68
B1GQ,EUR_M3_CLV10,HU,1990-01-01,
B1GQ,EUR_M3_CLV10,HU,1991-01-01,
B1GQ,EUR_M3_CLV10,HU,1992-01-01,
B1GQ,EUR_M3_CLV10,HU,1993-01-01,
B1GQ,EUR_M3_CLV10,HU,1994-01-01,
B1GQ,EUR_M3_CLV10,HU,1995-01-01,
B1GQ,EUR_M3_CLV10,HU,1996-01-01,
B1GQ,EUR_M3_CLV10,HU,1997-01-01,
B1GQ,EUR_M3_CLV10,HU,1998-01-01,
B1GQ,EUR_M3_CLV10,HU,1999-01-01,
B1GQ,EUR_M3_CLV10,HU,2000-01-01,
B1GQ,EUR_M3_CLV10,HU,2001-01-01,
B1GQ,EUR_M3_CLV10,HU,2002-01-01,
B1GQ,EUR_M3_CLV10,HU,2003-01-01,
B1GQ,EUR_M3_CLV10,HU,2004-01-01,
B1GQ,EUR_M3_CLV10,HU,2005-01-01,20
B1GQ,EUR_M3_CLV10,HU,2006-01-01,21
B1GQ,EUR_M3_CLV10,HU,2007-01-01,19
B1GQ,EUR_M3_CLV10,HU,2008-01-01,19
B1GQ,EUR_M3_CLV10,HU,2009-01-01,15
B1GQ,EUR_M3_CLV10,HU,2010-01-01,18
B1GQ,EUR_M3_CLV10,HU,2011-01-01,19
B1GQ,EUR_M3_CLV10,HU,2012-01-01,19
B1GQ,EUR_M3_CLV10,HU,2013-01-01,
B1GQ,EUR_M3_CLV10,HU,2014-01-01,
B1GQ,EUR_M3_CLV10,HU,2015-01-01,
B1GQ,EUR_M3_CLV10,IE,1990-01-01,
B1GQ,EUR_M3_CLV10,IE,1991-01-01,
B1GQ,EUR_M3_CLV10,IE,1992-01-01,
B1GQ,EUR_M3_CLV10,IE,1993-01-01,
B1GQ,EUR_M3_CLV10,IE,1994-01-01,
B1GQ,EUR_M3_CLV10,IE,1995-01-01,
B1GQ,EUR_M3_CLV10,IE,1996-01-01,
B1GQ,EUR_M3_CLV10,IE,1997-01-01,
B1GQ,EUR_M3_CLV10,IE,1998-01-01,
B1GQ,EUR_M3_CLV10,IE,1999-01-01,
B1GQ,EUR_M3_CLV10,IE,2000-01-01,
B1GQ,EUR_M3_CLV10,IE,2001-01-01,
B1GQ,EUR_M3_CLV10,IE,2002-01-01,
B1GQ,EUR_M3_CLV10,IE,2003-01-01,
B1GQ,EUR_M3_CLV10,IE,2004-01-01,
B1GQ,EUR_M3_CLV10,IE,2005-01-01,205
B1GQ,EUR_M3_CLV10,IE,2006-01-01,
B1GQ,EUR_M3_CLV10,IE,2007-01-01,248
B1GQ,EUR_M3_CLV10,IE,2008-01-01,
B1GQ,EUR_M3_CLV10,IE,2009-01-01,217
B1GQ,EUR_M3_CLV10,IE,2010-01-01,
B1GQ,EUR_M3_CLV10,IE,2011-01-01,
B1GQ,EUR_M3_CLV10,IE,2012-01-01,
B1GQ,EUR_M3_CLV10,IE,2013-01-01,
B1GQ,EUR_M3_CLV10,IE,2014-01-01,
B1GQ,EUR_M3_CLV10,IE,2015-01-01,
B1GQ,EUR_M3_CLV10,IS,1990-01-01,
B1GQ,EUR_M3_CLV10,IS,1991-01-01,
B1GQ,EUR_M3_CLV10,IS,1992-01-01,
B1GQ,EUR_M3_CLV10,IS,1993-01-01,
B1GQ,EUR_M3_CLV10,IS,1994-01-01,
B1GQ,EUR_M3_CLV10,IS,1995-01-01,
B1GQ,EUR_M3_CLV10,IS,1996-01-01,
B1GQ,EUR_M3_CLV10,IS,1997-01-01,
B1GQ,EUR_M3_CLV10,IS,1998-01-01,
B1GQ,EUR_M3_CLV10,IS,1999-01-01,
B1GQ,EUR_M3_CLV10,IS,2000-01-01,
B1GQ,EUR_M3_CLV10,IS,2001-01-01,
B1GQ,EUR_M3_CLV10,IS,2002-01-01,
B1GQ,EUR_M3_CLV10,IS,2003-01-01,
B1GQ,EUR_M3_CLV10,IS,2004-01-01,
B1GQ,EUR_M3_CLV10,IS,2005-01-01,
B1GQ,EUR_M3_CLV10,IS,2006-01-01,
B1GQ,EUR_M3_CLV10,IS,2007-01-01,
B1GQ,EUR_M3_CLV10,IS,2008-01-01,
B1GQ,EUR_M3_CLV10,IS,2009-01-01,
B1GQ,EUR_M3_CLV10,IS,2010-01-01,3
B1GQ,EUR_M3_CLV10,IS,2011-01-01,3
B1GQ,EUR_M3_CLV10,IS,2012-01-01,3
B1GQ,EUR_M3_CLV10,IS,2013-01-01,3
B1GQ,EUR_M3_CLV10,IS,2014-01-01,3
B1GQ,EUR_M3_CLV10,IS,2015-01-01,
B1GQ,EUR_M3_CLV10,IT,1990-01-01,
B1GQ,EUR_M3_CLV10,IT,1991-01-01,
B1GQ,EUR_M3_CLV10,IT,1992-01-01,
