currency,bop_item,sector10,sectpart,stk_flow,partner,geo\time,date,value
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,1995-01-01,-5051.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,1996-01-01,-5181.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,1997-01-01,-4805.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,1998-01-01,-3637.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,1999-01-01,-4609.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,2000-01-01,-1508.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,2001-01-01,-1756.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,2002-01-01,4767.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,2003-01-01,3590.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,2004-01-01,5031.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,2005-01-01,5738.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,2006-01-01,8824.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,2007-01-01,10798.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,2008-01-01,13190.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,2009-01-01,7479.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,2010-01-01,8447.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,2011-01-01,5057.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,2012-01-01,4725.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,2013-01-01,6294.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,2014-01-01,8242.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,2015-01-01,5940.0
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,2016-01-01,8824.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,AT,2017-01-01,7217.0 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,BE,1995-01-01,: 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,BE,1996-01-01,: 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,BE,1997-01-01,: 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,BE,1998-01-01,: 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,BE,1999-01-01,: 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,BE,2000-01-01,: 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,BE,2001-01-01,: 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,BE,2002-01-01,: 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,BE,2003-01-01,9972.8 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,BE,2004-01-01,9764.4 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,BE,2005-01-01,6490.4 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,BE,2006-01-01,6271.5 
MIO_NAC,CA,S1,S1,BAL,WRL_REST,BE,2007-01-01,6722.7 
