currency,bop_item,sector10,sectpart,stk_flow,partner,s_adj,geotime,date,value
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,NL,2018-02-01,: c
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,NL,2018-03-01,: c
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,NL,2018-04-01,: c
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,NL,2018-05-01,: c
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,NL,2018-06-01,: c
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,NL,2018-07-01,: c
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,NL,2018-08-01,: c
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PL,2017-09-01,21.8 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PL,2017-10-01,-13.1 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PL,2017-11-01,95.1 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PL,2017-12-01,-1352.8 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PL,2018-01-01,2288.1 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PL,2018-02-01,-791.5 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PL,2018-03-01,-914.7 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PL,2018-04-01,290.4 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PL,2018-05-01,494.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PL,2018-06-01,-198.2 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PL,2018-07-01,-749.3 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PL,2018-08-01,-548.3 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PT,2017-09-01,156.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PT,2017-10-01,327.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PT,2017-11-01,189.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PT,2017-12-01,18.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PT,2018-01-01,-527.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PT,2018-02-01,-182.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PT,2018-03-01,301.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PT,2018-04-01,-315.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PT,2018-05-01,-1160.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PT,2018-06-01,-529.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PT,2018-07-01,770.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,PT,2018-08-01,525.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RO,2017-09-01,-546.6 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RO,2017-10-01,-488.9 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RO,2017-11-01,-199.6 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RO,2017-12-01,-504.2 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RO,2018-01-01,-44.7 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RO,2018-02-01,-448.2 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RO,2018-03-01,-630.5 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RO,2018-04-01,-631.8 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RO,2018-05-01,-824.7 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RO,2018-06-01,-1167.2 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RO,2018-07-01,-1042.7 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RO,2018-08-01,-1051.7 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RS,2017-09-01,-84.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RS,2017-10-01,-79.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RS,2017-11-01,-203.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RS,2017-12-01,-397.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RS,2018-01-01,-56.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RS,2018-02-01,-241.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RS,2018-03-01,-340.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RS,2018-04-01,-205.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RS,2018-05-01,61.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RS,2018-06-01,-124.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RS,2018-07-01,-158.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,RS,2018-08-01,
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SE,2017-09-01,2195.1 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SE,2017-10-01,1451.2 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SE,2017-11-01,1190.9 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SE,2017-12-01,1138.3 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SE,2018-01-01,620.9 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SE,2018-02-01,690.2 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SE,2018-03-01,460.0 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SE,2018-04-01,-1302.9 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SE,2018-05-01,223.7 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SE,2018-06-01,2058.7 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SE,2018-07-01,1155.4 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SE,2018-08-01,981.4 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SI,2017-09-01,471.3 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SI,2017-10-01,450.1 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SI,2017-11-01,56.7 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SI,2017-12-01,152.9 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SI,2018-01-01,239.8 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SI,2018-02-01,150.6 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SI,2018-03-01,288.3 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SI,2018-04-01,347.6 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SI,2018-05-01,242.6 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SI,2018-06-01,405.2 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SI,2018-07-01,423.3 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SI,2018-08-01,341.4 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SK,2017-09-01,44.8 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SK,2017-10-01,-15.3 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SK,2017-11-01,8.1 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SK,2017-12-01,-442.8 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SK,2018-01-01,-341.3 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SK,2018-02-01,-163.6 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SK,2018-03-01,346.9 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SK,2018-04-01,-123.4 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SK,2018-05-01,86.1 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SK,2018-06-01,-259.8 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SK,2018-07-01,-321.6 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,SK,2018-08-01,-472.2 
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,UK,2017-09-01,: c
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,UK,2017-10-01,: c
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,UK,2017-11-01,: c
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,UK,2017-12-01,: c
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,UK,2018-01-01,: c
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,UK,2018-02-01,: c
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,UK,2018-03-01,: c
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,UK,2018-04-01,: c
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,UK,2018-05-01,: c
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,UK,2018-06-01,: c
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,UK,2018-07-01,: c
MIO_EUR,CA,S1,S1,BAL,WRL_REST,NSA,UK,2018-08-01,: c
